SA4_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
215,10,91,139,99,115,72,20,4,543,10,68,95,119,135,72,11,3,510,148,770,694,529,580,304,99,28,3152,142,495,627,666,726,464,152,48,3314,1357,2782,2364,2846,2701,1688,692,175,14605,162,121,105,74,76,35,12,4,585,75,107,120,178,171,120,52,3,823,1592,3009,2586,3099,2941,1846,752,186,16010,27,40,33,45,59,64,35,7,312,1034,1112,991,1225,1334,1281,938,429,8348,2961,5581,5165,5779,5893,4097,2012,706,32199,38,194,217,144,115,56,11,0,776,34,232,264,318,272,106,22,3,1244,400,1640,1403,1053,993,501,204,68,6259,293,889,1039,1199,1155,685,250,85,5598,921,1579,1415,1503,1118,457,119,40,7157,244,220,190,201,156,82,4,9,1101,121,184,236,253,267,147,36,18,1257,1279,1986,1846,1957,1544,678,152,70,9516,23,46,48,60,58,65,34,15,357,961,772,754,1013,1294,1420,1192,805,8221,3037,5756,5569,5741,5431,3517,1873,1049,31968,53,282
216,11,153,133,136,104,65,19,10,633,3,83,96,115,144,65,17,3,521,119,679,678,511,495,301,73,28,2881,141,462,516,548,589,426,155,39,2874,1246,2384,2221,2627,2272,1531,710,191,13185,97,78,72,59,49,35,4,3,403,49,97,130,104,129,112,51,10,692,1391,2557,2429,2790,2453,1678,771,204,14273,13,43,37,35,46,49,34,14,274,858,761,786,925,1008,1025,798,342,6507,2541,4743,4671,5057,4836,3605,1873,634,27960,37,219,198,159,121,58,8,3,802,24,244,279,287,250,95,20,0,1197,335,1420,1260,879,768,401,155,36,5250,285,913,972,1104,921,519,208,70,4998,844,1383,1313,1279,966,379,109,31,6304,156,163,137,170,132,65,16,7,848,106,145,176,236,174,141,43,29,1046,1107,1689,1628,1689,1274,586,165,64,8195,14,65,56,39,38,65,48,15,342,762,669,672,846,1052,1210,987,597,6785,2556,5213,5065,5000,4429,2935,1598,782,27570,52,374
217,12,71,144,148,164,139,47,5,729,0,65,102,128,154,73,22,9,551,145,674,726,576,660,418,104,43,3343,103,366,539,616,667,473,157,33,2965,1291,2291,2306,2574,2190,1370,567,180,12771,117,97,67,56,71,40,6,3,447,52,99,118,116,149,109,34,17,698,1452,2491,2490,2747,2406,1520,607,193,13912,6,25,34,53,45,44,29,6,246,770,563,589,853,945,939,667,297,5618,2501,4263,4623,5113,5040,3608,1628,590,27360,23,173,205,191,195,96,15,3,904,24,210,277,297,277,128,17,3,1228,289,1357,1422,1108,1007,590,197,69,6039,278,766,878,1093,1059,632,256,94,5053,768,1329,1265,1384,1009,385,100,38,6266,179,179,153,148,130,57,10,0,857,98,150,185,220,221,136,42,15,1071,1047,1660,1604,1751,1364,576,147,56,8203,20,27,24,41,61,61,30,17,284,711,469,563,798,1019,1086,943,570,6154,2384,4661,4975,5270,4973,3171,1605,812,27858,34,244
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,5,63,27,14,17,4,0,0,133,0,10,14,5,4,0,0,0,30,33,162,60,39,31,18,3,0,344,24,61,36,30,30,13,9,0,190,52,141,110,90,81,45,11,0,540,10,6,5,3,0,0,0,0,25,7,11,12,7,3,6,0,0,45,71,157,128,105,85,56,13,0,602,0,3,6,3,0,3,0,0,20,167,320,352,254,151,75,19,3,1335,297,769,620,444,313,166,39,3,2654,9,51,30,9,3,9,0,0,106,0,26,4,12,11,3,0,0,60,91,204,63,40,39,21,3,0,449,42,61,40,33,23,15,0,0,219,55,70,44,36,30,7,0,0,242,12,8,6,3,3,0,0,0,36,3,16,10,6,12,3,0,0,52,70,100,59,44,41,12,3,0,327,3,5,5,0,0,3,0,0,16,142,200,148,89,85,45,16,10,742,348,640,356,230,211,95,23,16,1920,11,115
301,14,282,720,751,542,365,105,28,2803,17,121,245,318,281,123,41,13,1159,552,1707,2379,1999,1491,944,310,73,9459,433,969,1575,1832,1519,877,340,87,7629,2046,4370,4474,4749,4255,3020,1377,380,24670,307,141,97,71,65,41,13,5,736,119,155,241,266,260,222,105,41,1408,2469,4666,4809,5085,4587,3279,1493,429,26813,40,69,99,98,79,95,56,22,565,705,700,875,984,973,856,669,403,6162,4243,8517,10697,11058,9478,6539,3015,1053,54599,27,492,847,758,447,221,37,3,2832,55,350,520,554,443,185,58,11,2172,883,3135,3691,2649,1753,970,301,88,13464,791,1907,2486,2525,1762,897,359,107,10832,1622,2307,2333,2394,1734,691,156,66,11305,333,205,219,213,193,116,29,13,1313,182,268,410,500,541,319,108,64,2397,2136,2778,2955,3115,2465,1123,297,146,15016,26,65,75,152,172,166,61,33,750,640,675,759,871,974,1103,1021,826,6867,4550,9399,11332,10627,8010,4671,2134,1217,51930,43,771
302,40,877,1250,876,573,296,98,28,4030,21,250,404,420,289,131,44,6,1567,825,3804,3574,2194,1437,763,326,71,13000,520,1618,1641,1585,1116,654,280,74,7490,1842,4061,3256,3178,2602,1740,1028,361,18076,285,168,92,89,53,31,16,0,729,116,210,208,197,180,160,95,26,1194,2247,4445,3558,3466,2830,1931,1141,393,19997,37,137,116,94,74,90,56,26,629,836,1110,946,836,690,601,572,407,5994,4523,12223,11496,9471,7009,4460,2514,1011,52710,58,1349,1276,747,478,207,47,12,4172,75,598,711,556,406,166,47,13,2571,1370,5603,4757,2823,1671,789,326,106,17445,810,2111,2091,1897,1320,692,352,120,9396,1561,2176,1746,1595,1163,427,122,50,8841,266,211,174,161,126,65,10,5,1022,154,269,313,372,314,196,83,38,1730,1970,2657,2235,2129,1601,688,215,96,11592,50,99,98,115,114,95,75,38,683,772,982,818,806,760,833,967,1051,6987,5100,13399,11988,9075,6348,3468,2023,1447,52853,99,2228
303,187,3471,3287,2130,1347,635,216,43,11301,65,651,687,650,434,190,48,5,2735,2723,9016,6676,4235,2845,1531,531,130,27677,1370,2858,2444,2128,1594,980,344,121,11826,2497,4822,4107,4021,3289,2164,1335,416,22657,422,195,152,101,62,47,6,0,985,194,304,309,255,287,206,100,33,1677,3108,5320,4570,4375,3630,2412,1444,454,25318,130,275,231,188,139,125,66,11,1165,1667,2118,1460,1338,1086,913,734,461,9778,9253,23708,19349,15038,11076,6786,3383,1221,89814,271,4326,3090,1769,985,367,63,22,10893,134,1146,1189,1023,687,296,85,13,4569,3750,11563,8284,4980,3068,1336,465,161,33603,1586,3064,2996,2868,1902,1030,430,143,14017,1949,2467,2061,2005,1377,572,167,66,10662,440,257,233,230,173,81,25,12,1449,249,344,459,545,471,317,110,53,2539,2635,3071,2749,2773,2025,966,304,135,14654,108,271,197,196,222,144,69,49,1263,1456,1883,1338,1313,1142,1094,1087,952,10255,9939,25318,19826,14922,10029,5236,2503,1483,89257,456,7796
304,48,1281,2034,1925,1458,1021,366,108,8240,39,281,433,491,372,184,49,7,1870,1569,3573,3771,3164,2260,1554,551,182,16623,581,842,1168,1361,1036,747,327,88,6145,1270,2007,1786,1779,1393,1006,548,173,9954,233,70,53,32,30,28,6,3,458,103,110,140,122,119,156,67,28,837,1610,2186,1982,1929,1538,1184,620,199,11257,58,73,84,75,72,71,54,23,516,733,610,611,600,503,448,344,255,4106,4642,8850,10086,9547,7247,5211,2311,863,48753,93,1560,1939,1488,1035,505,128,39,6785,69,536,815,779,587,328,88,13,3208,1998,4491,5053,3645,2375,1402,507,175,19643,717,1049,1470,1737,1311,845,356,110,7592,1067,955,934,1056,671,319,77,51,5121,260,88,80,82,90,70,14,3,694,89,105,190,276,280,221,91,50,1308,1421,1145,1200,1412,1044,609,184,107,7125,62,50,79,123,103,86,69,28,608,720,574,519,575,475,597,591,707,4755,5078,9411,11070,9757,6924,4369,1923,1179,49718,138,2844
305,132,3052,2856,2279,1556,738,213,40,10869,101,747,717,673,450,205,38,8,2934,2744,10285,6174,4595,2760,1412,428,111,28505,1052,2397,1717,1630,1081,627,226,39,8772,1773,3852,2295,2079,1577,921,481,158,13133,260,168,97,51,42,21,4,3,644,157,271,199,163,162,134,54,16,1153,2191,4288,2593,2291,1782,1076,541,180,14935,91,215,168,119,101,81,55,19,852,1646,2889,1845,1645,1246,820,469,213,10767,7954,23880,16066,13234,8964,4957,1982,605,77637,209,3517,2856,2062,1253,462,79,12,10450,157,1257,1166,1105,710,281,74,14,4750,4012,11913,7092,4637,2664,1286,335,112,32048,1284,2454,1947,1840,1280,733,285,91,9909,1545,1982,1080,986,724,273,73,39,6700,295,196,94,105,98,40,14,4,842,157,278,293,253,293,170,59,37,1541,1996,2451,1466,1339,1115,488,146,81,9080,107,189,130,129,112,85,63,24,834,1706,2652,1512,1244,1117,800,539,585,10154,9466,24433,16158,12357,8254,4123,1524,908,77225,338,6566
306,11,266,428,452,408,274,84,10,1935,16,130,184,227,216,111,30,5,921,344,1717,1686,1528,1220,790,231,46,7569,202,1075,1350,1523,1303,814,244,54,6572,1907,4536,4824,5178,4959,3074,1242,239,25961,378,220,164,160,85,48,10,4,1071,121,203,258,305,282,194,95,14,1473,2411,4961,5247,5644,5323,3312,1343,254,28505,40,86,105,122,116,109,53,20,650,1817,1891,1792,2135,1996,1645,976,312,12571,4832,10136,10803,11642,10587,7053,2958,713,58716,33,463,644,624,427,167,30,9,2404,42,347,461,519,400,144,37,0,1959,729,3393,3168,2435,1783,869,280,74,12734,449,1711,2292,2323,1774,878,282,82,9794,1688,2638,2635,2422,1671,615,116,29,11817,403,342,304,251,186,94,17,6,1605,184,327,469,496,429,245,76,25,2243,2276,3307,3404,3167,2288,959,207,55,15662,48,98,116,132,132,132,67,22,745,1696,1831,1842,1929,1969,1617,1020,505,12406,5277,11155,11927,11136,8769,4760,1926,745,55692,47,731
307,4,84,98,91,84,88,23,3,468,4,38,54,67,79,32,8,0,278,110,590,586,490,393,261,101,17,2552,80,366,558,628,586,344,110,21,2689,1330,2497,2261,2172,1990,1317,510,86,12166,206,109,79,90,46,15,9,0,548,70,112,122,192,142,112,58,15,818,1606,2713,2465,2451,2177,1440,577,104,13536,14,31,30,37,44,35,23,7,210,907,870,859,1037,1061,1041,668,252,6697,2728,4687,4646,4800,4416,3244,1511,404,26427,10,138,164,123,94,51,6,3,586,19,122,133,169,163,57,19,0,684,291,1374,1257,888,724,446,151,34,5166,197,675,847,1008,841,493,159,54,4279,976,1396,1193,1193,916,307,58,10,6049,264,216,162,131,90,41,15,0,915,108,163,243,251,194,130,45,12,1150,1350,1783,1597,1578,1202,474,118,27,8122,17,26,29,36,50,39,24,6,233,800,649,764,874,970,998,774,455,6288,2695,4764,4798,4675,4036,2561,1257,578,25358,15,224
308,8,226,350,330,251,133,26,4,1342,12,111,170,184,187,70,16,3,760,267,1322,1308,1002,801,372,98,22,5195,110,599,981,1173,914,464,118,33,4382,2419,5890,5273,5215,4331,2219,933,193,26474,419,198,151,128,72,27,9,0,1006,130,189,245,242,228,140,62,7,1260,2976,6284,5668,5593,4624,2394,1001,203,28740,54,91,106,94,97,68,41,3,555,1593,1874,1921,2041,1701,1125,740,318,11304,5010,10508,10510,10418,8573,4635,2038,593,52287,18,337,389,299,208,54,13,3,1320,53,317,342,370,248,78,24,0,1429,659,2822,2535,1713,1175,523,184,43,9654,344,1331,1441,1512,1134,455,183,43,6437,1818,3066,2310,2064,1297,395,73,24,11043,533,414,256,216,153,68,8,5,1649,179,274,329,325,286,143,49,9,1603,2526,3755,2895,2612,1739,601,129,40,14299,29,62,66,87,80,52,26,9,419,1435,1283,1306,1478,1312,1129,913,593,9443,5063,9908,8970,8056,5904,2895,1473,731,43005,22,559
309,133,1564,1786,1541,1148,788,262,34,7257,81,399,501,541,502,273,84,11,2384,1906,6035,5535,4076,3250,2341,859,243,24255,1535,3291,3995,3926,2999,2112,790,229,18872,4984,10706,11273,11220,8971,7050,3341,877,58427,630,341,267,186,155,98,45,10,1726,335,572,704,697,630,631,308,81,3954,5944,11617,12244,12101,9752,7782,3698,960,64111,119,265,304,283,286,304,183,61,1802,3350,3739,3412,3467,3163,3010,2078,1103,23332,13064,26922,27780,25937,21103,16606,7955,2647,142013,192,2201,2155,1523,1100,484,85,26,7772,161,946,1104,987,856,389,87,18,4544,3066,9787,8757,5695,3913,2196,754,195,34359,2652,5861,6491,6199,4450,2469,830,236,29190,4385,6030,5877,5661,3847,1874,474,183,28328,796,517,568,485,465,249,61,12,3148,556,830,1212,1273,1200,949,369,113,6503,5736,7379,7661,7413,5506,3075,902,312,37979,135,261,336,381,449,461,243,93,2353,3293,3694,3291,3548,3557,3516,2786,2180,25870,15230,30126,29788,25752,19834,12584,5690,3066,142069,325,3766
310,23,569,854,560,422,224,75,14,2734,15,177,266,264,242,102,28,4,1100,654,2409,2391,1594,1105,643,211,53,9053,622,1519,1957,1873,1448,707,241,55,8439,3221,6806,5828,5541,4491,2918,1289,300,30400,585,342,235,149,76,43,12,3,1448,218,374,398,335,286,219,87,31,1949,4024,7517,6462,6035,4848,3186,1389,335,33800,81,134,163,116,106,91,37,14,742,2702,3135,2707,2278,1770,1411,915,290,15207,8119,15468,14802,12723,9933,6360,2905,765,71072,48,877,927,602,360,152,27,0,3004,65,457,538,498,334,155,48,6,2096,1118,4580,3727,2216,1429,773,245,74,14164,1220,2883,2852,2554,1721,787,292,79,12393,2884,4495,3487,3107,1941,661,134,38,16749,744,557,369,296,203,89,24,0,2280,349,527,596,605,503,233,82,29,2922,3984,5576,4451,4006,2645,988,236,66,21950,73,135,136,120,123,113,47,26,772,2085,2154,1794,1848,1642,1552,1147,595,12815,8587,16671,14423,11847,8262,4517,2038,847,67197,68,1447
311,21,457,604,434,326,205,51,12,2113,13,142,214,202,191,72,17,4,862,534,2068,1889,1347,1026,660,183,31,7736,666,1462,1743,1591,1258,740,181,59,7712,3483,6743,6482,6140,5155,3532,1216,272,33017,570,299,206,146,64,46,11,0,1351,235,341,416,366,315,219,102,21,2019,4294,7385,7103,6649,5539,3805,1330,293,36393,70,162,147,127,135,98,51,13,811,1964,1873,1804,1740,1541,1339,770,259,11299,7571,13536,13508,12093,10022,6919,2596,676,66923,39,672,675,461,288,119,21,5,2276,71,422,468,409,308,131,23,0,1825,1005,3806,3363,2019,1387,736,208,40,12555,1258,2875,2870,2532,1782,854,241,46,12454,2970,4437,3742,3209,2096,744,137,36,17365,699,479,404,335,242,129,10,5,2307,328,544,674,588,535,325,83,31,3099,3992,5453,4823,4128,2877,1193,234,71,22767,69,124,131,185,182,159,58,19,921,1863,1773,1652,1816,1698,1427,952,442,11621,8293,15120,13975,11541,8518,4624,1733,631,64431,58,1127
312,11,158,178,193,129,60,14,4,750,7,76,115,113,91,48,11,0,465,216,1090,857,651,535,236,75,24,3690,109,556,786,855,706,338,88,15,3456,1922,5109,4692,4436,3629,1923,667,131,22518,206,138,106,86,57,30,3,0,622,88,146,155,187,175,105,34,4,891,2223,5392,4951,4710,3865,2055,711,135,24035,14,51,66,70,64,56,22,9,350,1325,1961,1817,1890,1588,1014,573,209,10372,3911,9283,8777,8485,6977,3799,1487,397,43114,12,222,221,186,151,58,5,3,861,39,230,267,220,164,50,17,0,981,562,2330,1841,1162,812,303,101,26,7139,296,1088,1226,1212,879,364,139,29,5226,1323,2430,1909,1702,1020,293,57,25,8765,315,312,218,181,116,45,14,0,1208,157,261,318,322,207,130,34,4,1438,1795,3000,2447,2206,1349,478,104,29,11413,28,60,58,74,62,56,25,10,374,1175,1324,1091,1229,1087,900,649,331,7785,3908,8248,7140,6290,4498,2205,1045,434,33778,26,384
313,6,100,226,283,262,237,77,17,1214,10,74,128,153,219,107,35,5,733,259,852,1059,939,847,742,271,57,5026,288,751,1167,1396,1260,941,316,64,6179,2315,4591,4782,4924,4357,3577,1618,389,26564,418,207,156,99,86,54,21,4,1046,155,189,260,282,266,257,115,36,1556,2891,4990,5200,5308,4715,3885,1754,432,29169,48,94,81,93,63,120,81,24,609,1429,1419,1410,1405,1380,1542,1052,602,10244,4931,8276,9273,9589,8745,7580,3581,1201,53178,22,243,307,345,301,160,28,5,1412,42,232,369,355,305,169,46,4,1525,555,1927,2237,1683,1374,944,288,64,9077,760,1776,2128,2227,1674,1035,374,104,10076,2149,2972,2887,2827,1992,802,187,55,13863,508,331,272,237,182,141,14,7,1694,255,325,442,453,478,380,126,23,2486,2910,3628,3600,3518,2651,1318,327,87,18048,37,94,83,124,115,152,85,14,706,1089,1033,1144,1248,1441,1678,1448,1172,10247,5417,8931,9862,9497,7867,5460,2595,1459,51087,32,337
314,10,295,714,673,440,229,47,12,2420,18,149,307,327,211,110,15,0,1146,439,1726,2423,1814,1051,580,154,35,8236,376,1112,1741,1743,1186,665,182,38,7052,2046,4288,4314,3772,2893,1946,698,145,20106,310,156,118,69,58,31,12,0,745,134,207,226,196,206,142,53,11,1164,2483,4649,4660,4034,3155,2120,758,152,22018,47,68,75,91,84,60,39,10,469,705,826,837,808,621,561,339,177,4864,4088,8830,10761,9479,6752,4330,1545,423,46205,19,492,762,582,322,126,11,0,2313,60,346,644,486,337,127,24,4,2038,760,3345,3841,2275,1218,598,160,40,12227,756,2009,2242,2060,1263,680,189,43,9233,1715,2631,2296,1891,1219,425,88,16,10279,333,249,204,186,117,60,13,3,1175,182,246,391,423,327,223,50,14,1850,2226,3135,2889,2502,1660,709,143,34,13300,35,70,106,112,115,99,41,15,582,668,770,721,715,626,653,466,357,4974,4526,10168,11194,8732,5534,2992,1034,489,44673,34,783
315,3,73,87,71,60,18,4,0,315,4,42,39,40,29,12,0,0,163,89,464,340,220,189,69,20,3,1400,51,216,286,351,257,105,31,4,1307,812,1919,1641,1532,1239,587,164,30,7919,161,128,74,62,46,17,7,0,494,48,69,91,86,83,45,12,3,437,1017,2114,1811,1679,1370,648,185,28,8850,9,19,26,28,35,11,11,3,149,1128,1233,920,840,795,551,239,59,5774,2307,4164,3510,3224,2726,1426,497,102,17954,8,134,125,104,81,13,3,0,459,12,124,135,104,86,21,3,0,483,307,1058,655,429,346,135,34,7,2976,123,400,446,543,415,119,34,10,2082,594,974,745,650,348,102,17,0,3420,213,162,126,107,53,33,8,3,697,75,99,86,117,85,32,3,3,501,876,1234,956,870,489,157,28,7,4613,16,28,19,27,22,18,12,7,142,830,795,599,687,618,414,194,94,4235,2178,3779,2923,2763,2052,878,304,123,14997,11,208
316,16,352,697,799,830,756,310,49,3804,19,147,288,472,506,346,94,6,1877,536,2241,3045,2681,2397,2053,785,198,13938,459,1224,2149,2496,2303,1853,828,239,11552,2825,6111,7028,7609,6855,5252,2611,736,39020,472,185,136,131,105,105,50,3,1188,185,293,338,407,484,484,242,61,2494,3481,6585,7501,8146,7440,5840,2902,806,42695,45,95,141,141,171,193,151,48,990,1479,1424,1722,1831,1824,1977,1372,751,12377,6043,12061,15551,16564,15478,13014,6447,2096,87239,34,646,952,985,851,463,96,17,4047,57,474,739,931,820,446,110,12,3604,1076,4280,5343,4353,3189,2096,724,236,21293,887,2509,3557,4039,3378,2213,876,240,17696,2526,3501,3633,4034,3033,1373,332,122,18568,587,330,332,317,349,200,49,17,2181,316,416,592,819,840,727,282,85,4079,3426,4248,4560,5175,4225,2306,662,228,24823,57,110,145,226,251,315,204,61,1360,1448,1238,1445,1830,2028,2320,1993,1535,13840,6986,13502,16752,17540,14744,10167,4654,2323,86666,50,994
317,24,344,443,426,377,251,89,9,1957,6,101,141,194,153,85,26,4,711,424,1391,1227,985,900,492,196,55,5670,159,626,776,887,706,467,156,46,3826,1704,3217,2641,2476,2201,1419,618,179,14457,297,168,82,56,33,21,5,0,661,88,113,116,153,181,112,57,18,829,2088,3494,2836,2685,2410,1551,684,194,15951,36,58,46,45,45,51,39,17,331,947,780,722,750,735,739,576,301,5543,3684,6786,6199,5972,5325,3620,1766,625,33981,19,398,498,461,334,140,24,7,1882,35,214,315,327,302,123,42,9,1366,656,2407,2034,1514,1174,649,272,69,8766,401,1102,1090,1265,1006,603,249,66,5766,1570,1856,1463,1441,997,326,72,21,7753,361,198,139,144,102,53,12,3,1014,178,176,214,245,241,159,51,28,1299,2109,2235,1815,1833,1344,546,135,54,10061,41,65,46,68,49,59,47,13,393,836,682,652,741,804,917,876,743,6242,4094,7103,6446,6202,5013,3033,1639,953,34476,44,746
