SA4_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
111,93466,97178,190643,11136,11436,22571,41939,45142,87077,783,843,1635,1687,1774,3464,291,263,558,451,471,915,145,179,328,239,246,487,358,375,727,5,8,11,45903,49297,95203,4603,4784,9388,1038,1028,2065,62679,66542,129221,8766,9110,17873,164915,172826,337738
112,59104,61905,121011,10087,11004,21089,18286,20461,38746,1262,1460,2724,6421,6974,13400,258,293,557,466,535,1001,211,180,394,244,282,531,214,234,454,14,11,27,27383,30437,57820,2097,2414,4514,826,809,1632,40397,44668,85066,10395,10717,21112,109894,117291,227188
113,39993,40157,80151,8178,8961,17137,11403,12453,23855,904,981,1892,1135,1098,2238,247,242,491,215,207,420,74,95,164,165,138,307,382,415,797,0,3,5,14527,15635,30168,2013,1890,3901,361,285,651,25075,26772,51846,7492,6478,13972,72557,73410,145969
114,36335,37819,74156,6963,7574,14538,15146,16704,31852,418,444,862,806,828,1630,117,114,238,230,232,458,94,114,211,94,89,188,508,510,1022,14,12,28,17435,19052,36489,955,1175,2123,420,435,861,25774,28236,54010,6112,5601,11717,68218,71659,139878
115,63745,65363,129109,4637,4694,9334,26338,27104,53440,399,412,809,598,603,1198,133,151,286,178,170,350,55,47,97,48,47,95,163,155,312,0,0,4,27905,28686,56594,4885,5451,10334,327,401,729,37753,39233,76986,4020,4283,8303,105516,108875,214394
116,86934,89056,175995,7511,7818,15336,38082,38141,76223,441,377,814,845,794,1639,230,204,432,220,172,392,48,49,103,94,66,161,144,140,288,9,0,8,40112,39940,80060,10090,10940,21032,744,603,1351,58466,59310,117777,9722,8983,18707,155122,157356,312473
117,53029,50792,103821,7892,7238,15132,37634,35356,72987,2007,1725,3726,2211,2213,4422,610,594,1201,888,849,1741,175,175,351,137,127,257,900,862,1767,11,4,12,44568,41899,86468,28838,31247,60082,1327,1095,2420,82621,81481,164100,18765,15762,34528,154420,148036,302456
118,52174,57432,109609,7099,7308,14406,27910,29876,57778,1168,1303,2469,1179,1437,2615,277,331,609,537,599,1134,94,105,194,76,96,174,523,551,1072,0,3,3,31756,34298,66049,17517,18711,36231,754,696,1456,57125,61009,118137,12660,11827,24487,121962,130269,252230
119,147594,154033,301626,14508,14226,28735,54718,54771,109485,786,723,1507,930,928,1853,314,306,623,336,278,608,80,85,161,101,74,171,254,279,537,0,5,3,57515,57436,114952,26011,26800,52806,1344,1190,2533,99378,99648,199033,16090,16474,32563,263061,270166,533222
120,63626,69630,133250,7893,8236,16130,31314,32771,64086,1025,1029,2052,1121,1137,2261,304,325,627,393,399,794,103,117,219,81,76,157,352,415,768,0,3,8,34695,36278,70972,17193,17953,35144,927,855,1782,60713,63318,124032,9244,9388,18630,133578,142337,275914
121,92245,101279,193528,11118,12136,23253,45196,47893,93092,1343,1436,2774,1367,1522,2889,439,488,922,585,614,1197,102,133,237,76,74,157,491,495,989,6,3,8,49609,52648,102262,19090,21680,40767,963,894,1854,80779,87355,168132,9334,10257,19588,182354,198899,381253
122,63812,67137,130944,8501,8755,17255,26446,27777,54227,490,584,1075,711,744,1454,123,143,269,235,226,467,57,59,121,29,24,55,150,177,323,3,3,6,28247,29744,57996,7894,8351,16244,620,616,1231,45259,47467,92725,6360,7167,13526,115427,121770,237200
123,67785,69840,137622,7609,8130,15739,30646,32218,62864,288,287,577,670,696,1367,114,116,225,174,150,324,31,39,74,81,77,151,118,98,218,0,0,0,32113,33682,65797,3560,4109,7663,640,561,1203,43922,46480,90401,7022,7617,14639,118721,123946,242663
124,81269,84452,165720,9631,10238,19869,33617,36048,69666,351,427,778,981,1014,1997,143,173,316,191,205,397,74,99,175,90,87,180,149,159,311,4,0,3,35598,38208,73805,3292,3655,6944,762,718,1474,49284,52811,102103,9110,9023,18136,139670,146292,285960
125,104505,107458,211955,11515,11061,22577,44735,43291,88017,1058,874,1932,989,924,1916,425,310,736,459,331,787,84,81,166,111,96,202,273,243,516,20,9,30,48158,46153,94305,29404,25137,54541,1260,1035,2290,90339,83374,173714,15418,13115,28531,210259,203944,414200
126,43505,46482,89986,4443,4638,9078,19484,19645,39127,465,451,917,527,528,1050,167,175,336,200,168,370,48,49,98,36,22,56,157,166,325,3,0,3,21074,21203,42283,10235,11305,21540,381,325,712,36141,37473,73606,3736,4124,7854,83376,88074,171444
127,109875,112953,222831,8970,9289,18261,40504,41787,82290,545,542,1084,853,765,1619,194,172,363,167,163,329,51,24,69,116,83,197,122,121,243,5,0,6,42553,43645,86201,11784,12952,24733,830,691,1520,64135,66572,130709,12016,11998,24016,186021,191527,377556
128,62060,65256,127311,5737,6118,11859,22604,23851,46453,275,303,575,578,575,1154,85,101,189,163,172,330,32,28,58,56,44,99,113,110,225,0,0,6,23903,25186,49095,2673,3056,5726,495,526,1021,32815,34886,67706,4497,4777,9275,99373,104920,204291
197,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
199,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
201,39746,41308,81054,5346,5955,11299,655,672,1325,17328,18991,36315,556,630,1194,313,336,644,314,339,653,143,168,313,111,110,222,65,61,122,0,0,0,19482,21301,40776,1222,1316,2538,384,329,709,26433,28892,55322,5831,5962,11793,72006,76161,148171
202,38527,39790,78318,5076,5636,10711,694,820,1513,16222,18156,34379,564,603,1174,266,296,565,275,288,568,118,155,274,162,167,334,69,78,141,0,3,5,18374,20577,38946,1137,1307,2448,367,289,658,24961,27811,52770,6535,6245,12773,70019,73842,143861
203,68296,72257,140552,11726,12848,24571,1004,1181,2181,29373,32412,61785,953,1022,1978,370,366,736,477,487,970,232,268,501,183,208,387,140,161,300,0,0,0,32732,36105,68831,3936,3854,7786,685,606,1285,49071,53404,102475,9504,9157,18659,126866,134812,261686
204,44803,45736,90544,8552,9216,17764,2644,2805,5447,11990,12912,24901,1417,1216,2635,283,303,590,387,404,784,166,184,348,306,290,597,159,159,323,0,0,0,17357,18271,35625,1075,1215,2292,383,330,713,27365,29032,56394,6906,6880,13789,79076,81650,160728
205,71447,72955,144401,15714,17385,33099,1057,1153,2209,20482,22634,43115,1216,1280,2492,277,304,587,580,579,1160,195,226,424,202,201,403,101,103,206,4,0,4,24116,26482,50598,1504,1798,3297,561,516,1083,41889,46182,88074,11998,11711,23708,125335,130850,256183
206,101111,109623,210739,12786,13264,26049,6070,6886,12956,67149,70215,137367,4688,5360,10048,1840,2083,3921,2790,3032,5825,1092,1221,2314,426,451,879,1383,1461,2839,7,4,12,85450,90710,176159,44257,50256,94511,2118,2014,4133,144608,156238,300846,26393,26682,53070,272112,292547,564656
207,90873,99935,190807,6731,7079,13803,1597,1728,3325,35967,38168,74135,1138,1312,2448,596,657,1253,635,665,1303,269,272,538,101,126,224,265,290,560,5,0,5,40575,43213,83783,17066,18818,35879,710,682,1386,65072,69784,134859,7853,8723,16571,163795,178440,342234
208,100229,109512,209741,9235,9762,18997,1843,2020,3867,42908,45525,88436,1306,1474,2780,496,514,1011,707,719,1427,280,307,585,100,115,218,253,270,524,4,0,4,47909,50941,98847,14059,16068,30128,848,790,1635,72046,77560,149605,9982,11026,21015,182262,198096,380361
209,128757,134387,263142,9139,9376,18518,1827,1874,3699,53162,55029,108192,1549,1604,3152,627,645,1267,618,632,1254,280,339,618,237,242,480,265,292,558,6,4,8,58582,60655,119238,14988,15408,30396,1007,922,1927,83715,86363,170084,13349,14210,27557,225819,234958,460779
210,95213,98977,194191,9442,9666,19103,1338,1364,2703,35073,35666,70745,930,941,1871,418,410,830,438,435,873,142,157,297,149,123,277,119,129,253,3,3,4,38609,39236,77847,11550,10918,22471,742,681,1424,60343,60503,120847,10843,11032,21868,166397,170514,336912
211,143751,149743,293489,8772,9381,18150,1162,1223,2387,51593,54855,106449,1151,1197,2344,459,487,946,508,518,1024,227,251,480,127,144,265,143,165,310,8,4,9,55374,58845,114221,8945,10133,19076,950,969,1915,74036,79323,153364,10806,11780,22583,228598,240840,469440
212,186474,190881,377358,16411,16475,32888,2263,2158,4415,83009,82979,165983,1929,1821,3754,871,809,1680,887,809,1697,402,413,815,255,255,515,285,249,537,33,3,33,89935,89500,179435,34282,34561,68846,1895,1489,3381,142530,142027,284551,20305,20228,40539,349310,353145,702450
213,176932,181669,358603,16997,17720,34717,3612,3665,7281,74804,74566,149368,2483,2523,5004,1229,1164,2397,1186,1170,2355,597,633,1230,345,373,716,474,490,966,17,9,26,84746,84590,169332,28192,28940,57133,1756,1552,3304,131688,132796,264484,23836,22160,45999,332456,336627,669086
214,73110,76820,149925,10460,11605,22057,1206,1179,2387,31477,34364,65843,1152,1132,2289,234,217,456,428,425,850,167,221,393,169,147,322,102,128,232,0,0,3,34950,37823,72778,3157,3644,6806,739,759,1502,49308,53834,103139,9047,10003,19050,131460,140655,272115
215,41355,41421,82774,7540,8324,15863,1153,1245,2395,9127,9860,18987,601,631,1235,790,872,1660,303,302,604,75,69,142,193,189,382,24,31,54,0,0,0,12266,13194,25455,1372,1348,2715,362,323,691,21530,23193,44727,7386,6622,14012,70275,71241,141512
216,35147,35251,70391,6846,7130,13973,1122,1254,2375,8640,9328,17976,557,589,1137,145,166,311,235,218,447,118,124,239,76,74,156,35,26,65,0,0,0,10919,11781,22698,1493,1549,3042,297,293,590,19561,20747,40309,5782,5613,11396,60485,61609,122098
217,34611,35090,69704,6602,6914,13521,386,409,793,8164,8968,17127,396,418,815,416,472,890,228,248,471,127,133,263,110,127,240,22,23,52,0,0,0,9845,10804,20649,934,897,1831,236,222,454,17620,18844,36462,4824,4928,9755,57057,58858,115914
297,12,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,16,0,13,3,0,3,28,4,29
299,534,315,849,155,88,242,121,100,227,1182,1019,2207,121,122,237,30,29,65,49,49,99,20,21,40,21,18,40,7,12,17,0,0,0,1557,1366,2915,459,487,945,62,48,110,2233,1988,4223,1355,772,2128,4117,3073,7193
301,54540,56875,111415,6086,6471,12553,1989,2148,4142,821,889,1709,27929,29653,57583,284,258,539,377,395,771,148,168,317,151,177,324,176,166,345,0,3,3,31874,33859,65730,3627,4037,7668,822,790,1610,42404,45156,87562,5410,5483,10894,102353,107515,209867
302,47281,50874,98155,3669,3938,7605,1769,1737,3504,916,904,1823,27374,28798,56170,277,267,544,340,335,674,133,152,285,268,216,481,214,219,433,3,7,5,31285,32638,63923,5204,6018,11225,864,792,1662,41025,43388,84411,5165,5640,10805,93476,99901,193376
303,74954,79450,154400,6206,6479,12687,2700,2630,5333,1141,1126,2267,42660,43361,86017,461,439,901,485,458,941,154,185,341,271,231,504,266,296,566,9,4,12,48156,48722,96873,16671,17743,34413,1412,1335,2740,72444,74276,146713,8865,8907,17772,156263,162633,318896
304,41896,44703,86601,3823,3924,7747,1918,1791,3707,961,897,1858,20955,21795,42746,369,344,708,404,355,757,121,101,227,233,215,449,321,303,619,0,0,0,25274,25805,51075,6986,7908,14897,560,480,1041,36647,38112,74758,3601,3774,7372,82144,86588,168728
305,41385,42773,84155,4516,4479,8992,3494,3505,7000,1714,1695,3411,38219,38132,76356,530,486,1015,696,644,1339,193,229,423,287,257,542,444,422,860,11,7,18,45589,45363,90956,15274,16420,31692,1270,1049,2318,66648,67311,133963,10439,9698,20136,118474,119784,238258
306,54720,54140,108866,8716,9347,18065,2049,2078,4130,1718,1789,3511,24082,25650,49728,629,685,1311,953,959,1913,269,267,532,1045,1077,2116,143,173,318,4,3,5,30885,32677,63565,4357,5139,9497,1012,914,1931,44973,48079,93050,11842,11517,23359,111535,113739,225276
307,32259,31125,63385,7303,7597,14897,1339,1263,2601,250,261,515,10436,10849,21283,131,131,259,178,176,357,44,36,85,143,151,299,25,27,51,0,0,0,12551,12900,25448,966,1086,2045,334,332,666,21154,21910,43061,6065,5529,11593,59471,58565,118038
308,51399,48647,100045,9027,9092,18119,1652,1556,3201,774,771,1543,25597,26800,52391,361,331,687,563,554,1121,211,221,432,353,366,718,64,62,131,8,5,14,29577,30662,60236,2719,2945,5664,858,923,1775,42181,43615,85797,10696,8564,19260,104272,100833,205111
309,113474,118824,232300,16212,17070,33282,12245,13477,25724,4023,4307,8332,68430,74147,142582,1074,1170,2245,1380,1411,2794,795,951,1747,506,544,1044,689,747,1434,12,16,28,89158,96774,185936,16446,18299,34745,2775,2616,5390,124593,134759,259347,21960,22759,44718,260026,276343,536368
310,72052,72887,144935,9653,10336,19982,2928,3098,6030,1003,1040,2042,38436,40968,79404,493,509,999,457,502,960,197,233,433,517,434,954,231,236,468,6,6,12,44277,47027,91307,6047,6706,12757,1406,1250,2656,61384,65319,126702,14508,11899,26409,147940,150106,298051
311,74772,75503,150275,7222,7933,15150,2322,2489,4811,959,945,1902,39108,41380,80493,361,370,724,438,441,876,194,211,400,221,223,445,120,114,235,3,3,6,43719,46173,89895,6724,7141,13867,1475,1312,2786,59141,62558,121704,10688,10741,21428,144600,148808,293402
312,39105,36167,75271,7370,7278,14642,1485,1498,2984,734,835,1566,18664,19478,38142,277,264,539,480,474,954,164,186,352,215,202,421,55,65,117,0,6,5,22077,23011,45089,2041,2566,4611,544,496,1045,32037,33345,65387,9973,7254,17229,81114,76772,157882
313,53460,55342,108796,7361,8438,15799,2209,2445,4649,938,1052,1987,29742,32128,61875,310,330,636,346,395,743,203,222,424,256,253,515,190,203,386,13,8,18,34198,37037,71235,2976,3395,6371,1077,962,2040,45621,49823,95445,9036,8725,17762,108118,113887,222004
314,45703,46797,92503,5171,5726,10891,1770,1849,3617,830,889,1712,24662,26329,50994,305,300,608,371,388,756,186,195,379,277,286,562,205,214,424,0,0,0,28611,30443,59054,3492,3892,7389,774,790,1566,38050,40856,78901,4480,4435,8912,88240,92079,180317
315,20669,19219,39889,4093,4153,8243,593,556,1145,224,218,449,5643,5533,11179,119,107,226,202,165,367,54,57,110,256,237,491,25,21,45,0,3,9,7120,6902,14026,743,910,1651,402,348,748,12350,12310,24663,5040,3537,8581,38058,35072,73130
316,73861,78318,152185,11599,12484,24082,4476,5043,9520,2641,2947,5586,44363,48991,93351,641,682,1321,1048,1097,2145,461,547,1014,524,554,1080,369,416,782,4,4,8,54517,60279,114800,5803,6693,12499,1415,1374,2789,73336,80828,154165,11031,11315,22348,158226,170463,328697
317,32429,34733,67161,4087,4331,8420,1254,1438,2691,354,373,729,19977,22247,42228,181,176,359,200,214,416,89,102,190,205,190,400,85,86,172,0,0,0,22346,24835,47177,2760,2701,5458,496,475,974,29684,32346,62031,5206,5517,10719,67316,72600,139920
318,51983,51513,103494,6360,6683,13038,2529,2243,4769,1579,1557,3131,27947,30354,58301,478,476,957,644,626,1265,302,294,595,824,783,1610,318,298,621,0,0,3,34620,36630,71254,2783,3107,5885,945,835,1781,44707,47249,91960,10198,8413,18611,106888,107182,214066
319,70996,71553,142554,10270,11305,21567,2567,2738,5300,1215,1272,2486,31555,34416,65972,364,389,752,590,621,1213,245,300,548,502,465,963,120,119,244,3,0,4,37168,40317,77487,2006,2354,4359,1140,1006,2154,50579,54980,105565,12936,11967,24905,134510,138508,273017
397,33,49,84,0,0,0,4,0,3,0,0,0,12,12,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,31,9,5,14,0,0,0,25,21,45,4,17,24,66,81,150
399,1044,637,1684,262,153,423,425,419,841,254,247,499,1987,1703,3689,85,88,165,146,127,276,57,58,117,42,40,82,24,23,48,0,0,0,3015,2704,5724,628,764,1394,103,52,159,4011,3681,7693,1703,1097,2804,6759,5414,12175
401,73604,78821,152426,6632,7050,13679,1426,1444,2869,1315,1441,2758,969,988,1953,28999,31290,60298,541,523,1062,164,175,338,419,455,877,214,207,420,8,0,6,34049,36524,70578,10646,11290,21936,631,630,1268,51957,55497,107455,7808,7683,15486,133370,142005,275371
402,112260,114014,226279,8758,9477,18233,1559,1436,2995,1298,1203,2503,1176,1114,2289,44500,47424,91917,548,483,1036,154,172,327,633,592,1231,228,196,428,7,6,13,50107,52633,102738,9618,9676,19298,1283,1126,2408,69770,72905,142674,12601,12306,24904,194630,199230,393857
403,95663,100919,196586,7652,8388,16043,1261,1394,2651,1134,1299,2430,957,1109,2069,36868,40462,77327,505,513,1022,144,169,315,514,582,1096,168,176,339,0,3,3,41549,45701,87253,6831,7692,14523,986,1006,1994,57024,62789,119816,8922,9531,18451,161608,173241,334847
404,59787,63170,122956,5074,5340,10418,883,803,1688,943,948,1891,675,684,1362,23200,24393,47600,294,287,583,93,107,199,310,292,601,99,97,192,3,4,3,26505,27615,54119,6751,7175,13923,635,515,1150,38962,40648,79614,6292,6626,12916,105043,110448,215489
405,32878,32036,64916,5107,5376,10486,304,304,607,297,312,605,358,354,718,8244,8849,17092,225,232,456,59,56,114,261,278,542,25,29,52,0,3,0,9774,10415,20182,409,493,901,218,198,413,15507,16480,31981,3938,3868,7812,52322,52380,104703
406,22955,21800,44753,5764,6010,11777,287,245,532,259,207,470,383,329,706,4172,4101,8273,305,280,580,53,56,109,209,226,437,12,18,25,0,0,0,5677,5459,11132,477,591,1069,250,203,458,12169,12267,24434,4622,3644,8263,39747,37707,77453
407,51417,50750,102161,9598,10394,19984,651,659,1316,1272,1291,2563,698,687,1394,13070,13957,27029,487,472,953,131,137,260,382,401,782,37,36,77,0,3,5,16736,17642,34380,1805,1667,3469,444,398,838,28578,30097,58670,7680,6562,14240,87668,87409,175079
497,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,6,0,3
499,251,122,372,66,31,100,38,28,70,39,38,74,61,68,130,534,373,907,30,26,58,3,11,13,13,16,32,3,3,6,0,0,0,721,568,1288,151,111,263,23,10,30,958,720,1680,480,243,722,1688,1083,2774
501,42086,42149,84236,9247,9971,19216,430,462,893,471,510,982,572,635,1207,227,228,454,17430,19072,36504,142,153,292,185,190,382,33,18,46,17,14,34,19510,21289,40792,2671,2957,5628,480,517,998,31904,34733,66641,7434,6908,14339,81420,83792,165212
502,20293,20853,41146,3428,3779,7211,394,397,791,336,382,718,497,538,1031,145,156,301,12793,14229,27024,106,127,236,169,163,335,31,23,49,7,0,10,14485,16023,30505,2125,2425,4554,335,328,660,20367,22559,42926,3631,3472,7102,44292,46881,91173
503,33519,35737,69254,4851,4717,9566,1178,1145,2323,1093,1160,2250,856,787,1644,331,312,641,18960,19152,38107,83,88,168,131,120,250,134,144,280,7,7,18,22768,22913,45678,10699,11083,21788,582,526,1108,38898,39238,78137,6946,6781,13728,79363,81756,161120
504,59737,60618,120354,6402,6668,13067,780,749,1526,759,749,1504,793,789,1580,300,269,566,29865,30357,60224,144,129,273,221,218,439,86,88,175,11,6,10,32953,33352,66307,7141,7766,14906,816,745,1567,47315,48530,95846,9904,8180,18080,116956,117320,234276
505,127828,133123,260955,12331,12735,25069,1843,1850,3687,1635,1678,3307,1609,1585,3190,599,574,1168,61298,64062,125361,264,299,566,350,318,674,204,207,404,17,16,31,67813,70578,138392,20598,21362,41960,1457,1308,2765,102203,105984,208186,15096,15018,30111,245123,254127,499254
506,110935,113003,223942,11760,11921,23685,1640,1487,3131,1718,1525,3235,1487,1436,2925,764,667,1431,56493,56434,112922,245,234,477,369,352,717,154,157,310,54,40,96,62923,62325,125248,23413,23524,46933,1578,1299,2878,99677,99072,198745,17346,15116,32460,227958,227192,455149
507,91147,95268,186415,10382,10962,21341,1880,1821,3702,1654,1669,3318,1794,1767,3562,542,582,1127,47493,50343,97842,331,342,676,448,437,884,188,185,378,35,26,56,54370,57176,111546,13044,14034,27078,1165,990,2159,78962,83155,162119,14698,12942,27642,184809,191367,376178
