SA4_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
215,110,48,511,452,119,1417,50,954,68,3731,355,551,1122,784,414,729,216,987,79,5238,1459,2260,1981,1254,1028,862,672,1578,172,11268,2262,2067,1409,1285,1313,898,769,1304,210,11515,3075,2121,1488,1722,1774,1147,1117,1795,192,14437,2919,1801,1275,1444,1477,862,1078,1719,208,12792,1381,360,275,265,351,188,243,423,86,3565,388,32,34,22,40,18,29,86,48,694,57,7,9,4,6,10,0,17,16,129,12009,9241,8116,7234,6519,6125,4191,8854,1081,63374
216,94,60,501,459,163,1379,51,795,78,3579,268,415,1064,661,341,581,194,814,84,4429,1221,2038,1797,1009,898,716,518,1434,140,9778,1860,1877,1489,1052,1213,791,682,1412,163,10541,2347,1830,1514,1320,1672,985,1091,1780,179,12718,2062,1514,1075,1068,1224,715,1025,1566,145,10404,823,356,188,208,275,196,269,338,67,2713,232,24,23,21,39,19,24,40,31,460,38,8,4,3,10,0,7,12,15,88,8940,8124,7650,5805,5834,5388,3864,8190,905,54705
217,113,46,453,473,113,1306,65,961,61,3594,332,392,942,675,272,619,244,967,67,4509,1162,1758,1706,917,746,694,577,1442,129,9122,1938,1933,1489,1037,1148,681,768,1250,156,10411,2623,2019,1548,1430,1583,891,1164,1632,185,13068,2468,1726,1136,1149,1213,730,964,1448,179,11015,1264,346,210,194,280,174,236,384,78,3176,353,38,22,16,31,25,16,62,42,607,49,4,3,5,8,3,5,6,20,109,10302,8261,7517,5901,5397,5126,4042,8149,919,55609
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23
299,6,0,9,15,0,16,4,10,0,64,20,28,35,79,16,31,9,66,5,289,52,183,113,99,60,39,48,104,13,726,38,74,62,38,33,21,55,51,20,386,36,52,37,26,23,17,48,44,14,300,22,53,30,19,26,10,30,28,5,215,5,4,3,4,9,4,3,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,178,405,297,277,182,134,200,307,57,2033
301,99,133,831,1389,418,2461,262,1348,100,7050,437,989,1866,1600,1160,1453,523,1136,130,9292,2098,4180,3783,1883,3056,1446,1166,1698,318,19629,3864,5739,3516,2162,4017,1567,1380,1736,410,24394,4355,5280,3369,2389,4841,1829,1707,2057,315,26139,2503,3315,2281,1633,3254,1366,1346,1658,241,17594,513,705,424,274,617,341,300,410,77,3661,58,55,37,13,43,35,20,30,31,320,7,9,6,0,3,4,0,4,19,52,13936,20398,16106,11349,17411,10500,6707,10078,1639,108128
302,70,142,486,904,347,2044,119,992,60,5179,515,1479,1605,1832,1457,1814,450,1105,133,10390,2771,7686,3874,2777,3963,1782,1283,1730,437,26304,3688,7659,2828,2092,3947,1311,1121,1371,392,24403,3193,5289,2377,1981,4096,1289,1124,1718,318,21389,1716,2989,1551,1247,2816,924,941,1328,187,13701,331,610,286,240,581,258,242,309,51,2916,47,71,23,16,35,28,19,31,35,301,4,5,4,0,0,0,3,5,10,34,12340,25941,13023,11083,17251,9453,5310,8578,1625,104609
303,131,288,678,1546,593,2925,207,1443,112,7920,893,3360,2220,3098,2410,3207,783,2115,343,18428,4674,15145,5613,4363,5932,3475,1972,3622,796,45605,5825,13459,4227,2907,5622,2101,1626,2278,612,38651,5165,9314,3458,2681,5355,1920,1587,2291,510,32276,2700,5311,2124,1587,3584,1383,1300,1696,254,19942,588,1166,377,290,766,372,300,436,97,4390,69,116,41,14,59,43,22,58,29,442,8,12,3,0,8,7,0,3,14,50,20050,48173,18738,16484,24326,15433,7796,13939,2758,167703
304,77,294,341,1389,449,1830,120,921,50,5472,434,1945,1018,2167,1359,1726,257,777,105,9786,1820,6465,1961,1703,2219,1071,399,735,258,16630,3565,8289,1761,1433,2648,889,410,652,306,19952,3771,7325,1528,1481,2975,964,459,682,268,19464,2198,4699,957,848,2068,708,383,544,152,12549,560,1384,220,187,593,302,133,185,54,3616,67,139,19,15,54,29,8,22,34,384,10,18,3,3,3,0,0,0,9,46,12496,30554,7808,9234,12364,7517,2173,4519,1229,87898
305,81,270,325,1505,573,1788,134,822,78,5581,911,3965,1769,3642,2671,2797,416,1542,230,17959,5172,17868,4464,4069,5397,2925,852,2850,680,44270,5898,12396,2155,1714,3724,1447,529,970,422,29257,5498,9690,1587,1356,3419,1337,471,747,337,24434,2933,5367,890,792,2249,901,402,647,194,14383,764,1343,209,168,616,347,141,192,72,3855,107,174,22,13,52,44,7,36,28,470,7,12,0,6,8,11,5,0,12,57,21371,51081,11418,13267,18698,11595,2965,7809,2060,140263
306,111,107,794,997,292,2328,129,1214,100,6063,430,890,1685,1479,788,1155,348,1353,130,8262,2020,4089,3795,2993,2273,1569,1090,2317,335,20480,2917,4625,3500,3180,3129,1709,1329,2293,368,23053,3534,4571,3199,3019,3478,1974,1761,2697,433,24663,2749,3215,2191,1962,2556,1506,1482,2295,249,18210,930,764,445,336,605,481,440,550,145,4690,232,90,27,20,64,47,40,63,55,635,40,14,4,0,4,9,0,5,13,85,12967,18367,15642,13989,13189,10774,6616,12780,1818,106148
307,91,62,638,451,176,998,98,920,59,3485,273,394,1030,498,397,517,332,978,52,4471,1280,1481,1838,843,1087,624,886,1597,123,9759,1937,1451,1533,980,1348,663,1035,1505,144,10588,2636,1483,1395,1165,1551,732,1351,1755,156,12231,2519,1133,1075,835,1093,553,1108,1458,182,9959,1538,260,238,164,284,178,309,410,96,3480,527,17,24,10,35,28,26,57,38,760,76,3,5,0,4,3,3,12,13,127,10881,6291,7779,4952,5968,4288,5159,8692,862,54865
308,87,83,927,966,308,2310,181,1363,82,6297,375,917,2210,1248,907,1149,629,1363,118,8926,1750,3591,4637,2061,2365,1372,2260,2421,291,20754,2379,3468,4021,2035,2595,1219,2668,2295,321,20989,2984,3190,3447,2124,3003,1416,3109,2399,363,22038,2232,2072,2198,1294,1951,879,2261,1825,214,14939,889,439,315,179,334,186,384,367,70,3167,257,39,21,15,34,21,17,54,27,495,23,0,3,3,7,0,8,3,5,57,10984,13803,17786,9913,11499,8556,11521,12096,1494,97655
309,245,327,1619,2936,836,5876,437,2982,264,15519,1367,2977,4174,4770,2760,4692,996,3076,418,25227,6427,12162,10321,7192,6890,5318,2596,5231,920,57068,8769,13151,9402,6373,8281,4852,2834,4636,1068,59371,8836,10795,8179,6290,9119,5452,3294,5034,966,57965,5624,7188,4985,3831,6439,4215,2592,3931,609,39423,1725,2086,1123,747,1700,1530,783,1083,277,11071,236,218,70,56,152,151,56,120,94,1137,27,18,5,7,9,12,3,7,33,113,33255,48931,39886,32193,36188,32103,13587,26105,4643,266886
310,142,106,958,1190,464,2832,285,1772,149,7901,647,1242,2452,2171,1628,2133,1107,2145,236,13760,2651,5796,5520,3887,4541,2409,2901,3586,626,31910,3516,5833,4406,3753,4518,1977,2995,3355,550,30913,3539,4474,3862,3463,4536,1849,3368,3635,491,29230,2088,2700,2284,2166,2747,1134,2225,2546,260,18148,580,565,420,351,480,253,459,451,88,3652,128,51,33,23,26,33,37,45,29,398,14,8,6,0,4,3,0,6,8,55,13308,20782,19944,17001,18950,12618,13379,17546,2440,135965
311,129,144,1200,1131,473,2857,428,1821,150,8336,615,1111,2796,1854,1589,2087,1295,2247,242,13832,2490,4745,5698,3136,4427,2377,3179,3726,550,30327,3532,5003,4988,3241,4815,2078,3326,3440,600,31011,3327,3855,4251,3151,4944,2019,3698,3555,505,29314,2150,2539,2911,2025,3401,1504,2586,2549,307,19982,557,560,505,340,669,340,590,517,97,4165,59,37,31,17,48,24,23,47,28,322,4,3,3,3,0,0,0,0,10,32,12861,17988,22389,14895,20364,13286,15129,17906,2496,137317
312,61,79,796,621,211,1586,157,943,65,4523,280,704,1770,909,610,829,532,1069,96,6791,1427,2909,4295,1565,1826,1053,2168,1776,233,17250,2070,2532,3501,1434,2052,1052,2548,1554,268,17019,2394,2300,2867,1411,2276,1210,3046,1903,291,17694,1849,1529,1718,888,1490,865,2092,1520,211,12162,664,296,271,145,247,171,339,329,68,2537,170,18,20,12,28,13,23,44,36,365,14,3,3,0,7,5,0,0,11,50,8939,10364,15236,6986,8756,6780,10915,9141,1273,78391
313,104,116,881,976,368,2394,210,1445,136,6628,438,588,1891,1409,928,1323,494,1633,162,8857,1551,2349,3670,2019,2372,1467,1390,2622,313,17750,2305,3219,3405,2468,3041,1481,1792,2336,378,20425,2749,3281,3181,2759,3611,1810,2191,2664,359,22598,1667,2320,2059,1831,2457,1230,1648,1946,209,15360,474,515,353,272,489,344,330,397,93,3261,62,45,21,13,41,30,15,34,51,305,0,4,5,3,3,0,3,0,16,38,9350,12431,15455,11747,13300,10074,8061,13080,1720,95216
314,87,123,690,1120,361,2182,178,1191,99,6027,480,897,1779,1681,1185,1499,501,976,156,9148,2085,4198,3659,2533,3246,1549,1279,1454,310,20303,3432,5968,3449,2440,3909,1505,1265,1449,362,23785,3393,4678,2745,2255,4190,1505,1302,1474,301,21844,1676,2573,1564,1308,2497,995,972,1097,144,12818,321,473,261,212,472,243,223,286,56,2546,25,32,18,13,15,18,15,19,16,170,3,0,5,0,9,0,0,0,7,28,11498,18951,14170,11554,15872,9494,5736,7950,1456,96668
315,34,35,303,236,117,422,52,452,50,1702,111,446,617,422,291,239,231,639,69,3063,785,1441,1439,900,779,354,887,923,143,7649,1054,1040,1109,763,805,310,820,778,155,6829,1417,904,965,798,881,283,941,925,145,7266,1268,690,692,505,555,254,671,742,106,5480,505,124,129,86,120,68,158,223,59,1478,142,9,13,13,12,12,9,31,24,261,13,3,0,4,3,0,0,3,3,33,5338,4694,5266,3728,3567,1951,3762,4725,736,33765
316,130,174,1220,1953,473,3488,225,2104,145,9899,609,1082,2505,2264,1179,2069,458,1634,175,11970,2505,5303,5600,3320,2891,2273,1234,2496,344,25969,4528,7587,5686,3585,4295,2511,1539,2722,548,33002,5271,7984,5353,4144,5515,3242,1974,3327,500,37304,3660,5345,3407,2750,3949,2527,1627,2828,357,26447,1159,1353,566,428,887,761,418,627,142,6342,159,134,42,27,54,53,32,65,62,626,19,13,10,3,6,3,0,6,24,84,18051,28965,24380,18474,19240,16936,7500,15808,2293,151648
317,73,84,682,834,307,1523,78,999,47,4615,347,733,1432,1096,828,905,268,1045,65,6720,1326,3070,2604,1530,1807,1003,868,1706,150,14056,1617,3115,1996,1382,1960,914,883,1276,159,13307,1925,3151,1781,1511,2256,945,1049,1501,167,14282,1340,2302,1217,1032,1651,768,929,1185,121,10550,458,512,257,197,310,220,237,294,57,2544,84,36,27,18,16,18,11,34,35,279,8,0,7,0,4,3,5,0,8,36,7188,13014,9997,7597,9124,6301,4321,8035,805,66386
318,77,134,830,1354,340,2501,210,1326,100,6864,497,1250,2189,2842,1123,1610,657,1263,155,11584,1891,5060,4277,3316,2656,1532,1679,1837,300,22550,2698,4598,3298,2507,3113,1383,1862,1854,342,21658,3074,4070,2792,2653,3469,1398,2057,2204,294,22015,2068,2693,1893,1618,2303,1024,1649,1915,214,15373,620,546,368,283,467,242,340,455,60,3380,166,45,34,24,39,24,30,49,37,443,22,4,3,0,9,0,5,7,10,56,11109,18396,15687,14587,13515,9718,8485,10902,1517,103917
319,95,68,806,958,348,2543,184,1555,123,6689,406,637,1519,1161,624,1190,463,1620,103,7729,1588,2719,2967,2028,1763,1425,1260,2610,244,16606,2450,3525,3048,2636,2462,1526,1677,2433,299,20044,3246,3793,3073,3159,3213,1844,2267,3228,337,24172,2782,2930,2448,2310,2472,1350,1910,2672,264,19143,1314,606,416,309,544,322,417,566,148,4631,367,71,32,22,52,30,31,61,81,753,52,7,7,0,6,7,3,9,11,104,12313,14357,14314,12572,11487,10235,8216,14746,1625,99867
397,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,9,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,3,0,0,0,11,5,4,3,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,0,7,7,0,6,4,60
399,11,0,16,20,8,25,3,30,0,103,25,25,39,86,22,39,21,207,7,480,67,164,133,137,59,44,70,310,27,1010,37,84,79,34,37,21,64,88,21,470,49,82,69,41,47,28,70,110,17,509,68,71,53,27,51,25,47,75,8,430,15,12,0,3,0,8,19,4,9,76,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,264,446,392,349,226,182,300,825,97,3087
401,75,183,435,1407,285,2341,131,1336,71,6274,542,1949,1532,2923,1267,2320,308,1454,140,12433,2966,10122,3371,3066,3186,1949,805,1691,392,27541,4894,10643,2874,2321,3672,1585,772,1456,389,28613,5949,10032,3068,2531,4815,2001,980,1654,423,31465,3959,8030,2185,1728,3684,1496,784,1265,317,23439,1272,2494,550,397,1040,495,200,383,136,6967,204,275,64,35,101,70,18,45,45,855,26,40,3,8,15,3,0,3,20,115,19890,43772,14071,14418,18067,12262,3992,9293,1937,137691
402,111,130,831,1279,368,3697,224,2235,153,9013,751,1588,3259,2997,1785,3203,997,2879,294,17749,3666,8478,7339,5559,5603,3583,3198,5000,727,43153,4426,7564,5681,4787,5772,2715,3324,4455,732,39455,4691,5586,5461,4890,6502,2877,3770,4705,638,39115,2882,4003,3458,3162,4741,1891,2716,3197,375,26413,543,744,615,467,845,350,498,644,122,4835,72,71,42,23,50,28,23,45,43,396,10,9,5,0,3,5,4,3,22,55,17143,28159,26685,23161,25671,18346,14746,23158,3108,180185
403,112,133,760,1560,357,3200,207,2091,89,8516,692,1599,2672,3177,1497,3131,468,1996,184,15405,3082,8482,5949,4489,4241,2885,1348,2641,457,33580,4906,9572,4935,4047,5212,2354,1468,2374,506,35382,5163,8440,4861,4310,6245,2649,1868,2836,498,36878,3507,6640,3296,3263,5056,1896,1612,2287,313,27864,912,1555,661,563,1029,494,315,549,125,6210,113,127,52,35,64,71,22,43,50,569,14,16,3,12,10,3,8,0,23,86,18506,36570,23184,21456,23715,16683,7310,14826,2248,164500
404,67,86,391,860,175,1938,106,1003,59,4687,437,1225,1427,2086,1064,1909,411,1346,131,10038,2354,6781,3728,3329,3278,1846,1258,2189,396,25155,2986,5844,2826,2358,3372,1476,1247,1820,340,22271,3349,4384,2943,2389,4041,1671,1677,2173,356,22982,1971,3258,1911,1611,2968,1090,1154,1566,230,15756,455,677,373,276,632,276,244,348,82,3359,66,78,45,20,47,34,16,33,51,385,6,5,0,7,3,3,3,5,13,52,11685,22342,13653,12937,15578,10243,6112,10476,1651,104681
405,47,32,319,342,88,686,72,752,42,2385,209,292,788,439,204,420,206,753,33,3339,953,1225,1404,783,704,527,621,1099,83,7399,1669,1349,1178,921,1030,610,721,1113,110,8700,2127,1374,1409,1275,1387,775,1036,1566,147,11092,2151,1396,1138,1008,1132,614,895,1353,157,9844,947,298,202,154,280,153,214,348,79,2668,257,21,22,11,20,17,23,50,43,466,39,4,7,4,3,0,4,16,14,91,8395,5990,6473,4931,4840,3801,3790,7057,702,45980
406,43,18,213,195,66,637,54,469,27,1718,150,319,636,423,214,372,218,492,43,2867,769,1333,1294,809,697,534,756,749,137,7086,1020,1104,1165,849,808,424,761,692,120,6938,1414,1024,1159,979,968,557,940,989,161,8187,1157,848,784,717,656,388,702,837,120,6212,416,158,127,115,133,63,155,199,40,1405,82,14,11,3,9,5,9,20,34,195,15,7,4,0,3,0,0,3,7,44,5069,4828,5396,4094,3561,2976,3594,4457,689,34650
407,79,57,648,638,158,1437,114,1257,74,4455,327,409,1257,829,428,887,324,1444,75,5986,1467,1900,2304,1365,1200,1082,923,2437,163,12832,2523,2088,2029,1548,1691,1123,1137,2323,204,14668,3544,2180,2176,2153,2192,1465,1619,2865,265,18464,3259,2067,1746,1721,1857,1121,1368,2375,202,15724,1677,562,349,295,451,257,345,570,105,4615,407,51,46,19,60,26,51,95,50,799,48,3,16,3,12,4,8,11,20,131,13332,9316,10568,8572,8056,7409,5880,13377,1165,77675
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
499,0,0,0,0,0,9,7,13,0,23,0,9,5,3,4,3,4,49,3,88,14,35,38,15,17,13,20,82,3,242,13,23,26,6,10,0,17,23,3,125,15,22,24,14,12,12,13,26,0,131,12,16,8,11,11,7,14,23,3,102,4,0,4,0,4,4,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,103,112,53,57,49,85,212,11,734
501,73,58,782,664,220,1735,87,1086,60,4763,272,368,1506,755,474,746,306,979,74,5483,1222,2135,3323,1357,1356,1027,1161,2087,188,13857,2077,2931,3288,1724,1966,1133,1651,2035,246,17047,2596,2924,3121,1853,2311,1375,1969,2127,291,18564,2153,2185,1927,1392,1719,1043,1579,1645,205,13845,972,467,308,246,361,263,338,467,103,3529,225,47,27,13,35,25,35,64,28,498,31,5,3,5,3,0,3,9,9,66,9627,11123,14275,8006,8444,7338,7131,10508,1206,77663
502,29,33,328,390,79,856,73,522,33,2340,144,240,845,540,311,561,162,456,32,3284,481,973,1724,812,681,492,748,733,121,6770,773,1188,1598,899,837,533,850,769,143,7588,1007,1376,1632,939,1166,686,1143,893,159,8995,732,954,1041,677,870,526,864,673,106,6438,231,220,175,115,219,145,178,183,39,1489,45,26,17,12,26,22,8,20,24,186,7,6,0,0,4,0,0,0,3,26,3444,4997,7370,4371,4197,3816,4017,4249,654,37124
503,42,176,146,890,173,1034,79,508,43,3086,413,1765,755,1897,849,1348,161,792,99,8089,2617,10191,2575,2312,2354,1363,481,1468,297,23654,3400,7806,1216,955,1830,692,317,656,302,17177,3852,7057,1021,832,2081,746,271,442,238,16536,2492,4952,801,607,1573,648,254,392,159,11862,775,1626,194,185,586,254,72,171,78,3948,126,233,29,25,81,48,7,32,33,620,19,21,3,0,6,0,0,3,7,57,13733,33830,6732,7693,9545,6135,1637,4465,1260,85035
504,94,104,744,989,303,2190,154,1273,83,5935,500,1136,2214,1815,1341,1984,644,1410,159,11197,2635,6078,5544,3175,3891,2047,2204,2318,487,28375,3409,5916,4420,2671,3804,1631,2070,2050,460,26429,3574,4639,4011,2736,4353,1746,2366,2262,456,26142,2049,3043,2515,1904,3020,1228,1748,1738,272,17510,523,745,541,369,643,309,374,427,85,4011,64,66,43,18,55,27,17,46,20,359,8,9,8,0,3,0,0,6,0,33,12859,21724,20043,13673,17394,11155,9593,11529,2024,119988
505,156,288,1573,2444,608,5397,360,2594,186,13621,1044,2841,4592,4386,2684,4604,933,2972,391,24437,5906,15710,12175,6711,7990,4252,3277,5025,968,62007,8446,15508,9429,5470,8125,3505,2927,4004,923,58333,8682,12618,8303,5551,9355,3876,3352,4180,929,56853,5087,7807,5075,3434,6751,2803,2448,3182,499,37087,1087,1813,1074,671,1583,786,573,881,197,8663,119,168,77,51,127,84,39,118,54,843,16,18,7,4,14,4,3,10,18,97,30547,56777,42306,28728,37235,25315,13900,22965,4167,261941
506,153,207,1413,1850,535,4102,318,2314,179,11069,954,2639,4299,3954,2551,4075,1473,3128,356,23430,4928,14365,10911,6055,7614,4108,4603,5317,947,58844,6026,12281,8192,4722,6812,2796,4129,4036,818,49806,6149,8944,6704,4295,7311,2842,4370,3920,767,45304,4006,5896,4154,3132,5615,2021,3055,2942,440,31267,973,1510,931,602,1296,633,734,795,149,7629,128,121,59,44,70,51,49,99,42,671,8,8,10,4,8,5,8,8,13,72,23323,45975,36665,24664,31819,20642,18731,22562,3712,228089
507,119,210,1165,1719,446,3971,286,2114,138,10164,793,2079,3559,3242,1963,3126,940,2083,277,18064,4048,10814,8374,4545,5322,2777,2679,3395,666,42610,5780,10982,7106,3910,5574,2312,2762,2984,741,42149,6137,9309,6119,4039,6372,2654,3054,3096,702,41474,3691,6122,3511,2607,4325,1776,2172,2269,403,26875,841,1498,640,462,948,499,425,562,143,6017,88,140,34,26,87,58,37,84,41,592,15,16,3,6,6,4,3,9,17,81,21505,41163,30504,20560,25043,17175,12358,16594,3132,188023
509,70,32,519,382,140,860,75,693,50,2824,275,288,967,450,375,445,281,807,54,3935,1479,1343,1844,850,993,624,732,1452,123,9439,2346,1613,1780,1134,1254,618,1025,1306,145,11219,3258,1826,1856,1420,1587,824,1490,1695,204,14161,3156,1634,1349,1262,1430,700,1255,1452,196,12430,1618,414,364,233,376,228,364,469,93,4153,463,49,38,23,40,18,28,69,56,796,52,0,8,0,4,3,4,13,10,100,12721,7199,8719,5751,6208,4320,5244,7959,935,59053
510,27,42,209,214,92,433,40,291,30,1372,124,381,851,404,346,278,264,530,80,3264,950,2307,3729,1151,1317,465,1652,1530,249,13349,1284,1790,2912,984,1110,376,1689,1112,246,11498,1085,1249,1972,789,1004,342,1720,983,235,9377,796,810,1012,456,581,225,1063,608,122,5681,161,134,121,87,89,39,141,98,26,905,13,8,15,4,8,8,14,17,0,82,0,4,4,0,0,0,0,3,0,17,4445,6729,10817,4090,4556,2168,6587,5161,994,45541
511,48,44,536,361,157,1048,73,587,53,2896,177,418,1116,518,432,463,414,608,68,4210,982,1952,2399,1068,1129,668,1486,1181,165,11025,1570,1852,2037,1121,1267,619,1443,1100,196,11206,1953,1728,1940,1198,1518,779,1810,1302,229,12449,1595,1123,1254,786,1086,496,1329,1031,168,8861,581,256,229,131,240,107,320,270,70,2198,113,29,14,14,30,11,6,45,22,292,19,8,5,0,0,0,3,0,7,41,7036,7402,9528,5194,5849,4179,6881,6121,979,53172
597,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,19,3,21,21,0,3,0,9,41,0,100,3,28,26,0,4,0,15,28,4,98,5,20,26,0,0,0,9,16,0,82,0,8,13,0,0,0,6,10,7,35,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,78,87,3,10,0,35,100,9,334
599,0,0,3,5,3,10,0,8,0,26,8,14,27,36,9,16,16,57,4,202,21,91,127,62,20,22,65,167,20,598,25,48,78,16,25,16,72,35,9,332,23,28,66,27,20,16,67,50,14,308,20,45,41,15,31,7,45,56,7,266,9,9,5,4,3,0,9,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,235,349,162,114,90,276,386,58,1773
601,75,89,506,949,247,2062,83,1085,80,5175,354,895,1563,1860,969,1636,286,1120,134,8821,1876,5191,3348,2720,2829,1718,806,1635,353,20471,2888,5708,2706,2441,3232,1363,816,1547,342,21039,3221,5375,2651,2575,3794,1387,1198,1796,399,22407,2157,4107,1949,1801,2850,1137,1067,1563,248,16873,566,913,352,314,585,293,207,316,97,3635,74,98,35,22,50,35,17,36,36,407,6,14,3,0,3,4,4,3,18,58,11212,22388,13110,12690,14567,9641,4487,9097,1704,98883
602,68,48,411,549,127,1191,114,716,46,3268,275,504,1072,904,451,928,293,812,68,5314,1080,2190,1810,1173,1146,945,695,1177,150,10363,1596,2419,1543,1309,1473,893,861,1191,182,11478,2008,2505,1714,1620,1962,1136,1236,1563,215,13953,1721,2099,1365,1219,1496,819,948,1248,186,11101,606,478,220,217,322,173,194,294,67,2578,139,44,26,16,34,15,27,47,22,355,16,14,4,3,3,0,3,4,10,48,7504,10293,8171,7005,7013,6108,4373,7045,947,58458
603,17,10,110,112,32,195,20,140,9,645,61,40,195,143,83,117,56,186,15,899,254,247,474,269,240,142,151,379,35,2194,429,430,457,339,333,190,199,434,57,2866,577,579,526,442,451,242,320,552,69,3759,596,518,395,338,394,179,286,455,57,3221,261,149,67,53,88,54,70,100,24,880,67,7,14,3,4,8,7,11,13,137,6,3,0,3,0,0,0,5,4,18,2265,1997,2230,1701,1630,1133,1098,2273,287,14607
604,62,28,387,342,119,1106,61,672,51,2829,204,256,827,554,312,560,249,717,64,3735,773,1318,1497,889,792,639,622,1070,120,7722,1165,1369,1324,1028,1008,706,718,1152,150,8634,1462,1487,1385,1434,1417,828,1085,1582,203,10882,1227,1289,1073,951,1077,544,863,1253,135,8419,442,262,179,118,206,111,201,218,57,1802,113,28,11,16,11,12,12,30,29,267,20,5,0,3,3,0,3,5,7,51,5471,6040,6686,5333,4958,4512,3817,6701,823,44336
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,6,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,14,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,9,0,0,3,15,0,47
