SA4_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
111,7,3,7,20,17,18,41,58,143,0,202,8,19,4,28,14,4,17,44,58,0,105,12,72,11,89,56,22,81,166,236,3,412,14,109,7,137,46,65,107,241,317,0,563,15,209,17,241,69,64,139,379,653,0,1038,84,524,39,649,82,106,190,844,883,3,1736,232,577,45,855,44,49,91,946,976,11,1936,392,568,41,1001,39,38,73,1070,876,11,1958,645,542,47,1227,25,24,51,1282,777,3,2062,628,334,27,983,20,13,34,1018,487,5,1506,532,209,20,764,11,6,16,786,290,6,1084,451,141,22,615,3,10,15,631,200,0,832,606,177,28,810,5,0,7,813,220,3,1036,252,71,12,336,0,0,0,331,72,0,407,84,12,3,102,0,0,0,104,25,0,130,105,20,7,135,3,0,4,141,13,0,159,85,16,9,106,0,0,0,109,52,0,157,474,308,53,829,49,26,71,901,544,40,1486,23,23
112,3,11,4,13,9,5,17,33,92,0,129,7,17,3,23,5,12,21,44,46,0,93,4,73,6,87,38,28,61,152,151,3,302,9,112,10,136,33,21,58,191,248,3,443,28,257,25,305,51,48,103,407,466,8,881,80,548,51,674,50,90,141,821,637,3,1460,173,491,33,701,28,55,79,784,712,8,1498,326,414,32,772,22,24,46,820,613,0,1431,419,372,35,823,18,10,30,855,546,7,1408,360,247,21,631,14,13,27,660,298,3,954,270,136,24,432,5,0,8,443,151,0,592,235,86,18,336,4,0,3,346,94,0,436,265,90,8,372,4,0,3,373,109,0,482,110,19,3,127,0,3,0,130,37,0,166,31,8,0,37,0,0,0,37,7,0,45,33,10,0,41,3,0,6,44,23,0,68,30,10,3,39,0,0,0,39,15,0,53,284,320,35,638,33,29,62,698,427,25,1150,17,33
113,5,3,0,5,7,9,15,23,52,0,78,4,3,3,12,5,3,7,18,25,0,44,3,28,3,38,22,9,30,70,117,0,186,3,49,10,57,21,14,35,97,185,0,280,12,105,12,124,35,18,52,183,257,0,437,59,240,23,316,36,36,72,391,384,0,771,117,203,17,334,15,18,28,361,333,3,696,216,195,19,430,17,9,26,452,307,8,770,240,145,12,394,7,10,21,414,246,10,666,232,98,12,340,9,3,13,352,152,3,503,197,55,7,253,4,4,9,263,84,7,345,163,39,5,208,0,0,0,213,47,0,261,176,25,13,221,3,0,3,225,58,0,278,80,16,0,99,0,0,0,95,14,0,113,28,6,3,35,0,0,0,37,8,0,42,26,5,4,33,0,0,0,33,16,0,54,24,3,3,34,0,0,0,33,14,0,47,215,106,12,338,9,6,16,353,197,22,571,18,14
114,4,4,0,9,12,3,13,26,62,4,88,0,4,3,8,7,3,7,15,35,0,53,0,44,0,51,17,9,26,77,105,3,177,9,50,8,67,15,13,25,88,164,3,256,7,107,12,121,25,18,39,166,281,0,442,38,218,17,266,31,42,74,339,339,0,678,115,224,14,357,9,21,34,389,375,6,774,165,235,17,416,12,22,30,452,363,3,812,216,191,18,424,12,9,23,448,266,4,721,178,124,6,304,8,7,8,313,149,3,469,141,60,10,207,0,0,4,213,77,0,287,121,52,8,175,3,0,3,183,45,3,230,169,61,10,231,0,0,0,231,76,3,310,52,15,3,71,0,0,0,71,25,0,96,17,12,0,31,0,0,0,31,5,0,31,19,3,6,28,0,0,0,28,4,0,34,22,4,0,29,0,0,0,35,23,0,50,175,167,9,358,7,3,14,371,268,14,649,14,16
115,8,5,3,15,10,8,25,38,136,0,175,0,16,3,20,4,5,4,29,35,0,67,3,29,0,33,15,6,18,54,88,0,138,9,32,0,41,3,12,19,59,65,0,122,8,60,6,76,11,16,23,99,130,3,226,32,113,7,160,6,20,27,182,129,0,312,72,134,11,212,8,8,14,225,165,3,392,133,154,7,291,6,11,18,311,163,0,475,224,167,11,401,8,4,17,411,192,3,609,233,128,9,373,3,3,4,375,153,0,534,236,101,11,343,7,0,5,351,127,0,483,221,67,10,300,6,3,6,306,104,3,416,447,111,15,575,6,7,7,586,146,0,729,197,57,3,264,3,3,5,270,94,0,364,129,26,6,165,0,0,0,163,47,0,206,151,14,3,167,0,0,0,169,31,0,201,195,23,4,219,3,0,4,220,47,0,268,265,131,10,407,15,3,21,429,190,14,627,20,13
116,3,6,4,13,28,26,51,65,232,0,299,3,12,0,22,9,9,25,41,75,6,124,6,47,3,54,40,38,81,137,312,3,456,13,86,16,110,37,47,81,191,389,5,587,13,159,13,192,63,63,124,318,616,0,933,90,309,26,432,54,69,117,550,830,6,1389,251,341,35,617,46,58,101,721,862,12,1592,402,327,41,766,43,37,81,848,745,8,1599,607,300,42,959,34,30,67,1019,702,8,1731,578,218,32,828,19,17,40,867,485,9,1361,510,122,28,667,8,9,16,681,323,0,1009,405,108,28,540,13,13,23,561,265,3,832,696,148,35,880,10,16,28,900,313,3,1222,340,84,11,438,8,5,11,448,151,0,601,165,20,5,192,6,3,10,202,39,0,239,123,19,11,150,3,3,9,161,49,3,209,118,14,4,139,3,0,4,141,61,0,206,364,196,56,613,28,25,59,673,559,29,1261,46,18
117,3,4,6,15,12,8,26,37,180,7,221,3,5,3,11,3,7,10,27,57,0,81,3,44,4,51,18,16,39,85,159,3,249,7,48,3,58,8,15,28,85,148,0,229,22,85,4,110,7,27,36,144,273,4,422,37,131,10,183,21,29,46,228,307,0,535,91,153,16,258,11,19,26,283,317,3,602,159,158,14,337,11,15,23,358,344,6,708,231,163,14,414,7,15,26,436,324,3,764,241,133,19,385,11,6,16,408,217,0,623,272,99,11,381,6,0,5,393,182,0,576,226,59,11,293,8,3,6,305,128,0,431,430,94,15,541,4,4,8,550,179,0,726,156,37,6,196,6,0,10,209,88,4,296,75,19,5,100,0,0,3,107,34,4,143,217,41,8,265,6,0,9,267,29,0,298,154,34,6,192,6,0,5,200,56,0,254,221,115,26,361,15,8,29,390,318,16,729,18,5
118,5,7,0,14,13,8,21,34,158,0,195,4,12,0,14,3,4,11,27,54,0,81,4,21,5,29,10,14,26,51,99,0,151,6,44,0,55,6,12,21,69,99,0,168,11,69,3,87,9,21,27,109,178,0,291,28,151,7,185,6,32,34,222,212,0,438,62,151,13,222,17,9,22,239,222,0,464,138,190,20,344,5,13,16,361,233,4,599,227,202,12,443,5,6,19,462,275,0,735,246,179,12,434,15,3,12,452,191,4,646,283,119,9,413,3,3,9,421,168,4,596,234,78,10,326,3,4,7,336,116,0,452,480,145,22,649,4,3,9,658,193,4,857,162,56,9,225,0,0,0,224,112,0,338,92,19,4,117,0,0,0,117,36,0,157,354,57,8,418,8,0,10,427,51,0,483,210,59,4,269,0,0,6,275,97,0,372,331,172,25,532,16,5,24,554,274,24,853,15,22
119,4,14,3,23,48,52,105,129,684,3,819,4,44,5,56,16,13,32,87,192,0,280,19,163,23,209,49,90,139,349,477,0,833,22,175,15,208,29,64,96,304,476,0,782,57,283,31,376,45,85,123,501,809,0,1308,141,567,44,744,56,116,174,921,1078,3,2005,339,496,38,877,35,52,95,971,1238,10,2218,506,538,46,1094,42,47,93,1179,1177,9,2371,747,463,61,1270,41,51,90,1365,1154,12,2525,717,384,41,1147,31,37,66,1210,821,5,2040,645,236,36,922,23,22,44,962,630,9,1600,553,194,23,770,18,12,33,798,477,3,1282,939,252,51,1237,19,14,39,1276,595,3,1874,460,119,22,598,8,3,18,616,353,3,974,237,55,8,301,6,0,7,307,114,0,428,237,42,9,286,3,3,6,294,78,0,369,223,35,16,271,3,9,12,285,143,0,421,566,340,78,988,47,35,83,1070,916,63,2049,45,29
120,7,3,3,11,12,21,31,43,298,0,345,3,19,4,21,7,0,7,32,80,0,109,8,52,4,64,19,19,42,105,147,0,251,13,61,3,78,14,9,29,109,146,0,252,13,101,8,120,16,21,39,160,235,3,394,48,187,21,251,17,38,59,313,289,0,600,116,200,14,334,13,23,31,366,324,0,690,209,194,16,422,7,17,21,442,369,3,810,353,240,14,616,10,9,20,635,383,5,1021,331,163,23,511,3,12,12,529,283,0,807,331,141,17,490,13,10,17,509,235,3,744,272,97,11,374,3,3,3,384,158,4,544,564,147,15,729,9,3,16,740,273,3,1013,238,64,12,313,8,3,11,325,162,0,490,111,35,10,152,0,0,0,152,49,0,197,299,38,7,343,7,0,13,355,55,0,409,196,31,6,239,0,0,0,240,86,3,327,332,143,23,494,6,15,20,519,323,22,861,16,15
121,8,8,11,25,28,23,46,69,430,0,504,8,30,0,31,4,5,11,46,106,0,159,11,59,9,80,10,22,32,111,162,0,277,8,69,3,82,10,14,24,104,113,0,211,17,91,4,118,21,21,34,149,166,0,319,52,211,16,274,12,16,34,304,255,0,559,109,212,6,325,14,14,28,351,262,0,621,204,225,15,448,12,20,29,477,291,0,766,362,276,23,655,8,16,26,680,392,6,1074,375,207,11,597,11,19,27,620,324,0,944,388,205,15,610,10,8,16,619,217,0,842,418,146,14,575,9,0,7,582,190,0,770,794,192,26,1015,8,10,18,1032,297,3,1331,290,103,9,401,3,0,9,409,172,0,583,127,44,9,173,5,3,8,182,74,0,258,584,84,20,685,5,0,5,692,77,0,772,423,81,11,514,5,0,12,525,153,0,678,512,241,26,785,27,15,36,820,414,13,1241,31,12
122,4,5,0,14,9,3,16,24,107,0,141,3,7,0,13,3,6,6,21,35,0,54,3,34,4,42,6,4,16,54,60,0,118,4,44,3,57,7,11,13,72,61,0,135,15,79,3,94,3,19,22,120,97,4,223,58,179,3,242,12,14,22,266,136,3,404,80,189,9,274,5,7,15,294,162,0,460,157,199,15,369,6,10,16,391,234,3,629,238,245,19,501,10,11,21,518,242,0,762,287,207,22,519,5,3,11,527,216,3,747,271,137,6,415,7,0,7,423,161,0,586,244,115,8,367,3,3,7,375,136,0,511,519,172,20,710,4,0,3,714,191,3,910,188,78,10,278,3,4,5,282,83,3,365,88,22,3,110,3,0,3,115,35,0,148,251,48,5,309,3,0,3,311,27,0,344,206,20,8,233,0,0,0,232,68,0,299,366,204,22,599,14,5,17,620,293,15,919,25,19
123,3,3,0,8,16,11,26,35,160,4,196,0,16,4,27,3,7,19,38,46,0,87,8,48,7,64,36,24,58,118,176,0,291,8,55,5,68,36,45,79,147,299,0,450,16,131,18,166,40,61,102,270,531,4,801,79,321,23,432,55,81,132,562,652,8,1223,209,339,27,579,38,48,84,661,681,4,1346,361,327,30,717,34,16,50,763,529,4,1293,488,289,31,804,25,26,48,859,510,5,1371,509,197,27,733,16,15,34,766,359,3,1130,443,148,22,615,10,7,17,632,214,3,849,364,96,20,480,11,3,11,490,168,3,664,560,146,24,723,11,6,19,745,184,0,929,310,57,3,364,0,0,0,368,91,0,454,141,30,12,181,3,0,3,182,31,0,217,73,21,9,102,5,0,3,105,25,0,125,88,19,6,109,5,3,6,114,36,0,147,425,220,43,682,27,23,49,732,425,23,1185,28,24
124,3,4,3,10,13,11,23,32,170,3,208,3,10,3,15,12,8,17,25,60,0,88,9,48,7,63,34,29,60,124,184,0,306,14,92,8,115,20,28,48,164,295,7,461,30,198,17,252,48,50,93,348,477,0,825,76,415,35,525,49,73,124,643,749,3,1396,194,424,33,650,26,51,77,726,704,3,1440,360,467,29,862,26,21,55,917,576,6,1498,697,413,33,1138,23,22,46,1183,574,6,1765,590,270,36,894,23,10,35,935,394,3,1330,513,183,35,728,13,8,19,743,249,0,996,511,133,26,674,7,4,6,681,181,8,866,772,167,34,967,4,9,16,979,236,0,1215,361,79,17,452,0,3,3,456,117,0,574,166,22,11,207,3,0,4,210,30,0,241,122,25,8,155,0,3,3,154,30,0,186,124,11,5,143,0,0,0,147,44,0,187,520,220,44,787,24,18,46,832,406,24,1254,41,26
125,10,13,5,30,47,27,74,100,488,5,588,3,20,3,29,13,22,31,58,131,3,193,13,112,9,130,45,53,90,223,413,4,638,14,123,5,145,18,40,59,206,351,3,567,38,156,11,210,47,53,94,301,645,4,950,105,307,34,451,46,71,111,563,700,4,1267,217,347,36,598,35,48,83,685,848,10,1548,416,300,38,756,29,23,56,809,740,3,1554,582,309,28,925,16,23,41,962,821,13,1793,521,255,36,822,19,17,39,855,625,3,1486,449,206,23,675,13,10,22,699,442,4,1142,407,123,10,537,10,10,26,566,323,6,895,713,163,38,914,12,12,23,940,419,3,1360,322,81,17,424,3,3,4,424,223,0,652,173,39,8,219,5,3,6,227,72,0,295,116,34,4,150,0,3,3,157,50,0,202,148,12,7,170,3,0,3,179,95,6,271,384,204,56,638,27,27,55,693,657,41,1391,27,17
126,3,3,0,7,9,17,24,34,197,0,231,0,8,0,14,0,3,4,17,56,0,73,4,38,0,39,4,9,18,57,76,0,136,0,36,0,45,3,4,11,55,70,0,124,13,58,4,68,6,10,18,86,117,0,201,42,89,3,140,13,11,19,159,146,0,305,49,120,3,171,9,10,15,188,182,0,372,119,132,6,260,5,9,15,276,178,0,455,186,130,4,328,6,11,13,343,218,0,567,170,111,4,284,12,3,15,296,187,3,487,204,84,11,300,0,0,0,297,140,0,436,183,54,12,245,0,0,0,247,110,0,357,336,75,7,420,3,4,6,429,151,0,575,153,40,6,205,0,0,3,210,92,0,294,77,21,0,101,0,0,0,101,36,0,140,139,26,12,171,0,0,0,171,25,0,197,138,16,9,165,0,0,0,166,52,0,220,191,83,13,286,3,6,6,295,173,18,490,17,12
127,8,6,7,20,41,47,88,105,516,5,626,9,35,7,52,10,12,22,75,139,0,213,11,187,6,205,48,114,160,364,488,6,863,19,147,8,168,34,60,92,264,585,3,848,43,230,12,285,45,80,132,415,868,5,1283,128,384,24,530,62,106,166,697,1064,3,1767,313,390,36,737,44,65,106,841,1188,10,2042,491,395,43,930,58,42,97,1030,1152,8,2192,608,353,40,991,38,41,82,1075,1077,10,2163,539,263,32,837,33,33,72,912,772,9,1692,448,186,31,666,12,20,34,706,538,3,1246,426,146,12,581,17,15,33,615,429,0,1046,644,171,30,848,12,20,32,875,501,5,1383,293,73,16,384,8,6,15,405,255,0,658,174,49,17,236,5,3,11,243,115,0,357,122,33,3,158,0,3,5,171,65,3,240,145,15,5,169,0,0,7,177,106,3,284,397,213,69,684,42,33,74,755,795,65,1619,25,27
128,3,0,0,11,12,10,19,26,99,0,125,0,14,0,13,3,10,14,21,40,0,60,0,30,3,42,12,16,23,66,66,0,131,7,52,4,62,9,8,17,81,83,0,163,3,85,4,100,9,24,31,128,147,0,269,36,196,10,239,7,14,27,264,172,0,441,82,224,7,311,4,10,13,329,207,0,539,153,252,18,420,12,8,23,443,246,3,693,309,258,15,587,4,13,23,607,288,4,899,262,172,13,447,8,5,13,469,176,0,643,278,125,15,417,6,3,10,429,161,0,589,296,92,14,405,5,3,8,414,126,0,539,516,131,16,663,4,0,11,668,154,0,827,251,75,10,334,4,3,5,338,100,0,437,157,29,7,186,0,0,0,185,20,0,207,120,32,13,166,0,0,0,161,21,0,186,165,19,8,200,3,0,7,205,43,0,247,382,179,23,586,6,13,20,603,217,4,826,35,18
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,11,0,0,10,9,4,8,24,68,0,89,0,6,0,6,0,0,3,15,25,0,42,6,29,8,46,18,21,33,82,108,0,197,5,53,6,64,21,24,44,109,181,0,288,15,127,10,160,34,53,85,246,332,0,577,42,292,21,347,36,78,111,459,424,3,888,118,267,26,413,18,25,43,458,478,4,938,175,250,17,437,16,21,35,474,365,0,839,213,204,17,437,10,24,34,467,272,3,737,201,128,10,345,8,7,13,351,140,3,497,167,70,12,240,0,3,7,248,93,0,340,142,39,5,187,3,0,5,191,47,0,243,152,44,16,204,0,0,0,206,48,0,250,53,9,3,71,0,0,0,67,20,0,94,25,8,4,35,0,0,0,35,3,0,37,23,4,0,33,0,0,3,37,14,0,54,25,3,0,26,0,0,0,26,15,0,40,191,143,18,358,17,22,42,398,213,19,626,14,14
202,3,3,3,10,3,5,7,16,59,0,74,0,10,0,16,4,7,11,25,26,0,58,3,37,3,41,18,18,41,83,111,0,187,5,52,6,67,26,15,44,109,182,3,290,18,117,10,149,22,25,50,195,249,0,440,53,281,28,353,28,43,79,429,392,3,824,108,282,26,417,20,21,41,455,420,4,881,177,249,14,446,9,13,21,470,359,3,829,239,222,21,480,7,18,27,505,264,3,777,221,131,20,371,3,3,5,378,161,3,536,205,74,11,291,5,0,5,293,79,0,369,123,51,5,182,3,0,4,188,41,0,234,158,55,6,220,5,0,4,220,58,3,286,56,17,3,73,0,0,0,72,19,0,93,16,9,0,25,0,0,0,24,4,0,29,24,5,0,26,0,0,0,27,15,0,40,23,8,0,32,0,4,5,33,12,0,45,210,186,24,420,9,18,25,442,222,11,678,17,19
203,9,4,3,13,13,8,17,38,120,0,160,4,29,3,31,7,7,17,49,50,0,104,4,65,12,80,23,30,54,131,189,0,322,12,92,12,117,25,29,56,170,232,0,402,32,213,17,263,55,35,95,355,423,0,778,78,463,46,582,61,69,131,710,587,6,1297,169,427,25,629,30,32,71,698,610,6,1312,266,428,41,729,20,37,50,780,551,3,1337,417,422,30,867,21,17,38,909,469,8,1380,399,235,28,664,15,8,29,694,271,4,969,348,155,21,521,6,3,7,530,156,6,686,291,88,14,392,7,6,6,402,98,3,504,399,98,18,518,5,6,9,529,123,3,650,137,28,3,164,0,0,0,165,37,0,205,52,14,0,59,0,0,0,59,17,0,78,61,15,0,78,0,0,0,80,19,0,100,58,12,3,72,3,0,4,75,20,0,95,345,271,31,648,22,22,45,691,379,14,1081,30,27
204,3,3,0,12,9,3,8,18,62,0,83,8,20,0,23,0,3,6,33,39,0,72,5,54,9,66,20,10,35,96,119,3,214,11,74,11,104,16,20,40,136,195,0,335,15,135,16,168,30,37,65,234,287,5,529,60,299,25,378,35,37,65,448,367,3,821,121,278,21,417,23,17,39,463,361,3,826,187,268,28,482,16,14,27,516,306,7,829,269,200,24,487,11,11,20,506,222,3,734,243,116,12,365,10,9,14,378,162,3,538,184,63,16,260,0,0,0,260,76,0,337,145,44,9,197,4,0,6,200,46,0,245,162,43,8,216,3,3,9,219,61,0,288,66,13,3,80,0,0,4,83,24,0,106,15,5,5,18,0,0,0,25,4,0,30,19,9,0,26,0,0,0,30,17,0,44,19,3,0,21,0,0,0,21,20,0,36,212,201,16,422,21,5,32,455,220,10,681,8,19
205,7,8,0,15,10,9,15,32,104,0,134,4,22,0,28,11,6,23,46,54,0,103,13,72,6,97,44,23,65,162,195,9,365,6,123,16,147,35,44,81,229,347,3,578,41,256,13,307,59,76,136,438,483,5,927,94,485,44,624,68,98,171,796,708,9,1517,177,432,34,642,32,48,83,721,685,7,1415,272,410,37,720,24,13,41,756,542,10,1306,341,310,48,690,18,29,42,737,484,3,1230,304,189,23,511,8,5,9,526,221,3,750,239,123,29,381,4,5,12,390,115,5,506,222,56,18,303,0,0,0,302,80,3,386,226,69,12,310,3,3,9,316,78,3,396,83,28,3,116,0,0,0,114,44,0,156,21,0,0,27,0,0,0,27,11,0,38,38,12,3,49,3,0,3,52,30,0,80,37,11,0,45,3,0,4,47,22,0,70,310,292,44,647,48,11,60,709,396,26,1124,19,22
206,16,15,0,34,28,29,58,91,439,0,531,10,24,4,45,23,16,38,86,168,7,255,24,97,14,133,51,71,119,248,423,3,677,20,100,10,128,32,41,75,195,377,0,583,36,160,13,200,47,44,91,296,510,3,808,95,340,22,451,43,66,109,561,541,0,1103,131,365,30,524,25,31,58,580,634,7,1218,245,363,30,639,24,27,52,688,641,6,1340,375,415,30,811,14,24,36,846,709,9,1569,392,275,21,690,17,18,32,721,393,7,1118,444,189,24,653,7,8,13,672,261,3,931,418,123,24,557,4,11,13,570,234,0,808,754,184,23,966,14,6,17,984,309,3,1294,244,70,15,325,0,0,0,321,159,0,483,111,40,6,162,0,0,0,161,42,0,209,401,72,21,488,10,3,17,504,66,0,565,280,56,10,346,0,0,0,346,88,0,430,503,266,35,801,30,29,64,868,614,35,1509,39,25
