SA4_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
511,3,0,0,3,10,3,13,14,60,4,77,0,5,0,8,3,5,8,19,35,0,53,6,33,6,41,26,8,37,76,103,3,183,3,53,3,65,25,21,50,112,132,4,244,10,67,9,83,23,22,43,128,155,4,286,37,134,11,181,26,24,45,225,240,4,470,69,132,10,211,18,10,31,241,207,3,449,101,119,15,233,17,8,25,253,144,0,401,150,90,8,252,13,5,17,273,133,4,406,152,63,7,221,9,4,12,235,75,0,316,131,37,4,176,9,0,4,181,54,0,233,123,23,3,147,0,0,0,149,25,0,170,191,28,9,229,4,3,8,236,41,0,280,51,7,0,61,0,0,3,65,13,0,81,38,4,4,46,0,0,0,48,5,0,53,27,3,0,31,3,0,6,39,8,0,49,32,4,7,39,0,0,0,42,11,0,58,143,85,23,249,14,10,22,266,146,16,433,15,14
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5,3,8,14,7,7,10,29,74,0,105,0,15,0,18,5,0,6,22,29,0,53,0,48,4,58,35,25,58,115,160,0,279,4,88,9,97,25,28,56,157,289,0,449,19,170,18,208,40,47,85,293,414,3,707,77,420,31,526,49,68,119,645,645,0,1291,153,416,39,610,24,35,59,669,562,7,1235,289,431,30,751,8,23,32,778,502,3,1289,413,377,37,831,15,11,22,851,428,4,1281,394,233,20,652,0,3,3,657,237,3,896,352,151,20,521,4,3,3,529,145,0,678,270,60,13,341,0,0,0,346,86,3,432,386,100,19,508,0,4,3,511,89,3,598,112,21,9,137,0,0,0,143,44,0,185,42,11,3,55,0,0,0,55,13,0,69,46,8,5,58,0,0,0,65,24,0,85,39,6,3,46,0,0,0,46,20,0,63,357,249,36,639,22,16,35,675,291,21,987,17,20
602,3,0,3,4,0,4,5,14,53,0,62,0,0,4,7,3,3,6,14,23,0,36,3,36,3,45,28,10,36,88,118,0,206,13,55,5,78,25,32,55,131,199,0,334,4,121,8,137,27,35,62,197,255,3,458,41,286,20,344,31,41,69,415,433,3,855,95,241,19,358,22,21,42,403,396,6,803,159,212,19,388,19,11,25,411,265,4,678,211,177,24,412,9,3,9,424,235,3,660,179,98,17,291,7,4,13,304,124,6,431,145,57,5,211,0,0,0,208,67,0,280,115,36,14,167,0,0,3,172,33,4,210,159,49,9,209,0,0,0,210,34,0,248,49,13,0,56,0,0,0,56,20,0,81,19,3,0,19,0,0,0,19,3,0,24,21,5,3,21,0,0,0,27,15,0,36,12,6,0,14,3,0,3,21,16,0,35,163,150,17,331,20,9,26,364,193,9,563,11,6
603,4,0,0,4,0,0,0,4,8,0,8,0,0,0,4,0,0,0,4,10,0,11,0,6,0,11,3,4,11,20,30,0,47,0,15,0,18,7,6,9,27,43,0,72,3,37,7,43,4,12,13,59,69,0,124,17,51,3,68,7,9,13,85,90,0,173,15,50,3,71,0,3,6,76,102,0,177,38,33,6,79,0,0,0,86,71,5,162,39,26,7,72,4,0,4,78,61,0,142,33,18,4,51,0,4,0,52,30,0,84,29,13,3,48,0,0,0,48,19,0,64,17,15,0,27,0,0,0,28,8,0,38,34,3,3,40,0,0,0,40,10,0,47,5,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,4,35,38,3,70,7,0,5,76,63,7,151,3,3
604,3,0,7,4,3,6,12,16,30,0,45,0,3,3,5,9,3,8,13,19,0,32,3,19,5,32,23,5,29,62,91,0,148,3,51,5,59,30,17,47,106,165,0,275,11,99,7,119,27,37,68,188,242,3,427,44,215,16,272,18,28,53,324,347,3,671,100,208,18,327,17,20,32,359,322,4,687,142,154,11,304,14,8,20,328,292,5,625,163,136,17,317,8,12,19,337,226,4,560,119,83,11,208,3,0,9,221,104,0,323,123,42,4,165,0,0,0,167,57,0,221,92,18,6,114,7,0,4,119,30,0,152,103,23,4,129,0,0,3,131,23,0,158,30,7,3,43,0,0,0,44,16,0,55,11,0,0,11,0,0,0,15,3,0,13,3,3,3,8,0,0,3,9,7,0,14,9,3,0,14,0,0,0,12,7,0,24,148,116,21,279,15,10,22,306,156,10,470,13,12
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,5,0,0,7,4,3,11,12,58,0,72,0,5,0,13,6,0,6,14,23,0,44,4,19,0,17,8,7,18,40,49,3,97,4,25,0,32,13,10,22,51,95,3,151,11,45,3,59,19,9,27,84,137,0,220,30,80,4,115,11,10,22,139,150,0,292,68,84,15,167,14,5,16,182,136,0,318,143,91,10,243,10,11,15,258,117,0,374,237,73,10,323,7,6,11,330,105,0,437,248,40,16,303,8,3,6,311,63,0,382,215,42,12,268,6,0,6,269,59,3,334,196,32,13,244,6,0,5,251,38,0,289,348,42,19,406,3,4,7,416,62,3,481,140,20,11,168,0,0,3,174,42,0,214,71,10,13,84,0,0,0,84,11,0,104,81,4,12,90,4,0,4,94,8,0,104,72,12,8,88,0,0,0,85,13,0,106,212,62,17,292,8,8,20,309,126,13,446,18,8
702,0,0,0,3,3,3,6,10,44,0,57,5,8,8,21,18,7,20,42,96,3,142,20,46,8,69,55,18,71,141,388,8,539,10,18,7,32,15,11,26,52,140,0,190,15,31,7,55,28,10,32,89,209,3,300,42,39,11,97,25,14,37,131,146,8,286,53,53,7,102,9,3,16,123,164,6,292,81,49,10,143,16,12,23,164,124,0,288,132,52,8,192,6,3,15,201,91,0,302,119,30,3,152,4,3,8,157,74,0,237,101,23,13,134,0,3,0,138,39,0,181,76,15,4,90,0,0,0,98,29,0,126,115,11,9,139,10,0,10,147,21,0,168,46,8,0,52,0,0,0,52,4,0,65,29,3,0,35,0,0,0,35,0,0,33,19,3,4,22,0,0,0,22,3,0,28,15,3,3,22,0,0,0,21,6,0,31,90,45,18,157,31,13,41,198,177,7,392,27,20
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,8,4,3,17,10,10,15,33,123,0,157,3,18,0,20,9,3,12,35,59,3,95,0,36,3,44,32,24,56,100,195,0,298,6,70,11,81,29,33,59,142,269,5,413,15,124,7,149,31,33,62,217,371,3,584,67,237,27,331,32,30,61,397,455,3,858,142,311,22,474,13,18,32,510,369,3,885,251,313,25,586,15,7,29,616,320,4,934,441,325,32,802,14,24,39,839,400,3,1242,580,250,37,865,14,3,17,882,289,3,1180,704,225,39,959,11,9,16,979,226,3,1204,644,160,31,833,9,3,15,849,194,4,1044,1252,224,58,1531,11,3,14,1548,265,4,1810,505,87,30,618,4,3,6,622,169,0,794,263,38,16,310,0,0,0,313,66,0,381,321,37,11,363,3,0,7,368,50,0,423,290,28,10,328,0,0,0,328,66,0,392,644,198,52,893,23,10,33,925,339,19,1279,25,19
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,3,0,8,0,3,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,4,0,0,10,8,0,3,6,0,0,0,6,3,0,9,7,6,0,14,0,0,0,14,3,0,17,9,0,0,10,0,0,0,10,5,0,16,3,3,0,8,0,0,0,8,0,0,11,5,0,0,5,0,0,0,5,3,0,10,0,0,0,3,0,0,0,3,3,0,7,3,3,0,5,0,0,0,11,0,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,9,9,0,23,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
