SA4_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
503,341,632,655,853,1491,3146,1943,4583,88,13733,1104,3024,3040,3207,4737,7829,3921,6712,257,33830,235,544,636,513,1171,1498,729,1321,80,6732,306,2210,1425,1128,909,727,363,482,145,7693,282,1455,1233,1061,2049,1824,759,784,92,9545,210,1907,882,703,686,655,324,679,90,6135,77,231,161,156,256,207,151,377,25,1637,132,1259,1161,513,421,358,174,364,82,4465,66,125,97,97,123,210,75,199,270,1260,2765,11386,9283,8235,11849,16456,8444,15500,1134,85035
504,367,487,547,830,2169,2877,1833,3656,98,12859,888,1717,1929,2207,4526,4862,2316,3114,168,21724,686,1045,1142,1399,4287,4676,2393,4063,352,20043,589,2405,2166,2502,2299,1697,794,1024,203,13673,606,1741,2013,2150,4690,3440,1323,1267,155,17394,332,2984,1727,1528,1659,1330,582,851,164,11155,411,459,512,733,1932,1567,1125,2675,192,9593,381,2513,1642,1570,1957,1453,636,1159,208,11529,104,163,118,111,322,288,128,240,559,2024,4358,13513,11796,13025,23837,22186,11132,18045,2101,119988
505,743,1042,1294,1878,4621,7409,4447,8832,275,30547,2256,4569,5490,5918,10608,13065,6125,8319,431,56777,1472,2237,2440,3297,8258,10822,4926,8154,700,42306,1200,5989,4779,5011,4240,3420,1644,1990,445,28728,1309,4426,4943,5006,9408,6786,2573,2449,344,37235,789,7584,4074,3264,3310,2751,1308,1931,309,25315,634,1004,865,1168,2595,2179,1514,3675,258,13900,833,5477,3373,2984,3323,2900,1216,2422,436,22965,177,344,264,297,597,682,235,475,1091,4167,9407,32679,27529,28828,46963,50020,23978,38250,4288,261941
506,640,926,1032,1402,3755,5511,3315,6554,199,23323,1769,3547,3910,4562,9534,11219,4738,6280,407,45975,1224,1942,2145,2594,8025,8760,4325,7042,598,36665,993,4911,4120,4541,4044,2794,1257,1602,407,24664,1115,3251,3591,3887,8605,6371,2479,2249,270,31819,630,5900,3378,2668,2958,2261,1123,1469,258,20642,754,984,1147,1481,3822,3224,2339,4596,378,18731,734,5211,3750,2995,3654,2559,1189,2036,436,22562,161,281,208,232,582,593,217,432,1002,3712,8022,26952,23284,24367,44961,43291,20987,32261,3961,228089
507,530,784,953,1266,3118,4903,3247,6537,175,21505,1730,3559,3987,4474,7248,9522,4278,6056,306,41163,1153,1574,1586,1988,6092,7144,3855,6693,422,30504,882,4297,3329,3560,2995,2402,1203,1589,301,20560,900,2899,3298,3219,6244,4578,1970,1714,217,25043,577,5403,2743,2333,2300,1681,772,1164,199,17175,614,753,652,838,2368,2022,1481,3417,214,12358,726,3926,2212,2051,2329,2022,981,2062,280,16594,153,252,190,187,384,475,222,452,806,3132,7267,23451,18944,19918,33080,34752,18007,29684,2925,188023
509,543,758,666,867,793,1899,1288,5723,195,12721,398,673,814,918,1159,1343,733,1120,53,7199,423,611,552,749,1447,1844,1114,1839,125,8719,325,950,867,1213,783,702,344,455,104,5751,264,1043,913,964,1207,918,392,444,62,6208,167,1021,550,652,605,520,356,389,68,4320,377,310,337,313,537,668,664,1935,107,5244,393,1616,937,922,899,1219,638,1143,186,7959,75,72,51,36,76,104,44,161,308,935,2967,7063,5680,6632,7505,9220,5577,13205,1205,59053
510,183,88,99,166,500,691,552,2100,53,4445,390,329,403,465,1045,1325,815,1879,75,6729,604,310,272,319,798,1074,1523,5740,173,10817,243,423,356,601,741,589,389,650,91,4090,265,290,309,466,987,808,492,884,56,4556,75,443,218,335,392,264,151,244,51,2168,448,213,141,195,303,399,882,3854,152,6587,254,461,350,466,452,499,363,2207,106,5161,68,43,21,33,85,102,87,283,265,994,2527,2598,2175,3058,5317,5754,5254,17846,1024,45541
511,275,325,257,421,664,1058,836,3088,110,7036,434,503,561,709,1256,1477,842,1547,61,7402,434,421,363,535,1259,1722,1260,3367,174,9528,284,751,665,995,841,698,374,490,91,5194,240,714,633,866,1356,1005,418,558,64,5849,149,1066,515,637,699,448,289,305,57,4179,428,271,213,279,470,701,905,3461,154,6881,321,1163,681,858,637,731,444,1126,160,6121,59,77,32,63,101,115,83,185,273,979,2624,5290,3937,5364,7278,7968,5453,14119,1146,53172
597,3,0,0,0,0,0,0,8,0,11,0,0,3,0,3,5,3,64,0,78,3,0,0,0,3,0,0,71,0,87,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,5,0,0,3,3,79,3,100,0,3,0,0,0,0,0,9,0,9,16,12,11,0,4,14,11,274,4,334
599,17,7,4,3,4,16,9,48,3,104,29,26,14,20,25,44,25,58,3,235,27,21,19,15,40,35,21,161,11,349,9,20,25,18,19,17,12,34,7,162,7,15,10,9,20,16,16,21,0,114,5,17,14,11,17,11,8,5,3,90,19,15,15,16,24,24,18,139,3,276,12,35,48,44,48,56,25,114,10,386,10,4,3,3,0,6,0,8,24,58,140,151,146,136,200,222,136,587,60,1773
601,347,474,529,849,2020,2244,1522,3147,81,11212,1039,1858,2485,3290,4820,3889,2074,2781,147,22388,368,854,813,1202,3206,3442,1503,1548,170,13110,593,2556,2141,2692,1868,1137,709,823,169,12690,681,1423,1751,2075,4599,2089,1013,833,92,14567,413,2963,1409,1334,1551,839,501,516,107,9641,162,356,319,406,970,812,684,679,101,4487,364,2402,1301,1291,1532,1071,461,495,177,9097,104,132,123,141,358,226,73,150,398,1704,4077,13011,10880,13293,20929,15740,8535,10975,1448,98883
602,260,394,354,546,1054,1372,935,2494,102,7504,537,872,1191,1375,1973,1818,977,1466,82,10293,252,567,544,758,2025,1867,978,1046,130,8171,375,1493,1359,1463,939,572,330,364,103,7005,301,888,907,1172,1848,1025,423,408,44,7013,243,1642,901,949,983,563,332,429,66,6108,191,278,304,386,964,717,627,808,104,4373,320,1604,996,1076,1281,787,349,472,157,7045,53,87,46,72,160,99,48,93,290,947,2525,7815,6609,7789,11234,8812,5004,7577,1078,58458
603,95,146,133,186,243,434,229,753,34,2265,110,238,304,312,332,289,148,252,20,1997,88,182,166,240,454,559,200,292,48,2230,98,329,301,414,214,126,88,105,32,1701,73,225,233,260,440,184,86,109,12,1630,52,284,183,200,166,105,47,74,24,1133,42,90,93,74,201,208,145,211,31,1098,104,456,270,290,359,364,146,203,73,2273,24,23,15,13,40,27,14,29,106,287,692,1973,1701,1990,2447,2299,1102,2033,381,14607
604,195,271,271,435,671,927,676,1935,84,5471,311,506,658,868,1198,1036,565,842,58,6040,261,409,382,530,1494,1550,928,1057,84,6686,304,961,1065,1200,741,397,247,322,86,5333,239,619,690,789,1229,665,330,354,42,4958,173,1361,740,651,678,355,228,259,63,4512,207,220,238,268,640,616,583,970,65,3817,364,1455,794,895,1161,886,455,565,123,6701,37,56,64,45,116,116,59,91,234,823,2102,5856,4906,5677,7921,6563,4072,6403,838,44336
697,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,14,0,0,0,0,4,4,0,0,0,9,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,0,23,0,47
699,0,3,0,0,3,4,0,6,0,17,3,0,3,3,3,12,8,10,0,49,0,3,0,3,8,13,3,4,0,38,3,3,7,7,8,0,0,0,5,33,0,5,3,3,7,3,0,0,0,27,0,3,4,4,0,0,0,0,0,14,0,4,3,0,5,0,0,3,0,20,0,8,10,4,5,7,0,6,0,54,0,0,0,0,0,0,0,0,0,3,14,38,27,28,45,38,17,39,10,247
701,315,183,204,378,1413,1863,1243,3117,94,8798,704,636,669,1125,3079,3066,1507,2837,139,13762,478,403,396,570,2314,2557,1484,3900,242,12336,489,792,907,960,1762,1538,957,1276,186,8862,459,561,612,949,3474,2162,889,1161,132,10396,158,1115,686,667,1046,593,333,500,94,5201,167,137,207,273,839,659,468,1394,101,4239,216,776,712,728,913,834,401,1534,182,6290,98,55,52,74,244,218,89,260,393,1475,3080,4658,4445,5708,15081,13484,7364,15976,1568,71357
702,136,100,87,131,656,683,434,1403,55,3682,340,332,387,549,1709,1617,686,1063,96,6777,157,133,147,198,753,877,517,902,62,3740,237,428,449,670,1286,889,392,746,137,5232,183,196,210,360,1277,700,305,398,41,3673,74,334,164,234,390,222,143,181,40,1783,94,94,77,114,255,209,168,510,51,1578,106,372,277,370,608,565,206,620,108,3230,50,63,43,55,144,113,53,106,422,1050,1375,2053,1839,2690,7085,5870,2907,5924,1014,30752
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,10,28
799,9,3,3,0,9,6,10,9,0,41,17,3,14,7,19,13,11,29,0,108,7,3,3,0,9,32,14,45,0,104,12,5,4,13,14,16,8,13,5,84,4,4,3,3,4,3,4,7,0,34,4,4,0,5,11,3,0,5,0,32,7,0,3,0,6,5,4,36,0,63,0,4,9,9,16,13,5,39,5,104,0,0,0,0,3,3,0,0,3,15,52,28,40,30,78,93,56,175,18,574
801,1276,858,1170,2077,5910,7477,5358,8416,223,32758,2785,3813,3931,5760,15539,15046,7056,8243,478,62658,507,1059,1067,1418,4690,5145,2341,3139,255,19620,927,4677,3177,3114,3664,2450,1421,1792,428,21657,1702,2468,2790,3728,11469,6802,3004,2378,289,34637,511,4469,2112,1770,2008,1234,692,921,238,13941,166,480,343,432,782,872,596,915,96,4684,327,2488,1686,1317,1626,1320,573,790,220,10337,264,257,222,332,1226,1064,424,547,782,5123,8471,20570,16484,19945,46914,41411,21467,27141,3014,205419
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,6,0,7,3,21,3,9,3,4,5,13,6,7,0,57,0,0,0,0,5,10,0,4,0,14,3,5,0,8,8,3,0,5,0,34,3,9,0,3,11,5,0,0,0,28,0,4,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,3,6,9,28,14,22,35,46,12,35,6,202
901,16,15,9,27,54,59,43,114,10,340,10,21,14,12,53,62,24,32,3,236,15,23,22,28,98,72,55,52,7,379,18,36,35,34,47,29,48,38,8,298,27,18,21,31,79,36,22,20,0,249,4,23,15,21,22,10,16,8,0,130,7,15,5,10,52,18,11,32,7,160,19,48,25,41,84,36,15,18,11,295,0,5,0,3,12,4,3,12,12,51,121,204,149,209,503,331,236,331,69,2151
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,11
