SOS_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOS69,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,6,0,15,4,13,12,3,0,0,3,13,0,56,0,0,3,0,3,0,9,7,0,26,3,3,7,3,0,0,6,4,0,28,0,3,8,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,33,15,5,3,22,37,3,152,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,3,0,12,4,0,0,6,0,26,4,11,0,0,6,5,0,0,0,27,4,3,0,4,9,0,0,3,0,21,0,7,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,20,17,9,0,10,0,98
SOS70,18,34,262,197,58,366,65,336,24,1364,167,200,942,714,180,279,282,441,96,3310,880,1548,3156,1216,540,377,820,1078,218,9829,1183,1346,2123,781,514,295,630,682,164,7720,1205,1063,1539,519,446,240,659,500,158,6320,816,772,855,243,345,143,530,336,92,4141,177,240,154,62,91,56,122,84,27,1007,20,17,13,0,11,15,3,4,9,95,0,0,3,0,0,0,0,3,0,10,4468,5230,9052,3730,2176,1766,3122,3459,793,33793,24,30,64,311,184,596,8,93,31,1334,137,367,173,652,682,448,47,176,57,2725,758,2489,409,1339,1811,652,82,439,121,8091,781,1921,227,895,1538,436,64,415,114,6394,804,1409,201,668,1407,398,68,437,86,5469,453,909,127,391,902,230,48,276,59,3396,88,166,29,59,213,60,7,51,20,695,3,11,3,9,7,4,3,3,0,44,0,0,0,0,0,0,0,0,3,9,3048,7304,1218,4313,6746,2830,325,1880,486,28155
SOS71,7,15,73,72,6,135,14,133,19,477,33,76,225,105,29,61,47,132,32,758,216,481,599,405,111,96,163,250,78,2404,279,388,410,376,129,66,160,180,72,2060,325,403,369,298,141,65,182,188,70,2039,286,328,276,161,108,61,166,149,48,1590,71,72,65,39,29,15,41,52,12,392,13,5,3,3,0,0,3,6,0,36,0,0,0,0,0,0,0,0,0,0,1231,1773,2022,1466,557,502,786,1077,333,9746,6,24,16,83,66,172,3,36,16,424,34,114,36,169,200,89,8,47,26,722,197,801,85,507,474,155,14,126,66,2434,201,726,75,388,404,133,13,117,52,2105,285,666,73,350,459,121,16,147,52,2168,202,451,36,262,330,82,3,95,23,1487,35,69,15,47,67,21,7,21,6,289,3,8,0,5,5,3,0,3,3,27,0,0,0,0,0,0,0,0,0,0,961,2842,339,1810,2007,782,70,592,248,9649
SOS72,4,9,20,16,4,10,4,27,18,115,10,46,63,71,13,6,31,67,28,331,80,148,157,143,31,38,79,149,54,881,88,146,170,110,35,21,84,112,37,809,120,110,153,105,35,17,97,97,36,770,115,106,76,63,31,10,69,77,24,572,35,30,27,5,7,3,17,20,5,143,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,461,592,666,509,170,109,381,554,206,3638,0,11,5,38,10,23,0,11,16,105,15,38,16,90,26,31,4,26,13,275,57,225,48,229,139,76,15,65,26,891,61,194,31,187,132,48,11,53,27,748,99,195,39,192,111,55,15,47,23,767,66,168,9,90,88,25,10,31,8,498,10,33,3,22,15,3,0,8,5,91,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,313,858,152,845,525,268,58,249,123,3386
SOS73,6,10,112,19,6,57,18,133,15,383,22,56,251,40,18,22,47,197,18,686,160,157,549,108,44,30,162,245,39,1501,307,159,534,119,51,27,194,190,45,1621,373,165,494,116,78,53,290,211,57,1834,244,120,277,81,69,38,201,147,34,1206,81,34,51,13,18,4,58,40,13,323,12,9,9,0,0,0,5,6,0,43,0,0,0,0,0,0,0,0,0,3,1207,720,2274,503,290,237,974,1173,222,7587,4,14,26,63,50,95,5,47,7,307,14,53,40,111,110,57,10,79,18,485,138,259,69,196,321,76,28,86,26,1203,211,316,67,200,374,86,22,87,27,1400,251,324,85,211,430,90,31,121,22,1571,140,210,41,110,234,67,8,93,8,924,29,46,12,24,69,24,3,27,5,226,7,7,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,787,1237,341,927,1596,494,105,547,117,6148
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SOS79,0,0,8,0,0,3,0,0,0,11,0,0,11,6,0,0,0,17,0,39,7,15,17,11,0,6,8,21,0,84,3,17,12,4,0,3,9,7,4,62,3,12,18,0,3,3,16,14,0,70,0,0,7,3,3,0,12,7,0,44,0,0,3,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,88,28,10,15,51,62,7,320,0,0,3,3,0,0,0,0,0,8,4,3,3,10,3,3,0,8,0,34,3,35,7,24,0,3,0,12,0,80,7,10,0,3,6,0,0,4,0,39,7,12,4,10,5,3,3,9,0,39,4,9,7,3,10,5,0,6,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,68,23,54,26,17,11,39,5,252
SOS80,295,168,676,962,175,1303,189,1143,78,4987,938,1505,2213,1838,981,1300,390,1108,203,10469,3516,8836,5047,2068,2763,1134,870,1699,708,26641,5221,8471,3470,1515,2542,756,808,1214,751,24743,5325,6255,2738,1169,2289,628,980,941,611,20949,2821,3902,1591,625,1434,419,816,749,332,12693,568,1159,386,186,373,170,245,216,97,3412,71,137,37,19,37,24,20,23,24,389,8,12,5,0,0,3,0,3,9,44,18764,30441,16173,8385,10597,5737,4316,7087,2816,104319,160,217,198,1814,448,2360,21,425,64,5717,565,1902,515,2714,2346,1824,40,335,168,10397,2972,10408,936,2947,5886,1380,64,646,594,25840,4263,8577,725,2157,5418,880,53,581,598,23249,3912,6417,611,2060,5637,848,86,623,514,20713,1738,3755,320,1250,3470,671,68,488,255,12011,229,771,71,240,685,187,18,111,65,2384,18,61,3,19,58,19,0,9,12,205,5,8,0,0,7,0,0,0,10,31,13873,32110,3371,13201,23957,8173,356,3217,2294,100550
SOS82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,3,3,5,0,3,0,0,0,11,10,7,6,4,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,13,5,5,8,6,8,0,63,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,14,0,4,0,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,12,19,6,0,3,0,66
SOS83,0,0,3,0,0,0,0,3,0,13,0,4,4,3,0,0,0,3,0,18,3,8,16,6,3,0,0,6,0,41,14,9,8,5,3,3,0,3,3,63,22,4,16,4,3,0,0,7,0,56,12,3,3,3,0,0,7,6,0,32,5,3,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,40,58,16,11,7,10,22,4,231,0,0,0,4,0,4,0,0,0,10,0,0,3,3,0,0,0,0,0,11,3,11,3,8,15,0,0,0,0,40,14,22,3,5,17,0,0,0,0,54,5,12,3,5,4,0,0,0,0,38,8,8,0,0,4,0,0,0,3,21,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,50,9,31,49,15,0,0,5,193
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,3,0,5,0,18,3,10,3,3,0,0,7,4,0,31,0,6,3,4,4,0,0,5,0,20,0,0,6,0,0,0,0,4,3,15,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,13,9,5,10,4,14,9,102,0,0,0,0,0,0,0,0,0,4,0,6,0,8,4,0,0,3,0,19,3,9,0,3,3,4,0,0,0,27,0,5,3,7,3,0,0,0,0,22,3,3,0,3,0,0,0,0,0,13,3,6,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,3,27,20,6,0,3,0,101
SOS91,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,6,12,0,27,3,8,21,17,7,0,13,12,3,89,27,9,28,9,3,0,8,6,3,95,18,3,33,16,8,0,9,17,3,115,8,7,28,8,3,0,20,18,0,99,8,3,16,0,4,0,24,4,3,63,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,65,30,135,58,27,0,94,73,20,502,0,0,0,0,0,0,0,0,0,6,0,5,0,3,11,0,0,3,0,21,9,12,0,12,12,0,0,12,0,65,10,10,4,10,20,4,6,0,4,64,7,15,3,19,18,3,0,12,0,82,11,6,0,5,13,3,0,24,0,63,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,12,53,76,13,12,55,3,321
SOS92,3,0,0,3,0,0,0,9,0,17,6,3,8,4,0,0,3,5,0,34,16,8,10,11,3,0,5,10,3,57,13,7,18,7,3,8,8,14,3,88,16,7,30,4,3,0,6,14,0,92,20,9,22,7,3,0,3,17,0,75,8,4,6,3,0,0,3,9,0,28,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,89,39,96,33,18,9,34,69,9,403,0,0,0,7,0,9,0,0,0,18,3,0,3,5,0,0,0,0,0,17,5,10,8,16,13,6,0,8,0,61,17,16,5,17,16,4,0,11,0,74,14,10,7,13,8,8,0,9,0,76,8,13,0,6,9,12,0,14,0,72,6,3,0,3,0,9,0,7,4,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,50,19,71,52,53,0,46,8,358
SOS93,0,0,0,3,0,3,0,3,0,10,0,0,4,5,0,0,0,5,0,8,3,4,14,0,0,0,3,4,0,27,9,5,20,3,0,3,3,3,4,50,14,4,29,0,5,0,9,3,0,68,21,5,26,0,3,7,7,7,3,75,6,7,5,0,0,3,5,0,0,22,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,52,25,99,11,8,21,21,24,14,276,0,0,0,5,0,4,0,0,0,11,0,0,0,4,0,0,0,0,0,5,4,3,3,8,10,4,0,3,0,32,5,14,3,12,18,4,0,3,0,65,17,6,7,13,20,3,0,5,0,76,5,14,3,8,12,11,0,6,0,63,8,6,0,5,5,8,0,0,0,35,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,42,37,16,66,67,34,0,24,3,300
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8
