SOS_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SOS63,4,39,143,173,263,248,52,12,946,3,26,71,106,127,89,15,4,436,61,353,573,624,784,526,133,16,3072,48,210,499,665,754,513,125,15,2842,805,1587,1996,2626,2596,1395,439,70,11518,118,91,66,52,40,27,4,0,397,43,61,96,140,139,123,47,6,661,975,1734,2152,2819,2780,1542,496,79,12574,3,23,29,34,58,62,29,3,240,612,388,500,772,923,781,397,83,4453,1710,2785,3971,5197,5685,3760,1242,218,24557,4,138,240,277,260,142,17,5,1082,6,84,169,229,258,120,12,3,874,141,828,1106,1138,1121,583,135,23,5081,95,375,671,975,989,586,171,24,3885,487,937,1028,1087,817,279,56,12,4713,166,181,139,161,144,40,11,5,837,91,123,196,256,308,157,37,13,1176,746,1239,1360,1504,1266,479,104,26,6728,4,23,27,53,54,60,27,8,249,538,362,494,682,862,756,385,80,4149,1539,3053,4069,4854,4804,2726,839,159,22049,11,176
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,4,3,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,17,6,5,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0
SOS69,3,6,0,0,0,3,0,0,12,0,3,0,0,0,0,0,0,3,0,17,5,4,7,6,0,0,36,0,3,4,3,3,4,0,0,18,18,14,15,13,15,10,3,0,91,3,4,3,0,0,0,0,0,10,0,3,0,0,0,3,0,0,7,16,19,21,17,14,14,3,0,103,0,0,0,0,0,0,0,0,0,21,35,31,25,10,8,3,0,128,48,80,59,47,35,30,8,0,308,0,7,5,7,7,0,0,0,17,0,3,3,0,0,0,0,0,5,3,15,10,0,7,3,0,0,38,0,5,11,7,9,5,0,0,38,4,12,6,4,5,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,11,11,11,4,6,9,0,0,0,40,0,0,0,0,3,0,0,0,3,9,9,7,17,11,8,4,0,61,20,47,35,38,46,18,7,0,208,3,11
SOS70,17,569,601,407,335,161,23,4,2124,5,137,187,184,143,57,16,0,727,340,2054,1454,935,644,315,79,20,5854,152,861,949,907,582,248,69,11,3785,1139,3705,2542,2218,1500,714,230,46,12096,182,134,103,55,26,10,5,0,523,76,151,162,126,105,69,18,8,708,1396,3988,2810,2395,1629,795,253,51,13320,32,80,82,58,63,24,14,3,351,1250,2279,1675,1356,962,521,194,60,8296,3202,9976,7762,6246,4354,2120,647,150,34449,33,709,647,442,330,110,25,3,2306,32,405,405,305,241,70,13,0,1478,506,3166,2115,1220,792,332,81,21,8232,268,1080,1015,913,616,242,73,8,4209,819,1668,1139,813,478,142,28,3,5087,200,191,112,100,62,20,0,0,688,89,204,187,190,131,68,22,5,905,1106,2060,1446,1103,671,232,52,11,6681,28,76,63,51,44,30,20,7,317,929,1500,999,857,751,453,215,88,5793,2904,8994,6693,4904,3442,1464,476,135,29021,50,1282
SOS71,5,108,118,119,84,48,9,0,486,7,44,66,55,49,13,4,0,234,38,444,368,265,233,75,23,0,1440,33,256,250,264,215,65,19,3,1101,279,820,693,734,540,228,63,13,3366,66,55,51,41,22,5,3,0,239,29,58,54,46,39,19,4,0,250,373,931,794,821,602,248,68,17,3854,5,22,19,32,24,6,3,0,115,649,793,619,552,432,238,90,21,3398,1109,2592,2234,2108,1633,698,209,37,10627,10,200,188,149,125,32,7,0,719,3,138,142,146,87,22,3,0,551,114,808,601,451,330,105,33,7,2437,42,276,294,350,256,67,23,4,1308,220,435,334,321,232,50,13,4,1600,85,88,67,64,33,13,0,3,349,32,90,90,64,56,15,3,3,352,338,604,487,451,318,81,18,10,2299,13,24,23,25,19,11,7,0,114,558,815,613,583,430,197,81,43,3325,1068,2859,2344,2165,1559,518,167,64,10750,9,310
SOS72,0,28,30,19,25,11,3,0,120,0,14,12,21,9,0,0,0,58,18,113,93,66,67,33,0,0,388,18,55,68,72,60,25,4,0,293,127,277,270,283,238,83,12,3,1292,39,77,43,44,16,9,0,0,222,22,48,48,46,13,11,3,0,184,184,398,365,379,263,97,15,3,1702,3,16,3,8,5,4,4,3,41,512,433,329,343,218,103,38,5,1976,733,1056,898,898,638,268,63,14,4576,0,38,38,37,35,5,0,0,157,3,21,30,26,32,0,0,0,119,35,215,137,123,123,30,0,3,663,17,88,77,108,83,20,9,0,408,78,170,139,146,82,25,3,0,636,55,83,49,46,23,3,0,0,265,20,52,40,36,26,12,0,0,187,159,302,225,230,132,36,3,0,1085,3,4,5,5,4,6,0,0,34,493,443,361,347,191,115,34,10,1983,706,1120,870,865,609,220,50,7,4450,0,70
SOS73,0,17,17,32,25,23,4,0,113,0,7,11,22,23,15,0,0,77,35,116,97,114,111,47,15,0,535,20,96,155,204,122,56,12,0,678,354,785,817,884,622,289,69,3,3831,53,37,40,25,19,9,0,0,179,22,37,41,46,39,23,4,0,222,429,870,899,955,685,324,77,6,4236,0,12,9,15,3,5,3,0,57,798,732,589,568,451,270,60,8,3478,1286,1844,1782,1919,1418,734,171,20,9176,0,29,54,65,59,20,0,0,231,3,51,62,57,52,14,0,0,237,47,287,326,233,165,77,18,3,1149,32,161,228,256,174,62,18,0,935,190,336,311,330,146,46,5,0,1355,70,64,49,39,28,11,0,0,270,20,38,54,72,56,25,3,0,276,281,433,414,440,228,83,10,4,1896,3,12,7,9,7,6,0,0,49,548,428,382,387,329,167,45,9,2301,915,1402,1472,1446,1014,440,88,17,6801,3,46
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,19,3,6,0,0,0,0,0,0,8,0,6,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,18,18,10,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,10,0,0
SOS79,0,8,0,6,3,0,0,0,19,0,3,0,5,3,0,0,0,9,8,20,13,8,14,6,0,0,65,5,7,7,10,10,7,0,0,51,12,39,38,40,58,51,9,0,251,8,3,0,3,0,3,0,0,14,10,0,3,0,3,3,0,0,19,27,43,41,46,65,53,8,0,279,3,0,0,3,3,0,0,0,9,41,100,87,112,71,40,9,0,457,83,180,154,188,159,112,19,0,890,0,12,9,3,4,3,0,0,32,0,8,3,3,7,0,0,0,21,11,37,24,14,18,6,0,0,122,5,5,15,14,18,13,0,0,68,12,17,11,12,16,0,0,0,67,3,0,3,0,5,0,0,0,11,3,9,3,6,3,4,0,0,32,19,26,17,18,33,4,0,0,112,0,3,0,4,3,3,0,0,13,41,97,73,88,44,32,6,0,373,80,192,144,141,123,62,8,0,740,0,17
SOS80,140,3839,5095,3930,3032,1851,666,190,18727,84,996,1100,1210,1167,594,105,19,5270,2631,9130,7018,5079,4085,2840,1101,373,32254,719,2830,3074,2775,2003,1225,442,163,13234,2247,5450,4401,3916,2977,2071,1129,342,22541,411,313,181,125,72,45,21,13,1183,145,258,339,303,309,258,100,39,1751,2809,6017,4922,4344,3359,2382,1259,392,25472,111,223,200,196,176,160,110,52,1231,1791,2482,1948,1657,1273,1134,831,447,11576,8280,25513,23357,19190,15098,10178,4520,1629,107768,255,4624,4639,3176,2018,985,244,44,15993,158,1812,1897,1745,1446,844,173,26,8107,3573,12034,9009,6124,4559,2641,1023,279,39237,1027,3217,3470,3363,2615,1721,753,230,16398,1948,3170,2674,2249,1524,618,195,86,12468,458,331,311,258,221,140,51,27,1803,227,293,509,733,790,695,281,115,3636,2636,3793,3496,3240,2539,1450,531,223,17903,74,184,176,208,224,257,116,58,1304,1654,2081,1609,1483,1536,1391,1203,1060,12020,9375,27748,24303,19342,14940,9299,4038,1924,110965,393,8460
SOS82,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,16,3,0,0,0,3,0,0,0,10,0,0,7,11,6,4,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,4,9,0,35,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,4,3,0,15,18,9,14,13,0,72,0,0,0,8,0,0,0,0,5,0,0,3,0,7,4,0,0,10,0,6,0,3,4,0,0,0,19,0,0,0,3,3,3,0,0,16,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,6,4,11,21,14,14,3,0,69,0,0
SOS83,0,0,5,7,5,3,0,0,27,0,0,7,0,0,0,0,0,7,0,7,8,3,4,3,0,0,36,0,4,12,12,3,0,0,0,26,16,27,19,18,15,7,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,15,18,17,7,3,0,94,0,0,0,0,0,0,0,0,0,8,10,5,7,9,0,0,0,45,21,51,60,51,40,14,5,0,234,0,3,5,3,0,3,0,0,19,0,0,0,0,4,3,0,0,7,3,12,14,7,3,4,0,0,49,0,9,11,11,5,0,0,0,48,7,13,8,5,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,7,5,7,0,0,0,39,0,0,0,0,0,0,0,0,0,14,5,5,8,3,3,3,0,41,16,50,53,41,23,7,5,3,204,0,6
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,4,3,3,5,4,0,0,14,0,0,0,0,0,0,0,0,4,3,15,5,3,0,0,0,0,29,3,0,12,3,0,0,0,0,15,3,8,10,5,8,3,0,0,36,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,10,11,5,7,3,0,0,41,0,0,0,0,0,0,0,0,5,8,8,21,16,18,7,0,0,79,25,35,48,29,36,15,0,0,186,0,5,5,4,8,3,0,0,20,0,0,0,0,3,0,0,0,9,7,23,7,6,8,3,0,0,55,0,3,0,3,3,0,0,0,18,8,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,3,7,5,3,0,0,0,32,34,36,30,18,25,8,0,0,151,0,11
SOS91,0,4,3,0,3,3,0,0,13,0,0,6,5,0,0,0,0,13,0,6,14,8,7,3,0,0,41,0,5,13,14,3,3,0,0,43,4,37,38,38,35,12,0,0,168,3,6,0,0,0,4,0,0,17,0,4,0,3,0,0,0,0,9,14,41,42,46,35,18,0,0,194,0,0,0,0,0,0,0,0,5,23,24,20,26,31,24,9,0,156,32,90,95,106,84,52,6,0,465,0,3,7,0,0,0,0,0,15,3,3,0,9,0,0,0,0,14,0,16,16,9,9,0,0,0,53,0,15,15,12,9,0,0,0,44,8,12,13,13,5,0,0,0,51,3,0,3,4,0,0,0,0,14,0,5,3,0,4,0,0,0,10,8,19,19,17,6,0,0,0,76,0,0,0,4,0,0,0,0,3,15,16,10,30,28,6,0,0,107,25,73,68,82,51,14,0,0,317,0,11
SOS92,0,3,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,10,5,12,7,6,3,10,0,0,50,0,7,5,11,7,0,3,0,26,3,18,31,27,46,24,4,0,151,0,3,4,0,0,0,0,0,6,0,4,3,0,0,8,0,0,15,7,21,35,30,48,29,4,0,174,0,0,0,3,0,0,0,0,5,12,15,13,18,16,9,5,0,84,26,59,66,70,71,51,19,0,364,0,0,6,4,0,0,0,0,11,0,4,3,0,0,3,0,0,11,3,16,21,3,18,7,4,4,71,0,16,17,10,11,7,4,0,64,11,17,7,17,4,0,0,0,53,3,7,0,0,7,0,0,0,11,0,0,5,5,3,8,0,0,29,12,16,14,19,17,9,0,0,88,0,0,0,0,0,0,0,0,4,12,6,10,15,15,12,14,0,82,33,64,69,55,61,30,19,8,332,0,3
SOS93,0,0,3,0,3,5,3,0,10,0,0,0,0,0,0,0,0,0,0,3,11,4,13,3,0,3,41,0,3,10,7,10,9,0,0,34,4,10,15,39,37,15,11,0,132,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,11,19,40,39,16,14,3,146,0,0,0,0,0,0,0,0,3,43,104,67,38,20,13,12,3,308,51,127,109,89,82,43,28,10,546,0,0,3,5,0,0,0,0,10,0,0,4,0,3,0,0,0,7,0,7,17,5,21,6,3,0,60,3,7,12,15,14,9,8,3,59,3,5,14,13,3,6,0,0,42,0,0,0,0,0,0,0,0,4,0,0,3,4,11,3,0,0,21,4,10,15,14,14,9,0,0,73,0,0,0,3,0,0,0,0,4,15,3,14,9,17,22,11,4,94,18,30,62,57,67,46,25,4,315,0,0
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,5,3,3,3,0,0,18,0,0
