SOS_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS30,100,16,19,59,9,101,6,70,42,1064,10,1506,25,24,0,33,3,53,8,83,25,343,13,615,26,37,4,47,3,77,4,203,24,475,8,908,6,3,0,16,0,84,0,223,12,286,3,637,55,97,10,72,3,189,15,509,62,1471,14,2490,68,165,8,175,23,628,22,1058,116,1371,26,3659,191,431,27,405,40,1616,45,1442,170,2230,37,6634,324,791,43,1083,87,3962,98,2179,325,2850,51,11803,848,1409,94,3578,301,7657,225,2586,437,3469,92,20697,2263,1710,171,7171,607,8636,289,2040,473,2772,73,26200,2889,1341,143,8703,706,8021,283,1547,413,2018,46,26116,4749,1203,177,9801,927,7028,291,1113,315,1670,67,27338,14744,2120,439,20057,2402,11297,660,1653,569,2269,99,56304,14459,1323,369,17734,2331,4239,529,877,260,1007,47,43178,12165,799,230,10944,1594,2105,339,453,136,582,33,29378,8592,388,150,4873,1048,4765,138,373,216,383,25,20941,18257,1036,331,16214,1844,5545,388,698
SOS31,26,9,7,11,3,32,0,11,7,165,5,266,12,7,3,11,3,19,0,13,0,81,0,152,5,10,0,12,3,14,0,43,10,138,3,243,0,3,0,8,0,16,0,38,0,78,4,146,12,28,0,21,4,40,7,131,21,468,5,725,18,34,3,63,5,133,3,240,22,492,5,1015,64,113,7,120,13,383,18,377,56,938,9,2102,90,187,6,300,44,1030,38,650,90,1119,23,3581,258,387,32,988,74,1963,71,726,145,1217,32,5886,641,425,57,2064,185,2125,88,546,153,775,23,7083,812,287,44,2384,200,1931,94,413,117,507,27,6820,1204,283,66,2614,233,1764,89,253,100,373,23,6994,3492,390,119,4815,606,3060,199,352,192,417,44,13696,3069,254,126,4004,479,881,156,137,76,158,19,9354,2552,159,70,1975,334,351,70,76,32,97,8,5718,1577,49,35,708,161,1002,24,46,77,58,5,3745,2564,127,97,2203,296,712,75,74
SOS32,6,0,3,3,0,3,0,0,3,26,0,42,3,3,0,3,0,3,0,4,0,17,3,31,6,7,0,3,0,3,0,11,3,39,0,71,0,0,0,0,0,0,0,6,0,18,4,41,5,4,0,5,4,13,0,23,5,140,0,207,3,3,0,14,0,29,4,45,8,135,0,255,12,25,4,30,4,72,7,82,13,248,4,501,29,35,0,82,4,184,15,123,19,203,9,712,59,69,8,198,11,347,13,114,22,254,8,1118,140,84,7,361,23,327,14,104,19,153,7,1242,129,54,15,368,32,308,25,62,12,98,8,1102,205,34,12,364,30,233,12,46,17,58,3,1022,479,82,17,655,86,362,33,60,35,64,5,1877,417,46,9,566,75,114,23,24,4,26,6,1312,342,34,8,262,38,59,10,9,6,9,3,795,189,9,4,108,26,70,4,8,6,5,0,433,306,11,22,258,30,84,8,15
SOS33,102,7,5,32,3,41,0,13,7,91,7,299,32,3,3,27,0,14,0,15,4,55,3,151,32,7,4,21,5,22,5,23,7,62,3,193,23,3,3,5,4,22,0,21,0,41,0,120,50,20,0,54,3,37,6,62,3,226,3,469,54,41,4,75,11,101,8,101,10,207,3,616,113,76,10,163,13,241,14,179,37,456,13,1317,174,111,9,295,34,568,24,298,59,448,8,2028,348,227,25,817,67,950,35,321,63,580,19,3453,516,238,39,1202,89,960,61,247,60,425,19,3856,539,175,31,1259,100,861,58,179,48,252,20,3511,755,153,32,1419,93,765,55,139,61,220,13,3711,1798,259,64,2445,248,1237,86,203,119,278,15,6754,1675,172,59,1994,207,448,69,94,33,112,23,4890,1301,96,29,1094,161,197,46,51,18,63,3,3057,841,58,28,490,81,393,16,33,43,39,3,2012,1732,109,53,1390,147,442,57,59
SOS37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS40,28,8,3,29,6,28,0,28,8,547,6,689,7,7,0,16,0,19,0,46,6,163,4,263,11,23,0,16,0,34,7,117,13,246,7,471,3,3,0,3,0,40,0,122,3,146,3,322,21,60,0,30,3,84,6,278,24,886,11,1397,24,81,4,74,4,271,13,555,46,798,13,1875,59,240,8,176,21,759,26,746,75,1223,21,3357,107,382,21,492,52,1674,49,1131,143,1368,24,5438,292,720,55,1618,120,2999,116,1154,165,1600,23,8875,705,783,55,3172,256,2915,153,823,182,1262,26,10331,898,622,84,3713,276,2687,124,623,125,891,24,10069,1446,559,76,3897,356,2308,109,435,105,684,17,9979,4362,862,170,8161,926,3278,256,640,158,883,35,19731,4144,508,161,6730,833,1324,192,330,81,409,15,14730,3408,293,100,4199,557,593,123,160,25,212,12,9675,2378,142,44,1802,279,1078,52,115,46,100,6,6041,4865,401,116,4934,543,1423,131,196
SOS41,7,6,0,4,0,8,0,3,0,37,4,67,0,0,0,4,0,0,0,3,0,36,0,56,4,4,0,4,0,7,0,14,7,25,0,72,0,0,0,0,0,0,0,11,3,15,0,37,4,11,0,9,3,10,0,60,7,161,3,271,12,28,4,23,0,55,0,88,11,153,4,373,23,51,5,57,0,152,11,149,11,308,6,776,28,79,4,164,16,375,19,238,46,336,9,1322,87,174,17,526,56,723,34,290,56,390,14,2364,181,209,34,913,97,664,39,201,53,245,6,2637,263,135,28,1083,103,642,36,135,32,165,11,2625,390,148,22,1112,91,574,33,78,25,127,5,2600,1062,189,52,2174,237,759,66,138,53,113,12,4865,1013,122,45,1596,196,260,59,50,11,59,7,3416,785,52,30,854,79,93,33,24,10,26,3,1977,496,21,19,308,52,209,11,9,13,20,3,1156,827,53,21,724,79,195,34,40
SOS42,0,0,0,4,0,0,0,0,0,4,0,9,0,0,0,4,0,0,0,0,0,9,0,10,0,3,0,3,0,8,0,5,0,11,0,27,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,5,0,3,0,8,0,48,0,70,0,3,0,5,0,9,0,26,0,27,0,81,3,15,0,6,0,27,0,35,5,57,4,154,19,21,0,31,3,58,4,52,3,65,3,269,28,39,5,110,8,122,9,48,10,66,0,450,51,38,6,198,16,133,11,40,7,38,3,535,40,23,4,193,13,99,10,20,9,23,3,445,55,28,0,225,17,75,4,12,7,19,0,443,170,33,10,328,31,113,13,12,8,14,3,737,132,17,9,213,17,39,10,6,7,7,3,462,87,9,8,111,14,13,8,0,0,4,0,256,56,5,0,48,13,22,0,4,0,0,0,153,85,14,3,81,7,20,3,0
SOS43,28,3,4,21,3,18,0,0,0,16,0,89,8,4,0,8,0,7,0,3,0,6,0,47,11,9,0,10,0,12,0,8,0,20,0,85,4,0,0,6,0,7,0,0,0,10,0,38,23,9,3,20,0,23,0,15,5,63,0,161,24,20,0,32,3,44,5,51,6,54,0,240,39,33,10,80,3,94,0,59,4,103,4,431,87,55,5,173,14,221,9,80,15,125,3,782,134,108,26,381,24,344,13,97,30,140,8,1304,179,109,22,604,47,345,10,73,16,102,7,1521,190,76,19,546,32,270,27,61,21,59,6,1305,224,88,19,603,46,205,19,36,18,56,3,1318,573,107,40,1074,89,310,37,52,28,69,12,2399,505,62,21,714,82,138,26,28,11,29,3,1619,371,36,14,453,46,65,8,12,4,17,3,1031,224,16,11,188,23,86,7,9,3,4,3,580,486,37,10,486,58,108,18,25
SOS47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS50,48,17,11,44,3,98,8,56,28,903,10,1226,15,13,3,23,0,30,0,69,7,238,5,407,19,21,0,38,3,51,3,167,17,395,8,716,0,5,0,7,0,51,3,159,21,212,6,480,18,52,0,37,3,113,11,346,41,913,5,1543,32,98,3,77,4,410,6,655,73,885,7,2259,80,235,10,183,14,882,32,865,106,1250,10,3662,140,417,22,493,29,2128,53,1160,163,1380,35,6026,324,754,45,1686,123,4203,101,1414,259,1634,29,10572,753,915,67,3235,246,4661,139,1121,251,1467,40,12901,974,724,102,4260,318,5038,162,881,281,1125,33,13892,1585,705,101,5073,432,4737,151,724,267,937,26,14744,5644,1286,223,11659,1122,9633,396,1208,481,1374,52,33075,6036,900,255,11648,1114,3062,379,700,198,703,40,25029,5621,582,169,7541,946,1594,247,380,91,390,15,17582,4296,331,102,3579,668,5338,130,385,268,360,21,15477,11511,985,301,14175,1572,5459,451,818
SOS51,10,6,0,5,0,6,0,3,5,61,0,102,4,5,0,4,0,3,0,11,3,33,0,65,3,3,0,6,0,3,3,13,3,64,0,91,3,0,0,0,0,4,0,13,0,37,0,65,12,5,0,6,0,20,4,41,5,165,0,249,9,11,0,22,5,42,3,73,18,144,4,330,14,25,0,26,7,118,3,130,15,275,10,625,37,61,5,87,5,309,10,201,30,244,3,1007,55,138,6,389,30,651,20,241,53,272,9,1873,139,184,16,689,48,772,50,179,41,186,6,2308,164,143,25,899,74,874,38,166,61,129,7,2576,312,109,35,1050,68,890,43,107,58,113,10,2787,1044,227,60,2169,209,1847,94,151,151,160,20,6119,1132,144,71,2156,217,485,92,65,44,57,8,4468,1054,92,50,1214,201,202,62,39,25,28,0,2969,717,31,22,452,128,811,20,41,67,44,8,2339,1576,90,76,1661,219,531,84,63
SOS52,3,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,4,0,0,0,14,0,17,0,0,0,3,0,0,0,4,3,16,0,32,0,0,0,0,0,0,0,0,0,6,0,13,6,3,0,0,0,7,0,15,0,121,0,155,8,6,0,10,0,10,0,25,0,76,0,132,6,7,0,9,0,32,0,32,5,132,4,236,13,8,3,18,0,68,0,38,10,98,3,263,21,21,4,54,4,122,3,54,14,82,4,385,18,32,3,99,5,133,4,25,17,47,0,398,38,19,8,123,9,153,7,29,16,26,0,428,55,14,11,147,7,123,10,24,14,30,0,439,138,33,3,287,34,229,19,25,23,36,7,831,128,22,3,256,35,64,21,18,3,4,3,566,110,10,3,118,19,23,8,10,3,3,0,301,61,0,6,53,6,90,0,7,14,11,0,245,152,22,7,142,15,58,6,10
SOS53,26,3,4,14,3,10,0,4,3,29,0,92,12,0,0,11,0,10,0,9,0,18,0,55,10,0,0,7,0,7,0,12,0,29,0,71,0,0,0,9,0,7,0,8,0,11,0,29,20,5,0,32,0,22,3,30,3,88,0,206,20,17,3,30,7,42,0,32,7,67,4,218,43,28,0,54,10,70,3,53,12,99,0,372,43,65,8,135,8,179,3,75,7,124,3,648,87,72,11,226,18,280,13,99,13,115,4,941,118,69,8,363,26,298,16,71,24,79,8,1083,114,77,7,347,21,310,17,59,14,56,7,1026,159,51,17,419,22,245,10,52,20,44,11,1058,423,99,16,852,63,472,40,77,50,80,9,2190,435,88,28,779,48,167,38,40,15,30,3,1666,364,44,15,461,44,76,19,22,12,24,0,1078,285,18,14,236,30,219,5,23,19,23,4,872,665,81,27,703,63,232,27,41
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS60,0,0,3,0,0,0,0,0,0,49,0,55,0,3,0,5,0,0,0,0,0,11,0,23,0,3,0,0,0,3,0,5,4,21,0,38,0,3,0,0,0,3,0,3,0,14,0,26,0,7,0,0,0,8,0,19,0,91,0,133,4,11,0,6,0,24,3,69,4,111,0,233,5,32,0,23,4,77,5,84,9,148,0,385,15,45,4,65,9,187,10,137,27,176,4,670,28,114,6,234,22,337,27,155,19,189,6,1139,97,128,9,448,40,329,23,125,16,162,3,1382,135,95,8,500,49,330,17,69,12,96,4,1318,206,82,6,547,48,259,19,60,12,84,6,1340,607,170,22,1208,151,367,51,78,21,115,8,2805,583,98,25,992,145,149,33,40,6,59,3,2123,460,53,10,634,79,69,17,26,4,26,3,1383,398,23,3,284,40,112,9,20,3,15,0,914,639,68,16,714,72,157,6,33
SOS61,4,3,0,5,0,3,0,0,3,27,0,46,0,0,0,0,0,6,0,5,0,15,0,27,0,0,0,0,0,7,0,9,3,32,0,55,4,0,0,3,0,0,0,5,0,13,0,31,7,5,0,8,0,8,0,27,3,160,0,222,3,8,0,7,0,24,3,87,7,136,4,285,8,49,0,33,0,93,4,142,13,272,6,632,22,67,0,98,14,296,15,197,36,274,10,1038,50,144,6,395,34,552,25,222,35,300,9,1776,134,152,14,704,68,535,28,122,49,200,11,2019,159,110,15,740,60,403,35,90,22,123,8,1759,244,85,5,783,57,315,30,61,26,82,5,1701,698,121,28,1290,140,409,50,64,32,85,8,2917,572,48,25,868,93,139,24,35,9,35,7,1855,411,28,18,431,57,46,16,8,3,18,0,1038,244,5,7,154,27,69,4,15,6,3,0,539,319,24,7,337,35,94,8,10
SOS62,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,5,0,6,0,3,0,0,0,0,0,3,0,9,0,23,0,3,0,7,0,6,3,14,0,21,0,55,3,3,0,6,0,15,3,18,3,34,0,79,11,14,0,22,0,41,3,32,5,36,0,158,14,23,0,48,5,97,3,31,9,35,5,268,16,16,5,93,7,72,3,28,6,25,3,283,23,12,3,114,14,65,3,17,8,14,6,282,29,15,3,121,14,50,12,7,3,11,0,267,91,25,9,164,23,72,8,16,4,11,4,426,76,13,3,152,14,23,0,3,0,6,0,289,64,7,4,57,10,3,0,0,0,6,0,152,31,3,0,26,0,18,0,4,0,0,0,93,57,4,3,47,3,10,4,3
SOS63,9,0,0,7,0,3,0,0,0,20,0,36,8,0,0,6,0,0,0,9,0,10,0,28,9,0,0,6,0,0,0,3,0,10,0,33,0,3,0,0,0,0,0,3,0,7,0,22,15,5,0,12,0,3,0,26,5,53,3,120,3,17,3,15,0,20,3,34,6,62,0,168,15,21,3,32,3,48,4,77,7,129,5,343,31,55,3,92,6,136,19,108,21,133,4,609,60,69,7,203,19,244,10,110,16,161,7,910,105,85,16,341,23,246,11,82,21,108,9,1045,108,60,5,435,27,180,23,51,18,48,6,963,141,65,9,371,36,158,18,28,8,55,8,899,397,90,17,726,68,211,25,52,5,49,12,1660,315,53,15,481,48,97,19,27,4,16,3,1089,234,21,11,263,24,31,12,8,0,16,3,623,151,13,3,108,21,44,8,3,3,6,0,348,216,16,12,218,18,62,8,5
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
