SUA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
5004,0,0,0,4,4,546,19,14,0,0,0,0,0,0,35,615,148,3,4,0,0,0,0,0,0,28,185,14,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,3,3,165,3,4,0,0,0,0,0,0,32,211,3744,420,553,103,109,96,106,74,14,169,5376,282,127,320,54,68,84,75,48,33,49,1129,13,6,20,7,15,16,12,12,12,25,137,3,3,4,0,0,0,0,0,0,0,8,296,134,343,62,83,94,84,65,49,71,1277,7,4,4,3,0,0,0,0,0,12,19,4041,551,900,168,186,190,188,137,57,251,6680
5005,0,0,0,0,3,100,5,0,0,0,0,0,0,0,4,105,36,0,0,0,0,0,0,0,0,7,47,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,14,51,775,113,138,41,27,39,10,21,5,59,1229,71,41,80,14,19,18,24,4,3,9,274,5,0,3,0,3,3,0,3,5,7,25,0,0,0,0,0,0,0,0,0,0,0,76,41,82,14,19,19,24,9,11,16,307,3,0,0,0,0,0,0,0,0,0,6,857,156,221,56,43,54,32,30,12,77,1536
5006,0,0,0,0,4,329,7,5,0,3,0,0,0,0,21,378,83,3,0,0,0,0,0,0,0,9,103,19,0,0,0,0,0,0,0,0,3,21,9,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,0,110,3,0,0,0,0,0,0,0,16,134,2257,285,448,152,152,75,58,53,16,125,3621,347,150,529,164,160,146,98,102,31,47,1764,75,10,21,3,5,7,8,16,16,14,178,7,0,3,3,3,0,0,0,0,0,22,424,160,555,165,164,149,112,119,53,60,1958,4,0,0,0,0,0,0,0,3,21,34,2684,446,1000,319,318,231,166,174,67,207,5611
5007,0,0,0,0,0,98,4,3,0,0,0,0,0,0,7,111,18,0,3,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,8,38,1652,425,1039,317,320,180,130,90,60,136,4331,343,261,866,264,282,184,134,137,63,56,2588,9,7,31,15,3,21,13,18,11,16,148,0,0,13,5,5,0,0,3,7,0,28,351,269,906,286,290,202,150,158,77,72,2765,7,0,3,0,0,0,0,0,0,15,19,2007,695,1952,601,614,382,274,243,138,224,7123
5008,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,713,209,424,118,131,105,74,25,19,98,1909,150,131,523,106,128,89,111,105,63,36,1453,4,3,12,6,7,5,16,14,20,8,93,0,0,3,0,7,0,0,0,0,0,13,159,131,532,115,146,98,123,128,85,47,1556,6,0,0,0,0,0,0,0,0,0,12,878,338,959,230,282,202,196,150,100,144,3475
5009,0,0,0,134,299,33723,1115,885,117,106,102,117,108,54,1403,37730,7606,222,130,12,13,6,10,13,4,709,8729,2654,41,27,4,5,3,3,0,0,230,2964,1657,40,39,8,12,5,0,3,0,152,1921,51,0,0,0,0,0,0,0,0,32,81,4361,79,63,12,13,6,7,9,6,413,4967,106,3,0,0,0,0,0,0,0,205,311,12069,300,197,25,29,15,12,17,12,1324,14009,215467,39028,59084,14332,16056,11124,8341,6774,3534,9287,383023,76538,30308,68324,13473,16901,15750,14653,13959,7824,5648,263380,13658,3184,7076,1479,2190,2601,2805,3667,2916,2914,42494,648,229,437,88,119,119,98,98,81,216,2135,90848,33716,75834,15037,19210,18472,17558,17728,10823,8780,308008,560,49,81,13,27,26,35,30,24,1197,2042,306875,72794,135000,29384,35300,29618,25939,24529,14380,19258,693073
5010,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,126,367,100,105,71,88,54,22,70,1598,169,122,357,84,112,108,90,86,28,37,1180,16,3,7,0,6,9,10,15,5,10,82,4,0,5,0,0,3,0,0,0,6,22,183,129,375,84,116,120,96,100,36,45,1285,0,0,3,0,0,3,0,0,0,3,11,783,252,744,184,221,194,184,154,55,121,2898
5011,0,0,0,0,3,162,5,4,0,0,0,0,5,0,36,215,27,0,0,0,0,0,0,0,0,25,50,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,32,66,1483,389,832,208,236,106,61,51,29,152,3549,126,75,191,30,34,26,6,36,19,23,555,4,0,3,3,3,6,3,0,8,13,41,0,0,0,0,0,0,0,0,0,3,9,133,74,195,32,33,27,9,32,31,36,607,8,0,3,0,0,0,0,0,0,8,21,1620,465,1030,235,275,128,77,90,60,201,4174
6000,0,0,0,0,13,1785,17,13,4,0,0,3,0,0,62,1889,323,4,3,0,0,0,0,3,0,21,355,52,0,0,0,0,0,0,0,0,3,56,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,3,380,4,7,0,0,0,0,3,0,31,429,10775,796,758,124,105,103,96,107,57,480,13405,1139,222,313,56,76,63,75,99,45,71,2162,60,11,8,10,8,6,12,35,16,28,189,8,3,3,0,0,0,0,0,0,3,19,1205,234,323,64,84,69,88,129,63,106,2370,41,4,0,0,0,0,0,0,3,16,57,12015,1034,1084,183,194,177,185,238,124,603,15836
6001,0,0,0,0,0,293,4,0,0,0,0,0,0,0,22,321,62,0,0,0,0,0,0,0,0,10,69,6,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,16,90,1343,67,98,30,13,17,15,19,11,70,1683,164,54,111,20,46,24,18,19,17,18,489,13,0,5,0,0,0,0,3,3,6,34,0,0,0,0,0,0,0,0,0,4,6,172,55,110,20,50,28,21,26,21,25,525,7,0,0,0,0,0,0,0,0,0,10,1523,117,217,51,63,45,35,40,33,97,2217
6002,0,0,0,0,0,302,0,0,0,0,0,0,0,0,17,317,105,0,0,0,0,0,0,0,0,6,110,10,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,3,126,1491,93,100,17,15,4,10,8,4,49,1797,189,40,101,27,31,26,23,41,16,14,510,16,3,5,3,7,0,13,18,7,13,96,5,0,3,0,0,0,0,0,0,0,11,210,45,113,32,38,22,30,55,25,33,611,11,0,0,0,0,0,0,0,0,3,10,1710,140,214,47,55,30,45,68,26,86,2424
6003,0,0,0,9,15,2472,33,26,5,5,8,9,12,11,103,2676,674,10,6,0,0,0,0,0,0,70,766,251,0,0,0,0,0,0,0,0,21,274,59,4,3,0,0,5,0,0,0,11,84,3,0,0,0,0,0,0,0,0,0,8,316,3,0,0,0,6,0,0,0,32,360,3,0,0,0,0,0,0,0,0,7,13,990,8,11,3,4,6,0,0,0,110,1138,12167,1170,1236,274,238,240,231,216,159,524,16455,3129,1111,2189,433,577,687,765,874,554,311,10626,337,104,233,87,111,184,214,222,251,162,1903,36,10,13,3,0,8,9,12,7,16,113,3500,1223,2437,529,687,876,989,1106,816,488,12636,33,0,0,0,0,0,3,0,0,49,84,15694,2392,3673,804,927,1116,1220,1323,970,1058,29183
6004,0,0,0,3,7,832,12,9,4,3,4,3,0,7,38,910,262,0,3,0,0,0,0,0,0,28,297,79,0,0,0,0,0,0,0,0,7,90,17,0,3,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,97,0,3,3,0,0,0,0,0,11,111,7,0,0,0,0,0,0,0,0,4,8,365,0,4,4,0,0,0,0,0,45,417,4335,375,468,76,80,60,95,94,51,182,5818,813,323,766,193,206,306,305,274,226,111,3516,71,26,138,73,56,159,157,96,151,77,1000,5,0,4,3,0,0,3,3,7,3,32,894,348,906,264,266,469,463,371,380,193,4550,16,0,3,5,0,0,0,0,0,19,44,5243,719,1377,343,341,528,563,467,434,393,10411
6005,0,0,0,3,5,204,3,0,0,0,0,0,0,0,9,221,50,0,0,0,0,0,0,0,0,3,51,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,59,0,0,0,0,0,0,0,0,9,64,816,49,36,4,13,14,8,7,3,40,983,94,7,23,0,10,11,7,8,6,0,171,5,3,0,0,0,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,105,10,27,0,10,11,8,8,8,4,184,3,0,0,0,0,0,0,0,0,6,7,925,55,57,3,28,20,10,13,13,49,1175
7000,0,0,0,0,0,151,0,0,0,0,0,0,0,0,9,169,10,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,2103,275,415,97,102,103,106,133,82,199,3616,561,194,487,131,127,106,109,170,120,175,2186,101,11,40,6,8,32,18,23,29,59,337,6,0,11,5,0,3,5,3,8,3,40,663,208,533,144,133,141,137,197,159,239,2563,7,0,0,0,0,0,0,0,3,30,42,2777,486,949,238,236,240,248,334,245,465,6221
7001,0,0,0,0,0,113,3,0,0,0,0,3,0,4,4,130,20,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,37,1352,261,349,106,178,135,212,214,136,89,3036,360,292,859,139,181,170,165,176,84,68,2508,34,7,21,11,5,17,22,44,26,23,218,3,0,8,0,0,4,5,0,0,4,32,400,308,892,150,190,185,189,223,116,105,2753,3,3,0,0,0,0,0,0,0,3,13,1751,575,1246,255,366,327,401,434,252,198,5796
7002,0,0,0,3,4,905,12,13,3,8,4,3,0,4,47,1007,105,3,0,0,0,0,0,0,0,11,120,47,0,0,0,0,0,0,0,0,6,52,45,3,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,3,3,91,3,0,0,0,0,0,0,0,6,105,0,0,0,0,0,0,0,0,0,6,6,193,6,3,0,0,0,3,0,0,18,226,6818,1031,1862,523,640,506,447,477,267,484,13053,4115,1319,4811,946,1146,1277,1254,1414,811,510,17613,787,112,371,74,102,161,183,236,223,188,2432,51,9,38,6,9,14,7,15,7,14,168,4951,1440,5229,1031,1255,1453,1441,1658,1037,709,20204,11,4,3,0,3,3,0,0,3,95,129,11785,2476,7092,1555,1891,1965,1886,2141,1313,1283,33384
8000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,90,11,15,0,3,3,4,10,0,6,137,22,3,14,4,0,0,15,3,8,0,82,0,0,0,0,0,0,0,5,4,0,16,3,0,0,0,0,0,0,0,0,0,3,25,4,18,4,3,3,15,7,15,5,101,0,0,0,0,0,0,0,0,0,6,6,115,24,31,7,8,3,16,19,15,12,247
8001,0,0,0,15,23,5698,70,93,15,17,14,16,12,8,189,6133,1071,8,5,0,0,0,0,0,0,77,1170,639,7,0,0,0,0,3,0,0,42,691,367,10,9,0,0,0,0,3,0,29,417,7,0,0,0,0,0,0,0,0,3,14,1021,14,12,0,0,0,3,4,0,72,1128,7,0,0,0,0,0,0,0,0,33,42,2103,25,18,0,0,0,3,4,0,180,2339,29255,3385,3526,1060,1027,869,945,960,524,1092,42637,20367,7917,12503,2485,2717,2994,3742,4123,2527,1296,60668,2662,588,1137,244,342,434,672,786,715,539,8107,176,41,69,8,7,19,23,24,18,26,426,23201,8544,13706,2743,3066,3447,4437,4936,3265,1860,69198,56,10,14,0,0,3,9,5,3,167,266,52518,11936,17247,3802,4096,4313,5389,5894,3790,3118,112101
9000,0,0,0,0,0,53,0,0,0,0,0,3,0,0,3,60,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,12,274,45,53,6,8,8,14,8,8,32,454,267,52,72,17,11,14,20,25,18,63,555,164,9,15,0,0,4,5,7,3,18,229,3,0,0,0,0,0,0,0,0,4,4,428,54,97,17,10,16,29,33,23,86,789,0,0,0,0,0,0,0,0,0,225,231,706,98,142,23,18,26,42,41,30,340,1480
