SUA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
3001,77189,3113,24,24,3161,105,80465,4995,18836,898,94,19830,25,24845,101,2106,1284,32,3419,5,3517,51,104,6,60,173,3,226,5139,21043,2180,186,23417,29,28590,106,32,4,0,37,129,271,82440,24193,2215,216,26617,271,109327,80149,2543,30,26,2604,100,82851,4149,15596,788,90,16468,24,20647,82,1699,1331,16,3050,3,3138,47,79,9,52,142,3,187,4278,17374,2125,161,19665,27,23976,120,23,4,0,26,147,293,84549,19944,2160,191,22293,271,107113,44924,1213,14,14,1240,56,46215,1895,7609,479,43,8120,6,10026,45,904,895,8,1812,3,1863,23,43,7,32,83,0,105,1970,8557,1376,86,10014,12,11993,62,12,0,0,12,80,153,46950,9781,1394,95,11263,148,58364,27912,674,13,14,705,29,28645,1143,4469,333,22,4824,8,5971,33,567,621,5,1194,0,1226,15,23,4,14,41,0,54,1185,5055,955,48,6061,9,7256,29,5,0,0,5,35,69,29127,5741,976,58,6772,75,35973,36030,878,14,18
3002,2181,45,0,0,45,3,2230,69,139,0,0,135,0,205,0,16,3,0,21,0,18,0,5,0,0,5,0,5,65,150,4,0,163,0,226,3,0,0,0,0,6,11,2247,197,4,0,205,12,2467,2509,34,0,0,34,3,2549,56,114,9,0,121,0,183,0,8,4,0,15,0,15,0,0,0,0,0,0,0,58,126,11,0,140,0,198,0,0,0,0,0,5,11,2573,157,11,0,171,9,2753,1386,13,0,0,13,7,1407,41,75,0,0,77,0,120,0,7,0,0,6,0,6,0,0,0,0,0,0,0,41,75,3,0,81,0,123,0,0,0,0,0,3,4,1429,93,3,0,93,5,1531,949,10,0,0,10,0,957,28,29,4,0,33,0,57,3,4,0,0,4,0,5,0,0,0,0,0,0,0,26,32,4,0,35,0,67,3,0,0,0,0,0,3,980,44,4,0,46,5,1025,1232,15,0,0
3003,4357,156,3,3,162,8,4529,423,881,55,4,938,0,1358,15,122,128,4,253,0,265,3,0,0,0,4,0,12,437,1008,176,10,1197,0,1633,14,0,0,0,3,8,28,4808,1165,181,14,1358,19,6189,4734,154,4,3,162,13,4901,378,724,42,3,768,0,1148,6,66,90,0,161,0,172,3,6,0,11,17,0,18,390,801,138,12,944,0,1335,10,0,0,0,0,3,16,5131,955,141,15,1108,16,6249,2712,83,3,3,83,3,2803,192,391,22,3,412,3,609,0,34,64,0,99,0,101,4,3,0,7,9,0,13,192,427,83,4,517,3,717,3,0,0,0,0,3,9,2914,507,83,8,606,10,3530,1671,47,3,3,52,3,1727,132,219,11,0,236,0,367,4,21,41,0,59,0,62,0,0,0,0,0,0,3,137,238,58,3,299,0,432,5,0,0,0,0,8,7,1810,281,59,4,346,12,2171,2085,65,0,0
3004,820,7,0,0,7,4,828,26,52,0,0,52,0,74,3,9,0,0,9,0,5,0,0,0,0,0,0,0,28,57,0,0,59,0,86,9,0,0,0,0,0,11,851,65,0,0,64,6,923,739,14,0,0,14,4,753,12,58,0,0,56,0,71,0,0,3,0,6,0,4,0,0,0,0,0,0,0,13,59,5,0,60,0,78,4,0,0,0,0,0,6,758,69,5,0,74,3,841,381,7,0,0,7,0,392,3,33,0,0,33,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,30,0,35,3,0,0,0,0,3,6,389,33,0,0,33,3,430,229,3,0,0,3,0,237,4,17,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,17,0,22,0,0,0,0,0,0,0,235,21,0,0,21,0,257,240,3,0,0
3005,2017,42,0,0,41,0,2061,65,263,3,0,266,0,324,0,20,0,0,21,0,19,0,3,0,0,3,0,3,67,283,3,0,289,0,347,0,0,0,0,0,7,10,2080,328,3,3,331,3,2418,1999,39,0,0,39,3,2038,53,256,0,0,256,0,310,0,16,0,0,15,0,21,0,3,0,0,3,0,3,54,273,4,0,277,0,331,5,0,0,0,0,0,7,2061,308,4,0,316,3,2374,1159,10,0,0,10,6,1174,27,112,0,0,116,0,147,0,9,0,0,9,0,10,0,3,0,0,3,0,3,33,126,0,0,127,0,157,3,0,0,0,0,4,7,1192,142,0,0,140,10,1341,730,7,0,0,7,8,744,19,66,4,0,66,0,88,0,3,0,0,5,0,5,0,3,0,0,3,0,3,19,70,3,0,78,0,101,0,0,0,0,0,4,4,747,82,3,0,87,8,847,865,12,0,0
3006,21555,753,4,9,764,27,22354,1370,2908,141,17,3066,12,4450,29,271,121,3,392,0,424,10,14,0,3,16,0,31,1418,3198,258,24,3474,12,4901,24,3,0,0,3,27,58,22992,3954,266,32,4249,70,27313,21958,644,4,3,660,40,22654,1264,2421,117,13,2547,8,3815,24,226,105,3,332,0,360,13,9,0,4,16,0,29,1298,2656,219,18,2896,8,4203,26,4,0,0,4,37,61,23278,3304,223,22,3557,82,26913,12288,343,4,3,351,15,12652,596,1208,70,8,1284,6,1885,22,98,61,0,166,0,183,5,10,0,3,13,0,20,624,1312,138,9,1462,6,2094,18,3,0,0,3,24,48,12932,1661,144,13,1813,39,14787,7733,204,3,0,208,14,7949,377,751,48,0,800,0,1186,10,70,41,0,112,0,120,0,0,0,0,3,0,4,389,821,91,0,912,0,1300,8,0,0,0,0,7,17,8124,1024,94,4,1124,21,9273,10111,218,3,3
3007,763,3,0,0,3,0,767,19,16,3,0,18,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,3,0,23,0,43,3,0,0,0,0,3,3,788,23,3,0,26,3,817,766,0,0,0,0,3,768,22,15,0,0,19,0,40,3,3,0,0,3,0,7,0,0,0,0,0,0,0,27,20,0,0,20,0,48,3,0,0,0,0,3,3,795,22,0,0,23,3,823,496,0,0,0,0,0,497,14,11,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,10,0,21,0,0,0,0,0,0,0,508,7,0,0,13,0,519,308,4,0,0,4,0,313,7,8,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,10,0,14,0,0,0,0,0,0,0,319,14,0,0,12,0,328,345,3,0,0
3008,1439,27,0,0,27,6,1469,39,89,0,0,94,0,127,0,3,3,0,9,0,8,0,0,0,0,0,0,0,41,95,3,0,101,0,138,0,0,0,0,0,0,4,1484,119,3,0,127,5,1609,1666,20,0,0,20,3,1683,56,88,0,0,91,0,144,4,6,3,0,6,0,7,0,0,0,0,0,0,0,54,87,3,0,93,0,146,0,0,0,0,0,4,4,1716,111,3,0,114,6,1836,1019,17,0,0,17,0,1036,32,32,0,0,30,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0,0,30,0,64,0,0,0,0,0,0,0,1054,44,0,0,45,0,1102,638,9,0,0,9,5,653,14,18,0,0,19,0,34,0,6,0,0,6,0,4,0,0,0,0,0,0,0,16,25,0,0,21,0,40,0,0,0,0,0,0,0,653,32,0,0,37,5,696,811,16,0,0
3009,426,9,0,0,10,4,444,13,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,20,0,33,0,0,0,0,0,3,3,445,23,4,0,27,8,473,454,6,0,0,6,0,456,8,16,0,0,16,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,20,0,0,18,0,31,6,0,0,0,0,0,6,469,24,0,0,24,0,489,252,5,0,0,5,3,254,3,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,14,0,0,0,0,0,0,0,254,9,0,0,9,3,271,160,3,0,0,3,0,166,3,7,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,5,0,0,0,0,0,0,0,163,6,0,0,6,0,169,163,0,0,0
3010,2991,57,0,0,60,4,3050,122,327,6,3,335,0,462,3,28,7,0,36,0,40,6,0,0,0,0,0,4,131,358,12,3,375,0,507,4,3,0,0,3,8,16,3123,420,12,3,437,13,3570,2983,34,4,4,35,7,3020,89,282,12,0,295,0,384,4,22,6,0,21,0,28,0,4,0,0,3,0,5,96,307,15,0,327,0,417,3,0,0,0,0,10,9,3076,337,20,3,359,9,3452,1694,21,0,0,21,0,1718,35,164,0,0,165,0,204,5,20,3,0,25,0,26,0,0,0,0,0,0,0,43,183,5,0,190,0,230,0,0,0,0,0,0,0,1739,208,5,0,216,6,1954,1048,13,0,0,13,0,1062,29,102,0,0,103,0,137,0,3,3,0,5,0,10,0,0,0,0,0,0,0,34,103,3,0,112,0,141,0,0,0,0,0,0,0,1078,114,3,0,119,0,1200,1365,21,0,0
3011,837,4,0,0,4,0,839,25,26,0,0,26,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,21,0,0,21,0,51,0,0,0,0,0,6,7,862,28,0,0,28,6,896,941,4,0,0,4,3,943,30,20,0,0,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,20,0,46,0,0,0,0,0,6,7,969,24,0,0,24,8,997,582,3,0,0,3,0,592,10,11,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,0,9,0,23,0,0,0,0,0,0,0,593,16,3,0,14,0,608,393,6,0,0,6,0,400,9,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,10,0,0,0,0,0,0,0,400,9,0,0,9,0,411,469,0,0,0
3012,940,21,0,0,21,0,967,46,130,0,0,130,3,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,132,0,0,132,3,177,6,0,0,0,0,3,5,988,148,0,0,154,7,1143,730,13,0,0,13,0,746,26,110,0,0,110,0,137,0,3,0,0,3,0,3,0,0,0,0,0,0,4,28,115,0,3,120,0,145,0,0,0,0,0,3,3,759,131,0,3,132,3,899,423,7,0,0,7,0,431,13,61,0,0,59,0,77,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,59,0,0,65,0,81,3,0,0,0,0,4,6,441,69,0,0,71,4,512,226,4,0,0,4,0,230,10,29,0,0,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,3,0,36,0,41,0,0,0,0,0,0,3,233,34,3,0,35,0,278,240,4,0,0
3013,3043,50,0,0,50,4,3098,82,275,15,0,294,0,379,4,16,35,0,46,0,52,0,0,0,0,0,0,0,88,291,52,0,339,0,432,8,0,0,0,0,0,8,3136,345,52,0,393,8,3533,3048,41,0,0,41,5,3090,69,233,8,0,241,0,312,0,22,30,0,48,0,51,4,0,0,0,0,0,4,73,257,34,0,292,0,366,6,0,0,0,0,3,5,3121,301,34,0,337,8,3468,1594,16,0,0,22,3,1613,29,119,5,0,124,0,155,0,9,28,0,42,0,42,3,0,0,0,0,0,3,34,129,39,0,162,0,196,3,0,0,0,0,0,0,1627,149,39,0,187,0,1819,1058,8,0,0,11,3,1072,10,63,4,0,68,0,83,0,15,22,0,35,0,35,0,0,0,0,0,0,0,10,74,21,0,99,0,110,4,0,0,0,0,0,4,1073,82,21,0,111,3,1190,1288,11,0,0
3014,10504,207,0,0,211,11,10727,499,637,20,3,657,0,1154,5,47,15,0,63,0,70,5,0,0,3,4,0,12,511,690,29,7,721,3,1234,22,3,0,0,3,9,29,11041,899,28,7,933,24,11997,12097,242,4,0,247,17,12357,434,592,19,4,610,0,1043,11,27,6,0,34,0,44,7,3,0,0,3,0,7,451,617,24,4,642,0,1093,14,4,0,0,4,9,31,12568,858,27,4,888,31,13486,7268,129,7,0,132,10,7410,196,317,7,0,328,0,523,5,16,4,0,20,0,31,3,0,0,0,0,0,6,210,330,14,3,349,0,555,9,0,0,0,0,7,20,7486,460,21,3,481,14,7980,4608,73,0,0,73,10,4682,129,174,4,0,173,0,304,3,16,3,0,17,0,16,0,0,0,0,0,0,0,138,186,5,0,187,0,327,3,0,0,0,0,7,7,4749,258,5,0,263,10,5017,5760,80,0,0
3015,5217,57,0,3,64,8,5293,113,620,14,0,632,0,751,0,102,41,0,148,0,148,0,4,0,0,3,7,8,113,726,54,0,788,7,903,16,0,0,0,0,10,31,5345,790,54,6,848,26,6219,5612,61,0,4,59,10,5689,111,489,23,0,514,0,618,0,78,45,0,120,0,120,0,3,0,3,10,0,10,111,573,62,3,644,0,754,15,0,0,0,0,5,16,5735,637,64,9,707,13,6452,3141,27,3,0,27,11,3174,58,243,15,0,256,0,308,0,41,32,0,77,0,72,0,0,0,4,3,0,3,57,283,45,4,331,0,390,10,0,0,0,0,0,8,3204,310,49,4,360,7,3576,2009,24,0,3,30,3,2034,33,147,6,0,157,0,189,0,12,24,0,36,0,36,0,0,0,0,0,0,5,33,167,29,0,190,0,231,7,0,0,0,0,0,5,2049,190,30,3,223,4,2268,2552,27,0,3
3016,6876,127,9,0,134,11,7021,254,616,16,0,640,0,889,5,68,40,0,108,0,115,3,0,0,3,7,0,10,266,692,55,7,755,0,1019,6,0,0,0,0,14,25,7146,821,68,7,887,27,8062,6579,102,0,7,102,7,6695,220,560,25,0,582,0,800,7,48,64,0,109,0,118,3,10,0,8,11,0,21,226,610,84,11,709,0,934,8,0,0,0,0,11,23,6817,713,83,15,809,18,7646,3665,68,0,0,67,0,3734,105,313,15,0,326,0,431,3,32,44,0,68,0,74,0,0,0,4,6,0,3,109,344,51,4,401,0,508,3,0,0,0,0,3,11,3781,408,54,4,465,3,4251,2318,34,0,3,37,0,2361,82,196,9,0,201,0,283,4,16,27,0,50,0,50,0,0,0,0,5,0,5,81,216,35,5,253,0,335,3,0,0,0,0,4,13,2408,246,35,6,288,5,2699,2931,54,0,0
3017,584,10,0,0,10,3,601,15,19,0,0,25,0,40,0,0,3,0,3,0,5,0,0,0,3,3,0,3,20,26,6,3,29,0,47,0,0,0,0,0,0,0,604,35,6,3,44,3,650,590,5,0,0,5,0,598,3,23,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,23,0,3,29,0,32,0,0,0,0,0,0,0,597,29,0,3,37,0,628,349,3,0,0,3,0,357,0,15,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,15,0,4,15,0,16,0,0,0,0,0,0,0,351,21,0,4,19,0,372,231,4,0,0,4,0,236,3,6,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10,0,13,0,0,0,0,0,0,0,234,13,0,0,14,0,253,315,3,0,0
3018,636,7,0,0,7,0,636,21,21,0,0,20,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,25,0,44,3,0,0,0,0,0,3,658,28,0,0,30,0,683,638,4,0,0,4,0,644,11,26,0,0,29,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,26,3,4,33,0,45,3,0,0,0,0,0,3,655,34,3,4,42,0,696,377,3,0,0,3,0,381,9,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,6,0,13,0,0,0,0,0,0,0,383,10,0,0,15,0,402,257,3,0,0,3,3,265,0,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,14,0,0,0,0,0,0,0,257,9,0,0,9,3,276,329,3,0,0
4000,9731,87,0,8,93,34,9857,204,469,8,3,487,0,685,0,40,17,0,55,0,59,3,0,0,0,0,0,7,205,506,31,7,544,0,750,30,0,0,0,0,39,74,9969,596,31,9,643,70,10683,10596,88,0,5,98,41,10729,164,450,15,4,470,0,636,3,32,23,0,52,0,58,3,0,0,4,4,0,6,166,480,39,10,528,0,694,26,0,0,0,0,35,58,10790,572,39,8,625,69,11483,6187,51,3,0,56,12,6253,95,253,3,0,257,0,347,0,21,26,0,46,0,46,0,0,0,3,3,0,3,95,275,31,3,306,0,399,8,0,0,0,0,25,36,6283,325,33,4,359,43,6686,3968,34,0,0,37,15,4017,56,152,7,3,157,0,209,0,8,10,0,17,0,17,0,4,0,0,4,0,3,57,156,15,7,179,0,236,9,0,0,0,0,14,18,4035,191,15,10,216,25,4276,5118,46,0,0
4001,38208,1525,16,22,1560,53,39825,2273,12373,589,77,13035,0,15311,36,1609,922,17,2541,3,2580,29,63,9,35,112,0,141,2342,14047,1515,124,15684,6,18029,58,19,0,0,26,73,154,40611,15588,1532,147,17268,135,58011,38419,1272,33,8,1314,52,39786,1942,9931,459,50,10442,4,12391,43,1285,1007,3,2293,3,2342,18,59,11,27,95,0,107,2003,11277,1477,83,12834,5,14839,62,23,0,0,23,87,171,40477,12578,1508,92,14172,143,54794,21590,653,14,3,668,26,22286,954,4894,274,25,5198,0,6149,16,640,702,0,1347,3,1361,14,30,6,19,55,0,72,979,5564,988,48,6598,7,7585,44,11,0,0,10,37,83,22613,6226,995,56,7276,68,29957,13930,383,11,11,403,16,14348,569,2882,154,17,3058,8,3634,9,448,459,9,915,0,924,4,16,0,14,35,0,33,578,3348,619,32,4000,6,4589,21,4,0,0,4,22,47,14521,3733,630,47,4409,47,18975,19179,536,12,10
4002,1118,15,0,0,15,0,1140,16,76,7,0,78,0,98,0,17,17,0,41,0,40,0,0,0,0,0,0,0,20,97,25,0,116,0,138,0,0,0,0,0,7,4,1139,109,25,0,135,7,1278,1168,8,0,3,12,0,1177,23,59,4,0,63,0,84,0,12,32,0,42,0,46,0,3,0,0,4,0,4,25,72,39,0,103,0,135,4,0,0,0,0,0,4,1196,81,39,3,114,0,1311,665,4,0,0,4,0,678,18,30,11,0,35,0,58,0,10,15,0,26,0,26,0,0,0,0,0,0,0,18,40,28,0,62,0,81,0,0,0,0,0,0,0,684,41,28,0,71,0,756,454,3,0,0,3,0,456,5,20,3,0,26,0,28,0,0,10,0,9,0,9,0,0,0,0,0,0,0,5,21,14,0,33,0,41,0,0,0,0,0,0,0,458,31,14,0,42,0,495,555,6,0,0
4003,536,6,0,0,6,0,544,9,74,4,0,79,0,89,0,24,12,0,34,0,35,0,0,0,0,0,0,0,14,94,14,0,110,0,124,5,0,0,0,0,0,10,556,100,14,0,116,0,679,505,3,0,0,3,0,508,10,79,0,0,75,0,83,0,12,7,3,21,0,21,0,0,0,0,0,0,0,10,92,12,3,103,0,108,9,0,0,0,0,3,10,517,91,12,3,105,3,629,273,0,0,0,0,0,275,9,55,0,0,55,0,64,0,4,6,0,7,0,7,0,0,0,0,0,0,0,9,56,6,0,67,0,74,0,0,0,0,0,0,0,289,58,6,0,64,0,352,181,0,0,0,0,0,179,3,29,0,0,28,0,31,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,30,4,0,33,0,32,0,0,0,0,0,0,0,181,30,4,0,36,0,217,262,0,0,0
4004,434,0,0,0,0,0,436,11,30,3,0,33,0,43,0,8,0,0,8,0,8,0,0,0,0,0,0,0,11,35,3,0,34,0,49,3,0,0,0,0,8,15,448,38,3,0,43,8,501,423,8,0,0,8,0,433,8,25,3,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,3,0,28,0,32,0,0,0,0,0,3,10,430,32,3,0,32,3,473,250,0,0,0,0,0,251,4,11,3,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,15,0,17,0,0,0,0,0,4,8,254,18,3,0,15,7,276,145,0,0,0,0,4,143,6,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,11,0,10,0,0,0,0,0,0,0,149,7,0,0,7,4,162,180,0,0,0
4005,614,12,0,0,10,3,630,24,27,0,0,27,0,47,3,3,0,0,3,0,3,0,0,0,0,0,0,0,26,29,0,0,29,0,52,3,0,0,0,0,3,8,642,36,0,0,38,9,689,645,12,0,0,12,3,664,13,20,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,20,0,28,0,0,0,0,0,0,0,659,33,0,0,33,3,696,335,5,0,0,5,0,342,9,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,11,0,0,0,0,0,0,0,339,13,0,0,13,0,356,222,3,0,0,3,0,225,5,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,9,0,0,0,0,0,0,0,228,13,0,0,13,0,237,294,6,0,0
