SUA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5010,..,28,49,15,18,8,4,0,0,119,..,40,91,47,54,56,24,13,0,324,30,32,31,19,30,17,10,0,0,170,1354,652,1274,869,690,369,105,33,5,5351,..,45,1043,1053,802,439,100,11,3,3503,..,250,709,354,215,103,19,4,0,1662,..,21,97,81,84,38,14,14,3,366,2762,..,..,..,..,..,..,..,..,2762,..,301,..,..,..,..,..,..,..,301,..,281,99,22,17,3,0,0,0,432,..,96,55,26,43,38,17,7,0,279,..,36,55,14,24,19,3,0,0,154,..,60,117,43,59,35,8,0,0,332,..,90,233,160,189,161,66,29,4,942,62,57,76,58,62,51,22,4,0,384,2820,1249,2480,1822,1502,892,252,71,13,11100
5011,..,21,38,4,11,11,5,3,0,98,..,16,34,21,45,65,91,50,13,339,21,27,21,3,10,15,3,7,0,102,1231,607,868,743,709,528,438,165,36,5324,..,47,622,886,862,605,600,217,20,3854,..,125,432,235,193,91,31,8,3,1114,..,29,101,133,128,55,18,14,4,494,2587,..,..,..,..,..,..,..,..,2587,..,442,..,..,..,..,..,..,..,442,..,372,106,45,19,11,0,0,0,550,..,37,18,10,20,29,20,22,13,166,..,43,32,18,6,9,7,3,0,110,..,49,86,14,24,24,15,8,0,219,..,38,86,91,142,141,137,75,23,732,36,37,36,13,14,22,8,8,0,176,2622,1211,1516,1450,1408,986,837,357,62,10443
6000,..,179,142,112,180,301,180,63,7,1161,..,196,352,363,1028,1828,1976,1448,599,7788,271,378,234,180,246,434,367,131,33,2287,11852,6558,6513,7862,10453,11248,8514,3711,1064,67778,..,339,4536,7971,11537,13868,11130,4210,621,54206,..,1411,3287,2901,2951,2136,954,182,34,13852,..,268,963,1432,1471,736,375,311,168,5723,23897,..,..,..,..,..,..,..,..,23897,..,5147,..,..,..,..,..,..,..,5147,..,4240,1459,686,508,247,35,0,0,7177,..,427,179,89,184,302,252,200,113,1756,..,351,166,111,111,92,38,25,8,895,..,398,343,254,440,584,413,138,27,2586,..,438,980,1248,2700,4054,3802,2327,902,16460,553,796,601,455,557,789,717,242,53,4759,24455,13801,12506,15138,20455,22811,17716,7636,1928,136446
6001,..,80,44,20,42,32,14,6,3,240,..,95,104,107,256,405,414,434,206,2020,54,76,48,21,36,48,50,29,15,381,2244,1506,1427,1446,1780,1722,1386,885,310,12696,..,71,903,1346,1739,1851,1625,826,153,8514,..,398,709,460,403,241,85,24,3,2323,..,91,286,369,382,122,59,54,48,1408,4405,..,..,..,..,..,..,..,..,4405,..,1083,..,..,..,..,..,..,..,1083,..,778,227,121,88,49,14,0,0,1275,..,98,34,16,33,41,62,28,10,323,..,66,37,28,11,8,5,4,0,157,..,156,113,42,85,63,33,12,3,511,..,191,270,288,534,724,640,610,256,3518,105,158,117,64,82,96,82,49,22,763,4510,3089,2687,2731,3353,3196,2611,1603,493,24268
6002,..,78,69,25,49,50,30,15,3,320,..,78,128,107,259,406,496,442,232,2149,65,79,63,23,41,55,72,32,17,443,2547,1610,1554,1693,1910,1837,1669,939,372,14141,..,88,954,1561,1868,2072,1911,857,195,9507,..,374,719,506,393,235,105,28,3,2367,..,108,308,457,401,148,63,84,30,1600,4993,..,..,..,..,..,..,..,..,4993,..,1120,..,..,..,..,..,..,..,1120,..,853,321,118,105,61,12,0,0,1475,..,93,45,28,50,56,65,37,26,397,..,74,56,30,26,16,11,0,0,206,..,161,170,67,104,97,61,19,5,685,..,140,304,307,557,711,737,604,318,3677,112,143,133,65,88,100,107,60,23,827,5107,3155,3001,3144,3588,3490,3068,1686,603,26850
6003,..,1252,1025,250,291,313,152,76,22,3378,..,458,1061,961,1497,2652,2888,2480,1379,13374,342,531,349,196,215,308,261,145,55,2405,17013,11533,12600,12507,12992,12660,9457,5400,2151,96314,..,408,7700,12530,13515,13840,10739,5000,1115,64843,..,2196,5880,3772,3224,1966,798,175,28,18040,..,453,1623,2510,2805,1371,586,384,254,9982,34319,..,..,..,..,..,..,..,..,34319,..,9104,..,..,..,..,..,..,..,9104,..,5136,2579,964,630,363,52,3,0,9733,..,965,513,217,270,503,399,329,161,3359,..,754,587,179,152,97,49,15,4,1836,..,2560,2442,654,606,639,329,146,44,7416,..,887,2296,2287,3221,4624,4373,3378,1866,22935,680,1009,832,477,450,532,450,242,76,4746,34993,23469,24461,23575,24876,23943,17780,9678,3543,186311
6004,..,511,287,74,100,130,77,40,7,1218,..,326,430,405,664,1141,1234,1129,576,5900,126,254,140,79,103,140,135,74,34,1081,6969,5151,4801,4954,5412,4959,3860,2345,909,39361,..,282,3217,5039,5714,5546,4347,1996,462,26593,..,1111,2162,1358,1072,553,241,61,10,6570,..,224,661,1017,1137,480,233,185,102,4029,13976,..,..,..,..,..,..,..,..,13976,..,3631,..,..,..,..,..,..,..,3631,..,2334,902,390,281,137,21,0,0,4070,..,474,198,64,120,168,170,105,58,1359,..,292,138,59,49,38,12,8,5,594,..,1181,739,216,213,236,166,69,11,2827,..,618,1021,985,1459,1931,1859,1523,780,10175,256,489,339,175,224,218,218,124,44,2092,14230,10645,9370,9297,10261,9308,7267,4061,1475,75922
6005,..,19,17,3,20,25,11,8,3,113,..,22,46,43,108,198,255,233,124,1038,16,25,11,8,26,38,41,22,3,199,1110,682,635,735,960,1005,882,526,173,6706,..,28,430,746,1036,1235,1051,520,90,5142,..,141,280,183,185,104,43,16,0,961,..,22,112,191,193,64,41,39,22,681,2267,..,..,..,..,..,..,..,..,2267,..,522,..,..,..,..,..,..,..,522,..,461,120,66,54,29,3,0,0,742,..,59,13,8,21,31,23,11,7,173,..,35,21,4,7,3,4,0,0,82,..,45,43,11,35,46,28,17,7,228,..,65,131,125,229,352,376,328,154,1760,41,63,48,21,46,61,62,27,10,384,2301,1437,1201,1370,1802,1940,1635,963,290,12937
7000,..,109,146,54,78,79,28,11,3,510,..,74,225,162,303,372,217,68,10,1430,245,232,215,147,160,152,59,20,0,1235,8427,4832,5568,4697,4285,2966,1291,380,68,32515,..,1326,4212,4535,4092,2839,1257,256,29,18552,..,704,1989,1563,1225,597,204,27,4,6318,..,300,739,821,757,446,228,100,19,3417,17039,..,..,..,..,..,..,..,..,17039,..,1724,..,..,..,..,..,..,..,1724,..,2872,1196,403,204,42,4,0,0,4716,..,1823,1121,741,766,596,365,169,41,5609,..,257,171,125,118,101,37,10,0,818,..,253,372,157,199,175,76,23,3,1257,..,202,570,496,833,944,581,160,15,3795,507,459,418,308,310,278,123,29,3,2448,17547,9920,10775,9147,8508,6028,2876,780,123,65700
7001,..,85,219,61,59,57,20,4,0,514,..,53,128,127,198,263,168,91,40,1069,47,53,65,50,51,43,18,10,0,336,2252,1107,1868,1607,1644,1283,516,211,68,10547,..,79,1199,1567,1637,1296,512,145,20,6459,..,268,789,504,431,269,64,13,0,2334,..,53,178,265,242,117,45,19,11,928,4515,..,..,..,..,..,..,..,..,4515,..,686,..,..,..,..,..,..,..,686,..,592,215,87,33,18,0,0,0,948,..,158,116,74,77,95,55,37,15,619,..,102,112,44,39,13,11,0,0,332,..,174,410,140,130,96,33,6,3,1002,..,115,307,270,449,503,310,150,52,2151,91,116,128,89,90,82,32,8,0,648,4603,2348,3447,3035,3139,2495,1069,387,103,20624
7002,..,459,964,267,250,198,88,27,3,2270,..,155,506,531,569,859,650,375,99,3745,198,244,279,130,168,167,98,27,3,1308,10938,6210,10330,8242,6890,5096,2659,989,229,51582,..,520,7426,9422,7578,5601,2987,883,113,34534,..,1747,5118,2555,2045,1098,326,50,3,12935,..,197,672,1113,1151,597,301,136,53,4217,21912,..,..,..,..,..,..,..,..,21912,..,4006,..,..,..,..,..,..,..,4006,..,2922,1334,460,238,70,12,0,0,5033,..,797,607,250,276,348,266,176,69,2798,..,629,1053,322,238,146,71,6,4,2464,..,1079,2260,768,649,475,234,55,15,5533,..,409,1321,1274,1482,1780,1248,598,162,8274,400,547,606,325,350,305,171,54,10,2764,22313,12858,20398,16496,13993,10424,5609,1963,424,104472
8000,..,0,3,0,0,0,0,0,0,7,..,0,0,3,5,8,4,3,0,25,9,30,27,23,13,16,3,0,0,121,94,78,73,92,69,66,29,9,3,518,..,0,41,99,87,62,39,20,0,356,..,4,19,19,22,7,3,0,0,73,..,0,3,4,12,3,4,0,0,21,191,..,..,..,..,..,..,..,..,191,..,49,..,..,..,..,..,..,..,49,..,29,3,9,3,0,0,0,0,43,..,3,3,0,0,3,3,0,0,12,..,0,3,0,0,0,0,0,0,8,..,0,4,0,0,0,3,0,0,12,..,3,4,8,3,18,4,8,0,54,33,61,72,56,35,32,8,0,0,301,221,147,148,192,167,129,68,31,4,1113
8001,..,3233,2911,480,420,492,200,101,14,7860,..,936,3127,2508,2837,4007,4152,2903,1538,21998,495,951,870,407,405,467,422,240,95,4338,37600,25363,33557,29972,26890,21499,14928,7402,2765,199966,..,1112,25685,36977,32262,25633,17923,7468,1610,148669,..,4334,13192,7197,5329,2859,1038,201,37,34192,..,407,1895,3948,4924,2512,1003,634,381,15701,76698,..,..,..,..,..,..,..,..,76698,..,20187,..,..,..,..,..,..,..,20187,..,10776,5728,1750,1029,465,80,3,0,19838,..,2242,1624,531,614,923,813,532,357,7633,..,1916,1763,553,280,172,54,23,7,4766,..,6428,6798,1364,1038,968,411,190,42,17237,..,1872,6659,5588,6120,7015,6183,3961,2077,39474,1044,1746,1849,980,825,837,706,356,135,8475,77747,51016,65195,58895,52420,41376,28212,13358,4644,392875
9000,..,3,4,3,3,5,3,3,0,21,..,5,17,17,15,40,35,25,18,173,8,7,6,7,14,22,9,10,0,76,359,137,185,257,268,271,178,80,22,1771,..,13,163,294,290,307,242,74,14,1392,..,16,49,84,78,50,18,3,0,295,..,4,16,29,42,31,13,6,4,143,725,..,..,..,..,..,..,..,..,725,..,112,..,..,..,..,..,..,..,112,..,98,42,20,16,3,0,0,0,185,..,16,9,9,14,9,16,16,4,90,..,7,0,0,5,4,0,0,3,23,..,3,12,4,3,4,4,3,0,30,..,11,24,41,59,100,68,41,22,367,17,19,18,17,26,35,20,12,0,157,741,293,330,499,536,541,372,160,47,3527
