SUA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
4002,0,0,0,3,0,6,3,3,0,0,0,0,0,0,0,17,0,0,6,0,0,3,9,9,0,7,4,3,3,0,3,51,0,0,10,8,3,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,73,29,10,0,0,0,0,0,0,0,0,0,0,5,122,0,6,14,6,0,0,0,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,3,0,5,3,0,17,40,3,3,9,10,4,0,3,98,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3
4003,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,26,68,8,8,10,66,84,10,34,309,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,9,0,25,20,13,3,0,3,0,3,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,23,0,0,0,0,0,0,8,60,4,7,12,10,18,3,3,122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,6,3,0,0,0,0
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,25,14,3,0,0,0,0,0,0,0,0,0,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,53,7,4,5,8,8,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4005,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,25,23,8,0,0,0,0,0,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,14,0,0,0,0,0,0,0,0,0,0,0,65,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,18,6,0,4,0,3,0,0,39,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4
4006,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,19,7,5,0,0,0,0,0,0,0,0,0,0,0,31,0,3,7,8,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,0,0,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
4007,0,0,8,11,3,0,5,3,0,0,0,0,0,0,4,28,0,3,0,0,0,5,0,6,0,5,0,0,0,0,3,24,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,80,59,24,15,3,14,7,0,0,0,0,0,0,4,219,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,13,0,3,3,12,0,6,0,0,8,0,0,53,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,4,3,0,7
4008,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,7,9,0,3,0,0,0,0,0,24,0,0,25,21,3,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,3,7,0,7,0,28,0,24,48,54,8,0,0,0,0,0,0,0,0,0,5,145,3,5,23,19,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,7,9,53,4,9,3,3,3,0,0,102,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,3,0
5000,0,0,13,61,66,49,80,50,16,21,8,15,9,13,24,435,0,0,4,3,3,22,24,140,20,30,38,43,91,53,83,561,3,3,46,42,5,19,14,0,0,3,0,0,3,0,8,147,0,5,10,9,3,3,5,8,3,7,6,4,0,4,3,82,0,3,0,10,9,19,18,21,3,3,8,3,3,0,14,111,3,298,119,144,213,86,133,126,30,12,18,37,32,19,50,1341,0,22,16,13,6,3,3,0,3,0,0,0,0,0,9,73,0,0,3,11,13,13,21,13,3,4,10,6,12,15,38,164,3,33,34,120,23,33,69,262,67,59,57,62,42,43,71,999,0,12,17,7,11,37,56,61,48,13,17,24,22,15,23,374,0,0,0,0,5,3,5,3,9,14,5,3,4,0,50,102,0,0,0,0,0,6,7,3,0,0,3,0,0,3,22,49,0,20,33,138,59,107,72,185
5001,0,0,5,6,4,10,17,19,4,9,0,0,0,0,0,84,0,3,0,0,0,6,4,19,8,3,5,0,0,3,4,70,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,79,17,21,12,13,17,18,5,4,0,0,3,0,10,209,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,22,0,8,3,17,5,3,9,64,10,10,7,5,0,3,8,161,0,0,0,0,3,5,6,9,0,4,0,3,3,4,0,37,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,17,6,15,3,4
5002,0,0,0,3,4,0,3,4,0,0,0,0,5,0,3,28,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,19,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,3,9,15,14,5,5,0,7,5,6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,3,0,3,0,3,5,0,3,28,0,0,3,0,0,0,4,29,3,4,4,10,3,3,7,73,0,0,0,0,4,3,4,11,0,0,0,3,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,13
5003,0,0,0,14,4,12,14,9,9,3,3,3,7,0,3,80,0,0,0,0,0,3,28,63,12,11,24,10,18,14,8,196,0,0,10,4,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,15,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,20,0,91,31,22,37,11,19,23,4,0,3,0,0,0,7,259,0,7,10,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,4,3,3,8,0,0,0,7,0,3,0,34,0,11,3,17,9,19,31,172,29,43,53,44,31,20,10,497,0,3,0,0,8,3,26,17,10,3,7,11,3,3,3,96,0,0,0,0,3,0,3,9,8,5,17,3,0,0,0,51,0,0,0,0,0,10,4,7,0,4,3,0,0,4,0,40,3,3,8,28,30,51,17,72
5004,0,0,3,8,5,3,18,18,4,0,0,5,3,0,3,84,0,0,3,0,0,0,4,3,0,0,0,3,0,0,8,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,10,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,12,0,36,21,19,14,22,21,23,0,3,3,6,3,3,3,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,13,4,17,3,20,3,3,4,35,5,3,10,5,5,8,4,126,0,0,0,3,3,4,9,20,3,10,0,7,4,3,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,33,14,16,13,14
5005,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,4,5,6,3,4,3,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,16,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,29,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
5006,0,0,3,5,5,3,9,7,7,3,0,0,0,0,3,48,0,0,0,0,3,3,11,15,0,5,6,3,4,3,0,50,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,7,3,3,0,5,0,8,4,0,0,35,0,31,12,10,13,6,10,31,3,9,5,0,0,0,4,136,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,0,3,5,18,0,3,15,75,22,16,23,7,10,7,14,210,0,4,3,0,0,3,14,15,0,5,3,0,4,3,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,20,10,4,13,17
5007,0,0,0,3,8,3,8,10,0,5,0,0,0,0,0,41,0,0,0,0,0,3,18,45,18,18,23,15,14,6,4,175,0,3,4,7,12,0,4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,5,11,16,26,19,11,3,0,0,3,3,101,0,19,12,11,4,0,4,4,5,7,0,0,3,0,4,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,16,3,12,36,125,31,31,27,27,26,11,10,351,0,0,0,0,3,4,11,11,4,3,0,7,3,0,4,57,0,0,0,0,0,0,0,0,15,0,8,7,6,3,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,16,13,23
5008,0,0,0,0,3,0,0,10,3,3,0,0,4,0,0,31,0,0,0,0,0,4,13,14,4,5,0,0,6,4,3,54,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,12,0,7,0,0,0,0,0,23,0,6,0,4,0,4,0,10,0,0,0,0,3,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,3,30,101,6,20,13,10,8,5,7,205,0,0,0,0,0,0,3,9,3,5,0,4,5,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,8,5,18
5009,4,14,120,538,456,596,938,779,191,238,156,165,163,86,105,4554,19,38,58,121,409,2130,4166,7767,1320,1687,1770,1962,2115,1165,1135,25870,60,213,1007,1077,178,445,954,99,17,35,21,26,15,12,115,4283,3,173,194,220,89,245,295,252,82,113,156,89,69,36,48,2056,8,8,40,69,117,192,119,192,46,61,37,33,24,12,32,985,17,1667,695,950,1163,754,1010,1066,202,209,143,169,145,75,213,8483,40,470,708,461,114,70,45,38,25,42,28,36,16,8,73,2165,6,21,66,301,638,1100,1114,773,158,257,313,304,359,170,236,5808,37,591,458,3750,1114,2506,4606,15620,2153,2903,2928,3210,3206,2221,1270,46570,13,153,83,169,497,1480,3342,2114,389,451,394,452,454,290,248,10525,0,11,13,34,320,656,956,960,481,652,521,361,369,164,95,5589,0,0,14,24,24,258,1220,653,144,182,227,237,179,51,106,3319,14,227,387,1500,1083,2316,1315,2976
5010,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,18,0,0,0,0,0,0,7,11,3,3,5,4,0,3,0,33,0,0,4,3,0,0,3,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,4,0,0,4,0,4,24,0,0,7,0,0,3,0,7,0,0,0,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,15,58,3,11,6,6,8,7,0,137,0,0,0,0,0,14,16,15,4,3,9,5,11,6,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,18
5011,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,6,19,4,7,19,0,4,0,0,3,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,7,7,0,3,14,0,0,0,0,3,0,0,38,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,5,16
6000,0,3,18,45,45,18,35,31,4,3,14,3,8,3,7,243,0,7,12,4,6,13,25,29,8,11,9,9,19,9,8,159,0,0,12,11,0,3,3,0,0,0,0,0,0,0,0,30,0,3,8,5,0,3,0,3,0,0,0,0,0,3,0,27,0,0,5,9,3,6,8,4,0,0,0,8,4,0,4,50,0,146,151,105,110,60,60,41,3,4,3,3,5,3,23,718,0,5,12,11,5,0,0,0,0,0,0,0,0,0,4,44,0,0,8,8,8,5,4,3,0,3,6,3,4,0,6,57,3,6,20,37,11,9,5,26,3,7,5,6,9,3,13,167,0,10,6,3,3,7,7,11,0,0,0,3,0,3,8,68,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,19,48,30,23,21,11
6001,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,6,5,10,3,3,0,0,3,0,0,40,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,14,0,13,23,14,6,6,0,8,0,0,0,0,0,0,0,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,15,0,0,0,4,0,6,13,26,3,13,3,6,0,3,0,75,0,0,0,3,0,0,7,3,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,10,0,3,3,0
6002,0,0,0,5,3,4,7,4,0,0,0,3,0,0,0,27,0,0,0,0,3,0,6,12,3,7,0,0,0,5,3,43,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,16,0,14,15,8,7,3,3,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,8,30,5,3,3,0,8,4,3,71,0,6,0,0,3,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,6,0,0,0,0
6003,0,3,23,78,35,65,70,60,14,13,11,9,10,9,9,403,3,10,26,16,19,68,228,503,110,144,217,291,349,240,135,2358,0,7,57,56,4,8,6,5,0,0,0,0,3,0,9,163,0,8,6,6,3,3,7,6,4,0,0,3,5,0,0,55,0,0,15,8,23,35,18,10,0,0,11,0,3,0,3,126,3,267,185,118,99,59,83,51,12,4,11,10,14,9,44,973,3,35,154,105,29,19,3,8,0,0,9,3,3,0,17,390,0,4,7,30,24,36,42,43,10,18,6,19,20,12,26,285,7,24,17,49,24,45,131,399,46,66,61,139,142,88,29,1245,0,19,10,9,8,8,41,23,6,7,3,6,8,0,4,163,0,0,0,5,15,13,23,41,15,17,58,45,46,28,15,305,0,0,0,0,0,3,6,13,3,17,3,10,4,4,0,67,0,10,28,58,40,54,40,35
6004,0,0,3,25,10,18,17,25,0,0,4,3,13,0,3,122,0,0,8,7,6,19,45,85,27,28,36,55,41,36,27,420,0,6,12,3,3,0,0,0,0,0,0,0,0,0,4,23,0,0,3,3,3,0,6,3,0,0,12,0,0,0,7,33,0,0,0,3,6,8,6,0,0,3,0,0,4,4,4,41,0,83,57,33,23,17,15,9,4,4,0,3,3,3,8,257,0,3,13,6,0,0,0,0,0,0,0,0,3,0,5,36,0,0,3,3,4,19,15,11,5,3,4,7,8,6,8,85,0,0,7,16,14,19,53,132,23,12,17,39,25,37,7,401,0,9,3,6,3,8,3,8,0,0,3,3,17,5,0,74,0,0,0,0,0,4,10,6,3,3,75,58,32,35,9,235,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,4,31,15,9,13,19
6005,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,10,7,5,6,3,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
7000,0,0,0,9,6,3,15,9,0,0,3,0,4,7,0,57,0,0,3,0,0,8,7,19,8,4,0,0,8,11,21,86,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,9,9,9,19,18,3,12,0,8,3,8,6,97,0,35,18,17,18,15,19,26,7,13,4,3,13,7,14,219,0,0,7,6,3,4,4,0,3,0,0,0,0,0,4,29,0,0,0,0,0,3,5,0,0,0,3,0,0,0,3,21,0,5,3,6,8,12,25,98,11,27,11,11,25,16,8,263,0,0,0,3,0,6,22,16,0,4,12,10,14,15,23,131,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,24,0,3,5,14,3,9,6,12
7001,0,0,3,7,10,7,7,10,3,3,0,3,3,3,0,55,0,0,0,0,0,6,15,32,0,7,5,0,3,3,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,18,12,32,8,9,7,8,0,8,0,99,0,17,10,14,14,10,16,11,0,0,3,3,3,5,3,118,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,3,7,0,0,4,0,8,0,5,46,0,0,0,4,4,4,60,319,22,58,46,53,34,28,13,657,0,0,3,0,3,0,3,15,0,0,0,0,0,0,0,26,0,0,0,0,3,0,6,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,17,17
7002,0,5,10,36,28,24,23,46,16,17,9,9,12,7,3,241,0,10,7,14,33,59,101,434,31,51,53,76,84,43,35,1045,0,0,11,13,0,3,5,0,0,0,0,0,0,0,0,34,0,0,0,8,0,3,4,10,0,4,3,0,0,5,0,41,0,0,6,5,20,44,47,49,3,4,15,9,10,0,7,221,0,69,70,81,42,37,74,95,12,14,11,24,19,13,19,592,0,30,214,250,128,60,108,115,47,74,76,30,30,20,46,1225,3,0,11,21,39,56,31,15,0,10,6,5,5,4,13,220,0,16,8,55,52,62,217,951,184,200,182,234,286,170,65,2673,0,4,0,41,66,139,187,201,45,27,46,43,52,67,38,959,0,0,0,0,3,7,7,39,6,16,21,11,18,0,0,129,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,13,0,7,9,43,23,38,38,220
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,3,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
