SUA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
2000,2494,19504,13963,244295,5616,285875,15,65,18,1000,27,1130,2804,132,204,1302,76,4512,1050,199,71,368,18,1703,7015,2122,1382,4071,180,14774,34332,18470,13909,206695,5653,279060,2161,53,394,73,58,2750,920,180,140,1588,47,2876,6123,2096,1425,20859,517,31016,1670,467,166,1114,64,3485,934,210,93,306,23,1576,2099,160,74,181,29,2540,6864,4421,2822,71287,1465,86861,7745,2421,994,11547,398,23102,195,3,10,17,4,221,213,79,34,171,5,504,378,74,47,155,19,666,2004,553,299,1252,59,4170,1054,196,145,181,22,1590,1796,788,617,406,51,3665,1785,365,198,979,58,3386,586,86,68,279,26,1039,8691,5006,3681,60757,1282,79414,367,59,26,80,13,543,675,125,97,110,14,1022,668,125,73,484,10,1366,385,91,73,97,0,647,317,65,11,52,12,457,584,33,44,28,19,703,1253,374,223,1931,42,3818,12943,2753,2142,6203,424,24464,1141,357,294,7502,50928,60220,91287,36489,26089,471689,63524,689078
2001,121,825,548,6554,98,8149,0,8,0,44,0,51,88,4,9,45,3,150,95,11,5,40,3,154,209,75,43,115,3,442,1240,696,556,5547,101,8144,52,6,6,0,0,64,24,4,4,33,0,66,227,86,48,526,9,896,87,29,15,66,3,201,51,3,4,18,0,84,171,10,9,10,0,196,286,169,138,2116,34,2735,260,114,38,414,11,831,3,0,0,0,0,3,28,6,3,7,0,46,33,12,3,16,0,66,311,91,70,268,12,763,39,3,6,0,0,53,92,40,52,22,0,195,101,28,23,78,0,236,14,3,0,8,0,30,344,153,133,1531,34,2199,55,14,6,5,0,79,40,3,3,0,0,53,42,6,0,27,0,80,11,6,0,0,0,17,9,3,0,3,0,19,49,4,4,0,0,52,46,10,19,43,0,113,595,155,85,222,11,1061,41,15,13,134,983,1184,3859,1500,1065,12681,1241,20345
2002,59,375,282,5440,140,6299,0,0,3,82,3,84,96,11,0,44,3,153,0,0,0,3,0,9,117,43,23,110,4,294,641,365,272,4512,142,5929,80,0,10,0,4,95,6,3,4,33,0,47,106,33,20,427,14,603,16,3,3,17,0,36,9,0,0,5,0,14,83,3,4,8,0,108,93,64,50,1208,37,1457,185,36,27,266,6,522,9,0,0,0,0,9,0,3,3,3,0,10,0,0,0,0,0,0,27,7,0,18,0,44,12,3,10,10,0,34,41,15,13,6,0,71,34,8,3,10,0,63,9,0,0,7,0,7,156,100,73,1137,25,1485,3,0,0,4,0,3,19,5,0,4,0,30,16,0,0,7,0,25,13,0,0,0,0,16,0,0,0,0,0,0,44,0,3,0,0,45,23,8,10,28,0,66,225,66,36,141,8,474,32,4,6,166,1286,1493,1805,690,515,10116,1588,14728
2003,283,2604,1801,34155,722,39561,0,14,8,150,3,174,1166,43,58,345,17,1625,228,47,28,117,4,419,911,454,263,966,26,2612,3464,2492,1833,33186,710,41691,441,21,81,7,10,554,103,27,25,261,3,420,549,281,205,3226,47,4313,192,55,19,237,4,508,98,26,21,61,0,204,1028,38,22,28,7,1127,825,687,469,13612,223,15809,447,277,100,1629,30,2477,44,0,3,3,0,51,29,25,3,54,0,114,36,10,3,18,4,75,135,72,32,177,5,423,79,29,14,29,0,148,171,112,80,75,5,443,205,53,43,206,9,516,106,16,9,48,4,176,990,730,498,9821,143,12178,49,15,4,16,3,92,101,24,6,14,3,151,98,16,19,104,0,239,121,20,19,17,0,171,18,12,0,4,0,35,98,6,15,3,3,117,126,52,36,410,11,631,2398,470,371,1027,47,4318,157,46,22,997,5480,6708,12147,5080,3558,72069,7027,99885
2004,235,2282,1454,34374,701,39044,0,9,0,202,3,212,655,37,47,497,18,1253,58,22,13,55,0,149,398,244,135,514,16,1305,2614,2197,1460,32920,734,39932,330,9,77,20,12,452,72,25,7,251,7,369,410,247,110,3416,63,4252,123,56,22,155,3,367,53,28,9,36,0,126,758,26,20,31,9,841,581,562,304,11859,216,13532,361,245,90,1908,57,2657,53,0,3,4,0,63,39,10,3,27,0,80,22,0,3,19,0,47,76,40,13,105,7,242,123,35,12,31,0,203,134,112,68,81,4,400,106,40,20,127,0,289,66,7,12,47,0,131,725,569,373,8734,151,10547,32,4,4,19,0,57,100,30,7,19,3,162,78,10,11,85,9,193,172,19,9,15,0,219,23,3,3,10,0,41,99,9,10,3,0,122,90,48,24,308,7,473,2569,349,238,920,49,4129,114,39,34,984,5826,7002,9495,4276,2697,70531,7385,94378
2005,20,309,169,4644,117,5265,0,0,0,8,0,10,89,0,0,18,3,109,6,0,0,8,0,17,63,35,12,75,0,193,329,258,183,3909,114,4796,44,3,11,4,3,64,7,3,5,27,0,38,44,21,20,302,10,399,16,5,3,17,0,37,11,0,0,0,0,19,43,0,0,0,0,49,46,69,48,1610,30,1807,93,38,4,197,4,338,11,0,0,0,0,11,3,0,4,7,0,18,0,0,0,0,0,0,11,8,0,16,0,31,36,15,5,0,0,53,28,6,12,3,0,48,10,0,0,10,0,24,3,0,0,7,0,11,94,79,55,1228,22,1480,0,0,0,0,0,0,6,3,0,4,0,6,10,3,5,8,0,20,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,17,19,5,4,34,3,56,275,29,21,80,9,418,28,7,9,235,684,957,1180,533,340,9262,936,12250
2006,42,451,345,7988,162,8984,0,3,4,99,4,107,66,4,0,38,0,112,14,7,0,3,0,18,89,40,28,87,0,245,675,390,348,6980,140,8542,86,0,14,4,0,103,14,4,7,51,0,81,96,45,25,668,14,850,17,7,3,31,0,63,18,6,0,8,0,33,73,3,0,3,0,80,135,102,61,2256,33,2580,117,59,21,377,14,587,13,0,0,0,0,13,3,4,0,7,0,14,0,0,0,3,0,3,27,5,0,18,0,49,30,3,3,5,0,48,37,31,10,12,0,85,38,5,5,14,0,69,13,0,0,0,0,13,201,138,75,1829,51,2291,0,0,0,0,0,3,24,0,0,0,0,30,18,5,0,19,0,46,32,0,0,0,0,37,7,0,0,0,0,7,13,3,0,0,0,10,33,4,5,43,0,80,212,65,42,140,4,460,23,10,4,286,1263,1584,1799,825,609,15574,1617,20424
2007,1201,8534,6097,71642,1422,88893,3,21,10,303,15,346,2792,107,187,478,23,3589,2593,343,189,744,42,3913,2837,981,614,2076,77,6586,13446,7961,5778,67141,1480,95816,1382,33,241,50,30,1730,369,100,80,569,10,1119,2649,946,562,6832,152,11150,981,241,87,680,22,2004,623,104,71,244,23,1060,2668,87,43,84,18,2889,3093,2169,1405,26122,387,33167,3980,1190,479,4553,175,10375,176,0,17,9,0,203,189,55,24,105,0,379,1133,154,71,277,18,1655,684,208,120,539,17,1568,346,69,48,52,14,533,625,386,287,133,7,1433,1416,290,183,677,37,2599,416,67,51,119,13,667,3662,2230,1617,20724,404,28635,885,88,62,115,20,1172,460,93,80,65,4,710,614,89,92,263,15,1076,366,37,23,47,4,475,326,61,21,57,4,464,699,24,48,13,8,792,575,204,126,778,19,1702,10528,1538,1148,2830,231,16275,537,137,105,1671,13584,16033,52631,16728,11648,149276,17186,247459
2008,101,880,598,6410,96,8082,0,0,3,7,0,13,91,12,15,56,3,172,80,17,3,27,0,130,150,62,39,124,3,383,1464,733,554,5552,85,8394,24,0,0,0,0,29,44,8,7,54,0,111,248,108,43,570,19,988,75,22,10,59,3,166,43,7,3,9,0,66,52,11,8,8,0,87,351,228,158,2286,38,3067,362,114,59,422,13,966,3,0,0,0,0,10,11,8,0,11,0,27,30,3,3,20,0,58,231,57,38,162,3,494,15,6,13,12,0,41,72,35,27,10,0,148,107,27,15,82,3,235,22,3,6,12,0,45,397,197,142,1719,31,2486,14,0,0,11,0,31,59,8,9,5,0,77,36,3,0,15,0,60,25,15,3,9,0,49,15,4,0,0,0,23,20,4,9,0,0,35,84,19,12,72,0,191,489,141,97,235,8,966,22,9,3,136,953,1113,3780,1562,1062,12630,1177,20218
2009,32,294,234,5898,111,6572,0,3,0,28,0,33,78,3,4,27,0,115,6,3,0,4,0,13,76,32,25,113,0,246,304,295,219,5681,157,6653,88,3,30,3,0,126,6,0,0,56,3,62,78,42,30,1584,25,1761,23,9,0,18,0,53,14,0,0,7,0,21,145,3,0,5,0,150,76,75,37,1535,37,1754,129,36,24,291,10,488,6,0,0,0,0,6,12,0,0,9,0,20,0,0,3,3,0,8,3,10,0,17,0,30,8,0,4,0,0,17,3,7,15,0,0,36,23,6,4,25,0,56,3,0,3,3,0,12,95,68,46,1646,35,1903,0,0,0,0,0,0,10,12,0,0,0,25,9,3,0,8,0,25,20,0,0,0,0,23,29,0,0,0,0,34,3,0,3,0,0,11,10,16,6,53,3,79,259,48,40,90,3,445,18,6,3,237,777,1042,1332,575,421,12845,1080,16250
2010,45884,130544,95038,730861,13380,1015705,263,325,153,3017,72,3826,333099,4347,7546,7360,2534,354890,24181,3189,1743,5504,346,34960,30624,9343,5843,16869,550,63225,258492,111978,82344,664679,14888,1132382,52120,1028,4588,718,555,58999,15132,1994,1534,7210,259,26131,42836,12413,8519,63987,1437,129190,100356,14484,7531,36175,1784,160331,12360,2045,1216,3129,213,18968,187873,3199,2338,1617,1212,196241,61539,30874,20799,274263,4240,391707,148411,32189,15600,93129,3572,292900,16120,131,421,179,75,16923,30856,5974,2711,4598,587,44724,28769,3382,1922,5710,425,40201,33454,6826,4185,15575,540,60573,13484,1418,1063,679,297,16944,19027,5568,4225,1926,289,31029,30032,4501,3338,8490,385,46752,17049,1278,1281,2192,208,22011,62251,27952,21249,198353,3337,313141,16735,1435,820,1512,236,20737,14711,2030,1444,679,120,18985,17509,1290,1067,2594,220,22674,50338,2270,1531,1432,313,55880,28178,3164,1513,2020,341,35217,99853,1179,2324,781,1266,105404,8011,2206,1526,8553,153,20442,507925,35146,28690,39415,6197,617373,24018,2130,1683,14511,224313,266646,2033576,277106,197986,1541976,272427,4323072
2011,721,2100,1416,14989,368,19592,11,3,3,93,3,108,647,17,46,79,20,807,399,48,46,82,0,580,346,136,82,246,4,806,3648,1675,1317,11835,367,18849,1065,25,123,18,11,1236,113,22,12,100,0,259,599,177,127,1169,33,2101,387,110,55,252,5,812,127,21,24,41,8,219,1638,48,25,34,11,1749,765,418,243,3636,83,5142,920,331,184,1039,28,2510,54,0,0,0,0,61,141,35,6,31,6,210,285,45,22,58,4,422,1693,398,291,1070,38,3493,402,40,37,15,7,504,297,76,61,43,7,486,414,50,44,164,8,684,88,11,6,36,0,140,927,398,311,2750,70,4450,374,33,30,54,4,493,99,11,3,10,0,121,313,36,20,39,3,412,285,17,11,12,3,331,209,49,30,32,0,328,346,10,25,10,7,395,101,27,20,107,3,266,6586,436,323,502,131,7983,392,54,38,353,3579,4408,20607,4071,2980,27673,4560,59887
2012,243,1037,645,16961,470,19358,0,18,7,453,29,510,417,14,13,79,5,524,147,26,5,111,3,293,179,53,43,148,6,425,1407,934,650,15287,425,18698,235,5,45,10,4,304,40,13,3,126,0,177,232,99,70,2267,42,2709,297,69,27,219,14,628,89,16,3,35,9,149,394,4,5,10,4,419,216,196,127,4017,79,4637,1417,321,154,1780,83,3758,65,0,0,0,0,65,12,4,6,3,0,28,14,0,4,3,0,15,24,25,3,50,0,107,53,16,24,32,0,120,82,29,41,32,0,183,69,26,20,88,0,213,15,3,4,14,0,38,349,242,156,3952,82,4777,24,6,0,9,0,39,42,3,6,3,0,52,32,8,4,29,0,71,53,0,4,0,0,65,401,34,21,29,3,483,148,0,3,0,3,156,52,16,12,131,0,211,2007,219,152,416,48,2831,135,19,24,509,3796,4487,7752,2143,1372,34109,4870,50239
2013,116,574,386,5543,208,6825,0,3,0,28,7,40,103,7,0,15,0,131,41,6,9,13,3,68,361,75,52,167,13,661,908,523,378,4262,173,6248,107,3,26,8,0,145,15,7,0,21,0,50,218,84,48,442,15,814,74,3,5,49,0,137,45,3,0,3,0,57,29,4,0,7,0,37,180,106,72,1137,31,1528,141,42,16,204,12,420,0,0,0,0,0,0,4,0,0,0,0,8,5,0,0,3,0,6,337,53,28,203,13,624,19,5,0,3,0,31,32,31,24,14,3,97,127,16,9,52,5,208,26,6,0,17,5,54,338,129,106,1085,23,1682,35,4,0,7,0,43,14,3,0,4,0,20,28,0,3,13,0,41,14,5,0,3,0,18,9,0,0,6,3,16,11,0,0,0,0,18,37,8,6,27,9,83,504,88,54,164,19,825,38,16,10,155,1085,1300,3316,1087,714,9905,1529,16551
2014,44,278,166,4181,85,4762,0,6,3,33,0,41,30,3,3,32,0,62,15,0,0,8,0,23,103,28,20,57,0,211,399,264,156,3515,91,4422,53,0,21,3,0,74,5,0,0,17,0,24,59,24,25,496,10,611,9,0,3,5,0,19,9,0,0,3,0,15,38,0,3,9,0,48,62,51,24,993,14,1141,42,22,7,100,4,169,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,22,10,5,26,0,66,35,5,3,0,0,45,28,3,7,3,0,46,9,0,3,11,0,27,4,0,0,10,0,16,120,88,50,994,17,1277,0,0,0,0,0,4,14,7,0,4,0,22,22,0,0,15,0,31,20,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,9,12,0,3,7,0,29,152,35,23,88,3,290,9,4,5,140,751,912,1079,503,320,7955,948,10800
2015,74,487,349,5067,131,6106,0,0,0,36,0,35,121,0,5,28,0,162,28,15,0,9,0,51,161,39,36,137,0,371,751,436,335,4307,131,5963,89,7,24,4,3,125,17,12,0,21,0,49,97,59,25,412,8,603,36,11,9,29,0,82,9,4,0,6,0,25,186,0,0,9,0,196,134,91,60,1385,28,1702,116,43,29,259,3,453,3,0,0,0,0,3,5,3,3,8,0,17,5,0,0,3,0,13,18,8,0,16,0,41,10,5,3,7,0,27,39,12,7,7,0,76,71,10,9,32,0,119,20,0,3,9,0,35,178,95,77,1193,13,1556,5,0,0,3,0,10,28,0,0,0,0,37,22,0,4,3,0,26,48,0,6,0,0,56,3,0,0,4,0,7,59,0,4,0,0,66,25,0,7,39,0,75,371,59,59,158,10,653,29,7,10,179,975,1196,2273,827,617,9685,1247,14646
2016,488,1043,724,14165,335,16752,0,12,0,270,6,291,481,13,23,106,12,637,42,24,5,39,0,104,286,96,59,283,4,725,1511,1056,642,13591,341,17135,341,3,56,3,10,410,36,13,7,121,0,178,226,92,69,1178,27,1590,309,46,15,207,7,585,32,7,8,14,0,55,1120,22,9,14,10,1177,273,247,175,4803,71,5578,1516,330,146,1742,74,3806,31,0,3,0,0,32,12,4,0,3,0,23,148,18,9,91,3,272,26,16,10,56,4,117,74,9,9,44,0,134,100,45,38,35,0,227,60,15,6,59,0,147,17,0,3,14,0,38,342,264,157,3703,79,4547,27,0,8,8,0,46,62,3,7,8,0,79,72,15,6,39,0,136,123,0,3,9,0,133,372,50,23,12,0,458,28,3,0,0,0,30,36,11,8,106,0,167,4645,228,174,512,76,5637,238,15,17,464,3647,4389,11641,2223,1474,29829,4511,49672
2017,52,157,140,3960,107,4423,0,0,0,52,6,58,76,0,11,7,0,94,0,0,0,0,0,0,20,15,8,35,0,76,202,160,138,3106,92,3702,70,0,8,0,0,76,12,0,3,18,0,36,30,20,13,383,5,447,3,0,0,12,0,17,3,3,0,4,0,15,175,12,0,0,0,183,48,25,26,1179,25,1303,246,55,16,266,11,590,14,0,0,0,0,17,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,5,0,11,0,5,0,0,0,7,12,0,3,3,0,24,4,0,0,4,0,13,0,0,0,0,0,0,56,34,32,870,33,1014,0,0,0,0,0,0,9,3,0,0,0,16,20,0,0,4,0,20,19,3,0,0,0,22,3,3,0,0,0,4,22,0,0,0,0,28,10,3,0,31,0,42,526,20,25,60,18,650,24,5,0,141,993,1163,1447,323,254,7648,1226,10905
2018,275,1243,817,13008,308,15660,0,6,0,70,0,75,320,8,16,47,7,394,70,6,9,20,0,108,599,188,137,426,17,1364,1808,1124,793,11432,282,15441,265,12,57,10,3,353,54,8,6,77,0,146,404,127,95,1039,25,1691,227,38,12,113,4,399,60,15,0,29,0,108,328,6,5,16,3,354,438,284,168,3344,60,4297,1068,203,77,863,33,2247,21,0,0,0,0,25,3,0,0,5,0,18,10,0,0,4,0,9,318,69,38,254,12,692,95,27,14,17,0,159,85,49,30,30,3,200,203,33,9,100,3,347,34,10,4,13,0,66,729,340,267,2887,72,4294,17,0,3,3,0,26,45,10,3,4,4,69,90,10,9,47,3,154,93,9,3,3,0,115,9,0,4,3,0,16,56,0,3,0,3,67,56,27,11,85,0,178,1306,166,110,404,36,2019,107,28,14,418,3088,3650,7766,2423,1616,25020,3777,40601
2019,75,494,302,6365,135,7371,3,0,0,22,0,24,95,9,0,54,6,161,18,3,0,9,0,31,151,39,29,109,0,323,549,492,291,6177,148,7645,76,0,15,0,0,105,20,10,3,77,0,108,141,56,34,608,12,853,41,12,12,25,4,85,28,7,3,21,0,61,98,5,0,0,0,102,85,142,71,2474,38,2807,523,131,51,564,12,1281,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,5,0,7,6,11,0,8,0,31,13,8,3,0,3,29,20,15,21,13,0,65,39,4,3,16,0,60,12,0,0,12,0,26,165,109,84,1735,29,2119,14,0,0,0,0,12,30,3,0,4,0,36,19,3,4,19,0,45,30,8,0,3,0,34,11,0,0,0,0,13,5,0,0,0,0,5,16,9,3,53,0,77,357,82,60,181,9,681,22,10,5,219,1217,1471,2232,975,593,13379,1534,18710
2020,167,1228,877,12132,205,14604,0,0,0,37,0,42,201,6,18,60,5,281,71,20,4,16,6,121,533,151,107,399,10,1193,2050,1196,943,10732,258,15175,103,3,20,8,0,138,59,5,11,93,3,174,330,111,78,912,26,1460,77,27,3,70,0,182,73,8,14,29,0,116,165,11,9,6,0,201,429,287,193,3302,43,4248,307,137,56,592,8,1101,6,0,0,0,0,11,6,3,0,8,0,18,12,0,0,0,0,16,44,18,8,53,3,125,23,10,4,3,0,42,100,53,56,38,3,247,113,20,11,62,3,210,38,6,4,10,0,56,462,265,228,2854,57,3860,28,7,0,3,0,34,64,13,0,9,0,91,47,7,11,26,0,92,67,15,4,9,4,97,7,7,0,0,0,15,20,3,0,0,0,25,70,20,12,93,3,197,784,198,132,333,8,1454,52,16,8,344,1999,2429,5309,2271,1653,23222,2508,34970
2021,96,821,609,12110,258,13897,0,4,0,63,0,66,379,7,20,46,8,455,14,6,3,12,0,30,215,129,51,212,9,608,1054,787,523,10862,246,13466,106,6,28,12,3,153,31,17,3,77,0,129,123,72,64,1068,13,1338,41,12,7,81,3,143,7,3,3,8,0,24,117,12,4,3,0,138,247,241,114,5814,101,6523,70,64,18,326,7,488,91,0,0,0,3,95,13,3,0,9,0,26,3,0,4,3,0,8,23,12,10,33,0,79,88,17,8,10,7,128,92,43,36,22,3,199,34,11,6,31,0,76,23,3,4,12,0,37,293,206,151,3292,53,3996,0,0,0,0,0,0,49,4,7,3,0,66,24,0,6,34,0,66,78,0,3,0,0,89,8,0,0,6,0,19,10,0,3,0,0,14,34,18,6,112,3,174,588,144,108,255,5,1100,25,14,7,377,2170,2598,3291,1551,1055,25399,2726,34021
3000,3211,19858,15715,267330,6119,312230,28,243,116,20577,226,21196,2847,228,246,2497,101,5920,593,121,44,264,17,1044,4957,1298,935,2499,115,9810,41042,17738,13892,198010,5396,276077,4451,82,776,231,128,5666,1610,224,202,1400,49,3489,6731,2505,1920,44106,945,56206,623,298,113,1120,32,2182,615,169,58,225,15,1087,2404,120,90,252,37,2904,7796,3880,2959,64610,1384,80635,7532,2703,1198,13834,388,25657,886,8,25,19,7,949,127,52,15,188,3,381,50,15,0,20,0,89,1118,447,283,1942,44,3839,2483,407,360,358,69,3680,3395,1178,1008,626,79,6278,1175,283,198,1040,39,2733,540,109,85,407,23,1170,10270,4650,3542,53419,1159,73049,180,41,21,49,4,288,1516,142,122,112,17,1907,1098,213,118,917,33,2376,289,16,25,78,3,409,111,21,4,26,3,166,683,21,26,14,20,761,1352,346,207,1830,64,3804,17104,3220,2781,18048,745,41909,1430,455,348,8482,65920,76633,102941,36708,28251,511149,79097,758150
3001,17849,83392,64530,525953,9009,700736,96,482,247,5905,118,6851,87753,2041,3384,5331,691,99198,3989,781,376,1181,55,6383,16656,5301,3262,8762,279,34251,194563,76014,56416,474567,10263,811819,22848,644,3672,525,253,27947,7714,1228,923,4493,112,14473,24269,9119,6363,86835,1380,127961,7160,2541,1129,6741,212,17779,4079,799,388,1159,47,6462,50439,1336,1018,948,341,54092,43984,19971,13934,190556,2766,271209,19690,7434,3297,26925,598,57942,13796,66,400,138,53,14453,2155,701,332,1555,36,4780,1094,163,102,179,8,1554,2176,991,549,2557,54,6327,24916,2575,1828,904,444,30662,21225,6219,4883,1969,275,34579,7926,1562,1071,4040,134,14737,4926,650,569,1814,76,8036,50239,19370,14362,140471,2248,226685,3692,366,237,363,43,4705,12057,1145,927,387,66,14586,8871,788,621,1992,99,12368,6425,373,289,296,42,7414,1514,238,86,91,18,1951,22576,477,740,355,220,24367,6245,1520,1025,6535,107,15429,180500,17417,15404,25661,2476,241460,7795,1171,931,11051,119107,140056,713014,154773,117579,1063521,143828,2192720
3002,247,2106,1434,24215,521,28520,0,19,3,334,9,371,472,12,31,186,10,707,49,6,7,30,3,94,469,148,89,250,9,961,3834,1945,1410,21399,570,29165,467,7,110,20,7,614,137,14,13,137,4,309,549,302,153,5175,74,6253,40,29,5,91,0,177,84,15,3,30,0,136,357,20,12,30,3,428,627,403,285,6046,107,7472,487,242,47,927,34,1747,154,3,3,0,0,161,9,11,5,15,0,30,4,0,0,9,0,10,106,30,19,129,3,284,132,57,39,33,0,260,256,131,106,72,3,569,94,21,7,123,0,248,63,11,12,59,0,146,916,464,324,5539,98,7328,19,4,0,11,0,37,172,15,15,5,3,211,104,16,15,66,3,201,52,3,10,20,0,87,78,13,8,11,0,110,110,3,4,0,0,119,139,28,12,186,3,370,1511,289,244,1059,44,3135,102,30,36,716,3892,4771,9730,3838,2651,47768,5072,69061
3003,1187,5152,4917,37040,807,49097,12,105,31,1511,30,1692,2120,146,207,673,39,3179,259,85,28,134,3,513,1207,316,250,476,17,2272,11659,4361,3765,30139,764,50682,1863,60,378,81,26,2417,634,82,75,284,6,1082,2057,578,516,4513,98,7753,277,100,60,368,3,805,261,44,24,64,4,399,1558,46,46,48,15,1718,2471,1136,935,11937,218,16695,1804,776,407,3386,81,6453,996,7,22,3,9,1038,48,9,9,49,0,119,19,4,3,4,0,40,167,77,46,230,6,529,722,118,109,75,10,1036,1062,301,259,111,10,1756,499,88,51,193,3,841,203,35,31,96,3,366,3005,1134,897,8425,196,13660,68,13,7,24,0,119,364,38,33,26,0,459,499,54,37,171,7,770,218,27,10,35,0,296,68,3,3,9,0,87,322,20,35,4,4,377,433,91,79,368,15,984,12162,1384,1881,3756,263,19438,487,71,76,912,12403,13952,39123,9578,8739,72938,14413,144787
