SUA_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
2013,18,19,32,33,90,91,42,101,4,431,35,66,106,108,151,133,64,75,10,757,32,61,55,76,307,306,150,174,12,1181,40,162,162,183,133,59,45,40,18,836,45,93,106,115,207,110,43,40,5,765,19,239,99,97,97,49,37,35,20,695,18,25,23,23,110,91,62,82,12,449,44,181,114,122,114,111,49,76,17,833,11,14,7,3,21,15,0,14,56,138,255,869,702,768,1237,970,494,641,152,6085
2014,15,23,25,36,43,89,50,137,0,414,41,52,86,91,95,127,58,94,14,663,34,42,42,54,165,195,66,92,14,707,36,117,100,113,63,33,24,17,15,528,21,64,62,81,91,72,25,31,7,451,12,122,62,67,41,25,16,19,9,383,34,33,34,25,87,81,150,144,13,596,40,169,87,72,91,60,46,45,13,626,5,3,4,11,11,12,6,4,28,76,240,630,500,552,681,702,445,580,120,4446
2015,21,29,41,44,90,123,98,251,0,698,60,89,120,164,181,280,126,211,11,1245,47,50,46,70,241,228,104,179,19,986,37,131,128,143,122,83,66,66,9,783,28,61,96,100,148,115,59,54,5,662,24,219,100,79,83,58,33,27,15,633,16,25,12,22,51,57,41,64,11,289,26,193,95,100,98,100,51,78,13,761,6,12,3,4,11,15,4,10,30,99,263,803,653,727,1020,1053,582,938,115,6155
2016,79,76,94,163,399,517,382,762,37,2503,177,215,368,510,757,748,416,446,33,3679,69,112,128,197,718,813,357,374,53,2830,116,381,346,469,402,260,108,148,50,2275,82,286,336,389,616,426,163,148,20,2478,83,706,256,343,336,211,118,170,41,2269,64,81,82,92,304,294,163,272,26,1372,102,524,305,382,546,461,215,178,61,2765,18,28,10,21,36,44,15,27,136,335,789,2400,1938,2565,4117,3769,1932,2536,456,20507
2017,20,26,13,43,82,153,87,218,11,651,35,37,67,93,158,186,101,101,12,785,19,33,29,37,181,177,80,96,13,666,37,103,66,100,97,52,22,32,12,523,26,54,54,84,154,121,35,29,3,560,18,149,63,74,83,60,40,45,11,538,11,13,19,20,55,54,20,58,7,254,15,142,78,97,105,79,34,34,9,606,6,7,3,6,10,5,0,5,28,75,190,576,406,550,905,882,418,630,108,4666
2018,42,60,44,117,281,334,210,468,16,1570,114,215,292,357,539,494,278,402,23,2707,111,126,124,171,665,699,326,492,37,2743,85,398,315,363,288,183,113,123,32,1903,133,252,327,379,634,347,137,103,18,2323,69,592,256,225,241,120,77,116,25,1721,56,57,57,65,248,203,246,263,21,1217,79,437,238,244,281,225,166,180,46,1896,17,18,19,20,42,37,29,21,92,298,710,2139,1676,1934,3217,2634,1580,2171,315,16376
2019,23,29,31,52,119,166,106,271,16,801,65,76,177,261,253,270,148,198,15,1458,34,51,66,80,243,316,130,147,21,1084,69,192,174,188,182,92,52,53,21,1027,32,107,131,174,228,153,62,58,6,953,46,258,127,134,114,95,64,59,19,920,17,21,36,51,130,106,54,106,11,547,45,250,106,149,169,133,45,47,27,962,4,6,8,7,15,17,3,14,37,109,335,980,858,1087,1456,1360,659,953,166,7862
2020,57,106,80,141,243,375,245,780,26,2051,127,248,331,357,406,444,244,399,23,2582,66,147,115,181,510,648,337,447,40,2494,97,331,323,308,221,167,102,77,26,1660,76,276,247,265,358,254,122,109,17,1729,58,371,185,146,190,150,81,124,19,1320,38,52,61,84,156,191,163,251,22,1034,87,440,227,240,384,249,163,176,43,2010,15,24,14,18,29,36,9,32,80,256,613,1997,1591,1747,2513,2516,1464,2394,292,15136
2021,66,81,73,117,231,336,232,510,28,1669,148,208,358,469,523,529,300,419,20,2974,79,132,125,176,498,603,270,316,20,2223,103,361,290,390,281,193,90,77,34,1823,82,244,269,293,430,273,100,92,11,1799,63,678,255,272,266,150,73,132,36,1926,46,51,45,75,144,168,154,211,19,907,82,542,237,277,447,294,204,130,37,2248,5,17,6,14,23,36,6,16,82,210,679,2319,1658,2074,2844,2579,1431,1900,300,15780
3000,1358,2389,1996,3047,4211,7136,4282,24391,939,49747,2074,3159,3515,5205,5872,6749,3714,7260,422,37967,1887,2825,2319,3523,9058,9190,6565,12466,914,48749,1493,4924,4896,6808,5134,3146,1782,2706,654,31550,1340,4272,4223,5163,7636,4913,2449,3211,464,33664,831,5939,3438,4026,3854,2132,1429,2112,396,24156,1648,1470,1417,1943,4301,4378,4416,12851,851,33263,1613,7642,4949,6462,7826,6754,3602,7285,1179,47315,391,353,244,302,506,567,232,788,1949,5326,12629,32974,26993,36478,48389,44968,28472,73076,7760,311736
3001,3030,3544,4482,6958,19093,26627,17610,40696,1049,123094,9226,17631,19894,26896,46276,55561,25652,39950,1845,242940,3439,6521,7269,9812,31100,32775,17776,23706,1907,134309,4496,21399,18484,21561,19031,12443,6460,7592,1706,113169,5455,14126,16312,18593,45778,29037,12497,11834,1375,155010,2740,25428,14373,13327,14869,10847,5661,8949,1235,97432,1815,3454,4080,5893,15338,11789,7505,12989,1261,64118,2789,18921,13489,13626,19176,12895,5878,7714,1888,96373,665,1247,895,1079,2659,2613,920,1953,4920,16946,33661,112268,99270,117754,213321,194579,99961,155383,17197,1043400
3002,68,105,92,180,384,456,341,952,32,2607,156,264,344,602,904,842,428,653,36,4229,104,177,194,327,927,705,484,691,51,3658,157,475,520,791,516,279,159,232,52,3175,112,364,365,485,926,443,210,217,26,3137,96,766,406,478,477,211,180,202,38,2849,66,90,108,149,310,308,238,596,42,1911,104,710,455,640,626,465,280,376,85,3751,17,35,18,28,61,39,16,38,137,387,873,2984,2515,3674,5138,3750,2324,3962,487,25702
3003,160,219,242,405,1191,1455,1037,2430,64,7209,623,833,1003,1785,2627,2719,1320,2133,118,13151,329,432,488,826,2246,2269,1282,1816,145,9827,366,1183,1289,1973,1890,1085,617,797,147,9351,293,762,836,1261,2806,1521,681,646,80,8887,205,1659,914,1220,1379,773,477,608,75,7304,127,196,227,330,728,585,469,884,77,3633,200,1147,870,1295,1150,739,367,546,161,6466,59,84,54,66,156,155,70,150,347,1143,2365,6517,5925,9163,14168,11293,6325,10006,1219,66979
3004,9,25,22,23,77,95,78,310,4,643,37,66,66,102,150,177,119,179,7,901,41,43,31,66,170,177,233,462,30,1261,32,84,72,92,87,55,30,42,6,503,31,97,101,106,197,125,80,77,6,827,24,203,92,102,132,53,33,58,3,691,52,31,27,41,123,135,176,437,18,1044,20,155,72,89,100,63,54,94,11,661,3,6,4,6,3,4,9,20,31,87,249,713,492,617,1042,890,803,1688,121,6615
3005,43,48,58,82,223,320,255,669,7,1710,146,184,228,332,427,610,351,608,17,2899,141,125,146,210,800,822,754,1218,48,4257,83,322,296,380,296,180,133,134,26,1857,70,242,214,273,521,382,201,269,24,2189,53,505,287,306,229,108,96,128,28,1740,103,84,82,80,249,306,697,711,37,2354,94,489,274,271,302,231,190,491,47,2396,23,26,12,18,32,42,36,69,72,336,767,2021,1604,1948,3085,3002,2707,4290,309,19736
3006,802,1249,1424,2353,5251,7606,4558,11446,359,35048,1888,4353,4743,7091,9480,11034,4714,8485,454,52245,1033,2265,2557,3876,8532,10277,5288,8469,650,42944,1354,6340,5690,7784,6113,3602,1748,2155,558,35341,1202,4425,4742,5804,10125,6589,2576,2817,377,38660,923,8281,5052,5499,5475,3843,1858,3285,490,34709,439,966,1109,1619,2766,2335,1550,3591,248,14630,767,5768,4140,4650,4718,3516,1689,2698,596,28536,223,417,273,403,611,703,242,568,1524,4962,8631,34066,29734,39083,53067,49505,24213,43517,5252,287079
3007,19,22,20,42,96,94,86,232,9,628,52,86,84,158,165,163,82,196,5,990,34,58,64,114,271,242,152,229,12,1186,44,162,167,246,146,80,43,60,13,966,43,101,95,168,236,116,58,68,6,900,32,213,127,178,138,77,55,80,12,902,37,39,42,48,118,83,79,199,10,650,40,224,131,177,223,130,77,95,19,1119,14,18,10,8,10,7,3,14,43,130,311,915,744,1132,1412,987,649,1175,143,7464
3008,50,79,57,120,234,280,181,560,24,1580,144,217,269,463,625,607,291,458,34,3117,78,183,157,255,533,470,252,422,23,2369,109,395,371,638,474,239,129,189,43,2596,66,249,240,303,531,234,87,125,14,1857,58,561,305,309,336,182,98,165,25,2024,46,79,80,88,183,110,83,244,9,933,78,490,294,316,320,179,91,150,42,1965,10,23,19,25,27,13,6,28,112,259,641,2275,1784,2519,3256,2324,1222,2339,326,16694
3009,13,19,20,26,72,78,60,181,4,474,31,43,42,96,108,136,74,139,5,683,25,32,40,40,143,118,73,127,3,610,21,92,73,117,85,43,31,44,6,515,15,52,72,77,125,56,38,27,0,463,15,121,49,70,72,38,20,32,9,428,12,12,16,28,40,51,36,116,3,316,32,122,70,98,168,83,49,47,16,695,3,3,0,4,5,8,0,3,30,54,167,505,380,565,825,605,382,718,79,4233
3010,86,94,102,208,469,524,480,1410,32,3410,257,364,438,686,1064,1198,669,1151,47,5875,220,279,240,402,1646,1186,1101,1989,116,7192,129,598,535,749,584,346,180,265,55,3436,150,449,482,589,1162,753,424,393,39,4446,131,993,493,599,602,275,210,262,54,3625,184,117,136,228,673,539,628,1475,78,4067,120,756,434,504,677,515,276,395,72,3752,25,37,24,32,96,68,46,83,201,612,1313,3697,2882,3998,6976,5405,4008,7431,701,36408
3011,22,38,25,39,124,132,87,274,5,758,39,83,100,190,262,212,108,189,13,1199,33,75,61,102,324,261,181,223,29,1286,48,191,193,321,223,108,80,95,19,1278,56,123,140,185,430,155,73,71,17,1238,33,256,153,140,151,68,41,61,18,908,30,26,56,64,140,103,90,192,13,717,36,282,147,171,214,112,57,86,23,1130,15,6,8,6,16,13,8,10,44,126,315,1077,870,1231,1890,1168,717,1195,180,8648
3012,21,10,16,38,80,114,82,296,9,673,79,45,49,121,249,360,173,333,11,1431,72,40,42,56,182,304,609,669,22,2000,29,72,95,189,190,120,76,86,17,872,38,60,67,93,270,225,101,93,5,954,24,181,69,99,133,61,29,48,3,641,84,28,19,14,76,104,607,463,35,1423,33,130,59,112,113,108,102,110,27,781,5,11,0,0,20,18,19,28,53,163,390,583,416,728,1310,1423,1790,2121,184,8941
3013,88,82,99,150,510,553,353,1036,22,2895,251,345,462,685,1228,1168,549,858,31,5578,146,248,201,337,1500,1199,746,1171,72,5618,227,624,577,884,759,485,245,315,55,4160,200,405,441,610,1477,763,305,302,24,4524,129,998,475,494,546,284,203,224,42,3397,118,110,120,167,589,428,397,913,49,2894,138,786,438,519,993,550,212,315,103,4060,20,32,18,25,75,62,28,50,124,427,1313,3619,2828,3874,7683,5483,3045,5188,516,33555
3014,406,733,787,1253,2165,3088,1992,5341,163,15933,1095,2423,2837,3948,4203,4889,2276,4270,201,26138,647,1306,1301,2048,4086,4858,2731,4205,331,21521,683,3493,2841,3813,2277,1504,786,1021,216,16640,559,2357,2336,2913,4079,2576,1089,1247,157,17306,425,3858,2129,2457,2302,1587,850,1533,192,15337,258,458,476,681,1029,814,662,1879,94,6366,440,3170,1973,2287,2002,1580,784,1253,238,13725,97,189,124,151,209,279,91,263,619,2019,4612,17992,14797,19553,22355,21182,11248,21007,2214,134972
3015,157,216,220,338,876,1095,861,2237,49,6046,513,821,1094,1505,2239,2349,1357,2034,81,11984,229,449,391,571,2003,1844,1379,1885,94,8841,294,1170,1030,1520,1171,660,377,513,89,6830,330,882,859,1127,2367,1295,659,607,54,8178,160,1481,791,848,909,483,324,555,71,5627,142,154,160,273,647,556,453,1174,59,3615,209,1252,766,883,1447,736,384,589,103,6368,26,63,29,40,89,89,33,87,241,706,2065,6491,5322,7101,11752,9109,5842,9671,844,58198
3016,212,174,214,374,1205,1493,1184,2767,59,7681,718,957,1100,1889,3133,3219,1603,2719,124,15459,381,523,488,753,2938,2756,1653,2414,159,12066,548,1729,1362,1917,2131,1662,1115,1449,196,12123,453,780,1014,1366,3554,1951,900,829,83,10933,264,2330,1112,1123,1246,678,429,605,89,7875,228,308,266,425,1140,939,851,1638,106,5903,267,1740,919,1114,1401,823,483,712,139,7596,56,54,39,74,198,176,95,145,329,1161,3119,8603,6515,9035,16941,13698,8308,13277,1293,80793
3017,22,20,13,38,81,107,85,225,5,597,39,66,88,108,133,114,72,147,7,773,20,52,49,79,202,175,95,147,11,830,41,107,128,138,101,68,39,51,10,677,15,92,81,104,198,96,43,56,15,707,21,180,84,107,102,54,36,71,12,675,30,27,37,47,121,59,59,162,13,549,34,234,84,123,231,228,78,76,28,1120,3,7,7,3,12,7,4,9,42,104,223,780,580,752,1189,917,508,950,125,6031
3018,30,20,33,43,112,142,131,288,16,822,62,112,119,161,230,257,169,214,12,1340,62,72,67,105,273,272,191,340,15,1403,38,157,151,197,174,104,50,83,17,965,41,106,98,153,272,163,55,65,12,971,25,225,89,122,104,65,38,69,6,749,40,25,26,38,85,74,108,351,12,758,32,158,102,122,121,69,36,66,10,711,10,14,3,7,23,14,3,10,30,112,330,895,680,963,1386,1152,785,1490,130,7818
4000,890,1313,1142,1793,2021,3765,2456,9569,337,23282,818,1177,1716,2094,2253,2376,1518,2428,169,14548,655,1084,1044,1529,3213,3452,1830,3069,245,16122,664,2300,2093,2612,1503,935,532,714,200,11561,544,1817,1765,2074,2483,1516,750,769,110,11820,364,2226,1365,1558,1232,824,585,706,135,8993,425,552,533,610,1470,1324,1108,2758,184,8963,780,3639,1994,2384,3235,2814,1283,1733,384,18249,153,142,95,131,198,200,78,223,577,1797,5287,14260,11747,14786,17607,17209,10134,21967,2337,115337
4001,1723,2558,2823,4848,11503,13025,10148,18501,544,65674,5526,10301,12494,16346,28165,24373,13230,17710,920,129060,2183,4414,4624,7026,19547,17249,9308,10581,1036,75972,3265,14828,11397,14661,11263,6754,3794,3997,1029,70984,3078,8460,9585,12185,25453,11795,5995,4576,630,81762,1900,16878,8343,8449,8510,5036,3230,3751,688,56788,1057,1878,2097,3170,8687,5320,3768,5156,487,31614,1800,13908,8018,8438,10940,6094,3333,3337,985,56852,467,746,482,672,1617,1150,513,767,2405,8813,21007,73964,59866,75797,125694,90795,53308,68381,8723,577526
4002,33,54,61,93,203,218,198,431,14,1312,89,94,210,259,361,328,230,311,18,1889,48,82,94,124,495,400,290,312,22,1867,85,271,239,376,278,105,92,141,15,1596,55,180,194,275,412,204,131,93,12,1548,68,437,224,270,261,108,103,89,19,1575,38,53,55,68,196,221,183,437,18,1262,69,433,201,234,300,226,117,117,26,1720,14,15,10,11,24,13,13,16,49,167,485,1632,1278,1711,2534,1829,1348,1937,199,12949
4003,12,26,28,45,110,108,94,181,5,608,32,50,48,91,125,111,66,80,3,601,19,57,58,77,234,224,109,106,7,899,25,130,129,170,207,69,52,67,14,853,33,78,80,106,215,92,40,35,4,685,23,215,113,145,112,61,45,51,11,773,24,38,28,55,143,65,52,109,12,533,86,247,153,212,333,517,120,88,43,1789,3,10,12,5,22,18,10,9,42,124,270,861,651,905,1495,1259,571,728,129,6870
4004,17,19,13,34,98,65,57,140,6,451,36,44,61,79,201,128,69,134,8,756,32,36,25,34,185,152,81,141,11,699,41,83,110,170,189,124,55,106,14,897,26,47,75,99,241,67,27,45,3,638,20,131,85,116,87,32,31,29,9,542,26,17,25,21,103,56,56,165,8,479,33,159,86,79,98,79,23,52,18,628,9,5,7,4,15,11,3,7,34,99,244,548,484,637,1217,721,404,806,118,5182
4005,29,36,40,58,115,118,136,237,13,768,59,78,94,141,208,183,122,176,8,1074,25,51,70,117,246,263,151,156,16,1092,33,152,146,170,120,77,60,59,9,829,26,128,105,169,233,82,47,38,3,828,31,238,105,137,130,63,51,35,6,801,21,36,26,33,69,56,55,100,4,401,54,225,145,172,137,90,55,65,32,974,3,15,3,12,14,13,8,10,46,113,279,948,735,1003,1272,938,681,886,131,6873
4006,18,13,15,40,67,66,72,125,3,416,32,29,61,85,136,123,92,112,13,692,17,36,35,54,186,203,94,131,13,778,39,122,130,184,113,51,28,53,10,724,16,54,86,96,157,66,37,30,3,547,23,221,105,86,76,38,39,22,11,617,25,20,32,31,55,92,217,120,11,601,17,179,109,93,85,72,33,36,18,649,4,9,4,9,12,13,9,14,25,93,192,692,582,676,894,711,627,635,103,5115
4007,45,72,69,99,105,153,118,274,14,942,77,146,176,192,189,168,88,183,18,1247,47,127,113,174,241,234,104,170,21,1218,56,263,225,311,152,71,44,56,20,1198,52,159,146,188,181,74,34,42,11,901,45,243,147,168,110,51,43,66,7,890,13,44,50,42,58,45,50,101,10,412,45,346,140,184,124,84,40,55,20,1041,4,13,8,8,11,7,8,8,39,112,398,1416,1077,1372,1169,892,531,952,154,7958
4008,15,15,12,51,102,129,102,192,9,632,62,86,135,129,278,207,127,193,3,1221,62,78,76,92,382,261,216,298,24,1486,53,177,157,235,151,66,77,48,18,977,29,86,121,131,241,104,50,41,8,810,34,245,138,141,120,36,25,25,16,779,60,42,52,43,212,180,218,408,22,1240,36,243,155,124,149,82,52,74,25,948,5,3,15,8,38,27,25,29,40,191,369,972,866,952,1665,1096,892,1321,157,8282
5000,996,1256,1187,1519,1491,3380,2241,10406,371,22860,917,1332,1535,1658,2132,2703,1610,3381,159,15430,1292,1213,1195,1436,2694,3676,2815,8339,394,23060,667,1762,1608,2084,1589,1382,737,1129,220,11175,570,1879,1648,1839,2264,1854,877,1369,131,12431,302,1802,1060,1154,1047,850,523,696,125,7558,1107,695,651,668,1200,1396,1971,7337,327,15346,928,2927,1715,1977,1965,2321,1218,4119,373,17553,186,169,91,108,202,232,122,486,697,2298,6967,13025,10692,12444,14586,17809,12107,37272,2807,127710
5001,70,109,79,136,197,277,231,448,15,1560,117,217,247,323,433,446,218,295,13,2307,91,149,111,216,561,480,334,379,24,2339,104,331,275,446,279,223,103,142,28,1935,60,241,236,276,442,196,90,85,17,1656,60,417,190,225,258,153,103,92,27,1521,73,63,65,69,119,111,151,336,17,1008,80,480,268,217,191,235,130,148,39,1795,13,17,17,10,25,26,18,29,71,222,666,2035,1486,1920,2514,2141,1375,1951,253,14330
5002,29,26,13,30,153,188,131,309,11,898,90,74,94,161,306,301,137,215,11,1392,48,52,45,79,186,237,138,232,16,1029,59,91,81,138,208,119,94,116,24,939,45,79,80,130,289,155,61,82,14,941,12,101,48,84,104,81,38,57,14,536,11,17,15,21,36,59,23,123,8,324,26,68,66,102,86,88,34,95,12,577,13,7,3,9,13,17,11,12,42,136,325,511,458,758,1388,1252,682,1247,153,6774
5003,103,118,96,205,415,574,417,880,25,2831,229,415,521,626,916,952,597,777,39,5073,262,278,286,376,1031,1358,975,1447,103,6117,131,640,628,784,508,309,161,213,48,3425,143,505,541,578,951,531,257,257,33,3783,135,979,497,489,487,261,186,218,48,3291,198,110,122,139,358,425,594,1039,40,3031,179,931,466,586,644,431,292,464,73,4070,37,31,23,31,66,77,40,76,129,513,1430,4003,3170,3809,5368,4922,3523,5371,534,32139
5004,119,143,125,173,238,354,275,665,13,2104,135,274,324,352,320,393,239,342,20,2397,145,161,178,288,493,658,357,630,45,2953,80,399,285,406,235,153,89,99,27,1773,53,306,315,288,316,254,103,113,13,1758,76,465,247,260,248,167,82,128,35,1703,101,74,77,75,116,104,108,435,18,1111,97,497,256,315,247,218,114,231,47,2019,7,20,26,11,31,12,11,26,60,219,816,2330,1829,2166,2242,2313,1382,2671,281,16037
5005,37,39,21,49,63,117,78,220,7,645,41,62,69,95,116,153,86,137,8,757,40,55,35,58,193,195,135,199,14,920,35,87,71,129,79,33,23,31,4,496,32,106,85,102,133,99,43,51,6,664,26,140,61,99,80,60,41,39,8,561,44,27,29,21,63,70,91,238,14,592,37,169,93,97,70,95,66,60,19,700,6,12,0,4,12,13,7,5,24,90,298,698,465,661,811,839,574,985,103,5425
5006,52,74,64,111,237,291,250,554,18,1644,163,188,239,280,511,567,264,403,18,2628,121,137,132,209,475,660,350,675,42,2794,99,279,282,355,320,268,89,153,21,1875,83,244,215,313,530,320,145,155,25,2040,51,426,209,247,271,177,105,102,22,1605,107,56,65,107,128,203,179,559,37,1433,120,418,232,284,214,201,104,246,47,1857,16,21,9,25,40,34,24,45,74,292,799,1840,1448,1927,2725,2727,1514,2903,287,16177
5007,32,37,29,68,172,237,171,536,16,1295,102,110,112,136,346,460,303,530,19,2115,110,82,77,120,305,486,490,1396,69,3138,68,196,155,249,212,201,142,116,25,1368,52,133,152,225,385,349,131,148,19,1600,34,326,142,153,200,124,82,85,14,1154,130,99,57,70,162,245,391,1355,55,2551,35,243,159,196,134,155,97,228,34,1281,10,20,5,11,26,35,29,54,73,269,567,1238,896,1219,1938,2291,1844,4445,332,14768
5008,34,19,24,34,95,146,117,378,8,855,69,57,74,66,184,276,176,279,13,1195,106,44,46,53,189,276,346,768,26,1848,35,96,69,107,90,113,80,95,15,694,57,70,68,92,190,198,140,176,8,1003,26,143,57,90,84,55,31,57,5,555,32,28,22,50,81,100,231,346,18,900,47,97,82,111,92,77,75,211,16,801,12,13,5,6,16,23,32,59,22,191,405,567,437,606,1023,1272,1231,2370,133,8040
5009,2685,3954,4585,6320,15390,24189,15015,30663,839,103642,7908,16693,18633,20808,37173,46999,21712,30918,1597,202435,4978,7526,8145,10109,28740,33564,16730,28345,2240,140382,4084,20427,16325,17366,14908,11180,5375,6898,1542,98103,4316,14105,15405,15620,31480,23289,9231,8628,1098,123172,2626,24570,13227,10917,11325,8807,4195,6247,1053,82974,2729,3527,3433,4497,11486,9374,6890,15629,1123,58681,2937,19071,12463,10417,11946,9446,4328,8451,1507,80560,690,1202,897,942,2044,2274,891,1863,3851,14665,32941,111068,93119,97006,164490,169125,84367,137644,14861,904615
5010,34,16,6,37,70,67,74,312,0,624,51,33,61,61,158,186,106,214,15,892,83,55,42,46,119,170,279,915,23,1722,42,52,49,81,93,93,47,83,11,541,58,36,48,69,180,141,89,147,9,776,16,82,52,73,75,52,23,53,9,431,62,39,14,30,59,69,115,518,30,929,35,106,69,67,78,66,61,229,13,723,15,4,4,5,15,18,17,42,47,162,382,419,339,461,846,865,816,2511,155,6797
5011,11,16,18,23,82,85,52,112,4,395,21,48,81,61,123,138,40,92,3,614,57,49,64,94,194,240,104,265,22,1091,35,115,75,108,81,79,34,40,8,576,28,78,75,84,145,116,36,43,6,599,21,115,64,64,68,56,24,22,9,453,35,19,11,28,47,46,48,237,5,474,30,93,89,77,108,88,39,105,18,647,0,8,4,0,8,17,0,10,28,73,239,534,484,542,855,851,377,922,110,4917
6000,382,598,514,733,1046,1656,974,3394,159,9464,447,781,1074,1217,1418,1280,662,1159,92,8133,354,651,660,910,1963,2184,1092,1340,177,9333,401,1300,1385,1562,882,489,357,424,104,6901,325,894,975,1101,1582,842,404,414,62,6604,261,1377,844,831,805,469,242,347,79,5250,271,317,339,386,947,912,823,1206,138,5335,479,1912,1121,1247,1514,1276,569,859,231,9210,79,89,81,73,170,135,64,125,368,1186,3003,7916,6991,8062,10329,9241,5189,9268,1416,61417
6001,30,37,46,90,141,179,125,303,7,955,65,132,144,192,323,281,156,218,23,1533,57,84,75,123,383,336,209,243,11,1522,67,218,260,304,214,123,54,90,23,1361,60,151,179,208,366,164,74,102,9,1311,38,361,209,172,171,83,69,67,20,1193,47,56,52,64,153,134,123,218,18,861,65,355,162,175,265,203,73,105,24,1429,9,14,20,11,42,20,6,16,54,188,440,1407,1144,1329,2076,1516,889,1360,186,10348
6002,33,54,45,91,179,216,178,343,21,1156,79,133,161,221,309,297,145,204,17,1557,58,125,96,144,399,440,234,276,18,1802,107,274,296,357,208,102,76,87,25,1527,61,139,169,194,372,210,91,100,12,1357,42,430,203,198,206,98,68,85,15,1339,41,63,67,80,180,173,134,205,14,959,92,358,234,267,294,203,109,122,35,1712,3,12,13,15,16,27,18,19,52,190,517,1593,1284,1569,2175,1773,1046,1443,204,11605
6003,314,444,490,786,1872,2067,1426,2942,74,10416,988,1752,2343,3096,4568,3701,1981,2630,130,21202,322,786,728,1080,2896,3052,1370,1383,152,11765,522,2390,1937,2419,1712,1055,645,752,149,11577,625,1337,1599,1917,4351,1952,941,775,84,13574,367,2748,1299,1203,1411,764,481,482,105,8858,140,322,299,372,861,684,583,584,88,3937,329,2186,1175,1152,1376,941,405,434,153,8158,102,119,114,133,330,210,66,137,359,1568,3697,12081,9996,12147,19385,14432,7897,10118,1294,91048
6004,120,134,162,274,644,753,574,1173,40,3883,383,591,808,966,1512,1334,744,1053,42,7433,148,314,289,413,1338,1183,578,581,67,4909,238,1000,855,972,658,410,213,224,68,4652,194,558,583,772,1314,724,300,269,22,4734,152,1152,581,638,684,397,231,272,36,4141,88,158,175,204,566,382,315,377,39,2302,136,946,581,624,754,396,167,182,77,3867,24,51,28,48,92,63,30,56,167,547,1488,4905,4067,4916,7569,5644,3142,4183,560,36473
6005,17,24,32,43,90,103,85,183,0,589,42,76,113,157,192,157,79,99,9,915,36,54,55,69,208,231,129,126,7,916,42,155,137,160,90,65,35,40,19,738,28,85,89,109,139,74,53,49,0,617,26,182,95,88,102,53,32,34,7,621,17,23,21,34,77,70,60,89,3,409,53,181,103,88,132,92,91,47,17,808,5,11,7,0,14,15,6,10,26,91,265,790,647,753,1043,854,580,673,93,5693
7000,119,84,72,119,483,562,322,1256,48,3060,271,277,315,403,1094,1024,411,807,78,4676,178,150,151,216,632,818,469,1074,80,3773,191,343,365,542,867,664,266,486,120,3840,167,160,188,293,918,572,233,361,40,2925,47,241,140,169,281,195,95,141,37,1342,96,95,71,115,241,220,183,643,45,1715,109,315,266,300,497,529,191,762,121,3105,50,60,47,54,119,78,33,90,399,927,1238,1725,1616,2210,5130,4659,2206,5615,974,25367
7001,56,46,30,65,305,313,220,471,19,1520,148,107,146,240,818,779,363,432,31,3054,45,43,45,74,362,396,225,341,18,1548,87,135,163,210,545,349,173,339,35,2037,81,106,96,178,657,345,164,136,21,1778,37,179,82,118,199,85,78,84,14,880,27,25,34,39,114,77,53,133,17,522,28,135,78,141,202,176,76,107,24,982,14,8,6,13,61,58,21,46,60,283,531,788,673,1079,3261,2567,1379,2089,239,12608
