SUA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
2016,0,0,0,0,0,0,3,0,0,9,4,11,3,28,13,7,0,0,0,66,0,0,6,28,0,0,0,0,0,33,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,12,11,9,0,31,0,7,6,32,45,16,6,4,0,111,0,3,3,12,0,3,0,0,0,29,0,0,0,12,3,3,0,0,0,14,0,0,0,0,0,3,3,0,0,3,0,3,3,3,3,0,0,0,0,14,5,63,107,210,86,62,27,20,14,593,132,232,215,580,334,288,259,155,59,2250,1718,3455,3190,6056,3138,2816,2255,1265,434,24328,0,27,115,124,30,3,6,0,0,298,1474,2701,2392,4302,2498,2320,1713,1032,519,18953,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,7,10,0,5,0,0,0,24,39,61,63,146,85,82,78,57,24,642,391,670,691,1327,654,609,491,329,139,5307,0,4,9,12,3,3,0,0,0,38,324,539,549,990,510,497,425,345,196,4379,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,4,5,0,7,0,3,3,21,5,5,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,9,4,0,0,0,0,21,0,0,0,13,3,0,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,0,8,5,0,0,0,0,10,4,35,40,78,48,36,45,32,14,327,90,184,215,415,233,280,217,137,57,1830,1340,2598,2487,4824,2551,2527,1906,1076,388,19709,0,0,0,0,0,0,0,0,0,0,1109,2170,2135,4208,2079,1945,1302,807,363,16105,0,4,0,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,5,0,0,4,9,8,3,3,0,0,22,0,0,0,0,0,3,0,0,0,7
2019,0,0,0,0,0,0,3,0,0,3,0,6,0,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,3,3,15,3,10,14,7,3,63,31,53,62,129,78,100,83,69,48,647,536,1187,1015,1957,1127,1122,950,603,288,8791,0,0,0,0,0,0,0,0,0,0,477,1053,933,1845,1045,1064,879,632,385,8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,3,0,3,3,0,12,0,3,0,18,4,4,4,0,0,37,0,0,4,16,0,0,0,0,0,21,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,5,3,8,9,8,14,0,0,42,0,0,0,7,3,0,0,0,0,8,0,0,3,0,0,0,8,4,0,19,0,0,3,8,0,3,0,0,0,12,0,6,13,35,27,21,27,17,6,159,55,124,115,257,195,174,178,114,37,1242,1086,2316,2079,3777,2166,2111,1923,1065,295,16812,0,0,0,0,0,0,0,0,0,0,1039,2093,1805,3413,1904,1799,1488,764,404,14703,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,8,0,0,3,12,0,0,0,3,0,0,0,0,0,5
2021,0,0,0,0,0,0,0,0,0,0,5,8,0,21,7,0,3,0,0,42,0,0,20,85,0,0,0,0,0,99,0,3,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,8,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,12,9,22,15,4,3,13,0,85,54,117,153,270,179,176,158,116,46,1275,1032,2153,2304,3909,2106,2027,1631,846,343,16341,0,0,0,0,0,0,0,0,0,0,892,1881,1928,3397,2010,1911,1447,898,479,14841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,5,16,34,43,34,0,138,4,16,13,97,21,20,28,5,3,209,4,13,73,324,8,3,3,0,0,435,6,42,50,62,18,11,3,0,0,186,0,0,0,4,3,0,5,0,0,12,0,0,0,11,18,8,3,0,0,35,10,69,46,167,121,173,195,59,13,860,3,38,34,127,53,33,4,0,4,308,0,6,15,48,61,55,77,37,5,307,0,22,45,128,112,84,44,15,4,457,30,162,230,899,533,641,656,406,86,3634,1748,3692,3788,10382,6475,6512,5245,2437,697,40965,23544,52646,42692,87345,54435,56262,45926,19887,5042,387785,0,0,0,5,0,0,0,0,0,11,20078,44061,33195,66866,39999,39649,28750,12679,4945,290231,4,4,4,15,0,0,0,0,0,36,0,0,0,9,4,0,3,0,0,19,0,3,8,23,14,3,3,0,0,58,4,13,59,239,103,120,85,15,4,647,0,0,0,28,12,6,5,0,0,52
3001,0,0,14,147,151,204,161,103,31,807,27,275,352,1440,570,491,302,125,38,3606,68,194,756,2774,363,499,336,71,10,5067,46,305,408,727,109,46,24,4,0,1668,0,5,17,64,66,76,50,19,0,297,0,17,38,233,125,53,17,10,0,507,108,571,606,1434,662,528,358,95,32,4403,58,285,620,2557,1699,1326,571,191,89,7400,6,71,117,328,348,232,200,115,37,1455,0,69,302,916,483,394,122,32,4,2322,462,2535,4167,12853,5078,3887,2618,1287,438,33322,3629,6345,8376,20179,9096,7448,5641,3250,1670,65634,73558,146711,155394,316126,140559,113244,81414,37752,13131,1077889,6,82,259,541,152,57,33,10,4,1141,63396,114555,109002,195867,90033,76185,55401,28438,14924,747799,24,105,114,502,80,43,11,4,0,877,0,8,68,452,260,202,92,47,12,1140,3,20,58,370,199,156,59,27,16,909,46,171,303,1201,403,307,145,57,31,2660,4,25,45,292,164,125,84,30,11,771
3002,0,0,0,0,0,3,4,0,0,13,0,3,0,10,10,7,0,3,0,34,3,0,18,60,0,0,0,0,0,77,3,8,7,8,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,3,3,0,0,22,0,7,3,21,10,8,14,13,3,75,0,5,8,16,11,4,0,0,0,43,0,0,0,5,4,4,13,3,3,32,0,0,4,10,11,0,0,0,0,32,0,8,15,61,27,38,61,40,11,264,86,191,257,513,301,366,337,208,80,2340,1938,4464,4079,7151,4113,4338,4192,2431,771,33476,0,0,0,0,0,0,0,0,0,0,1698,3852,3386,6187,3542,3786,3303,2127,948,28827,0,3,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,21,10,12,10,4,4,62,0,0,0,0,0,0,0,0,0,0
3003,0,0,0,0,3,8,10,12,3,33,0,9,9,35,16,15,16,5,0,114,0,8,11,90,3,6,0,0,0,111,10,36,58,81,17,6,0,0,0,218,0,0,0,0,0,0,0,0,0,4,0,3,0,8,9,3,0,0,0,20,0,22,29,72,45,48,29,8,4,269,0,12,15,39,20,8,6,7,0,104,0,3,8,31,20,15,19,3,3,104,0,0,12,38,20,14,9,0,0,91,10,85,133,635,345,310,227,115,33,1890,385,759,833,2098,1142,911,624,305,86,7139,4860,10298,8836,19408,10267,8632,5955,2323,616,71202,0,0,0,3,0,0,0,0,0,3,4062,8128,6523,13198,6487,5393,3374,1409,729,49306,0,0,3,15,0,0,0,0,0,17,0,0,0,3,7,3,7,0,0,22,0,0,0,15,4,3,0,0,0,28,0,8,28,115,51,45,16,9,4,273,0,0,0,13,3,3,3,0,0,30
3004,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,3,12,11,3,0,0,0,32,3,4,5,30,15,9,3,0,0,77,79,115,110,321,166,94,26,16,5,928,640,1171,911,2180,942,637,253,82,24,6837,0,0,0,0,0,0,0,0,0,0,580,915,660,1533,594,409,157,74,25,4945,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
3005,0,0,0,0,3,4,3,6,0,16,0,8,0,19,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,15,3,13,18,10,0,0,0,60,0,0,0,9,3,0,0,0,0,12,0,4,0,8,4,4,3,0,0,29,0,3,3,15,14,4,0,0,0,44,6,22,23,86,41,31,30,13,6,256,115,179,207,503,290,227,78,45,12,1671,1740,3375,3031,6431,3264,2530,1218,526,144,22260,0,0,0,0,0,0,0,0,0,0,1530,2755,2258,4733,2155,1523,878,469,212,16502,0,0,3,15,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,3,11,4,3,0,0,0,29,0,0,0,4,0,0,0,0,0,6
3006,0,0,7,37,49,80,72,61,14,326,3,26,23,113,43,50,47,22,4,334,7,32,94,285,60,48,50,9,3,576,36,70,106,176,37,19,7,0,0,455,3,0,4,16,33,30,17,7,0,115,0,3,11,60,75,33,23,14,3,226,29,145,166,368,206,218,174,49,25,1378,3,29,49,126,65,41,30,7,0,358,8,29,35,136,112,70,105,49,20,554,0,9,41,194,92,79,51,7,0,479,77,390,827,2837,999,992,871,571,179,7739,1154,2271,2857,6578,3252,3016,2647,1524,803,24103,18723,38755,39037,80654,39958,34652,30141,15528,5566,303014,0,3,6,24,8,0,0,0,0,48,16037,30054,27734,51498,25236,23685,18916,10049,5272,208467,0,11,16,95,13,4,5,0,0,140,0,0,26,144,101,78,45,12,3,408,0,3,9,45,25,15,4,3,0,96,19,46,106,541,147,114,64,22,10,1063,0,4,8,93,53,27,25,18,7,237
3007,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,4,0,22,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,12,3,0,0,10,7,11,10,10,0,52,47,74,65,170,93,102,110,93,68,818,667,1470,1216,2187,1195,1224,1112,634,254,9957,0,0,0,0,0,0,0,0,0,0,594,1265,1090,2017,1100,1115,916,599,263,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,3,3,5,7,0,18,0,5,0,9,8,3,3,6,3,33,0,0,0,7,0,0,0,0,0,9,0,5,0,8,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,19,10,12,22,9,0,74,0,3,0,3,3,0,0,0,0,13,0,3,0,7,11,4,16,11,0,50,0,3,0,0,9,6,0,0,0,22,3,7,10,43,47,47,90,69,25,343,62,199,188,375,250,316,352,208,75,2035,1284,3189,2497,4578,2897,3413,4078,2298,615,24856,0,0,0,0,0,0,0,0,0,0,1118,2730,2160,4029,2451,2796,2827,1524,573,20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,20,3,8,7,3,0,48,0,0,0,0,0,0,0,0,0,3
3009,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,5,3,0,3,0,20,19,34,38,78,49,26,39,28,12,325,362,774,691,1174,566,559,489,267,104,4985,0,0,0,0,0,0,0,0,0,0,362,676,577,1097,475,538,407,269,131,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
3010,0,0,0,0,3,0,5,3,0,10,0,9,0,28,7,8,0,0,0,54,0,0,3,3,0,0,0,0,0,10,0,5,9,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,19,6,7,5,0,0,60,0,4,4,14,4,3,0,0,0,27,0,0,3,8,7,7,7,4,0,32,0,19,22,36,43,37,0,3,0,166,3,31,36,128,73,47,46,16,5,387,133,227,329,1197,669,513,270,137,47,3515,2783,5468,5013,10944,5750,4786,2779,1393,471,39391,0,0,0,0,0,0,0,0,0,0,2503,4608,4069,8208,4052,3437,2133,1342,677,31025,0,5,3,19,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,3,3,3,38,13,17,6,3,0,80,0,0,0,0,0,0,0,0,0,5
3011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,8,0,4,3,12,3,14,22,17,4,80,53,98,91,211,118,141,169,108,27,1018,696,1711,1606,2911,1678,1879,1758,922,290,13458,0,0,0,0,0,0,0,0,0,0,716,1492,1259,2317,1409,1542,1312,821,388,11259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
3012,0,0,0,0,0,0,0,0,0,7,0,3,0,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,4,4,17,8,0,0,0,0,34,3,7,11,42,29,28,34,17,3,181,95,148,158,390,183,151,69,18,0,1201,862,1390,1260,3077,1274,929,495,166,27,9488,0,0,0,0,0,0,0,0,0,0,722,1042,917,2010,761,460,234,96,27,6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
3013,0,0,0,0,0,0,3,0,0,3,4,12,8,128,22,3,0,0,0,179,0,0,3,6,0,0,0,0,0,13,0,4,8,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,7,14,16,12,7,0,0,65,0,29,33,74,33,0,0,0,0,171,0,0,0,0,3,6,3,7,0,18,0,11,7,23,11,6,4,0,0,65,6,43,50,135,53,28,22,6,3,358,148,289,331,921,528,436,255,157,61,3127,2671,5602,5412,10320,4935,4348,2840,1563,541,38243,0,6,9,16,3,0,0,0,0,27,2459,4628,4657,8057,3996,3519,2470,1705,834,32327,3,9,3,29,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0
3014,0,0,0,4,13,14,27,12,4,73,3,14,8,45,18,16,21,14,0,135,0,6,10,51,0,3,0,0,0,71,6,29,32,35,11,5,3,0,0,125,0,0,0,3,3,3,4,3,0,16,0,0,0,8,4,3,0,3,0,30,10,83,63,152,116,115,110,47,15,713,3,5,12,32,10,0,3,0,0,70,0,23,20,55,51,48,56,27,12,291,0,9,44,90,94,62,37,17,0,343,29,144,210,543,330,322,368,231,108,2281,360,844,947,2400,1456,1361,1252,700,316,9629,8136,20112,16903,33753,20100,19337,17411,9249,3206,148210,0,4,0,3,0,0,0,0,0,9,7178,16268,13433,26036,15711,15181,12504,6759,3395,116468,0,0,3,8,3,0,0,0,0,20,0,0,0,9,4,4,0,0,0,22,0,3,0,17,0,0,0,0,0,23,13,55,38,230,102,87,55,22,9,611,0,0,4,17,12,5,7,0,0,48
3015,0,0,0,0,3,3,0,0,0,6,3,27,15,70,30,11,3,0,0,156,0,8,3,24,3,4,4,0,0,47,0,11,3,16,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,12,6,20,13,41,26,19,21,14,3,161,3,3,6,19,6,3,3,0,0,42,0,0,0,9,4,3,6,3,0,26,0,14,43,54,60,40,18,3,3,235,38,159,257,425,145,85,57,44,11,1224,222,428,607,1113,571,556,467,318,146,4429,4335,9105,8946,15931,7750,7172,5589,3066,1084,62974,0,13,25,45,8,9,3,0,0,103,3825,8002,7220,12922,6770,6434,5110,3049,1479,54805,3,4,8,30,7,0,0,0,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,5,18,9,43,14,15,5,4,4,117,0,0,0,3,0,0,0,0,0,8
3016,0,0,0,0,4,9,4,3,0,19,0,12,16,45,29,18,4,5,0,123,0,3,4,10,0,0,0,0,0,19,10,28,35,17,7,4,0,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,3,28,33,93,26,26,21,3,0,237,3,18,12,47,12,9,9,0,0,105,0,4,4,20,13,5,17,5,0,68,0,15,24,52,21,22,3,0,0,143,21,179,223,449,202,151,132,85,10,1458,350,589,1274,2123,961,787,537,276,90,6983,6212,12007,14456,24434,11047,8984,5978,2631,835,86585,0,0,3,0,3,0,0,0,0,9,5267,10192,11101,19192,8294,6867,4358,2335,1031,68643,0,3,5,13,8,3,0,0,0,24,0,0,0,7,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,14,3,11,22,107,30,24,17,3,0,221,0,0,5,10,6,0,3,0,0,14
3017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,10,0,6,7,18,7,0,15,3,0,64,20,47,59,94,62,45,65,36,16,449,508,1107,1020,1438,886,897,846,452,127,7274,0,0,0,0,0,0,0,0,0,0,484,927,825,1383,834,838,714,502,210,6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,4
3018,0,0,0,0,0,0,3,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,8,3,3,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,5,0,11,15,17,7,9,0,62,28,66,75,234,153,148,71,57,18,847,529,1282,1120,2013,1245,1260,907,460,157,8969,0,0,0,0,0,0,0,0,0,0,488,982,909,1672,1012,941,726,403,194,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,0,3,28,0,0,0,0,0,3,0,0,0,8
4000,0,0,0,0,10,11,30,17,3,72,0,12,12,73,10,4,3,0,0,108,0,0,20,52,0,0,0,0,0,70,0,14,11,22,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,6,12,4,4,3,0,25,3,16,18,45,36,39,32,19,3,213,7,3,10,37,24,10,7,4,0,95,0,0,4,16,16,35,44,14,8,138,0,13,8,35,12,18,4,3,0,91,3,51,58,199,133,207,210,114,44,1015,356,839,908,2284,1760,1940,1638,779,314,10815,7197,16567,14114,27833,19367,21341,17418,7763,2523,134123,0,5,25,40,8,0,0,0,0,80,6414,14135,11191,22471,14669,15108,11652,5602,2935,104181,0,0,0,14,0,0,0,0,0,20,0,0,0,0,3,0,3,0,0,8,0,0,3,15,3,0,0,0,0,25,0,0,14,46,21,25,19,4,0,118,0,3,0,3,3,4,0,0,0,16
4001,0,0,9,130,137,188,171,142,46,821,25,204,183,922,262,115,78,49,6,1847,16,31,108,295,26,28,15,0,0,525,23,58,169,459,54,26,7,6,0,793,0,3,3,23,27,40,35,29,6,177,0,15,17,75,59,46,31,25,12,278,44,208,206,543,300,266,202,57,26,1851,46,186,515,2057,1407,1379,468,151,85,6296,3,47,62,211,223,252,203,149,41,1183,0,41,83,204,114,88,14,4,0,550,269,1484,2353,5979,2371,1895,1561,1145,552,17614,1662,2873,3714,9259,4969,4573,3613,2358,1155,34175,38795,75501,84765,169319,83838,74098,55961,30090,12284,624644,24,227,727,1000,254,84,40,8,0,2371,33411,60488,61529,112684,57092,51243,36067,18346,11856,442716,38,130,65,568,51,29,8,0,0,890,0,6,55,339,223,209,88,60,12,996,9,39,117,686,294,309,142,59,22,1684,19,71,74,402,170,152,61,28,19,992,3,9,17,124,77,63,48,24,5,366
