SUA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
2010,39592,99425,276567,251215,219490,146215,39642,4849,736,1077734,99,340,847,906,1054,680,267,61,9,4273,4,26,278,384,232,115,18,3,0,1065,1971,2845,9552,11502,12294,7181,1260,101,7,46716,31,352,2213,1924,1242,533,73,3,0,6364,238,1362,5261,5419,5107,2631,588,44,7,20667,458,1995,6684,7119,6696,3464,650,50,9,27125,14049,22432,25696,18600,19242,11750,2438,186,16,114417,16354,15290,15500,8131,7299,4031,711,73,10,67405,251,1650,5886,6054,6135,3387,537,32,7,23935,635,1623,5426,4490,3119,1439,253,7,5,17015,211,2710,14476,12971,9100,4150,749,52,24,44438,348,1881,5310,3949,3353,1868,582,77,20,17378,598,6471,26848,21616,15702,8149,2214,176,18,81792,423,3124,10105,8262,8178,5154,1197,113,12,36571,278,2137,11740,13590,13046,7954,1478,123,15,50358,2319,7689,28609,28259,30188,21211,3825,251,46,122393,1737,13913,49615,43102,44059,32100,6597,392,51,191578,1948,3233,5039,3804,3070,1667,512,55,17,19349,1081,3821,9329,7377,7095,3990,947,74,7,33726
2011,644,1286,3500,3329,2530,1858,388,23,3,13557,0,0,10,24,14,8,3,0,0,61,0,0,0,4,3,5,0,0,0,14,26,38,91,120,113,79,14,0,0,489,0,8,31,26,19,14,0,0,0,94,0,33,72,89,58,29,3,0,0,287,5,20,84,66,70,34,8,0,0,279,211,265,370,309,298,206,23,0,0,1678,272,153,164,107,92,63,9,0,0,863,7,62,177,152,141,96,9,0,0,649,9,9,41,35,11,10,0,0,0,115,0,24,149,119,71,51,4,0,0,423,6,22,57,38,28,19,7,0,0,177,10,25,168,105,88,58,9,0,0,469,3,47,122,101,101,85,8,0,0,478,5,37,163,155,166,128,27,0,0,691,16,71,357,321,251,199,13,0,0,1240,25,191,626,542,485,343,54,0,0,2269,21,34,43,43,38,24,3,0,0,201,36,55,97,70,58,46,7,0,0,370
2012,624,925,2176,2069,2257,1928,528,85,16,10609,9,24,61,84,98,99,49,12,0,433,0,0,0,4,11,8,0,0,0,19,23,17,57,77,86,59,10,3,0,328,0,3,0,13,14,15,0,0,0,51,3,13,27,48,47,38,0,0,0,177,7,8,34,36,27,26,5,0,0,150,293,195,256,250,298,214,35,0,0,1543,212,156,174,119,138,97,29,0,0,930,5,18,27,41,47,39,8,0,0,188,16,18,19,16,19,7,0,0,0,90,4,19,51,41,51,33,3,3,0,206,0,14,25,44,32,22,8,0,3,141,12,45,110,83,77,50,20,3,0,387,6,36,91,98,139,110,20,0,0,507,3,26,107,140,154,124,30,3,0,596,15,85,253,342,373,260,40,0,0,1365,32,200,468,451,573,457,67,0,3,2254,18,13,14,24,15,11,4,0,0,101,9,40,67,55,64,45,14,0,0,286
2013,200,342,625,596,667,597,121,16,7,3160,0,7,12,5,12,5,0,0,0,45,0,0,3,3,0,3,0,0,0,6,0,4,15,15,21,9,3,0,0,65,0,3,15,7,9,0,0,0,0,33,0,5,17,11,12,3,0,0,0,50,0,0,8,3,10,0,0,0,0,20,72,59,74,69,104,52,9,3,0,437,73,53,37,43,27,20,12,0,0,254,0,0,0,8,16,15,4,0,0,49,3,4,9,0,4,5,0,0,0,20,0,5,30,20,23,12,3,0,0,94,0,3,12,17,8,6,0,0,0,41,0,10,22,21,19,22,4,0,0,93,3,4,12,24,25,16,0,0,0,88,0,26,59,53,70,40,11,0,0,263,0,20,54,77,98,76,12,0,0,349,10,81,169,126,177,171,35,3,0,777,4,3,14,3,9,6,0,0,0,40,5,15,25,18,21,15,6,0,0,108
2014,140,194,367,456,586,477,122,24,3,2372,3,4,8,7,8,8,10,0,0,47,0,0,0,0,0,0,0,0,0,0,4,5,4,17,34,22,0,0,0,92,0,0,0,0,6,0,0,0,0,4,0,0,4,4,10,0,0,0,0,25,0,0,0,9,11,3,0,0,0,28,47,16,32,54,47,47,4,0,0,247,55,42,36,41,40,20,10,0,0,248,4,4,5,13,16,14,0,0,0,48,0,0,4,0,4,3,0,0,0,18,0,0,6,9,8,5,0,0,0,36,0,3,3,3,6,5,0,0,0,25,3,0,17,18,16,17,3,0,0,67,0,3,9,16,18,10,8,0,0,71,3,3,15,28,42,28,3,0,0,127,5,12,38,71,71,44,10,0,0,259,5,34,88,111,139,157,18,0,0,561,7,3,3,5,7,3,0,0,0,34,3,3,10,21,14,16,5,0,0,78
2015,198,290,705,644,653,525,125,18,6,3173,0,10,28,15,8,9,3,0,0,78,0,0,3,3,4,3,0,0,0,17,7,6,14,16,8,16,0,0,0,67,0,3,0,10,8,3,0,0,0,15,0,8,19,10,25,12,4,0,0,74,4,3,9,5,3,6,0,0,0,26,83,40,52,78,79,69,13,0,0,415,58,51,37,33,32,29,3,0,0,244,0,4,11,5,10,4,4,0,0,39,0,8,3,3,0,3,3,0,0,23,0,0,10,15,15,8,0,0,0,48,3,3,9,4,10,7,3,0,0,39,3,8,25,29,20,28,3,3,0,112,3,3,17,21,20,20,4,0,0,88,6,10,65,77,68,33,3,3,0,262,10,13,89,94,136,71,7,0,0,426,4,43,171,161,194,178,21,0,0,776,6,3,5,11,3,5,4,0,0,35,5,17,31,24,20,16,3,0,0,116
2016,652,928,2271,2159,2250,1771,531,67,14,10649,3,20,81,47,57,43,25,8,0,286,0,0,0,0,0,0,0,0,0,0,34,23,73,109,125,86,7,0,0,467,3,5,39,34,34,14,0,0,0,132,8,15,41,44,55,36,7,0,0,200,0,17,27,20,34,20,0,0,0,120,264,158,241,233,290,193,37,0,0,1420,237,102,113,94,104,71,17,0,0,738,3,15,24,31,47,27,12,0,0,157,5,15,29,16,23,11,4,0,0,104,3,19,50,51,44,24,0,0,0,189,0,16,18,33,35,13,8,0,0,119,15,56,104,88,98,63,11,3,0,437,5,34,86,70,99,58,19,0,0,375,4,20,84,135,119,93,16,0,0,457,23,73,252,273,325,234,33,3,0,1223,31,200,573,576,606,560,84,3,0,2635,17,11,21,16,17,6,3,0,0,91,11,40,87,73,90,49,15,0,0,379
2017,158,254,560,452,491,407,103,18,4,2441,0,0,9,10,8,13,3,0,0,45,0,0,0,0,0,0,0,0,0,0,20,6,19,10,24,20,3,0,0,99,0,0,0,0,5,0,0,0,0,4,0,3,3,9,5,10,0,0,0,41,3,9,4,7,5,11,0,0,0,32,51,38,46,59,65,57,8,0,0,320,63,44,50,30,34,30,0,0,0,257,0,0,9,7,16,6,0,0,0,33,3,0,7,9,5,0,0,0,0,20,0,10,15,19,10,7,3,0,0,62,3,4,3,9,3,4,0,0,0,24,4,8,19,22,19,11,0,0,0,86,0,10,13,13,33,18,3,0,0,91,0,9,24,26,33,17,5,0,0,121,4,18,87,65,75,65,6,0,0,322,6,45,95,97,121,100,8,0,0,487,0,4,3,3,6,3,3,0,0,21,4,12,34,16,9,9,0,0,0,81
2018,458,787,1918,1686,1808,1423,345,48,4,8486,0,0,9,12,14,11,6,4,0,68,0,0,7,5,5,0,0,0,0,17,10,9,46,50,32,32,3,0,0,181,0,13,26,26,40,15,0,0,0,119,0,12,44,40,31,14,3,0,0,147,0,10,12,21,19,6,0,0,0,71,171,156,252,221,216,150,25,4,0,1188,201,131,102,81,93,83,18,0,0,706,0,8,15,25,47,24,6,0,0,121,3,26,17,19,12,12,3,0,0,88,0,23,50,50,53,16,0,0,0,196,4,12,28,28,19,16,6,0,0,109,7,25,77,49,58,26,6,3,0,248,0,16,42,57,65,53,15,0,0,258,11,79,235,220,194,136,9,0,0,889,8,60,189,218,255,179,30,0,0,940,17,189,493,388,434,390,75,7,0,2002,10,15,15,24,12,9,0,0,0,91,18,42,74,59,45,33,7,0,0,277
2019,259,328,763,793,892,704,174,22,4,3936,0,3,0,8,14,4,4,3,0,33,0,0,0,0,0,0,0,0,0,0,10,12,37,41,43,47,3,0,0,195,0,0,3,3,0,4,0,0,0,6,4,9,4,14,20,15,0,0,0,62,9,3,4,9,11,7,0,0,0,41,103,71,105,98,99,83,16,0,0,563,112,57,52,54,63,31,10,0,0,384,0,0,16,14,15,20,3,0,0,66,4,5,11,11,6,0,0,0,0,37,3,5,17,14,23,6,3,0,0,77,3,7,7,13,9,7,3,0,0,48,3,12,32,38,28,23,6,0,0,135,6,4,17,38,36,28,10,0,0,138,3,6,38,69,72,59,7,0,0,262,7,28,92,106,122,97,6,0,0,466,23,81,216,220,285,278,40,5,0,1146,15,3,8,5,8,3,0,0,0,49,6,16,36,21,26,16,8,0,0,124
2020,479,696,1637,1461,1740,1417,457,84,15,7973,8,23,79,79,74,73,42,22,0,391,0,0,3,0,3,0,0,0,0,8,25,29,65,42,65,36,5,0,0,267,0,0,4,4,10,0,0,0,0,19,3,10,43,40,43,30,8,0,0,177,8,9,19,22,35,21,3,0,0,124,107,96,169,132,180,120,8,4,0,814,188,115,84,80,82,56,9,0,0,616,0,4,18,23,29,35,4,0,0,105,8,5,18,10,13,11,0,0,0,76,4,11,49,35,43,20,5,0,0,172,3,16,36,21,13,12,5,0,0,107,8,27,80,80,76,64,12,0,0,355,10,15,34,48,65,44,7,0,0,224,3,17,75,89,114,59,17,0,0,376,22,43,213,254,332,253,32,3,0,1149,20,125,306,290,419,327,46,5,0,1535,14,12,19,13,13,18,8,0,0,98,15,35,63,64,82,66,17,0,0,345
2021,586,855,1653,1535,1697,1334,336,45,11,8046,7,14,12,23,28,23,15,3,0,124,0,0,0,0,0,0,0,0,0,0,32,41,108,66,83,45,9,0,0,381,3,3,11,11,15,10,0,0,0,59,0,3,20,22,27,17,3,0,0,95,0,23,32,20,28,16,5,0,0,130,219,169,199,181,229,172,14,3,0,1176,220,140,117,110,86,64,21,0,0,771,3,8,15,11,27,21,12,0,0,95,8,14,14,3,15,6,0,0,0,64,3,14,32,43,37,18,4,0,0,149,8,5,21,27,18,8,3,0,0,93,3,37,68,71,74,40,9,0,0,300,6,9,37,46,73,53,14,0,0,241,10,20,62,102,139,70,16,3,0,423,31,50,165,249,278,184,20,0,0,984,32,134,425,417,549,469,41,0,0,2068,16,21,25,20,16,9,4,3,0,117,9,40,70,67,52,35,11,0,0,285
3000,9087,12755,29458,33057,38357,32358,10239,2161,301,167783,440,1077,2282,2283,2909,2885,1806,484,52,14228,45,222,862,634,562,219,24,3,0,2560,301,369,846,992,1236,796,164,17,0,4711,8,39,153,198,198,111,19,0,0,726,99,196,699,825,885,575,127,10,0,3418,96,168,403,497,564,340,65,10,4,2147,2763,1671,2526,3110,3761,2612,525,51,3,17022,2671,1645,2335,2000,2336,1705,367,30,3,13100,87,212,615,843,1104,765,216,28,3,3885,57,87,121,167,168,117,44,3,0,766,59,199,541,563,570,309,31,10,3,2283,95,181,380,443,492,435,136,16,3,2185,221,465,1264,1445,1364,887,226,13,4,5893,146,376,942,1216,1475,1128,272,32,6,5603,138,379,1470,1988,2172,1300,174,13,0,7629,294,1054,3476,5116,5667,3885,591,45,3,20139,595,1566,3933,5039,7215,6141,1049,51,7,25591,143,156,285,329,355,247,57,11,0,1585,368,547,1013,1153,1120,743,178,19,0,5147
3001,26968,55362,130117,124097,111961,73278,17921,1928,227,541859,100,311,655,580,598,389,134,37,3,2814,15,121,1072,969,535,221,25,0,3,2961,841,1365,3809,4408,4878,2720,504,30,0,18560,32,118,752,969,711,345,31,4,0,2961,271,919,2900,3104,2886,1603,305,23,0,12012,267,813,2360,2515,2569,1326,256,22,0,10135,8954,10671,11391,8638,8926,5834,1187,67,4,55669,11763,8045,7714,3927,3376,1947,376,27,9,37194,217,1045,3432,3622,3662,2116,389,26,3,14519,389,810,1581,1283,1039,597,100,8,0,5811,179,1288,5696,5340,3891,1917,268,29,8,18610,353,1239,2738,2253,2287,1440,443,62,12,10817,741,4111,10888,9678,7053,3652,875,70,6,37080,423,1853,5044,4519,4204,2715,595,45,6,19412,273,1729,8172,10093,9015,4865,614,23,3,34795,1460,4248,13348,17228,18464,11624,1957,115,11,68450,2200,9692,25641,23876,24869,17349,3075,131,4,106827,851,1158,1799,1537,1250,763,261,31,3,7647,1039,2386,5003,4041,3771,2158,518,29,5,18938
3002,847,1214,2613,2628,2839,2311,519,70,10,13045,12,75,178,76,93,61,32,10,0,535,0,0,7,7,4,6,0,0,0,20,27,21,75,68,97,76,8,0,0,373,0,0,3,9,12,3,0,0,0,31,8,6,43,58,62,42,9,0,0,233,7,19,27,33,43,30,9,0,0,161,348,211,295,330,331,249,23,0,0,1790,354,171,180,152,141,95,20,3,0,1113,7,14,20,46,44,40,14,0,0,180,15,23,18,8,17,6,0,0,0,93,7,32,90,53,80,38,7,0,0,304,13,30,50,57,34,42,9,3,0,234,14,40,112,99,96,78,25,5,0,457,13,25,92,100,115,84,13,3,0,457,3,18,122,126,137,100,4,0,0,517,26,74,250,483,488,341,57,4,0,1717,67,243,665,734,937,765,101,3,0,3524,20,14,13,21,30,19,6,3,0,130,36,43,101,77,105,59,21,0,0,435
3003,1746,2714,6999,7606,7535,5320,1430,129,23,33517,7,29,47,59,72,54,8,3,0,284,0,8,32,51,29,14,3,0,0,133,29,18,97,115,127,95,15,6,0,508,3,8,14,31,37,17,0,0,0,111,19,43,134,171,205,107,31,3,0,709,21,27,67,126,120,89,21,0,0,470,714,517,724,727,815,556,160,11,4,4228,717,464,870,723,553,355,74,9,0,3767,33,92,263,301,326,182,42,5,0,1245,16,41,57,49,36,17,0,0,0,221,14,45,171,155,177,95,16,0,0,661,31,64,135,171,194,146,34,6,0,775,32,129,368,443,347,211,67,0,0,1600,23,106,330,370,401,275,53,3,0,1560,13,108,531,690,573,341,47,9,0,2316,59,202,793,1143,1290,778,120,12,0,4396,106,544,1648,1839,1837,1325,214,14,3,7526,62,63,139,145,123,73,18,3,0,617,65,138,302,348,280,156,46,5,0,1342
3004,205,356,934,828,731,447,106,16,4,3626,0,10,17,6,17,9,0,0,0,65,7,13,41,39,14,5,0,0,0,120,6,3,9,7,15,3,0,0,0,43,0,0,6,0,5,0,0,0,0,9,0,4,22,24,21,12,0,0,0,82,5,4,18,13,16,3,0,0,0,62,76,49,114,114,104,59,8,3,0,518,63,39,55,51,39,22,4,0,0,275,4,12,13,24,32,21,0,0,0,103,0,3,5,0,3,3,0,0,0,21,0,7,26,16,18,6,0,0,0,70,3,14,13,15,13,8,3,0,0,69,6,17,40,28,24,11,0,0,0,129,4,11,26,40,22,15,3,0,0,127,4,13,52,46,38,36,4,0,0,193,12,38,131,126,123,52,9,0,0,483,14,36,102,95,84,48,5,0,0,385,0,0,3,3,0,3,0,0,0,18,9,24,36,32,29,12,3,0,0,139
3005,636,1024,2516,2559,2494,1557,250,18,3,11063,0,0,3,0,9,5,3,0,0,23,3,12,40,31,17,4,0,0,0,106,19,35,140,127,100,36,9,0,0,463,3,13,21,28,16,11,0,0,0,97,3,25,80,88,68,44,10,0,0,322,7,10,28,41,26,12,3,0,0,130,231,171,253,232,268,112,24,0,0,1288,212,151,177,121,113,51,11,3,0,828,8,21,99,88,116,56,7,0,0,409,6,11,16,9,7,3,0,0,0,54,0,15,43,35,45,18,3,0,0,152,8,27,54,39,52,19,13,0,0,209,11,39,106,99,99,45,5,0,0,400,8,19,77,76,93,56,6,0,0,340,0,30,92,123,106,58,13,0,0,419,19,99,302,366,349,165,27,0,0,1328,44,141,323,312,361,212,20,0,0,1407,18,7,25,14,13,7,3,0,0,92,16,50,105,96,74,28,5,3,0,379
3006,7760,13412,31482,33033,31194,22010,6915,828,82,146711,19,26,88,121,140,97,58,14,0,566,0,3,76,62,45,39,5,3,0,239,265,272,670,892,1040,683,190,18,0,4034,3,8,68,80,79,70,3,0,0,320,66,254,909,1210,1056,679,154,8,4,4343,67,176,524,624,589,317,104,7,0,2406,2757,2948,3544,3034,3484,2397,595,30,4,18792,3583,2708,3380,2298,2005,1299,298,15,7,15594,48,161,575,615,779,447,135,17,0,2776,129,237,419,407,402,212,51,6,0,1854,57,282,976,1002,942,561,120,15,0,3947,95,368,859,914,1007,796,281,33,3,4354,156,725,1974,2225,1800,1083,352,22,3,8339,126,499,1484,1554,1659,1210,293,25,0,6856,35,223,1076,1587,1500,894,147,3,0,5466,281,910,3197,4570,4397,2910,484,32,0,16780,469,2068,6097,6196,7132,5573,1091,56,3,28682,361,629,835,765,712,448,101,4,0,3854,233,585,1484,1321,1106,702,177,7,3,5616
3007,245,365,800,762,822,638,147,23,4,3808,0,5,13,19,17,14,4,0,0,77,0,0,0,6,0,0,0,0,0,5,13,15,29,39,36,29,8,0,0,170,0,0,3,3,0,0,0,0,0,9,0,7,19,23,23,14,4,0,0,83,4,4,21,11,15,6,3,0,0,61,107,72,123,112,104,73,19,0,0,613,97,34,54,54,42,17,3,0,0,306,0,3,11,10,14,15,3,0,0,59,3,3,3,3,3,3,0,0,0,25,3,8,19,10,13,9,0,0,0,63,3,5,9,9,24,5,6,0,0,62,0,12,45,44,35,28,9,0,0,174,3,11,14,34,34,22,3,0,0,115,0,4,33,40,48,42,4,0,0,179,5,25,89,133,168,104,10,0,0,539,24,61,138,151,230,185,28,0,0,825,6,5,5,12,7,0,0,0,0,27,7,28,43,35,24,16,3,0,0,153
3008,526,628,1487,1703,1862,1534,365,44,7,8166,3,3,9,6,12,18,0,0,0,49,0,0,0,3,5,0,0,0,0,13,17,11,20,24,37,19,7,0,0,132,0,0,8,5,6,10,0,0,0,29,3,4,31,41,62,39,9,0,0,191,3,7,9,16,22,19,0,0,0,77,225,143,190,232,261,154,30,3,0,1235,228,109,161,149,174,123,23,0,0,974,4,0,14,23,37,22,3,0,0,104,5,13,13,17,14,9,0,0,0,66,7,5,30,32,44,23,0,0,0,143,6,13,14,46,61,31,8,0,0,181,15,22,62,62,77,65,15,0,0,311,6,10,42,73,90,50,15,0,0,285,0,19,75,100,98,80,6,0,0,372,6,70,195,334,378,199,30,0,0,1222,40,156,430,547,691,549,70,4,0,2479,11,11,15,18,13,10,0,0,0,74,29,29,65,75,67,52,16,0,0,325
3009,156,243,473,432,436,346,87,15,0,2191,4,0,3,9,7,11,7,0,0,38,0,0,4,3,6,0,0,0,0,14,12,15,24,19,33,16,0,0,0,113,0,0,3,4,8,0,0,0,0,20,0,7,3,9,5,3,0,0,0,28,0,0,8,3,0,7,0,0,0,20,67,45,48,54,47,42,7,3,0,315,46,39,40,34,34,17,5,0,0,211,0,0,6,3,3,0,3,0,0,20,0,3,8,0,4,3,0,0,0,19,0,3,12,7,11,4,0,0,0,38,0,3,3,4,6,8,0,0,0,25,3,5,21,16,11,14,4,0,0,79,0,0,15,9,12,10,10,0,0,51,0,10,20,28,22,15,0,0,0,99,6,19,70,80,89,65,4,0,0,331,11,49,96,95,96,117,6,0,0,478,0,0,3,4,3,0,0,0,0,14,10,5,19,21,12,10,3,0,0,80
3010,1090,1737,4440,4088,4369,3017,589,58,10,19397,0,3,14,12,19,16,17,3,0,83,4,55,192,143,112,38,3,0,0,552,30,46,94,103,118,79,10,3,0,480,5,3,28,15,18,11,0,0,0,78,7,36,96,86,128,64,7,0,0,431,19,28,81,68,91,38,4,0,0,325,382,304,478,455,507,331,51,0,0,2499,409,252,320,280,223,133,28,0,0,1652,0,23,112,98,129,77,13,3,0,466,18,25,34,21,17,12,3,0,0,124,8,40,105,103,92,46,3,0,0,394,21,39,80,76,82,63,10,0,0,367,25,89,264,180,162,67,9,0,0,808,9,53,139,140,167,97,20,4,0,619,13,57,222,208,242,110,18,0,0,880,27,107,399,589,632,378,49,6,0,2188,85,309,821,746,915,698,92,4,0,3666,35,18,50,44,23,17,10,0,0,192,54,96,180,152,126,85,22,0,0,704
3011,280,395,760,907,1029,839,173,27,4,4426,0,0,3,5,6,4,5,0,0,30,0,0,0,3,0,0,0,0,0,3,18,14,22,35,31,20,3,0,0,138,3,3,6,11,7,7,0,0,0,40,0,3,9,16,14,12,7,0,0,65,3,9,10,6,9,4,0,0,0,33,129,82,104,85,110,59,16,0,0,574,96,50,45,57,39,24,4,0,0,322,4,0,12,15,19,18,3,0,0,70,3,8,16,9,13,6,3,0,0,58,0,4,18,21,13,9,3,0,0,64,0,6,7,13,11,12,0,0,0,55,6,12,30,30,25,22,6,0,0,132,3,5,23,39,46,39,13,3,0,171,0,9,56,79,96,51,10,0,0,298,7,22,82,182,225,144,15,0,0,680,31,70,178,218,320,301,28,0,0,1143,4,3,8,12,9,5,3,0,0,42,16,16,27,44,41,37,3,0,0,184
3012,252,488,1375,1048,970,605,149,14,0,4904,4,0,5,4,3,4,0,0,0,22,6,40,169,109,67,26,0,0,0,423,6,8,20,19,18,4,0,0,0,77,0,0,7,3,5,0,0,0,0,21,0,3,17,13,18,10,5,0,0,61,0,7,14,11,9,5,3,0,0,55,78,63,80,89,84,52,11,3,0,463,59,43,67,51,54,28,7,0,0,304,0,9,32,26,24,23,5,0,0,116,8,9,9,6,4,3,0,0,0,37,0,5,22,10,10,3,0,0,0,55,0,4,18,17,7,11,0,3,0,68,3,13,29,22,11,13,3,0,0,90,5,17,45,27,40,22,4,0,0,162,5,33,95,64,83,31,4,0,0,316,11,80,180,147,145,60,13,0,0,631,20,86,236,172,208,102,21,0,0,841,0,3,5,0,5,6,3,0,0,23,19,20,53,41,23,14,4,0,0,170
3013,1126,1795,4106,3506,3560,2608,531,61,6,17297,11,6,12,18,25,29,21,11,3,128,0,20,37,33,37,13,4,0,0,147,31,44,128,131,100,45,3,0,0,478,0,26,130,88,51,26,3,0,0,318,10,21,60,79,91,61,10,0,0,349,10,21,61,41,52,19,3,3,0,216,432,340,399,348,399,245,52,3,0,2224,514,250,248,176,186,97,16,0,0,1490,4,36,103,75,109,60,17,0,0,406,6,21,20,17,16,7,4,0,0,92,4,24,96,73,57,38,4,0,0,297,20,32,64,41,62,36,6,0,0,269,28,87,167,149,121,68,14,0,0,634,18,36,86,96,124,80,19,0,0,461,8,78,291,261,248,154,23,0,0,1062,51,136,481,644,671,440,57,3,0,2488,81,407,966,786,956,719,108,3,0,4032,17,21,25,28,31,14,12,3,0,144,40,82,154,115,115,97,13,3,0,626
