SUA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
3001,1392,8571,173,1366,1452,225,11,112,97,13416,657,2909,45,172,577,75,3,29,30,4489,12531,70595,2584,10110,17191,5411,362,2720,1149,122648,54,95,39,233,156,56,8,36,10,690,2496,5633,831,3778,4742,1374,132,639,225,19854,4940,6070,1978,12336,11837,3787,339,1544,486,43314,4817,4498,7494,19650,18222,7198,1201,4214,689,67975,497,366,290,1295,2095,1467,155,728,52,6958,902,846,436,2870,3499,1476,180,806,121,11134,327,835,184,527,963,361,44,300,63,3611,567,1179,313,1395,1582,920,157,851,807,7761,33999,123996,14875,55343,65974,23378,2663,12476,4071,336778,229,874,32,48,111,35,9,9,17,1358,1335,10850,179,117,355,81,35,57,83,13104,11040,31103,1472,2330,5273,1902,617,1208,662,55605,432,1404,48,99,232,82,26,53,31,2421,2860,13070,476,1740,2001,408,131,244,169,21095,1344,4016,169,322,850,134,37,62,68,7002,30726,122002,8844,15017,24832,9918,2771,6483,2390,222975,105,139,120,303,199,87,42,79,23,1087
3002,22,138,0,37,15,0,0,5,0,221,11,67,0,8,6,3,0,0,0,101,143,1558,32,173,192,43,3,77,13,2227,0,6,0,11,0,0,0,0,0,24,49,138,9,83,75,10,0,20,3,391,82,138,23,400,173,70,5,45,7,942,153,112,266,793,544,258,19,185,16,2342,19,10,13,53,65,78,3,37,0,284,23,20,21,98,83,43,3,43,4,321,8,11,3,12,11,3,3,20,0,74,12,41,6,47,46,37,3,40,33,269,559,2476,381,1718,1234,550,44,473,76,7509,0,13,0,0,0,0,0,0,0,11,6,100,4,0,6,0,0,0,0,119,69,323,13,11,20,14,3,16,5,468,4,27,0,0,3,0,0,0,0,37,32,209,9,49,15,0,4,5,0,321,23,83,3,9,5,3,0,0,0,143,309,2323,100,249,239,64,16,134,26,3448,0,6,0,16,3,0,0,3,0,30
3003,68,533,10,109,62,18,0,4,3,818,29,145,3,9,24,3,0,3,0,214,583,4166,152,699,814,326,24,165,54,6980,4,6,0,20,10,3,0,0,0,48,201,431,54,351,307,119,6,67,20,1559,339,417,129,895,748,293,24,129,31,2998,385,316,611,1549,1452,597,72,286,54,5317,34,27,29,102,153,159,8,64,5,589,64,49,30,259,230,124,13,75,11,842,33,59,16,64,57,36,0,24,4,277,45,97,31,149,120,116,9,110,69,739,1964,7263,1082,4304,4104,1837,159,942,263,21926,3,50,0,3,3,0,0,3,0,67,31,429,3,10,19,6,0,3,0,494,356,1155,40,131,158,63,13,39,22,1976,20,87,0,4,9,6,0,0,0,115,132,767,23,146,76,24,9,13,6,1193,48,191,11,18,29,8,0,7,0,312,1274,6427,469,1110,1053,488,116,304,101,11349,9,13,10,26,10,3,0,0,3,76
3004,11,38,0,3,5,0,0,0,0,65,3,8,0,0,0,0,0,0,0,8,41,338,13,43,64,14,3,20,0,535,0,0,0,0,0,0,0,0,0,3,14,16,5,20,22,9,0,3,0,82,23,28,11,49,64,17,0,11,3,205,33,26,51,105,159,60,18,39,3,499,6,5,3,15,28,14,4,7,0,82,4,5,3,18,12,14,7,6,3,67,3,0,0,0,4,3,0,0,0,11,7,10,3,11,12,20,4,13,4,82,150,520,100,272,371,148,32,98,9,1696,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,20,79,4,3,8,0,0,3,0,120,0,0,0,0,0,0,0,0,0,0,15,50,3,8,10,0,0,0,0,88,5,11,0,0,0,0,0,0,0,18,97,504,42,56,72,15,20,27,3,839,0,0,0,3,0,0,0,0,0,3
3005,5,105,0,21,4,0,0,0,0,138,8,27,0,3,9,0,0,0,0,48,109,997,28,125,144,33,6,27,16,1488,3,0,0,3,3,0,0,0,0,12,27,78,10,68,51,11,4,10,3,263,59,97,31,184,142,54,17,19,7,609,109,82,238,480,423,194,58,125,11,1723,19,7,5,32,39,46,5,30,6,197,10,13,13,52,44,30,4,16,0,178,0,11,0,10,3,3,0,0,0,36,14,16,4,29,27,30,3,25,9,159,403,1583,344,1010,913,401,104,258,47,5068,4,14,0,0,0,0,0,0,0,19,4,51,0,0,3,0,0,0,0,57,77,210,25,14,25,3,8,6,3,370,3,17,0,0,4,0,0,0,0,24,28,174,7,24,10,0,3,3,0,254,13,36,12,3,13,0,3,3,0,77,280,1530,173,175,200,55,53,63,26,2551,4,0,0,8,5,0,0,3,0,16
3006,250,1667,27,377,250,81,4,32,18,2697,96,544,4,25,97,32,3,3,14,806,2820,15062,628,2670,3494,1585,101,672,226,27256,22,32,11,99,44,32,5,8,3,251,969,1788,241,1400,1538,677,51,244,73,6983,1582,1913,637,4453,3339,1572,94,535,149,14272,1647,1320,2622,6094,5381,2879,284,1322,204,21751,155,109,100,420,561,463,27,231,23,2092,338,282,149,1026,1246,718,68,268,56,4158,118,253,51,174,338,175,12,86,25,1233,235,420,150,548,563,449,46,304,285,2999,9082,27750,4701,17609,17355,8898,702,3837,1129,91067,35,195,6,13,19,6,0,0,3,283,150,1660,11,22,32,16,8,12,19,1929,1823,5753,255,453,720,435,79,237,106,9857,65,316,15,23,35,12,5,7,11,495,506,2501,88,452,308,117,27,66,37,4102,189,713,26,56,122,46,7,4,16,1183,6591,24488,2007,3920,4691,2849,555,1480,515,47093,41,48,36,119,46,33,10,25,12,367
3007,7,42,3,6,6,0,0,0,0,65,0,14,0,0,0,0,0,0,0,15,30,349,4,38,50,12,0,16,3,501,0,0,0,0,0,3,0,0,0,10,12,37,10,36,27,11,0,4,0,139,35,38,12,119,84,22,3,8,6,317,35,42,106,260,186,109,6,53,4,796,0,0,3,13,19,23,3,18,0,73,4,0,0,32,24,21,3,6,0,89,0,6,0,5,5,0,0,3,0,22,5,11,3,18,5,13,3,6,14,74,136,587,144,537,413,213,10,112,22,2173,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,11,17,68,0,7,4,4,0,0,0,100,0,4,0,0,0,0,0,0,0,4,11,66,3,12,6,0,0,0,0,101,3,14,0,0,0,0,0,0,0,15,70,509,15,68,62,19,5,25,4,780,0,0,0,0,0,3,0,0,0,8
3008,14,135,0,29,17,3,0,0,3,197,9,43,0,0,8,0,0,0,0,63,67,1122,13,130,122,29,0,32,8,1523,0,3,0,3,3,0,0,0,0,10,40,105,16,102,67,31,8,12,8,372,74,101,19,274,162,56,3,37,3,726,111,82,200,614,315,215,8,121,8,1675,9,3,10,37,41,49,0,26,0,181,21,22,8,84,49,43,4,19,6,252,3,4,0,15,11,12,0,3,4,51,6,34,10,38,29,24,3,28,19,180,380,1835,272,1339,837,459,21,269,56,5473,0,12,0,0,0,0,0,0,0,12,0,69,0,0,0,0,0,0,0,70,65,255,3,13,19,5,0,0,3,353,8,20,0,0,0,0,0,0,0,35,25,194,7,39,16,6,0,0,3,284,13,59,0,4,4,3,0,0,0,93,171,1643,55,187,157,49,6,39,17,2337,0,3,3,5,3,0,0,0,0,11
3009,0,32,0,3,7,0,0,0,0,44,0,5,0,0,0,0,0,0,0,15,30,253,7,22,28,8,0,3,3,354,0,0,0,0,0,0,0,0,0,0,7,20,3,25,12,5,3,6,0,80,19,35,6,58,36,16,0,8,0,178,31,28,50,129,85,42,3,32,0,400,7,0,3,10,20,17,0,8,0,62,3,6,3,15,17,9,0,4,0,55,0,3,0,0,0,0,0,0,0,6,4,9,0,8,5,9,0,10,0,47,106,428,70,287,211,96,11,74,5,1282,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,10,50,0,3,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,3,3,43,4,5,7,0,0,0,0,63,0,12,0,0,0,0,0,0,0,16,61,376,10,33,33,14,3,11,4,544,0,0,0,0,0,0,0,0,0,4
3010,29,232,0,30,20,4,0,3,3,330,11,86,0,6,8,5,0,0,0,109,208,2164,44,236,298,85,18,77,13,3138,0,0,0,3,0,0,0,3,0,14,60,178,22,125,108,38,10,17,3,560,139,210,55,360,315,77,20,47,8,1245,196,195,375,775,773,347,92,210,31,2993,18,14,14,64,78,79,9,34,3,314,38,22,16,111,109,64,18,34,4,404,3,20,5,12,29,12,0,14,3,95,28,30,21,77,41,49,7,44,28,331,792,3451,575,1833,1803,756,173,491,87,9961,3,21,0,0,0,0,0,0,0,31,11,112,0,0,3,3,0,0,0,129,117,399,24,38,33,15,7,7,4,643,11,30,0,0,7,0,0,0,0,43,56,315,21,32,31,6,6,8,6,477,24,107,4,8,11,5,4,3,0,158,489,3186,214,334,359,125,90,120,35,4960,0,0,3,7,0,3,0,3,0,19
3011,4,66,0,12,3,0,0,0,0,84,3,14,0,3,0,0,0,0,0,23,44,405,8,51,44,9,0,3,0,572,0,3,0,0,0,0,0,0,0,11,12,51,3,47,35,5,0,10,0,160,26,42,8,123,87,18,0,12,0,318,42,48,96,335,232,72,6,67,4,906,4,3,4,32,44,28,0,14,0,134,6,3,11,45,25,22,3,8,0,117,3,6,0,3,5,9,0,0,0,31,4,17,4,30,21,13,3,18,4,119,153,721,140,692,497,173,16,145,24,2558,0,4,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,15,18,89,0,4,5,3,0,0,0,119,0,9,0,0,0,0,0,0,0,6,12,90,0,11,12,0,0,0,0,124,10,20,0,3,0,0,0,0,0,32,80,585,17,71,58,12,4,11,0,851,0,3,0,0,0,0,0,0,0,14
3012,11,51,3,15,4,0,0,0,0,90,3,24,0,6,3,0,0,0,0,31,44,514,15,76,54,19,10,11,7,753,0,0,0,3,0,0,0,0,0,5,12,29,3,33,29,3,3,3,0,114,22,44,11,74,64,15,5,11,4,266,45,47,102,147,185,64,39,31,10,679,8,3,5,8,12,17,5,8,0,69,13,6,3,13,13,11,3,15,0,82,0,4,6,4,3,0,3,5,0,18,3,10,4,19,19,16,3,6,7,90,180,844,159,411,390,150,71,94,33,2335,0,3,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,17,42,136,11,7,6,6,3,3,3,219,0,10,0,0,0,0,0,0,0,8,12,66,3,23,4,0,0,0,0,112,5,24,0,7,3,0,0,0,0,41,103,756,58,108,61,31,24,24,7,1168,0,0,0,3,0,0,0,0,0,5
3013,26,227,7,36,32,3,0,0,0,329,12,82,3,7,11,0,0,0,3,117,189,1955,62,235,302,64,4,44,11,2862,0,7,0,13,3,3,0,0,0,21,57,168,17,128,96,19,0,11,8,508,114,158,33,410,295,73,8,32,8,1127,171,174,301,863,781,274,50,143,26,2792,17,22,12,72,89,75,5,37,0,327,16,23,5,95,96,49,8,27,3,324,3,23,4,17,14,3,0,11,0,86,23,40,7,72,45,46,4,43,31,305,688,3202,471,1963,1793,613,76,362,93,9257,0,16,0,0,3,0,0,0,0,23,16,190,3,0,6,0,0,0,3,222,111,442,20,44,29,6,13,10,3,687,13,31,3,3,3,0,4,0,0,50,50,328,12,49,37,3,5,3,3,487,22,101,7,15,23,3,0,8,5,178,409,2890,217,340,396,93,47,100,21,4521,0,7,0,14,3,3,0,0,0,30
3014,134,1024,28,192,140,34,3,9,8,1579,44,325,3,23,48,12,0,9,0,459,1219,8030,309,1275,1644,530,27,265,107,13404,12,17,4,45,17,13,0,11,3,126,469,936,134,720,760,277,17,115,41,3471,683,922,283,1928,1548,577,45,247,73,6310,801,636,1429,3345,2663,1489,119,688,81,11246,68,61,62,211,305,271,16,105,6,1105,177,141,91,483,533,322,17,144,16,1912,60,88,44,81,130,72,3,36,17,535,110,170,57,253,230,210,16,108,121,1276,4127,14284,2484,8692,8236,3864,270,1785,488,44215,20,110,3,11,13,8,0,0,0,169,76,756,6,16,32,8,0,3,5,901,733,2418,77,159,256,99,23,90,38,3887,44,170,6,10,19,8,0,5,3,265,276,1531,63,238,179,58,15,26,14,2395,99,424,12,33,60,24,4,11,3,674,2797,12924,876,1825,2096,947,164,532,221,22389,18,24,9,58,22,15,3,18,3,171
3015,59,496,13,71,68,8,0,6,3,726,28,121,3,12,41,0,0,0,0,206,449,3909,110,462,717,151,3,79,33,5913,3,4,0,26,14,4,0,3,0,52,127,377,39,218,238,55,3,50,9,1119,244,318,122,719,636,167,23,73,12,2315,292,287,556,1508,1380,545,51,339,25,4974,26,19,18,78,154,116,10,57,3,474,62,47,27,238,172,96,4,52,3,698,8,47,4,24,38,7,0,10,0,134,31,59,17,104,84,79,8,46,32,471,1498,6739,940,3508,3631,1231,96,729,131,18497,9,36,0,3,4,0,0,0,0,54,79,566,10,9,13,0,0,7,4,681,353,1282,44,76,123,45,18,79,11,2040,9,65,0,3,3,0,0,0,0,90,125,707,25,96,84,15,6,7,3,1073,53,187,18,20,62,3,0,0,0,334,1084,6206,364,677,940,283,77,278,73,9986,6,5,9,26,17,4,0,3,3,68
3016,56,530,8,119,75,12,3,11,9,825,38,213,4,8,28,3,0,0,4,301,616,5670,159,670,845,217,27,146,51,8398,3,0,3,24,0,0,0,6,0,41,143,397,50,303,262,58,13,33,12,1257,348,402,110,1159,799,233,25,98,35,3209,431,380,772,1940,1817,676,120,384,66,6574,37,33,27,143,194,153,8,72,3,669,53,55,28,261,242,90,7,48,6,801,15,56,11,40,68,24,0,11,3,233,18,113,24,115,96,73,18,76,42,574,1968,9075,1231,4843,4536,1563,222,894,232,24559,9,72,0,0,5,0,0,0,0,89,82,702,7,5,10,0,3,5,4,819,449,1316,71,93,138,27,13,34,19,2153,19,99,3,8,13,4,0,0,0,134,116,758,26,147,94,22,4,14,8,1198,69,264,12,18,38,6,0,3,5,424,1336,8333,473,1012,1114,354,158,291,102,13160,11,4,6,24,3,3,0,3,0,53
3017,3,46,4,6,4,0,0,0,0,66,4,5,0,0,0,0,0,0,0,16,19,256,6,27,36,11,3,19,4,377,0,0,0,0,0,0,0,0,0,0,12,28,3,25,15,10,0,8,0,103,16,17,9,67,38,16,3,9,3,176,31,36,68,201,109,54,15,63,6,582,0,3,4,7,17,15,0,20,0,71,3,8,3,26,16,17,3,10,0,84,0,0,0,0,3,0,0,0,0,5,7,7,3,12,17,12,0,9,8,77,112,461,109,368,258,125,22,137,17,1608,0,3,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,16,20,62,0,6,3,0,0,4,0,92,3,0,0,0,0,0,0,0,0,3,3,74,6,5,3,0,0,0,0,99,5,9,0,0,0,0,0,0,0,24,50,383,21,49,53,13,6,28,5,610,0,0,0,0,0,0,0,0,0,3
3018,12,56,0,14,0,5,0,0,0,90,0,29,0,0,4,0,0,0,0,30,74,500,11,64,69,17,3,5,6,752,0,3,0,5,0,0,0,0,0,8,19,39,3,28,24,7,0,3,0,125,33,33,9,92,59,20,3,3,3,255,52,38,100,191,169,66,12,36,4,676,11,3,5,17,20,23,0,6,0,81,12,10,5,23,29,18,3,4,0,97,5,6,0,3,3,4,0,3,0,23,3,7,4,17,19,6,4,9,6,78,240,834,141,452,398,164,30,79,21,2361,0,11,0,0,0,0,0,0,0,6,6,50,0,0,0,0,0,0,0,59,33,117,3,4,7,0,0,0,0,165,0,10,0,0,0,3,0,0,0,12,19,82,5,15,4,5,0,4,0,136,8,31,3,7,3,0,0,0,0,49,153,704,43,90,92,28,14,16,8,1148,0,6,0,5,0,0,0,3,0,14
4000,145,607,21,156,85,12,3,18,4,1057,38,168,0,15,36,7,0,4,3,268,1049,4943,164,569,752,200,22,311,37,8046,4,12,3,36,8,3,0,8,0,69,527,909,83,648,494,138,30,129,24,2972,514,550,139,1412,790,230,25,190,35,3876,890,498,1174,2736,2027,881,122,833,90,9260,120,46,70,209,354,218,25,201,11,1262,198,95,103,474,374,205,22,166,20,1657,39,50,13,54,83,28,8,45,9,325,206,180,67,266,217,181,27,234,103,1487,3935,8825,1849,6622,5292,2106,286,2157,345,31423,9,57,0,7,3,0,0,4,0,84,81,304,3,5,18,0,0,8,3,428,347,865,21,57,87,28,10,31,11,1456,14,63,0,4,0,0,0,0,0,85,264,839,35,178,111,21,15,32,9,1495,78,207,7,18,44,7,0,10,5,368,2257,7064,399,759,933,302,108,622,83,12527,12,9,7,32,8,3,0,3,0,90
4001,798,4867,108,839,723,127,9,54,47,7572,331,1165,25,126,232,28,0,5,11,1928,5862,38273,1536,6543,7927,2853,141,1645,564,65337,30,61,8,162,53,31,0,8,7,366,1630,4408,478,3181,2908,786,48,402,133,13975,2349,3187,980,6801,4901,1387,98,625,231,20560,2687,2389,4976,11905,10157,4210,387,2265,412,39395,337,233,212,856,1429,1032,56,544,48,4739,515,477,332,1876,2154,847,72,401,58,6726,170,521,124,377,503,198,15,169,44,2113,319,662,229,956,889,600,56,507,399,4619,17312,67651,9311,34928,33495,12576,917,7048,2121,185353,108,616,9,49,68,21,3,15,9,886,786,6514,107,110,188,48,24,44,37,7852,4849,14267,880,1835,2374,951,462,1053,277,26952,207,789,31,70,98,27,20,23,19,1273,1600,7298,253,1042,1044,223,62,145,82,11742,680,1661,91,205,340,59,17,31,22,3110,14322,64789,4789,9759,11539,5109,1547,4140,1103,117100,67,99,53,191,65,47,19,27,12,572
4002,9,65,0,24,3,0,0,0,0,102,5,26,0,0,0,0,0,0,0,36,56,652,16,62,51,15,0,9,0,864,3,0,0,7,0,0,0,0,0,15,29,90,3,60,34,16,0,6,0,257,64,63,17,142,89,14,4,12,4,402,93,66,134,427,286,170,11,86,10,1269,15,10,3,34,64,53,3,27,0,211,14,5,7,64,31,30,6,18,0,175,4,5,3,12,9,0,0,4,0,37,7,16,4,31,16,9,3,18,5,116,308,1110,181,864,604,313,25,189,31,3618,0,11,0,0,0,0,0,0,0,12,6,28,0,0,0,0,0,0,0,34,33,137,0,14,10,0,0,3,0,198,0,6,0,0,0,0,0,0,0,6,18,98,3,29,3,3,0,0,0,152,8,28,0,0,3,0,0,0,0,46,141,939,25,94,72,19,12,22,4,1320,3,0,0,13,0,0,0,0,0,18
4003,4,23,0,6,0,0,0,0,0,37,0,10,0,0,0,3,0,0,0,13,23,181,6,43,25,7,3,47,4,332,0,0,0,0,0,0,0,0,0,3,16,36,0,25,20,6,0,9,0,115,16,26,7,96,42,18,0,18,3,232,49,34,58,241,135,90,13,68,5,695,3,5,4,12,31,25,3,17,0,97,9,9,3,34,26,10,0,14,0,97,0,5,0,3,3,3,0,17,0,32,9,0,4,16,14,4,0,30,8,80,131,369,83,483,295,167,22,225,18,1783,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,13,29,6,5,7,0,0,18,4,83,0,0,0,0,0,0,0,0,0,3,6,33,3,6,0,0,0,5,0,60,3,7,0,0,0,3,0,0,0,17,44,256,26,54,30,12,8,111,3,548,3,0,0,0,0,0,0,0,0,7
4004,6,32,0,6,0,0,0,0,0,43,0,11,0,0,3,0,0,0,0,10,25,298,0,22,19,0,0,3,3,378,0,0,0,4,0,0,0,0,0,4,10,28,0,36,14,0,0,0,0,91,19,28,4,65,26,0,0,3,0,152,28,32,39,156,106,36,3,26,6,433,7,6,0,21,21,19,0,5,0,81,3,3,0,36,16,7,0,7,0,71,0,0,0,0,3,0,0,3,3,14,3,7,0,19,4,3,0,9,6,55,110,497,48,360,221,75,3,65,22,1393,0,7,0,0,0,0,0,0,0,7,0,14,0,3,0,0,0,0,0,12,13,43,3,5,3,3,0,4,0,69,0,3,0,0,0,0,0,0,0,6,5,40,0,7,3,0,0,0,0,60,4,14,0,3,5,0,0,0,0,24,40,392,10,47,30,9,4,6,10,543,0,0,0,5,0,0,0,0,0,4
4005,0,52,0,15,8,0,0,0,0,69,3,12,0,0,0,0,0,0,0,13,41,339,11,48,56,12,4,15,5,531,0,3,0,0,0,0,0,0,0,6,16,41,3,33,26,5,0,4,3,131,18,31,12,95,44,20,3,9,3,226,43,41,74,192,168,75,7,43,5,647,0,0,5,15,23,13,0,9,0,76,4,6,3,24,26,11,0,7,0,88,6,3,0,4,11,0,0,4,0,30,0,10,6,14,19,13,0,13,8,86,149,577,106,446,381,154,14,108,27,1964,0,8,0,0,0,0,0,0,0,8,4,18,0,0,0,0,0,0,0,24,11,53,0,0,0,0,3,0,3,79,0,9,0,0,0,0,0,0,0,11,3,66,0,17,8,0,0,0,0,99,3,12,3,0,0,0,0,0,0,24,81,508,25,61,65,23,8,20,10,800,0,3,0,3,0,0,0,0,0,7
