SUA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
1016,5169,5580,10745,397,452,849,309,356,666,9,13,27,35,39,68,5,5,10,8,9,11,0,0,0,0,3,3,0,0,0,0,0,0,369,415,784,30,28,55,30,29,50,817,924,1741,1236,858,2094,7221,7360,14582
1017,10012,11108,21122,631,683,1314,1053,1108,2159,38,38,76,165,156,323,15,8,15,15,10,29,4,9,12,6,11,18,3,4,3,3,4,4,1296,1346,2641,51,68,112,54,51,104,2037,2142,4177,1384,1442,2828,13434,14688,28127
1018,4676,4816,9492,326,396,724,319,345,663,0,4,4,16,17,34,4,3,9,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,342,370,716,17,20,35,13,12,27,697,797,1500,1021,648,1669,6393,6263,12655
1019,8981,9486,18466,464,475,942,1017,1089,2107,30,18,52,42,39,79,10,3,21,14,11,24,0,0,0,3,3,5,3,5,4,0,0,0,1118,1172,2292,41,44,84,24,12,38,1646,1704,3351,830,806,1632,11453,12000,23449
1020,4089,4346,8433,445,441,890,412,431,845,0,3,9,52,42,94,15,6,18,14,8,18,7,3,5,0,3,5,0,3,7,0,0,0,495,501,1002,26,27,51,7,8,18,980,985,1960,568,599,1174,5635,5924,11561
1021,4403,4306,8704,430,472,905,390,417,803,9,10,11,48,62,105,3,5,12,10,10,22,0,0,4,0,0,7,0,0,0,0,0,0,467,504,973,22,35,54,17,23,33,931,1034,1965,746,456,1202,6077,5799,11872
1022,9736,10238,19974,757,806,1568,864,972,1840,34,36,72,73,80,148,9,11,17,16,10,26,6,9,16,8,14,20,7,8,17,0,0,0,1012,1134,2153,74,75,152,41,54,98,1895,2074,3969,1239,1374,2608,12866,13687,26552
1023,176166,183265,359430,7328,7718,15042,20635,22201,42838,320,351,675,814,842,1660,138,117,255,227,235,463,49,63,114,111,105,214,126,128,254,4,8,11,22428,24050,46476,1631,1777,3409,535,487,1017,31924,34026,65949,16254,15920,32169,224346,233206,457553
1024,12801,13449,26250,839,909,1742,1355,1456,2812,26,30,50,68,83,153,7,11,21,31,34,66,4,6,9,15,13,29,25,26,52,3,3,4,1543,1663,3198,82,94,173,41,48,88,2499,2706,5206,2282,1616,3903,17587,17769,35357
1025,13809,14742,28545,1011,1090,2096,1789,1883,3671,32,25,54,78,77,152,8,8,15,36,34,68,3,12,13,9,6,18,20,21,42,0,0,0,1970,2069,4036,102,126,224,56,30,83,3130,3315,6444,1552,1637,3192,18492,19691,38185
1026,3988,4260,8253,400,421,824,200,226,427,10,12,15,29,27,58,5,4,9,5,0,5,0,0,0,3,8,12,3,9,11,0,0,0,256,286,537,13,18,33,11,9,22,682,740,1423,557,594,1152,5228,5601,10825
1027,16096,18042,34141,1092,1207,2302,1818,1998,3817,55,56,115,167,174,339,9,19,23,19,23,43,12,7,22,7,5,13,22,27,55,0,0,0,2117,2300,4422,116,127,243,51,60,113,3377,3699,7072,1799,1965,3766,21268,23703,44978
1028,6086,6004,12092,571,591,1167,433,423,852,48,10,53,150,79,227,20,4,25,33,27,55,13,0,13,20,15,32,15,5,18,0,0,0,717,562,1282,30,39,72,23,22,41,1344,1212,2553,643,601,1245,8072,7818,15890
1029,6769,7207,13972,375,469,841,662,720,1379,28,27,57,46,38,81,4,5,9,4,8,11,6,12,18,9,6,13,32,34,68,5,8,17,795,861,1650,46,49,93,20,20,43,1238,1393,2633,704,716,1421,8712,9314,18026
1030,1669966,1731442,3401408,55573,55740,111313,191087,193717,384795,4648,4263,8910,5307,5157,10468,1562,1373,2928,2748,2287,5036,343,339,677,615,498,1115,1440,1492,2929,48,24,64,207789,209140,416934,56206,61755,117958,4256,3765,8017,323825,330399,654221,171660,164796,336452,2165449,2226634,4392091
1031,14214,15468,29680,992,1159,2149,1798,1919,3719,39,28,70,150,131,284,22,17,42,11,9,23,9,4,15,5,14,18,30,12,37,0,0,0,2077,2140,4214,234,151,386,51,42,88,3342,3496,6839,1990,1959,3952,19548,20923,40470
1032,9547,10476,20018,698,802,1500,784,795,1583,13,14,25,55,54,106,3,3,5,10,13,22,3,3,5,3,3,8,0,6,7,0,0,0,865,888,1752,30,35,67,42,50,93,1638,1774,3411,1055,1111,2170,12242,13362,25598
1033,5606,5987,11591,509,584,1096,437,450,888,21,16,34,26,29,51,5,4,8,4,6,15,9,6,15,3,3,6,28,41,71,0,0,0,532,548,1085,33,40,79,16,25,37,1093,1201,2297,600,663,1260,7300,7850,15153
1034,19419,20620,40042,1117,1286,2403,2508,2804,5309,193,203,396,243,233,473,68,41,105,46,50,98,13,15,32,30,37,65,63,65,127,0,0,3,3158,3448,6612,206,222,427,63,44,105,4543,4998,9543,2037,2058,4094,25999,27682,53683
1035,111060,114955,226015,3908,4015,7922,11185,11883,23065,171,178,355,337,303,640,55,38,97,131,108,246,27,27,56,50,40,84,131,132,260,3,0,3,12091,12718,24806,1648,1464,3118,285,238,522,17930,18430,36365,10060,10025,20083,139048,143409,282461
2000,269945,269698,539642,13010,13892,26905,1512,1567,3082,18617,19623,38237,1164,1116,2278,442,403,844,497,523,1024,170,180,346,310,286,592,103,78,181,6,3,11,22816,23774,46589,1548,1670,3216,666,620,1284,38042,39957,78000,34114,30783,64895,342101,340438,682535
2001,8002,8285,16285,423,507,932,14,21,37,570,616,1185,14,11,24,3,0,5,13,15,29,7,11,16,3,6,10,0,0,0,0,0,0,631,675,1305,31,39,72,19,24,38,1111,1247,2358,711,761,1475,9820,10294,20115
2002,5102,5716,10818,439,539,979,38,55,94,373,400,773,31,44,79,14,12,26,9,13,24,0,0,0,7,5,10,3,5,10,0,0,0,475,533,1007,18,16,38,21,18,32,956,1105,2060,751,915,1664,6812,7736,14548
2003,35998,38917,74912,1714,1866,3577,122,125,250,4809,5422,10230,150,175,322,69,82,153,70,57,122,32,35,67,24,37,61,17,19,34,0,0,0,5296,5945,11240,308,326,636,86,83,166,7403,8212,15622,3852,4234,8089,47260,51362,98618
2004,34491,36727,71217,1378,1583,2969,196,202,396,4255,4869,9125,139,136,278,70,81,151,60,64,120,37,45,83,31,31,69,15,13,24,0,0,0,4805,5444,10246,238,322,554,87,66,150,6512,7411,13926,3915,4163,8085,44920,48306,93226
2005,4669,4879,9549,434,420,854,12,17,28,252,316,570,15,12,30,12,8,16,4,5,5,3,0,3,6,9,11,0,0,0,0,0,0,305,364,670,18,23,39,12,4,14,758,819,1576,486,498,986,5910,6195,12107
2006,7532,8091,15626,534,600,1136,153,164,314,519,595,1118,40,43,78,10,13,22,19,10,28,3,3,7,8,10,14,0,3,5,0,0,0,739,838,1579,34,47,77,23,27,48,1335,1516,2854,839,914,1757,9711,10525,20233
2007,90919,97032,187954,4811,5277,10084,334,369,705,10053,11090,21148,348,351,703,119,129,251,187,180,370,54,70,129,81,82,163,55,62,115,0,0,0,11240,12339,23576,1190,1155,2345,209,215,421,17447,18973,36423,10269,9977,20248,118630,125991,244619
2008,8167,8305,16466,317,336,652,30,36,68,600,632,1233,32,22,51,3,3,12,14,5,16,0,0,3,7,3,3,5,9,14,0,0,0,688,705,1388,38,45,80,16,18,32,1060,1095,2153,659,686,1342,9882,10084,19965
2009,6090,6496,12581,614,775,1392,11,14,26,297,349,646,21,20,36,26,31,56,15,12,30,3,0,3,8,10,15,0,0,0,0,0,0,388,436,826,27,32,62,14,24,39,1041,1275,2316,577,594,1172,7704,8360,16062
2010,1611892,1683132,3295019,48166,49663,97831,8172,8102,16273,193852,199784,393631,6005,6157,12163,2696,2645,5343,3661,3467,7128,1036,1157,2190,829,819,1644,1120,1243,2361,36,21,61,217407,223383,440790,49709,55897,105606,3766,3389,7154,319053,332332,651386,161389,162190,323579,2092330,2177654,4269982
2011,22166,22971,45131,778,865,1641,113,118,232,2783,2943,5722,82,88,170,35,44,74,42,39,86,18,13,37,13,10,29,0,0,3,0,0,0,3093,3258,6351,238,296,529,72,55,124,4174,4467,8637,2520,2579,5096,28852,30018,58874
2012,18334,19233,37570,953,999,1949,276,296,566,1527,1716,3239,72,60,130,160,155,307,47,43,98,5,4,11,26,30,57,3,3,8,0,0,0,2119,2304,4427,247,212,463,110,95,204,3434,3615,7042,2518,2494,5005,24283,25331,49617
2013,6299,6656,12950,453,541,990,5,14,21,346,382,729,17,26,45,0,0,0,12,5,18,0,3,7,8,4,12,3,0,4,0,0,0,399,444,843,18,31,43,12,10,22,881,1026,1904,747,758,1509,7926,8433,16367
2014,4217,4290,8507,303,333,643,17,17,31,176,193,368,15,13,31,19,32,48,7,7,20,6,7,14,3,5,4,3,0,3,0,0,0,242,274,520,7,9,22,9,11,17,564,628,1199,485,481,968,5269,5401,10667
2015,5285,5680,10968,466,576,1044,53,56,106,337,367,704,27,33,61,15,13,34,24,24,48,3,4,9,12,11,28,9,13,19,0,0,0,481,520,1002,46,45,85,17,20,36,1003,1166,2170,660,676,1342,6954,7528,14479
2016,18288,18937,37221,1089,1193,2287,101,102,203,1590,1722,3317,89,92,177,26,23,57,31,19,47,17,19,34,17,18,41,7,5,5,0,0,0,1881,1998,3879,244,298,542,41,43,87,3256,3537,6797,2442,2546,4991,23992,25024,49015
2017,3911,4192,8100,369,420,796,45,42,80,219,199,421,9,9,23,7,13,17,0,0,3,0,4,4,3,4,7,0,0,0,0,0,0,294,270,556,31,18,50,15,9,25,705,717,1426,616,614,1234,5236,5530,10764
2018,14888,15656,30542,1184,1369,2546,52,50,99,978,1104,2084,66,58,128,17,12,34,27,25,57,14,11,22,13,5,17,0,0,4,0,0,0,1166,1286,2444,84,96,176,46,39,88,2478,2784,5256,2071,2234,4303,19437,20676,40109
2019,6798,7611,14410,639,715,1355,46,53,103,365,446,808,26,30,56,4,0,6,10,11,21,0,0,3,9,8,16,0,3,4,0,0,0,464,554,1019,35,46,78,17,15,35,1155,1334,2487,732,881,1612,8687,9824,18514
2020,12742,13633,26368,830,927,1757,40,53,93,1366,1546,2911,57,64,126,11,19,35,27,28,53,10,10,24,8,3,7,6,10,13,0,0,0,1525,1730,3253,57,70,124,38,29,67,2448,2758,5208,1410,1544,2960,16597,17932,34535
2021,12329,13341,25672,767,828,1597,33,46,78,1139,1319,2460,50,59,108,33,45,75,33,36,68,9,15,19,16,18,35,3,5,6,0,0,0,1318,1541,2855,207,141,347,31,29,66,2326,2539,4861,1488,1590,3081,16139,17477,33616
3000,286795,275516,562313,16837,17741,34572,2377,2337,4721,964,1112,2079,27468,28012,55474,394,369,765,756,755,1511,184,212,394,513,517,1029,91,95,190,8,3,10,32756,33423,66174,2438,2808,5242,1242,1092,2339,53269,55062,108327,43545,35936,79481,383611,366504,750115
3001,789701,820107,1609813,26993,28562,55556,7117,7297,14410,3374,3337,6710,124325,129774,254099,1154,1101,2251,1684,1574,3261,480,461,937,967,826,1793,710,692,1405,24,13,32,139830,145076,284908,19043,21420,40456,3170,2711,5883,189029,197766,386796,85626,83705,169330,1064360,1101581,2165939
3002,25036,26688,51722,926,1069,1997,157,188,341,78,99,172,3559,3781,7342,25,23,47,38,38,73,13,12,26,32,23,48,19,11,27,0,0,3,3912,4174,8089,334,322,651,127,100,228,5298,5670,10963,2827,2906,5736,33156,35267,68426
3003,49394,50885,100278,2174,2366,4537,490,532,1019,427,418,848,7645,8299,15942,149,185,328,244,258,501,59,70,127,237,229,471,39,36,77,0,0,0,9285,10023,19311,1026,1177,2201,253,217,473,12738,13787,26528,8181,8098,16280,70319,72766,143086
3004,4628,4499,9126,622,631,1252,36,41,81,11,10,20,430,446,877,6,9,14,10,3,13,7,7,15,3,5,9,0,0,0,0,0,0,502,533,1037,38,60,94,21,13,35,1183,1238,2422,902,821,1715,6713,6557,13261
3005,15746,15042,30790,1098,1147,2250,120,117,238,63,56,117,2594,2705,5305,35,28,60,49,58,103,20,18,39,28,27,53,3,3,9,0,0,0,2907,3016,5924,172,248,416,82,74,151,4257,4490,8743,1930,1789,3718,21932,21313,43249
3006,215320,227694,443015,9409,10149,19564,6253,6942,13196,1518,1557,3073,30386,33321,63704,369,377,745,609,639,1246,230,274,498,244,247,493,234,262,497,8,13,23,39856,43624,83478,5032,5648,10679,990,823,1808,55289,60242,115529,29034,30005,59038,299645,317940,617577
3007,7233,7982,15219,402,509,907,60,53,106,21,17,40,1053,1159,2210,6,11,14,15,19,32,12,8,14,6,8,11,3,0,7,0,0,0,1169,1270,2438,40,50,85,35,26,66,1644,1852,3491,953,1076,2025,9828,10906,20734
3008,17947,19641,37588,725,882,1608,280,290,569,153,166,321,2714,3108,5824,38,34,71,59,48,110,23,30,53,30,40,68,14,21,32,3,0,3,3321,3735,7055,135,148,284,75,73,147,4261,4835,9098,2424,2538,4971,24640,27013,51652
3009,3654,3904,7556,453,492,947,11,5,24,4,3,7,418,468,887,7,10,16,4,5,3,0,0,3,3,3,6,0,0,0,0,0,0,446,489,940,13,10,23,22,27,43,928,1021,1949,337,327,666,4923,5246,10171
3010,28345,28549,56893,1242,1340,2583,198,229,427,93,107,202,4320,4788,9108,40,36,80,85,82,167,32,38,67,25,19,44,11,10,24,0,0,0,4808,5313,10124,203,271,466,120,106,225,6373,7024,13396,4126,3197,7322,38839,38764,77609
3011,9846,10236,20083,571,659,1232,50,57,109,38,30,65,1007,1124,2131,9,13,23,12,12,28,4,15,18,15,9,21,5,5,6,0,0,0,1141,1259,2404,34,43,75,35,38,75,1784,2002,3785,1719,1086,2808,13349,13329,26670
3012,6442,5885,12320,970,1015,1987,35,47,79,15,17,30,361,429,787,12,11,26,21,17,46,9,3,7,19,33,49,0,0,0,0,0,0,466,559,1023,67,79,144,22,24,49,1525,1674,3207,1341,1153,2495,9309,8709,18021
3013,28050,28779,56827,1007,1147,2156,125,117,238,63,72,142,3943,4416,8356,15,17,36,37,44,79,13,13,29,36,34,67,3,3,8,0,0,0,4237,4724,8957,214,253,465,147,153,294,5599,6277,11881,4122,3179,7302,37774,38232,76008
3014,107373,115828,223198,5217,5699,10916,1296,1471,2760,826,899,1722,16810,18453,35261,195,204,400,335,344,679,132,132,268,141,136,278,105,126,228,3,3,5,19840,21772,41611,1541,1795,3339,452,418,872,27058,29693,56744,12332,12490,24815,146760,158007,304767
3015,45929,49783,95714,1823,1942,3763,385,425,811,126,121,251,7549,8278,15827,45,52,93,74,73,144,19,32,51,74,66,140,36,36,71,0,0,0,8318,9073,17389,578,572,1153,181,155,338,10898,11742,22641,5311,5492,10798,62142,67018,129157
3016,60317,61593,121911,2513,2751,5262,748,681,1435,537,478,1016,10397,11159,21563,160,165,328,184,190,373,75,75,155,235,202,439,127,120,244,3,0,3,12471,13076,25545,666,810,1480,277,225,508,15922,16862,32787,9145,7690,16837,85383,86149,171535
3017,5450,5849,11302,578,696,1273,61,76,135,6,7,10,443,471,912,4,9,10,6,10,20,3,0,3,8,4,7,0,0,3,0,0,0,536,576,1106,22,36,62,22,20,39,1159,1325,2482,565,569,1132,7174,7745,14920
3018,6308,6601,12908,692,744,1437,44,50,93,22,26,54,682,694,1373,10,15,27,17,10,32,5,8,15,6,7,13,6,5,11,0,0,0,801,817,1621,52,48,98,16,20,38,1567,1635,3198,1002,813,1818,8877,9051,17925
4000,106138,102152,208291,5099,5293,10392,361,308,661,433,377,809,388,365,746,7315,7237,14545,276,250,524,57,66,124,191,199,387,13,19,31,0,0,0,9015,8822,17834,531,592,1123,314,257,572,14958,14966,29923,11730,10007,21739,132835,127123,259954
4001,488155,512441,1000589,13178,14047,27216,1717,1855,3570,1728,1687,3415,1326,1368,2696,54160,56807,110962,751,618,1368,161,186,349,568,600,1169,265,217,485,3,8,9,60678,63344,124025,9405,10505,19908,1271,1037,2306,84526,88929,173452,44694,44556,89249,617374,645926,1263295
4002,10881,11396,22278,623,672,1291,31,31,64,118,128,249,41,38,77,958,1061,2024,26,15,47,3,0,8,16,11,21,3,3,3,0,0,0,1199,1287,2486,63,69,134,22,33,56,1905,2059,3965,996,1120,2112,13781,14577,28358
4003,6255,6640,12899,613,721,1343,32,31,63,25,22,55,31,27,63,411,418,821,17,14,36,0,0,0,9,17,26,0,0,0,0,0,0,523,534,1062,184,158,347,30,25,54,1355,1442,2804,1012,661,1672,8623,8744,17363
4004,4833,5026,9858,461,532,997,7,10,14,10,9,19,9,10,19,222,231,458,17,14,25,3,3,4,10,10,25,0,0,0,0,0,0,273,282,561,10,29,42,16,10,28,760,854,1620,1202,673,1874,6800,6553,13354
4005,5859,5960,11817,575,605,1179,11,6,21,12,4,16,20,24,40,292,325,612,32,29,63,0,0,3,8,6,19,0,0,0,0,0,0,380,400,773,20,32,57,8,7,22,985,1050,2032,924,724,1641,7762,7728,15490
4006,5410,5549,10956,463,531,1000,10,15,27,3,3,9,20,13,30,222,266,489,6,10,18,0,0,3,10,7,18,0,0,3,0,0,0,274,323,596,15,14,31,13,11,29,764,879,1652,592,663,1256,6771,7097,13867
4007,9443,10400,19841,650,742,1397,38,40,71,33,40,75,39,51,89,727,830,1551,18,21,32,6,10,18,22,24,50,3,0,8,0,0,0,885,1011,1896,26,54,79,32,26,51,1597,1833,3428,984,1069,2057,12025,13301,25324
4008,8546,8416,16963,899,956,1852,22,16,35,5,15,19,34,44,73,197,238,432,19,15,36,3,0,3,12,5,20,0,0,0,0,0,0,286,327,614,26,39,64,43,31,75,1255,1361,2610,969,959,1927,10764,10734,21500
5000,109107,98170,207279,6701,6735,13438,551,382,930,447,329,774,1072,531,1603,252,180,431,11548,9789,21331,96,72,169,200,192,394,20,21,47,3,3,12,14186,11501,25687,1228,1162,2391,776,695,1472,22894,20095,42986,21993,14119,36111,153988,132388,286377
5001,11981,12822,24801,670,755,1428,22,25,43,19,17,39,19,25,42,13,7,20,1492,1580,3070,5,13,13,10,11,20,0,0,3,0,0,0,1570,1677,3239,106,111,214,44,33,75,2386,2576,4965,1713,1325,3038,16082,16721,32805
5002,4401,4299,8701,698,768,1466,32,40,72,56,66,116,67,62,133,19,12,36,485,535,1016,8,11,20,29,25,54,0,0,3,6,3,11,703,757,1456,74,115,188,6,17,21,1485,1652,3130,1000,930,1925,6884,6880,13761
5003,26502,27651,54149,1348,1508,2856,26,26,56,46,54,105,84,80,163,18,29,46,3151,3511,6660,16,17,26,26,27,57,0,3,4,4,3,10,3377,3742,7120,309,330,641,76,82,151,5108,5665,10773,3515,3056,6564,35119,36361,71485
5004,13184,13855,27040,1388,1533,2921,30,33,64,28,35,61,42,41,78,4,13,16,1172,1232,2404,3,3,12,14,14,26,0,0,0,5,0,4,1297,1371,2669,99,122,218,42,42,82,2825,3063,5888,1645,1646,3296,17654,18572,36220
5005,4424,4508,8935,492,509,996,10,11,24,11,14,22,18,12,34,10,8,16,253,264,512,4,3,9,4,3,8,0,0,0,0,0,3,314,308,624,19,22,39,11,15,25,830,857,1683,717,647,1366,5974,6014,11984
