SUA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
1000,1241,7725,42416,146829,98006,19745,4844,8331,329142,101,1009,4800,2726,332,61,34,456,9510,17,167,941,1078,148,22,7,86,2464,121,1174,5742,3805,479,80,38,541,11978,181,2253,5773,1509,160,31,33,640,10578,4,77,295,122,18,0,0,17,534,3,39,65,25,6,0,0,13,160,3,45,17,21,12,0,3,5,112,197,2412,6147,1677,196,40,34,685,11383,653,1954,2017,1207,519,112,76,516,7051,72,297,666,1081,606,180,171,384,3448,2275,13554,56987,154602,99811,20148,5165,10455,363003
1001,29,165,2789,14019,8793,1031,182,530,27534,16,538,2877,653,43,3,4,159,4290,7,110,203,153,16,0,3,24,517,21,645,3083,806,56,3,8,184,4815,5,113,408,52,3,0,0,47,626,0,8,46,0,0,0,0,0,52,0,3,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5,121,478,52,8,0,0,46,711,17,38,36,26,16,0,0,9,139,6,7,36,42,33,13,4,3,138,67,970,6424,14946,8902,1051,195,780,33337
1002,7,124,700,3072,1987,458,111,130,6590,4,74,490,142,10,4,0,25,749,0,29,76,20,3,0,0,6,143,4,104,566,161,17,6,0,28,888,5,137,234,49,4,0,6,17,459,0,9,26,6,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,152,258,50,5,0,6,25,503,3,8,9,12,3,0,0,3,35,0,9,16,31,7,3,3,8,67,17,398,1548,3328,2016,471,121,190,8089
1003,3,53,589,2771,1946,350,65,138,5917,3,72,752,692,60,8,3,64,1649,0,110,550,634,71,6,0,47,1422,0,177,1303,1324,130,13,4,109,3070,3,63,234,96,11,4,0,18,429,0,3,104,46,0,0,0,3,158,0,0,26,28,0,0,0,0,55,0,0,0,0,0,0,0,0,3,3,65,358,175,17,4,0,19,638,11,110,219,41,3,0,0,32,421,0,8,12,17,4,0,0,4,57,21,423,2488,4328,2095,365,74,298,10102
1004,6,46,490,2319,1595,310,63,125,4965,4,11,136,165,7,0,0,17,338,0,36,114,140,25,3,3,3,320,3,42,250,304,28,3,4,23,655,3,65,326,129,14,3,3,27,567,0,0,15,0,0,0,0,3,21,0,0,15,4,0,0,0,0,28,0,0,3,0,0,0,0,0,7,3,62,365,138,17,3,3,25,613,3,25,38,15,3,0,0,8,93,0,3,15,8,8,0,0,4,40,19,185,1154,2788,1653,313,67,180,6371
1005,15,76,755,4288,3884,770,153,186,10125,5,99,624,326,33,4,0,37,1124,6,74,92,115,24,6,0,9,327,12,174,710,442,58,6,3,44,1452,16,120,342,56,3,0,4,22,570,0,3,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,125,350,63,3,0,4,22,579,0,5,17,6,3,0,0,0,42,0,61,7,8,3,3,0,49,135,39,443,1840,4810,3957,777,162,300,12333
1006,16,154,1122,5177,4491,985,226,249,12420,0,69,437,189,22,0,0,25,743,0,0,93,164,23,0,0,3,293,0,65,533,353,45,4,0,29,1032,4,76,160,37,11,0,0,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,77,159,39,11,0,0,18,303,13,29,41,10,8,0,0,10,117,0,5,25,26,26,7,7,14,101,33,328,1885,5610,4575,998,234,311,13977
1007,7,137,1295,3806,1129,172,39,201,6792,3,27,73,33,7,0,0,7,152,0,0,5,5,0,0,0,0,16,7,28,74,34,5,0,0,6,164,3,85,72,5,3,0,0,12,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,68,5,3,0,0,12,184,0,9,0,3,0,0,0,4,18,0,3,9,7,3,0,0,8,23,19,257,1450,3859,1144,175,41,233,7184
1008,16,65,721,2563,1629,283,54,128,5455,0,34,362,134,0,3,0,21,559,0,4,52,22,4,0,0,3,91,0,35,412,160,10,3,0,23,650,0,62,147,38,6,0,0,13,262,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,148,47,6,0,0,13,277,26,131,183,31,7,0,0,28,403,0,0,15,11,4,0,0,4,44,40,296,1484,2811,1650,284,56,193,6814
1009,138,1414,11022,39003,30894,6795,1366,1953,92599,21,582,4433,3702,140,29,22,433,9360,23,475,1521,3100,333,22,8,167,5642,46,1054,5953,6803,470,46,28,603,15006,74,889,2932,1626,169,22,14,313,6037,4,102,991,343,13,4,0,55,1522,6,132,1035,382,14,0,0,36,1606,6,26,19,8,6,0,0,6,65,91,1149,4981,2360,196,29,11,412,9232,58,329,394,178,58,8,3,67,1100,24,97,125,87,59,4,4,123,520,361,4038,22469,48437,31681,6887,1414,3156,118450
1010,38,240,1637,8682,6168,1239,268,368,18638,8,112,1092,592,52,9,0,83,1956,6,87,472,633,95,8,3,39,1354,13,204,1564,1231,150,17,4,126,3310,22,290,1237,399,31,3,3,99,2087,3,43,215,45,0,0,0,15,320,3,50,139,87,10,3,0,6,301,0,3,0,0,0,0,0,3,9,29,388,1598,534,42,7,3,122,2714,61,202,227,61,17,0,0,48,621,6,32,68,73,23,5,0,43,266,145,1076,5095,10579,6402,1273,277,715,25549
1011,9,50,667,4568,4361,615,98,233,10597,0,57,602,184,37,0,0,22,912,0,3,28,16,0,0,0,4,55,0,64,628,202,39,0,0,30,964,15,234,757,88,14,0,0,51,1157,0,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,238,766,88,14,0,0,51,1172,7,11,15,14,29,6,0,4,88,0,6,20,14,4,0,5,4,52,32,381,2093,4883,4448,625,102,322,12879
1012,3,52,577,2899,1551,274,35,157,5549,4,87,564,758,16,3,0,59,1494,0,33,90,81,10,0,0,3,218,4,121,649,844,28,3,0,61,1710,15,136,310,93,3,0,0,41,600,3,20,228,39,0,0,0,18,304,0,23,266,91,7,0,0,14,405,0,0,0,0,0,0,0,0,0,20,174,804,224,10,4,0,73,1304,7,34,72,19,7,3,0,16,153,0,7,40,22,5,0,3,7,73,33,392,2140,4005,1592,284,38,314,8794
1013,14,72,850,3539,2223,305,87,163,7248,3,97,311,250,26,9,0,37,731,0,0,70,40,9,3,3,4,124,3,102,377,288,39,9,3,40,852,0,75,180,15,3,0,0,11,283,0,26,37,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,104,218,14,10,0,0,9,353,12,28,24,11,3,0,0,12,87,0,6,6,7,4,0,3,3,37,28,309,1471,3853,2272,316,92,235,8575
1014,7,63,756,3038,1506,271,57,150,5848,10,102,153,100,0,0,0,13,377,0,21,79,106,13,3,0,3,230,9,122,230,203,16,4,0,17,609,0,93,294,82,7,3,0,29,522,0,10,15,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,314,82,7,3,0,32,549,9,41,21,13,3,0,0,5,93,0,9,9,18,3,5,0,6,48,30,333,1331,3360,1536,283,61,212,7143
1015,9,46,388,2479,1836,193,31,146,5129,0,55,145,150,0,3,0,25,385,0,0,10,3,0,0,0,0,13,0,61,155,153,0,3,0,25,397,6,107,455,157,4,0,0,55,783,0,4,7,5,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,6,110,464,161,4,3,0,53,805,17,16,10,18,7,0,0,8,76,0,6,4,15,7,0,0,0,36,28,238,1026,2819,1856,196,32,233,6436
1016,14,72,645,2386,1056,162,50,142,4520,8,35,92,5,0,0,0,12,146,0,5,25,3,0,0,0,0,36,8,40,117,9,0,0,0,13,185,7,63,93,22,3,0,0,9,197,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,70,96,22,3,0,0,9,205,8,19,13,7,0,0,0,7,52,0,3,6,16,9,0,0,14,44,31,208,876,2444,1068,168,49,177,5015
1017,7,62,837,4479,2253,465,88,199,8390,9,121,632,247,21,0,0,36,1071,7,39,205,169,10,3,0,19,459,17,162,836,413,29,5,3,52,1525,22,124,316,104,12,3,6,45,634,0,20,67,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,144,380,104,15,3,6,49,726,25,80,46,10,0,0,0,20,175,0,8,16,18,7,0,0,6,53,81,451,2109,5021,2304,473,106,326,10869
1018,7,58,861,2149,941,140,43,107,4300,10,57,212,120,3,0,0,28,427,4,22,26,25,0,0,0,8,84,11,80,245,144,3,0,0,28,507,5,26,49,15,0,0,0,10,108,0,7,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,65,15,0,0,0,10,126,7,12,4,10,3,0,3,0,35,3,3,0,7,3,0,0,7,12,26,177,1167,2316,955,146,46,151,4985
1019,11,201,991,2905,2684,522,132,163,7614,0,49,354,209,12,3,3,22,647,0,0,28,35,3,0,3,3,63,0,49,382,240,13,3,3,25,714,3,14,50,23,3,0,0,3,99,0,0,5,0,0,0,0,0,5,0,0,6,0,0,0,0,0,12,0,6,0,0,0,0,0,0,6,3,23,68,26,3,0,0,7,124,10,41,65,10,3,0,0,21,152,0,3,0,13,8,0,0,9,36,28,315,1508,3193,2712,520,134,219,8632
1020,3,33,339,1654,1335,210,34,87,3683,0,39,128,79,3,0,0,22,268,0,4,6,5,3,0,0,0,17,0,46,132,77,9,0,0,20,290,3,29,89,47,3,0,0,12,181,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,89,47,3,0,0,14,187,4,18,18,4,0,0,0,11,62,0,0,6,5,0,0,4,4,21,14,130,584,1792,1348,215,31,136,4244
1021,5,23,254,1678,1527,210,33,80,3811,0,77,131,122,18,3,0,16,367,0,28,75,41,4,0,0,3,148,0,106,205,160,26,3,0,19,517,0,0,17,8,0,0,0,0,23,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,28,3,4,0,7,0,0,0,0,14,0,0,3,7,6,0,0,5,21,15,134,473,1863,1554,213,38,108,4395
1022,9,55,563,2756,2632,480,88,143,6715,3,60,569,442,33,0,0,51,1164,0,20,132,903,256,14,4,16,1339,3,82,697,1344,296,14,4,69,2503,0,72,111,62,8,5,0,10,271,0,17,82,56,3,0,0,4,164,0,7,194,103,8,3,0,8,328,0,0,0,0,0,0,0,0,3,0,92,389,226,20,5,0,20,764,7,36,80,45,5,3,0,11,192,3,16,23,18,11,5,0,12,78,23,276,1758,4385,2964,503,94,254,10257
1023,132,1398,17286,67015,41807,7293,1391,2529,138858,36,1303,6650,3434,222,32,12,417,12116,25,916,3076,3297,472,79,35,208,8119,62,2222,9734,6736,695,110,46,626,20232,138,2407,2737,636,68,22,25,328,6349,40,478,1465,301,11,3,6,96,2397,41,477,1006,663,41,3,0,47,2279,9,96,54,20,10,3,4,12,204,226,3450,5259,1618,122,31,34,490,11230,61,317,301,131,60,8,9,175,1059,14,138,294,145,51,8,16,178,857,490,7522,32873,75651,42743,7455,1501,4001,172235
1024,7,109,802,4755,4098,724,144,242,10881,5,135,639,246,24,4,0,43,1095,3,71,76,34,0,0,0,10,192,5,208,714,279,22,4,0,56,1292,0,74,164,71,10,3,0,19,337,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,82,172,72,10,3,0,19,350,11,37,88,9,8,0,0,8,170,6,27,45,21,3,4,0,14,126,34,467,1816,5139,4137,734,143,336,12808
1025,17,82,978,5627,4320,672,110,276,12074,9,144,726,262,12,0,0,46,1210,0,76,59,45,6,0,0,3,198,12,223,788,305,22,0,0,53,1401,6,152,253,45,5,0,4,23,488,0,4,33,0,0,0,0,0,39,0,0,11,7,0,0,0,0,17,0,0,0,0,0,0,0,0,3,6,153,300,56,5,0,4,26,545,7,6,7,5,0,0,0,6,33,0,13,32,15,9,0,5,58,126,40,477,2095,6004,4358,679,115,419,14179
1026,5,35,402,1630,1091,188,43,97,3491,0,10,59,47,4,0,0,3,120,0,10,0,0,0,0,0,0,13,0,23,62,47,4,0,0,4,138,8,58,148,25,5,0,0,15,265,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,161,25,5,3,0,15,273,6,3,8,4,3,0,0,0,26,0,4,9,8,3,4,0,0,30,19,120,638,1721,1111,188,41,118,3958
1027,14,63,984,5684,4087,739,124,212,11906,4,100,1121,869,49,5,3,92,2246,3,51,284,436,72,8,0,24,879,3,149,1407,1313,121,16,3,122,3125,9,387,634,264,7,0,4,80,1391,0,38,391,67,3,0,0,26,524,0,91,593,253,8,0,0,34,973,0,0,0,0,0,0,0,0,0,11,510,1611,586,19,0,4,141,2881,12,67,121,42,3,0,0,17,269,3,11,21,23,10,0,3,7,79,49,805,4145,7643,4237,755,127,506,18260
1028,8,21,288,1986,1945,312,60,77,4691,3,21,117,202,18,3,0,14,378,0,20,98,54,5,0,0,3,182,3,35,220,262,25,3,0,17,558,4,48,133,60,3,0,0,12,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,133,60,3,0,0,12,262,11,29,4,4,0,0,0,3,57,0,7,10,8,0,0,3,5,32,24,135,655,2319,1977,312,62,113,5596
1029,7,83,887,3181,1901,303,38,182,6585,0,18,127,100,11,3,0,14,268,0,3,53,35,0,3,0,0,96,3,19,186,136,13,6,0,14,372,8,21,64,57,6,0,0,36,198,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,68,60,10,0,0,36,201,7,29,15,9,6,0,0,5,63,0,0,3,6,0,0,0,3,15,18,149,1162,3390,1923,313,47,243,7236
1030,1056,6536,55228,326773,301247,87072,20188,15925,814030,739,5325,25479,31470,6392,783,179,2055,72419,463,6894,29034,69879,25328,3441,716,3364,139120,1204,12216,54513,101346,31720,4227,901,5418,211538,2159,19282,47677,13419,1507,304,216,3450,88013,2300,22766,101432,19356,889,131,121,4049,151047,5231,50284,114105,29922,1243,189,181,4911,206060,51,503,614,295,102,33,18,109,1727,9736,92831,263836,62990,3743,654,539,12524,446851,211,1640,2870,1812,584,162,68,496,7848,167,1056,1586,1164,751,241,115,1323,6403,12379,114279,378032,494085,338043,92348,21815,35688,1486674
1031,5,104,969,6028,4261,653,131,320,12468,13,180,882,219,20,0,0,101,1415,0,72,192,55,5,0,0,12,346,12,255,1073,270,23,0,0,120,1761,6,88,178,34,3,0,0,19,325,0,0,19,0,0,0,0,0,24,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,86,212,34,3,3,0,19,363,3,24,35,207,45,4,0,14,332,3,17,15,31,12,0,3,10,100,29,489,2309,6571,4347,664,134,487,15027
1032,9,65,886,4596,2159,367,75,215,8377,3,133,514,99,8,0,0,42,810,0,0,41,13,0,0,0,0,55,4,132,551,120,8,0,0,43,867,3,161,408,46,3,0,0,35,656,6,7,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,172,419,46,4,0,0,33,692,11,19,17,16,3,0,0,13,82,0,9,10,23,12,3,0,13,67,39,404,1890,4802,2183,367,79,320,10084
1033,8,64,571,2490,1678,300,56,132,5293,3,35,121,96,6,0,0,23,273,0,27,99,107,9,3,0,9,253,3,58,218,199,17,3,0,24,520,5,26,52,45,5,0,0,0,138,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,26,57,45,5,0,0,0,144,0,25,89,27,4,0,0,17,159,0,3,0,12,6,3,0,3,27,17,171,939,2783,1710,310,56,172,6154
1034,16,66,1285,7625,5972,1061,175,366,16576,3,56,520,110,7,0,0,38,740,0,3,99,68,3,0,0,0,175,3,65,621,177,12,0,0,38,913,21,251,1451,180,14,0,3,83,1999,0,24,39,12,0,0,0,4,81,3,11,13,6,0,0,0,0,35,0,0,3,3,3,0,0,0,7,24,286,1509,196,18,0,3,87,2125,0,22,26,44,49,4,5,10,161,0,0,7,16,12,0,0,4,49,44,436,3451,8060,6066,1064,186,512,19823
1035,84,592,5894,35564,24175,5257,1040,1411,74022,43,529,2838,2112,133,19,3,181,5857,14,518,2447,3720,427,37,13,210,7387,58,1045,5286,5837,558,62,17,389,13245,101,1336,3681,1109,154,27,16,263,6686,27,381,2045,449,19,6,3,122,3058,33,434,2295,1165,48,3,3,97,4078,0,22,12,7,3,0,0,3,54,156,2179,8033,2731,226,42,17,491,13881,36,234,383,126,42,14,6,60,898,6,47,173,159,50,12,8,151,601,342,4093,19770,44423,25049,5384,1088,2502,102649
2000,531,4344,32541,122789,61409,9596,2042,5808,239070,54,1159,2637,936,118,26,13,323,5268,3,23,150,267,34,5,5,7,496,53,1187,2788,1197,150,33,19,331,5768,59,1157,2619,557,56,10,17,311,4794,7,15,45,13,0,0,0,6,83,0,22,37,17,7,0,0,9,95,0,15,9,0,0,7,0,4,35,58,1206,2714,592,68,21,23,325,5002,267,910,696,573,195,46,38,263,2995,22,128,362,708,345,56,46,210,1876,944,7777,39104,125862,62175,9744,2168,6938,254709
2001,3,32,349,3073,2329,267,75,128,6261,3,70,271,169,99,7,0,30,640,0,5,20,41,3,0,0,5,75,3,75,293,206,99,7,0,32,715,0,56,11,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,3,3,0,0,0,73,4,13,7,0,0,0,0,0,29,0,0,0,4,3,0,0,14,17,10,174,664,3286,2436,272,76,172,7099
2002,5,97,755,2663,1210,164,29,149,5058,0,43,184,45,3,0,0,16,289,0,12,8,10,0,0,0,0,28,0,54,189,56,3,0,0,16,319,0,20,47,31,0,0,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,31,0,0,0,5,107,0,7,14,7,0,0,0,4,24,0,3,7,8,5,0,3,52,77,5,180,1010,2756,1220,161,26,223,5587
2003,31,261,3697,16794,8308,1064,180,654,30992,13,697,1990,1554,403,27,12,156,4855,0,19,158,212,99,9,4,10,506,12,718,2147,1770,498,39,16,166,5362,15,315,556,167,10,3,7,48,1117,0,17,31,12,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,332,591,175,14,3,7,52,1185,6,8,20,41,19,0,0,3,102,0,26,35,45,24,5,0,23,168,59,1341,6493,18834,8868,1110,200,902,37811
2004,25,320,3811,16935,8596,1010,167,685,31549,15,418,1630,551,49,4,0,136,2805,0,31,125,191,22,3,0,21,388,17,452,1751,736,69,5,0,161,3199,3,86,239,99,7,0,0,30,464,0,24,17,3,3,0,0,8,56,0,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,124,257,105,12,0,0,36,532,21,58,45,17,3,0,0,13,159,3,10,26,37,21,4,3,12,125,71,964,5892,17831,8705,1022,171,904,35561
2005,0,31,461,2460,936,94,22,106,4120,4,101,277,76,0,0,0,30,492,0,0,6,3,0,0,0,0,11,4,101,287,75,0,0,0,30,501,0,17,3,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,3,23,3,21,4,7,4,0,0,8,42,0,0,0,4,0,0,0,3,10,5,171,756,2549,947,99,22,150,4697
2006,10,47,735,3399,1892,228,25,179,6517,3,128,480,106,8,0,0,51,778,0,0,4,15,0,0,0,0,20,3,130,481,120,9,0,3,48,802,0,11,159,30,0,0,0,10,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,159,30,0,0,0,10,212,7,25,30,21,8,0,0,3,87,0,0,8,12,3,0,0,4,29,20,207,1414,3575,1919,228,27,249,7646
