SUA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
2020,53,149,101,59,83,18,10,477,7,11,0,5,5,0,0,30,3,3,0,0,3,3,0,9,89,220,158,121,207,63,13,879,0,17,8,6,9,3,0,41,11,19,11,6,10,3,0,58,15,36,12,8,11,3,0,101,110,251,172,135,224,66,13,978,191,196,98,50,75,27,3,650,0,3,0,0,0,0,0,7,303,453,276,186,301,101,20,1631
2021,73,170,124,82,109,31,7,590,19,7,5,6,12,0,0,51,0,6,0,0,3,0,0,15,113,241,191,138,235,58,12,990,4,8,6,8,5,3,0,34,3,24,12,6,7,4,0,56,6,30,24,13,14,4,0,94,126,275,207,151,245,63,12,1084,199,159,71,40,49,13,3,536,9,9,3,0,4,3,0,22,325,442,283,196,299,84,15,1645
3000,1112,2452,1662,1091,1269,104,39,7724,151,139,95,60,75,9,3,525,63,109,85,63,81,5,0,400,2125,4505,3265,2268,2863,285,103,15418,257,620,369,257,239,16,7,1759,316,527,249,171,138,12,3,1410,576,1144,618,426,372,24,13,3169,2701,5646,3886,2698,3236,310,109,18586,4909,4613,2329,1406,1184,111,38,14592,143,145,100,70,47,4,0,496,7749,10404,6316,4169,4465,421,149,33677
3001,3578,6921,4661,2990,3949,1335,594,24032,547,413,242,191,216,74,51,1728,161,281,160,120,168,61,27,988,7229,14304,10650,7549,10792,4090,1968,56582,684,1288,776,467,603,167,90,4071,902,1437,687,424,402,110,54,4023,1583,2724,1466,889,1013,275,146,8096,8817,17031,12120,8437,11797,4364,2109,64675,10550,9930,5311,3256,3583,1171,641,34444,192,244,152,92,56,21,9,768,19558,27200,17588,11784,15437,5555,2759,99882
3002,139,321,193,138,153,19,6,975,11,17,4,6,9,0,0,47,11,10,7,3,5,0,0,47,217,512,356,263,355,42,17,1769,32,94,64,31,51,7,3,283,51,77,44,31,19,0,0,224,85,170,109,64,69,5,3,510,302,687,464,326,425,52,16,2274,593,513,279,170,140,13,16,1721,9,10,7,8,0,0,0,35,896,1211,754,506,567,64,31,4037
3003,334,688,419,274,323,47,19,2092,24,21,9,10,18,6,0,97,14,13,23,19,12,0,3,83,605,1277,895,645,867,134,69,4495,50,142,86,58,63,8,4,412,92,143,68,52,38,0,0,390,144,290,158,107,104,8,3,803,743,1564,1046,751,968,144,71,5297,1014,1019,488,297,299,32,15,3153,22,24,19,12,10,0,0,95,1785,2615,1549,1059,1274,178,88,8545
3004,27,40,24,18,26,0,0,138,4,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,46,92,60,45,62,7,0,303,4,6,0,0,4,0,0,19,3,8,3,9,3,0,0,27,10,19,4,8,5,0,0,47,54,112,66,51,70,7,0,356,58,47,24,17,17,0,0,159,0,0,0,0,0,0,0,3,113,159,87,66,86,7,0,513
3005,80,130,84,59,72,4,0,415,7,3,7,0,8,0,0,18,5,3,3,8,0,0,0,13,142,260,185,150,183,4,4,924,26,55,34,17,28,0,0,155,31,46,20,13,8,0,0,121,53,100,53,28,38,0,0,278,192,356,237,179,224,11,4,1208,311,260,89,72,70,5,0,810,10,12,3,3,0,0,0,26,506,634,330,250,298,13,5,2042
3006,1217,2498,1706,1138,1450,418,182,8604,125,118,62,45,73,28,13,475,40,87,45,44,57,18,5,300,2112,4396,3298,2416,3471,1060,504,17252,109,269,178,107,146,36,19,866,221,462,234,143,146,45,18,1278,337,735,413,251,293,82,35,2145,2450,5129,3715,2673,3767,1143,534,19396,2588,2439,1253,832,994,273,158,8538,43,73,33,30,22,5,3,206,5078,7639,4997,3532,4788,1419,700,28146
3007,43,96,62,50,75,10,3,340,3,8,3,0,3,0,0,23,0,3,0,0,0,0,0,9,68,153,123,98,145,15,11,612,8,30,16,7,7,0,0,76,16,23,18,6,9,0,0,81,21,56,41,14,19,0,0,152,95,211,169,113,163,16,6,771,223,216,95,71,74,3,0,694,6,3,0,0,0,0,0,12,324,429,267,189,232,25,11,1470
3008,99,258,139,102,131,13,4,747,3,10,15,3,8,0,0,36,7,4,3,0,4,0,0,24,162,406,278,191,280,39,8,1363,20,57,39,17,36,0,0,167,42,48,31,19,16,4,0,160,62,105,68,37,54,7,3,335,219,511,345,229,335,43,10,1695,370,402,238,129,146,23,6,1327,7,18,11,3,0,0,0,34,597,930,595,368,482,67,23,3055
3009,49,62,51,24,22,0,0,206,0,0,3,0,0,0,0,4,3,3,3,0,0,0,0,9,71,87,77,49,53,3,0,339,6,4,13,0,4,0,0,29,3,23,11,6,3,0,0,44,14,26,17,7,10,0,0,73,85,117,99,55,57,3,0,412,108,78,51,28,26,0,0,299,13,3,4,0,0,0,0,15,203,195,158,84,81,3,0,727
3010,154,286,192,135,148,15,7,924,16,22,6,3,7,0,0,56,6,14,7,6,3,0,0,32,262,573,415,295,419,44,18,2023,50,84,61,41,22,3,0,262,53,110,47,25,19,7,0,259,107,199,107,67,41,7,0,525,371,768,522,362,464,53,18,2546,587,435,225,112,104,13,0,1464,6,13,9,5,3,0,0,33,962,1209,752,474,568,61,18,4050
3011,46,90,71,49,60,3,6,315,5,5,5,0,0,0,0,16,0,5,4,0,0,0,0,15,71,150,127,94,124,9,6,579,28,20,20,12,21,6,0,110,21,27,14,11,5,0,0,83,44,54,41,26,24,3,0,189,120,200,167,119,156,15,6,770,260,245,108,88,97,9,3,812,6,16,9,3,3,0,0,34,385,460,285,208,253,18,9,1611
3012,27,54,28,17,24,0,0,147,6,3,0,3,3,0,0,12,0,5,3,0,0,0,0,7,77,139,96,62,81,3,0,472,14,15,5,9,3,0,0,47,12,11,7,5,4,0,0,40,27,21,16,14,12,0,0,90,102,169,114,77,95,3,0,557,161,118,58,38,24,0,0,404,0,6,0,4,0,0,0,16,260,293,177,121,123,3,0,982
3013,184,349,209,152,170,20,4,1087,29,20,8,5,6,0,0,76,6,3,9,3,5,3,0,25,332,633,451,308,415,69,20,2228,42,104,61,42,29,0,0,281,47,82,54,24,23,4,0,229,94,191,114,62,53,3,0,514,424,818,568,369,467,71,20,2740,648,549,260,148,146,15,6,1768,13,5,10,3,0,0,0,29,1081,1370,834,514,617,87,29,4538
3014,573,1422,1019,658,842,148,78,4738,39,64,36,23,33,8,9,217,14,24,30,20,24,0,4,125,862,2220,1777,1271,1776,343,164,8414,55,131,80,57,82,15,6,429,84,217,117,67,71,10,11,576,142,344,191,123,157,26,18,1006,1008,2567,1972,1392,1930,373,183,9419,1056,1192,646,460,474,85,45,3956,12,19,17,16,10,3,0,81,2070,3780,2632,1868,2415,458,233,13457
3015,275,531,365,247,308,26,14,1778,30,31,20,8,10,3,0,107,3,13,10,5,12,6,3,51,450,932,688,539,755,111,50,3524,49,84,43,33,39,12,3,264,39,112,47,38,22,5,0,261,94,202,91,68,61,18,6,528,546,1132,777,603,815,128,56,4053,799,750,353,233,270,56,30,2491,11,7,3,0,7,0,0,25,1353,1892,1132,832,1092,189,84,6575
3016,322,603,409,257,346,81,44,2064,26,37,23,15,33,4,7,144,26,26,18,16,13,0,0,95,704,1348,961,736,983,261,121,5105,94,175,103,71,72,8,0,530,96,175,96,50,45,11,0,473,192,346,201,120,117,18,4,997,893,1698,1157,854,1093,279,118,6103,1216,1155,531,349,325,93,30,3706,13,25,10,11,7,0,0,61,2128,2874,1699,1222,1423,371,157,9874
3017,48,81,36,46,49,5,0,264,3,6,0,0,3,0,0,11,0,0,3,0,4,0,0,20,73,131,90,77,84,9,3,459,12,16,17,7,6,0,0,56,11,28,9,5,0,0,0,57,22,41,23,8,10,0,0,112,97,171,114,86,93,11,4,574,157,118,66,42,25,3,0,416,0,0,0,0,0,0,0,3,252,294,182,125,120,7,6,989
3018,38,86,47,35,50,10,0,258,3,0,3,3,3,0,0,16,3,0,4,0,5,0,0,15,71,130,93,78,109,11,8,497,10,14,14,5,4,0,0,42,9,15,10,5,4,0,0,46,16,28,20,13,7,0,0,92,87,161,114,89,118,11,7,589,96,60,36,15,20,6,0,241,0,0,3,0,0,0,0,3,191,223,152,105,134,16,7,830
4000,299,780,634,407,566,103,32,2820,40,50,25,31,30,6,0,177,15,22,17,14,20,4,0,94,507,1263,1062,833,1137,214,55,5064,40,121,86,54,69,12,0,390,54,128,66,50,49,7,3,352,100,251,153,98,122,19,3,747,605,1512,1213,932,1260,226,56,5809,1105,1063,581,386,397,66,14,3608,28,39,18,16,18,0,0,121,1737,2612,1816,1334,1673,297,73,9537
4001,2147,4241,2927,2070,2880,1149,606,16007,328,206,134,88,150,61,49,1018,81,112,83,58,73,37,16,455,3640,7264,5405,4068,6533,2983,1635,31529,251,603,350,262,339,147,51,2013,427,762,443,239,278,100,48,2303,684,1366,792,509,616,245,102,4315,4319,8628,6199,4571,7147,3227,1737,35842,6051,5709,3022,2093,2454,1000,545,20872,132,155,82,46,39,16,9,472,10501,14496,9308,6717,9640,4245,2288,57184
4002,72,163,93,74,80,10,11,505,9,3,0,0,7,0,0,23,3,6,0,0,3,0,0,13,106,238,159,141,179,29,17,863,6,19,9,11,10,4,0,64,14,12,13,3,5,0,0,52,26,37,20,19,12,9,0,117,131,269,182,158,190,32,15,979,193,154,84,68,63,14,3,578,11,11,0,3,0,0,0,20,329,438,270,219,253,47,22,1577
4003,42,91,59,36,43,13,0,277,7,3,3,0,5,0,0,20,0,4,3,0,0,0,0,10,57,135,86,65,91,19,5,462,10,12,17,11,13,0,0,65,14,19,14,0,8,4,0,62,26,35,30,7,21,7,0,134,82,167,120,73,118,32,9,596,164,157,59,41,48,8,0,473,0,5,0,0,0,0,0,12,241,326,184,114,164,38,9,1078
4004,35,55,38,19,20,10,0,172,12,6,3,0,0,0,0,17,3,6,0,0,3,0,0,14,60,91,59,39,67,18,0,336,3,15,12,7,6,0,0,41,5,15,11,3,0,0,0,37,8,32,22,9,6,0,0,78,74,123,83,50,76,19,0,414,148,162,72,47,23,4,0,456,8,9,5,5,0,0,0,21,232,288,160,96,100,20,0,894
4005,37,61,50,36,45,3,0,228,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,45,97,82,59,107,13,3,407,3,7,3,0,3,0,0,22,7,8,6,4,3,0,0,37,16,23,13,4,9,0,0,60,58,116,94,66,114,12,5,460,97,88,45,28,28,8,0,289,0,3,3,0,0,0,0,5,152,207,137,92,141,21,3,755
4006,22,64,44,38,50,8,0,230,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,37,95,64,60,101,20,3,379,3,11,4,3,6,0,0,35,12,13,19,8,11,0,0,66,15,22,25,15,16,0,0,98,51,120,93,71,120,20,3,474,126,119,63,63,56,6,0,437,4,3,0,0,3,0,0,9,186,233,153,137,174,27,5,919
4007,33,102,77,59,51,11,9,337,4,6,0,0,0,0,0,17,0,3,3,0,4,0,0,8,43,136,114,84,98,20,8,506,4,3,3,6,4,0,0,26,6,14,10,3,6,0,0,35,13,17,11,7,10,0,0,61,57,150,127,92,107,20,8,565,101,107,65,36,45,10,4,355,7,3,6,0,0,0,0,16,158,265,197,128,151,34,14,937
4008,67,86,65,34,64,6,0,330,10,6,0,3,3,0,0,27,0,3,0,0,4,0,0,6,101,144,111,69,127,13,3,575,14,22,21,9,18,0,0,89,21,26,14,4,11,0,0,78,28,48,39,14,29,0,0,161,134,199,147,85,156,11,4,738,246,182,119,62,51,7,0,674,6,16,10,0,0,0,0,33,389,394,270,155,205,26,3,1440
5000,312,793,579,388,414,38,10,2543,46,60,51,25,28,0,0,219,24,23,19,24,18,0,0,102,594,1438,1158,833,917,90,26,5064,44,152,110,83,61,8,3,469,72,174,88,44,56,3,0,437,116,329,199,129,118,11,4,906,715,1764,1359,959,1038,105,34,5971,1556,1455,769,460,346,27,6,4624,71,64,51,25,13,0,0,222,2335,3283,2183,1451,1397,135,42,10823
5001,64,151,128,72,83,13,7,515,9,7,3,3,3,0,3,25,0,3,4,0,7,0,0,14,97,233,174,139,179,21,5,846,0,16,7,9,13,0,0,46,9,24,14,7,8,3,0,56,8,38,21,10,20,3,0,99,107,268,194,152,195,25,5,940,177,144,78,48,51,6,4,506,0,3,4,3,3,0,0,12,277,416,277,203,247,30,14,1459
5002,35,42,31,12,20,0,0,138,0,0,3,3,0,0,0,8,0,6,0,0,0,0,0,11,68,107,81,50,56,3,0,357,8,6,5,3,0,0,0,21,8,16,4,4,4,0,0,34,12,23,12,7,5,0,0,60,83,129,85,61,58,7,0,413,103,103,48,33,22,0,0,304,9,16,9,3,0,0,0,30,194,241,138,95,79,7,0,754
5003,136,310,234,141,228,17,3,1077,20,20,11,12,10,0,3,70,3,6,0,0,7,3,0,17,224,479,402,298,474,55,15,1953,17,45,20,19,20,3,3,122,27,85,32,15,23,0,0,184,46,130,47,35,42,11,3,311,266,611,453,337,514,61,22,2260,481,412,166,139,113,14,6,1332,3,13,5,6,3,3,0,34,753,1041,625,482,633,81,23,3631
5004,68,179,113,77,103,10,4,556,0,7,5,3,9,0,0,23,0,0,0,4,6,0,0,8,88,251,182,155,218,25,13,927,0,14,6,17,15,0,0,43,11,34,8,9,4,0,0,68,11,42,15,26,13,0,0,115,95,297,204,178,235,25,13,1039,146,144,72,55,67,3,0,492,0,6,0,0,0,0,0,9,246,441,280,227,301,27,14,1537
5005,21,57,25,23,28,0,0,162,0,3,0,3,7,0,0,14,0,0,0,0,0,0,0,0,31,88,47,46,65,0,0,283,5,4,4,3,3,0,0,20,7,10,0,0,0,0,0,16,8,12,3,4,3,0,0,34,35,100,50,49,64,0,0,309,71,55,35,20,18,0,0,198,3,10,3,4,0,0,0,22,108,170,90,76,84,3,0,528
5006,77,144,120,68,76,13,3,490,3,15,10,5,4,4,0,43,8,5,0,0,4,0,0,18,117,263,236,147,222,34,11,1035,8,35,26,18,22,0,0,110,19,38,24,16,13,0,0,112,25,76,46,35,38,4,0,218,144,342,289,178,256,31,14,1256,297,267,151,84,66,3,3,871,19,13,4,3,0,0,0,40,462,619,438,261,316,40,16,2162
5007,48,75,40,21,27,0,0,205,9,6,4,4,8,0,0,26,0,6,3,3,0,0,0,15,106,169,116,96,121,9,3,621,10,20,14,3,6,0,0,59,5,16,7,4,6,0,0,39,19,34,21,8,7,0,0,97,123,205,138,113,130,12,3,721,173,134,54,47,24,0,0,427,9,13,8,3,0,0,0,31,308,351,193,155,152,12,3,1176
5008,22,19,10,9,3,0,0,67,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,54,76,37,43,34,0,0,246,0,7,3,4,8,0,0,21,4,7,0,0,0,0,0,10,8,9,5,4,8,0,0,35,57,85,46,53,41,0,0,286,95,67,37,7,16,0,0,218,5,0,4,0,0,0,0,6,157,150,90,60,62,0,0,513
5009,2740,5841,3966,2704,3736,1352,677,21011,331,250,176,131,211,74,66,1239,115,152,93,82,121,56,29,643,4935,10336,7713,5897,9061,3708,1984,43636,411,912,595,417,573,201,86,3200,648,1255,709,388,392,108,58,3557,1051,2166,1304,810,969,311,142,6759,5987,12508,9018,6708,10023,4020,2125,50394,7798,7167,3632,2316,2583,887,544,24928,180,193,120,68,44,12,4,631,13969,19865,12771,9095,12649,4922,2678,75948
5010,21,31,12,8,0,0,0,65,4,0,0,0,0,0,0,5,0,0,0,3,3,0,0,7,51,63,41,27,27,0,0,211,0,3,0,3,3,0,0,14,4,0,0,3,0,4,0,12,4,3,3,4,3,0,0,20,62,66,40,30,25,0,0,235,74,65,23,11,17,0,0,197,0,0,0,0,0,0,0,7,133,136,64,51,47,4,0,438
5011,32,29,33,18,31,5,3,147,3,0,0,3,0,0,0,12,0,0,0,3,0,0,0,7,54,46,52,38,63,16,3,273,4,7,6,3,6,0,0,23,11,14,11,7,3,0,0,50,19,22,18,12,7,0,0,77,71,69,69,46,67,16,3,346,103,89,40,13,17,6,0,268,0,3,0,0,0,0,0,3,173,162,111,68,88,18,3,619
6000,224,514,346,242,303,51,12,1689,33,35,19,15,13,5,0,126,14,21,14,7,6,0,0,64,343,801,616,465,566,117,36,2949,24,61,49,38,31,11,0,205,37,101,44,38,29,4,0,257,63,155,88,77,58,12,0,458,405,961,708,541,626,127,40,3409,809,792,415,269,285,38,8,2611,11,18,9,10,0,0,0,48,1227,1765,1126,820,914,172,47,6070
6001,63,124,64,43,68,15,3,381,6,4,7,5,10,0,0,31,8,3,0,0,3,0,0,12,99,178,122,96,176,37,9,720,8,24,6,3,10,3,0,64,15,21,18,8,12,0,0,86,20,45,32,18,29,3,0,146,121,227,154,107,199,43,9,865,238,198,94,76,87,14,3,715,3,4,0,0,0,0,0,7,363,430,250,185,293,59,13,1586
6002,66,139,94,51,90,22,0,456,10,14,3,3,3,3,0,44,0,4,0,4,4,7,0,18,103,223,144,103,179,44,5,802,9,24,17,3,11,5,0,60,16,34,20,6,9,0,0,79,22,52,35,12,18,3,0,138,124,276,182,115,198,52,5,945,304,301,107,65,92,19,4,897,4,6,6,3,0,0,0,19,432,586,288,181,293,66,4,1859
6003,469,919,571,405,561,166,55,3143,59,51,30,26,29,9,7,204,14,28,18,6,24,8,4,97,733,1509,1070,836,1237,424,163,5971,34,89,50,33,43,14,3,261,65,137,73,38,29,13,5,352,98,228,117,67,76,22,3,620,830,1734,1186,907,1316,451,168,6593,1270,1157,607,386,416,137,63,4042,29,20,16,9,3,0,0,81,2133,2916,1811,1299,1731,592,236,10718
6004,180,340,249,162,244,66,17,1268,34,26,19,10,12,7,0,101,9,13,4,7,17,3,0,46,296,572,424,320,526,162,59,2352,11,46,29,14,23,11,0,132,33,63,20,21,27,0,0,163,45,111,51,34,43,13,0,295,340,682,471,349,570,172,57,2643,574,525,237,146,144,36,13,1684,9,16,8,4,3,3,0,46,925,1217,719,506,721,215,76,4377
6005,29,60,39,39,42,7,0,221,3,3,0,0,3,0,0,10,0,3,0,0,0,0,0,9,45,101,83,63,87,16,3,391,4,14,3,0,0,0,0,25,8,3,3,3,10,0,0,25,12,13,8,4,8,3,0,53,56,115,91,71,95,17,3,443,63,87,44,35,29,3,0,267,3,6,0,0,0,0,0,8,118,204,141,108,122,23,3,719
7000,105,174,122,82,49,5,3,549,27,22,13,5,7,0,0,76,29,26,21,9,8,0,0,93,290,507,349,238,205,14,7,1600,78,114,76,40,30,0,0,336,38,46,23,24,8,0,0,133,113,163,96,63,35,0,0,467,402,667,438,300,243,12,6,2074,709,755,424,290,149,13,11,2353,76,70,38,25,3,0,0,222,1191,1496,905,616,398,29,20,4640
7001,32,78,51,24,20,3,0,210,12,7,10,3,7,0,0,34,3,6,3,3,3,0,0,24,114,217,161,96,121,12,5,729,12,13,3,3,5,0,0,32,5,6,0,7,0,0,0,24,16,17,3,10,8,0,0,58,130,235,165,104,129,12,5,787,110,135,54,20,26,7,0,353,4,9,3,8,0,0,0,31,254,376,226,137,153,14,5,1168
7002,157,227,137,109,130,19,8,799,24,28,10,14,16,0,0,88,8,22,12,11,11,0,0,66,435,799,521,389,549,91,43,2833,32,42,36,14,23,3,0,153,26,43,18,15,7,3,0,108,53,82,54,32,35,3,0,260,488,886,578,425,583,93,43,3094,496,414,211,144,125,21,7,1418,30,19,15,8,5,0,0,83,1014,1318,800,577,717,115,55,4598
8000,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,18,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,4,3,3,9,0,0,23
8001,642,1045,691,443,546,177,73,3618,126,54,39,35,53,27,18,352,20,35,18,12,27,11,8,131,1407,2532,1905,1352,2088,833,382,10501,49,100,62,42,66,22,15,361,75,126,73,34,55,13,3,376,124,230,138,77,119,33,15,738,1530,2761,2040,1431,2212,865,402,11234,1250,1142,624,362,446,198,97,4118,32,21,9,10,8,3,0,83,2814,3923,2672,1796,2664,1064,494,15436
9000,8,10,9,5,8,0,0,34,0,3,3,0,3,0,0,4,0,0,3,0,0,0,0,7,9,25,26,15,25,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,29,33,14,28,5,0,113,7,8,6,3,3,0,0,27,0,4,3,0,0,0,0,8,19,34,38,22,27,5,0,147
