SUA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
5002,3,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,9,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,3,238,20,22,6,3,3,4,5,0,7,313,106,3,0,0,0,0,0,0,0,6,122,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,114,3,0,0,0,0,0,0,0,13,133,29,3,4,0,0,0,0,0,0,0,38,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
5003,6,0,3,3,3,4,300,13,0,8,0,0,0,0,0,9,0,31,6,0,0,0,0,0,0,0,0,3,7,195,43,50,17,6,5,3,3,13,10,334,0,0,0,0,0,0,0,0,0,7,10,1642,172,167,34,31,7,10,9,13,52,2135,1382,54,45,6,9,8,3,0,0,34,1547,218,8,10,0,0,0,0,7,0,3,251,16,0,0,0,0,0,0,0,4,0,23,3,0,0,0,0,0,0,0,0,0,3,240,8,6,0,0,0,4,6,3,3,273,3,0,0,0,0,0,0,0,0,0,5,1622,65,56,12,7,8,8,12,3,35,1829,645,14,14,3,4,3,0,0,0,25,710,120,3,3,4,0,0,0,0,0,3,139,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,149,3,5,4,0,0,0,0,0,4,168,0,0,0,0,0,0
5004,0,0,0,6,0,3,84,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,60,10,9,3,0,0,0,3,3,5,97,0,0,0,0,0,0,0,0,0,0,0,894,61,41,9,5,5,0,10,3,27,1062,1046,16,11,3,0,3,9,5,4,24,1114,70,3,3,0,0,0,0,0,0,0,82,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,71,3,3,0,0,0,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,1120,23,16,3,3,3,9,3,4,24,1203,510,16,13,0,0,0,0,0,0,24,559,38,0,0,0,0,0,0,0,0,3,44,4,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,9,48,0,0,0,0,0,0
5005,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,4,5,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,203,20,20,3,3,3,0,0,0,12,267,156,4,8,0,0,0,0,0,0,9,180,16,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,175,4,10,0,4,0,0,0,0,9,204,84,5,0,0,0,0,0,0,0,4,96,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
5006,11,3,7,0,0,5,115,19,3,0,0,0,0,0,0,4,3,31,3,0,0,0,0,0,0,0,0,0,3,78,9,22,3,11,3,7,3,4,7,147,0,0,0,0,0,0,0,0,0,8,6,634,40,72,9,17,11,3,3,4,25,818,517,12,11,3,0,0,0,0,0,25,575,80,3,4,0,0,0,0,0,0,3,89,16,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,97,3,4,0,0,0,0,0,0,3,113,3,0,0,0,0,0,0,0,0,0,3,618,14,13,3,0,0,3,0,0,28,686,269,7,5,0,3,0,0,0,0,16,304,52,0,0,0,0,0,0,0,0,3,56,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,70,3,0,0,0,0,0
5007,7,4,3,0,0,5,167,3,0,4,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,101,10,34,9,7,3,3,0,5,12,181,3,0,0,0,0,0,0,0,0,3,5,547,67,126,30,23,15,6,3,5,27,851,234,19,17,4,3,0,0,3,0,7,281,40,0,8,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,3,275,19,24,4,3,3,0,3,0,9,344,67,3,4,0,0,0,0,0,0,6,82,24,3,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
5008,4,0,0,4,0,0,92,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,5,24,0,6,0,0,4,3,0,101,0,0,0,0,0,0,0,0,0,0,0,218,21,66,8,15,3,7,3,3,14,362,56,6,4,3,3,3,0,0,0,0,71,14,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,68,6,6,3,3,3,0,0,0,0,97,11,0,0,0,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
5009,237,220,155,157,103,425,22552,3219,580,694,175,245,210,212,212,249,518,6319,137,11,12,0,3,3,3,3,0,19,196,20627,2630,2415,420,478,431,368,372,356,963,29061,59,3,7,0,3,0,3,0,0,87,161,71940,6306,5532,989,989,814,631,606,464,2146,90418,44948,1266,1156,218,204,155,152,147,69,925,49236,13915,427,367,68,78,77,83,61,55,332,15457,2889,266,374,92,104,92,89,100,111,261,4363,131,5,5,0,0,0,0,0,0,20,155,16929,702,742,159,179,165,170,158,171,611,19979,124,0,3,0,0,0,0,0,0,84,208,61996,1968,1899,380,382,316,317,300,242,1619,69428,22634,778,582,72,55,55,63,53,24,811,25118,7745,166,134,19,20,20,32,27,7,248,8414,3076,170,173,19,32,29,21,32,22,190,3761,108,0,0,0,0,0,0,0,0,27,135,10931,330,311,46,51,44,55,56,32,464,12314,159,3,0,0,0,0
5010,3,3,0,0,0,0,74,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,11,12,6,3,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,207,22,50,16,13,4,6,0,0,15,336,50,3,0,0,3,0,0,3,0,0,59,21,3,7,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,3,7,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,73,4,5,0,3,0,0,3,3,5,92,18,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
5011,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,3,7,4,0,0,0,0,0,0,56,7,0,0,0,0,0,0,0,0,0,4,355,40,62,11,7,0,0,0,6,14,492,336,25,26,5,0,4,3,3,7,10,427,35,0,3,0,0,0,0,3,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,0,0,3,0,3,47,0,0,0,0,0,0,0,0,0,0,0,374,27,33,5,0,4,3,4,7,11,478,148,10,5,0,0,0,0,0,0,29,193,10,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0
6000,0,0,3,0,0,13,352,14,3,0,0,0,0,0,0,3,0,22,3,0,0,0,0,0,0,0,0,0,3,294,33,25,6,0,0,0,0,3,9,378,6,0,0,0,0,0,0,0,0,5,7,3148,147,107,10,7,6,10,8,5,119,3572,3583,52,40,3,0,4,3,3,3,110,3803,312,11,0,0,0,0,0,0,0,3,331,14,0,0,3,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,329,11,0,3,4,0,0,3,0,4,355,15,0,0,0,0,0,0,0,0,5,12,3924,61,43,9,3,6,8,5,3,119,4173,1555,18,12,4,0,0,3,0,0,54,1646,202,0,0,0,0,0,0,0,0,3,214,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,220,0,0,0,0,0,0,0,0,3,224,15,0,0,0,0,0
6001,0,0,0,0,0,4,57,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,336,12,13,0,0,0,0,3,0,11,377,423,9,6,0,0,0,0,0,0,11,448,33,0,0,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,3,0,0,3,43,3,0,0,0,0,0,0,0,0,0,3,461,9,7,0,0,3,3,0,0,13,494,259,3,0,0,0,0,0,0,0,18,280,29,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,33,0,0,0,0,0,0
6002,0,0,0,0,0,0,61,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,52,3,4,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,394,19,17,0,3,0,3,0,0,7,442,467,3,7,0,0,4,0,0,0,13,491,42,0,0,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,3,44,0,0,0,3,0,0,0,3,3,58,3,0,0,0,0,0,0,0,0,0,3,513,3,6,0,3,4,0,0,3,13,548,265,0,0,0,0,0,0,0,0,14,274,37,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
6003,10,4,3,3,3,26,809,71,22,39,18,14,24,12,5,13,10,237,8,3,0,0,0,0,0,0,0,0,16,733,81,95,23,21,33,12,9,14,33,1057,5,0,0,0,0,0,0,0,0,6,10,3522,195,161,40,22,41,14,16,20,91,4132,3142,49,20,3,0,4,5,0,0,103,3337,687,18,6,3,0,0,0,0,3,10,742,67,6,18,5,6,7,6,4,0,12,134,7,0,0,0,0,0,0,0,0,0,10,765,26,26,6,9,7,4,6,3,29,885,11,0,0,0,0,0,0,0,0,8,14,3921,75,51,9,7,16,8,8,8,135,4233,1837,17,14,3,3,0,3,7,0,68,1953,525,3,8,0,0,0,0,3,0,21,558,86,6,6,5,3,8,6,0,6,5,137,5,0,0,0,0,0,0,0,0,0,11,620,15,13,5,3,8,6,3,6,28,708,7,0,0,0,0,0
6004,4,0,3,0,0,8,225,14,0,14,11,0,8,7,0,4,7,67,0,0,0,0,0,0,0,0,0,0,0,179,26,23,17,5,13,12,0,3,16,292,3,0,0,0,0,0,0,0,0,3,3,1135,50,57,20,10,17,13,3,3,41,1343,1191,10,8,3,0,0,0,0,0,23,1238,184,0,8,0,0,0,0,0,0,3,200,16,3,13,0,0,8,4,3,0,5,52,4,0,0,0,0,0,0,0,0,0,4,202,3,20,4,0,6,6,9,0,5,257,4,0,0,0,0,0,0,0,0,7,6,1396,8,29,4,4,6,6,9,4,35,1500,663,7,4,0,0,0,0,0,3,28,709,148,0,0,0,0,0,0,0,0,3,154,11,0,3,6,3,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,163,0,3,5,3,8,3,0,0,10,197,4,0,0,0,0,0
6005,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,175,6,7,0,3,0,0,0,0,8,195,283,5,0,0,0,0,0,0,0,9,292,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,309,5,0,0,0,0,0,0,0,9,323,177,3,0,0,0,0,0,0,0,10,190,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
7000,0,3,3,0,3,18,217,29,3,0,0,0,0,3,0,0,8,46,0,0,0,0,0,0,0,0,0,0,4,190,13,18,6,3,4,8,0,3,27,268,3,0,0,0,0,0,0,0,0,3,7,805,52,58,15,13,18,14,6,8,77,1052,454,8,6,0,0,0,0,4,0,33,515,108,0,3,0,3,0,0,0,0,9,124,8,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,3,118,0,7,0,3,0,0,0,0,12,141,0,0,0,0,0,0,0,0,0,3,6,577,12,14,3,3,0,0,4,0,47,660,111,0,0,0,0,0,0,0,0,5,123,29,0,0,0,0,0,0,0,0,3,36,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0
7001,3,0,3,4,3,4,167,8,0,0,0,0,3,0,7,4,7,32,0,3,0,0,0,0,0,0,0,0,7,106,23,24,3,5,3,6,10,7,12,197,0,0,0,0,0,0,0,0,0,0,0,506,58,57,13,16,8,21,18,14,26,735,218,3,9,0,3,0,3,3,0,10,246,47,4,0,0,0,0,0,0,0,0,57,4,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,56,4,3,0,0,0,0,0,3,5,69,3,0,0,0,0,0,0,0,0,0,3,270,8,12,5,4,0,3,6,0,9,319,88,0,0,0,0,0,0,0,0,3,95,17,0,0,0,0,0,3,0,0,3,28,9,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,4,3,39,0,0,0,0,0,0
7002,16,14,21,28,7,45,1345,199,10,26,7,8,10,11,10,15,36,337,15,0,3,0,0,0,0,0,0,3,20,1253,94,121,18,18,24,28,36,24,85,1699,0,0,0,0,0,0,0,0,0,11,10,2972,171,210,39,35,36,55,46,30,159,3753,1257,27,20,0,11,3,0,6,3,43,1374,681,21,19,8,0,3,6,0,3,32,775,215,9,8,3,4,0,7,7,5,13,272,7,0,0,0,0,0,0,0,0,0,8,899,29,28,8,3,3,16,4,8,42,1054,3,0,0,0,0,0,0,0,0,3,9,2164,60,53,10,17,8,16,9,14,95,2433,440,3,3,0,0,0,0,0,0,22,473,295,11,3,0,3,0,0,0,3,16,337,166,0,5,0,3,0,0,0,0,7,190,4,0,0,0,0,0,0,0,0,0,11,467,7,9,0,8,3,3,0,7,24,526,0,0,0,0,0,0
8000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,5,0,0,40,21,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8001,32,37,33,30,29,81,5497,583,122,147,41,59,63,101,61,62,113,1355,35,3,0,0,0,0,0,0,3,3,47,5338,441,344,66,86,100,131,100,88,199,6893,9,0,0,0,0,0,0,0,0,14,22,11855,650,488,96,116,141,142,135,107,335,14058,6067,44,25,7,3,9,12,12,0,102,6288,3468,49,76,10,6,14,20,15,3,72,3737,577,47,108,34,24,35,43,24,35,61,981,43,0,0,0,0,0,0,0,0,3,47,4079,94,183,39,26,52,62,40,41,137,4761,14,0,0,0,0,0,0,0,0,11,24,10157,147,207,54,31,62,70,51,46,251,11078,2904,28,14,0,3,0,4,3,0,90,3042,2029,17,30,0,3,3,3,3,4,47,2138,739,24,47,5,9,7,15,3,7,32,889,25,0,0,0,0,0,0,0,0,3,33,2791,41,77,10,11,14,12,9,8,83,3065,5,0,0,0,0,0
9000,0,0,3,0,0,8,75,57,0,0,0,0,0,0,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,114,4,3,0,0,0,3,0,0,16,142,0,0,0,0,0,0,0,0,0,13,13,182,21,7,0,3,0,8,7,3,34,260,74,0,8,0,0,0,0,4,0,3,85,41,4,0,0,0,0,0,0,0,5,50,52,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,0,0,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,165,5,8,0,0,0,0,0,0,14,193,28,0,0,0,0,0,3,0,0,3,32,9,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0
