SUA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
4004,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,30,34,36,16,6,135,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,3,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,8,9,6,20,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
4005,0,0,3,3,3,0,0,0,0,9,0,0,0,0,5,11,3,8,0,23,0,0,0,0,0,0,0,0,0,0,0,6,6,17,44,55,56,21,9,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,10,8,5,32,0,0,0,0,0,0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,3,4,3,6,12,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
4006,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,37,38,39,28,7,163,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,13,0,0,21,0,0,0,0,0,0,4,10,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,21,27,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5
4007,0,3,0,8,4,0,6,3,0,22,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,7,16,53,177,288,508,389,131,1572,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,9,0,3,0,6,11,12,56,18,17,123,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,3,4,5,0,20,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,10,0,35,0,0,0,0,3,7,3,3,3,24,0,0,0,6,3,0,4,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,3,3,0,13
4008,0,0,3,9,0,3,0,0,0,17,0,0,0,0,0,3,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,4,23,174,231,167,160,49,817,0,0,4,10,0,0,0,0,0,16,0,0,0,0,3,0,0,0,3,8,0,0,0,5,11,10,21,16,6,75,0,0,0,0,0,0,9,3,4,21,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,3,0,43,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,3,0,18,0,0,0,0,0,3,9,12,3,27,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,12
5000,4,6,24,83,50,21,5,3,0,190,0,0,3,12,12,13,16,9,3,60,0,0,0,15,0,4,6,0,0,25,14,145,231,1220,1830,1845,1640,787,202,7911,0,0,0,15,7,7,3,0,0,37,0,0,16,80,22,11,16,3,0,148,0,8,42,207,113,106,202,39,16,737,0,0,0,10,0,11,0,7,0,33,0,0,15,49,5,12,0,0,0,88,10,28,18,185,43,53,42,23,10,406,3,13,7,115,35,20,9,8,3,215,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,12,16,200,45,48,42,23,3,389,0,3,17,52,21,51,97,91,51,383,0,3,5,75,17,8,0,0,0,107,0,7,19,54,3,4,0,0,0,76,0,0,0,0,0,0,4,3,0,7,0,4,18,82,57,47,19,9,0,236,0,0,0,0,3,8,12,0,0,26
5001,0,0,3,20,12,6,0,4,0,43,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,26,22,143,234,286,306,222,85,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,22,5,15,45,12,10,113,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,8,0,4,3,43,9,3,7,4,0,77,0,0,0,16,3,8,0,0,4,29,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,4,8,5,3,34,0,0,0,8,3,12,20,20,11,76,0,0,0,4,3,0,0,0,0,12,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,5,7,4,3,28,0,0,0,0,3,0,0,0,0,4
5002,0,3,0,7,3,0,0,0,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,96,75,52,26,6,0,270,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,4,0,0,32,0,0,3,26,10,5,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,5,3,16,7,0,0,0,0,29,0,0,3,12,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,5,0,0,0,3,0,15,0,0,0,13,0,0,0,0,0,20,0,0,3,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0
5003,0,13,6,70,21,4,0,0,0,111,0,0,0,0,0,3,3,3,0,14,0,0,0,5,0,0,0,0,0,3,9,107,95,354,507,409,405,218,122,2226,0,0,0,3,3,0,0,0,0,8,0,0,3,14,4,3,5,0,3,28,0,0,4,28,14,22,59,5,10,144,0,0,0,0,0,3,0,4,0,8,0,0,0,9,0,0,0,0,0,18,9,21,9,138,12,14,14,8,8,232,0,4,8,39,8,3,3,0,0,66,0,0,3,20,3,0,0,0,0,27,0,0,4,10,0,3,0,0,0,25,0,23,17,66,21,20,13,0,3,165,0,0,0,5,5,27,54,47,36,177,0,3,3,23,11,0,0,0,0,38,0,4,14,46,3,0,0,0,0,64,0,0,0,7,7,5,3,0,0,14,0,0,0,32,18,22,12,5,0,93,0,0,0,0,0,3,3,0,0,6
5004,0,0,0,5,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,45,42,238,258,265,318,189,78,1447,0,0,0,4,3,0,0,0,0,12,0,0,3,13,7,5,4,0,0,26,0,4,10,33,14,7,26,11,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,0,3,26,9,5,6,6,0,64,4,0,9,29,5,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,30,11,11,16,5,4,83,0,3,3,10,4,0,6,7,3,36,0,0,0,16,0,0,0,0,0,26,3,0,0,14,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,3,3,0,0,22,0,0,0,0,0,0,6,0,0,9
5005,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,38,45,43,46,28,18,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,7,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,4,10,0,3,0,0,0,14,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
5006,0,0,3,19,13,3,0,0,0,39,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,4,3,31,35,127,197,153,138,91,31,801,0,6,0,9,6,0,0,0,0,22,0,0,0,3,5,3,3,0,0,20,0,7,4,15,18,3,15,8,3,74,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,4,16,6,57,13,8,7,4,0,110,0,3,0,27,7,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,27,9,10,9,3,5,62,0,0,0,5,0,9,19,26,12,74,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,10,0,0,0,35,0,0,0,0,0,0,0,0,0,3
5007,0,3,3,38,9,6,0,0,0,55,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,4,3,18,13,99,90,79,32,16,5,350,0,6,6,27,3,3,0,0,0,45,0,0,0,5,4,0,0,0,0,13,0,0,0,10,6,9,13,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,3,18,12,99,11,12,3,6,0,161,0,5,3,14,8,3,0,0,0,37,0,3,0,8,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,3,9,4,32,6,3,0,0,3,64,0,0,0,3,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0
5008,0,3,3,16,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,87,49,24,11,0,0,181,0,0,5,4,0,3,0,0,0,8,0,0,4,11,0,0,0,0,0,19,0,0,0,15,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,3,8,7,61,11,7,0,0,0,96,3,5,0,15,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,5,4,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,13,0,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
5009,148,637,2151,6880,2115,1256,466,260,127,14039,0,15,34,369,313,485,436,360,136,2155,16,150,57,251,96,120,158,84,55,986,455,4184,5410,16994,17503,13732,12249,7483,2955,80967,0,30,32,225,102,91,34,13,4,533,18,68,141,803,234,105,97,64,15,1539,18,89,277,1239,697,548,1068,386,274,4597,3,25,13,82,71,140,266,360,158,1118,36,122,474,1334,369,415,176,70,22,3024,413,1465,1926,11582,2149,1748,1492,825,359,21950,65,364,770,3092,900,600,345,130,63,6321,30,197,221,1448,307,212,125,49,23,2613,34,155,233,754,222,96,41,9,4,1546,63,538,442,3674,868,820,625,411,164,7609,26,111,171,845,568,1147,2248,2112,1109,8333,46,136,198,1557,489,166,105,43,13,2750,47,181,387,2073,345,156,48,14,4,3266,6,23,26,158,102,97,42,23,9,473,95,680,1912,5506,2372,2436,1511,593,162,15260,0,0,8,25,43,98,125,53,15,369
5010,0,0,0,12,3,0,0,0,0,20,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,11,68,33,15,7,0,0,137,0,0,3,5,0,0,0,0,0,7,0,0,3,7,0,0,0,0,0,5,0,0,5,6,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,36,3,0,0,0,0,57,0,3,3,29,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,3,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0
5011,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,88,89,286,235,136,151,60,20,1064,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,0,3,0,10,0,7,0,11,5,5,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,5,0,3,3,0,0,14,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,4,3,0,33,0,0,0,6,0,0,3,3,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,5
6000,0,14,15,42,21,9,8,3,0,108,0,0,0,0,0,3,4,3,0,8,0,0,0,0,0,3,6,0,0,13,0,37,45,205,565,826,975,457,123,3232,0,0,0,9,12,3,6,0,0,22,0,0,5,12,3,13,10,7,0,41,0,6,12,51,59,77,103,68,13,387,0,0,0,0,0,6,4,0,0,16,0,0,3,10,5,9,0,0,0,27,0,4,4,21,12,13,16,13,4,84,0,0,0,20,8,4,13,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,0,17,15,11,22,8,0,94,0,0,0,4,3,9,18,10,0,48,4,0,0,20,17,6,5,0,0,49,0,4,8,18,3,0,0,0,0,36,0,0,0,0,3,0,0,0,0,4,0,0,3,15,17,20,8,0,0,60,0,0,0,0,3,4,3,4,0,16
6001,0,0,0,8,7,0,0,0,0,28,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,6,32,55,80,109,95,30,410,0,0,0,4,3,0,0,0,0,9,0,0,0,3,0,3,0,0,0,8,0,0,0,5,3,4,11,8,4,33,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,0,0,0,19,4,7,3,0,0,39,0,0,0,5,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,3,5,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,4,0,0,23,0,0,0,0,0,0,0,3,0,3
6002,0,3,0,12,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,11,29,58,95,143,98,48,483,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,8,9,6,25,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,11,0,3,6,22,5,3,0,0,0,37,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,4,0,0,3,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,10,0,0,0,0,0,4,0,0,0,3
6003,12,35,362,695,86,58,24,23,4,1300,0,3,4,14,6,20,19,13,5,79,3,3,0,4,0,3,0,8,4,28,17,96,91,376,638,753,854,575,269,3667,0,0,3,24,15,22,4,6,3,83,0,4,7,38,17,10,11,4,7,102,0,9,24,75,68,73,133,84,57,524,0,4,7,8,19,27,59,58,11,194,0,7,32,45,19,20,9,6,0,135,10,45,89,329,46,27,33,12,6,596,0,4,12,35,19,7,10,4,4,96,9,31,38,45,13,11,0,3,0,143,0,6,3,15,0,0,0,0,0,35,0,11,6,42,26,26,20,28,10,174,0,0,3,15,17,36,49,71,37,231,3,5,21,95,28,14,6,3,5,181,4,4,30,107,31,16,0,0,0,197,0,0,0,9,3,7,5,0,0,20,3,8,145,150,53,54,27,11,3,459,0,0,0,0,0,7,6,0,0,20
6004,0,11,51,102,28,11,5,3,0,214,0,0,0,0,3,4,0,8,0,14,3,0,0,0,0,3,0,0,0,17,0,34,20,116,189,247,325,233,115,1283,0,0,0,10,5,4,0,0,0,17,0,0,0,7,0,0,3,4,3,23,0,0,0,13,13,17,44,29,12,121,0,0,4,0,5,0,3,3,0,19,0,3,6,16,12,3,0,0,0,42,0,11,13,95,23,11,3,3,0,163,0,8,6,21,9,5,0,0,0,43,20,64,16,8,4,4,0,0,0,121,0,0,0,0,0,0,0,0,0,4,0,5,0,14,6,8,7,6,0,45,0,0,0,3,0,8,23,32,14,80,0,0,5,19,3,3,3,0,0,34,0,5,12,37,10,4,0,0,0,69,0,0,0,0,0,3,0,0,0,6,12,7,115,55,10,18,7,3,0,215,0,0,0,0,0,0,3,0,0,5
6005,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,41,37,94,54,17,267,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7000,0,0,7,24,10,3,0,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,40,127,141,113,70,11,3,519,0,3,4,14,6,3,5,0,0,44,0,0,13,22,0,3,3,0,0,41,0,0,15,48,17,11,7,7,0,103,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,7,8,3,9,78,6,8,7,0,0,121,0,9,3,40,20,6,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,27,9,0,3,3,0,45,3,0,0,13,4,0,4,3,0,23,0,0,0,32,5,0,0,0,0,35,3,0,9,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,14,3,0,0,50,0,0,0,0,0,0,0,0,0,0
7001,0,4,0,19,12,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,77,72,78,38,21,6,314,0,5,4,21,7,3,3,0,0,46,0,0,3,9,3,4,4,3,0,25,0,0,8,24,12,9,13,0,4,75,0,0,0,0,0,0,0,0,0,3,0,0,0,15,4,3,0,0,0,22,7,29,11,216,31,25,3,0,0,317,0,0,3,7,4,3,0,0,0,20,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,3,0,0,30,0,0,0,11,3,5,6,5,3,33,0,0,0,20,7,0,0,0,0,26,0,0,6,21,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,5
7002,3,44,71,292,111,39,25,15,9,605,0,0,3,0,0,0,0,0,0,8,3,4,0,6,0,0,6,0,0,23,22,89,127,526,368,307,211,109,29,1794,3,3,16,61,16,16,3,0,0,121,0,5,16,55,15,11,15,3,0,117,3,7,18,139,38,43,56,23,9,334,4,42,40,144,57,94,80,47,9,522,0,3,9,38,16,34,11,3,3,118,50,117,93,739,94,72,34,6,6,1205,8,41,58,298,128,62,34,6,0,632,0,6,0,40,4,0,0,0,0,50,0,0,0,3,0,0,0,0,0,4,4,18,33,282,18,15,12,3,3,386,0,7,13,40,10,17,30,28,9,154,16,19,5,85,26,6,3,3,0,173,4,3,21,110,12,3,0,0,0,152,0,0,0,3,6,0,0,0,0,10,3,14,18,114,52,63,38,26,0,329,0,0,0,3,3,0,3,0,0,16
8000,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
8001,40,143,2238,2427,648,503,192,111,42,6353,0,0,6,75,80,168,218,175,24,746,4,33,13,80,19,34,32,8,4,221,39,362,347,1131,1319,1236,1155,755,340,6681,0,22,58,233,102,68,48,12,3,551,5,31,44,146,60,37,20,14,13,363,3,20,68,223,155,145,428,155,99,1295,0,7,8,27,45,91,190,161,42,582,14,29,146,317,139,151,50,13,9,869,123,370,406,3423,430,298,184,86,28,5359,17,51,74,413,94,70,40,20,8,793,0,25,21,231,43,52,21,7,0,394,7,15,25,111,39,21,8,4,0,238,4,43,16,133,68,70,57,39,14,442,3,13,23,86,106,203,291,252,124,1103,12,35,58,266,98,49,29,16,11,579,12,81,200,715,133,65,25,7,0,1239,0,5,7,63,50,33,26,10,7,201,18,48,180,484,249,207,119,48,12,1364,0,3,5,11,12,34,72,26,11,167
9000,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,9,13,0,3,53,0,7,3,11,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,66,40,46,14,8,0,187,0,0,0,0,0,0,0,0,0,0
