SUA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
5009,7435,346,74,422,7857,1010,13,8878,57993,7619,1001,411,67028,2675,485,3160,70183,4213,61,74457,106182,12537,1736,904,121359,3038,378,3410,124770,3483,96,128352,8133,986,1284,86,10494,269,26,295,10785,301,22,11106,1117,187,47,1071,2426,88,12,103,2525,162,82,2769,173431,21334,4072,2470,201305,6069,895,6967,208271,8163,253,216690,3547,444,94,70,4153,921,86,1005,5162,361,10,5529,7146,893,234,132,8405,816,147,961,9373,392,12,9779,10695,1334,327,201,12556,1739,231,1969,14529,759,24,15305,184124,22669,4398,2676,213866,7808,1126,8934,222798,8921,274,231992,69956,9063,2279,1728,83033,4439,657,5100,88130,10609,210,98959,333,48,13,218,613,28,10,33,647,101,654,1403,254419,31779,6694,4624,297513,12272,1795,14066,311582,19629,1146,332361
5010,0,0,0,0,0,0,0,0,536,46,8,6,597,8,0,8,605,33,0,637,652,54,10,9,724,3,0,3,730,7,0,736,77,6,16,7,109,0,0,0,113,8,0,118,16,0,0,14,29,0,0,0,29,3,0,30,1276,107,33,37,1454,16,0,16,1468,50,0,1529,28,0,0,0,34,8,0,8,37,0,0,37,57,0,4,3,60,9,0,9,69,0,3,73,81,0,3,9,90,15,0,15,110,0,3,109,1363,107,41,39,1549,29,0,29,1581,50,7,1633,655,49,34,42,773,9,0,9,786,64,3,855,9,0,0,0,9,0,0,0,9,0,3,13,2020,156,71,81,2331,41,0,41,2370,120,16,2500
5011,19,0,0,0,19,0,0,18,267,41,9,7,324,27,4,27,352,14,0,371,617,89,15,14,744,26,0,29,769,28,0,798,49,5,5,0,56,3,4,9,67,0,3,65,4,9,0,18,28,0,0,0,28,0,0,28,942,147,33,43,1161,54,11,62,1223,42,4,1272,29,0,3,0,31,10,0,10,43,4,0,46,53,3,0,3,59,14,5,12,73,3,0,71,84,4,3,3,88,22,5,22,115,12,0,122,1020,154,34,43,1247,72,12,83,1336,52,4,1394,443,52,36,20,547,49,0,51,601,51,3,651,3,0,0,3,7,0,0,0,7,0,0,9,1463,204,69,66,1802,124,17,136,1940,107,10,2055
6000,137,3,0,3,147,43,0,187,3305,543,62,40,3951,67,26,97,4051,313,7,4373,6918,1260,156,102,8438,121,53,173,8613,557,4,9172,523,73,113,10,727,16,9,21,743,54,0,802,88,7,3,103,200,3,0,3,205,21,3,229,10836,1891,338,259,13324,200,89,287,13609,944,14,14574,91,28,5,6,132,74,6,77,209,42,3,247,207,37,4,11,260,33,19,48,314,47,0,359,290,70,10,15,390,109,21,125,516,85,3,611,11125,1958,351,271,13711,307,107,413,14130,1035,19,15178,3727,771,170,158,4825,272,21,298,5117,1413,12,6536,92,11,12,4,114,0,0,0,114,7,70,195,14948,2737,530,438,18653,583,134,710,19364,2447,102,21917
6001,16,0,0,0,16,4,0,20,541,73,8,10,630,24,6,27,655,44,0,697,1170,166,19,6,1362,52,11,55,1423,62,7,1494,105,22,6,4,133,0,0,0,133,3,0,136,14,3,0,10,28,0,0,0,28,0,0,28,1833,266,34,25,2152,73,15,90,2240,110,7,2354,21,15,0,0,32,18,0,18,54,12,0,66,43,3,0,3,55,11,8,19,69,13,0,85,61,12,0,3,84,33,8,41,124,25,0,151,1895,280,40,30,2241,108,20,127,2367,133,7,2505,599,141,34,20,795,86,10,94,888,238,3,1125,3,0,0,0,3,0,0,0,3,0,3,10,2497,415,67,54,3034,190,33,223,3256,364,14,3637
6002,17,0,0,0,17,3,0,24,664,97,7,10,778,14,4,23,799,37,4,842,1308,188,32,17,1541,25,3,30,1574,72,3,1653,86,8,19,7,122,9,0,9,130,0,0,137,14,0,0,11,27,0,0,0,27,0,0,27,2072,292,64,42,2464,48,7,60,2521,116,6,2650,16,3,4,0,21,10,0,10,33,3,0,42,57,6,3,3,64,5,0,11,76,3,0,74,67,8,7,3,85,22,0,19,109,10,0,115,2139,307,67,38,2552,71,9,82,2633,122,6,2761,685,163,26,17,897,90,5,101,998,272,9,1271,0,0,0,0,5,0,0,0,5,0,8,12,2828,472,97,63,3455,158,14,179,3635,397,24,4051
6003,494,9,3,16,510,107,0,617,5876,964,125,24,6992,104,25,131,7116,463,11,7592,11269,1825,164,84,13349,151,30,181,13531,539,16,14088,1094,173,128,20,1418,15,3,21,1437,64,0,1503,98,12,0,82,195,0,0,0,199,27,0,224,18337,2975,420,214,21953,271,62,334,22284,1099,28,23404,130,31,4,4,164,44,3,48,209,35,4,248,310,61,8,16,389,22,14,32,421,30,0,451,438,87,5,15,549,67,11,78,633,61,4,696,18775,3068,423,229,22504,337,73,412,22917,1159,28,24103,4172,829,102,113,5210,253,65,321,5531,1390,19,6942,50,10,0,4,66,4,3,5,72,9,30,118,22992,3909,530,341,27777,596,139,743,28520,2555,83,31155
6004,150,3,0,5,151,24,0,181,2042,346,34,19,2437,61,24,85,2522,151,8,2685,4485,614,63,35,5193,73,23,94,5289,211,4,5507,368,58,38,10,474,13,3,17,490,30,0,516,33,9,0,28,68,3,4,10,73,3,0,83,6926,1029,138,81,8170,157,51,202,8375,401,15,8786,43,15,0,0,60,21,0,21,80,25,0,103,132,29,0,0,164,20,5,27,193,23,0,217,177,47,0,0,222,43,5,48,272,46,0,314,7100,1069,138,86,8392,196,53,247,8646,444,15,9104,2043,374,52,71,2540,127,34,165,2702,744,9,3461,22,3,0,3,26,0,0,0,26,9,16,53,9173,1445,186,163,10967,322,89,412,11381,1199,41,12620
6005,17,0,0,0,17,0,0,17,301,56,14,3,369,8,0,8,379,20,0,403,713,101,8,3,823,16,0,22,845,49,0,894,49,9,7,0,65,0,0,0,65,6,0,76,15,0,0,3,14,0,0,0,14,0,0,14,1074,162,32,11,1281,28,0,28,1306,72,0,1386,6,3,0,0,10,6,0,6,15,0,0,20,35,6,0,0,38,7,0,6,47,3,0,51,44,4,0,0,48,14,0,16,67,3,0,66,1118,174,31,11,1334,38,3,44,1375,80,0,1452,273,70,4,0,344,18,7,22,369,106,0,471,7,4,0,0,15,0,0,0,15,0,4,18,1396,244,37,11,1687,54,8,63,1755,187,6,1945
7000,23,3,0,3,26,7,0,37,2402,294,44,38,2776,97,14,108,2888,362,3,3253,1514,389,51,19,1985,119,33,149,2136,313,3,2448,188,33,88,3,306,5,4,13,320,37,0,355,31,11,0,110,154,20,6,22,172,42,6,224,4133,733,186,169,5216,243,52,295,5513,751,10,6272,119,39,3,6,161,472,15,484,650,91,12,751,77,27,3,0,99,43,97,142,246,59,3,308,191,64,8,6,263,516,109,631,897,150,13,1056,4328,796,192,168,5482,764,163,924,6401,906,23,7335,1458,511,49,94,2118,530,98,630,2748,3188,19,5950,18,16,4,14,50,3,3,9,60,40,266,363,5799,1325,242,281,7645,1291,269,1559,9204,4131,314,13648
7001,6,0,0,0,6,0,0,6,1348,120,22,10,1497,19,3,23,1522,58,5,1581,875,109,23,9,1015,0,0,3,1017,16,0,1028,131,8,4,5,151,0,5,5,154,0,0,160,21,0,0,19,43,0,0,0,43,3,4,44,2374,238,54,40,2701,20,6,29,2733,81,5,2817,3,0,0,0,3,4,0,4,5,0,0,9,22,3,0,0,29,0,7,7,29,3,0,33,29,3,0,0,33,4,7,11,39,7,0,40,2406,241,54,40,2734,19,11,34,2768,82,5,2857,574,51,16,10,651,16,8,19,668,173,0,845,4,0,0,0,4,0,0,0,4,0,32,34,2975,297,66,44,3385,37,21,56,3440,264,35,3739
7002,180,13,4,14,189,12,0,207,6682,516,108,69,7384,143,27,172,7550,326,3,7881,4433,481,102,43,5055,74,14,84,5141,127,0,5265,682,74,117,9,884,13,3,16,902,25,0,924,104,7,0,119,230,8,0,9,239,19,3,259,11904,1080,330,241,13560,237,44,279,13832,496,6,14337,216,8,9,0,233,31,0,31,271,18,0,284,261,26,5,6,301,14,3,21,316,13,0,335,477,37,20,6,534,52,3,56,587,33,0,617,12385,1120,348,242,14093,282,50,328,14424,520,6,14955,3736,389,140,136,4405,95,18,112,4518,544,11,5069,24,8,0,11,44,0,0,0,44,9,40,101,16144,1516,492,386,18538,380,62,445,18983,1080,62,20122
8000,7,0,0,0,7,0,0,7,47,6,0,0,49,0,0,0,49,10,0,56,86,3,4,0,96,0,0,0,96,0,0,96,12,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,146,13,6,0,160,0,0,0,160,10,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,12,6,0,164,0,0,0,164,10,0,175,30,4,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,175,21,6,0,202,0,0,0,202,10,0,208
8001,1633,26,9,36,1672,232,4,1904,24423,2796,363,146,27726,430,93,528,28255,1326,22,29599,22772,2788,297,162,26022,226,65,287,26308,602,41,26946,3497,421,542,31,4494,35,12,45,4541,71,0,4610,251,33,5,243,527,9,0,9,540,22,10,565,50938,6035,1206,585,58766,702,177,876,59643,2017,72,61725,624,80,23,13,736,66,15,83,813,64,0,877,779,89,19,10,895,69,16,90,978,50,8,1041,1403,167,37,23,1627,137,35,167,1791,107,8,1914,52340,6202,1243,602,60393,833,209,1040,61435,2127,77,63639,10080,1310,256,220,11871,265,80,347,12221,1457,23,13701,134,20,4,59,214,3,0,3,218,6,79,303,62558,7530,1505,887,72478,1104,286,1393,73871,3588,185,77642
9000,0,0,0,0,0,0,0,3,205,20,3,0,230,0,0,0,230,7,0,240,160,15,0,3,182,0,0,0,182,12,0,192,18,4,7,0,31,0,0,0,31,0,0,31,3,0,0,7,11,0,0,0,11,0,0,12,387,40,8,8,450,0,0,0,450,20,0,473,4,0,0,0,3,0,0,0,3,3,0,10,4,0,0,0,4,0,0,0,4,0,0,3,5,0,0,0,7,0,0,0,7,3,0,12,395,45,8,8,462,0,0,0,462,24,0,486,112,15,7,4,144,0,3,3,149,16,0,162,0,0,0,0,0,0,0,0,0,5,4,13,511,66,20,17,602,0,3,3,609,44,4,659
