SUA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
2016,0,0,3,8,3,3,9,16,27,0,42,0,6,0,6,0,0,0,6,8,0,16,0,6,7,9,0,8,8,17,47,0,59,3,19,3,23,4,6,14,35,63,0,99,10,30,3,44,11,18,32,76,107,0,179,14,79,7,105,7,18,29,132,160,0,287,45,99,9,151,7,7,16,168,132,0,300,65,88,10,162,8,10,18,178,115,0,295,100,74,14,180,0,3,8,189,82,0,268,83,44,9,135,3,0,3,139,56,0,194,61,14,6,76,0,3,3,78,25,0,104,44,15,4,61,0,4,0,67,14,0,83,52,16,3,72,0,0,0,72,23,0,93,24,5,0,32,0,0,0,32,9,0,37,4,0,0,5,0,0,0,8,0,0,8,10,0,0,8,0,0,0,7,3,0,12,4,0,0,5,0,0,0,5,3,0,14,66,52,10,122,8,3,14,137,70,4,209,8,8
2017,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,6,7,0,13,0,5,0,5,0,0,0,8,19,0,26,4,10,0,8,3,3,6,13,22,0,36,0,21,3,26,0,3,8,30,24,0,55,5,18,0,26,0,0,0,27,22,0,45,20,18,0,35,0,0,3,34,16,0,54,19,17,4,34,0,0,0,39,20,0,53,23,9,0,26,0,0,0,26,3,0,32,13,3,0,10,0,0,0,10,6,0,17,9,0,0,9,0,0,0,9,6,0,16,17,4,0,18,0,0,0,18,3,0,21,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,11,15,0,23,0,0,0,27,18,0,45,0,0
2018,0,0,0,0,7,0,5,5,11,0,19,0,0,0,0,0,0,3,3,11,0,14,3,7,0,15,12,3,13,26,45,0,73,0,17,0,21,5,13,15,31,81,0,115,5,34,3,39,20,19,41,86,94,0,177,20,96,4,120,15,36,48,171,148,3,324,29,65,5,101,6,13,18,120,122,0,241,53,65,5,126,9,6,7,134,83,4,217,62,70,12,143,3,8,18,156,77,0,227,40,31,4,75,0,0,0,78,33,0,109,60,12,4,79,0,0,0,78,22,0,98,44,18,7,68,0,0,0,68,11,0,81,43,13,3,62,5,0,4,64,16,0,77,18,7,0,28,0,0,0,31,9,0,38,3,0,0,6,0,0,0,6,3,0,7,6,0,0,6,0,0,0,9,4,0,16,5,0,0,7,3,0,3,12,5,0,12,47,47,7,97,14,6,16,116,65,0,176,3,0
2019,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,3,7,9,0,14,0,3,0,7,3,0,9,15,16,0,31,0,4,0,4,6,4,5,17,20,0,33,0,24,3,29,3,3,8,40,40,0,77,3,38,3,40,3,12,13,56,43,0,104,17,29,4,56,0,3,3,52,63,0,116,25,45,0,72,3,4,6,76,39,0,117,26,29,0,52,4,0,4,56,41,0,100,33,9,0,44,0,0,3,48,16,0,64,18,4,0,23,0,0,0,26,12,0,40,10,7,0,20,0,0,0,20,8,0,27,19,3,0,20,5,0,5,25,13,0,40,8,3,0,12,0,0,0,12,6,0,17,0,0,0,3,0,0,0,3,0,0,4,5,3,0,5,0,0,0,7,0,0,11,0,0,0,5,0,0,0,5,0,0,5,23,30,0,47,4,0,4,51,22,0,73,0,8
2020,5,3,0,3,0,0,0,10,15,0,22,0,6,0,6,0,5,3,7,7,0,18,0,12,0,17,3,4,3,23,27,0,46,0,14,0,12,3,8,10,23,40,0,65,3,31,0,28,5,9,12,41,48,0,89,3,51,8,58,4,3,15,73,90,0,163,28,49,4,85,3,6,9,90,69,3,168,33,54,0,97,3,0,8,103,66,0,163,49,46,8,99,0,3,7,102,74,3,174,61,24,0,93,0,0,0,94,28,0,123,51,16,7,78,0,0,0,79,16,0,99,23,10,0,33,0,0,0,33,14,0,46,35,13,0,54,0,0,3,50,16,0,69,15,6,0,22,0,0,0,22,4,0,23,6,0,0,8,0,0,0,8,0,0,8,3,0,0,3,0,0,0,5,3,0,9,8,3,0,7,0,0,0,7,0,0,9,35,27,16,79,5,0,5,88,51,3,138,5,3
2021,0,0,0,0,0,0,0,3,8,0,13,0,3,0,4,0,0,3,4,6,0,14,0,9,0,14,0,3,3,19,25,0,40,0,20,3,21,3,4,5,33,30,0,66,3,8,0,12,7,9,15,28,58,0,87,4,84,10,102,4,3,14,110,74,0,182,24,67,7,95,3,4,8,102,78,0,183,47,62,8,120,0,0,0,125,64,0,188,52,53,0,106,0,3,8,113,41,0,156,54,36,3,95,3,0,3,94,29,0,125,37,17,3,54,0,0,0,60,20,3,74,19,17,0,37,0,0,0,43,13,0,53,41,12,4,59,0,0,0,59,12,0,68,11,3,0,15,0,0,0,15,4,0,21,5,0,0,5,0,0,0,5,0,0,5,4,0,0,4,0,0,0,4,8,0,13,3,0,0,3,0,0,0,3,0,0,5,28,32,9,70,0,0,4,74,37,8,114,3,6
3000,31,13,9,56,34,21,60,116,291,9,413,11,43,12,69,33,14,44,116,153,6,274,36,160,18,212,163,68,236,449,591,12,1052,43,256,28,331,123,108,226,559,851,11,1420,95,486,47,624,197,141,338,961,1298,21,2283,278,997,87,1360,235,178,415,1772,1767,13,3554,561,913,84,1555,151,103,256,1807,1759,24,3593,811,743,90,1641,92,60,149,1793,1522,11,3325,912,614,73,1603,53,58,110,1714,1215,12,2933,790,404,54,1244,42,32,67,1319,654,6,1981,599,222,46,863,25,4,29,896,345,0,1244,466,143,21,628,11,4,15,640,232,9,882,654,139,44,836,10,11,21,857,236,5,1102,209,42,10,269,3,3,8,270,115,5,389,108,17,9,135,4,0,4,137,22,0,163,112,21,10,139,3,4,10,149,59,0,204,107,19,4,125,3,0,4,130,66,3,198,704,554,82,1341,99,54,151,1491,1010,63,2570,82,59
3001,47,58,19,118,174,127,301,421,1323,16,1768,26,117,22,158,80,51,130,294,435,9,729,46,349,31,428,292,193,483,917,1271,13,2196,85,559,66,707,291,234,526,1234,1743,12,2984,148,1047,93,1286,430,372,805,2096,2868,21,4983,562,2489,227,3279,468,564,1035,4312,4358,21,8691,1491,2596,203,4296,311,320,634,4934,4317,36,9285,2825,2714,219,5762,223,193,412,6176,3805,31,10013,4198,2540,259,7001,263,153,418,7415,3573,33,11022,3813,1737,197,5748,111,98,204,5952,2331,26,8315,3361,1220,176,4754,73,56,127,4881,1519,19,6417,2699,770,128,3600,64,19,81,3678,1100,14,4790,4313,875,195,5381,61,34,96,5475,1240,12,6725,1651,362,67,2081,41,15,54,2142,582,8,2727,650,100,31,781,7,5,14,800,197,0,993,870,151,49,1068,18,4,24,1094,172,3,1265,720,123,25,866,23,8,27,894,244,6,1146,2772,1392,217,4387,236,153,385,4775,2408,151,7330,194,150
3002,0,4,0,4,3,8,6,11,37,0,47,0,0,0,4,0,0,3,5,14,0,15,3,4,3,16,17,12,28,42,60,0,104,0,26,3,24,28,15,40,63,94,0,155,7,32,11,51,27,22,49,98,148,5,249,23,124,15,158,49,30,81,240,233,0,475,48,120,7,175,21,29,44,223,265,0,495,99,136,9,247,11,13,24,266,213,0,480,144,97,8,250,9,3,12,261,151,3,415,99,56,7,154,5,3,8,166,93,0,261,81,31,4,114,0,0,0,117,35,0,153,48,18,0,70,3,0,3,70,31,0,104,72,9,0,81,3,0,3,84,37,0,121,22,8,5,33,0,0,0,29,9,0,35,6,3,0,15,0,0,0,15,0,0,15,5,3,0,6,0,4,3,10,3,0,13,8,0,0,8,0,0,0,8,10,0,15,59,46,4,109,14,3,18,134,96,5,234,9,3
3003,4,6,0,3,16,11,25,35,103,0,141,3,11,3,13,9,3,14,28,33,0,62,5,31,0,37,30,15,43,74,115,0,197,10,50,3,67,27,29,60,122,154,3,275,14,103,12,129,46,39,85,217,214,0,432,68,253,19,341,50,49,106,439,346,4,796,151,244,20,421,33,38,71,492,321,3,812,264,257,20,537,21,17,34,572,273,5,852,347,230,22,598,14,7,23,624,237,4,869,307,120,17,446,8,14,14,461,134,4,597,255,90,3,347,3,3,3,354,90,0,446,171,48,5,221,3,0,8,228,55,0,291,246,68,23,339,5,3,9,342,73,0,414,67,21,6,99,0,0,0,102,23,0,118,31,5,0,41,0,0,0,47,13,0,57,39,6,3,44,4,0,4,52,10,0,60,24,4,0,31,3,0,4,33,14,0,46,214,123,16,350,28,13,41,390,204,16,612,21,17
3004,0,0,0,0,3,0,6,6,10,0,10,0,4,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,3,4,5,10,0,19,0,4,0,7,0,0,3,15,10,0,24,3,9,0,16,3,3,7,20,21,0,41,11,9,0,20,5,0,4,23,19,0,38,11,14,0,27,0,0,3,25,7,0,35,22,16,0,38,3,0,5,44,10,0,52,15,5,0,27,0,0,0,26,3,0,34,13,3,3,20,0,0,0,21,0,0,26,18,3,0,23,0,0,0,24,0,0,24,12,0,0,14,0,0,0,14,0,0,19,5,0,0,12,0,0,0,12,3,0,13,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,8,3,0,0,3,0,0,0,3,0,0,3,20,13,0,30,3,0,3,33,14,0,39,0,0
3005,0,0,0,3,14,4,18,17,28,0,45,0,3,0,3,10,3,8,13,10,0,28,4,10,0,14,11,6,17,34,31,0,61,0,14,3,16,14,3,23,36,34,0,78,3,26,4,33,26,21,46,72,67,0,144,8,62,3,75,25,12,39,115,115,0,231,32,49,4,90,17,12,27,108,96,0,205,55,49,0,104,7,4,17,119,77,0,191,51,45,3,97,0,0,0,95,39,0,139,68,15,6,92,4,0,7,91,20,0,111,52,19,3,75,0,0,0,77,9,0,89,37,3,0,40,0,0,0,44,9,0,53,64,14,8,88,0,0,0,84,10,0,91,22,5,0,36,0,0,3,33,10,0,42,14,0,0,12,0,0,0,14,0,0,14,13,0,0,14,4,0,4,21,6,0,25,18,0,0,19,3,0,3,20,3,0,24,53,20,0,73,11,3,20,94,38,0,127,3,7
3006,14,18,10,41,51,47,92,134,425,4,563,7,45,9,58,21,15,38,97,127,3,224,13,130,17,156,62,45,104,266,280,3,548,20,209,22,255,64,56,112,372,402,3,770,54,428,33,524,96,127,222,747,771,6,1519,206,1004,67,1272,122,227,351,1621,1308,3,2933,462,1123,71,1657,84,118,207,1862,1306,6,3172,914,1023,93,2030,72,81,148,2180,1189,16,3386,1267,898,69,2235,50,52,101,2340,1203,18,3559,1085,684,61,1829,45,38,83,1913,688,6,2614,924,398,46,1377,14,24,38,1410,435,4,1856,768,243,41,1050,9,7,17,1071,270,3,1341,1020,282,47,1353,15,10,24,1379,317,3,1701,365,99,17,476,5,0,3,484,104,0,588,159,36,4,195,4,3,4,201,39,0,235,172,47,7,230,0,0,3,231,35,0,268,137,29,3,170,0,4,5,176,56,0,233,775,504,82,1363,59,28,91,1452,835,54,2345,67,45
3007,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,7,0,3,4,3,0,8,3,9,11,15,18,0,36,0,4,0,4,8,11,19,25,43,0,68,4,19,3,28,15,9,25,52,62,0,115,10,48,0,58,9,7,15,75,130,0,201,23,50,0,77,12,8,16,93,97,0,190,28,39,0,71,0,9,9,82,81,0,166,38,48,7,93,0,3,3,100,74,0,172,38,18,0,50,0,0,0,55,24,0,81,15,9,0,29,0,3,3,30,25,0,54,18,6,3,25,0,0,0,30,7,0,42,11,3,3,22,0,0,0,24,6,0,31,4,4,0,4,0,0,0,4,5,0,8,4,3,0,3,0,0,0,3,0,0,9,3,0,0,8,0,0,0,7,3,0,7,4,0,0,4,0,0,0,4,3,0,3,22,19,0,41,0,0,0,43,28,3,74,0,0
3008,0,0,0,3,0,4,6,10,18,3,24,0,0,3,4,6,0,6,8,14,0,22,0,12,0,17,16,3,23,36,43,0,78,6,25,3,35,13,14,27,64,64,0,123,4,35,0,47,12,18,31,76,126,0,196,23,103,9,130,16,26,43,174,184,0,364,44,111,3,161,20,9,29,187,200,0,388,74,85,7,168,10,7,18,187,167,0,355,78,66,6,139,9,6,15,156,144,3,302,75,42,8,118,3,3,11,126,62,0,186,48,16,3,72,0,0,0,72,26,0,100,41,14,3,60,0,0,0,60,17,0,77,33,12,0,50,3,0,3,48,22,0,71,8,0,0,12,0,0,0,14,9,0,21,3,3,0,9,0,0,0,9,0,0,8,12,3,0,13,0,0,0,16,4,0,19,6,0,0,4,0,0,0,4,9,0,13,41,40,9,95,6,8,13,104,80,6,190,3,5
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,10,0,18,0,7,0,3,3,0,3,12,6,0,14,0,14,0,15,3,6,6,26,28,0,49,0,34,0,35,7,5,12,50,47,0,90,11,20,3,29,0,3,8,33,40,3,81,19,17,0,33,0,3,3,39,28,0,68,14,23,0,33,0,0,4,37,27,0,64,19,3,0,26,0,0,3,27,10,0,43,10,9,0,18,0,0,0,18,5,0,21,16,0,0,16,0,0,0,16,4,0,14,12,3,0,8,3,0,3,13,4,0,17,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,0,19,0,0,0,16,11,0,34,0,0
3010,0,4,0,4,3,9,13,17,38,0,48,0,3,0,3,10,0,10,12,13,0,30,3,18,5,21,25,14,41,58,57,0,112,3,27,0,36,15,19,36,68,64,0,137,8,41,5,59,28,23,55,108,127,3,236,25,136,12,170,35,35,76,241,189,3,435,62,113,8,184,28,18,47,226,182,0,416,118,106,9,232,17,7,25,258,118,0,379,130,75,5,216,7,13,17,235,118,0,351,122,55,3,182,3,10,13,193,67,0,254,115,34,7,149,3,0,3,150,30,0,190,89,18,3,116,0,0,3,122,22,0,144,135,13,4,154,6,0,6,165,26,0,193,39,10,4,55,0,0,5,60,14,0,75,13,4,0,22,0,0,0,23,3,0,26,22,0,0,23,0,0,0,25,8,0,37,15,0,0,19,0,0,0,19,12,0,32,87,46,5,141,20,11,34,174,73,5,252,10,6
3011,0,0,0,0,0,0,3,3,18,0,19,0,3,0,3,0,0,0,3,9,0,7,0,10,0,12,11,3,8,18,20,0,39,3,12,0,21,14,3,13,29,39,0,69,0,26,3,27,16,6,22,47,97,0,145,5,41,0,53,13,22,30,81,106,3,192,16,30,0,52,13,3,18,65,133,0,200,39,33,6,87,10,3,13,96,111,0,205,41,44,4,85,0,3,4,92,66,0,155,41,17,3,65,3,0,3,63,30,0,94,18,9,0,21,0,0,0,26,22,0,43,16,3,0,19,0,4,4,20,6,0,32,16,5,0,24,0,0,0,24,11,0,34,4,0,0,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,3,0,0,0,0,0,4,0,0,5,17,19,0,34,3,3,8,41,55,4,102,0,4
3012,0,0,0,0,0,3,4,7,3,0,12,0,0,0,0,0,0,3,3,6,0,6,0,3,0,4,4,8,13,15,16,0,29,0,0,0,6,3,3,7,13,35,0,46,0,3,0,4,8,0,7,14,35,0,49,4,23,0,26,0,7,4,32,31,0,63,7,12,0,22,3,3,5,28,34,0,64,17,9,6,31,0,0,0,31,21,0,50,30,16,0,49,0,3,3,48,12,0,65,32,5,3,46,0,0,0,46,19,0,60,30,3,0,34,0,0,0,39,9,0,46,26,3,3,31,0,0,0,33,11,0,43,62,3,4,67,3,0,0,64,12,0,78,17,3,0,27,0,0,0,27,3,0,30,10,0,0,9,0,0,0,9,0,0,9,10,0,0,10,0,0,0,10,0,0,10,8,0,0,8,0,0,0,8,4,0,11,30,5,0,40,4,0,3,44,31,0,70,0,3
3013,3,3,0,4,11,0,12,17,33,0,45,3,9,0,8,0,4,5,10,19,0,31,4,15,3,22,12,9,24,49,52,0,99,0,24,0,32,27,17,45,73,84,0,157,4,71,4,82,27,28,55,142,166,0,306,26,123,13,160,44,30,75,236,224,3,462,68,129,7,203,21,19,40,245,218,3,465,135,99,13,245,15,8,23,270,193,0,464,139,81,10,229,14,3,17,250,132,4,382,129,59,7,195,6,0,10,207,83,0,289,120,44,8,169,6,4,4,176,58,0,232,102,27,7,128,0,4,4,130,39,0,173,121,22,6,144,0,0,0,145,30,0,175,44,12,0,50,0,0,0,50,16,0,72,17,3,0,19,0,0,0,19,0,0,21,15,4,0,17,3,0,3,19,4,0,23,19,0,0,19,0,3,3,23,11,0,33,89,67,9,163,11,8,20,179,109,5,289,8,3
3014,9,13,3,21,22,11,32,55,128,0,178,3,33,0,33,6,5,14,45,65,0,111,12,78,8,97,37,33,69,170,146,0,307,19,120,5,140,36,25,57,204,209,0,413,31,244,16,296,59,60,115,411,354,0,771,82,551,36,668,48,99,145,811,585,9,1407,259,623,29,917,42,58,96,1016,598,7,1617,396,558,35,996,34,37,69,1065,564,8,1627,547,496,23,1068,21,22,44,1111,558,9,1682,497,328,34,861,14,19,31,888,301,3,1194,411,214,24,646,8,10,16,662,162,0,823,306,94,21,416,5,8,13,428,108,0,532,385,129,19,536,8,8,11,551,131,0,677,117,29,5,155,0,3,4,159,35,0,197,49,11,0,66,0,0,0,66,16,0,80,59,18,3,80,0,0,3,78,13,0,92,39,10,9,58,3,0,4,58,19,0,83,351,294,40,691,22,18,39,733,318,21,1070,35,32
3015,3,3,0,6,6,9,20,27,51,0,74,3,7,0,12,3,0,3,19,26,4,45,7,19,6,26,18,12,27,53,80,0,133,5,34,4,46,21,10,34,81,108,0,188,3,70,7,76,34,16,50,126,194,0,319,36,200,9,243,44,39,78,323,335,3,660,104,235,16,352,17,33,45,396,295,3,693,177,184,13,377,15,15,27,409,267,5,676,247,166,14,419,11,10,16,434,244,0,682,235,115,10,358,7,5,10,371,148,0,525,195,84,8,291,6,4,9,299,81,0,385,126,32,6,162,0,0,0,164,59,0,229,156,34,9,193,0,4,5,195,45,0,245,72,9,0,82,3,0,3,90,15,0,104,21,4,0,28,0,0,0,28,8,0,36,22,3,3,29,0,0,0,34,7,0,44,17,3,0,25,0,0,0,25,4,0,29,172,94,11,279,9,15,22,301,115,4,420,14,11
3016,6,3,4,9,16,6,24,34,82,0,112,0,11,0,14,12,5,14,36,34,3,73,4,30,9,40,49,16,65,106,108,0,214,6,53,5,62,45,16,60,120,200,0,320,16,88,14,117,47,34,83,195,297,3,497,47,232,26,305,80,81,165,471,476,3,951,166,238,20,426,47,45,89,511,396,3,914,311,234,15,565,31,23,60,626,312,0,935,422,218,20,664,28,10,37,698,261,3,962,346,136,25,503,14,11,28,531,146,3,683,308,76,10,397,5,6,12,415,99,0,514,222,59,11,288,8,4,11,298,67,3,370,334,52,19,409,5,0,5,413,76,0,494,122,17,8,149,0,0,0,150,35,0,181,37,9,5,46,0,0,0,45,12,0,62,37,10,3,47,3,0,3,50,14,0,65,30,5,0,34,0,0,0,35,10,3,50,242,117,16,377,33,18,45,420,202,3,630,23,8
3017,0,0,0,0,0,3,3,3,9,0,16,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,5,0,3,6,12,0,17,0,10,0,11,4,8,5,20,18,0,38,0,15,3,16,5,3,6,25,26,0,48,6,33,3,43,7,8,17,59,62,0,118,16,34,3,51,6,11,11,71,53,0,120,26,20,0,44,0,0,0,49,35,0,84,22,26,3,52,3,0,3,53,34,0,94,18,11,3,29,3,0,3,31,23,0,55,20,7,0,29,0,0,0,33,13,0,43,18,3,0,24,0,0,0,21,6,0,30,8,4,0,16,0,0,0,19,4,0,21,7,3,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,6,3,0,0,3,0,0,0,3,0,0,3,14,20,3,35,0,0,3,33,23,3,61,6,3
3018,0,0,0,0,0,0,0,0,6,0,12,0,5,0,5,0,0,0,5,3,0,4,0,3,0,3,4,3,4,6,9,0,18,0,6,0,7,7,0,8,13,18,0,33,0,11,0,17,12,3,11,27,22,0,52,5,32,0,41,3,5,10,49,31,0,86,15,26,0,45,0,5,7,50,31,0,84,17,34,3,57,5,3,5,58,21,0,89,35,24,3,63,5,4,3,67,26,0,92,25,17,0,42,0,0,0,46,9,0,53,20,6,0,29,0,0,0,29,6,0,31,15,7,0,20,0,0,0,21,4,0,25,30,4,0,33,0,0,0,35,6,0,45,10,0,4,14,0,0,0,18,6,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,0,4,3,0,0,3,0,0,0,3,0,0,7,12,10,4,29,5,3,10,40,16,0,48,3,0
4000,8,4,3,19,8,5,13,27,57,0,93,7,26,5,30,10,3,11,38,50,0,90,9,57,9,75,51,27,80,154,169,3,325,13,95,8,122,33,26,57,177,248,3,428,32,171,12,211,41,41,79,294,368,0,665,70,402,22,496,40,62,102,597,485,0,1083,179,331,30,544,19,25,40,587,475,10,1074,238,282,28,550,24,11,38,585,418,7,1012,310,222,35,555,9,0,15,572,289,0,860,246,147,9,399,18,5,23,425,174,3,606,211,81,15,305,8,3,7,309,100,0,409,168,56,9,241,3,0,5,239,70,3,313,215,49,11,273,3,0,3,277,47,3,327,63,16,4,75,0,0,0,75,18,0,100,37,3,0,40,0,0,0,40,5,0,40,25,4,5,35,0,0,0,36,10,0,52,23,7,3,32,0,0,0,37,18,0,51,285,248,30,559,35,16,48,611,295,17,926,18,31
