SUA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
4001,0,5,6,48,14,10,5,8,5,98,3,67,135,336,57,30,16,10,6,656,23,197,378,767,19,17,5,5,0,1399,8,34,41,164,162,533,861,415,229,2450,57,272,401,1519,940,885,467,189,74,4806,0,16,27,113,171,201,257,129,41,954,87,313,180,688,82,31,24,7,0,1425,0,16,22,140,115,54,17,14,3,371,54,392,646,2595,1190,918,427,125,31,6376,3,16,55,575,313,641,418,334,335,2681,8,157,167,592,832,1096,1125,736,310,5018,27,104,251,424,184,162,110,25,4,1297,10,253,436,930,598,322,212,88,30,2878,0,0,13,107,147,196,179,166,82,889,34,196,145,835,225,98,77,36,16,1666,12,39,117,466,84,37,22,3,0,779,24,102,147,951,247,111,31,7,0,1613,0,3,4,30,25,45,35,46,4,187,3,12,14,64,40,36,24,28,15,237,40,199,216,595,283,241,194,49,20,1835
4002,0,3,0,0,0,0,0,0,0,3,0,6,8,49,13,12,8,3,0,99,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,15,41,18,9,93,0,10,12,34,24,25,11,3,0,117,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,9,4,26,23,18,10,3,0,97,0,0,0,0,0,3,0,0,5,16,0,0,0,0,7,11,18,7,8,50,0,0,0,0,0,0,0,0,0,3,0,9,11,19,9,3,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,38,30,9,7,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,4,7,0,0,0,20
4003,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,6,6,36,0,20,22,30,15,7,4,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,26,39,82,29,26,11,0,0,217,0,0,0,0,0,0,3,0,3,11,0,0,0,0,7,5,13,6,0,31,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,25,55,0,0,0,0,0,82,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,14,0,0,3,4,3,0,0,0,0,14
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,7,3,0,17,0,3,0,8,7,6,3,0,0,28,0,0,0,0,3,3,0,3,0,8,0,3,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,15,5,8,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,17,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,3,3,29,0,0,8,14,10,4,9,0,0,54,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,26,13,23,9,3,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,12,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,10
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,15,0,4,0,7,8,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,12,7,14,4,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,3,27,0,0,0,0,0,0,0,0,0,0,0,5,4,11,11,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9
4007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,23,52,11,8,113,0,3,3,20,18,26,24,10,0,100,0,0,0,0,0,3,5,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,3,3,31,13,9,3,3,0,65,0,0,0,3,0,3,0,0,3,12,0,4,0,5,11,35,54,26,10,141,0,0,0,0,0,3,0,0,0,10,0,3,3,3,9,4,5,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,10,3,0,32
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,24,4,3,55,0,7,3,16,13,11,10,0,0,57,0,0,0,0,4,3,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,20,15,63,23,33,16,3,0,181,0,0,0,4,0,0,6,0,0,15,0,0,0,9,45,79,83,50,25,284,0,0,0,0,0,0,0,0,0,3,0,15,7,37,16,3,4,0,0,87,0,0,0,0,0,0,4,0,3,11,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,13
5000,0,0,3,7,9,7,0,0,0,33,0,3,4,43,15,20,6,5,3,103,0,0,0,7,0,0,0,0,0,13,0,4,11,86,52,91,201,50,25,515,25,182,288,1263,927,791,267,67,17,3827,0,4,0,30,20,31,32,14,0,121,0,3,3,15,4,3,6,0,0,36,0,11,10,40,28,23,3,0,0,111,34,195,125,594,186,132,51,6,0,1319,0,3,4,28,5,28,17,20,14,114,0,7,27,146,155,214,166,69,24,810,3,7,7,45,35,36,16,6,0,143,5,86,93,355,209,126,73,25,6,976,0,0,0,4,3,11,7,3,0,36,0,8,4,35,6,6,5,0,0,68,0,0,47,220,3,0,0,0,0,272,6,28,37,164,92,29,4,0,0,368,0,0,0,0,7,0,3,7,0,26,0,0,0,4,0,0,0,0,0,10,10,14,11,137,76,71,54,13,4,387
5001,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,5,0,3,0,28,0,0,0,6,0,0,0,0,0,8,0,0,0,14,3,22,38,20,12,114,0,14,32,95,52,60,34,9,5,292,0,0,0,3,6,5,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43,33,125,46,34,16,3,0,290,0,0,0,3,0,3,3,3,11,22,0,4,3,12,22,27,24,23,9,129,0,3,0,3,0,5,0,0,0,17,0,26,19,52,45,27,12,4,0,180,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,9,0,15,8,17,6,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,16,10,12,13,0,0,54
5002,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,18,3,12,17,54,28,28,4,3,0,153,0,0,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,3,10,22,59,23,9,0,0,0,123,0,0,0,4,0,0,0,0,0,4,0,0,0,10,9,10,5,0,0,29,0,0,3,0,3,0,0,0,0,9,0,4,0,25,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,4,27,0,0,0,0,0,35,4,3,3,33,15,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13
5003,0,0,3,8,6,3,3,0,0,22,0,0,0,8,0,3,3,0,3,20,0,0,3,10,0,0,0,0,0,15,0,3,0,19,21,20,53,17,10,140,13,127,137,405,218,190,71,24,3,1190,0,0,5,8,6,7,13,3,0,47,6,4,0,14,0,0,0,0,0,26,0,3,0,3,9,7,0,0,0,18,10,61,43,220,80,50,14,0,0,467,0,3,0,14,3,12,12,7,11,59,0,4,9,44,44,64,42,32,8,247,0,7,10,19,7,12,0,3,0,57,5,92,101,263,138,68,45,22,4,728,0,0,0,4,0,0,4,0,0,11,0,3,3,13,6,4,0,0,0,31,0,0,4,48,0,0,0,0,0,49,0,4,5,39,23,12,3,0,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,35,20,14,7,5,3,111
5004,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,17,7,17,19,11,4,75,0,23,25,136,91,85,40,15,5,427,0,0,0,3,12,3,11,3,3,35,0,0,0,0,0,0,0,0,0,7,0,0,0,9,4,0,0,0,0,11,0,13,10,42,7,11,11,0,0,97,0,0,0,3,0,0,3,0,0,15,0,8,3,13,18,33,30,13,3,122,0,0,0,9,7,3,3,3,0,18,0,7,22,66,41,18,22,11,0,187,0,0,0,0,0,0,0,0,0,0,3,6,0,7,4,0,0,0,0,19,0,0,0,27,0,0,0,0,0,35,0,6,4,32,13,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,16,7,16,7,0,0,47
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,0,24,0,14,7,68,43,35,10,8,0,185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,11,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,6,0,38,0,0,0,0,0,0,0,0,0,5,0,9,8,23,10,3,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,13,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,14
5006,0,0,0,8,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,10,5,7,13,3,3,43,3,19,22,106,73,67,28,7,6,337,0,3,0,0,4,3,3,0,3,20,0,0,0,10,3,0,0,0,0,18,0,0,0,0,4,0,0,0,0,7,9,41,26,111,64,27,17,3,0,293,0,0,0,4,0,0,4,0,0,11,0,3,3,12,22,25,20,9,5,90,0,0,0,4,4,4,3,0,0,24,8,23,40,86,52,31,13,4,0,261,0,0,0,0,0,0,3,0,0,5,0,8,0,9,0,0,0,0,0,21,0,0,0,15,0,0,0,0,0,18,0,7,3,30,26,7,0,3,0,80,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,3,0,0,39
5007,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,13,16,123,149,436,215,140,26,10,0,1108,0,0,0,8,4,0,0,0,0,15,0,7,0,7,0,0,0,0,0,16,0,28,17,27,15,0,0,0,0,89,5,52,46,151,67,40,14,0,0,367,0,0,3,6,0,0,0,0,4,12,0,5,3,23,11,15,9,0,0,70,0,0,3,7,0,0,0,0,0,14,4,35,58,107,63,17,9,0,0,299,0,0,0,0,0,0,0,3,0,3,0,3,0,15,5,0,0,0,0,24,0,0,0,10,0,0,0,0,0,10,3,8,9,42,20,8,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,7,0,0,0,26
5008,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,5,0,41,44,170,54,46,3,3,0,362,0,0,0,6,3,0,0,0,0,11,0,4,0,11,4,0,0,0,0,19,0,0,0,8,0,0,0,0,0,7,7,33,28,109,44,21,3,0,0,236,0,0,0,5,0,0,3,0,0,12,0,3,4,9,8,3,3,0,0,33,0,0,0,5,0,0,3,0,0,9,0,11,15,53,23,13,4,0,0,112,0,0,0,0,0,0,4,0,0,4,0,3,0,5,0,0,0,0,0,14,0,0,3,15,0,0,0,0,0,18,0,8,7,35,22,3,0,0,0,74,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,16
5009,19,125,259,918,290,293,186,99,49,2234,18,127,375,1355,776,755,487,336,164,4389,22,52,233,757,41,17,3,0,0,1132,14,91,114,480,354,489,1069,600,363,3572,366,2565,3399,10570,5405,4045,1687,562,138,28733,9,77,73,466,303,270,307,169,55,1735,98,273,228,1061,135,101,53,18,7,1980,3,80,85,309,185,82,14,5,0,779,190,1699,1909,5924,2124,1314,514,113,24,13807,4,44,59,898,341,710,370,268,204,2898,52,525,690,2544,2133,2140,1739,1048,398,11264,83,479,1176,2395,1282,1388,697,326,83,7892,101,1569,2749,6197,3477,1937,1026,495,183,17738,0,0,17,186,162,235,171,123,53,939,44,332,262,1473,484,369,263,124,60,3411,27,28,241,1814,137,108,57,7,0,2406,68,439,535,2246,762,443,134,24,7,4660,3,9,50,417,282,321,209,147,40,1483,5,26,51,242,102,37,28,10,5,503,106,474,470,1317,566,480,308,73,37,3837
5010,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,28,46,153,58,43,6,0,0,348,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,11,4,18,26,91,40,15,7,0,0,202,0,0,0,6,3,0,0,0,0,4,0,0,0,6,5,5,0,0,0,22,0,0,0,3,7,10,0,0,0,14,0,10,13,40,23,4,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,13,0,4,0,41,7,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,16
5011,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,16,3,44,28,112,54,32,17,3,6,301,0,0,0,3,4,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,25,0,0,0,3,0,0,4,0,0,8,0,10,8,33,25,19,14,7,9,126,0,0,3,0,3,0,0,0,0,4,0,18,16,71,29,15,10,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,18,0,0,0,6,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,0,18
6000,0,0,0,3,0,3,3,0,0,14,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,6,5,28,36,60,145,63,21,353,8,44,60,223,206,229,154,37,10,968,0,0,0,8,11,8,18,3,3,39,0,3,4,4,4,0,0,0,0,15,0,3,0,14,11,7,6,0,0,45,3,16,13,120,60,49,35,8,3,300,0,0,0,12,9,12,8,4,4,48,0,0,5,26,50,81,117,52,27,349,0,3,0,11,7,14,5,0,0,44,0,8,14,57,41,39,30,9,0,209,0,0,0,0,3,3,0,4,0,12,0,0,0,4,4,5,3,0,0,17,0,0,0,34,0,4,0,0,0,43,3,0,6,36,17,7,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,7,10,10,38,51,66,52,12,5,246
6001,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,5,4,43,3,0,6,25,24,18,28,6,3,119,0,0,0,0,4,0,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,3,4,14,14,16,13,0,0,64,0,0,0,0,0,0,4,0,3,8,0,3,6,0,6,10,25,13,3,67,0,0,0,3,3,0,0,0,0,3,0,3,4,7,7,3,4,3,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,7,3,10,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,4,0,3,0,0,21
6002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,12,4,53,0,3,5,25,23,29,15,3,3,105,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,4,0,0,0,7,0,8,7,27,10,29,10,4,0,101,0,0,0,0,3,0,3,0,0,5,0,0,0,6,6,8,27,8,0,56,0,3,0,0,0,3,0,0,0,10,0,0,4,11,7,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,9,4,7,3,0,0,0,0,31,0,0,10,23,0,0,0,0,0,35,0,0,0,20,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,8,0,0,25
6003,0,0,0,0,0,0,3,0,0,9,0,5,12,26,7,13,0,0,0,62,12,47,95,70,0,3,0,0,3,235,0,0,8,34,23,55,123,79,46,367,9,49,58,283,181,171,106,44,16,926,0,0,0,5,4,13,20,11,3,54,3,20,8,52,4,0,0,0,0,90,0,0,4,27,28,11,3,3,0,76,12,23,40,176,93,97,39,9,3,498,0,0,0,45,18,26,49,38,39,220,0,14,14,45,78,82,110,85,32,448,0,12,85,50,25,20,10,7,0,205,0,23,35,135,54,77,50,20,9,396,0,0,0,0,3,3,3,5,0,15,0,5,12,45,15,9,3,7,0,93,6,3,9,55,9,4,0,0,0,82,7,28,34,125,32,14,3,0,0,247,0,0,0,0,0,3,0,0,0,4,0,0,0,3,6,3,5,3,0,17,10,33,44,133,64,58,56,9,7,408
6004,0,0,0,4,0,3,0,0,0,5,0,21,18,36,7,0,0,0,0,81,4,47,72,21,0,0,0,0,0,147,0,0,3,13,9,29,78,57,20,208,0,20,21,95,74,66,38,10,6,335,0,0,0,3,5,0,4,5,0,30,3,9,3,9,0,0,0,0,0,24,0,0,0,18,14,4,3,0,0,38,0,5,15,104,58,45,22,3,0,252,0,0,0,10,4,5,8,4,10,47,0,0,3,10,22,36,54,22,13,171,0,3,20,19,9,4,3,5,0,63,0,7,15,38,17,14,17,6,3,122,0,0,0,0,0,0,0,0,0,4,0,4,0,22,6,7,3,0,0,36,0,0,0,15,4,0,0,0,0,20,0,3,5,27,10,4,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,10,45,13,14,12,7,0,109
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,24,5,65,0,0,0,17,14,12,7,3,3,58,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,9,5,0,0,42,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,7,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
7000,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,28,0,0,0,0,0,33,0,0,5,17,9,5,9,3,0,45,7,25,29,167,110,125,39,9,0,511,0,0,0,9,7,5,7,0,0,20,0,0,0,3,0,0,0,0,0,3,0,6,3,30,20,12,0,0,0,69,8,28,20,145,77,60,23,5,0,360,0,0,0,13,0,0,4,0,0,17,0,0,3,10,10,16,11,3,0,57,0,0,0,3,0,0,0,0,0,4,0,4,3,24,21,12,3,0,0,74,0,0,0,0,0,3,0,0,0,4,0,4,0,12,0,0,0,0,0,17,0,0,0,31,0,3,0,0,0,36,3,5,10,51,31,15,5,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,31,6,18,3,0,0,68
7001,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,16,0,0,0,20,3,0,0,0,0,25,0,0,0,10,4,13,3,3,5,35,14,63,53,168,70,77,18,11,0,466,0,3,0,0,7,0,0,0,0,11,0,0,0,8,0,0,0,0,0,10,0,0,3,9,11,7,3,0,0,35,0,15,34,132,56,39,4,0,3,285,0,0,0,7,3,0,0,0,0,8,0,0,0,19,17,9,3,6,0,55,0,0,0,7,4,0,0,0,0,11,0,12,14,31,13,7,4,3,0,82,0,0,0,0,0,3,0,0,0,4,3,0,4,32,5,5,0,0,0,46,0,0,15,48,4,3,0,0,0,67,0,3,3,20,7,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,28,100,53,30,5,0,0,296
