SUA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
4006,281,12,0,294,3,0,0,0,7,0,0,0,6,0,0,6,13,0,0,0,17,0,0,0,14,0,0,14,21,4,0,0,20,3,0,3,21,0,0,21,252,31,0,7,289,15,0,14,307,12,0,320,79,14,3,3,99,6,8,12,111,42,0,158,3,0,0,0,3,0,0,0,3,0,5,6,332,45,5,10,396,22,9,31,420,58,5,479,46,7,0,0,56,0,0,0,56,0,0,55,92,11,0,0,109,3,0,3,107,5,0,116,7,0,5,0,16,0,0,0,16,3,0,13,3,0,0,0,3,0,0,0,3,0,0,3,155,17,6,0,173,3,0,3,182,12,0,189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,10,8,0,0,0,8,0,0,0,10,0,0,10,161,17,6,0,186,3,0,3,188,12,0,200,44,10,0,3
4007,495,30,3,527,0,0,0,0,0,4,0,4,7,0,0,3,5,0,0,0,13,0,0,0,9,0,0,9,8,0,0,0,12,4,0,5,16,0,0,20,375,105,8,5,497,11,3,11,508,30,3,547,93,42,8,5,147,4,0,4,152,45,0,195,0,0,0,0,0,0,0,0,0,0,5,6,466,146,17,8,643,20,3,21,658,74,11,742,80,18,0,3,103,4,0,4,107,9,0,115,121,36,4,0,164,4,0,4,165,19,0,188,9,0,3,0,10,0,0,0,10,0,0,9,0,0,0,0,7,0,0,0,7,0,0,6,211,49,9,5,278,6,0,6,286,26,0,318,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,9,0,0,7,11,0,0,0,11,3,0,3,9,0,0,12,220,49,9,5,286,13,0,13,302,29,0,330,40,18,6,0
4008,536,19,0,558,7,6,0,0,10,3,0,3,16,0,0,16,18,0,0,3,23,7,0,6,34,0,0,34,26,6,0,3,35,6,0,14,48,0,0,48,478,45,6,18,548,24,5,31,578,19,0,598,169,18,4,3,192,21,0,22,215,35,0,247,0,0,0,0,0,0,0,0,0,0,0,0,645,61,13,21,743,47,7,55,797,53,0,851,114,7,0,0,125,7,0,6,135,8,0,142,152,23,5,4,191,3,0,8,195,9,0,205,6,3,0,0,14,0,0,0,14,0,0,14,0,0,0,3,0,0,0,0,6,0,0,6,275,38,8,12,334,10,3,15,346,19,0,365,7,0,0,0,7,0,0,0,7,3,0,10,7,0,0,3,7,0,0,3,9,0,0,12,11,0,0,3,11,0,0,3,13,0,0,20,285,38,12,12,345,15,0,14,364,22,0,387,59,10,0,3
5000,7936,293,11,8246,81,10,4,3,103,54,0,57,155,38,0,198,173,18,8,7,204,39,12,43,251,26,0,282,256,32,12,8,310,93,14,101,410,62,0,473,6835,869,249,147,8097,215,30,251,8348,358,11,8721,2397,278,182,90,2951,240,27,265,3213,632,19,3864,28,4,0,4,40,0,0,0,40,6,63,105,9256,1154,428,244,11086,451,60,512,11604,998,87,12692,1477,162,27,15,1676,38,3,39,1718,92,7,1813,2280,360,64,24,2737,60,4,62,2794,115,6,2919,64,15,27,0,100,3,0,3,109,9,0,110,28,6,0,52,88,0,0,0,88,4,0,93,3851,543,120,86,4605,95,4,107,4706,215,11,4929,44,6,0,0,51,38,3,44,93,13,0,112,62,8,7,0,82,19,11,30,112,12,0,123,107,12,3,3,129,60,15,73,207,26,0,234,3961,561,126,86,4731,159,21,176,4909,242,17,5162,952,135,84,42
5001,954,49,0,1003,8,0,0,0,8,3,0,3,7,0,0,7,9,0,0,0,9,3,0,3,8,0,0,8,13,0,0,0,13,8,0,8,17,0,0,17,770,133,25,14,938,29,4,31,973,49,0,1017,269,70,19,11,367,6,3,9,384,42,0,419,0,0,0,0,0,0,0,0,0,0,0,6,1049,203,39,25,1309,34,5,42,1356,89,0,1443,181,27,4,0,210,7,0,9,218,7,0,230,357,66,9,3,435,5,0,5,443,20,0,462,9,4,4,0,15,0,0,0,15,0,0,15,0,3,0,3,6,0,0,0,6,0,0,6,546,103,18,8,673,15,0,17,684,31,0,720,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,3,8,0,0,0,14,0,0,14,9,0,0,3,17,3,0,3,16,0,0,16,558,103,15,10,687,14,0,18,703,31,0,733,104,31,9,0
5002,521,35,0,551,0,0,0,0,0,3,0,3,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,7,3,0,3,9,7,0,13,424,68,16,5,519,12,0,11,528,33,0,568,77,15,3,3,92,0,0,0,95,20,3,111,8,0,0,0,8,0,0,0,8,0,0,9,506,79,21,7,612,10,0,16,624,52,3,682,136,11,6,0,154,0,3,5,159,3,0,158,96,16,0,3,117,0,0,3,121,5,0,128,3,0,3,0,8,0,0,0,8,0,0,8,3,3,0,0,4,0,0,0,4,0,0,4,241,26,7,0,280,3,3,5,287,12,0,303,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,243,26,7,0,287,3,3,8,290,12,3,304,17,5,0,5
5003,2119,81,3,2196,26,3,0,0,31,16,0,16,47,5,0,55,92,5,3,5,105,6,3,6,120,6,0,120,121,7,3,8,141,22,3,22,164,13,0,177,1869,200,79,40,2188,76,16,94,2282,86,3,2375,738,68,44,19,867,34,0,34,896,74,0,971,3,0,0,0,7,0,0,0,7,0,3,9,2611,269,121,67,3064,110,16,125,3184,161,11,3356,378,22,10,3,410,16,0,20,429,25,0,455,781,63,25,11,882,24,0,24,902,25,0,931,15,0,8,0,22,3,0,3,23,0,0,23,6,0,0,10,20,0,0,0,16,4,0,21,1182,86,42,24,1328,39,0,43,1375,48,0,1422,15,0,3,3,25,4,0,4,33,4,0,39,59,3,0,0,59,4,0,4,68,0,0,68,71,3,4,3,86,11,0,11,99,4,0,103,1256,93,43,28,1411,57,0,55,1469,55,0,1524,318,22,16,6
5004,1239,29,3,1269,17,0,0,0,16,0,0,0,20,3,0,23,34,6,0,0,34,4,0,4,39,9,0,48,49,9,0,0,52,8,0,8,58,12,0,70,1049,160,50,20,1270,19,6,26,1298,44,3,1338,311,59,19,3,391,19,3,20,415,32,0,443,4,0,0,0,3,0,0,0,3,0,3,11,1356,217,65,26,1663,35,8,52,1714,72,7,1795,186,29,0,3,217,9,0,7,224,0,0,231,390,68,17,10,482,10,0,10,492,10,3,503,8,3,0,0,16,0,0,0,16,0,0,16,3,0,0,3,5,0,0,0,5,0,0,5,585,98,18,10,719,15,0,15,740,15,0,755,3,0,0,0,5,4,0,4,9,3,0,13,11,3,0,0,12,0,0,3,13,4,0,20,12,3,0,0,19,3,0,3,23,3,0,34,603,105,18,10,740,21,0,24,762,24,0,788,130,16,4,0
5005,327,0,0,329,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,10,3,0,3,12,0,0,12,9,0,0,0,12,3,0,3,14,0,0,14,283,18,17,11,336,7,0,14,342,0,0,350,105,10,6,3,124,3,0,6,130,11,0,140,0,0,0,0,0,0,0,0,0,0,3,3,390,30,22,14,460,15,0,13,474,15,3,493,68,5,0,0,76,0,0,0,77,0,0,77,129,12,5,3,146,0,0,0,143,8,0,150,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,199,15,4,7,233,3,0,3,229,8,0,237,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,0,5,5,0,0,0,6,4,0,4,9,0,0,9,201,16,4,12,232,3,0,3,241,8,0,242,52,3,0,0
5006,1064,45,0,1111,14,0,4,0,16,5,0,5,19,0,0,19,28,0,0,0,32,5,0,5,35,10,0,45,44,0,4,0,45,9,0,9,58,9,0,65,924,102,31,15,1077,40,9,49,1124,52,0,1172,273,33,11,9,331,31,4,38,368,54,0,426,3,0,0,0,3,0,0,0,3,0,8,12,1204,141,42,26,1410,70,14,81,1495,109,9,1607,213,23,3,3,240,5,0,5,252,12,0,263,293,34,6,0,338,13,0,14,354,15,0,366,12,0,0,0,7,0,0,0,7,0,0,7,4,4,0,4,9,0,0,0,9,0,0,12,521,61,13,12,601,22,0,18,622,35,0,653,10,0,3,0,12,0,0,0,13,0,0,11,21,0,0,3,23,0,0,0,25,0,0,26,31,0,3,7,38,3,0,3,38,3,0,41,550,61,15,11,638,18,0,23,659,34,0,691,113,10,8,5
5007,1036,18,0,1060,20,0,0,4,25,3,0,3,27,0,0,27,34,0,0,0,33,0,0,4,34,4,0,38,56,0,0,4,64,0,0,4,68,4,0,71,979,44,18,34,1074,29,4,32,1105,21,0,1125,421,29,13,6,466,12,0,12,483,44,4,532,0,0,0,0,0,0,0,0,0,0,8,7,1397,70,31,45,1543,40,4,44,1589,69,12,1668,232,16,7,8,256,5,3,7,263,3,0,266,291,14,3,7,314,0,0,0,312,9,0,320,7,0,0,0,6,0,0,0,13,0,0,13,9,0,0,4,10,3,0,3,16,0,0,13,537,22,11,17,590,7,3,8,601,9,0,611,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,16,0,0,0,13,0,0,14,16,0,0,0,18,0,0,0,22,0,0,21,556,29,11,17,608,13,0,14,625,9,0,636,129,16,6,0
5008,647,15,0,667,15,0,0,0,12,10,0,10,22,0,0,21,19,3,3,0,27,0,0,0,28,0,0,28,31,8,3,0,41,10,0,8,47,0,0,49,600,46,20,6,671,29,0,30,700,21,0,719,286,17,15,10,332,13,0,14,339,20,0,364,3,3,0,0,7,0,0,0,7,0,3,7,890,68,36,24,1008,36,0,41,1047,39,6,1094,135,13,0,0,146,3,0,5,148,5,0,151,192,11,6,0,204,4,0,4,212,3,0,212,3,0,5,0,9,0,0,0,12,0,0,12,7,0,0,0,3,0,0,0,3,0,0,3,335,20,10,3,365,5,0,6,374,12,0,385,4,0,0,0,4,0,0,0,4,0,0,11,10,0,4,0,14,0,0,0,13,0,0,13,16,0,4,0,16,0,0,3,18,0,0,21,349,20,11,3,383,12,0,14,397,12,0,403,82,3,3,3
5009,55389,1978,76,57444,1021,127,23,21,1190,259,31,286,1475,110,3,1583,2495,282,65,40,2888,258,52,306,3192,114,4,3313,3518,405,90,61,4073,510,77,589,4663,228,7,4896,50069,5934,995,717,57710,2034,311,2342,60050,2209,82,62342,19588,2473,589,492,23139,1235,164,1396,24533,2721,68,27317,94,17,0,52,164,11,4,15,173,20,193,396,69740,8418,1583,1262,81010,3277,483,3760,84767,4945,346,90053,9629,1270,172,65,11131,411,78,483,11621,652,9,12280,17056,1888,277,159,19378,510,65,569,19956,549,18,20518,439,83,101,6,630,22,0,21,656,33,0,689,158,20,7,148,339,16,0,21,358,21,12,398,27288,3266,557,371,31487,959,140,1098,32582,1257,44,33884,555,64,10,16,643,168,11,175,826,56,0,882,1086,144,40,19,1286,118,26,147,1429,59,3,1492,1642,201,54,31,1934,283,34,319,2253,118,3,2372,28934,3468,608,403,33417,1245,179,1421,34840,1371,44,36255,8470,1081,252,231
5010,503,24,0,523,8,0,0,0,10,0,0,0,7,0,0,7,20,0,0,0,29,0,0,0,26,0,0,26,30,0,0,3,37,0,0,0,35,0,0,35,472,26,10,12,524,9,0,9,538,24,0,558,183,17,7,15,229,3,0,3,232,22,3,260,0,0,0,0,0,0,0,0,0,0,0,0,663,45,19,26,755,14,0,14,774,45,3,821,86,10,3,0,97,0,0,0,101,8,0,105,85,11,0,0,105,0,0,0,105,0,0,105,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,182,22,3,4,209,0,0,0,213,8,0,216,10,0,0,0,10,3,0,3,15,0,0,15,10,0,0,0,10,0,0,0,12,0,0,12,21,0,0,0,21,3,0,3,23,0,0,23,203,22,3,4,226,3,0,3,234,8,0,243,58,12,3,3
5011,372,16,4,389,15,0,0,0,15,0,0,0,13,0,0,16,16,0,0,0,25,3,0,5,30,0,0,30,31,0,0,0,34,5,0,9,40,0,0,42,325,45,9,13,392,17,3,24,413,22,4,437,139,14,11,5,168,18,0,18,185,14,0,201,0,0,0,0,0,0,0,0,0,0,0,3,464,60,23,24,562,32,3,35,602,35,3,640,50,7,3,0,58,5,3,8,68,0,0,68,104,18,0,8,130,7,0,7,133,3,0,137,0,0,0,0,4,3,0,3,4,0,0,8,0,0,0,7,7,0,0,0,7,0,0,7,157,18,4,14,196,12,3,14,211,3,0,218,6,0,0,0,6,3,0,3,10,3,0,12,9,0,0,0,12,4,0,4,16,0,0,16,17,0,0,0,16,8,0,8,27,3,0,30,177,19,4,14,211,18,3,20,231,5,0,243,53,7,5,0
6000,3923,275,3,4201,32,12,3,0,48,25,0,29,76,12,0,88,70,17,0,7,96,12,4,17,113,15,0,130,105,24,4,9,143,37,9,48,191,29,0,219,3210,584,102,79,3984,99,39,137,4114,296,6,4423,1158,218,58,47,1477,61,10,72,1547,376,0,1920,25,3,0,4,31,0,0,0,31,0,22,57,4396,807,162,130,5489,155,47,201,5697,675,28,6398,663,105,10,11,790,14,3,13,805,58,3,866,1270,220,26,14,1535,22,10,37,1568,114,0,1679,43,3,16,3,66,0,0,6,68,5,0,79,19,0,3,17,40,0,0,0,39,0,0,39,1989,335,58,43,2433,41,19,57,2487,182,3,2665,21,4,0,3,31,19,0,19,44,13,0,58,34,5,0,0,41,7,0,9,51,10,0,58,56,12,0,3,73,23,0,23,98,21,0,117,2050,346,58,49,2501,57,19,77,2582,200,3,2782,514,123,21,20
6001,607,29,3,641,8,3,0,0,9,5,0,5,20,0,0,18,19,0,0,0,24,6,0,12,30,4,0,32,23,3,0,0,29,12,0,16,47,3,0,51,526,68,8,12,615,38,6,45,653,38,3,691,165,44,4,3,225,28,3,33,256,59,3,318,0,0,0,0,0,0,0,0,0,0,3,3,687,111,18,15,837,68,6,74,909,98,5,1007,103,14,0,0,116,3,3,5,123,8,0,126,171,23,4,0,196,13,3,14,218,8,0,222,10,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,7,0,0,0,7,0,0,7,283,38,7,3,325,19,4,19,349,14,0,362,4,0,0,0,3,3,0,3,12,0,0,13,9,0,0,0,11,0,0,0,17,0,0,18,17,0,0,0,17,3,0,4,26,7,0,25,298,34,7,5,346,21,4,25,370,16,0,392,91,16,0,0
6002,701,31,3,734,5,0,0,0,4,7,0,7,8,0,0,13,8,3,3,0,17,3,0,3,20,3,0,18,12,4,0,0,19,7,0,7,27,0,0,27,599,76,21,10,706,18,3,22,729,32,3,761,222,48,13,9,287,23,0,25,310,78,6,388,0,0,0,3,3,0,0,0,3,0,0,3,821,117,32,21,987,44,7,49,1035,115,9,1158,125,22,3,0,148,3,0,4,148,5,0,158,234,29,3,3,268,9,0,9,275,8,0,289,9,0,3,0,7,0,0,0,7,0,0,7,3,0,0,0,4,0,0,0,4,0,0,4,364,52,6,3,425,11,0,11,437,17,0,457,6,0,0,0,6,3,0,3,9,0,0,8,11,0,0,0,12,0,0,3,15,0,0,15,12,0,0,0,18,3,0,5,23,0,0,26,382,50,5,3,441,18,3,20,459,17,0,480,80,20,3,7
6003,6200,266,13,6479,36,12,0,3,49,12,0,17,59,3,4,72,106,21,0,4,123,6,3,8,136,5,0,140,137,27,0,7,172,23,0,25,197,11,4,211,5185,917,96,76,6270,112,17,128,6397,279,15,6694,1217,225,19,29,1492,74,15,90,1579,356,3,1936,9,3,0,0,14,4,0,5,15,3,12,34,6412,1144,118,104,7775,186,33,219,7992,636,31,8663,1048,150,13,7,1214,13,4,17,1235,82,0,1316,1860,267,27,13,2164,20,4,20,2190,82,4,2273,51,6,10,0,66,0,0,0,63,10,0,78,11,4,0,12,27,0,0,0,27,9,0,40,2972,423,52,23,3471,35,7,44,3512,182,3,3701,17,5,0,0,23,12,0,9,31,4,0,40,48,8,0,3,60,3,0,6,61,3,0,67,65,16,0,5,80,16,3,12,96,8,0,106,3036,436,52,31,3555,45,9,59,3611,192,3,3808,526,111,16,11
6004,2303,119,0,2420,11,0,0,0,10,5,0,5,14,13,0,31,54,9,0,0,63,7,0,4,68,4,0,76,62,13,0,0,75,10,0,12,90,15,0,107,1965,299,29,25,2319,55,15,69,2392,138,0,2526,560,115,11,27,703,39,13,47,750,193,7,945,3,0,0,0,12,0,0,0,12,0,8,15,2529,413,40,50,3030,94,24,118,3150,326,12,3491,379,55,3,6,443,8,3,10,455,22,3,481,749,92,3,4,848,16,5,17,864,45,0,905,13,3,0,0,17,0,0,0,20,0,0,22,3,0,0,3,15,0,0,0,16,0,0,16,1148,158,12,16,1325,18,7,29,1356,66,7,1424,3,0,0,0,10,4,0,4,14,0,0,16,30,4,0,0,29,3,0,4,31,3,0,40,35,7,0,0,37,9,0,8,48,3,0,53,1178,157,12,16,1360,28,9,36,1402,72,7,1478,260,41,6,11
6005,379,17,0,395,3,0,0,0,7,3,0,3,10,0,0,10,12,0,0,0,12,3,0,3,16,0,0,12,12,0,0,0,17,3,0,3,21,0,0,22,333,54,3,0,386,12,0,12,403,20,0,417,79,21,3,0,106,3,0,3,111,30,0,134,3,0,0,0,3,0,0,0,3,0,0,8,417,73,7,0,493,14,0,17,514,47,0,559,64,13,4,0,79,3,0,3,86,3,0,88,110,21,3,0,133,7,0,7,136,8,0,148,5,0,0,0,4,0,0,0,4,3,0,10,3,0,0,0,3,0,0,0,3,0,0,3,179,37,7,0,224,11,0,11,234,16,0,244,0,3,0,0,3,0,0,0,5,0,0,3,4,0,0,0,4,0,0,3,12,0,0,12,10,3,0,0,8,0,0,3,14,0,0,16,190,39,7,0,233,12,0,14,248,14,0,260,42,12,0,0
7000,1840,244,3,2092,38,10,0,0,56,161,3,163,213,36,0,250,23,11,3,0,40,12,38,48,86,25,3,111,64,25,4,0,97,173,38,209,306,52,8,366,1437,266,70,57,1822,263,59,323,2144,304,8,2455,452,152,19,30,654,175,32,213,861,989,7,1853,3,5,0,3,17,3,3,7,17,5,88,115,1892,424,87,89,2489,438,97,539,3026,1291,104,4419,445,57,10,6,519,22,0,18,541,82,0,618,215,74,7,3,300,26,4,34,333,69,3,405,17,7,13,0,31,0,0,3,32,14,0,47,10,3,0,19,30,5,0,11,41,8,0,50,687,143,29,33,887,57,6,62,950,166,6,1117,18,6,0,0,29,70,0,70,93,18,0,117,17,4,0,0,17,10,22,28,46,6,0,60,33,7,0,0,45,73,22,100,143,29,0,172,723,147,30,33,937,129,32,159,1095,197,6,1292,186,99,8,13
7001,852,24,0,877,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,12,0,0,12,5,0,0,0,6,0,0,0,12,0,0,9,749,82,12,13,851,5,0,9,860,24,0,889,148,11,6,0,168,8,0,8,173,49,0,224,0,0,0,0,0,0,0,0,0,0,9,9,900,89,23,13,1018,11,3,18,1034,74,10,1116,239,19,4,0,263,8,0,9,272,11,0,279,125,19,3,0,151,0,0,0,151,3,0,151,6,0,0,0,9,0,0,0,8,0,0,8,5,0,0,5,9,0,0,0,9,0,0,9,374,37,8,9,421,8,4,8,432,11,0,450,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,7,4,0,4,4,0,0,7,381,34,8,9,430,8,4,14,440,17,0,457,49,7,4,0
7002,3997,141,3,4140,63,3,7,0,64,6,0,6,70,3,0,79,97,12,6,0,114,0,3,3,114,3,0,118,159,12,10,0,177,5,3,13,189,10,0,198,3619,333,92,48,4094,74,18,89,4185,145,3,4337,989,104,29,33,1156,31,3,35,1191,141,4,1327,6,3,0,3,9,0,0,0,9,3,14,31,4612,441,117,90,5260,103,16,127,5381,289,20,5698,1200,92,20,14,1330,24,8,27,1359,53,0,1410,655,80,9,6,750,7,0,13,764,18,0,778,39,3,10,0,54,0,0,0,54,0,0,54,13,0,0,22,35,3,0,3,37,0,3,45,1903,175,39,47,2170,36,7,45,2211,72,3,2284,35,0,0,0,35,4,0,4,43,0,0,43,44,5,0,0,51,5,0,4,53,4,0,61,73,5,0,0,82,7,0,9,94,4,0,99,1981,182,43,45,2254,47,6,54,2303,77,3,2381,350,47,20,20
8000,57,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,3,0,57,0,0,0,57,0,0,52,14,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,67,4,3,0,73,0,0,0,73,0,0,71,3,0,0,0,3,0,0,0,3,0,0,3,19,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0,26,0,0,26,8,0,0,0
