SUA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
4002,0,0,0,0,0,5,14,16,0,30,0,3,0,8,3,0,0,0,0,11,3,10,10,50,16,0,6,3,0,98,0,0,0,4,0,3,3,0,0,17,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,3,0,17,0,0,0,3,4,32,38,62,29,170,0,3,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,22,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,7,0,13,30,101,24,15,9,5,0,197,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,36,67,38,15,177,5,19,16,80,61,49,23,4,3,254,0,0,0,0,4,0,5,0,0,12,0,4,4,12,3,0,0,0,0,21
4003,0,0,0,0,0,0,0,0,0,4,0,0,9,6,3,0,0,0,0,23,3,18,5,74,10,0,7,0,0,122,0,0,0,5,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,8,0,3,0,0,5,11,32,44,13,110,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,18,0,0,0,5,3,0,0,0,0,14,0,3,3,12,3,0,0,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,30,16,6,72,3,36,47,60,38,23,16,3,0,223,0,0,0,0,0,0,3,0,0,4,0,0,3,10,0,0,0,0,0,14
4004,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,11,0,73,3,0,8,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,3,8,22,5,50,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,5,21,7,0,38,0,8,6,14,14,15,9,0,0,59,0,0,0,0,3,8,3,3,0,17,0,3,0,3,7,0,0,0,0,13
4005,0,0,0,0,0,3,3,6,3,11,0,0,0,3,0,0,0,0,0,3,3,0,0,26,0,3,0,3,0,39,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,11,0,0,0,0,0,3,12,8,4,25,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,27,10,7,64,0,4,14,48,27,9,18,3,0,115,0,0,0,3,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,3,11,4,24,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,0,0,0,0,27,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,6,36,49,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,3,34,0,4,4,20,11,7,10,3,0,60,0,0,0,0,0,0,0,0,0,3,0,6,0,19,0,0,0,0,0,27
4007,0,0,0,0,0,0,3,4,0,9,0,0,3,3,0,0,0,0,0,4,3,3,0,24,5,7,6,10,3,53,0,0,0,4,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,20,12,0,56,0,0,0,0,7,15,33,13,6,81,0,0,0,9,3,0,4,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,3,0,0,26,0,0,0,0,3,8,9,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,8,46,101,33,13,213,0,3,5,42,36,56,53,17,6,213,0,0,0,0,0,12,21,14,3,49,0,0,0,0,0,0,0,0,0,0
4008,0,0,0,0,4,4,18,13,12,54,0,0,0,5,0,0,0,0,0,5,0,17,0,66,5,4,3,0,3,102,0,0,0,10,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,13,9,0,38,0,0,0,0,3,3,30,25,6,67,0,0,0,3,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,6,0,3,0,22,0,0,0,0,0,10,6,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,27,44,16,11,104,0,9,12,38,40,28,14,3,0,135,0,0,0,4,8,14,9,11,0,50,0,0,0,4,0,0,0,0,0,4
5000,0,0,0,13,3,14,21,22,3,73,0,3,25,93,12,16,6,0,0,164,23,53,31,528,127,101,87,43,7,999,14,27,19,178,67,29,25,12,3,374,0,0,6,86,8,5,0,0,0,102,0,4,5,28,9,3,0,3,0,49,3,26,48,558,107,93,115,48,10,1009,0,6,34,150,59,128,283,224,94,972,6,4,20,104,18,7,6,3,0,165,3,8,34,140,22,10,0,0,0,216,0,0,0,12,8,8,9,3,0,29,3,7,29,211,102,90,37,20,0,498,0,0,0,4,7,21,32,8,0,70,0,3,4,22,17,15,3,3,0,69,0,3,36,101,55,39,18,16,3,264,0,3,0,31,0,0,0,0,0,34,0,5,26,141,108,185,425,139,39,1078,63,344,625,3283,2119,1885,712,174,24,9231,0,4,5,61,38,60,49,26,6,254,0,7,4,49,9,5,4,0,0,89
5001,0,0,0,0,0,0,3,3,0,7,0,0,7,8,0,6,0,0,0,22,0,6,8,81,25,8,15,12,0,161,0,3,0,20,3,6,0,0,3,37,0,0,0,11,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,11,3,14,12,8,0,59,0,0,0,14,14,11,39,40,21,152,0,3,0,4,6,3,3,0,0,22,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,18,5,12,6,4,3,53,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,4,0,0,0,8,0,4,15,25,4,5,4,4,0,61,0,0,0,6,4,0,0,0,0,9,0,0,3,20,14,35,82,39,22,221,3,23,49,185,108,116,69,14,3,577,0,0,0,7,7,13,7,10,0,42,0,0,0,0,0,0,0,0,0,0
5002,0,0,0,0,0,3,0,0,0,4,0,0,4,18,5,4,0,0,0,28,3,6,9,42,7,3,3,0,0,73,0,0,3,21,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,3,0,0,36,0,0,6,17,5,0,0,3,0,34,0,3,7,21,3,0,0,0,0,33,0,0,9,23,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,4,7,9,3,0,37,6,27,25,125,61,64,15,11,0,337,0,0,0,6,0,3,0,0,0,17,3,0,0,4,0,0,0,0,0,13
5003,0,0,0,0,0,4,9,4,0,18,0,0,4,23,5,0,0,0,0,34,20,39,18,309,30,26,22,17,11,497,3,8,15,47,10,5,6,0,0,96,0,4,4,32,9,0,0,0,0,51,0,3,7,22,9,3,0,3,0,40,3,40,29,142,40,42,25,11,7,331,0,0,4,21,14,39,117,107,66,362,0,8,5,27,15,4,0,0,0,57,0,6,48,126,3,0,0,0,0,190,0,0,0,5,12,10,3,3,0,35,0,5,7,52,29,31,16,5,0,154,0,0,0,0,0,6,3,3,0,10,0,3,6,9,10,6,10,3,4,46,0,3,8,19,9,4,4,0,3,44,0,7,3,25,0,0,0,0,0,40,0,5,3,29,28,45,115,33,22,288,31,267,283,818,486,385,158,43,7,2474,0,0,12,15,17,14,27,5,3,100,9,11,3,47,3,0,4,3,0,73
5004,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,0,0,3,0,13,3,0,3,64,7,13,15,15,0,126,5,8,11,37,4,3,0,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,5,51,16,18,27,10,4,143,0,7,4,24,4,7,15,11,12,90,3,0,0,19,0,0,0,0,0,25,3,0,7,16,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,3,0,12,10,5,3,4,0,37,0,0,0,0,4,0,5,0,0,13,0,0,0,0,5,0,0,0,0,11,0,0,0,5,3,0,0,0,0,10,0,0,0,7,0,0,0,0,0,7,0,3,7,19,12,32,54,17,3,155,5,55,60,284,192,179,92,35,10,901,0,0,3,7,14,5,20,6,6,60,0,0,3,6,0,0,0,0,0,12
5005,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,3,0,0,16,0,0,4,18,0,4,5,0,0,29,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,3,0,3,3,27,0,0,0,0,0,3,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,8,11,5,5,41,3,21,19,122,77,73,21,15,0,360,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5006,0,0,0,0,0,3,6,0,0,15,0,0,0,4,0,0,0,0,0,9,10,20,11,115,27,14,10,7,0,210,4,8,0,28,3,0,3,5,0,58,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,8,3,54,14,7,17,4,5,119,0,0,0,13,3,15,47,51,15,147,0,4,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,27,8,12,8,0,0,70,0,0,0,0,0,3,6,3,0,11,0,0,0,6,3,0,0,0,0,14,0,0,0,11,3,3,0,0,0,17,0,3,0,10,0,0,0,0,0,12,0,0,3,7,12,15,31,14,11,93,6,38,49,204,165,154,78,18,6,716,0,3,4,6,11,3,5,4,3,33,0,3,0,26,3,0,0,0,0,42
5007,0,0,0,3,0,3,0,3,0,6,0,0,0,5,0,0,0,0,0,8,3,32,24,235,19,17,7,11,3,351,0,4,13,27,8,3,3,0,0,57,0,3,3,28,3,0,0,0,0,33,0,0,0,5,0,0,0,0,0,6,3,14,9,74,11,13,7,3,3,139,0,0,0,9,3,4,10,4,3,45,0,0,0,5,3,0,0,0,0,11,3,0,0,25,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,4,12,10,8,0,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,0,0,0,0,23,0,3,0,10,0,0,0,0,0,8,0,0,0,6,8,8,16,0,0,29,23,269,289,921,436,323,86,9,5,2363,0,0,0,14,9,4,6,0,0,29,0,9,0,18,3,0,0,0,0,36
5008,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,14,4,17,16,125,36,10,0,0,0,205,4,5,0,18,6,0,0,0,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,9,59,6,9,0,4,0,83,0,0,0,4,0,0,3,0,0,9,0,0,3,14,0,0,0,0,0,17,0,0,3,16,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,3,19,8,3,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,7,3,0,0,0,0,10,0,0,0,20,0,0,0,0,0,20,0,0,0,7,6,0,0,0,0,17,6,76,77,377,138,131,18,3,0,835,0,0,0,7,4,5,0,0,0,19,3,6,0,22,4,0,0,0,0,39
5009,4,52,28,154,157,301,546,670,253,2165,63,263,976,2619,663,715,321,147,35,5808,855,3072,4784,24998,4605,3280,2917,1472,587,46570,142,729,1537,4932,1356,899,597,246,86,10525,58,399,507,3028,736,455,253,101,44,5589,71,308,450,1516,605,251,89,26,8,3319,127,1137,814,8266,1755,1547,1322,756,252,15964,47,237,367,2147,1299,2455,4649,4200,1954,17350,89,298,325,2090,633,244,169,65,21,3942,96,389,799,3971,628,288,84,33,7,6297,9,44,64,342,202,184,118,46,7,1025,226,1402,3884,10220,4033,4113,2834,1158,270,28138,0,6,14,60,77,206,256,129,25,772,31,237,503,1854,601,553,382,176,73,4407,20,240,740,2595,1511,1418,915,580,238,8257,33,118,490,1688,104,33,10,0,0,2483,28,212,205,947,731,995,2236,1194,588,7130,731,5320,6736,22385,11141,8720,3690,1055,241,60016,19,127,176,1023,616,532,636,334,105,3570,190,599,755,2868,343,221,113,31,11,5124
5010,0,0,0,0,0,0,3,0,0,10,0,0,0,3,3,0,0,0,0,3,0,11,6,84,19,3,3,0,0,137,5,7,7,37,16,3,0,0,0,76,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,41,6,7,3,0,0,54,0,0,0,6,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,18,3,0,0,0,0,24,0,0,0,6,0,0,0,0,0,5,0,0,3,28,4,3,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,7,0,3,0,0,0,14,0,0,0,4,0,0,3,0,0,4,0,0,0,3,0,3,0,0,0,10,7,75,78,328,148,138,15,0,0,797,0,0,0,5,4,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9
5011,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,13,0,0,3,13,9,3,3,3,0,38,0,3,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,21,7,7,5,3,0,66,0,0,0,11,6,0,9,4,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,5,0,28,0,0,0,0,0,4,0,3,0,5,0,0,0,16,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,15,4,4,39,10,76,60,250,115,61,27,10,3,613,0,0,0,9,4,4,6,7,0,26,0,0,0,0,0,0,0,0,0,0
6000,0,3,0,0,4,16,13,9,0,44,0,3,4,15,9,12,3,5,0,57,3,3,11,45,20,31,24,18,3,167,0,3,5,22,11,3,12,3,5,68,0,0,0,6,5,0,3,0,0,14,0,0,0,5,0,0,0,0,0,3,0,6,0,30,25,30,45,22,7,177,0,3,0,9,10,28,38,23,4,125,3,0,6,27,21,12,3,0,0,71,0,4,15,37,4,3,0,3,0,61,0,0,0,3,3,0,0,0,0,5,0,0,4,24,28,30,11,3,0,104,0,0,0,0,4,13,19,3,0,40,0,0,0,3,7,10,5,0,0,19,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,0,0,0,0,3,0,6,16,66,65,146,308,132,28,778,12,77,121,459,394,484,306,93,14,1962,0,0,0,9,11,20,41,14,6,99,0,7,4,3,8,3,4,0,0,29
6001,0,0,0,0,0,0,3,0,0,6,3,0,0,3,0,3,0,0,0,15,0,3,3,38,13,4,4,5,0,75,0,0,0,5,3,0,3,0,0,13,0,3,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,5,10,7,0,32,0,0,0,0,0,0,3,3,0,8,0,3,0,8,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,17,4,3,4,0,0,39,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,3,8,4,16,34,12,4,79,3,3,19,53,51,53,42,16,4,230,0,0,0,3,4,0,8,0,0,17,0,3,0,9,0,0,0,0,0,15
6002,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,4,0,0,0,11,0,8,9,36,9,3,3,3,0,71,0,0,0,7,0,3,0,3,0,11,0,0,0,3,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,11,0,0,0,0,4,0,3,3,0,15,0,0,0,0,3,3,4,7,3,19,0,0,0,6,0,0,0,0,0,12,0,4,3,12,3,0,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,8,5,7,0,0,0,16,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,40,17,6,96,0,8,6,48,53,51,41,8,5,232,0,0,0,0,0,3,11,3,0,19,0,0,0,4,0,0,0,0,0,4
6003,0,4,12,24,32,72,103,113,30,390,0,13,62,109,31,37,27,4,0,285,20,81,165,728,99,49,57,28,12,1245,0,10,24,61,27,9,23,12,4,163,7,54,72,118,13,18,9,0,0,305,3,18,6,35,3,5,0,0,0,67,3,26,14,89,53,58,41,38,11,333,0,6,7,38,28,80,115,149,82,512,3,26,31,125,35,16,11,3,5,264,8,26,62,180,56,28,8,3,0,372,0,0,0,16,14,10,14,0,0,51,7,14,288,257,77,79,50,26,6,798,0,0,0,4,3,19,12,7,3,41,0,0,3,4,3,3,7,0,0,18,0,4,21,49,15,21,3,3,0,126,19,106,185,169,6,3,0,0,4,498,0,4,13,56,53,116,275,145,56,725,22,102,104,530,349,348,217,79,27,1771,0,0,3,9,16,25,50,19,7,126,6,43,27,145,8,4,0,5,0,234
6004,0,0,4,5,3,4,13,11,0,36,0,7,20,32,13,12,3,3,0,85,5,24,46,232,46,27,10,5,0,401,3,11,6,32,10,6,7,0,0,74,34,115,30,27,11,3,3,0,0,235,0,0,0,7,0,0,0,0,0,12,0,8,9,27,14,18,16,18,4,111,0,0,3,5,6,22,43,58,31,164,0,3,8,20,5,3,6,0,0,48,3,15,31,65,15,10,3,0,0,136,0,0,0,0,5,3,0,0,0,10,17,17,249,104,19,21,11,4,0,444,0,0,0,0,3,0,4,5,0,15,0,0,3,5,0,3,0,0,0,15,0,30,27,65,10,3,0,0,0,142,18,105,135,44,6,3,0,0,0,308,0,0,4,18,21,61,156,94,41,396,3,42,56,196,146,123,75,27,7,677,0,4,0,14,12,4,18,12,0,57,5,22,6,30,0,0,0,0,0,64
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,3,0,4,5,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,21,42,41,16,123,0,5,0,33,16,17,16,7,3,103,0,0,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0
7000,0,0,0,9,5,6,6,3,0,29,0,0,0,15,4,0,3,0,0,21,12,9,10,181,20,11,12,3,0,263,3,7,10,74,25,9,5,0,0,131,0,0,0,10,3,0,0,0,0,9,0,0,3,14,4,0,0,0,0,24,0,3,10,46,11,10,12,3,0,92,3,0,5,28,12,5,18,3,0,81,0,0,3,36,5,4,0,0,0,48,3,0,16,33,0,0,0,0,0,56,0,0,0,0,0,0,3,0,0,3,0,0,4,34,22,20,3,0,0,86,0,0,0,0,0,3,0,0,0,5,0,0,5,6,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,10,0,8,7,61,4,0,0,0,0,79,0,0,8,28,12,19,35,8,0,104,12,47,73,350,217,265,121,11,0,1106,0,3,3,17,8,3,8,0,0,34,0,0,0,3,4,3,0,0,0,6
7001,0,0,0,3,0,0,0,3,0,11,0,0,3,27,3,5,0,0,0,46,8,77,26,437,66,38,5,4,0,657,0,0,3,10,6,6,0,0,0,26,0,0,0,6,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,40,9,4,16,3,0,76,0,0,0,20,3,12,19,10,7,70,0,0,4,24,7,3,0,0,0,38,0,0,6,34,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,4,0,0,3,16,5,6,0,0,0,31,0,0,0,0,3,7,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,0,17,0,0,0,0,0,17,0,3,0,40,5,0,0,0,0,48,0,0,0,16,10,22,10,4,8,72,25,107,104,294,151,142,40,11,0,872,0,5,0,0,7,0,3,0,0,17,0,3,3,25,3,0,0,0,0,33
7002,16,101,117,313,146,209,202,107,20,1225,0,3,20,83,34,50,19,8,3,220,89,225,235,1680,221,140,61,22,10,2673,22,67,119,440,154,76,62,10,0,959,7,12,6,100,12,3,0,0,0,129,0,0,0,11,0,0,0,0,0,13,13,41,40,636,37,39,32,11,5,848,0,12,19,93,32,51,72,56,12,356,31,49,13,192,66,15,6,4,0,387,6,18,37,210,27,6,0,0,0,307,0,0,6,21,6,0,0,0,0,44,8,34,32,225,98,92,59,44,0,591,0,0,0,5,3,4,5,4,0,26,0,4,3,27,11,7,0,3,0,49,3,5,15,98,30,12,3,9,0,175,10,49,197,694,23,14,3,0,0,995,0,8,3,62,37,45,69,21,3,248,31,138,203,925,564,522,211,57,9,2657,3,3,5,52,18,12,17,7,5,121,11,29,34,187,27,17,3,0,0,308
