SUA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
3017,15,13,56,56,28,171,12,135,7,498,44,44,119,72,43,98,34,143,13,614,90,149,182,125,103,99,104,193,16,1063,116,172,158,120,146,97,99,197,19,1117,159,202,153,160,207,91,159,220,20,1374,123,149,128,121,150,90,106,178,26,1070,46,29,24,24,28,25,31,40,4,251,9,3,4,0,3,7,0,4,3,36,0,0,0,0,0,0,0,0,4,5,597,773,830,677,707,675,549,1120,104,6031
3018,3,3,74,103,24,197,5,107,5,522,36,47,176,125,65,90,50,87,9,686,111,284,340,170,145,95,127,105,16,1392,185,328,316,202,224,115,178,105,23,1677,261,352,279,217,270,127,210,159,33,1903,176,257,184,134,194,100,167,124,18,1356,38,58,34,15,34,23,16,21,0,243,15,8,0,0,3,3,4,6,0,37,0,0,0,0,0,0,0,0,0,4,822,1340,1403,965,971,749,758,711,112,7818
4000,149,79,911,863,212,1567,177,1781,103,5837,516,655,1849,1128,540,1022,479,1989,98,8268,2615,2894,3391,1817,1711,1256,1434,3000,233,18338,4430,3238,3060,2101,2554,1388,1684,3006,270,21732,6090,3481,3522,2934,3336,1861,2436,3986,396,28034,5789,3321,2788,2308,2690,1503,2161,3449,370,24376,2880,789,521,369,702,352,516,895,189,7217,710,77,69,22,75,45,64,123,104,1291,106,16,22,8,12,9,8,28,35,233,23282,14548,16122,11561,11820,8993,8963,18249,1797,115337
4001,363,529,2316,5011,1156,11032,648,6525,362,27946,2392,6301,8713,11035,5560,10436,2161,7532,738,54864,11929,33652,20126,16310,16183,10191,6536,11417,1949,128299,16902,33263,16015,13368,17791,8040,6717,9983,1947,124024,18680,27908,15902,13857,21171,9037,8125,11160,1889,127725,11946,21457,10551,9603,16142,6243,6108,8168,1209,91422,3003,5356,2147,1683,3480,1589,1235,1884,451,20821,400,537,198,108,255,203,75,166,191,2131,56,65,14,21,29,19,18,13,76,304,65674,129060,75972,70984,81762,56788,31614,56852,8813,577526
4002,8,7,111,135,50,350,21,216,8,903,54,107,237,161,86,196,85,197,10,1128,173,465,497,311,260,250,227,288,26,2486,304,443,372,299,322,252,260,257,41,2560,377,457,334,384,424,283,340,378,43,3016,277,338,278,272,337,188,277,320,21,2303,78,71,41,40,58,43,53,67,11,472,26,4,7,3,4,0,9,11,5,73,6,0,0,0,0,0,0,0,3,10,1312,1889,1867,1596,1548,1575,1262,1720,167,12949
4003,8,3,47,32,11,160,11,148,9,432,31,29,138,117,62,136,40,222,18,790,99,136,224,148,131,145,97,514,26,1523,112,126,155,148,127,100,114,331,28,1244,185,141,187,211,192,125,145,319,22,1527,139,125,130,157,138,91,90,196,15,1082,30,29,16,33,19,9,36,47,5,232,3,3,0,3,7,3,7,7,0,37,0,0,0,0,0,0,0,0,3,3,608,601,899,853,685,773,533,1789,124,6870
4004,3,3,29,27,14,128,3,83,5,299,14,65,105,87,53,78,23,75,11,513,69,227,184,186,128,90,83,99,18,1079,94,171,112,192,127,59,103,76,12,945,131,144,138,230,178,103,123,141,28,1215,105,120,109,154,117,63,116,119,22,925,19,38,20,23,17,18,26,25,3,192,6,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,451,756,699,897,638,542,479,628,99,5182
4005,11,7,64,53,23,199,6,113,3,475,29,61,140,81,45,87,21,98,4,569,135,273,276,145,160,134,67,191,31,1409,163,257,244,179,200,108,81,159,26,1423,203,242,202,198,218,150,96,219,21,1543,144,195,148,158,149,103,97,163,19,1178,53,33,16,22,28,16,30,32,5,244,13,4,0,0,10,3,0,0,6,33,0,0,0,0,0,0,0,0,0,10,768,1074,1092,829,828,801,401,974,113,6873
4006,3,5,40,27,16,167,9,80,0,342,17,68,125,68,36,71,41,61,4,497,58,174,164,128,93,91,114,101,15,946,94,140,157,150,112,104,120,117,18,1009,135,131,178,186,156,120,187,172,27,1284,95,145,90,138,111,55,108,95,20,865,17,21,26,19,20,16,20,18,6,158,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,416,692,778,724,547,617,601,649,93,5115
4007,3,3,58,87,12,154,16,111,3,439,25,28,110,99,32,101,16,102,3,508,80,167,246,170,114,121,71,144,14,1126,207,258,254,220,152,110,91,188,19,1492,233,287,264,306,238,191,105,222,37,1868,261,373,242,268,278,166,83,220,16,1910,111,125,49,52,75,44,32,47,17,545,20,10,4,0,9,3,4,8,5,65,0,0,0,0,0,0,0,0,4,3,942,1247,1218,1198,901,890,412,1041,112,7958
4008,3,3,35,39,12,174,21,102,8,400,17,84,173,107,49,114,74,127,13,758,99,369,325,187,160,150,307,146,37,1776,137,291,348,194,189,123,280,133,37,1742,229,259,376,256,243,138,330,224,48,2098,114,179,199,169,148,67,200,177,33,1293,26,16,34,30,15,7,23,34,11,197,0,3,3,0,0,3,4,3,3,18,0,0,0,0,0,0,0,0,0,3,632,1221,1486,977,810,779,1240,948,191,8282
5000,129,97,977,712,296,1457,165,1301,87,5223,507,737,2102,1035,779,737,679,1731,141,8451,2739,3513,5692,1990,2203,1069,2837,3720,366,24129,4503,3702,5228,2285,2660,1154,3360,3142,436,26463,5937,3691,5130,2669,3210,1513,4315,3681,538,30697,5513,2934,3220,2067,2556,1250,3205,2963,437,24137,2735,676,637,379,650,345,715,870,192,7195,708,79,57,32,75,30,65,130,78,1249,82,11,14,3,5,3,9,18,18,166,22860,15430,23060,11175,12431,7558,15346,17553,2298,127710
5001,6,13,176,147,42,377,13,220,19,1013,34,70,319,191,99,182,60,182,11,1143,194,413,535,289,239,235,168,320,35,2435,323,520,484,396,342,208,212,313,47,2845,444,631,426,454,444,255,285,367,42,3345,392,508,317,382,401,199,216,294,34,2733,131,136,75,77,80,65,59,90,13,720,25,12,7,4,4,3,4,10,16,91,3,0,4,0,0,0,0,3,0,14,1560,2307,2339,1935,1656,1521,1008,1795,222,14330
5002,3,6,42,41,19,95,0,46,6,261,21,45,92,94,47,65,10,48,12,433,168,420,314,283,235,111,52,166,31,1777,239,399,258,209,247,90,84,117,25,1670,230,282,184,168,227,90,86,96,37,1403,183,213,125,127,136,71,66,81,19,1020,43,24,17,17,27,15,21,22,3,185,4,0,0,0,0,5,4,0,3,18,0,0,0,0,0,0,0,0,0,0,898,1392,1029,939,941,536,324,577,136,6774
5003,26,15,312,268,108,836,25,480,32,2105,121,206,722,341,269,385,154,453,34,2679,458,1102,1568,607,706,535,582,860,94,6507,677,1297,1374,742,851,505,736,797,114,7088,827,1280,1270,810,1013,580,783,766,127,7458,582,968,751,550,716,372,618,544,81,5176,132,184,112,105,128,79,120,149,22,1023,14,17,6,6,12,6,6,23,3,87,3,4,0,0,0,0,0,3,0,10,2831,5073,6117,3425,3783,3291,3031,4070,513,32139
5004,5,12,151,173,30,390,16,205,6,1004,59,71,303,172,75,163,37,169,14,1052,304,428,703,315,228,205,136,357,26,2710,505,679,728,399,452,275,286,448,41,3808,588,649,629,361,498,328,302,419,57,3836,416,439,362,284,380,268,252,327,36,2770,183,105,64,56,81,72,80,84,21,752,39,9,9,3,12,7,3,14,9,95,4,0,0,0,0,0,0,0,3,13,2104,2397,2953,1773,1758,1703,1111,2019,219,16037
5005,5,8,65,35,20,136,17,78,6,377,22,31,117,54,45,73,40,64,11,453,72,155,212,87,123,73,84,127,13,943,142,194,188,91,130,85,119,117,15,1073,193,193,189,118,173,115,168,159,27,1327,131,136,119,84,133,69,129,118,9,927,68,34,29,16,32,11,39,25,6,268,9,7,3,0,10,3,0,10,0,51,7,0,0,0,0,0,0,0,4,9,645,757,920,496,664,561,592,700,90,5425
5006,19,16,170,159,53,439,25,221,23,1124,37,129,388,191,144,170,81,184,23,1347,243,590,679,325,351,252,223,314,47,3031,384,679,588,386,422,240,302,329,58,3392,479,689,543,459,556,284,419,418,71,3931,363,431,352,301,421,169,302,296,53,2686,87,89,63,46,74,50,75,78,16,580,29,9,0,3,4,8,0,9,7,72,0,4,0,0,0,0,0,0,3,11,1644,2628,2794,1875,2040,1605,1433,1857,292,16177
5007,4,9,185,85,49,319,15,162,12,836,47,152,380,117,123,151,189,146,22,1325,236,691,853,356,351,203,665,265,60,3673,345,563,710,315,380,164,570,221,69,3339,355,412,601,293,409,185,608,237,55,3159,254,228,357,172,238,114,438,205,35,2035,48,52,50,22,41,17,77,39,16,367,8,8,0,0,3,0,0,5,0,30,0,0,0,0,0,0,0,0,0,7,1295,2115,3138,1368,1600,1154,2551,1281,269,14768
