SUA_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
4002,0,14,839,857,26,136,557,717,496,354,572,1425,851,208,416,1468,1016,190,529,1736,992,131,430,1553,804,48,272,1124,438,4,153,602,132,0,77,211,4755,1097,3844,9697,0,23,820,849,49,224,425,696,684,326,568,1568,922,206,454,1587,1042,196,594,1825,996,128,527,1656,720,35,477,1233,342,0,438,780,53,0,226,277,4806,1136,4525,10471,0,39,1661,1703,69,359,984,1415,1179,679,1140,2996,1773,412,866,3057,2055,382,1119,3564,1992,257,958,3207,1522,89,747,2359,781,11,595,1381,185,0,301,485,9555,2232,8375,20167
4003,0,9,499,513,33,100,377,501,327,199,498,1027,396,112,311,814,499,154,302,947,556,78,278,908,529,29,221,778,346,18,120,486,90,3,55,140,2763,694,2666,6121,3,23,467,496,57,132,370,555,403,193,414,1009,449,129,286,864,537,136,385,1056,527,73,353,954,524,29,331,887,256,12,272,543,46,0,178,221,2802,727,3066,6594,3,37,969,1010,84,232,749,1061,734,391,912,2034,842,237,596,1682,1035,285,682,2007,1077,152,631,1861,1051,60,551,1661,606,29,395,1031,127,7,228,365,5565,1424,5726,12714
4004,0,7,315,327,4,76,236,317,162,216,289,672,239,114,205,560,337,131,249,720,403,80,249,733,367,27,167,556,153,12,73,238,29,0,35,67,1698,661,1825,4185,0,23,299,323,10,118,226,349,220,211,327,752,291,131,236,661,389,142,296,829,419,56,247,719,309,20,221,553,109,4,164,277,15,5,87,104,1762,707,2105,4568,0,31,620,649,16,187,461,669,382,424,619,1426,538,242,444,1221,727,269,541,1540,819,133,496,1447,675,47,385,1111,259,20,236,518,41,3,123,171,3461,1367,3930,8752
4005,0,3,408,415,3,70,272,348,258,238,298,794,409,150,204,762,463,110,284,851,527,65,249,837,448,30,134,611,246,10,77,331,59,0,44,107,2408,671,1974,5052,0,11,390,400,16,114,217,350,339,237,271,848,457,143,246,847,519,111,303,935,518,65,287,870,411,22,211,645,168,4,211,380,34,3,121,163,2464,709,2259,5439,0,19,802,819,21,182,490,698,596,478,571,1640,863,289,452,1610,983,217,589,1789,1040,127,541,1706,859,44,351,1254,415,12,287,710,93,3,165,265,4872,1384,4233,10492
4006,0,5,441,444,12,63,291,360,169,153,272,595,272,101,252,636,454,91,314,858,462,54,262,777,432,33,176,641,258,5,115,375,48,4,48,99,2112,513,2170,4793,0,10,391,396,20,111,204,337,235,150,277,672,335,113,266,716,478,83,311,865,472,50,289,814,404,22,314,745,186,6,283,479,25,0,156,175,2164,540,2498,5197,0,9,836,843,30,169,495,700,407,307,554,1269,614,217,518,1353,937,171,621,1724,930,108,555,1592,839,53,490,1382,446,13,398,855,72,4,203,271,4273,1055,4663,9991
4007,0,3,456,457,16,54,281,347,228,160,305,699,449,164,282,896,581,150,346,1071,970,164,404,1534,1616,106,410,2132,1044,38,261,1349,263,12,146,422,5163,857,2886,8909,0,12,440,451,26,88,212,325,312,189,249,752,516,164,336,1011,664,175,451,1289,1163,162,603,1920,1602,113,770,2483,785,28,572,1387,152,3,360,518,5221,931,3986,10137,0,15,901,907,39,142,495,673,542,352,552,1450,964,325,615,1904,1244,330,792,2359,2130,326,1005,3455,3218,219,1178,4610,1833,68,834,2732,419,15,514,945,10383,1786,6874,19042
4008,0,12,615,626,16,118,425,556,298,289,547,1132,546,202,419,1163,680,212,615,1499,696,97,397,1191,573,32,214,820,319,13,167,497,74,0,58,133,3204,972,3446,7621,0,28,549,584,30,157,347,534,433,312,518,1266,594,205,356,1154,691,191,466,1345,718,74,378,1173,514,26,382,919,230,3,346,581,25,3,144,171,3238,1003,3476,7722,0,42,1164,1206,42,275,769,1089,732,602,1060,2399,1135,408,770,2321,1373,396,1073,2845,1420,169,773,2365,1081,55,599,1741,552,15,512,1075,97,4,199,306,6439,1978,6931,15339
5000,26,86,6262,6368,211,963,3998,5163,3758,3137,4653,11545,7335,2592,3425,13352,9050,2571,4598,16212,9633,1811,4749,16191,7842,783,3413,12039,3373,176,1460,5003,636,31,503,1170,41861,12136,33046,87046,42,199,5397,5636,393,1386,3036,4817,5423,3676,3950,13055,8665,2735,3301,14698,9789,2592,4137,16520,9770,1583,4027,15380,6653,512,3185,10352,2204,115,2438,4753,280,10,1092,1385,43223,12803,30571,86596,66,278,11659,12004,596,2346,7033,9979,9182,6813,8600,24596,16002,5328,6724,28049,18837,5163,8737,32733,19408,3395,8770,31574,14497,1292,6603,22392,5569,296,3896,9756,919,38,1595,2557,85084,24946,63619,173646
5001,0,14,997,1009,30,145,539,710,510,322,571,1407,920,265,340,1522,1075,241,503,1820,1129,195,439,1761,1024,89,333,1444,596,30,189,817,185,6,123,311,5464,1315,4034,10811,3,29,871,906,59,182,417,659,706,382,509,1593,1049,278,498,1831,1193,244,639,2067,1186,181,665,2035,937,81,586,1599,421,20,578,1019,93,0,300,390,5642,1402,5059,12099,3,40,1869,1916,84,330,952,1372,1212,706,1074,2998,1967,543,838,3348,2270,483,1140,3890,2314,380,1107,3799,1957,174,922,3044,1022,51,769,1835,278,6,420,703,11107,2711,9088,22910
5002,0,3,314,315,3,53,182,237,225,294,355,870,424,215,225,864,362,180,245,782,324,106,231,665,135,28,126,286,32,6,46,88,0,0,10,10,1505,886,1736,4123,7,14,220,238,10,83,179,277,325,347,391,1062,473,223,304,997,385,154,236,781,261,100,269,629,96,18,99,218,17,3,47,69,0,0,13,13,1572,953,1763,4285,7,21,532,557,11,140,365,511,550,639,745,1937,891,442,528,1863,745,334,485,1564,582,210,503,1297,235,43,226,505,48,8,98,158,0,0,27,23,3075,1837,3499,8410
5003,0,36,2158,2195,68,329,1300,1700,1334,961,1446,3733,2442,572,932,3945,2600,495,976,4070,2409,335,797,3545,1922,117,511,2553,889,32,277,1191,242,3,112,360,11908,2871,8520,23292,0,55,2012,2070,148,499,1011,1665,1956,1043,1338,4341,2782,621,1112,4515,2824,522,1218,4558,2455,294,1199,3951,1677,109,941,2725,651,18,765,1433,110,0,439,546,12601,3163,10038,25807,0,93,4176,4266,221,827,2314,3359,3288,2004,2785,8075,5225,1184,2045,8459,5423,1020,2197,8630,4869,622,1999,7495,3596,225,1454,5277,1536,46,1042,2628,355,8,549,911,24510,6033,18561,49102
5004,3,10,984,1001,11,97,495,600,481,425,553,1455,1248,332,358,1940,1266,280,440,1983,1254,178,381,1820,1243,89,301,1627,599,30,166,789,154,11,90,252,6253,1451,3768,11471,0,20,898,922,38,168,408,614,805,453,472,1731,1452,367,531,2351,1387,284,585,2255,1318,167,572,2057,1149,65,504,1712,440,23,454,914,60,4,253,324,6654,1547,4678,12880,7,35,1884,1920,49,260,902,1207,1289,877,1023,3189,2701,699,893,4292,2652,561,1021,4239,2572,344,953,3874,2389,151,802,3348,1033,52,617,1703,216,13,349,579,12905,2996,8448,24344
5005,0,5,352,359,14,45,225,276,154,163,180,502,300,120,145,567,414,131,205,747,397,63,144,602,323,36,107,472,160,4,70,237,35,0,29,62,1790,573,1456,3823,0,15,321,335,24,62,142,229,235,179,182,595,376,116,157,651,418,127,175,721,417,61,161,633,276,23,198,496,113,8,171,288,14,0,88,96,1865,590,1595,4054,0,20,670,691,35,107,365,508,390,347,361,1102,676,239,297,1218,830,252,387,1465,807,120,305,1235,602,61,309,966,272,13,240,524,46,0,111,164,3660,1160,3055,7872
5006,0,16,1151,1165,22,194,662,883,564,497,704,1771,1010,339,517,1862,1283,276,612,2173,1167,180,516,1862,908,84,358,1355,474,25,185,683,112,5,79,195,5552,1609,4785,11947,3,49,1095,1150,62,292,536,884,821,525,681,2022,1230,363,589,2182,1385,316,711,2419,1194,183,593,1971,798,50,516,1365,341,20,398,764,43,0,183,225,5874,1806,5311,12995,4,61,2250,2319,86,485,1200,1770,1381,1022,1391,3791,2236,706,1103,4047,2671,589,1325,4590,2358,367,1108,3833,1709,138,871,2713,818,51,584,1449,155,5,267,426,11426,3418,10090,24941
5007,0,15,778,799,21,221,648,888,758,622,788,2170,1070,341,494,1908,997,252,571,1825,781,137,466,1385,349,40,249,638,100,10,93,200,18,0,11,29,4107,1632,4101,9838,0,54,735,789,46,310,417,767,1021,636,578,2240,1145,328,429,1900,1014,239,448,1697,705,111,343,1164,241,24,212,474,83,4,149,239,6,0,46,56,4255,1709,3361,9320,0,72,1514,1587,69,532,1060,1660,1782,1256,1365,4403,2214,669,926,3807,2012,492,1020,3515,1485,246,811,2545,582,58,469,1112,182,15,244,439,29,3,54,87,8362,3338,7459,19156
5008,0,14,382,401,10,101,258,371,501,414,403,1315,770,226,270,1266,521,134,215,877,303,56,170,529,70,14,50,136,10,0,9,20,3,0,5,11,2192,969,1763,4922,0,22,308,329,31,165,226,419,684,410,341,1430,767,210,179,1159,466,124,174,763,236,50,104,386,39,3,46,93,8,0,11,18,0,0,0,0,2231,981,1391,4608,0,38,688,726,38,265,483,791,1187,826,741,2751,1543,442,451,2431,993,258,389,1642,536,105,271,918,109,19,99,224,18,3,18,42,3,0,7,11,4423,1954,3146,9527
5009,16,418,54855,55289,1454,6228,50787,58471,43561,27943,57340,128844,72672,15205,28239,116112,71605,11826,26704,110133,60709,7067,21663,89440,46710,3267,14120,64096,23207,869,7599,31674,5743,160,3705,9610,325691,72976,265007,663671,79,926,51589,52594,3819,10035,42520,56373,60466,30196,45624,136292,79912,15355,29425,124694,74234,11642,32557,118436,60179,6277,31445,97902,40364,2398,25806,68567,16740,545,20750,38033,2631,94,11675,14394,338438,77468,291388,707298,104,1341,106446,107892,5280,16262,93305,114845,104026,58141,102963,265135,152586,30556,57661,240803,145843,23468,59261,228576,120891,13348,53115,187345,87076,5671,39925,132670,39948,1406,28348,69702,8380,253,15373,24003,664132,150446,556397,1370965
5010,0,9,253,269,10,79,212,301,451,362,354,1164,512,185,215,911,414,114,248,780,251,70,169,489,64,7,62,132,5,8,28,33,3,0,6,12,1715,831,1548,4092,0,25,254,280,32,143,179,345,578,365,304,1245,530,177,140,850,372,119,171,662,188,45,120,349,35,11,51,96,6,0,25,33,3,0,0,5,1737,877,1246,3865,0,32,511,546,41,224,391,652,1030,720,656,2410,1042,370,350,1762,786,233,416,1438,436,111,296,843,100,19,117,231,11,4,49,66,3,0,6,13,3452,1712,2796,7958
5011,0,3,315,321,8,47,223,272,244,189,200,634,423,126,154,695,421,105,165,691,285,53,111,451,307,20,76,397,136,5,48,184,16,3,13,30,1827,545,1292,3671,0,5,279,289,33,74,188,298,371,248,223,843,455,125,165,736,433,96,176,700,308,44,153,511,294,20,122,431,78,5,78,166,4,0,29,31,1985,608,1419,4013,0,9,592,605,44,120,407,570,618,438,424,1473,874,244,314,1438,857,193,338,1392,591,100,270,960,597,36,196,828,211,8,128,345,21,3,35,59,3812,1155,2714,7678
6000,5,53,3815,3871,112,499,2352,2965,1889,1613,2127,5633,3615,1471,1915,7006,5306,1537,2853,9695,6872,1205,3129,11209,5930,595,2331,8859,2547,123,1140,3809,425,21,396,846,26708,7118,20052,53882,6,117,3418,3536,203,757,1689,2644,2596,1716,1964,6277,4272,1511,1897,7683,6092,1557,2558,10203,6882,1040,2891,10816,5110,443,2590,8142,1643,80,1857,3578,195,15,816,1028,27001,7234,19680,53914,5,164,7227,7405,319,1257,4036,5607,4493,3328,4089,11909,7887,2986,3814,14685,11401,3088,5409,19902,13759,2244,6019,22021,11038,1041,4920,17003,4191,201,2998,7388,617,40,1215,1877,53714,14350,39733,107794
6001,0,23,814,840,21,139,498,656,397,346,452,1196,613,221,403,1242,845,204,484,1537,874,136,421,1434,837,54,292,1188,482,20,206,701,115,0,61,179,4181,1155,3625,8966,0,37,707,741,48,196,441,685,500,368,504,1377,716,250,458,1428,886,202,651,1738,967,112,595,1666,775,50,522,1339,339,17,502,859,40,0,253,294,4267,1231,4635,10129,0,61,1519,1584,66,339,939,1341,899,716,956,2573,1336,475,862,2667,1728,408,1135,3275,1841,253,1012,3100,1608,105,810,2521,817,34,707,1557,156,0,316,471,8448,2385,8264,19096
6002,0,6,813,823,28,135,504,665,413,367,598,1378,715,255,428,1399,890,209,535,1633,1028,137,446,1611,971,74,317,1359,502,20,193,718,125,7,94,220,4676,1207,3927,9808,0,27,796,829,58,206,441,704,533,362,602,1499,832,270,579,1673,967,202,701,1870,1030,111,640,1781,928,48,631,1599,347,15,545,905,68,3,285,353,4753,1247,5227,11223,3,41,1605,1650,84,337,947,1369,947,727,1197,2875,1547,524,1006,3076,1857,407,1240,3502,2057,247,1086,3393,1894,120,946,2963,852,37,740,1627,191,3,379,578,9424,2449,9151,21028
6003,0,78,5674,5751,123,808,4775,5711,3316,2915,5142,11375,5831,1905,3053,10797,6573,1708,3362,11648,6827,1107,3121,11050,5624,516,1995,8135,2908,135,1141,4185,760,22,588,1365,31963,9197,28853,70019,5,141,5244,5389,257,1188,4167,5614,4316,3027,4906,12247,6584,1982,3742,12307,6803,1650,4321,12773,6902,971,4480,12351,5044,353,3801,9196,2064,75,3115,5254,353,13,1739,2102,32321,9398,35511,77234,10,214,10917,11138,384,1997,8946,11322,7629,5947,10049,23624,12414,3890,6797,23106,13380,3354,7686,24420,13732,2079,7594,23408,10667,870,5791,17326,4971,214,4260,9441,1105,31,2323,3470,64286,18595,64370,147250
6004,3,45,2527,2580,99,420,2168,2684,1388,1096,1890,4369,2359,693,1197,4243,2758,575,1397,4731,2755,329,1177,4266,2317,153,846,3322,1147,41,488,1669,302,13,238,556,13126,3361,11927,28414,5,78,2309,2400,166,573,1759,2496,1816,1088,1760,4661,2647,701,1532,4881,2898,549,1855,5305,2747,267,1810,4823,2001,115,1615,3729,839,31,1401,2269,155,3,719,875,13278,3407,14759,31438,11,127,4840,4979,271,989,3923,5182,3200,2183,3648,9033,5006,1391,2731,9123,5656,1124,3254,10036,5503,597,2988,9089,4320,268,2460,7045,1987,67,1887,3938,459,17,958,1432,26406,6761,26689,59851
6005,0,3,404,406,10,55,247,309,174,133,223,533,341,97,185,619,484,95,239,818,620,63,232,907,541,31,154,727,304,9,111,427,70,5,39,112,2543,477,1845,4868,0,6,370,376,15,77,182,272,252,159,217,620,407,89,229,724,547,92,298,931,617,45,303,968,506,16,320,846,215,11,278,506,25,0,148,173,2582,496,2336,5420,0,4,776,783,28,129,430,587,423,289,441,1152,745,187,415,1344,1028,191,532,1753,1235,106,532,1880,1050,44,477,1569,520,16,392,930,93,5,192,288,5120,981,4183,10285
7000,71,28,2390,2490,447,276,1642,2371,1891,984,2126,5004,2130,851,1311,4291,2029,673,1370,4072,1492,368,1074,2929,741,151,633,1524,162,21,210,389,22,3,25,54,8987,3347,10782,23123,148,71,2020,2239,610,375,1378,2361,2201,1125,2031,5356,2304,816,1432,4550,1967,650,1503,4123,1279,305,1233,2811,473,99,658,1232,86,14,255,358,7,4,52,64,9077,3455,10567,23093,224,97,4405,4731,1056,650,3021,4732,4092,2101,4161,10359,4436,1667,2736,8840,3995,1321,2880,8196,2766,670,2305,5745,1215,248,1295,2750,249,37,462,752,26,9,83,119,18064,6806,21352,46219
7001,0,11,636,648,23,106,403,523,487,370,654,1512,753,253,389,1398,795,216,444,1449,673,156,337,1171,309,44,188,536,90,10,70,171,16,0,22,36,3149,1167,3142,7458,4,15,494,514,52,134,346,531,689,434,675,1801,793,271,492,1554,819,241,537,1596,606,124,504,1232,200,28,266,497,57,3,139,209,5,0,60,68,3223,1252,3521,8003,8,28,1135,1170,69,241,746,1060,1175,803,1333,3314,1546,519,878,2950,1619,452,981,3047,1281,281,845,2407,506,74,457,1034,145,13,214,379,20,0,78,106,6375,2421,6664,15462
7002,3,49,2930,2977,128,638,2599,3366,3124,2555,4058,9735,4594,1320,2145,8059,3789,1094,2039,6920,2942,653,1603,5191,1711,211,959,2882,562,49,328,947,82,3,105,188,16931,6562,16764,40265,8,128,2591,2721,365,959,1922,3246,4226,2626,3193,10049,4754,1314,2041,8111,3695,1039,1986,6719,2597,517,1819,4926,1236,160,1167,2558,303,14,645,970,28,0,198,224,17220,6756,15560,39534,10,173,5519,5700,489,1599,4523,6613,7355,5184,7249,19791,9345,2632,4188,16170,7485,2133,4021,13644,5533,1167,3421,10122,2945,366,2127,5438,869,66,977,1914,112,4,301,418,34150,13319,32322,79795
8000,0,0,30,30,0,0,12,15,16,9,13,36,49,11,5,66,47,12,11,69,31,3,10,49,20,0,9,29,14,0,6,17,0,0,0,0,182,38,94,312,0,0,37,37,0,0,13,14,29,12,11,46,48,12,8,69,38,7,16,61,31,5,9,49,17,0,7,23,11,0,3,9,0,0,3,3,179,32,101,311,0,0,61,61,0,4,21,27,41,19,22,79,99,19,17,138,87,22,20,131,62,7,23,93,39,3,17,57,20,0,12,31,0,0,3,4,356,73,192,623
8001,0,84,11557,11637,288,1667,11264,13220,10916,6575,13172,30662,18099,3753,6504,28353,16058,2833,6214,25105,13046,1658,4805,19505,9544,713,2742,13005,4308,159,1375,5842,1087,29,725,1845,73347,17481,58349,149176,13,178,10871,11064,777,2438,10135,13345,14585,6801,11301,32689,18646,3679,7239,29566,15934,2770,7791,26489,12392,1404,7246,21033,8197,506,5804,14501,3092,106,3961,7159,516,16,2144,2672,74142,17891,66484,158520,17,259,22430,22706,1064,4106,21394,26565,25502,13371,24471,63347,36738,7437,13743,57916,31984,5607,14002,51595,25434,3061,12051,40542,17743,1221,8544,27506,7402,267,5333,13003,1600,44,2866,4511,147487,35374,124833,307695
9000,0,0,80,85,3,6,56,60,65,22,50,137,143,43,50,236,141,38,73,257,155,21,76,258,135,10,40,183,41,3,28,71,14,0,6,24,693,150,460,1300,0,5,84,87,5,9,30,42,98,31,50,179,153,42,58,250,147,42,69,260,150,21,74,251,99,5,65,174,30,0,43,71,4,0,18,23,689,163,493,1340,0,5,169,170,12,15,78,103,158,51,103,318,293,82,107,483,283,83,145,513,307,50,154,507,241,15,105,358,74,3,71,147,14,0,28,46,1384,305,954,2639
