SUA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
3017,0,0,0,0,9,0,11,15,0,7,6,4,4,0,6,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,78,105,42,16,21,18,3,4,5,0,0,0,16,352,0,0,5,3,3,3,3,10,0,0,0,3,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,16,0,3,9,34,7,13,14,49,6,13,7,5,3,5,10,181,10,66,135,193,149,126,151,162,31,46,49,31,23,17,63,1259
3018,0,0,6,9,8,3,32,43,3,5,3,8,11,0,5,131,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,8,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,88,160,81,51,102,80,3,18,7,11,17,5,19,696,0,0,3,11,0,13,7,10,0,0,0,0,9,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,10,0,4,19,73,16,28,22,16,3,4,3,8,8,9,11,214,7,98,167,342,251,240,322,330,45,97,48,65,50,28,84,2184
4000,3,3,23,35,39,20,148,125,49,50,23,27,13,19,14,593,0,0,3,10,17,5,8,48,4,35,24,12,5,3,3,176,0,0,0,0,6,33,46,47,10,12,14,11,18,9,16,224,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,5,8,3,0,0,3,0,0,3,0,0,49,34,946,3603,4781,944,700,625,687,59,100,73,59,57,54,563,13284,0,4,14,92,60,64,87,55,17,3,10,16,12,9,22,462,0,0,0,8,28,38,19,43,4,5,6,6,11,3,19,193,0,0,7,6,16,7,32,71,15,14,6,0,6,0,6,186,11,225,365,442,212,170,235,347,146,152,123,88,156,81,199,2960,85,2342,5622,6416,2244,1853,2141,2529,528,635,568,512,605,403,1350,27840
4001,7,20,140,275,376,446,1591,1501,242,265,200,107,143,118,99,5524,0,19,50,131,216,270,334,910,243,451,278,125,268,163,57,3519,0,0,10,14,302,462,497,458,81,103,88,93,116,60,125,2402,3,43,57,115,34,38,37,10,8,3,5,0,0,0,9,361,0,15,35,136,39,67,81,71,5,5,14,13,7,7,12,506,280,5520,19769,29568,7486,6453,7233,8851,1387,1639,1024,848,756,396,2470,93677,3,29,111,492,357,458,745,524,115,174,153,147,168,114,91,3683,0,0,4,140,4345,3828,1421,1530,280,314,406,390,478,355,444,13924,0,4,46,31,69,85,301,332,48,66,55,28,47,37,15,1169,92,2474,2511,4140,3698,5799,9888,11302,2400,2601,3211,2942,3187,2484,1778,58501,739,19810,41585,46306,26149,29854,38904,55023,9960,11744,12384,12456,14040,9042,10206,338203
4002,0,0,3,3,0,0,36,24,0,11,0,0,7,7,0,94,0,0,4,0,0,0,0,5,3,0,0,0,4,0,0,15,0,0,0,0,0,3,11,70,12,4,20,11,3,0,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,87,239,295,60,27,53,42,10,10,10,9,12,0,38,891,0,0,0,8,0,3,9,8,0,0,0,0,7,0,0,45,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,6,0,4,0,3,0,0,0,21,0,35,38,51,16,10,27,152,39,16,70,35,32,14,40,558,3,328,504,457,195,150,291,442,78,67,150,100,92,28,146,3025
4003,0,0,3,0,0,3,6,19,0,0,3,0,0,4,0,39,0,0,0,0,0,0,0,3,0,12,7,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,3,0,0,0,0,0,0,0,0,28,5,53,143,196,34,17,12,13,3,9,0,0,0,0,28,509,0,0,0,4,0,0,3,7,0,0,0,4,0,0,3,34,0,0,0,0,3,3,0,34,0,0,3,29,7,27,28,143,0,0,0,0,0,0,5,20,0,0,5,0,0,0,0,30,0,23,14,14,11,4,41,70,31,16,17,31,84,55,89,511,9,153,287,285,91,86,205,538,99,109,131,206,236,113,237,2801
4004,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,135,11,9,6,6,4,0,3,4,0,0,24,334,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,3,4,3,3,0,0,0,0,7,0,4,21,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,10,14,11,3,4,0,16,5,7,3,0,6,0,25,109,0,90,159,181,39,48,63,128,20,18,17,28,33,9,77,920
4005,0,0,0,5,4,0,3,6,0,6,0,0,0,3,3,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,3,5,0,0,5,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,128,172,13,15,10,36,3,18,3,3,10,3,26,492,0,0,0,3,4,10,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,9,13,9,10,17,0,0,6,0,3,6,10,113,0,120,282,275,91,70,92,137,28,39,18,17,27,20,62,1290
4006,0,0,0,0,3,0,7,25,0,3,4,3,3,0,0,55,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38,103,129,13,16,4,23,4,3,9,0,0,0,23,378,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,4,0,0,3,3,0,0,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,10,0,9,9,12,10,14,22,13,3,7,0,5,0,0,3,104,12,147,178,185,77,67,76,125,37,31,40,27,19,3,54,1085
4007,0,0,9,6,12,11,13,11,0,5,0,0,0,0,3,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,330,888,1313,262,139,98,95,16,30,6,10,13,0,127,3339,0,0,3,11,8,6,18,3,0,0,4,0,3,0,0,64,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,9,4,34,51,50,37,14,25,14,0,7,0,3,3,0,18,273,17,565,1208,1554,480,255,260,195,37,67,29,27,36,6,192,4921
4008,0,0,3,4,3,0,23,85,17,13,8,13,3,0,0,178,0,0,0,0,0,4,3,3,0,5,0,0,3,0,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,66,607,1224,116,48,25,17,3,8,0,0,3,3,80,2204,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,9,0,0,3,0,0,0,3,32,0,0,3,0,0,0,0,47,0,7,62,123,16,22,28,36,10,4,6,0,5,0,24,346,9,162,860,1565,253,135,178,360,72,77,69,48,60,17,155,4008
5000,0,3,36,93,172,169,576,654,75,103,66,70,31,32,60,2139,0,15,9,6,12,11,15,51,3,12,14,8,0,7,48,214,0,0,0,3,14,50,79,162,23,20,29,15,39,19,35,504,0,15,10,14,6,16,0,0,0,0,0,0,0,0,11,70,0,0,0,3,0,3,5,7,0,0,0,0,0,0,4,24,67,922,2178,6270,2260,1832,1645,1353,221,294,224,194,146,107,865,18573,0,8,38,150,97,95,124,90,24,37,26,39,36,29,39,827,0,3,0,5,58,88,52,66,15,21,27,14,18,10,115,479,0,0,14,17,127,80,166,179,24,37,28,19,19,14,20,735,4,168,288,744,395,440,582,771,147,221,187,210,262,193,531,5160,132,2341,3459,8887,5456,5175,5928,6686,1486,1870,1454,1261,1361,852,3205,49555
5001,0,0,8,17,16,23,84,135,15,38,11,22,3,0,7,365,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,14,0,0,0,0,3,0,17,21,0,3,8,5,3,0,18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,232,421,1086,315,252,173,152,20,32,23,12,14,9,116,2882,0,0,3,23,14,9,22,6,0,3,0,8,3,0,4,102,0,0,0,0,3,3,4,7,0,0,9,0,3,0,3,37,0,0,3,0,15,4,18,18,0,9,0,0,0,0,0,81,0,38,35,59,47,37,52,71,8,14,19,21,13,6,28,452,33,548,621,1407,640,580,639,872,117,185,159,105,100,66,297,6360
5002,0,0,0,0,14,3,24,28,0,11,3,0,0,0,0,80,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,9,8,23,5,3,8,6,8,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,134,57,95,55,107,28,20,17,10,5,3,27,610,0,0,3,5,3,3,0,6,0,3,0,0,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,8,4,10,11,0,0,0,0,0,0,0,33,0,3,8,25,17,21,31,49,14,12,25,25,38,23,29,323,0,31,100,214,196,236,244,489,107,128,91,103,137,64,131,2267
5003,0,3,12,21,61,50,301,599,90,85,58,48,37,8,15,1391,0,0,0,0,0,3,10,13,8,4,8,9,8,8,0,70,0,0,0,0,12,15,27,27,0,12,4,4,8,3,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,274,530,1488,559,472,527,537,150,115,93,49,65,19,141,5049,0,0,10,37,27,13,37,33,17,6,5,13,5,3,6,214,0,0,0,0,11,22,3,14,0,3,9,3,8,0,4,79,0,0,0,8,37,34,143,142,19,27,25,10,13,4,8,467,4,43,59,129,77,95,147,278,45,42,105,68,62,24,44,1231,48,761,887,1997,1331,1339,1958,3024,618,680,670,478,454,190,488,14938
5004,0,0,4,14,44,46,90,104,17,7,10,10,8,0,4,354,0,0,0,0,0,0,0,6,0,0,17,5,0,0,0,38,0,0,0,0,0,5,18,10,8,0,3,5,6,3,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,16,204,366,960,415,296,299,259,48,56,51,49,32,4,107,3171,0,3,3,17,7,21,13,16,5,4,7,7,6,0,6,113,0,0,0,0,5,13,0,14,0,5,3,4,0,0,0,48,0,0,3,5,20,13,23,15,0,0,0,0,0,0,3,83,4,26,42,82,51,42,66,106,36,40,36,31,30,11,26,626,31,375,545,1305,833,714,794,900,168,186,190,188,137,57,251,6680
5005,0,0,0,0,3,5,38,64,11,3,0,0,3,0,3,138,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,75,172,58,43,49,42,4,10,10,0,6,0,25,531,0,0,0,3,0,8,4,6,0,0,0,0,0,0,0,28,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,16,4,0,0,0,0,0,0,0,27,0,10,12,17,8,10,16,9,10,6,3,9,7,0,3,116,4,88,104,230,189,171,220,221,56,43,54,32,30,12,77,1536
5006,0,0,5,13,16,7,81,155,71,46,38,31,24,8,15,506,0,0,0,0,0,3,0,24,8,0,6,0,3,0,0,46,0,0,0,0,5,9,26,25,3,9,3,3,13,0,7,105,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,9,102,228,593,165,120,144,205,81,72,20,17,18,3,59,1845,0,0,0,8,12,6,13,5,4,5,4,0,8,0,0,71,0,0,0,0,23,20,13,7,0,0,3,0,3,3,3,76,0,0,3,4,7,3,19,52,7,0,5,3,7,0,0,113,3,17,34,77,32,41,75,96,25,22,25,15,24,8,18,493,21,271,368,900,503,414,648,1000,319,318,231,166,174,67,207,5611
5007,0,0,0,6,4,12,127,226,60,51,27,23,19,5,5,574,0,0,0,3,0,0,7,12,8,0,3,3,0,0,0,48,0,0,0,0,0,8,21,37,11,0,7,8,13,3,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,8,28,104,249,100,86,79,110,35,43,22,15,18,15,37,943,0,0,0,4,3,9,9,7,7,4,4,0,6,0,0,47,0,0,0,0,3,3,5,5,4,0,0,4,0,0,0,22,0,0,3,0,3,14,82,110,27,9,8,15,14,16,0,300,0,10,20,52,40,52,103,212,43,107,57,20,15,16,20,773,10,90,185,428,391,622,983,1952,601,614,382,274,243,138,224,7123
5008,0,0,0,0,6,9,64,85,19,20,8,8,4,3,7,240,0,0,0,0,0,5,0,19,3,3,6,6,0,0,0,41,0,0,0,0,3,15,16,26,4,10,3,5,9,3,4,94,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,44,103,60,70,57,92,28,22,26,14,5,3,21,565,0,0,0,3,0,5,4,5,4,3,0,4,0,0,3,37,0,0,0,0,4,0,4,3,0,0,3,3,0,0,0,21,0,0,0,0,8,9,12,23,8,0,12,4,3,0,0,77,0,3,3,21,19,34,43,107,25,20,26,42,34,18,23,410,3,15,59,188,215,284,449,959,230,282,202,196,150,100,144,3475
5009,13,39,283,715,2577,3291,9233,10880,1735,1884,1286,995,846,453,523,34739,14,96,98,370,347,976,975,1808,387,671,551,368,255,203,129,7254,0,6,9,71,437,835,1163,1884,317,336,345,338,350,210,234,6533,7,108,155,875,361,646,348,187,17,37,29,24,19,29,94,2940,0,14,9,123,84,178,304,171,57,45,51,17,26,16,38,1130,534,5879,14311,45341,22786,24767,25784,27041,5698,6512,4781,3669,2812,1345,4833,196099,7,61,175,814,712,948,1428,1295,364,416,321,355,370,229,267,7767,0,6,9,85,4049,3993,1608,1955,363,439,634,511,509,306,565,15035,0,10,79,105,1009,895,2337,3156,349,492,330,249,271,139,124,9562,103,1536,2461,9291,6171,11993,18385,21338,3932,5188,5211,5002,5187,3385,2893,102074,1224,19121,29332,77248,61597,84925,106216,135000,29384,35300,29618,25939,24529,14380,19258,693073
5010,0,0,0,4,8,6,47,70,16,15,4,3,3,0,11,187,0,0,0,0,0,0,3,7,4,0,3,3,16,3,0,45,0,0,0,0,0,3,17,19,0,7,8,5,0,0,6,66,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,30,69,46,46,35,64,12,27,15,8,10,0,14,373,0,0,0,5,0,0,0,6,3,0,0,5,3,0,0,27,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,21,0,0,0,0,3,3,18,46,14,3,14,8,4,0,4,111,0,0,4,28,22,21,48,68,20,26,16,25,29,0,19,328,0,7,52,161,194,266,356,744,184,221,194,184,154,55,121,2898
5011,0,0,0,5,10,11,55,133,27,12,21,0,11,9,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,97,344,195,265,333,605,133,156,68,39,33,9,113,2408,0,0,4,10,3,5,13,3,7,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,16,26,3,0,0,0,3,0,0,64,0,7,10,23,30,19,39,58,4,18,4,7,13,11,28,268,0,64,144,452,362,447,614,1030,235,275,128,77,90,60,201,4174
6000,0,3,19,30,56,44,100,70,14,6,6,3,10,0,9,366,0,0,4,8,8,5,3,3,0,6,0,3,0,0,0,33,0,0,0,3,4,10,21,23,5,8,4,0,3,4,4,96,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,20,20,715,1561,2705,890,560,489,356,56,30,20,22,23,9,285,7747,0,3,18,106,79,67,96,62,4,10,4,13,12,10,8,493,0,0,0,7,0,3,3,6,0,0,0,3,7,4,0,30,0,0,0,3,20,9,19,13,0,4,0,0,0,0,0,85,3,91,226,327,191,142,135,112,23,30,39,44,51,24,58,1486,49,1343,2432,3926,2125,1540,1634,1084,183,194,177,185,238,124,603,15836
6001,0,0,0,7,10,6,11,22,0,5,3,0,0,0,3,63,0,0,0,0,0,0,0,8,0,7,0,0,0,3,0,23,0,0,0,0,3,3,4,8,0,0,3,0,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,113,194,373,89,52,30,36,14,3,4,3,0,0,42,965,0,0,0,11,4,3,8,6,0,3,3,0,8,0,4,47,0,0,0,0,3,0,0,4,0,0,0,0,4,0,3,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,23,24,40,13,18,29,31,8,11,8,8,9,4,16,240,3,198,305,524,221,198,191,217,51,63,45,35,40,33,97,2217
6002,0,0,7,4,0,9,12,16,0,3,0,0,0,0,3,61,0,0,0,0,3,0,3,19,3,7,8,0,4,0,0,55,0,0,0,0,0,3,4,6,0,0,0,0,0,3,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,147,243,407,106,63,42,35,6,7,3,0,0,0,32,1100,0,0,0,14,3,6,4,16,3,0,0,4,3,3,0,61,0,0,0,0,0,5,0,6,0,3,0,0,3,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,14,0,18,40,30,13,43,20,17,0,9,5,22,20,6,19,266,7,228,371,561,235,242,190,214,47,55,30,45,68,26,86,2424
6003,3,3,44,55,107,113,183,171,34,17,10,15,8,17,14,788,0,3,8,8,7,32,25,39,13,23,3,3,11,9,9,185,0,0,0,3,11,36,71,118,13,23,22,23,14,11,16,360,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3,12,4,4,3,0,0,0,0,0,0,34,42,839,1652,2666,952,618,699,487,118,85,81,63,48,48,284,8682,0,7,28,111,72,93,186,108,28,22,30,36,36,21,18,806,0,0,0,5,29,27,28,30,11,17,25,16,34,22,7,249,0,0,3,3,23,19,34,37,0,3,0,4,3,0,0,133,7,208,278,442,267,448,664,815,229,232,348,299,289,222,166,4912,103,1950,3174,4331,2523,2587,3417,3673,804,927,1116,1220,1323,970,1058,29183
6004,3,0,11,18,25,36,46,79,5,3,0,6,10,4,0,234,0,0,0,3,4,7,7,15,0,15,11,4,5,11,4,83,0,0,0,0,3,4,30,15,3,3,14,0,3,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,0,13,14,349,598,1024,347,185,183,152,17,30,14,33,13,8,112,3084,0,4,3,34,16,18,39,36,11,12,3,3,10,5,3,201,0,0,0,0,8,0,8,12,3,10,9,4,18,4,7,91,0,0,3,0,3,6,12,9,0,0,0,3,0,3,0,42,0,52,91,139,78,85,221,480,169,128,236,218,100,134,100,2234,34,749,1101,1494,827,733,1026,1377,343,341,528,563,467,434,393,10411
6005,0,0,0,0,4,8,0,0,0,4,0,0,0,0,0,17,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,133,226,59,27,30,11,0,4,0,5,3,0,28,593,0,0,0,8,0,3,0,3,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,15,8,20,3,7,12,7,0,0,3,4,6,0,8,87,0,162,204,304,133,76,100,57,3,28,20,10,13,13,49,1175
7000,0,0,5,5,10,11,24,60,12,3,8,0,5,9,5,157,0,0,0,7,0,8,3,8,4,3,3,0,0,0,3,40,0,0,0,3,18,27,23,26,4,6,7,6,8,3,16,153,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,55,200,349,108,106,104,124,22,26,15,36,54,24,77,1310,0,0,5,15,12,9,19,13,11,8,6,13,5,0,14,124,0,0,0,3,42,55,24,23,8,8,22,15,6,6,11,227,0,0,3,3,6,4,15,27,11,7,6,8,6,0,0,92,0,13,35,127,106,96,97,148,41,29,45,42,70,40,83,956,6,145,349,738,654,662,715,949,238,236,240,248,334,245,465,6221
7001,0,0,0,0,0,13,41,40,18,3,3,7,6,0,0,144,0,0,3,0,0,3,6,20,0,16,14,9,17,8,0,103,0,0,0,0,3,0,14,22,3,3,3,6,4,5,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,115,216,84,56,85,61,22,25,32,17,23,4,22,800,0,0,0,18,16,31,86,39,18,66,43,109,147,83,18,678,0,0,0,0,14,14,9,13,8,0,11,3,3,0,3,78,0,0,0,3,5,3,32,76,13,13,7,7,12,4,4,181,0,7,22,61,54,56,176,186,36,37,26,47,71,41,49,863,0,98,212,433,383,413,785,1246,255,366,327,401,434,252,198,5796
7002,0,0,11,14,22,42,162,154,49,30,27,18,27,31,14,585,0,0,3,19,36,63,49,135,33,54,57,58,51,49,17,626,0,0,0,12,55,109,143,177,35,32,25,55,38,22,49,749,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,3,4,8,0,0,0,5,5,0,3,41,4,167,533,943,390,348,449,556,158,217,189,168,199,103,175,4614,0,0,5,42,38,35,65,59,23,27,25,19,38,21,10,418,0,0,0,3,130,132,78,100,16,34,41,34,27,21,26,631,0,0,7,3,15,18,78,153,20,28,15,32,16,8,17,396,5,53,126,654,802,589,749,1337,250,279,476,403,544,333,315,6924,24,456,1268,2802,3021,2983,3704,7092,1555,1891,1965,1886,2141,1313,1283,33384
8000,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,24,3,9,5,5,0,0,3,0,0,0,0,60,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,13,7,6,0,0,0,3,3,0,5,47,0,8,21,30,23,29,25,31,7,8,3,16,19,15,12,247
