SUA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
5003,15,117,3,136,2088,218,2448,133,81,5,219,1614,176,2003,1458,135,47,1645,2425,459,4528,2483,97,67,2649,1620,471,4747,1244,162,45,1448,2947,463,4860,169,401,8,574,3261,374,4206,36,342,0,378,2377,316,3073,7,54,0,62,1180,211,1453,3,3,0,5,402,72,478,5548,1393,184,7119,17919,2767,27803,37,197,3,238,1870,191,2302,322,135,15,466,1301,135,1898,2392,228,135,2751,1760,324,4832,3042,156,168,3371,1231,308,4909,1159,496,53,1713,3015,338,5069,102,1049,7,1159,3045,332,4536,20,543,0,561,2352,319,3234,8,83,0,86,1389,286,1765,3,5,0,10,721,121,847,7088,2891,387,10364,16680,2365,29410,56,319,5,376,3965,410,4752,451,212,19,686,2911,307,3903,3849,366,183,4400,4184,780,9364,5523,256,241,6022,2853,784,9656,2409,658,99,3163,5970,798,9928,270,1445,16,1739,6300,704,8744,55,881,4,942,4723,636,6303,15,132,0,144,2574,504,3221,4,5,0,11
5004,7,49,0,56,928,116,1101,33,33,0,67,594,57,720,544,46,14,606,1024,171,1805,1326,50,52,1433,717,188,2334,782,66,19,870,1335,213,2413,88,184,4,272,1777,191,2236,17,209,0,228,1654,211,2094,4,36,0,43,814,136,993,0,0,0,0,259,73,339,2810,676,87,3573,9101,1357,14025,12,75,0,88,839,95,1022,79,50,3,125,541,68,741,962,67,71,1100,727,137,1968,1636,83,114,1842,601,160,2600,712,186,23,920,1446,170,2528,50,484,3,538,1750,199,2482,13,338,4,355,1588,200,2142,11,42,0,54,901,183,1136,0,0,0,0,371,147,514,3470,1336,212,5017,8749,1357,15128,20,126,0,144,1761,214,2120,111,82,3,199,1135,124,1462,1505,116,83,1711,1748,311,3772,2966,135,169,3270,1314,343,4933,1490,256,39,1783,2776,379,4940,133,671,3,806,3520,390,4720,27,551,4,581,3245,407,4236,14,80,0,96,1711,320,2125,0,0,0,0
5005,3,21,0,23,343,76,446,10,18,0,34,268,37,342,200,16,7,224,334,91,648,330,21,8,360,248,92,700,215,34,4,260,534,124,911,33,63,0,91,573,88,756,0,44,0,44,473,85,606,0,10,0,10,228,58,293,0,0,0,0,77,13,91,799,230,20,1046,3081,665,4796,9,43,0,49,296,64,411,49,34,3,82,172,31,283,298,31,28,353,280,77,706,416,37,34,485,189,65,738,163,86,10,265,490,110,859,14,135,3,151,550,78,782,4,70,0,74,457,88,617,0,21,0,21,268,66,352,0,0,0,0,125,28,160,941,459,79,1487,2828,606,4916,7,63,0,75,644,133,855,60,51,3,116,447,69,624,494,46,34,573,610,171,1354,742,60,46,844,440,163,1444,384,123,13,519,1028,228,1778,47,196,3,245,1126,170,1539,6,115,3,120,930,166,1225,0,29,0,30,492,125,651,0,0,0,0
5006,11,75,0,88,1064,167,1327,73,52,0,121,842,141,1104,656,72,17,745,1193,315,2256,1050,59,34,1146,917,287,2348,646,103,14,772,1605,287,2667,106,183,3,286,1736,220,2242,12,159,0,172,1229,172,1574,0,20,0,22,660,149,829,0,0,0,4,202,64,270,2566,725,69,3358,9452,1806,14611,12,130,0,146,1019,135,1306,181,80,17,283,659,109,1051,1044,114,66,1223,893,231,2346,1388,102,74,1559,687,205,2449,626,282,21,925,1591,230,2746,41,467,3,505,1591,187,2292,13,240,3,248,1150,175,1574,8,47,0,55,691,163,909,0,0,0,0,284,69,350,3303,1457,189,4953,8566,1506,15022,28,208,0,236,2085,304,2627,254,131,16,405,1498,249,2153,1696,183,89,1970,2088,544,4596,2435,165,103,2706,1605,492,4803,1276,387,43,1701,3193,516,5410,141,642,7,799,3327,412,4531,22,394,3,420,2377,352,3154,10,64,0,75,1353,311,1735,0,0,3,8
5007,12,52,0,61,733,110,904,68,43,0,112,854,125,1096,798,60,20,888,1441,346,2668,1012,42,33,1082,937,299,2323,432,77,9,512,1433,287,2234,83,97,3,178,1290,258,1723,6,46,0,53,627,106,789,4,10,0,13,198,48,251,3,0,0,3,36,10,49,2421,417,62,2900,7554,1584,12039,19,94,0,120,661,107,890,169,57,15,240,598,106,943,1193,131,86,1408,926,276,2608,1147,82,77,1300,660,218,2175,350,180,9,536,1211,183,1929,31,258,3,289,930,185,1410,6,60,0,68,439,77,586,0,16,0,18,228,57,302,0,0,0,0,73,24,100,2927,869,185,3984,5730,1232,10945,31,148,3,177,1397,215,1796,241,98,15,345,1455,235,2037,1999,189,107,2294,2365,619,5279,2158,123,109,2389,1598,520,4500,779,254,17,1053,2645,470,4164,114,353,5,471,2223,443,3130,20,103,3,123,1070,178,1377,7,21,0,28,423,99,558,3,0,0,3
5008,11,20,0,27,359,69,457,35,19,3,60,354,71,483,472,34,15,520,939,250,1713,731,38,15,786,586,225,1599,267,30,9,313,647,175,1136,27,30,0,60,534,91,688,3,9,0,17,132,26,173,0,7,0,7,15,4,21,3,0,0,3,3,0,11,1551,194,38,1782,3569,917,6273,12,43,0,56,270,44,367,75,39,5,119,312,55,489,685,73,47,815,668,194,1678,744,44,42,827,366,135,1328,177,75,6,260,542,116,922,8,81,0,93,322,73,482,0,13,0,15,88,22,121,0,0,0,0,14,5,22,0,0,0,0,3,0,3,1706,370,101,2178,2588,656,5413,17,63,0,79,635,111,825,111,58,8,172,665,132,966,1162,112,59,1333,1609,448,3392,1475,83,53,1615,955,356,2926,447,106,14,573,1191,291,2058,42,114,0,149,857,167,1168,4,23,0,26,214,49,293,0,4,0,4,31,13,44,3,0,0,3
5009,270,2720,29,3015,52763,4396,60176,2075,2136,82,4293,57599,5214,67101,33504,3814,683,38004,99234,13424,150661,64901,2462,1466,68834,53550,10306,132686,37077,3566,804,41444,74285,9201,124933,6082,8564,164,14810,78766,7340,100918,1002,10418,58,11477,54901,6031,72412,165,2329,13,2508,29463,4477,36448,36,122,3,164,10008,2366,12534,145117,36129,3301,184544,510573,62758,757873,528,4525,49,5104,48560,3970,57641,5114,4170,237,9516,50126,4451,64093,53633,6600,2574,62804,77802,10917,151521,79122,4577,4211,87901,38879,7937,134718,35070,9463,1490,46033,74341,7498,127874,2868,23146,269,26286,74639,6831,107757,682,17262,126,18078,52492,6431,77000,182,2890,15,3083,35052,6188,44326,45,155,7,209,16968,4614,21790,177241,72794,8980,259013,468859,58854,786721,795,7250,81,8117,101327,8366,117817,7186,6303,317,13807,107722,9668,131189,87135,10411,3260,100801,177038,24342,302182,144021,7037,5680,156736,92426,18245,267409,72151,13032,2295,87480,148624,16700,252800,8950,31710,432,41098,153408,14175,208679,1692,27677,182,29554,107401,12462,149417,346,5213,28,5589,64513,10671,80772,83,280,6,371
5010,0,22,0,22,236,58,315,24,7,0,40,294,70,397,449,31,8,487,848,260,1588,491,31,19,530,531,209,1273,196,32,3,234,673,198,1102,27,33,0,62,515,133,707,3,14,0,11,136,43,193,3,3,0,4,36,14,56,0,0,0,0,9,6,18,1191,169,32,1388,3268,979,5638,7,29,0,41,224,68,335,72,29,6,106,263,80,456,599,66,26,693,624,231,1548,498,49,31,581,310,148,1038,116,80,0,198,510,142,848,5,55,0,56,325,84,463,3,14,0,15,99,30,143,0,3,0,3,36,8,45,3,0,0,3,11,5,12,1307,326,63,1692,2398,800,4889,8,51,0,59,458,130,650,103,37,10,145,560,150,857,1045,97,35,1178,1466,489,3133,991,80,46,1109,844,359,2305,308,120,6,432,1175,331,1947,38,86,0,121,834,218,1170,3,25,0,26,237,76,337,0,6,0,10,74,25,103,6,0,0,6
5011,3,20,0,24,272,51,345,27,15,0,45,235,25,302,283,26,10,313,379,93,786,430,21,4,463,307,95,860,198,29,0,230,510,76,819,32,42,3,78,400,55,528,3,53,0,53,350,57,465,0,9,0,10,172,70,242,0,0,0,0,25,33,56,974,218,22,1217,2648,546,4410,5,29,0,38,235,42,320,84,17,3,107,208,32,345,485,30,28,547,326,83,954,516,24,17,562,186,67,815,192,76,14,285,434,60,778,15,128,5,147,392,57,592,3,82,0,88,347,68,504,0,10,0,10,152,71,227,0,0,0,0,39,59,99,1310,406,57,1778,2325,531,4632,12,52,0,62,506,88,660,112,33,0,146,446,55,652,768,59,35,860,705,172,1741,950,49,28,1029,495,154,1678,388,108,12,515,948,141,1597,45,175,7,221,795,110,1126,3,139,0,144,696,129,970,0,10,0,16,320,135,470,0,0,0,0
6000,24,163,3,194,3670,552,4412,274,119,7,405,2857,300,3560,2468,251,79,2796,3329,554,6683,4100,200,113,4413,3000,652,8066,2567,424,75,3065,7158,911,11138,566,973,17,1561,10398,1129,13077,99,692,3,797,8703,1176,10677,15,134,0,148,3661,688,4501,13,16,0,31,862,195,1088,10135,2976,298,13406,43627,6155,63194,60,321,6,392,3144,513,4044,535,255,27,825,2070,274,3167,3621,360,219,4201,2401,522,7132,4867,356,261,5481,2445,595,8524,2207,1093,103,3402,7201,853,11459,192,2162,11,2367,9276,1005,12643,67,1110,7,1182,7509,1042,9734,15,145,0,161,3369,746,4270,20,11,0,33,1230,262,1520,11599,5811,636,18037,38640,5807,62485,87,486,6,581,6809,1068,8459,814,378,38,1224,4927,572,6720,6093,611,298,7000,5727,1075,13807,8972,552,372,9897,5448,1247,16584,4772,1516,179,6471,14358,1763,22591,762,3130,30,3922,19671,2127,25721,173,1800,6,1982,16210,2214,20410,29,281,0,310,7028,1434,8770,33,25,0,59
6001,12,50,0,61,800,77,935,75,34,0,109,604,48,766,545,46,18,606,684,81,1372,693,45,20,752,557,89,1395,369,79,9,458,1143,124,1724,48,149,4,200,1334,122,1649,8,84,0,91,1153,158,1404,0,20,0,23,700,107,831,5,0,0,3,209,40,251,1741,508,50,2292,7191,852,10331,17,78,4,88,694,64,854,150,59,6,219,528,37,776,793,68,57,916,516,81,1513,845,61,43,951,497,92,1534,338,215,13,573,1213,107,1893,25,361,7,385,1369,125,1881,5,175,0,180,1210,160,1551,3,33,0,34,837,149,1021,0,4,0,7,364,63,432,2173,1051,130,3352,7222,879,11457,22,119,4,151,1500,142,1793,228,95,6,326,1132,88,1546,1334,123,68,1523,1192,163,2882,1533,101,63,1697,1052,181,2935,706,293,27,1028,2363,232,3616,69,507,8,584,2701,242,3533,14,261,3,278,2363,322,2953,3,55,0,59,1533,253,1850,3,4,0,5
6002,8,44,0,53,762,80,894,80,36,3,119,582,38,748,520,48,23,591,875,104,1567,804,52,25,872,602,106,1582,421,87,16,519,1181,113,1821,74,173,0,246,1492,156,1888,14,129,0,139,1303,180,1622,4,31,0,33,716,119,864,0,3,0,3,231,59,286,1910,608,63,2575,7741,953,11278,23,105,0,123,720,58,903,161,69,6,240,529,30,796,783,99,58,933,631,88,1652,1031,76,56,1162,538,88,1792,393,202,14,607,1328,101,2038,15,397,0,415,1488,149,2051,6,230,0,237,1451,226,1912,3,35,0,39,847,186,1067,0,3,0,4,432,99,538,2406,1213,139,3759,7970,1024,12758,31,147,0,175,1488,141,1802,240,108,4,359,1112,72,1545,1301,151,72,1519,1510,190,3222,1830,126,83,2036,1135,194,3372,809,288,26,1130,2511,214,3857,88,569,0,665,2981,300,3943,13,360,0,378,2752,408,3536,9,64,0,69,1561,297,1935,0,3,0,5
6003,33,281,0,313,5570,458,6347,275,228,10,507,5649,484,6641,3385,400,107,3892,8115,1018,13027,6103,290,198,6589,4670,832,12093,3745,449,123,4313,7744,909,12968,724,1164,33,1921,9725,914,12559,109,1394,0,1503,7204,817,9526,17,319,0,335,4063,574,4976,6,21,0,25,1544,247,1824,14398,4543,473,19408,54292,6251,79951,82,521,3,607,5063,478,6149,661,430,38,1129,5015,393,6539,5021,704,322,6051,6727,753,13533,7531,536,518,8583,3987,704,13281,3522,1120,187,4824,8337,734,13897,290,2970,29,3288,9725,892,13905,65,2268,8,2343,7429,884,10652,31,428,0,457,4964,833,6252,14,23,0,37,2714,473,3219,17216,9000,1111,27325,53952,6146,87423,119,800,7,922,10636,934,12496,936,662,52,1641,10661,883,13179,8409,1110,428,9948,14835,1774,26558,13635,824,715,15180,8657,1540,25366,7269,1566,305,9142,16080,1641,26861,1013,4137,56,5204,19450,1807,26463,175,3657,12,3845,14631,1696,20178,44,750,0,791,9027,1407,11231,15,44,0,66
6004,20,126,5,147,2540,232,2917,167,109,7,280,2702,237,3215,1459,164,55,1680,3013,373,5073,2449,108,78,2635,1818,336,4787,1437,181,30,1648,3305,386,5339,214,439,3,657,3839,364,4865,32,457,0,487,3062,412,3965,4,87,0,92,1648,253,1995,4,3,0,3,633,121,763,5797,1681,173,7647,22562,2713,32912,41,210,3,261,2250,248,2751,332,244,20,592,2184,203,2976,2161,299,137,2596,2251,338,5188,3014,210,148,3374,1634,320,5327,1353,492,47,1886,3583,362,5833,96,1111,10,1217,3889,396,5503,31,688,8,727,3246,481,4457,7,125,0,136,2193,379,2709,3,3,0,10,1221,228,1464,7043,3388,365,10803,22449,2946,36204,61,334,6,409,4788,475,5676,498,350,21,875,4880,432,6194,3621,466,190,4279,5264,709,10257,5464,322,226,6011,3449,649,10115,2790,674,74,3533,6893,745,11175,313,1548,14,1881,7725,762,10364,63,1143,11,1218,6308,896,8421,14,211,0,230,3844,633,4700,3,11,0,12
6005,3,14,0,16,390,46,445,21,15,3,35,314,24,370,218,14,11,245,339,41,620,376,17,12,412,232,33,678,226,31,9,267,594,49,910,35,86,3,126,852,51,1028,11,79,0,91,718,71,883,0,16,0,16,424,78,510,0,0,0,0,114,30,139,889,270,39,1203,3976,420,5595,5,29,0,35,346,30,415,43,25,0,71,226,14,314,343,35,26,399,241,44,684,466,34,30,530,213,34,770,183,120,12,308,673,52,1031,16,194,3,210,838,65,1110,10,127,0,134,754,110,996,0,17,0,24,490,98,608,3,5,0,10,191,47,243,1064,587,67,1724,3966,489,6172,10,45,0,51,735,75,858,60,44,5,106,538,38,683,561,47,31,641,576,81,1299,842,56,42,941,443,64,1456,401,151,20,569,1269,105,1949,54,278,9,334,1687,111,2137,21,203,3,227,1473,179,1880,3,34,0,33,917,174,1122,3,5,0,11
7000,94,467,47,613,1778,745,3135,375,398,118,888,1718,702,3306,1752,571,276,2603,2931,1337,6873,1840,428,232,2504,2220,1058,5777,911,547,147,1606,2939,1052,5594,227,414,37,675,2637,760,4073,41,198,13,256,1437,400,2092,11,33,3,49,355,117,532,0,0,0,3,54,19,80,5259,3061,872,9194,16066,6186,31446,183,573,77,831,1360,564,2756,719,442,200,1356,1183,508,3047,2501,675,436,3604,2157,1009,6777,2128,605,381,3115,1679,811,5602,791,904,179,1873,2595,832,5300,121,753,63,936,2189,567,3690,34,305,19,358,1023,254,1635,13,54,10,72,298,103,473,0,5,0,11,58,24,93,6487,4311,1361,12160,12550,4665,29383,274,1044,122,1442,3134,1313,5887,1098,838,313,2243,2898,1211,6355,4249,1241,713,6207,5090,2351,13643,3967,1035,611,5617,3899,1865,11378,1701,1451,323,3479,5537,1880,10890,346,1172,97,1608,4823,1323,7759,77,505,32,613,2464,650,3731,23,91,11,127,661,223,1004,3,10,0,18
7001,5,68,0,79,608,105,790,39,24,4,69,520,104,691,466,53,29,540,1131,301,1976,664,42,29,737,767,209,1713,411,59,15,486,1068,261,1810,80,97,3,183,1123,202,1502,15,52,0,65,517,114,700,0,7,0,7,174,35,224,0,0,0,0,46,6,53,1684,399,80,2162,5954,1340,9458,6,73,0,79,459,93,638,95,57,5,154,436,105,685,717,100,62,881,1064,349,2295,809,89,70,962,694,236,1890,389,168,24,579,1142,239,1957,32,219,0,253,1094,233,1581,4,75,3,79,477,118,674,0,23,0,23,201,36,268,0,3,0,3,88,19,112,2051,802,167,3019,5658,1422,10098,15,141,0,158,1072,200,1423,128,81,9,217,956,205,1377,1179,153,92,1422,2197,650,4265,1477,125,99,1698,1457,447,3603,805,228,34,1065,2211,494,3769,116,318,3,436,2212,438,3085,15,128,3,148,1000,229,1373,0,36,0,32,384,79,492,0,3,0,0
7002,17,190,4,214,2854,482,3556,184,159,0,349,3712,796,4855,2471,303,41,2824,8057,2270,13144,3972,183,83,4245,4499,1619,10363,1986,255,59,2299,5220,1311,8831,423,438,19,876,4723,924,6527,74,329,7,411,2627,486,3521,16,59,0,75,902,158,1138,3,7,0,4,213,46,259,9150,1922,212,11288,32807,8097,52197,45,310,3,356,2429,423,3204,452,242,14,704,2836,523,4058,3803,452,174,4431,6103,1444,11973,4648,313,208,5165,3186,927,9284,1666,586,97,2348,4647,823,7814,174,1031,7,1211,4004,711,5923,33,542,3,576,2090,371,3039,11,83,0,100,881,162,1141,0,3,0,6,285,51,336,10829,3552,507,14892,26451,5434,46774,62,494,9,568,5283,905,6762,635,396,16,1054,6541,1317,8918,6274,752,217,7248,14162,3710,25121,8621,500,291,9411,7688,2547,19645,3652,839,155,4644,9865,2136,16648,594,1466,24,2083,8725,1640,12448,109,870,8,985,4719,859,6558,26,146,0,167,1783,316,2275,4,9,0,8
8000,0,0,0,0,40,11,47,0,3,0,6,52,4,68,18,3,0,17,78,24,119,54,4,0,62,55,33,145,21,4,0,27,72,26,128,4,3,0,6,72,22,103,3,4,0,9,38,3,48,0,0,0,0,18,0,23,0,0,0,0,3,0,3,104,24,3,132,433,122,693,0,6,0,9,37,12,58,0,3,0,4,50,6,60,28,4,0,32,59,9,101,57,0,4,64,41,15,120,18,5,0,26,59,11,96,0,17,0,23,58,10,92,0,11,0,9,27,3,40,0,0,0,0,16,0,15,0,0,0,0,8,0,7,109,48,9,168,354,72,594,0,9,0,13,76,20,107,3,4,0,10,101,14,132,45,5,5,56,141,31,222,111,9,3,123,97,41,261,45,8,0,49,136,41,228,5,21,0,30,130,38,197,4,14,0,17,65,7,92,0,3,0,3,32,0,37,0,0,0,0
8001,37,652,5,688,11966,836,13490,336,458,23,815,14995,1147,16955,7437,862,176,8468,24059,2613,35139,15515,548,431,16491,12912,2025,31430,8754,726,228,9706,16270,1754,27727,1504,2111,35,3657,16869,1316,21834,227,2804,15,3048,10938,1093,15084,47,649,3,705,5486,792,6981,9,40,0,47,2033,415,2495,33853,8847,917,43618,115524,11989,171133,78,1065,7,1149,11255,756,13165,856,922,42,1821,13847,1059,16729,11602,1511,557,13678,20552,2281,36515,18141,975,916,20029,10297,1598,31923,7873,1763,353,9995,17213,1490,28699,623,4894,56,5569,16555,1393,23522,150,4444,29,4628,10870,1176,16674,46,796,0,851,6732,1019,8599,16,60,4,75,3187,922,4180,39392,16432,1975,57790,110506,11702,179998,112,1711,15,1841,23224,1590,26655,1188,1379,65,2631,28840,2205,33679,19040,2372,736,22148,44606,4892,71649,33656,1519,1345,36520,23207,3628,63346,16623,2494,582,19707,33488,3238,56429,2127,7008,96,9226,33419,2711,45355,384,7245,45,7673,21813,2270,31755,95,1451,5,1550,12218,1810,15582,17,95,3,120
9000,0,4,0,4,84,19,106,3,3,0,3,72,57,136,53,4,3,61,126,142,330,130,5,6,140,114,90,345,79,12,0,94,205,78,376,16,17,0,36,266,58,364,3,18,0,21,201,42,263,0,3,0,7,74,15,95,0,0,0,0,18,3,28,289,69,13,366,1163,510,2037,0,13,0,19,67,27,110,6,5,0,15,46,8,72,102,13,3,112,92,31,244,138,16,10,166,101,25,296,66,21,8,93,199,49,334,6,43,0,51,247,47,350,5,23,0,30,155,30,214,3,6,0,10,71,14,91,0,0,0,0,25,3,33,327,144,14,492,999,240,1730,0,17,0,17,147,42,215,14,12,0,23,116,73,210,156,17,3,176,223,172,573,267,21,15,305,219,118,642,138,31,9,182,405,126,711,29,58,0,84,512,110,709,9,42,0,50,358,64,478,5,9,0,10,141,28,182,0,0,0,0
