SUA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
2006,0,39,0,35,525,68,624,26,12,0,39,373,50,460,342,31,7,382,555,73,1009,566,28,27,623,352,84,1064,337,50,12,394,728,86,1217,46,110,0,156,1021,109,1295,6,109,0,115,1072,146,1332,3,22,0,29,590,124,741,0,0,0,0,171,55,226,1332,402,49,1785,5392,800,7977,8,57,0,67,464,64,601,78,42,6,121,307,41,474,489,78,35,602,472,94,1166,698,41,37,776,305,63,1153,308,131,18,457,799,94,1350,32,285,0,309,1000,115,1428,9,164,0,177,1050,158,1382,3,32,0,37,658,162,858,3,0,0,3,309,81,393,1622,840,91,2549,5380,866,8794,9,91,3,104,987,128,1223,106,58,6,161,683,92,937,828,111,39,984,1026,167,2176,1264,70,59,1405,660,156,2219,643,185,24,852,1534,183,2565,74,395,0,469,2026,227,2726,17,273,0,290,2125,305,2713,4,54,0,59,1252,287,1601,3,3,0,9
2007,30,313,11,354,6791,652,7795,283,267,4,556,7092,632,8284,3986,468,94,4552,9462,1350,15369,8610,290,219,9115,5141,1200,15448,4834,463,140,5433,8704,1161,15298,755,1542,20,2316,11035,1028,14383,145,1871,18,2032,8376,1066,11474,28,378,0,407,4878,776,6063,7,22,0,33,1910,420,2361,18690,5618,507,24807,63394,8280,96484,64,577,3,644,6342,570,7552,587,517,35,1140,6249,516,7907,6019,904,361,7280,7819,938,16036,10079,617,611,11302,4125,839,16268,4714,1277,209,6206,9571,961,16730,410,3711,35,4155,10659,1048,15858,113,3113,24,3250,8491,1122,12862,36,506,7,542,5986,1118,7644,15,23,3,46,3420,738,4203,22039,11241,1285,34566,62660,7848,105074,95,888,12,997,13133,1218,15347,873,785,43,1699,13339,1147,16188,10004,1369,459,11835,17280,2287,31402,18687,904,823,20416,9266,2039,31719,9553,1739,347,11640,18270,2115,32028,1162,5250,54,6471,21693,2084,30243,260,4985,36,5288,16864,2194,24339,65,882,4,955,10864,1896,13708,26,52,3,76
2008,0,31,0,30,606,55,688,7,19,0,23,443,24,490,285,19,7,313,473,48,828,859,17,34,909,335,93,1335,591,43,11,645,782,78,1506,89,105,0,195,1015,77,1288,9,170,0,182,768,79,1026,0,36,0,38,299,58,393,0,4,0,4,92,13,112,1847,444,51,2338,4819,517,7677,3,52,0,55,532,54,642,13,30,0,46,406,22,467,417,54,18,493,406,51,953,990,39,82,1116,296,77,1488,587,84,29,700,856,79,1632,37,294,0,335,921,67,1327,10,291,0,298,642,92,1034,5,42,0,44,275,50,372,0,0,0,4,134,54,193,2064,889,131,3088,4462,549,8100,6,86,0,89,1136,108,1334,23,48,0,71,850,40,961,706,76,24,802,878,101,1783,1848,60,119,2021,631,172,2826,1181,119,32,1339,1641,161,3138,122,404,0,527,1937,149,2608,21,466,0,484,1408,169,2060,3,78,0,82,576,109,762,0,4,0,7
2009,5,23,0,24,427,39,495,36,23,0,55,384,27,467,327,28,10,363,534,81,981,466,16,17,500,278,57,836,262,24,9,294,610,65,964,51,101,0,148,778,59,989,3,89,0,94,592,80,773,0,20,0,18,409,69,500,0,3,0,3,149,28,183,1152,321,36,1506,4168,509,6190,6,48,0,55,373,42,472,77,31,6,118,359,28,510,442,50,35,529,447,54,1028,578,38,40,650,246,55,954,235,88,9,337,644,46,1025,36,256,0,295,742,80,1120,6,145,0,155,642,94,896,3,29,0,27,530,89,647,4,9,0,6,297,51,356,1390,696,88,2173,4281,547,7000,13,63,0,78,798,81,961,116,56,6,179,746,59,980,767,84,46,897,980,131,2010,1042,56,57,1152,523,111,1788,500,108,14,628,1246,114,1983,79,357,3,439,1524,147,2110,12,237,0,252,1240,179,1665,3,48,0,46,937,160,1144,4,12,0,9
2010,530,4695,75,5305,116107,9925,131334,2626,4268,121,7017,144992,11634,163639,65110,7666,927,73699,249469,26747,349913,149029,5008,2874,156912,127279,20280,304468,89138,5572,1749,96460,160628,17634,274722,15556,16419,435,32414,172681,14591,219682,2438,25401,188,28023,114913,12644,155579,526,6985,41,7556,67801,9769,85128,145,424,3,568,27031,4753,32353,325104,76444,6405,407956,1180887,127983,1716829,774,7565,94,8427,109655,9141,127227,6935,8176,342,15461,134377,10547,160384,106574,14438,3504,124511,211563,24716,360791,179429,9951,7931,197318,97750,17835,312904,86688,15437,3415,105539,168022,16530,290080,8196,45593,663,54455,167534,14773,236763,2170,43243,319,45731,113580,14291,173605,642,8066,72,8780,83260,12793,104837,190,534,10,739,44902,8904,54543,391598,153011,16355,560962,1130631,129531,1821126,1303,12260,172,13731,225759,19071,258561,9561,12445,468,22474,279367,22185,324024,171686,22101,4431,198216,461031,51459,710699,328455,14966,10806,354227,225022,38119,617372,175821,21010,5168,201995,328645,34161,564806,23754,62019,1097,86867,340220,29360,456448,4610,68645,502,73760,228492,26936,329185,1172,15055,112,16338,151062,22568,189963,333,957,14,1312
2011,16,78,0,99,1626,187,1909,134,92,4,229,1582,147,1955,1442,120,26,1585,2558,373,4520,2160,90,56,2310,1632,318,4263,850,143,12,1009,2153,276,3437,157,316,9,478,2289,255,3028,29,273,3,308,1694,207,2207,4,32,0,37,586,107,733,3,0,0,4,162,26,191,4797,1144,110,6053,14278,1896,22233,25,169,3,190,1438,159,1793,297,166,16,483,1359,170,2007,2384,240,89,2719,1949,378,5042,2459,156,121,2742,1266,287,4301,766,371,39,1177,2151,257,3587,71,855,8,940,2261,251,3453,18,418,3,442,1521,257,2215,13,35,0,47,636,128,808,4,4,0,3,290,58,350,6040,2413,284,8737,12875,1947,23553,40,247,4,289,3061,352,3700,437,253,26,709,2938,313,3965,3831,359,117,4299,4512,750,9565,4623,247,176,5047,2901,607,8557,1614,515,55,2180,4306,528,7016,226,1171,20,1420,4545,508,6479,54,692,9,749,3214,466,4430,13,70,0,81,1219,235,1541,5,3,0,9
2012,11,78,0,86,1395,223,1713,92,57,0,144,1156,155,1459,858,100,20,980,1680,333,2994,1321,61,48,1432,1096,245,2773,753,131,16,899,1959,304,3159,125,286,4,412,2462,336,3210,24,239,0,262,1987,337,2578,7,47,0,54,1042,232,1325,3,3,0,9,385,85,472,3193,1000,89,4284,13159,2250,19686,27,127,3,152,1215,194,1563,170,144,10,330,1033,155,1519,1388,167,78,1636,1224,275,3134,1666,118,98,1878,876,229,2987,722,342,30,1096,2007,268,3377,48,668,0,720,2221,305,3247,15,413,0,433,1869,352,2653,9,63,0,75,1286,323,1675,6,7,0,10,638,146,795,4055,2053,229,6333,12370,2258,20954,35,202,3,243,2608,422,3271,264,206,10,478,2187,314,2975,2245,268,94,2611,2905,616,6132,2990,184,143,3317,1975,476,5758,1479,474,46,1996,3966,570,6536,168,955,5,1133,4680,645,6454,43,649,3,694,3856,691,5239,20,109,0,126,2326,552,3002,8,8,0,17
2013,5,20,0,28,436,70,532,48,19,3,66,433,48,552,285,34,8,325,502,77,898,405,20,6,437,365,63,859,216,44,11,279,663,97,1033,37,119,0,149,897,107,1153,12,88,0,103,714,114,932,5,10,0,12,412,81,510,0,3,0,3,148,34,185,1013,357,32,1397,4571,691,6650,18,35,0,55,347,60,460,91,52,0,139,367,49,555,446,67,37,547,364,79,986,490,40,24,553,276,61,891,195,144,16,352,682,75,1106,18,279,0,293,801,97,1194,8,117,0,124,749,111,977,6,25,0,31,514,93,632,3,0,0,3,294,53,354,1267,746,75,2094,4399,673,7166,19,59,0,76,782,132,990,140,66,5,212,806,92,1104,725,99,44,867,865,148,1882,898,55,35,988,644,121,1754,420,187,24,631,1343,169,2145,51,391,0,444,1695,207,2350,18,202,0,218,1463,227,1906,8,33,0,49,925,173,1141,3,5,0,5
2014,0,21,0,21,292,39,353,28,12,0,38,231,37,305,172,25,7,202,250,43,493,299,16,5,317,233,50,597,171,45,3,224,495,69,789,29,76,0,104,618,74,792,9,58,0,63,482,70,621,3,14,0,12,247,66,331,0,3,0,3,99,21,122,707,268,20,991,2949,467,4404,7,23,0,35,243,42,319,47,12,3,68,173,24,265,268,34,15,314,178,45,539,364,30,20,407,191,51,655,141,79,10,226,474,49,751,19,155,0,174,610,90,872,3,75,0,75,445,70,594,0,24,0,24,283,75,378,0,0,0,3,172,43,217,854,430,41,1329,2767,492,4582,7,45,0,52,540,82,678,76,26,3,110,403,62,572,437,52,23,518,427,82,1034,656,46,26,730,425,95,1249,315,121,9,445,971,121,1542,44,235,0,282,1222,164,1667,10,132,0,139,928,144,1209,3,33,0,39,531,138,704,0,3,0,4
2015,4,17,0,24,399,50,472,15,19,0,38,349,38,423,303,23,12,337,476,72,882,428,15,19,464,295,84,837,229,36,9,270,523,74,871,31,100,4,134,652,74,864,10,80,0,90,523,72,691,0,11,0,14,318,62,395,0,0,0,0,132,27,159,1027,298,49,1371,3666,556,5595,9,31,0,35,352,38,427,43,35,3,84,266,39,385,435,48,35,515,376,72,966,512,36,36,580,262,58,903,231,91,18,341,606,89,1036,22,227,5,257,648,91,997,8,119,0,121,553,77,755,0,23,0,23,382,83,490,0,3,0,5,246,42,297,1257,612,96,1969,3688,594,6250,8,49,0,60,747,92,901,66,58,4,123,612,71,808,733,77,45,857,850,143,1845,933,46,62,1044,553,145,1743,461,125,22,611,1124,166,1906,54,329,4,392,1308,167,1860,16,196,3,217,1080,149,1439,0,37,0,41,701,144,885,3,3,0,5
2016,13,71,0,86,1478,164,1730,90,49,7,145,1186,124,1455,913,88,23,1028,1806,302,3131,1414,64,42,1519,1143,264,2920,790,130,21,947,1871,318,3138,129,221,6,360,2183,277,2816,28,215,3,243,1716,303,2255,6,51,0,54,995,219,1265,0,5,0,4,362,74,434,3386,885,105,4376,12734,2039,19150,34,125,4,165,1296,180,1639,220,105,11,336,1022,111,1477,1383,163,77,1613,1400,281,3296,1788,129,93,2014,838,255,3106,771,279,39,1089,1909,268,3271,72,608,7,686,2085,265,3032,20,370,3,390,1698,329,2423,5,58,0,61,1168,252,1482,3,7,0,7,600,170,780,4297,1834,234,6362,12025,2113,20494,52,198,4,250,2775,350,3374,309,155,21,486,2210,242,2934,2292,244,103,2638,3207,584,6431,3208,188,134,3527,1979,516,6027,1562,406,63,2034,3786,582,6404,196,825,18,1043,4266,534,5844,45,583,3,629,3416,629,4677,9,104,0,117,2162,477,2751,3,4,0,11
2017,0,20,0,18,283,48,346,26,15,0,40,260,40,344,203,22,4,227,403,81,710,290,15,9,321,222,73,616,161,32,0,191,391,72,654,11,57,0,63,472,69,609,4,46,0,52,364,80,491,3,13,0,12,258,58,329,0,0,0,0,106,34,139,698,219,22,928,2754,568,4248,7,30,0,35,256,60,354,56,30,5,90,207,34,333,305,39,22,364,277,65,704,356,31,17,400,175,66,643,132,84,6,214,378,72,667,12,136,3,158,413,75,647,3,78,0,87,392,79,550,3,19,0,23,355,84,463,0,3,0,3,193,43,243,872,453,47,1371,2647,584,4602,12,49,0,56,535,114,702,77,48,3,135,465,77,676,510,57,23,593,680,149,1414,647,46,32,725,398,144,1257,291,112,5,405,768,143,1320,29,195,3,219,890,145,1255,9,130,0,131,749,158,1049,7,34,0,36,615,147,792,0,3,0,3
2018,7,60,0,66,1009,140,1213,79,50,3,135,1011,128,1274,769,92,31,886,1449,223,2559,1088,61,51,1202,872,188,2268,599,104,12,715,1614,225,2551,107,273,3,384,1881,264,2527,12,182,0,196,1477,236,1906,3,30,0,37,830,210,1076,0,3,0,3,296,86,388,2665,864,97,3619,10439,1703,15764,17,113,0,129,879,126,1133,165,132,10,310,912,125,1344,1195,151,84,1429,1140,259,2827,1354,118,80,1542,714,185,2445,528,287,27,837,1604,240,2670,61,616,3,686,1715,245,2639,16,301,3,318,1527,260,2108,7,52,0,54,1053,290,1393,3,8,0,10,498,170,679,3342,1770,202,5310,10040,1897,17251,22,170,0,194,1888,267,2348,246,183,9,447,1924,250,2615,1965,239,109,2319,2593,481,5390,2441,180,127,2746,1592,377,4712,1120,391,36,1548,3216,468,5228,163,891,10,1070,3588,506,5166,25,482,3,510,3002,499,4014,5,85,0,92,1882,500,2473,3,8,0,14
2019,0,23,0,25,454,59,542,38,20,0,59,379,35,470,305,46,8,358,520,66,945,547,28,20,592,351,73,1016,292,50,12,357,690,81,1127,34,115,0,145,885,88,1122,8,113,0,125,744,78,950,0,30,0,28,480,95,603,0,0,0,0,189,98,288,1221,418,42,1684,4694,681,7060,11,36,3,48,435,69,554,60,45,0,105,347,38,487,457,74,23,557,420,57,1031,656,50,41,744,313,62,1120,292,133,15,443,714,79,1237,32,300,3,333,876,84,1293,9,197,3,205,827,128,1162,3,32,0,36,664,147,843,3,3,0,4,367,201,570,1515,866,87,2475,4963,854,8290,11,56,5,69,892,129,1094,95,64,3,159,728,70,959,765,118,34,919,940,119,1977,1205,70,58,1332,657,141,2132,585,182,31,795,1409,162,2366,67,409,4,483,1766,173,2415,15,310,3,327,1573,208,2110,3,60,0,69,1144,236,1446,3,3,0,9
2020,4,49,0,56,957,105,1120,65,43,0,110,782,76,961,699,66,17,781,1059,128,1963,1004,38,41,1086,594,136,1817,644,92,16,754,1250,159,2166,110,203,3,314,1633,162,2111,17,247,0,266,1457,196,1923,3,59,0,58,852,148,1065,0,3,0,3,226,64,295,2554,801,78,3428,8813,1173,13415,17,106,3,124,865,89,1080,127,81,0,207,658,72,935,967,133,60,1161,813,116,2086,1257,80,95,1439,481,143,2062,584,225,28,839,1428,172,2443,56,522,3,583,1597,177,2359,15,386,3,403,1499,213,2114,3,60,0,63,867,204,1130,3,3,0,8,422,113,542,3032,1599,197,4823,8628,1303,14752,21,153,3,180,1826,193,2197,185,128,0,318,1437,152,1898,1667,204,78,1945,1869,238,4050,2261,123,135,2520,1077,272,3874,1229,317,51,1588,2684,329,4605,174,720,7,902,3227,339,4471,33,639,5,674,2951,408,4033,7,114,0,120,1721,354,2198,3,8,0,10
2021,3,54,3,58,960,116,1139,50,38,5,94,971,106,1169,603,78,12,694,1180,140,2011,1047,43,38,1121,643,130,1892,591,66,13,668,1263,176,2106,93,188,3,286,1578,169,2027,14,235,0,252,1203,175,1631,5,40,0,42,674,129,846,0,4,0,3,279,58,343,2409,737,77,3219,8742,1199,13165,13,86,0,97,916,104,1119,88,95,8,194,806,78,1072,875,124,47,1045,909,142,2099,1207,88,92,1382,566,132,2079,604,201,32,841,1411,161,2409,51,481,3,541,1553,181,2278,21,332,3,351,1233,220,1809,4,61,0,72,876,216,1165,0,7,0,7,492,134,633,2860,1484,186,4527,8764,1371,14664,17,142,3,158,1883,224,2263,134,134,15,286,1777,182,2240,1480,198,62,1745,2085,281,4110,2257,123,128,2508,1205,263,3977,1190,269,46,1507,2674,342,4521,149,668,8,821,3126,355,4307,33,565,3,606,2433,396,3436,13,97,0,112,1549,343,2009,0,9,0,14
3000,176,1030,29,1234,18159,3458,22854,1509,772,48,2323,14817,2691,19831,12962,1258,391,14617,21018,6203,41831,20915,1238,646,22805,16785,5924,45516,11917,2144,375,14436,33617,6378,54435,2196,4189,80,6462,43475,6325,56262,479,3062,22,3568,36542,5825,45926,80,574,6,659,16077,3154,19887,28,36,0,56,3970,1012,5042,50258,14299,1594,66159,204456,40972,311589,463,1833,35,2325,15669,2942,20935,3304,1415,166,4890,11828,2048,18773,19764,1940,1161,22866,14894,4204,41960,25280,1859,1420,28561,12760,4149,45469,10290,5182,536,16006,32384,5021,53416,998,9073,82,10152,38102,5178,53425,243,4553,26,4824,30827,4852,40502,75,673,9,762,14100,3067,17931,27,59,0,87,5527,1327,6944,60438,26590,3441,90467,176097,32782,299357,639,2862,62,3562,33826,6401,43787,4807,2193,211,7211,26649,4741,38601,32729,3198,1556,37479,35908,10403,83795,46192,3099,2067,51362,29546,10073,90985,22206,7321,912,30444,66003,11398,107849,3188,13260,157,16610,81572,11503,109690,718,7615,51,8385,67368,10676,86428,162,1246,17,1420,30176,6220,37823,53,87,0,146
3001,333,3481,44,3860,62938,5186,71987,3199,2746,126,6070,71165,6172,83409,40184,4495,1083,45765,106238,12925,164931,75336,3256,2057,80655,60145,10396,151198,42128,4587,1127,47835,83074,9651,140559,6738,10533,197,17463,88069,7708,113244,1146,11805,77,13032,61874,6508,81414,163,2408,12,2579,30748,4423,37752,35,130,3,165,10559,2411,13131,169261,43443,4725,217425,574820,65375,857618,779,5777,83,6638,58446,4687,69764,7014,5241,442,12698,64987,5515,83197,60883,7745,3052,71678,87188,11361,170229,90688,5653,4702,101044,47605,8641,157292,39392,11608,1841,52843,86292,8342,147473,3127,25293,293,28709,84639,7347,120696,740,18795,122,19661,61121,6863,87643,175,2916,21,3106,36634,5985,45725,54,189,3,248,18525,5111,23883,202849,83220,10558,296626,545439,63845,905913,1113,9259,130,10500,121386,9871,141749,10220,7986,561,18768,136150,11686,166604,101068,12242,4137,117446,193428,24286,335162,166030,8911,6759,181694,107750,19034,308485,81517,16197,2967,100679,169362,17994,288034,9863,35820,488,46168,172706,15061,233938,1886,30607,204,32689,122997,13369,169059,342,5320,29,5691,67387,10409,83480,90,316,4,409
3002,20,111,0,124,1866,185,2183,142,85,3,228,1516,157,1904,1236,131,30,1400,1892,291,3586,1757,85,60,1898,1412,254,3566,949,167,30,1148,2637,324,4113,164,339,5,509,3481,351,4338,23,285,0,310,3469,409,4192,13,71,0,82,2037,317,2431,7,3,0,8,608,154,771,4305,1275,133,5709,18919,2450,27073,37,193,3,226,1655,160,2047,371,153,15,538,1174,142,1861,1875,187,102,2164,1489,243,3899,2262,139,126,2534,1138,238,3908,932,405,48,1388,2824,259,4467,59,815,7,880,3563,342,4787,18,448,7,471,3558,435,4464,7,85,0,86,2308,444,2848,3,7,0,10,1007,228,1244,5565,2437,307,8309,18716,2493,29520,50,300,3,355,3519,348,4221,519,238,18,771,2696,298,3758,3116,317,133,3563,3383,539,7484,4021,229,185,4429,2555,493,7477,1880,580,76,2537,5464,585,8579,226,1154,14,1387,7046,691,9124,47,729,5,782,7024,848,8655,17,156,0,169,4346,765,5277,6,13,0,19
3003,39,213,9,265,3830,548,4643,196,161,4,364,3340,491,4191,2292,294,65,2647,5766,1139,9553,4287,246,153,4688,4146,1017,9852,2883,307,100,3289,5831,1151,10267,549,568,18,1133,6559,935,8632,100,525,0,626,4617,704,5955,10,105,0,116,1845,365,2323,4,11,0,17,490,114,616,10368,2430,351,13144,36434,6462,56042,69,357,3,431,3484,479,4394,491,307,23,821,3022,498,4340,3710,460,197,4367,5103,1100,10573,5868,403,387,6651,3591,1020,11262,2663,710,146,3517,6335,996,10845,192,1436,13,1646,6209,846,8701,34,880,4,915,3973,629,5521,10,122,0,132,1854,437,2421,9,14,0,21,899,249,1166,13041,4683,782,18507,34467,6244,59225,104,573,13,689,7312,1033,9037,690,466,31,1187,6359,987,8531,5998,754,266,7015,10868,2236,20124,10155,651,534,11345,7733,2039,21117,5551,1016,244,6807,12165,2140,21114,745,2008,28,2779,12776,1777,17335,134,1408,9,1547,8592,1335,11474,17,225,3,245,3699,802,4746,13,23,0,33
3004,0,40,0,35,315,89,446,45,20,0,67,344,57,467,427,28,9,467,527,152,1144,547,30,8,585,286,163,1034,214,43,3,265,524,153,942,34,64,3,100,454,89,637,5,23,0,30,194,25,253,0,6,0,6,63,21,82,0,0,0,0,19,5,24,1277,245,28,1547,2729,757,5027,6,44,0,52,299,77,434,89,42,3,134,264,69,461,592,45,28,659,382,151,1193,586,39,45,664,226,108,995,186,109,3,305,485,117,899,13,122,3,140,370,78,590,0,37,0,38,146,24,215,0,7,0,8,71,17,102,0,0,0,0,23,8,33,1475,445,76,2002,2275,648,4922,7,82,0,90,616,171,876,131,60,3,193,610,128,933,1012,78,36,1125,901,300,2333,1134,64,54,1250,516,266,2036,401,153,5,569,1012,273,1845,52,184,6,236,830,162,1232,8,60,0,71,339,51,466,0,11,0,13,132,40,180,0,0,0,0
3005,17,75,0,89,1290,137,1515,108,58,9,180,1215,131,1518,1106,96,39,1238,1724,256,3212,1677,72,36,1789,1166,258,3220,783,134,12,926,2056,281,3264,96,241,3,344,1959,227,2530,14,113,0,123,994,107,1218,0,21,0,21,439,69,526,3,0,0,3,122,21,144,3799,803,108,4715,10953,1478,17142,37,148,3,183,1005,133,1324,258,98,12,366,929,124,1416,1726,151,106,1984,1193,262,3439,1897,84,112,2095,870,225,3190,677,314,31,1021,1777,213,3009,45,444,3,488,1471,176,2132,6,165,3,177,920,117,1211,7,33,0,38,517,86,641,0,0,0,0,226,34,261,4650,1427,270,6346,8904,1371,16618,47,221,3,272,2289,268,2831,362,159,24,543,2145,249,2933,2833,239,146,3221,2914,520,6655,3576,161,149,3888,2041,479,6406,1461,445,42,1947,3827,492,6268,144,683,11,835,3422,401,4664,22,277,3,296,1911,223,2430,7,52,0,55,951,154,1165,3,0,0,3
3006,70,809,11,889,16462,1789,19132,677,666,27,1371,16766,1761,19907,10125,1124,222,11468,24936,3641,40041,20344,842,535,21717,15679,3215,40615,11775,1246,286,13308,23403,3242,39958,2062,2784,49,4896,26762,2999,34652,416,3171,23,3611,23616,2909,30141,67,607,4,678,12778,2073,15528,13,25,0,37,4276,1247,5566,45557,11274,1154,57979,164685,22867,245539,170,1486,18,1673,15427,1618,18717,1628,1174,83,2886,15738,1734,20357,15907,1922,752,18578,20467,3497,42542,25572,1490,1242,28304,12236,3045,43591,11443,3041,485,14966,25322,3173,43456,906,7402,91,8397,27659,3073,39133,223,5364,30,5613,23486,3077,32173,57,741,3,798,13970,2809,17584,19,49,0,73,6765,2250,9082,55913,22671,2707,81293,161079,24267,266641,238,2290,27,2561,31890,3403,37853,2309,1847,104,4260,32510,3497,40260,26032,3045,971,30042,45404,7137,82587,45911,2338,1774,50025,27915,6258,84205,23218,4284,772,28273,48721,6418,83415,2961,10185,144,13297,54424,6067,73790,637,8530,58,9223,47100,5986,62313,123,1343,15,1480,26748,4877,33109,34,77,0,111
