SUA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
1035,12,110,9,1114,46,8,5,40,6,57,5,30,14,269,1265,1753,22,4,4,22,3,13,3,4,11,267,201,555,4645,941,147,3086,347,2453,183,1904,318,12022,1647,27688
2000,23,320,18,2465,154,70,23,132,24,228,25,152,61,793,3888,5551,196,49,68,128,20,85,11,67,38,995,648,2311,13154,4637,1001,11629,1168,6999,778,6516,1199,30651,5282,83018
2001,0,4,0,50,4,0,0,0,3,3,0,4,0,20,65,105,5,0,3,3,0,0,0,0,3,24,4,45,406,54,20,250,30,204,13,120,30,679,83,1889
2002,0,8,0,30,7,0,0,3,0,3,0,3,0,11,84,110,0,0,0,0,0,0,0,0,3,23,19,53,237,80,16,214,30,111,9,124,25,696,121,1661
2003,5,29,3,338,25,6,3,15,0,15,6,14,8,62,404,551,3,3,4,9,3,6,4,5,3,114,56,206,1824,417,83,1410,126,871,72,726,111,3450,506,9599
2004,7,37,0,277,19,6,3,18,3,16,0,13,4,87,386,562,12,6,0,7,4,8,3,7,4,110,48,214,1674,415,80,1408,131,789,90,716,113,3436,487,9344
2005,0,9,0,21,7,0,0,7,0,0,0,3,0,17,38,72,0,0,5,5,0,0,0,0,0,16,12,33,211,65,12,179,22,92,7,85,19,465,64,1221
2006,3,4,0,49,9,0,0,3,0,3,0,6,6,23,94,139,5,0,3,3,0,4,0,0,0,37,28,82,438,105,19,314,22,172,21,161,34,1034,144,2460
2007,3,137,0,1035,56,7,3,38,15,61,5,32,8,227,1119,1570,20,4,9,24,5,20,0,20,3,284,168,565,4571,1117,171,3427,296,2074,200,1924,241,9387,1422,24812
2008,0,12,0,146,4,3,0,6,0,3,0,0,0,8,99,130,5,0,3,4,0,0,0,3,0,16,6,42,381,99,15,278,41,220,23,149,15,688,117,2029
2009,0,12,0,55,7,0,0,0,0,0,0,0,0,20,82,112,3,0,0,5,3,0,0,0,0,20,13,47,351,91,18,261,32,139,20,117,27,658,114,1830
2010,177,2288,65,28122,1075,187,116,552,187,779,78,468,170,2454,18347,24419,552,121,248,300,100,251,37,207,162,3318,2286,7584,97054,15940,2721,49356,5121,41422,2227,26102,3858,119160,22620,385580
2011,0,12,0,91,9,0,3,12,3,23,0,15,0,32,198,295,6,3,8,12,0,0,0,0,3,57,38,123,1063,154,44,639,86,670,22,312,61,1452,259,4756
2012,3,14,0,111,25,3,0,12,0,11,0,6,0,44,261,361,7,0,5,8,0,5,0,7,0,75,68,177,985,229,43,706,70,470,32,318,69,2007,372,5310
2013,3,11,0,56,0,0,0,0,0,10,0,5,0,15,79,116,0,0,5,3,0,3,0,0,0,29,16,56,214,56,16,204,21,174,16,126,29,737,118,1712
2014,0,3,0,34,3,0,0,9,0,3,0,0,0,16,35,64,3,0,4,0,0,0,0,0,3,15,13,46,164,59,14,177,25,139,15,93,13,445,62,1212
2015,0,3,0,70,3,0,0,0,0,3,0,5,0,13,104,133,0,0,0,0,0,0,0,0,0,22,10,35,235,52,6,221,25,164,18,114,9,535,123,1505
2016,3,14,0,134,10,0,0,12,0,16,0,4,0,47,193,281,9,0,8,10,0,0,0,3,7,61,42,132,897,181,44,680,67,429,34,318,60,1710,273,4683
2017,3,0,0,30,3,0,0,3,0,6,0,0,0,8,39,62,5,0,3,0,0,0,0,0,0,12,19,40,241,42,12,151,13,86,5,73,18,388,71,1091
2018,0,10,0,151,3,0,0,4,0,11,0,3,3,46,175,243,4,0,0,4,0,3,0,0,3,57,36,114,686,122,18,594,50,419,31,314,78,1538,246,4099
2019,0,9,0,52,4,0,0,4,0,3,0,3,0,27,80,129,3,0,0,4,0,0,0,0,0,21,28,59,336,90,20,317,19,148,14,132,19,838,122,2050
2020,4,9,0,135,5,6,0,5,0,7,0,9,0,26,148,221,13,0,5,4,0,3,0,5,0,45,28,103,670,168,38,525,61,357,36,285,36,1497,211,3878
2021,3,18,0,118,13,0,3,9,0,4,0,3,0,38,133,194,3,0,0,4,0,5,0,0,0,36,23,75,650,165,31,567,46,264,23,267,47,1251,187,3490
3000,25,254,21,2840,209,60,24,143,41,266,20,129,37,772,5028,6714,239,48,96,114,34,107,12,53,43,875,675,2295,16749,3597,882,11041,1245,8389,672,5675,1178,30541,6424,86384
3001,81,954,36,13066,587,83,45,289,90,388,41,219,76,1150,10710,13688,257,47,100,132,28,94,15,66,50,1205,890,2879,53047,8294,1420,28414,3035,22531,1271,13164,2149,62644,12460,208422
3002,3,19,0,191,14,3,0,10,0,12,0,4,6,75,421,544,8,3,0,0,0,8,0,3,0,106,89,210,1185,261,43,923,83,743,44,569,81,4054,571,8565
3003,8,47,0,646,40,3,3,23,7,38,6,16,9,60,1022,1235,22,4,12,16,0,8,4,3,3,74,76,224,3564,625,92,2161,248,1455,139,968,141,3275,1168,13852
3004,3,0,0,91,12,0,0,3,0,9,0,3,0,6,91,115,4,0,0,0,0,0,0,0,0,7,6,28,376,39,10,219,22,146,3,46,5,106,102,1082
3005,3,12,0,333,7,0,0,10,0,7,0,3,4,25,317,384,5,0,0,3,0,7,0,0,0,29,16,66,1010,116,27,627,62,678,20,254,60,1030,353,4246
3006,29,419,6,2921,138,39,25,97,30,103,23,82,15,478,3236,4258,78,21,44,42,23,27,11,30,20,528,404,1224,13126,3319,429,9153,816,5966,449,4705,594,23100,3977,65636
3007,0,7,0,34,4,0,0,0,0,0,0,0,0,18,93,124,3,0,0,6,0,0,0,0,0,19,19,51,278,84,14,250,31,196,13,157,31,999,129,2180
3008,4,26,0,147,4,3,0,7,3,7,0,5,0,92,309,431,7,0,0,4,0,3,0,3,3,110,65,196,657,229,25,561,38,462,41,491,71,4293,427,7289
3009,0,0,0,40,0,0,0,3,0,0,0,0,0,12,31,52,0,0,0,0,0,0,0,0,0,15,6,27,221,49,12,184,9,103,7,56,24,405,47,1114
3010,4,28,0,422,33,0,9,19,3,15,3,7,5,39,767,897,19,0,9,10,0,6,0,8,5,70,43,160,1915,206,68,1175,112,908,59,479,91,2080,851,7949
3011,0,4,0,58,3,3,0,0,0,4,0,0,0,28,129,171,0,0,3,0,0,3,0,7,0,57,27,97,365,102,17,288,34,257,16,217,32,1655,172,3157
3012,0,0,0,182,5,0,0,0,0,13,3,0,0,4,80,115,5,0,0,0,0,3,0,0,0,4,7,29,672,32,17,200,46,200,12,53,18,186,96,1537
3013,0,15,0,301,17,3,3,15,0,11,0,10,4,54,511,633,20,3,5,5,0,3,0,3,4,61,44,150,1619,227,59,984,114,749,51,418,69,2255,581,7120
3014,16,292,5,1561,58,26,6,58,10,47,5,45,17,281,1982,2539,48,20,23,22,9,17,0,19,6,305,179,636,5630,1855,229,4694,390,2847,267,2761,411,16112,2316,37501
3015,3,60,3,549,30,3,0,18,6,24,0,17,6,112,703,931,21,3,3,8,0,10,0,4,8,109,68,237,2957,539,109,1914,205,1340,85,906,185,4695,849,13785
3016,7,43,0,643,49,0,0,20,7,34,3,19,4,91,1400,1626,23,0,7,12,3,14,0,8,7,97,77,245,4230,517,122,2345,270,1842,114,997,183,4368,1549,16539
3017,0,5,0,25,4,0,0,3,0,0,0,0,0,17,69,103,0,0,0,0,0,0,0,0,0,23,12,39,273,51,16,246,17,120,9,100,23,734,97,1687
3018,0,10,0,100,3,0,3,0,3,0,0,0,0,8,198,220,0,3,0,3,0,0,0,0,3,20,13,40,386,71,17,248,35,181,10,129,23,802,229,2134
4000,9,115,3,981,59,23,11,49,8,78,12,48,20,331,1677,2310,54,17,19,47,9,21,7,27,16,282,223,718,5615,1813,369,5100,451,2659,320,2445,412,12370,2204,33763
4001,48,639,12,5386,250,64,22,172,39,213,23,127,32,938,6261,8136,93,30,50,77,18,38,10,38,14,892,584,1847,24427,5479,806,17089,1684,12449,861,9655,1258,47384,7473,128565
4002,0,12,0,77,3,0,0,9,0,4,0,0,0,36,155,213,8,0,3,3,4,0,0,5,3,25,14,59,557,136,19,531,48,262,13,207,38,1082,197,3084
4003,0,0,0,12,0,0,0,0,0,3,0,3,0,15,90,117,0,0,3,7,3,0,0,0,0,23,10,45,323,90,15,231,24,148,8,133,20,873,115,1984
4004,0,0,0,31,3,0,0,0,0,0,0,7,3,8,90,111,4,0,0,3,0,3,0,0,0,17,19,47,243,36,3,161,16,117,7,111,22,473,121,1313
4005,0,6,0,51,7,0,0,0,0,5,0,0,4,8,112,139,3,0,0,0,0,0,0,0,0,14,10,30,269,92,10,260,23,131,25,120,23,635,137,1727
4006,0,4,0,31,3,0,0,4,0,4,0,0,0,19,76,112,0,0,0,0,0,0,0,4,3,19,7,36,172,58,12,193,16,114,14,106,16,687,94,1480
4007,4,16,0,72,0,5,0,6,0,6,0,4,0,69,166,259,0,3,0,0,0,0,0,0,0,67,26,100,229,212,21,325,20,206,27,340,42,2771,229,4423
4008,0,3,0,56,3,0,0,0,0,12,0,3,3,26,109,161,0,0,3,0,0,3,0,3,0,26,19,56,339,62,15,314,22,242,18,169,28,911,139,2250
5000,21,101,4,1708,76,25,10,53,7,92,8,60,22,220,2109,2696,87,23,33,27,17,23,3,17,16,248,228,721,6199,1645,461,4284,489,2868,319,1998,442,8837,2576,30114
5001,0,11,0,130,3,3,0,4,3,7,0,0,4,36,232,296,3,0,3,5,0,3,0,4,0,40,22,82,628,223,37,500,53,330,36,318,41,1394,286,3843
5002,0,4,0,125,3,0,0,7,3,3,0,0,0,3,118,139,3,0,4,0,0,0,0,0,0,5,7,21,449,59,21,194,27,125,10,46,12,135,135,1212
5003,5,20,0,365,10,0,0,8,4,21,0,13,0,54,579,705,5,0,0,10,0,0,0,5,3,59,54,140,1368,277,54,1154,102,805,88,561,96,2514,677,7690
5004,0,25,0,188,3,6,0,4,0,6,0,5,0,34,292,354,6,0,5,3,0,3,0,3,0,39,23,88,597,265,52,583,62,264,57,327,54,1680,335,4271
5005,0,10,0,60,3,0,0,10,3,6,0,3,0,12,94,129,0,0,0,0,0,0,0,0,0,9,7,20,262,65,16,203,26,111,13,78,16,367,117,1276
5006,3,20,0,197,14,3,3,4,0,12,0,9,3,29,358,437,10,0,0,4,0,3,0,3,3,35,30,94,771,128,37,526,59,404,32,290,66,1179,416,3904
5007,0,0,0,274,8,0,3,3,0,8,3,3,0,3,219,248,12,0,0,0,4,0,3,3,3,7,22,57,899,60,26,423,52,342,23,116,35,295,247,2515
5008,0,0,0,309,5,0,0,0,5,8,3,0,0,4,87,105,3,0,0,0,0,0,0,0,0,0,4,18,564,20,27,195,43,194,20,23,28,37,101,1249
5009,106,1099,32,15056,447,82,50,278,78,367,31,218,82,1120,13740,16493,182,47,85,116,49,92,15,59,49,1192,911,2808,42907,8256,1307,25535,2822,20687,1344,13196,2103,55839,15456,189450
5010,0,0,0,290,8,0,0,3,0,3,0,4,0,3,103,125,5,0,3,0,0,0,0,0,0,0,5,21,523,14,21,177,41,147,9,28,21,63,112,1154
5011,3,3,0,63,0,3,0,0,0,9,0,0,0,12,98,121,3,0,0,0,0,0,0,0,0,5,7,19,230,43,14,128,16,137,7,80,18,375,114,1163
6000,5,59,4,412,27,15,9,43,7,54,8,43,6,189,995,1402,20,9,8,14,3,8,0,9,11,230,155,466,2687,1031,195,2594,226,1753,183,1667,310,7899,1389,19933
6001,0,12,0,68,0,0,0,3,0,7,0,4,0,28,140,187,3,0,0,0,0,3,0,3,0,33,23,61,389,113,24,426,40,283,20,234,32,1311,186,3059
6002,3,8,0,54,3,0,0,7,0,8,0,4,0,25,158,208,0,3,0,3,0,3,0,0,3,38,22,74,432,125,26,410,45,287,21,294,49,1405,202,3284
6003,9,94,4,877,40,8,4,21,3,32,0,30,7,149,1068,1370,13,6,7,16,0,5,3,3,4,138,126,325,4066,1043,130,2908,291,1858,172,1774,213,7510,1321,21288
6004,4,34,4,300,8,4,0,18,3,17,3,16,4,59,414,535,5,0,3,3,0,4,0,0,9,77,48,152,1543,432,70,1270,116,705,67,668,107,3021,524,8515
6005,0,0,0,30,0,0,0,0,3,0,0,0,0,17,83,106,0,0,0,3,0,0,0,0,0,27,12,35,207,83,11,235,23,144,9,142,19,808,99,1771
7000,0,8,0,345,13,10,3,11,3,22,0,12,3,38,301,409,8,6,8,4,0,17,3,7,5,96,103,264,1482,157,85,474,109,509,40,258,71,1328,453,4972
7001,6,3,0,190,11,0,3,4,3,0,3,3,0,14,225,258,6,0,6,0,0,0,0,0,0,5,13,35,866,63,28,281,47,206,14,74,21,246,242,2079
7002,10,24,3,1472,49,3,4,14,8,22,5,12,7,34,883,1045,15,9,9,3,0,12,3,3,4,33,61,151,4548,381,135,1488,280,1254,93,381,126,1399,990,11079
8000,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,13,3,9,0,3,0,19,7,90
8001,36,356,10,5055,138,9,7,57,24,44,7,25,13,159,2382,2872,23,7,11,9,3,20,0,11,9,147,117,351,12774,1362,295,4954,714,4306,249,2557,438,11291,2669,41606
9000,0,0,0,17,0,0,0,0,0,3,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,4,11,11,98,32,13,85,8,54,0,32,7,84,31,443
