SUA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
1010,3,15,0,15,..,62,5,62,0,66,..,90,14,103,0,103,..,12,0,12,0,12,..,25,0,27,0,27,..,4,0,4,0,4,..,17,3,20,0,20,..,467,221,691,16,704,..,1992,474,2468,32,2503,..,110,7,115,2199,2315,28240,2097,486,2579,2230,33052,30140,..,..,..,..,30140,..,27,0,29,0,29,..,63,9,77,0,80,..,16,0,16,0,16,..,38,13,52,0,55,..,71,49,123,3,129,..,10,3,9,3,14,..,118,69,186,4,196,..,5,0,7,0,7,..,56,4,56,0,56,..,85,3,89,0,91,..,140,3,147,3,152,..,29,0,31,3,33,..,3,0,3,0,3,..,43,0,44,0,44,..,475,130,600,7,604,..,7,0,7,0,7,..,11,4,13,0,15,..,23,3,25,0,25,..,558,137,690,11,697,..,92,3,98,4,97,..,40,4,45,0,49,..,14,7,13
1011,0,4,0,4,..,70,0,71,0,71,..,14,0,14,0,14,..,31,3,33,0,37,..,11,0,11,0,11,..,3,0,3,0,3,..,20,3,18,0,18,..,173,25,192,3,194,..,937,100,1039,10,1050,..,44,3,47,1153,1198,15034,987,106,1091,1160,17283,16460,..,..,..,..,16460,..,16,0,16,0,16,..,43,0,38,0,40,..,15,0,16,0,16,..,26,12,45,0,45,..,77,17,96,0,96,..,0,0,3,0,3,..,104,29,135,0,135,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,17,0,20,0,20,..,22,3,26,0,27,..,25,8,33,0,33,..,31,3,37,0,37,..,27,3,33,0,30,..,52,10,58,0,60,..,20,14,27,0,27,..,128,12,134,0,134,..,279,42,325,3,328,..,30,0,27,0,26,..,3,0,3,0,3,..,14,9,22
1012,0,0,0,0,..,18,0,15,0,15,..,17,5,17,0,17,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,21,8,32,0,33,..,242,32,272,5,278,..,28,0,28,703,728,8719,262,32,300,701,9719,9617,..,..,..,..,9617,..,5,0,5,0,5,..,4,0,4,0,5,..,3,0,3,0,3,..,16,10,20,0,21,..,8,3,13,0,13,..,0,0,0,0,0,..,21,9,37,0,39,..,4,0,4,0,4,..,15,0,15,0,15,..,11,3,10,0,10,..,33,0,36,0,34,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,25,3,24,0,26,..,0,0,3,0,3,..,0,0,0
1013,0,3,0,3,..,30,0,30,0,30,..,15,0,15,0,15,..,0,0,0,0,0,..,11,0,10,0,13,..,3,0,3,0,3,..,5,0,5,0,5,..,91,21,115,3,120,..,420,91,507,16,523,..,33,3,34,1228,1265,9659,455,89,543,1240,11447,10174,..,..,..,..,10174,..,4,0,4,0,4,..,15,4,22,0,23,..,0,0,0,0,0,..,9,8,18,0,18,..,30,9,41,0,39,..,0,0,0,0,0,..,42,19,57,0,55,..,6,0,3,0,3,..,4,0,4,0,4,..,14,4,18,0,18,..,15,0,22,0,20,..,23,5,23,0,23,..,6,0,9,0,9,..,14,4,20,0,20,..,9,3,15,0,15,..,4,0,3,0,3,..,3,0,3,0,3,..,25,8,26,0,26,..,62,11,79,0,79,..,15,3,18,0,18,..,0,0,0,0,0,..,15,17,24
1014,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,10,12,0,12,..,36,6,41,3,46,..,164,20,187,3,187,..,14,3,14,768,782,8097,178,22,197,771,9073,8759,..,..,..,..,8759,..,6,0,7,0,7,..,3,0,3,0,3,..,8,0,8,3,8,..,12,5,21,0,21,..,8,3,18,0,18,..,4,0,4,0,4,..,26,9,38,0,38,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,26,0,21,0,21,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0
1015,12,31,0,30,..,81,11,93,0,94,..,30,7,30,5,39,..,11,0,11,0,11,..,3,0,3,0,3,..,43,26,70,0,70,..,0,0,0,0,4,..,352,98,455,9,464,..,1760,474,2230,38,2274,..,26,10,38,822,858,6307,1789,484,2269,860,9439,6554,..,..,..,..,6554,..,25,0,20,0,20,..,16,0,16,0,16,..,3,0,3,0,3,..,22,11,36,0,37,..,41,76,117,0,117,..,0,0,3,0,3,..,67,93,155,0,159,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,7,0,7,0,7,..,12,0,12,0,12,..,26,6,28,0,28,..,224,89,317,4,318,..,11,0,11,0,11,..,33,11,48,0,48,..,78,27,111,3,108,..,385,134,518,4,529,..,581,172,760,14,775,..,0,0,0,0,0,..,3,0,9
1016,0,0,0,0,..,9,0,9,0,9,..,0,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,33,6,37,0,37,..,131,31,161,3,163,..,21,4,26,1095,1120,6030,150,38,186,1098,7310,6484,..,..,..,..,6484,..,0,0,0,0,0,..,9,0,9,0,9,..,23,0,29,0,28,..,0,3,3,0,3,..,9,8,17,0,17,..,0,0,4,0,4,..,15,6,25,0,25,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,6,0,6,..,7,0,7,0,7,..,3,5,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,3,0,3,..,0,0,0,0,0,..,6,0,3,0,3,..,14,3,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4
1017,0,5,0,5,..,32,0,29,0,29,..,20,0,17,0,17,..,4,0,4,0,4,..,5,0,12,0,12,..,3,0,3,0,3,..,15,11,21,0,21,..,111,29,143,3,148,..,538,90,631,5,638,..,45,5,56,1001,1057,11884,587,97,686,1008,13578,12959,..,..,..,..,12959,..,8,0,11,0,11,..,7,0,7,0,7,..,28,0,35,0,32,..,14,0,14,0,14,..,36,10,47,0,47,..,3,0,3,0,0,..,52,11,64,0,63,..,0,0,0,0,0,..,13,0,13,0,13,..,27,0,28,0,28,..,44,0,45,4,50,..,7,0,7,0,7,..,5,0,5,0,5,..,15,0,14,0,14,..,23,3,25,0,25,..,3,0,3,0,3,..,15,4,15,0,15,..,3,0,6,0,6,..,60,6,72,0,72,..,98,16,120,0,124,..,15,3,19,0,23,..,9,4,8
1018,0,3,0,3,..,18,0,18,4,24,..,7,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,12,3,12,0,16,..,36,8,42,0,39,..,184,31,218,12,234,..,17,0,20,888,908,5333,202,35,241,897,6475,5518,..,..,..,..,5518,..,0,0,0,0,0,..,14,3,18,0,18,..,3,0,3,0,3,..,14,6,17,0,18,..,3,6,14,0,14,..,0,0,0,0,0,..,21,8,32,0,29,..,0,3,3,0,3,..,3,0,3,0,3,..,3,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,27,4,30,0,30,..,23,3,20,0,20,..,0,0,4,0,4,..,0,0,0
1019,0,3,0,3,..,20,0,20,3,25,..,35,8,39,0,39,..,3,0,3,0,3,..,8,12,18,0,18,..,0,0,0,0,0,..,7,0,7,0,7,..,113,15,127,5,134,..,465,63,522,15,537,..,38,0,43,547,585,10447,500,59,564,559,11567,10985,..,..,..,..,10985,..,31,0,31,0,31,..,10,0,15,0,15,..,3,0,3,0,3,..,12,0,10,0,10,..,12,5,23,0,23,..,0,0,0,0,0,..,27,11,34,0,34,..,4,0,12,0,12,..,22,0,23,0,23,..,22,0,20,0,20,..,21,0,21,3,23,..,9,0,14,0,14,..,7,3,15,0,15,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,3,25,0,25,..,17,0,18,3,19,..,9,3,11,0,11,..,11,4,20
1020,0,0,0,0,..,14,0,12,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,32,8,37,0,37,..,153,21,176,3,181,..,14,0,14,462,476,5067,166,28,196,461,5722,5302,..,..,..,..,5302,..,9,0,9,0,9,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,6,5,12,0,12,..,0,0,0,0,0,..,13,5,19,0,19,..,7,0,3,0,3,..,5,0,5,0,5,..,3,0,5,0,5,..,12,0,12,0,12,..,8,0,7,0,7,..,3,0,4,0,4,..,0,0,0,0,0,..,8,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,14,0,14,..,3,0,8,0,8,..,4,0,4,0,4,..,3,3,9
1021,0,0,0,0,..,38,0,38,0,38,..,7,0,7,0,7,..,3,0,3,0,3,..,0,3,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,58,8,71,4,73,..,219,22,234,4,240,..,14,0,18,623,639,5300,237,20,252,627,6183,5270,..,..,..,..,5270,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,4,6,12,0,12,..,13,4,13,0,13,..,0,0,0,0,0,..,17,12,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,3,0,4,0,5,..,8,3,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,33,4,35,0,35,..,3,0,3,0,3,..,9,0,7,0,7,..,0,0,0
1022,0,4,0,4,..,26,0,26,0,26,..,39,3,46,0,44,..,0,0,0,0,0,..,10,3,11,0,11,..,8,0,11,0,11,..,6,0,7,0,7,..,66,9,69,0,73,..,523,48,567,12,584,..,33,0,33,941,969,11408,553,48,604,957,12961,12094,..,..,..,..,12094,..,24,0,24,0,21,..,9,0,9,0,9,..,0,0,0,0,0,..,5,8,10,0,10,..,24,9,35,0,31,..,0,0,0,0,0,..,27,16,44,0,43,..,28,0,32,0,32,..,18,0,18,0,18,..,36,4,38,0,38,..,38,0,43,3,46,..,35,5,42,0,42,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,15,0,15,..,17,3,21,0,21,..,48,5,52,0,48,..,24,3,25,0,25,..,9,3,18
1023,0,71,0,72,..,526,12,543,4,544,..,451,39,492,6,497,..,172,9,182,0,190,..,142,53,196,0,197,..,46,7,52,0,52,..,241,81,328,0,328,..,2029,458,2490,66,2557,..,11039,1731,12772,170,12940,..,518,54,568,11529,12101,202171,11553,1781,13336,11706,227212,209590,..,..,..,..,209590,..,180,4,182,0,188,..,339,112,453,8,465,..,48,0,48,4,53,..,445,144,586,4,584,..,1148,326,1472,4,1483,..,110,41,154,3,152,..,1695,514,2208,12,2224,..,148,28,181,4,182,..,191,9,196,0,196,..,288,10,302,0,300,..,517,16,538,5,537,..,474,95,570,11,581,..,147,14,159,0,165,..,300,17,322,0,318,..,190,21,209,3,213,..,120,6,125,4,127,..,150,14,165,0,169,..,215,25,233,3,235,..,1114,102,1218,13,1225,..,642,110,749,10,760,..,167,15,182,0,179,..,227,88,309
1024,0,6,0,6,..,51,3,49,0,49,..,31,3,35,0,35,..,3,0,3,0,3,..,17,6,27,0,27,..,3,0,3,0,3,..,12,6,16,0,16,..,127,35,156,0,156,..,604,102,702,11,712,..,65,5,68,1941,2005,15108,667,103,767,1951,17823,15825,..,..,..,..,15825,..,12,0,12,0,12,..,20,3,18,0,18,..,13,0,13,0,13,..,22,21,39,0,39,..,35,19,49,0,49,..,3,0,3,0,3,..,61,36,96,0,96,..,11,3,13,0,16,..,18,0,23,0,23,..,14,0,14,0,17,..,42,0,39,0,43,..,20,0,20,0,24,..,16,0,17,0,16,..,12,3,21,0,21,..,15,0,15,0,15,..,10,0,12,0,12,..,3,0,3,0,3,..,27,5,27,0,27,..,90,6,101,0,102,..,24,3,23,0,28,..,10,4,16,0,14,..,10,3,10
1025,0,10,0,10,..,55,0,55,5,58,..,21,3,26,0,26,..,23,4,24,0,24,..,7,5,12,0,12,..,7,0,9,0,9,..,17,3,21,0,24,..,285,64,348,3,355,..,969,159,1131,12,1144,..,46,3,50,1171,1213,16415,1016,168,1177,1184,18777,17517,..,..,..,..,17517,..,25,0,31,0,31,..,23,6,31,0,31,..,6,0,6,0,6,..,24,16,42,0,42,..,45,19,71,0,71,..,0,0,0,0,0,..,67,39,110,0,110,..,11,3,14,0,13,..,17,0,17,0,17,..,16,0,19,0,19,..,43,3,47,0,47,..,25,0,24,0,22,..,8,3,7,0,7,..,30,3,33,0,31,..,24,6,32,0,32,..,9,0,9,0,9,..,17,0,19,0,19,..,59,3,63,3,65,..,146,18,166,3,164,..,49,11,60,0,57,..,15,0,15,0,15,..,21,15,34
1026,0,0,0,0,..,26,0,32,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,9,..,24,3,24,0,30,..,150,13,167,9,175,..,23,0,20,415,440,4690,176,17,188,422,5298,5046,..,..,..,..,5046,..,7,3,9,0,9,..,8,0,9,0,15,..,7,0,7,0,7,..,3,4,4,0,9,..,8,3,12,0,12,..,0,0,3,0,3,..,12,6,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,18,0,18,0,18,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3
1027,0,0,0,0,..,26,3,27,0,27,..,58,3,57,0,57,..,4,0,4,0,4,..,17,0,17,0,17,..,11,0,11,0,11,..,23,4,28,0,28,..,153,17,173,7,177,..,741,80,818,19,836,..,56,0,54,1237,1291,19344,795,76,873,1258,21473,21567,..,..,..,..,21567,..,23,0,23,0,29,..,24,3,28,0,29,..,3,0,7,0,6,..,27,14,39,0,39,..,40,19,58,0,55,..,6,0,6,0,6,..,74,29,101,0,101,..,7,0,12,0,12,..,47,0,47,0,47,..,48,0,49,0,54,..,54,0,57,3,59,..,16,0,16,0,16,..,3,0,3,0,3,..,13,0,12,0,12,..,13,4,15,0,15,..,3,0,3,0,3,..,3,0,3,0,3,..,30,4,35,0,35,..,70,5,72,0,72,..,42,5,48,0,50,..,23,3,20,0,20,..,16,8,18
1028,0,5,0,5,..,38,0,38,0,38,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,7,0,7,..,3,0,3,0,3,..,7,4,10,0,10,..,41,17,54,0,59,..,240,39,282,0,284,..,14,0,16,465,475,7415,257,46,296,468,8177,7145,..,..,..,..,7145,..,36,0,36,0,36,..,4,0,4,0,4,..,5,0,5,3,4,..,12,3,15,0,15,..,16,10,26,0,26,..,0,0,0,0,0,..,29,11,39,0,39,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,9,3,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,20,3,23,0,23,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3
1029,0,4,0,4,..,3,0,5,0,5,..,31,5,33,0,31,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,4,0,4,..,48,11,58,0,58,..,340,52,389,9,393,..,23,3,26,502,529,7881,359,53,413,509,8801,8382,..,..,..,..,8382,..,7,0,7,0,4,..,14,3,12,0,12,..,9,0,10,0,10,..,5,6,8,0,8,..,6,3,10,0,10,..,3,0,3,0,3,..,17,12,24,0,24,..,30,3,37,0,37,..,13,0,14,0,14,..,10,0,10,0,10,..,40,4,45,0,45,..,39,12,55,0,55,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,10,0,8,0,8,..,40,6,42,0,44,..,10,0,10,0,10,..,0,0,0
1030,128,2047,15,2062,..,38981,2021,40997,321,41316,..,22924,2811,25740,281,26017,..,13643,1242,14878,105,14988,..,5305,2339,7647,61,7713,..,8201,1553,9753,93,9845,..,33145,12812,45953,272,46221,..,83832,18357,102193,2159,104351,..,682534,133555,816083,7882,823966,..,5353,1355,6711,124989,131697,1237738,687886,134910,822797,132872,2193398,1245629,..,..,..,..,1245629,..,2462,35,2499,13,2509,..,77549,16884,94430,865,95300,..,228,8,233,20,256,..,51578,21476,73048,377,73422,..,86767,35967,122733,651,123392,..,6270,2775,9043,49,9090,..,144618,60213,204825,1077,205907,..,8018,1360,9379,80,9455,..,2772,73,2846,34,2878,..,9452,376,9833,91,9926,..,7707,231,7936,87,8026,..,31774,6993,38767,381,39147,..,12094,1571,13666,94,13755,..,29629,1835,31460,288,31750,..,11058,1567,12626,94,12719,..,4742,217,4958,24,4982,..,10632,1377,12012,133,12145,..,25207,2632,27844,203,28042,..,93363,9197,102564,834,103395,..,26647,4697,31350,361,31710,..,7327,1368,8700,67,8762,..,19096,10565,29658
1031,0,3,0,3,..,161,3,167,3,167,..,17,0,13,0,17,..,17,0,20,0,16,..,17,6,19,0,19,..,0,0,0,0,0,..,25,5,27,0,27,..,116,42,154,5,159,..,805,238,1042,19,1057,..,51,9,62,1498,1554,17195,859,247,1103,1511,19809,18783,..,..,..,..,18783,..,23,0,23,0,23,..,29,3,31,0,31,..,7,0,10,0,10,..,26,10,30,0,35,..,74,31,103,3,109,..,0,3,4,0,4,..,99,42,144,4,146,..,0,0,0,0,0,..,10,0,10,0,10,..,15,0,15,0,15,..,15,0,15,0,15,..,11,0,15,0,14,..,15,0,16,0,16,..,35,4,39,3,40,..,25,15,38,0,38,..,9,0,11,0,11,..,14,0,15,0,12,..,26,3,30,0,30,..,121,26,148,3,152,..,11,3,16,0,17,..,0,4,9,0,9,..,17,21,42
1032,0,0,0,0,..,18,0,20,0,20,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,4,4,4,..,0,0,0,0,0,..,3,0,3,0,3,..,85,15,103,5,104,..,318,30,342,18,359,..,36,3,37,830,876,11136,356,32,383,853,12367,12131,..,..,..,..,12131,..,10,0,10,0,10,..,8,0,7,0,7,..,17,0,17,3,19,..,5,3,14,0,14,..,11,11,28,0,28,..,0,0,3,0,0,..,21,14,38,0,44,..,0,0,0,0,0,..,13,0,13,0,13,..,12,0,12,0,12,..,27,0,26,0,26,..,10,0,10,0,10,..,4,0,4,0,4,..,9,0,11,0,11,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,13,0,13,..,29,3,32,0,32,..,8,0,8,0,8,..,16,0,14,0,14,..,7,5,11
1033,0,0,0,0,..,12,0,12,0,12,..,8,3,13,0,13,..,3,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,7,3,9,0,9,..,29,4,35,0,35,..,240,25,270,3,270,..,19,3,15,444,467,6636,258,29,285,448,7368,7091,..,..,..,..,7091,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,8,3,15,0,15,..,4,0,4,0,4,..,19,4,23,0,23,..,14,0,13,0,13,..,6,0,7,0,7,..,11,0,11,0,11,..,27,0,27,0,27,..,11,0,11,0,11,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,41,4,43,0,43,..,3,0,3,0,3,..,0,0,0
1034,0,19,0,19,..,191,11,199,0,197,..,40,4,41,0,38,..,34,19,56,0,56,..,8,0,13,0,13,..,0,0,0,0,0,..,26,9,38,0,39,..,508,159,673,11,679,..,1647,337,1981,19,2008,..,56,5,61,1431,1490,22882,1704,341,2042,1454,26380,24712,..,..,..,..,24712,..,45,0,43,0,43,..,123,19,140,0,140,..,26,0,26,0,31,..,42,17,62,0,62,..,78,56,132,3,134,..,5,9,16,0,16,..,125,76,206,3,209,..,13,0,13,0,13,..,12,0,12,0,12,..,23,0,23,0,23,..,45,0,43,0,43,..,34,0,34,0,34,..,36,3,37,3,36,..,55,3,54,0,54,..,24,7,34,0,34,..,35,3,34,0,34,..,38,0,40,0,40,..,53,8,64,3,66,..,232,27,258,6,266,..,25,6,30,4,33,..,17,0,17,0,17,..,27,5,33
