SUA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
4006,0,0,0,0,..,39,0,39,0,39,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,5,4,7,0,7,..,42,12,58,0,58,..,262,25,284,3,285,..,24,0,31,408,435,6120,284,24,315,413,6845,6342,..,..,..,..,6342,..,16,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,5,0,5,..,11,3,9,0,9,..,0,0,0,0,0,..,11,3,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,7,0,7,..,8,0,8,0,8,..,36,3,39,0,39,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,5,0,6,0,6,..,19,6,28,0,28,..,67,21,87,0,87,..,0,0,0,0,0,..,0,0,0
4007,0,0,0,0,..,18,0,24,0,24,..,12,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,46,13,59,3,62,..,310,30,336,12,345,..,47,0,53,660,706,11056,357,30,389,668,12117,12256,..,..,..,..,12256,..,9,0,9,0,9,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,7,0,11,..,11,4,14,0,13,..,0,0,0,0,0,..,17,4,22,3,23,..,4,0,4,0,4,..,42,0,42,0,42,..,21,0,21,0,21,..,68,3,69,4,70,..,16,0,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,6,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,3,13,0,13,..,18,0,23,0,19,..,10,3,12,0,14,..,0,0,0
4008,0,7,0,7,..,106,0,109,4,115,..,19,3,27,3,24,..,14,3,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,77,4,88,4,93,..,594,49,640,15,652,..,41,0,45,717,757,9459,638,52,683,732,10875,9438,..,..,..,..,9438,..,65,0,62,0,62,..,6,3,5,0,5,..,11,0,11,0,10,..,8,3,12,0,12,..,20,3,18,0,25,..,0,0,0,0,0,..,27,9,37,0,36,..,25,3,27,0,27,..,14,0,16,0,16,..,11,0,11,0,11,..,40,4,44,0,44,..,35,9,40,0,47,..,15,4,16,0,16,..,31,3,32,0,32,..,3,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,55,9,60,0,60,..,40,8,52,0,49,..,4,0,3,0,3,..,0,0,0
5000,39,216,0,215,..,1432,96,1526,6,1535,..,187,15,200,7,210,..,77,5,76,0,76,..,89,20,104,0,110,..,5,0,5,0,5,..,185,117,297,3,298,..,1394,331,1724,54,1782,..,10682,1473,12148,328,12475,..,510,50,558,20588,21148,122044,11187,1522,12711,20913,155662,108806,..,..,..,..,108806,..,385,5,394,0,395,..,34,13,49,0,49,..,3850,408,4258,198,4458,..,86,19,106,3,109,..,332,181,516,10,524,..,21,7,27,0,27,..,441,208,652,7,661,..,56,6,60,3,63,..,255,12,263,7,272,..,240,11,247,3,251,..,558,11,565,12,576,..,43,5,47,3,53,..,13,0,15,0,21,..,49,3,55,0,53,..,49,4,52,0,52,..,37,3,41,0,41,..,12,3,14,0,14,..,37,4,36,0,41,..,192,20,213,3,220,..,572,57,636,11,647,..,87,15,107,0,106,..,51,20,70
5001,3,31,0,26,..,232,16,247,0,247,..,18,0,18,0,19,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,13,3,22,0,22,..,125,47,171,7,175,..,845,99,942,15,955,..,39,7,46,1340,1386,13924,884,107,987,1348,16261,14791,..,..,..,..,14791,..,104,0,100,0,100,..,5,0,5,0,5,..,12,0,12,0,7,..,9,3,20,0,20,..,38,18,55,0,55,..,0,0,3,0,3,..,51,24,73,0,73,..,5,0,5,0,5,..,53,0,55,3,60,..,27,0,27,0,27,..,61,3,67,0,67,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,13,3,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,10,3,10,0,10,..,35,3,39,0,39,..,108,10,121,0,121,..,18,0,18,0,18,..,3,0,0
5002,0,23,0,23,..,124,3,123,0,125,..,18,0,18,0,18,..,0,0,3,0,3,..,16,3,22,0,22,..,0,0,0,0,0,..,7,3,5,0,5,..,54,12,63,6,65,..,543,62,610,9,618,..,24,6,37,915,948,5437,568,68,644,923,7003,5450,..,..,..,..,5450,..,9,0,9,0,9,..,0,0,0,0,0,..,89,0,89,5,99,..,13,5,15,0,15,..,28,12,43,0,43,..,0,0,0,0,0,..,45,18,64,0,64,..,3,0,3,0,3,..,15,0,13,0,13,..,34,0,30,0,30,..,44,0,40,0,40,..,8,0,8,0,8,..,0,0,0,0,0,..,8,3,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,9,0,9,..,10,0,10,0,11,..,34,3,36,0,36,..,32,0,32,0,32,..,20,6,20,0,20,..,12,4,16
5003,7,78,0,78,..,407,16,422,3,425,..,76,3,80,0,81,..,21,0,21,0,21,..,18,0,16,0,16,..,3,0,0,0,0,..,27,5,37,0,38,..,410,64,474,12,488,..,2408,271,2682,42,2727,..,107,9,115,2722,2836,30018,2515,274,2789,2768,35575,31471,..,..,..,..,31471,..,349,4,350,3,354,..,49,11,64,0,64,..,16,0,16,0,16,..,37,10,48,0,48,..,142,60,195,0,199,..,13,0,13,0,13,..,188,64,256,0,253,..,13,3,13,0,13,..,76,7,80,0,79,..,70,0,70,0,73,..,82,3,82,0,85,..,33,4,36,0,35,..,21,5,21,0,21,..,28,3,31,0,31,..,36,9,49,0,49,..,22,3,27,0,27,..,33,4,33,0,33,..,44,7,55,3,59,..,191,36,225,3,228,..,243,43,295,7,299,..,44,12,55,0,55,..,38,17,57
5004,0,6,0,6,..,82,4,83,0,83,..,21,0,21,0,21,..,5,0,5,0,5,..,14,4,18,0,17,..,4,3,10,0,10,..,13,4,15,0,15,..,102,36,136,10,142,..,660,93,755,15,769,..,52,7,61,1250,1310,15787,712,101,813,1267,17869,16541,..,..,..,..,16541,..,68,0,68,0,68,..,5,0,5,0,5,..,6,0,6,0,6,..,9,4,13,0,13,..,31,17,49,0,49,..,0,0,0,0,0,..,43,21,67,0,67,..,6,0,6,0,6,..,42,3,48,0,48,..,54,0,54,0,54,..,83,4,89,0,89,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,8,0,8,..,12,3,12,0,12,..,14,0,14,0,14,..,0,0,0,0,0,..,13,0,13,0,13,..,50,7,55,0,55,..,67,9,74,3,82,..,32,0,32,0,32,..,11,4,14
5005,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,11,6,20,3,22,..,147,16,163,5,169,..,24,3,23,649,673,5195,171,22,186,653,6044,5251,..,..,..,..,5251,..,34,0,40,3,38,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,13,10,21,0,21,..,0,0,0,0,0,..,15,6,20,0,20,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,9,0,9,..,3,3,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,15,3,18,0,18,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0
5006,17,138,3,137,..,307,33,341,3,344,..,25,3,29,0,29,..,15,0,17,0,17,..,23,0,23,0,23,..,0,0,0,0,0,..,32,17,45,0,45,..,189,37,222,5,231,..,1159,129,1291,12,1301,..,64,3,68,1733,1801,15407,1224,137,1355,1744,18515,15922,..,..,..,..,15922,..,140,4,142,5,149,..,10,3,8,0,8,..,39,0,39,0,39,..,8,4,15,0,15,..,42,20,59,3,64,..,0,5,3,0,3,..,55,28,79,3,78,..,6,0,6,0,6,..,18,0,23,0,23,..,36,0,36,0,36,..,65,3,62,3,69,..,3,0,3,0,3,..,4,0,4,0,4,..,18,0,18,0,18,..,14,0,11,0,18,..,13,0,18,0,18,..,18,7,21,0,21,..,14,3,21,0,21,..,81,10,95,0,98,..,103,23,124,0,121,..,8,0,12,0,12,..,0,0,0
5007,0,34,0,31,..,291,14,302,0,301,..,20,0,20,0,20,..,13,0,19,0,19,..,24,3,30,0,33,..,12,0,12,0,12,..,9,3,15,0,15,..,388,34,427,15,439,..,1581,111,1694,31,1722,..,41,0,41,1608,1645,12164,1623,111,1738,1632,15535,11299,..,..,..,..,11299,..,182,5,187,0,187,..,9,0,13,0,13,..,98,9,104,4,108,..,14,5,13,0,13,..,54,23,74,0,74,..,3,0,3,0,3,..,65,26,95,0,95,..,17,0,19,0,19,..,15,0,15,0,15,..,15,0,15,0,15,..,27,0,29,0,29,..,10,0,10,0,10,..,12,0,10,0,10,..,63,9,72,0,72,..,25,7,37,0,37,..,17,0,17,0,17,..,18,0,16,0,16,..,26,0,32,0,32,..,161,21,182,0,182,..,26,0,23,0,22,..,8,0,8,0,8,..,3,3,7
5008,0,17,0,18,..,243,16,253,8,263,..,21,3,27,0,27,..,9,0,9,0,9,..,20,3,22,0,25,..,3,0,3,0,3,..,11,0,10,0,10,..,164,19,178,4,184,..,909,62,975,15,993,..,12,3,17,1005,1021,6416,924,66,993,1019,8425,5610,..,..,..,..,5610,..,65,0,65,0,65,..,10,3,7,0,7,..,51,0,56,0,54,..,11,5,18,0,15,..,57,9,62,0,62,..,0,0,0,0,0,..,67,12,84,0,86,..,9,0,9,0,9,..,8,0,8,0,8,..,21,0,23,0,24,..,28,0,28,0,28,..,7,0,6,0,6,..,10,4,16,0,16,..,28,0,28,3,35,..,6,0,10,0,10,..,9,3,11,0,11,..,17,0,17,0,17,..,39,3,39,0,39,..,104,16,123,3,126,..,11,4,8,0,8,..,6,0,6,0,12,..,6,0,9
5009,169,2761,19,2780,..,15567,787,16358,138,16496,..,4146,383,4535,35,4563,..,3099,296,3394,34,3425,..,1384,214,1598,25,1619,..,728,138,867,10,872,..,6613,2367,8977,70,9050,..,30586,6004,36591,747,37344,..,161471,24633,186102,2005,188100,..,2480,378,2854,59031,61890,694300,163946,25004,188953,61037,944291,705298,..,..,..,..,705298,..,5536,81,5623,36,5655,..,5111,1293,6404,74,6472,..,349,12,360,13,379,..,7797,2205,9996,45,10046,..,18318,5856,24179,132,24310,..,1791,416,2199,10,2217,..,27900,8472,36377,195,36570,..,2414,347,2763,22,2779,..,2254,60,2311,22,2336,..,4232,169,4401,48,4445,..,3795,115,3916,44,3953,..,2051,256,2307,28,2336,..,1299,167,1469,10,1481,..,4310,408,4718,23,4737,..,4436,663,5102,47,5150,..,2129,147,2281,11,2290,..,1814,277,2095,24,2122,..,4911,600,5511,39,5551,..,18902,2266,21168,153,21327,..,11980,1771,13751,204,13953,..,2663,489,3157,18,3177,..,2272,1047,3320
5010,14,136,0,135,..,287,19,309,0,313,..,11,3,8,0,8,..,19,0,17,0,17,..,17,3,15,0,15,..,8,0,8,0,8,..,6,0,6,0,8,..,176,15,190,0,190,..,855,69,925,13,942,..,32,9,39,1084,1115,5282,884,74,963,1095,7339,4545,..,..,..,..,4545,..,52,0,52,0,52,..,8,0,14,0,14,..,92,8,96,13,105,..,7,0,7,0,7,..,32,9,41,0,38,..,0,0,0,0,0,..,38,9,44,0,48,..,10,0,9,0,9,..,0,0,0,0,0,..,14,0,13,0,13,..,12,0,12,0,13,..,0,0,0,0,0,..,14,0,15,0,15,..,11,4,11,0,11,..,0,0,0,0,0,..,11,0,14,0,14,..,4,0,4,0,4,..,13,3,14,4,15,..,57,10,65,4,64,..,4,3,4,0,4,..,5,0,5,0,5,..,11,4,12
5011,0,0,0,0,..,14,0,14,0,14,..,9,4,13,0,13,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,59,8,72,0,74,..,300,30,332,3,333,..,28,0,28,512,535,5025,328,30,360,513,5897,5053,..,..,..,..,5053,..,87,3,93,0,93,..,3,3,6,0,6,..,7,0,7,0,7,..,6,0,6,0,6,..,19,6,27,3,30,..,3,0,3,0,3,..,23,7,37,3,34,..,0,0,0,0,0,..,13,0,13,3,15,..,11,0,11,0,14,..,39,3,40,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,6,3,10,0,10,..,13,0,13,0,13,..,7,4,4
6000,0,9,0,9,..,53,6,63,0,63,..,72,8,80,0,80,..,0,0,0,0,0,..,22,4,21,0,21,..,12,0,10,0,10,..,5,3,9,0,8,..,271,43,313,5,319,..,1377,151,1532,25,1556,..,205,10,209,5382,5589,69497,1581,160,1739,5404,76643,68013,..,..,..,..,68013,..,45,3,48,0,48,..,26,3,23,0,23,..,5,0,5,0,11,..,27,11,42,3,46,..,93,35,133,4,137,..,3,0,3,0,3,..,130,49,179,9,182,..,9,3,13,0,13,..,145,0,149,0,149,..,92,0,96,0,96,..,253,3,254,3,262,..,28,0,28,0,28,..,0,0,0,0,0,..,15,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,6,3,13,0,13,..,4,0,4,0,4,..,33,3,38,0,40,..,54,0,55,3,60,..,59,3,61,0,63,..,18,5,25
6001,0,0,0,0,..,13,0,13,3,16,..,18,0,14,0,14,..,11,0,10,0,10,..,10,0,10,0,10,..,3,0,3,0,3,..,0,3,3,0,3,..,66,10,71,0,77,..,251,30,282,5,291,..,32,0,34,709,750,11672,288,29,314,721,12711,12647,..,..,..,..,12647,..,5,0,5,0,5,..,7,0,10,0,10,..,0,0,0,0,0,..,10,6,15,0,15,..,29,4,33,0,34,..,0,0,0,0,0,..,33,9,44,3,48,..,4,0,3,0,3,..,16,0,16,0,16,..,11,0,11,0,11,..,27,0,27,0,27,..,6,0,6,0,6,..,3,0,3,0,3,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,23,0,24,0,24,..,7,0,7,0,7,..,8,0,8,0,9,..,0,0,0
6002,0,3,0,3,..,14,0,15,0,15,..,21,3,24,0,28,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,3,0,3,..,3,3,3,0,3,..,35,16,56,6,60,..,291,66,359,14,370,..,37,3,40,805,851,12733,325,69,399,817,13948,14068,..,..,..,..,14068,..,8,0,8,0,8,..,7,0,10,0,10,..,4,0,4,0,4,..,11,8,18,0,18,..,46,27,65,0,65,..,3,0,3,0,3,..,58,31,85,0,85,..,0,0,0,0,0,..,24,0,24,0,24,..,9,0,9,0,12,..,21,0,21,0,21,..,12,0,12,0,14,..,4,0,4,0,4,..,10,3,17,0,17,..,4,0,4,0,4,..,22,3,21,0,21,..,3,0,3,0,3,..,3,0,3,0,3,..,47,4,53,0,53,..,14,0,14,0,14,..,10,0,11,0,11,..,6,0,8
6003,3,52,0,52,..,229,3,237,3,239,..,254,21,271,4,281,..,94,8,102,0,107,..,70,14,88,0,85,..,21,6,25,0,25,..,94,26,118,3,122,..,982,290,1275,40,1311,..,6603,1126,7729,98,7833,..,271,23,290,5785,6079,84874,6874,1153,8024,5885,98785,90591,..,..,..,..,90591,..,85,5,91,0,90,..,189,59,248,0,248,..,23,0,23,0,23,..,278,64,334,5,342,..,1279,260,1539,12,1551,..,91,15,104,7,107,..,1647,332,1980,16,1995,..,96,11,106,0,107,..,204,5,205,3,209,..,244,7,254,0,253,..,420,10,430,6,436,..,428,57,487,13,495,..,40,3,43,0,43,..,204,17,224,0,222,..,167,12,178,0,180,..,55,0,52,0,52,..,75,13,85,0,85,..,283,182,469,3,468,..,826,230,1061,3,1062,..,324,30,355,4,358,..,190,22,217,3,219,..,105,54,156
6004,0,51,0,51,..,104,10,115,3,118,..,44,0,47,0,47,..,28,0,28,0,28,..,20,0,18,0,24,..,3,0,3,0,3,..,37,8,46,0,46,..,347,171,523,8,523,..,2117,595,2716,37,2750,..,117,17,133,2492,2631,35193,2237,615,2847,2531,40568,37969,..,..,..,..,37969,..,26,0,26,0,26,..,58,13,71,4,77,..,6,0,6,0,6,..,71,17,82,0,83,..,303,58,362,0,359,..,10,3,14,0,14,..,382,78,461,3,464,..,13,0,13,0,13,..,95,0,98,0,98,..,54,3,60,0,60,..,100,3,98,4,102,..,38,3,41,0,41,..,14,3,17,0,17,..,46,0,46,0,46,..,26,3,34,0,34,..,21,0,23,0,23,..,8,0,13,0,13,..,196,203,394,0,394,..,309,214,523,0,523,..,88,7,98,3,103,..,41,11,48,0,45,..,39,16,54
6005,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,26,0,25,..,96,10,101,0,102,..,14,0,14,334,351,6371,108,10,118,336,6829,6794,..,..,..,..,6794,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,4,0,4,..,6,3,7,0,7,..,3,0,4,0,4,..,10,5,16,0,16,..,0,0,0,0,0,..,26,0,26,0,26,..,5,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,6,0,6,..,3,0,3,0,3,..,0,0,0
7000,0,18,0,17,..,230,16,240,3,248,..,35,3,45,0,45,..,9,0,11,0,11,..,26,0,24,0,24,..,0,0,0,0,0,..,90,73,165,0,165,..,406,77,484,35,519,..,14667,2499,17159,454,17615,..,222,96,325,5973,6292,17795,14889,2593,17485,6425,41699,15619,..,..,..,..,15619,..,20,0,20,0,25,..,8,0,13,0,13,..,14129,2028,16157,444,16599,..,14,0,13,0,13,..,68,20,85,0,90,..,11,7,13,0,13,..,87,29,119,0,118,..,7,0,7,0,7,..,33,0,33,0,32,..,51,3,57,3,59,..,103,8,106,3,107,..,22,0,22,0,22,..,0,0,0,0,0,..,17,0,17,0,17,..,8,0,8,0,8,..,10,0,10,0,10,..,3,3,3,0,3,..,44,3,51,0,51,..,90,4,94,0,94,..,32,5,33,0,33,..,34,9,39,0,42,..,8,8,18
7001,0,14,0,14,..,200,3,200,3,203,..,30,3,33,0,33,..,14,0,14,0,14,..,14,7,15,0,15,..,0,0,0,0,0,..,35,9,44,0,44,..,486,59,538,13,555,..,1932,220,2152,51,2206,..,47,18,64,1461,1525,8402,1978,236,2220,1510,12131,8578,..,..,..,..,8578,..,43,0,43,0,42,..,16,0,17,0,17,..,643,89,732,26,765,..,30,0,30,0,32,..,72,35,111,0,111,..,7,5,17,0,17,..,112,40,154,0,154,..,5,0,5,0,5,..,11,0,11,0,11,..,33,0,33,0,34,..,67,0,70,0,70,..,13,0,13,0,13,..,4,0,8,0,8,..,55,4,65,0,61,..,66,10,79,0,83,..,34,3,43,0,43,..,20,6,29,0,29,..,47,4,55,3,60,..,233,33,272,3,277,..,41,5,44,0,44,..,30,3,29,0,29,..,18,5,27
7002,19,278,3,277,..,2506,117,2618,29,2645,..,163,8,175,0,175,..,239,26,264,0,266,..,191,35,226,0,226,..,24,0,27,0,27,..,315,64,380,4,381,..,1870,296,2172,59,2228,..,11575,1505,13075,175,13252,..,168,34,207,8282,8489,43006,11739,1541,13284,8457,64740,39234,..,..,..,..,39234,..,99,3,100,0,100,..,86,5,95,3,97,..,542,36,577,23,600,..,247,95,342,0,340,..,742,263,1006,9,1018,..,232,73,305,0,303,..,1221,429,1647,10,1666,..,15,0,14,0,14,..,74,3,73,0,73,..,198,25,218,3,222,..,290,7,297,0,296,..,1212,235,1450,19,1472,..,150,16,162,0,162,..,261,15,280,3,277,..,181,22,198,0,203,..,211,13,222,0,226,..,127,18,148,0,147,..,587,64,658,3,664,..,1517,152,1666,9,1678,..,250,25,281,3,277,..,98,62,167,0,168,..,94,33,129
8000,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,3,10,0,13,..,56,10,66,0,70,..,0,0,0,116,119,636,58,10,66,123,831,571,..,..,..,..,571,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,9,0,9,..,0,0,0,0,0,..,9,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
