SUA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
2003,0,0,3,14,18,0,0,0,0,39,7,52,44,188,55,47,14,3,0,412,0,3,0,10,8,3,10,10,9,49,0,5,8,38,54,66,100,58,14,354,0,12,4,19,16,10,0,0,0,52,0,12,28,76,35,26,13,11,0,206,0,0,0,4,6,6,9,14,3,44,0,12,6,64,18,8,5,3,3,122,0,0,3,35,3,0,0,0,0,44,0,12,17,50,14,7,4,0,0,111,0,0,0,0,4,0,0,0,0,7,0,0,0,4,3,3,0,0,0,17,0,24,25,69,35,37,33,0,0,230,3,4,10,51,14,8,0,0,0,95,0,3,0,7,8,13,17,16,7,69,0,0,11,14,9,3,3,0,0,45,14,74,119,266,117,94,63,85,35,876,352,564,836,1631,939,851,868,551,233,6831,6519,12573,13998,25146,12626,11787,9477,5375,2375,99885
2004,0,0,0,25,10,0,0,0,0,45,3,33,36,160,63,39,21,9,0,354,0,0,0,3,0,3,3,6,8,18,0,0,4,28,32,58,61,50,16,253,0,0,5,17,3,7,10,3,0,50,0,13,41,68,32,18,22,0,3,198,0,0,0,0,3,0,9,5,0,17,0,19,15,64,24,21,12,8,5,174,0,3,6,35,3,3,0,0,0,46,22,151,137,76,15,4,0,0,0,403,0,0,0,0,0,0,4,0,0,10,0,0,3,3,3,0,0,0,0,8,0,20,17,37,17,23,25,0,3,144,0,11,8,42,7,3,0,0,0,74,0,4,4,7,3,11,7,6,0,39,0,3,8,15,4,0,7,0,0,36,9,36,78,155,63,67,65,40,18,525,336,640,769,1648,913,922,796,581,316,6922,6170,11968,12990,23662,11552,11405,8880,5240,2515,94378
2005,0,0,0,0,0,0,0,0,0,0,0,10,7,21,4,3,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,9,6,33,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,12,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,14,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,10,0,4,7,54,21,8,8,4,4,113,32,54,98,183,117,135,139,113,45,918,744,1470,1463,2753,1515,1606,1318,914,460,12250
2006,0,0,0,0,6,0,0,0,0,9,0,14,11,43,13,11,0,3,0,96,0,0,0,0,0,0,0,0,3,6,0,0,0,3,9,12,29,12,6,71,0,0,0,4,0,0,0,0,0,6,3,7,4,12,5,6,3,4,0,47,0,0,0,0,0,0,0,0,0,3,0,3,3,22,0,0,4,0,0,33,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,4,14,3,4,0,0,0,30,0,0,0,10,0,0,0,0,0,10,0,0,0,3,0,3,5,3,0,14,0,0,0,0,0,0,0,0,0,5,0,8,0,18,13,12,15,15,7,86,78,131,134,351,195,259,289,173,78,1689,1157,2497,2157,4388,2565,2726,2713,1601,622,20424
2007,0,4,3,45,33,14,3,4,0,113,15,100,196,458,251,161,85,14,9,1283,0,0,3,81,39,82,78,70,77,430,4,34,34,163,210,331,357,255,68,1449,0,28,46,62,54,41,29,0,0,261,8,48,72,263,149,96,65,35,14,748,0,0,0,27,78,112,131,105,24,480,3,25,63,182,42,42,31,9,8,406,4,6,14,35,12,4,4,0,0,73,12,173,128,166,48,14,6,3,0,556,0,3,9,63,104,187,161,110,21,650,0,6,10,38,43,17,18,16,0,152,21,90,66,249,110,79,85,11,6,718,3,12,72,244,107,62,20,3,3,526,0,12,5,61,55,49,72,32,12,299,0,12,7,83,21,11,5,3,0,155,56,216,341,993,438,541,549,474,247,3849,718,1372,1714,3716,2252,2188,1961,1377,752,16052,15507,30400,31540,63120,32028,30243,24339,13708,6564,247459
2008,0,0,0,0,3,0,0,0,0,5,0,3,6,9,3,4,0,0,0,24,0,0,0,3,4,3,0,4,3,19,0,3,3,11,29,27,43,14,7,134,0,3,7,6,10,0,3,0,0,18,0,3,5,25,19,9,4,5,0,76,0,0,0,0,0,0,4,3,0,11,0,0,0,6,3,4,8,0,0,24,0,5,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,8,0,0,11,0,0,0,3,3,0,0,0,0,3,0,9,12,10,20,11,11,5,0,77,0,0,0,7,6,0,0,0,0,17,0,0,0,7,6,10,3,3,3,40,0,0,0,0,6,3,0,0,0,11,0,10,6,48,36,32,36,17,7,197,64,115,81,283,191,173,160,88,63,1216,1332,3103,2292,4602,3138,2608,2060,762,305,20218
2009,0,0,0,3,3,4,0,3,0,13,3,16,12,42,8,9,0,0,0,94,0,0,0,0,0,0,3,0,0,12,0,0,0,3,7,10,13,7,4,42,0,0,0,0,0,0,0,0,0,3,0,3,4,10,0,3,0,0,0,27,0,0,0,0,0,0,0,5,0,5,0,3,3,7,3,0,0,0,0,21,0,0,0,5,0,0,0,0,0,8,0,9,8,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,0,0,0,0,20,0,0,3,15,4,0,0,3,0,21,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,5,4,0,0,0,0,11,3,7,9,21,13,10,7,9,4,76,38,77,99,248,131,160,140,92,46,1034,1035,2035,1937,3797,1983,2110,1665,1144,543,16250
2010,13,54,131,855,573,228,74,22,4,1962,410,2689,4965,18865,8122,5718,2441,600,232,44041,11,80,206,3011,1460,3122,2435,1443,1572,13343,60,462,651,3665,3262,3809,3938,2432,959,19242,319,1692,3244,5310,1902,1577,840,267,66,15220,151,1251,2800,8481,4658,3105,2074,857,309,23690,0,0,56,883,1305,1695,1385,1130,318,6772,435,3000,4897,23208,8697,6574,4339,1805,692,53648,104,227,1066,5351,671,738,336,52,22,8568,299,1395,2380,7475,1313,570,221,39,17,13697,17,113,369,3141,3296,4061,3547,1599,370,16501,63,214,589,4409,4493,2544,1581,700,167,14763,527,2167,2162,6063,2478,1593,1081,248,106,16420,399,1579,7235,29683,17259,14523,5100,2078,886,78740,19,105,144,870,690,595,533,328,150,3429,15,173,529,1971,630,393,154,39,8,3912,1994,8428,15707,60050,25335,20294,16209,10471,4793,163294,14128,22679,31406,84423,34877,30173,24552,16874,9389,268488,275764,509361,582585,1328072,564806,456448,329185,189963,86899,4323072
2011,0,3,3,0,3,3,0,0,0,19,8,85,134,412,173,86,34,4,0,943,0,0,3,27,25,41,23,8,12,139,3,5,4,33,47,94,104,37,10,332,4,4,3,19,9,12,5,0,0,65,4,5,19,64,28,22,11,6,0,151,0,0,0,4,27,32,33,20,4,126,0,33,20,150,32,28,24,3,3,285,0,0,5,14,6,3,3,0,0,32,4,19,27,53,22,3,0,0,0,127,0,0,0,51,35,34,24,6,0,160,0,0,0,24,27,10,9,6,0,77,0,20,4,37,10,15,5,0,0,94,3,7,16,145,45,32,5,0,0,260,0,3,3,4,12,13,5,3,3,52,0,3,11,38,7,3,0,0,0,67,26,257,414,1000,407,284,212,79,24,2698,391,599,506,1399,585,545,398,169,59,4651,5293,8810,7663,18127,7016,6479,4430,1541,541,59887
2012,0,0,0,0,8,0,0,0,0,7,3,20,29,88,32,35,14,3,0,218,0,0,0,3,0,5,3,3,6,12,0,0,3,14,24,15,26,23,9,113,0,0,3,0,0,3,0,0,0,5,0,5,13,14,16,5,5,0,0,64,0,0,0,0,0,14,11,11,7,51,0,3,3,36,14,3,4,0,0,74,0,0,18,71,0,0,0,0,0,88,12,12,3,24,5,5,0,0,0,62,0,0,0,3,0,0,3,0,0,7,0,7,10,66,87,45,35,14,0,264,0,0,4,17,8,7,3,0,0,53,0,0,8,55,24,35,10,3,0,133,0,0,0,5,3,3,3,4,0,27,0,0,0,8,5,3,3,0,0,17,6,50,58,219,87,83,73,36,22,638,217,428,537,1100,668,722,612,445,187,4903,3170,6420,6247,11893,6536,6454,5239,3002,1275,50239
2013,0,0,0,0,0,0,0,0,0,3,0,4,7,27,27,15,20,5,0,97,0,0,0,0,3,0,4,9,11,25,0,0,0,7,11,25,50,28,21,145,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,5,0,0,24,0,0,0,4,0,6,6,5,3,28,0,0,0,10,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,5,0,0,22,0,3,0,10,3,3,0,0,0,18,0,0,0,0,0,5,7,0,0,17,0,0,0,3,0,0,0,0,0,5,0,13,10,42,27,31,61,32,31,243,51,107,164,305,214,222,236,145,87,1541,894,1835,2097,3642,2145,2350,1906,1141,537,16551
2014,0,0,0,4,0,3,0,0,0,8,0,0,5,23,11,10,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,5,4,3,42,0,0,3,0,0,0,0,0,0,3,0,0,5,11,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,5,0,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,10,0,3,0,14,7,12,8,9,4,60,34,78,105,207,143,177,145,101,32,1020,608,1209,1245,2281,1542,1667,1209,704,333,10800
2015,0,0,0,3,3,3,0,0,0,6,0,11,8,36,16,20,6,0,0,99,0,0,0,6,3,10,0,0,10,21,0,7,0,7,10,5,19,5,4,61,0,5,3,3,3,5,0,0,0,17,0,12,7,19,9,3,3,3,0,54,0,0,0,0,0,0,0,0,0,4,0,0,7,25,0,8,3,0,0,38,0,0,8,27,0,0,0,0,0,28,0,3,7,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,3,16,4,3,7,5,3,61,0,0,3,18,15,5,0,0,0,38,0,0,3,0,7,3,4,0,0,12,0,0,0,6,3,6,0,0,0,14,0,12,4,19,14,17,25,12,8,113,60,94,116,297,181,181,134,96,35,1197,964,1841,1714,3586,1906,1860,1439,885,448,14646
2016,0,0,0,3,5,3,0,0,0,10,8,31,28,151,42,40,24,7,0,330,0,0,0,7,3,3,0,0,5,19,0,0,3,7,14,23,36,14,3,98,0,0,3,8,5,0,0,0,0,20,0,16,16,33,20,8,3,6,0,111,0,0,0,0,4,3,10,3,0,16,5,21,6,58,26,8,8,0,0,135,0,0,30,129,6,3,3,0,0,168,0,0,8,26,14,8,5,0,0,55,0,0,0,3,5,18,18,21,0,63,0,6,11,66,70,32,20,8,0,209,0,14,10,16,7,6,7,0,0,62,0,0,0,12,10,3,0,0,0,23,0,0,0,0,0,3,3,5,3,17,0,3,7,14,5,0,0,0,0,33,21,128,209,413,156,121,53,47,25,1166,255,438,444,1137,632,577,542,342,193,4554,3373,6646,6308,12451,6404,5844,4677,2751,1210,49672
2017,0,0,0,0,0,0,0,0,0,0,4,5,14,25,14,4,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,4,20,0,0,0,0,0,0,0,0,0,3,0,3,6,10,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,20,0,0,0,11,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,14,0,0,0,9,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,0,0,19,0,3,10,20,9,5,0,3,0,49,70,116,139,288,178,178,156,125,55,1307,762,1292,1373,2680,1320,1255,1049,792,385,10905
2018,0,0,0,3,3,0,0,0,0,8,3,10,27,90,45,50,27,4,3,264,0,0,0,8,3,17,5,8,16,55,0,0,4,13,29,72,108,59,21,311,0,0,6,7,0,0,0,0,0,18,0,9,18,33,25,16,3,5,0,112,0,0,0,0,0,3,8,3,0,20,0,12,9,42,13,4,3,0,3,79,0,0,0,0,0,0,0,0,0,5,4,8,6,35,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,10,11,12,9,3,0,0,43,0,0,3,28,5,5,0,0,0,44,0,0,0,3,8,3,3,0,0,17,0,3,0,7,6,0,0,0,0,24,5,62,70,161,91,66,71,52,25,612,179,341,430,898,499,523,428,341,185,3819,2550,5032,4970,10099,5228,5166,4014,2473,1068,40601
2019,0,0,0,0,5,0,0,0,0,4,0,8,4,33,10,17,9,0,0,85,0,0,0,0,0,0,0,3,3,7,0,0,0,8,7,12,19,7,3,62,0,0,0,3,0,3,0,0,0,4,0,4,5,8,15,6,3,0,0,48,0,0,0,0,0,0,4,0,0,7,0,9,3,6,3,3,0,0,0,29,0,0,3,3,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,8,7,3,4,9,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,3,8,34,16,15,29,21,7,141,53,105,132,254,179,199,173,161,150,1406,1045,2314,2050,4107,2366,2415,2110,1446,856,18710
2020,0,0,0,10,3,3,3,0,0,17,0,9,7,43,19,20,6,0,0,96,0,0,0,7,0,17,13,6,0,36,0,0,3,9,14,35,61,28,7,156,0,0,0,5,3,3,0,3,0,15,0,12,8,35,16,15,14,3,0,109,0,0,0,0,0,3,5,7,0,25,0,3,0,32,15,3,11,0,0,64,0,0,7,39,0,0,0,0,0,50,4,4,3,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,8,8,13,12,15,23,0,0,71,0,0,5,11,3,0,0,0,0,19,0,0,4,0,0,5,7,3,3,31,0,0,3,10,3,5,4,0,0,21,3,17,18,89,54,56,43,35,10,331,118,257,230,536,406,361,373,236,92,2611,2204,4599,4100,7922,4605,4471,4033,2198,835,34970
2021,0,0,0,3,4,0,0,0,0,10,0,13,14,46,23,16,5,0,0,116,0,0,0,3,0,0,0,0,3,7,0,4,3,19,14,28,26,18,8,121,0,0,4,3,3,0,0,0,0,12,0,8,11,20,14,5,3,0,0,64,0,0,0,0,3,0,0,0,0,4,5,9,0,42,10,6,4,3,0,84,0,0,35,130,0,0,0,0,0,165,0,9,5,24,9,3,0,0,0,47,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,5,12,16,7,9,9,0,0,58,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,4,0,0,18,0,0,0,7,3,0,0,0,0,14,3,21,15,77,34,13,13,19,3,190,106,213,305,559,372,365,341,284,159,2695,1983,4207,4504,8085,4521,4307,3436,2009,978,34021
3000,10,110,125,599,513,366,137,44,6,1911,97,533,439,1942,812,624,261,40,10,4755,0,0,10,93,39,69,74,19,24,326,5,40,72,256,329,487,647,250,70,2157,6,9,33,80,60,45,26,6,3,272,16,237,289,921,575,372,257,86,17,2768,0,0,0,7,23,57,69,59,7,228,3,34,24,164,34,52,39,11,4,354,13,20,210,872,21,11,6,5,0,1155,21,78,112,389,187,70,15,4,0,874,0,0,0,5,4,3,5,0,0,26,0,0,0,15,21,11,4,3,0,59,13,139,124,413,271,391,357,100,28,1829,7,64,79,323,94,73,18,4,4,664,0,12,33,98,104,116,134,62,13,573,0,33,96,259,217,159,76,32,3,880,57,284,484,1922,1139,1306,1134,615,205,7151,3336,7148,7410,19217,12066,12157,9760,4668,1639,77410,45463,101743,82394,174777,107849,109690,86428,37823,11986,758150
3001,47,451,908,2707,1953,1278,506,297,73,8213,186,1411,2400,8241,3857,2719,1085,280,69,20244,4,29,66,971,358,650,404,232,242,2950,38,437,511,2147,2212,2265,2097,1250,450,11409,88,399,1066,1721,596,535,260,72,11,4755,143,1657,3447,7787,4415,2398,1368,499,161,21865,3,3,19,271,308,396,323,201,61,1584,55,537,649,2745,1166,964,594,252,99,7066,162,401,1689,6520,1055,1311,640,133,22,11926,94,633,899,2693,615,301,126,15,5,5379,0,5,34,159,146,145,95,51,6,637,6,36,75,387,205,87,43,16,6,851,195,1087,1191,3030,1298,1002,719,163,60,8752,102,559,1321,6401,3556,2852,1165,460,193,16612,20,142,212,642,592,435,420,211,91,2768,4,144,577,1827,993,731,242,71,19,4586,879,4904,8474,27280,10553,7771,5169,2647,1022,68703,7143,12442,16608,39570,17577,14782,11558,7441,5159,132268,143394,285792,308355,643649,288034,233938,169059,83480,37014,2192720
3002,0,8,13,29,32,23,9,3,0,106,10,40,32,151,93,97,49,9,0,473,0,0,0,3,3,0,3,7,3,21,0,4,7,22,30,43,92,57,13,284,0,3,0,8,5,0,0,0,0,25,0,39,36,101,47,51,27,16,6,318,0,0,0,0,0,8,10,0,0,20,3,5,0,29,11,5,3,3,0,66,3,0,48,161,0,0,0,0,0,213,3,13,13,42,20,4,0,0,0,91,0,0,0,0,0,0,0,0,0,5,0,0,0,19,15,3,4,0,0,45,0,16,13,35,15,22,19,16,3,133,3,5,12,37,21,10,0,0,0,93,0,0,3,12,7,9,16,12,0,58,0,5,4,20,13,5,10,3,0,53,9,20,28,139,78,71,117,76,22,557,195,383,484,975,584,716,704,479,204,4734,3782,8683,7983,14959,8579,9124,8655,5277,2012,69061
3003,26,282,363,740,413,256,92,27,3,2200,16,143,173,681,348,283,86,14,5,1751,0,0,0,58,19,40,20,11,6,151,3,16,20,156,146,143,120,47,12,652,0,11,17,31,36,17,11,0,3,124,4,59,87,238,157,81,50,19,0,693,0,0,0,7,11,13,16,11,3,64,0,17,21,75,29,31,24,10,3,218,0,10,26,245,9,10,0,0,0,300,15,63,100,275,106,37,16,4,0,611,0,0,0,0,0,0,0,0,0,10,0,4,0,14,18,4,0,0,0,44,3,43,60,188,90,91,60,20,6,567,3,26,30,124,50,16,10,7,0,258,0,6,12,60,39,35,27,6,5,189,0,10,21,72,36,35,10,0,0,187,27,154,270,1380,695,591,402,190,59,3771,756,1480,1654,4223,2166,1741,1164,632,274,14086,9441,20077,17574,41241,21114,17335,11474,4746,1778,144787
3004,0,3,0,9,8,0,0,0,0,23,3,37,40,81,42,8,0,0,0,216,0,0,0,3,0,0,0,0,0,3,0,3,0,6,8,4,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,13,35,62,37,12,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,0,0,0,0,19,0,0,7,12,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,3,4,3,0,0,35,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,3,11,25,17,3,0,0,0,55,3,17,13,73,25,16,7,3,0,157,145,234,229,580,305,173,52,32,11,1759,1296,2279,1806,4362,1845,1232,466,180,55,13532
3005,0,6,8,34,20,8,3,0,0,89,24,146,98,322,130,57,22,6,0,805,0,0,0,4,0,15,3,4,0,27,4,6,11,43,35,43,26,8,0,172,0,3,3,8,5,9,3,0,0,28,0,99,102,199,129,39,15,3,0,595,0,0,0,4,7,3,3,6,0,16,0,11,0,32,12,8,0,0,0,66,0,0,0,6,0,0,0,0,0,9,3,11,6,54,7,9,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,20,4,44,31,13,5,4,0,127,0,0,0,13,5,5,0,0,0,22,0,4,5,8,4,7,4,0,0,35,4,9,3,32,33,16,0,0,0,92,7,47,31,200,91,68,46,20,11,523,213,355,417,989,504,404,186,114,31,3218,3433,6673,5768,13063,6268,4664,2430,1165,411,43871
3006,5,37,98,355,324,196,64,36,7,1130,62,245,463,1775,896,667,290,72,20,4476,0,21,23,268,106,225,187,116,79,1027,10,140,147,540,596,650,861,527,216,3676,10,62,145,268,147,171,81,31,6,923,43,498,1001,2339,1346,946,554,246,63,7027,0,0,11,73,121,156,146,114,29,646,7,49,50,232,89,103,93,34,7,659,21,52,212,778,164,141,105,22,9,1504,51,133,219,870,238,133,29,5,3,1674,3,0,11,46,68,45,38,17,4,231,3,4,13,100,130,57,58,22,6,397,75,293,344,812,405,407,300,81,38,2761,12,52,113,389,135,87,56,13,3,854,5,53,61,253,209,157,186,103,46,1079,0,21,89,383,180,153,87,21,3,932,161,751,1638,6202,2191,2068,1762,1128,440,16335,2286,4353,5632,13077,6484,6118,5354,3383,2130,48813,36589,75502,78115,166791,83415,73790,62313,33109,14645,624264
3007,0,3,0,9,9,11,4,0,0,38,0,6,9,37,25,30,13,5,0,118,0,0,0,0,0,0,0,3,0,4,0,3,0,13,8,4,20,5,8,66,0,0,0,4,3,0,3,0,0,14,0,3,9,17,16,5,0,4,0,70,0,0,0,0,0,0,3,0,0,6,0,3,5,10,3,3,4,0,0,21,0,0,0,4,0,0,0,0,0,12,0,0,6,7,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,3,6,10,3,0,50,0,3,0,19,3,0,0,0,0,26,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,4,0,0,0,22,3,3,5,33,20,23,18,12,6,124,86,149,127,328,199,212,242,212,188,1747,1308,2858,2431,4605,2610,2655,2365,1471,676,20966
3008,0,0,4,19,22,14,4,0,0,70,0,20,24,94,54,71,36,8,0,314,0,0,0,3,3,6,8,4,4,32,0,0,3,21,46,65,107,79,21,338,0,0,0,10,8,5,5,0,0,32,0,21,21,78,63,48,39,18,3,287,0,0,0,0,8,5,8,8,0,25,4,9,3,24,9,11,8,9,3,71,0,0,4,18,0,0,0,0,0,27,0,5,4,29,20,6,0,0,0,75,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,5,7,30,19,20,32,7,6,133,0,3,0,17,7,0,7,0,0,32,0,3,4,14,19,11,29,17,3,90,0,0,3,19,14,14,0,3,0,48,3,27,15,121,101,118,185,120,52,747,154,388,375,756,527,646,723,402,179,4160,2506,6250,5034,9845,6341,7420,8467,4703,1511,52073
3009,0,0,0,3,4,0,0,0,0,12,3,18,24,51,16,17,9,0,0,137,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,6,7,0,3,30,0,0,0,0,0,0,0,0,0,5,0,0,5,13,8,8,7,0,0,40,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,5,4,0,16,0,3,0,4,3,0,0,0,0,15,0,0,0,0,0,3,0,4,0,8,0,0,0,3,3,0,0,0,0,5,0,0,3,13,7,4,5,7,0,40,33,60,79,162,90,67,77,57,25,645,744,1484,1346,2475,1167,1192,1005,600,268,10289
