SUA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
3002,231,25,8,27,255,99,0,359,0,0,0,0,0,0,0,0,0,0,3,3,1066,198,18,17,1299,52,15,62,1365,159,3,1531,252,36,3,6,296,6,0,6,298,17,0,316,286,57,3,0,349,3,0,3,355,40,0,396,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,7,0,0,0,7,0,0,10,554,91,3,7,654,13,0,11,666,65,3,732,10,3,0,0,15,7,0,7,21,0,0,18,15,3,0,0,17,0,3,5,23,0,0,23,28,8,0,0,31,10,3,6,42,0,0,44,578,93,3,7,686,15,5,21,708,65,3,775,139,25,9,3,175,12,3,12,188,62,0,244,0,0,0,0,3,0,0,0,3,0,0,7,718,121,10,12,864,30,8,36,901,124,7,1025,409,49,3,3,467,7,4,14,481,34,0,515,362,62,9,0,433,9,4,15,449,36,0,480
3003,497,34,7,38,534,147,4,689,3,0,0,3,3,0,0,0,3,7,15,26,2551,375,64,50,3045,112,29,138,3182,320,29,3530,691,93,13,6,796,9,0,15,808,43,0,851,598,94,21,6,725,11,0,11,733,42,3,778,21,0,3,0,28,0,0,0,28,0,0,27,9,0,0,11,22,0,0,0,22,3,0,26,1320,194,34,26,1570,25,0,25,1592,89,3,1686,16,4,0,0,15,7,0,7,25,9,0,31,28,4,0,0,28,3,3,9,39,9,0,44,37,10,0,3,45,8,3,10,62,16,0,77,1358,195,34,27,1618,34,3,34,1654,105,3,1760,215,27,4,11,264,23,6,25,288,105,0,394,3,0,0,0,3,0,0,0,3,3,11,14,1576,225,42,39,1886,52,12,66,1945,206,12,2171,985,95,15,10,1101,31,5,34,1138,60,4,1198,681,138,17,10,842,17,0,20,860,57,3,918
3004,63,0,0,0,63,4,0,62,0,0,0,0,0,0,0,0,0,0,3,4,346,37,14,11,400,3,0,8,407,19,3,430,72,3,0,0,75,0,0,0,79,0,0,79,101,5,5,3,115,0,0,0,117,3,0,121,0,0,3,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,180,12,7,3,203,4,0,4,202,3,0,210,8,0,0,0,8,0,0,0,4,0,0,4,4,0,0,0,5,0,0,0,5,0,0,7,10,0,0,0,12,0,0,0,10,0,0,14,190,14,7,3,211,0,0,0,217,4,0,216,30,3,0,0,28,0,0,0,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,219,11,10,3,244,3,0,3,248,6,0,257,87,4,3,0,93,3,0,3,98,0,0,99,94,8,4,3,107,5,0,5,112,3,0,110
3005,257,26,0,26,284,34,0,319,0,0,0,0,0,0,0,0,0,0,7,6,1070,64,36,30,1202,75,3,78,1278,54,12,1341,236,11,4,0,253,3,0,3,262,4,0,262,275,16,8,0,301,12,0,12,315,11,0,321,8,0,3,0,13,0,0,0,13,0,0,13,0,0,0,4,3,0,0,0,3,0,0,3,522,29,14,4,570,16,0,16,589,12,0,596,18,0,0,0,18,6,0,6,26,0,0,26,25,3,0,0,24,4,0,4,26,0,0,31,35,3,3,0,40,7,0,7,55,0,0,50,561,32,21,4,616,26,0,26,637,14,0,649,125,6,3,10,153,15,0,12,166,25,0,191,0,0,0,0,0,0,0,0,0,0,7,7,684,45,20,11,765,35,0,37,806,36,7,847,291,14,7,3,309,7,0,14,321,15,0,337,318,23,5,0,347,17,0,18,369,11,0,379
3006,2484,103,21,123,2602,460,3,3069,21,7,0,12,33,3,0,3,32,5,39,72,11266,1684,211,188,13347,353,73,423,13774,959,52,14787,2537,374,41,25,2977,58,20,69,3051,145,5,3196,2929,441,38,22,3437,58,7,61,3501,129,3,3631,78,28,27,0,133,0,0,0,135,5,0,140,33,7,3,46,92,7,0,7,94,7,4,103,5583,851,104,99,6637,113,23,138,6777,288,14,7074,82,18,0,6,105,26,0,25,133,13,0,141,131,32,0,0,164,13,3,13,178,13,0,194,215,47,3,8,271,41,3,41,311,26,0,340,5795,898,109,104,6905,157,25,181,7087,315,14,7413,1196,194,35,38,1452,54,4,55,1512,309,3,1823,13,0,0,7,13,0,0,0,14,3,19,36,6999,1091,141,146,8372,207,29,242,8618,619,34,9273,3783,474,55,25,4345,76,24,101,4443,231,3,4675,3584,595,58,29,4268,92,10,106,4368,197,0,4561
3007,98,8,0,8,108,47,0,156,0,0,0,0,0,0,0,0,0,0,0,3,349,48,11,16,430,20,4,23,449,73,0,519,70,10,0,0,79,7,0,7,86,4,0,91,109,12,5,0,129,0,0,0,129,9,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,3,182,23,3,5,212,7,0,7,214,14,0,228,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,4,0,0,3,5,0,0,5,7,0,0,0,7,0,0,3,12,3,0,12,184,23,3,5,216,6,0,10,227,12,0,244,38,14,0,0,55,5,0,5,63,25,0,85,0,0,0,0,0,0,0,0,0,0,0,0,229,41,6,5,279,13,0,14,290,37,0,328,91,8,0,0,94,3,0,3,102,15,0,110,100,22,0,0,130,0,0,0,130,8,0,139
3008,146,12,4,13,164,87,3,256,0,0,0,3,3,0,0,0,3,0,7,5,646,165,22,17,855,51,15,68,918,171,10,1102,172,29,6,0,207,9,4,15,223,13,0,237,171,35,6,3,222,8,0,10,229,25,0,256,3,0,0,0,6,0,0,0,6,0,0,11,3,0,0,3,4,0,0,0,4,0,0,4,351,68,11,7,436,18,3,25,464,39,0,508,4,4,0,0,8,8,0,8,17,5,0,18,5,0,4,0,8,4,0,3,17,0,0,19,8,3,3,0,17,9,0,9,28,4,0,34,362,72,13,7,453,27,7,35,489,48,0,537,58,27,0,0,89,3,4,5,96,54,0,147,0,0,0,0,0,0,0,0,0,0,0,4,422,103,14,9,550,31,9,42,590,102,3,696,229,43,8,4,275,14,3,20,295,16,0,308,225,33,7,3,273,17,4,23,298,34,0,325
3009,66,3,0,3,67,11,0,77,0,0,0,0,0,0,0,0,0,0,0,0,213,27,4,8,251,3,0,3,249,18,0,271,45,5,0,0,50,0,0,0,50,3,0,50,46,3,4,0,55,0,0,4,57,4,0,60,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,99,7,4,4,113,0,0,4,112,11,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,7,4,4,110,0,0,4,112,11,0,120,29,3,0,4,36,4,0,3,40,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,124,11,6,3,147,3,0,7,152,19,0,169,52,3,0,0,58,0,0,0,58,0,0,57,60,8,3,0,69,0,0,0,69,3,0,75
3010,333,26,0,26,359,46,0,403,0,0,0,0,4,0,0,0,4,0,4,4,1540,140,37,35,1748,77,6,91,1838,108,8,1954,339,22,5,3,369,15,3,13,391,14,0,404,410,37,8,8,465,16,0,18,483,14,0,494,10,0,5,0,15,0,0,0,17,0,0,19,3,0,0,6,13,0,0,0,13,0,0,13,766,64,15,14,866,30,3,35,897,26,0,924,23,5,0,0,25,6,0,6,33,3,0,31,17,0,0,4,20,7,4,11,28,0,0,33,41,7,0,4,43,12,4,13,61,5,0,66,808,69,15,19,911,39,9,52,955,30,0,990,150,11,3,3,165,11,0,11,179,29,0,204,0,0,0,0,0,0,0,0,0,0,3,3,958,80,19,22,1079,55,9,62,1139,56,3,1200,482,40,14,3,540,15,3,22,562,12,0,570,505,39,9,11,561,23,0,23,584,16,0,594
3011,103,13,0,13,121,80,0,198,0,0,0,0,0,0,0,0,0,0,0,0,389,59,12,11,470,31,0,29,500,109,0,608,85,13,0,0,100,3,0,3,107,15,0,116,108,16,0,6,128,6,0,6,135,15,0,145,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,196,35,0,7,243,7,0,7,248,22,0,269,3,0,0,0,3,6,0,6,8,0,0,11,4,0,0,0,4,0,0,0,3,0,0,8,11,0,0,0,11,6,0,6,10,0,0,14,211,35,0,7,247,8,0,8,261,24,0,288,54,12,0,0,68,10,0,11,75,43,0,124,0,0,0,0,0,0,0,0,0,0,3,3,265,43,3,6,311,24,0,21,336,70,3,411,112,18,0,3,137,3,3,6,139,7,0,147,130,25,0,0,162,3,0,3,165,23,0,185
3012,94,8,0,8,106,17,0,117,0,0,0,0,0,0,0,0,0,0,3,4,423,18,8,11,463,20,0,21,489,24,3,512,102,3,0,3,103,0,0,0,104,3,0,112,80,4,0,0,83,0,0,0,85,0,0,91,3,0,3,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,180,10,3,6,201,4,0,4,205,9,0,212,6,0,0,0,5,3,0,3,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,12,0,3,0,9,3,0,3,15,0,0,15,194,10,3,9,210,3,0,3,217,9,0,224,35,0,0,3,39,3,0,3,41,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,232,10,8,8,257,9,0,9,262,11,0,278,134,6,4,0,147,4,0,4,144,0,0,152,85,3,0,3,93,0,0,0,93,0,0,95
3013,295,17,3,24,324,70,0,394,0,0,0,0,0,0,0,0,0,0,3,5,1408,132,32,26,1593,72,13,83,1673,135,11,1819,382,20,6,5,418,19,3,18,440,26,0,466,372,43,7,3,421,12,3,14,432,12,0,449,11,0,0,0,13,0,0,0,16,0,0,16,0,0,0,3,8,0,0,0,8,3,0,5,769,63,12,12,853,36,7,35,892,43,0,934,9,0,0,0,9,3,0,3,11,3,0,11,16,0,0,0,17,3,0,3,21,4,0,27,20,0,0,0,24,10,0,10,30,5,0,37,787,67,16,12,878,44,7,43,921,46,0,971,128,23,7,0,161,6,3,9,168,51,0,215,0,0,0,0,0,0,0,0,0,0,0,0,915,88,20,13,1035,49,8,57,1093,93,0,1190,513,32,5,4,555,19,0,23,573,28,0,600,423,45,7,3,487,22,3,24,506,16,0,524
3014,1213,45,9,52,1271,226,3,1498,11,3,0,15,20,0,0,0,20,0,9,35,6053,944,142,104,7248,177,35,213,7456,508,21,7980,1297,176,22,12,1501,22,6,34,1534,79,0,1610,1731,300,38,17,2086,45,3,49,2131,109,0,2246,32,4,9,0,52,0,0,0,52,3,0,54,17,3,0,13,36,3,0,3,39,5,3,44,3073,486,70,42,3667,71,9,83,3747,196,4,3954,40,8,0,0,56,11,0,9,68,13,0,77,72,12,0,3,87,10,3,11,96,7,0,102,115,19,0,3,142,23,3,28,166,18,0,185,3190,507,71,42,3810,89,17,105,3916,216,4,4132,537,111,20,15,681,29,12,36,715,141,5,859,3,0,0,6,14,0,0,0,14,3,7,28,3731,611,90,67,4498,118,26,142,4641,362,20,5017,1831,247,24,13,2118,39,12,51,2167,90,0,2262,2067,362,45,27,2496,56,3,59,2562,103,0,2661
3015,609,28,9,32,643,124,0,774,3,0,0,0,3,0,0,0,3,0,0,7,2809,311,63,34,3213,78,22,105,3319,251,8,3576,670,71,3,5,751,18,9,21,775,36,0,806,758,85,7,7,859,8,3,12,871,30,0,908,22,0,11,0,34,0,0,0,34,0,0,35,10,0,0,3,15,0,0,0,19,0,0,21,1467,156,28,10,1659,27,10,35,1698,70,0,1769,22,7,0,0,27,0,0,0,24,5,0,32,33,8,0,0,41,4,3,5,46,7,0,48,53,13,0,0,66,6,3,8,70,4,0,82,1519,170,25,16,1730,35,13,43,1775,71,0,1850,259,50,8,0,321,20,3,24,338,74,0,414,0,0,0,0,0,0,0,0,0,0,7,7,1778,220,35,15,2049,49,12,63,2119,150,8,2268,927,71,10,8,1024,26,9,36,1058,50,0,1107,919,119,14,10,1054,8,4,15,1067,47,0,1116
3016,654,52,12,60,714,185,0,899,0,0,0,0,0,0,0,0,0,3,3,8,3155,404,71,59,3688,160,29,189,3879,359,17,4251,883,92,8,6,997,33,0,37,1029,57,3,1087,737,98,20,8,859,21,0,23,884,38,0,917,22,9,3,0,34,0,0,0,34,7,0,37,8,0,0,8,22,0,0,0,19,0,0,25,1652,196,35,25,1904,60,5,62,1967,97,3,2067,33,5,0,3,46,18,0,24,62,0,0,63,39,3,0,4,48,10,0,9,58,5,0,60,71,12,0,7,90,27,3,28,118,7,0,129,1726,209,35,28,1996,84,6,90,2090,104,3,2196,281,40,15,7,335,23,4,29,370,116,4,486,5,0,0,0,5,0,0,0,5,0,16,16,2004,247,43,36,2342,114,9,124,2462,219,17,2699,1228,119,31,10,1384,54,11,67,1453,69,3,1519,915,113,28,9,1063,31,3,35,1094,68,0,1158
3017,76,0,0,0,76,30,0,108,0,0,0,0,0,0,0,0,0,0,0,3,261,50,10,8,326,9,0,9,329,39,0,372,67,8,0,0,75,0,0,0,79,3,0,80,76,7,0,0,84,0,0,0,89,5,0,93,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,145,16,0,0,167,3,0,3,167,12,0,180,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,7,0,0,9,8,0,0,0,7,0,0,0,7,0,0,13,154,15,0,0,171,3,0,4,173,10,0,186,34,8,0,0,40,0,0,0,44,19,0,63,0,0,0,0,0,0,0,0,0,0,0,3,185,26,0,5,211,3,0,6,221,31,0,253,101,15,0,0,112,0,0,0,110,6,0,118,95,19,0,3,122,3,0,3,119,4,0,123
3018,57,4,0,4,61,10,0,67,0,0,0,0,0,0,0,0,0,0,0,0,310,35,12,8,364,10,0,10,371,25,0,402,82,8,3,0,93,8,0,8,99,5,0,103,94,10,4,0,107,0,0,0,107,8,0,118,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,181,18,11,0,202,8,0,8,209,17,0,221,3,0,0,0,3,4,0,4,3,0,0,3,6,0,0,0,6,4,3,3,7,0,0,7,9,0,0,0,9,5,3,9,15,0,0,15,188,18,11,0,211,8,3,15,226,17,0,239,33,0,0,0,36,0,0,0,36,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,217,23,11,0,246,8,3,15,260,19,0,276,103,5,4,0,116,0,0,3,124,6,0,131,127,11,3,0,144,0,0,0,151,15,0,158
4000,995,39,18,54,1049,259,0,1309,12,3,0,0,14,0,0,0,14,0,32,46,5020,723,141,90,5974,135,35,171,6144,502,41,6686,1062,98,12,3,1179,12,6,22,1199,63,0,1259,1588,231,25,19,1867,22,3,27,1894,83,3,1978,47,5,19,0,76,0,0,0,76,3,0,78,19,0,4,32,52,0,0,0,52,6,0,66,2714,342,60,57,3170,34,5,44,3220,159,3,3381,27,8,3,0,34,16,3,18,52,6,0,64,46,3,0,0,47,0,0,0,47,0,0,50,67,8,3,0,82,20,3,22,100,13,0,114,2783,351,61,62,3256,57,7,66,3319,168,3,3490,429,84,17,10,545,15,6,22,568,185,3,753,12,3,0,0,13,0,0,0,13,0,15,27,3223,440,81,68,3812,72,14,90,3902,348,23,4276,1484,155,21,12,1683,25,4,24,1707,86,0,1790,1906,309,35,19,2268,35,10,42,2312,124,8,2440
4001,4887,279,70,348,5237,1466,14,6708,26,9,0,18,57,3,0,3,61,5,59,123,22108,3372,386,373,26236,962,192,1151,27396,2463,99,29957,4539,590,63,31,5232,135,30,163,5392,308,4,5701,6604,915,79,41,7631,146,34,180,7810,300,3,8119,170,20,51,3,239,8,0,6,249,18,0,266,56,7,0,53,116,3,3,9,120,19,0,146,11370,1528,190,126,13215,291,67,352,13573,642,8,14224,156,41,7,3,215,50,5,55,273,20,0,287,242,47,4,13,304,36,8,38,343,25,0,371,398,92,15,16,522,83,12,100,620,44,0,665,11775,1621,206,138,13741,372,75,455,14190,686,8,14891,2303,437,61,68,2873,151,49,200,3070,944,11,4025,14,3,0,6,32,3,0,3,36,0,34,68,14095,2062,265,218,16640,534,126,655,17294,1632,56,18975,7106,899,102,39,8139,224,35,258,8400,466,4,8868,8482,1319,157,81,10040,190,33,223,10265,461,10,10736
4002,123,8,0,8,126,27,0,157,0,0,0,0,3,0,0,0,3,0,0,3,588,82,15,16,700,15,0,20,715,40,0,756,137,9,5,0,152,4,0,4,154,3,0,162,192,12,3,3,213,3,0,3,214,8,0,223,9,3,0,0,10,0,0,0,10,0,0,10,3,0,0,3,7,0,0,0,7,0,0,7,339,20,6,7,376,6,0,6,382,8,0,396,6,0,0,0,6,0,0,0,8,0,0,10,5,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,12,0,0,0,9,0,0,13,348,23,6,7,387,4,0,4,398,11,0,408,54,14,0,0,67,3,0,3,70,15,0,87,0,3,0,0,6,0,0,0,6,0,0,6,405,39,7,6,457,7,0,7,472,24,0,495,195,11,0,0,206,0,0,0,212,3,0,213,228,22,0,0,252,5,0,5,260,6,0,269
4003,60,0,0,0,60,36,0,102,0,0,0,0,0,0,0,0,0,0,0,0,236,43,8,4,292,9,0,9,304,44,0,352,59,0,0,0,63,0,0,0,66,8,0,69,67,9,0,0,72,0,0,0,77,3,0,79,0,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,129,12,3,0,145,3,0,3,153,7,0,160,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,5,0,0,0,3,0,0,7,132,13,6,0,150,3,0,3,158,10,0,166,28,6,0,0,40,0,0,0,40,5,0,45,0,0,0,0,0,0,0,0,0,0,0,5,164,21,3,0,191,3,0,3,199,14,0,217,100,6,0,0,104,8,0,8,109,5,0,121,98,9,3,0,114,0,0,0,119,3,0,122
4004,31,5,0,5,38,20,0,57,0,0,0,0,0,0,0,0,0,0,4,6,187,28,3,6,225,10,0,11,238,36,3,276,37,11,5,0,51,0,0,0,52,3,0,52,53,0,0,0,51,7,0,7,59,3,0,65,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,82,13,3,3,106,5,0,5,117,11,0,122,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,4,3,0,7,5,0,0,6,89,13,3,3,107,10,0,12,120,8,0,131,13,3,0,3,18,3,0,3,16,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,101,16,3,4,127,11,0,15,138,17,0,162,56,7,0,0,59,3,0,5,72,5,0,76,68,4,0,3,78,0,0,0,81,3,0,77
4005,49,5,0,5,56,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,267,40,14,4,326,9,0,9,333,19,0,356,59,5,0,0,66,3,0,3,68,3,0,71,105,17,0,0,128,3,0,3,132,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,31,3,3,197,8,0,8,204,3,0,208,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,6,0,0,4,169,28,3,3,202,8,0,5,210,3,0,213,12,3,3,0,19,0,0,0,19,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,186,35,7,3,223,8,0,5,230,11,0,237,73,6,0,0,83,0,0,0,83,4,0,85,145,19,3,0,164,0,0,0,169,5,0,170
4006,56,0,0,3,61,27,0,85,0,0,0,0,0,0,0,0,0,0,0,3,204,27,9,0,240,7,0,8,250,42,0,291,30,6,0,0,33,0,0,0,35,0,0,36,71,6,0,0,76,0,0,0,81,0,0,82,5,0,3,0,7,0,0,0,7,0,0,11,3,0,0,3,4,0,0,0,4,0,0,4,104,13,0,3,123,3,0,3,127,0,0,128,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,8,0,0,10,109,13,0,3,131,3,0,3,132,3,0,139,23,3,0,0,26,7,0,3,30,22,0,49,0,0,0,0,0,0,0,0,0,0,0,0,130,14,0,4,159,7,0,13,165,22,0,187,68,7,0,0,78,5,0,6,81,3,0,90,95,5,0,0,100,0,0,0,102,10,0,109
4007,65,0,0,0,69,29,0,92,3,0,0,0,3,0,0,0,3,0,0,4,265,66,16,10,356,9,0,9,368,57,0,425,48,8,0,0,55,0,0,0,53,11,0,68,88,28,3,0,124,3,0,3,130,12,0,140,0,0,3,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,141,39,6,0,180,3,3,3,187,18,0,209,0,4,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,4,7,4,0,0,8,0,0,0,7,0,0,11,141,42,6,0,187,4,3,5,199,19,0,220,13,12,0,0,30,0,0,0,30,22,0,48,3,0,0,0,3,0,0,0,3,0,0,4,158,51,6,0,215,4,3,5,226,47,0,271,77,11,0,0,93,3,4,4,101,3,0,102,103,33,9,0,141,12,0,12,154,15,0,165
