SUA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
1010,10,0,1139,42,64,3,0,66,0,111,0,13,26,0,40,0,40,0,0,0,0,0,0,4,41,78,34,0,107,0,153,0,0,0,0,0,0,0,1168,90,34,3,121,0,1287,220,4,0,0,4,0,221,14,14,4,0,16,0,31,0,6,19,0,22,0,25,0,0,0,0,0,0,0,16,22,20,0,43,0,56,0,0,0,0,0,0,0,236,29,20,0,47,0,284,70,0,0,0,0,0,70,0,6,0,0,6,0,13,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,10,3,0,15,0,15,0,0,0,0,0,0,0,68,10,3,0,15,0,85,8326,142,0,3,145,19,8485,270,733,50,4,782,0,1051,8,83,178,0,260,0,268,3,7,0,7,10,0,14,278,819,227,7,1052,0,1331,13,3,0,0,3,17,31,8618,962,227,16,1197,34,9847
1011,3,8,610,9,32,0,0,34,0,41,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,38,4,0,39,0,50,3,0,0,0,0,0,3,615,43,4,0,45,8,659,108,0,0,0,0,0,111,0,8,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,14,0,0,0,0,0,0,0,115,8,0,0,11,0,120,22,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,26,0,0,0,4,0,28,4946,50,0,0,50,10,5011,106,400,7,4,410,0,513,0,28,12,0,37,0,41,0,4,0,0,4,0,4,104,427,19,4,450,0,556,18,0,0,0,0,0,18,5068,485,19,4,505,10,5582
1012,4,0,287,3,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,14,0,0,0,0,0,0,0,294,9,0,0,9,0,302,58,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,4,0,60,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,1739,19,0,0,19,12,1769,26,48,0,0,48,0,81,3,3,5,0,5,0,12,0,0,0,0,0,0,0,31,53,5,0,54,0,88,3,0,0,0,0,0,4,1775,68,5,0,74,11,1864
1013,8,0,369,8,12,0,0,12,0,23,0,0,3,0,5,0,5,0,0,0,0,0,0,0,8,15,3,0,15,0,29,0,0,0,0,0,0,4,380,19,7,0,22,0,399,69,0,0,0,0,0,69,6,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,6,0,0,0,0,0,0,0,73,3,3,0,3,0,77,25,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,26,0,0,0,4,0,26,2933,35,3,6,45,0,2983,70,141,8,0,146,0,218,0,25,9,0,39,0,39,0,0,0,0,0,0,0,70,167,24,0,190,0,261,10,0,3,0,3,3,14,3012,202,31,9,239,3,3253
1014,3,0,331,5,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,16,0,0,0,0,0,0,3,339,8,0,0,8,0,346,53,0,0,0,0,0,53,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,53,4,0,0,4,0,59,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,2348,29,0,0,29,0,2381,42,59,3,0,64,0,107,0,3,0,0,3,0,3,0,0,0,0,0,0,0,42,62,3,0,65,0,111,4,0,0,0,0,4,10,2406,95,3,0,98,3,2505
1015,12,0,284,6,84,6,0,90,0,105,0,11,9,5,21,0,21,0,0,0,0,0,0,0,11,93,15,4,113,0,122,0,0,0,0,0,0,0,280,109,15,4,128,0,406,37,6,0,0,6,0,43,0,12,0,0,12,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,17,0,20,0,0,0,0,0,0,0,39,24,3,0,22,0,60,5,0,0,0,0,0,5,5,3,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,6,0,8,0,0,0,0,0,0,0,9,3,0,0,6,0,19,2143,146,3,0,148,3,2290,111,645,47,0,695,0,807,3,86,65,8,158,0,156,3,8,0,16,25,0,25,117,733,120,20,871,0,989,5,0,0,0,0,3,5,2261,879,121,20,1020,10,3284
1016,0,0,262,3,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,11,0,0,0,0,0,0,0,265,3,0,0,3,0,268,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,41,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,1651,19,0,0,19,3,1676,26,34,0,0,34,0,66,0,3,4,0,3,0,3,0,0,0,0,0,0,0,26,35,4,0,38,0,66,3,0,0,0,0,0,10,1683,56,4,0,61,9,1752
1017,6,4,434,16,14,3,0,20,0,34,0,0,3,0,3,0,3,0,0,0,0,0,0,0,16,14,5,0,19,0,36,0,0,0,0,0,0,0,436,25,5,0,30,5,475,105,0,0,0,0,0,109,6,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12,0,0,0,0,0,0,0,116,4,0,0,6,0,116,19,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,3,0,0,3,0,25,3281,61,4,0,68,5,3348,109,162,14,5,177,0,285,0,7,17,0,21,0,22,0,3,0,0,3,0,7,113,172,24,5,203,0,312,4,0,0,0,0,4,16,3395,230,35,5,268,14,3675
1018,3,0,209,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,207,4,0,0,4,0,213,51,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,51,0,0,0,0,0,52,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,1442,21,3,3,27,0,1470,34,53,0,3,53,0,93,7,3,10,0,14,0,19,0,0,0,0,0,0,0,40,57,14,3,68,0,110,0,0,0,0,0,12,12,1489,77,12,3,97,15,1591
1019,4,0,453,14,22,0,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,20,0,33,0,0,0,0,0,4,4,465,25,0,0,25,4,491,133,0,0,0,0,0,138,3,9,0,0,9,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,3,8,12,0,0,12,0,21,0,0,0,0,0,0,3,139,18,0,0,18,0,159,64,0,0,0,0,0,64,4,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,9,0,0,0,0,0,0,0,69,8,0,0,8,0,73,3195,48,0,0,48,3,3244,92,146,5,0,149,0,239,0,11,9,0,20,0,23,5,0,0,0,0,0,7,98,160,12,0,170,0,271,9,0,0,0,0,15,22,3300,203,12,0,219,19,3533
1020,0,0,171,7,5,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,0,12,0,0,0,0,0,0,0,177,5,0,0,5,0,184,26,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,3,0,29,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1908,14,0,0,14,0,1916,32,60,7,0,64,0,89,0,3,5,0,8,0,8,0,0,0,0,0,0,0,32,61,14,0,71,0,100,3,0,0,0,0,13,9,1941,71,14,0,83,13,2033
1021,0,0,192,3,10,0,0,10,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,18,0,0,18,0,16,0,0,0,0,0,0,0,193,18,0,0,18,0,211,43,0,0,0,0,0,43,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,41,3,0,0,3,0,45,5,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,6,1843,15,0,0,15,0,1854,43,113,0,0,113,0,159,0,14,0,0,14,0,15,0,0,0,0,0,0,0,42,131,0,0,131,0,175,0,0,0,0,0,6,6,1888,145,0,0,145,6,2041
1022,6,0,469,12,12,0,0,12,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,12,0,0,17,0,28,0,0,0,0,0,4,3,473,20,0,3,20,4,498,140,3,0,0,3,0,142,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,6,0,0,0,0,0,0,0,138,8,0,0,8,0,148,48,0,0,0,0,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,46,0,0,0,0,0,50,3100,54,0,3,52,3,3161,105,127,0,0,130,0,235,0,4,6,0,8,0,13,0,0,0,3,3,0,3,109,135,6,3,139,0,251,4,0,0,0,0,10,18,3221,184,4,3,192,13,3424
1023,124,10,8565,194,342,25,6,366,0,564,3,41,27,0,66,0,71,0,0,0,0,0,0,0,197,379,52,6,433,0,631,13,0,0,0,0,10,22,8642,501,52,7,558,19,9219,2967,44,0,3,43,0,3012,62,148,15,0,161,0,226,0,11,10,0,24,0,24,0,0,0,0,0,0,0,67,157,32,0,186,0,255,3,0,0,0,0,3,3,3034,198,32,3,228,6,3267,1343,18,0,0,18,0,1364,29,73,10,0,78,0,114,0,13,6,0,21,0,21,3,0,0,0,0,0,3,30,82,14,0,98,0,136,0,0,0,0,0,0,0,1377,99,14,0,117,3,1500,66332,1220,14,15,1252,96,67677,1811,3563,184,14,3761,3,5577,51,334,211,3,548,0,600,17,38,3,0,35,0,56,1882,3937,393,16,4346,3,6232,81,5,0,3,3,77,166,68289,5161,407,39,5607,176,74076
1024,4,0,591,16,8,0,0,10,0,29,0,0,7,0,8,0,8,0,0,0,0,0,0,0,16,10,6,0,20,0,34,3,0,0,0,0,0,5,604,19,6,0,21,0,628,138,3,0,0,3,3,142,5,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,9,0,10,0,0,0,0,0,0,0,141,10,0,0,8,3,155,41,0,0,0,0,0,44,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,41,9,0,0,9,0,47,4690,48,0,0,48,15,4755,137,182,7,0,184,0,325,0,23,12,0,34,0,38,0,0,0,0,0,0,0,141,200,21,0,219,0,359,7,9,0,0,9,6,16,4837,253,21,0,278,25,5129
1025,16,3,702,18,31,3,0,33,0,46,3,0,0,0,3,0,5,0,0,0,0,0,0,0,21,33,6,0,38,0,56,0,0,0,0,0,0,0,697,48,6,0,51,0,751,145,3,0,0,3,0,145,5,11,0,0,12,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,0,12,0,14,0,0,0,0,0,0,0,152,14,0,0,16,0,164,32,0,0,0,0,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,37,5743,84,5,4,96,10,5848,126,397,18,0,414,0,541,3,25,19,0,47,0,49,0,9,0,3,7,0,11,128,428,39,3,471,0,605,10,3,0,0,3,9,22,5886,517,40,6,567,20,6470
1026,3,0,224,3,11,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,20,0,0,0,0,0,0,0,224,14,0,0,14,0,239,31,0,0,0,0,0,31,0,3,0,0,3,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,8,0,8,0,0,0,0,0,0,0,31,3,3,0,8,0,41,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,1598,26,0,0,26,0,1627,17,83,0,0,83,0,103,0,5,4,0,10,0,10,5,0,0,0,0,0,5,23,89,4,0,90,0,119,0,0,0,0,0,0,0,1625,111,4,0,113,0,1742
1027,8,0,860,22,28,0,0,28,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,3,0,31,0,53,0,0,0,0,0,0,3,876,38,3,0,39,3,919,157,0,0,0,0,0,158,5,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,7,0,0,0,0,0,0,0,162,8,0,0,8,0,170,25,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,32,5730,99,0,3,104,11,5842,158,265,9,3,273,0,429,0,15,12,0,27,0,24,0,0,0,0,0,0,0,162,277,23,3,299,0,460,9,0,0,0,0,4,14,5903,374,23,5,407,14,6316
1028,0,0,370,9,8,0,0,8,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,6,0,0,6,0,22,0,0,0,0,0,0,0,382,7,0,0,7,0,389,82,0,0,0,0,0,82,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,10,0,0,0,0,0,0,0,89,4,0,0,4,0,91,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,2690,25,3,0,27,4,2727,66,101,5,0,105,3,171,6,11,0,0,9,0,13,0,0,0,0,0,0,0,74,105,7,0,111,3,185,0,0,0,0,0,6,6,2764,137,4,0,139,15,2917
1029,3,0,275,6,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,12,0,0,0,0,0,0,0,276,10,0,0,10,0,292,56,3,0,0,3,0,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,53,3,0,0,3,0,60,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,2029,31,0,0,31,0,2058,65,59,0,0,61,0,123,0,3,0,0,3,0,3,0,0,0,0,0,0,0,65,58,0,0,62,0,126,3,0,0,0,0,4,13,2093,90,0,0,90,12,2191
1030,2457,48,52175,3758,30640,2528,156,33324,19,37101,85,3986,4173,34,8196,7,8290,32,189,32,71,287,0,322,3881,34817,6730,259,41809,21,45708,41,21,0,0,28,49,115,53590,37235,6767,285,44289,116,97998,24021,1072,14,11,1099,13,25138,1913,20537,1738,78,22357,12,24282,62,3071,3634,27,6731,3,6796,15,115,16,40,168,3,182,1999,23722,5389,143,29253,11,31260,23,13,3,0,19,17,58,26045,24811,5410,152,30373,42,56454,11817,538,13,3,546,11,12377,905,10628,958,34,11615,3,12524,30,1648,2207,13,3873,0,3896,8,56,16,22,92,0,96,936,12328,3182,68,15579,3,16526,7,9,0,0,16,9,30,12759,12880,3194,70,16147,26,28926,399337,25051,371,249,25674,469,425482,39150,282491,18089,1380,301951,174,341277,843,31549,26913,280,58745,41,59630,281,1530,211,706,2447,25,2754,40276,315568,45212,2362,363142,239,403651,527,393,42,28,459,800,1788,440140,341017,45627,2640,389279,1509,830921
1031,6,3,668,7,40,0,0,37,0,42,0,4,4,0,8,0,4,0,0,0,0,0,0,0,9,41,6,0,46,0,51,0,0,0,0,0,0,0,665,54,6,0,58,3,728,109,0,0,0,0,0,109,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,109,8,0,0,6,0,120,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,21,0,3,0,3,0,21,5349,70,0,0,70,9,5428,59,299,8,0,305,0,367,4,22,14,0,40,0,43,0,0,0,4,6,3,9,56,332,25,4,356,3,418,5,0,0,0,0,11,17,5409,393,25,4,425,22,5862
1032,7,0,467,5,14,3,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,0,16,0,20,4,0,0,0,0,0,3,467,15,3,0,15,0,489,71,0,0,0,0,0,70,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,70,0,0,0,4,0,74,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,3010,43,0,0,44,13,3060,61,112,5,0,116,0,171,0,9,6,0,14,0,17,0,0,0,3,3,0,3,64,117,12,3,127,0,193,11,0,0,0,0,17,24,3076,156,12,3,169,27,3279
1033,5,4,247,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,248,8,0,0,9,4,261,29,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,27,4,0,0,3,0,35,7,0,0,0,0,0,7,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,4,0,0,4,0,10,1706,42,0,0,42,7,1756,46,40,0,0,43,0,91,0,0,7,0,7,0,7,0,0,0,0,0,0,0,46,40,8,0,50,0,91,7,0,0,0,0,11,26,1761,85,8,0,96,22,1877
1034,3,0,1029,11,77,4,0,78,0,93,0,8,19,0,27,0,27,0,0,0,0,0,0,0,11,81,21,0,105,0,121,3,0,0,0,0,0,3,1036,82,21,0,110,0,1144,224,0,0,0,0,0,224,3,31,0,0,34,0,37,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,31,8,0,41,0,39,0,0,0,0,0,0,0,225,34,8,0,38,0,265,71,0,0,0,0,0,73,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,7,0,0,0,0,0,0,0,71,8,0,0,7,0,77,7735,80,0,0,80,6,7821,112,819,24,0,848,0,963,0,65,108,0,170,0,173,0,8,0,0,3,0,7,120,885,133,0,1023,0,1142,12,3,0,0,3,3,19,7864,969,133,0,1107,13,8981
1035,167,6,5190,246,625,31,0,659,3,913,7,45,75,0,124,0,123,3,0,0,5,8,0,13,251,673,110,9,790,3,1049,7,0,0,0,0,3,15,5272,835,112,8,957,15,6246,2009,48,0,3,49,3,2059,78,382,21,0,404,0,487,0,28,41,0,68,0,75,3,0,0,0,0,0,3,88,408,66,0,474,0,559,4,0,0,0,0,4,7,2103,455,66,3,528,4,2629,915,28,0,0,28,0,943,41,199,13,0,210,0,249,0,12,31,0,36,0,40,0,0,0,0,0,0,0,41,209,40,0,250,0,291,0,0,0,0,0,0,3,954,242,40,0,283,6,1240,38280,1388,34,16,1433,49,39764,1717,5411,244,24,5683,6,7410,22,464,476,3,948,0,964,18,26,0,16,47,0,62,1757,5905,725,49,6670,6,8435,50,20,3,0,22,50,122,40092,7307,759,59,8122,111,48324
