SUA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
5009,128,349,19,30,37,14,3,18,7,608,732,4867,86,64,105,29,39,40,55,6014,5672,11313,1094,813,1664,768,705,678,270,22975,261,550,37,37,76,28,33,22,10,1065,1409,3994,283,268,442,151,120,97,66,6838,489,706,89,186,160,35,28,34,30,1751,17017,44435,6846,4569,6250,3933,3131,3809,1090,91078,50,40,103,46,22,25,51,41,8,397,4367,5004,4237,1746,1446,1045,1366,1110,311,20635,4860,4687,6348,2681,2013,1751,2091,1887,398,26706,12390,5281,68546,5784,5161,4603,12491,10786,2271,127307,345,229,763,577,294,502,622,981,68,4378,944,704,1374,863,472,551,1141,970,127,7143,645,973,827,259,262,220,394,465,105,4153,787,954,1636,528,403,469,1211,1150,827,7962,50100,84071,92295,18455,18810,14117,23434,22085,5642,329020,126,641,11,48,96,16,0,12,5,951,382,3525,65,76,159,34,6,25,27,4302,2810,11314,436,1302,2346,784,63,460,219,19729,170,888,20,49,155,48,0,12,22,1367
5010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,25,35,10,0,0,0,3,0,0,77,3,3,0,0,0,0,0,0,0,5,8,18,0,0,0,0,3,0,0,25,3,3,8,0,0,0,0,0,0,13,64,120,54,13,13,9,13,22,8,314,0,0,0,0,0,0,0,0,0,3,27,32,41,10,6,0,14,7,5,140,37,23,58,13,13,4,24,10,8,180,97,53,1131,26,59,15,227,133,54,1812,0,3,11,3,5,0,10,8,0,40,0,5,13,3,3,0,18,12,0,60,4,4,5,4,0,0,3,3,0,22,4,3,20,4,3,7,30,14,9,106,284,305,1350,79,112,49,348,217,88,2818,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,8,32,3,7,10,0,0,3,0,68,0,9,0,0,0,0,0,0,0,13
5011,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,9,17,0,0,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,31,69,11,11,15,8,5,10,4,168,0,0,0,0,0,0,0,0,0,3,20,16,19,20,3,6,11,8,0,102,24,21,28,18,6,12,7,10,0,130,84,37,602,37,27,31,127,124,11,1069,0,0,8,3,0,3,10,11,0,34,0,3,13,4,0,0,12,5,3,50,0,0,5,3,0,0,3,3,0,14,5,0,20,0,0,3,10,11,10,54,177,187,710,97,55,63,184,187,26,1686,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,6,20,3,0,0,0,0,3,0,32,0,4,0,0,0,0,0,0,0,4
6000,3,7,0,0,0,0,0,0,0,12,30,146,4,0,6,0,0,3,3,195,126,234,23,21,33,0,3,11,9,458,5,17,0,0,0,0,0,0,0,30,41,132,10,12,5,3,3,6,0,222,24,37,3,14,5,0,0,0,0,87,631,1200,157,125,131,44,29,115,33,2461,5,3,5,0,0,0,0,0,0,19,352,239,156,78,54,36,48,69,15,1060,356,228,213,147,85,69,66,97,17,1267,1910,361,5080,444,335,350,1354,1347,218,11407,58,28,64,42,20,28,60,127,3,422,108,62,79,77,21,34,77,142,8,598,35,32,29,14,4,9,18,32,5,176,195,61,198,51,25,42,197,229,82,1082,3887,2780,6019,1021,730,621,1865,2174,402,19493,3,15,0,0,3,0,0,0,0,27,28,132,0,7,18,0,0,0,4,183,112,473,3,27,52,3,4,11,7,686,3,26,0,0,3,0,0,0,0,35
6001,0,6,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,29,21,44,3,0,6,0,0,0,3,75,0,8,0,0,0,0,0,0,0,10,3,20,0,0,0,0,0,0,0,29,7,6,4,0,0,0,0,0,0,23,56,285,19,19,13,7,6,8,5,418,0,0,0,3,0,0,0,0,0,3,25,42,25,12,19,4,10,3,3,131,37,44,37,32,18,14,19,11,4,204,247,62,873,124,65,96,223,193,38,1914,4,4,14,10,7,5,10,27,0,89,10,3,17,20,7,3,18,14,0,90,0,4,3,3,0,0,3,0,0,19,7,7,19,5,7,12,28,28,11,129,425,551,1008,228,145,132,317,289,64,3162,0,8,0,0,0,0,0,0,0,8,0,13,0,0,3,0,0,0,0,14,16,67,0,0,6,4,0,0,0,101,0,9,0,0,0,0,0,0,0,9
6002,0,6,0,0,0,0,0,0,0,6,3,16,0,0,0,0,0,0,0,15,9,44,4,0,4,0,0,3,0,69,0,6,0,0,0,0,0,0,0,10,13,29,0,3,0,0,0,0,0,51,3,9,0,0,5,0,0,0,0,19,60,256,19,21,10,3,6,8,6,398,3,0,0,0,0,0,0,0,0,3,39,38,35,12,16,9,7,8,0,156,52,38,54,35,27,18,10,19,0,257,289,81,1036,89,102,111,205,222,42,2167,3,3,10,12,4,12,16,30,0,93,15,5,10,23,6,3,12,19,3,105,3,4,3,0,3,3,3,7,3,29,13,0,37,5,15,9,32,29,6,145,506,537,1208,196,194,169,290,342,63,3518,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,15,10,57,0,0,4,0,0,0,3,80,3,3,0,0,4,0,0,0,0,13
6003,12,39,0,0,0,0,0,0,0,54,97,826,21,10,23,3,3,3,9,996,435,986,64,77,133,48,37,49,25,1856,10,59,8,5,7,0,0,0,0,99,137,433,30,37,60,16,7,7,4,729,82,126,9,36,36,0,0,0,9,301,1283,4269,463,501,587,244,115,216,95,7766,0,4,3,3,0,0,4,0,0,18,351,408,252,133,163,72,39,47,25,1488,539,475,403,266,276,163,88,107,44,2360,1632,556,6047,909,735,592,866,969,214,12518,46,33,59,69,45,78,40,117,8,504,96,64,98,126,64,64,58,84,21,665,43,68,46,24,26,15,26,29,4,281,85,67,163,75,40,60,112,122,88,806,4838,8417,7662,2268,2202,1343,1401,1759,540,30433,4,62,0,5,6,0,0,0,0,81,58,689,13,11,46,3,0,6,6,832,312,1492,43,175,236,49,4,37,27,2379,18,64,0,3,17,0,0,0,3,106
6004,3,7,0,3,6,0,0,0,0,20,11,195,0,0,6,0,0,0,3,223,90,287,24,13,23,10,9,11,6,475,8,14,0,3,0,0,0,0,0,21,32,128,3,5,12,0,3,0,4,197,17,33,4,19,3,0,0,0,0,86,386,1453,140,143,126,76,44,76,26,2469,0,0,0,3,0,0,0,0,0,5,119,167,101,52,56,30,10,30,7,576,170,201,151,105,84,62,43,45,13,888,862,208,2547,300,260,319,541,463,71,5572,16,4,30,30,14,33,28,60,3,211,25,26,38,54,26,34,46,35,7,275,18,29,13,5,6,12,7,12,0,107,38,28,67,26,13,26,58,67,39,372,1790,2793,3128,760,643,596,789,813,186,11489,3,17,0,5,3,0,0,0,0,24,8,114,5,3,8,0,0,0,3,146,57,429,14,22,40,13,0,5,3,581,3,21,0,0,0,0,0,0,0,20
6005,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,18,21,0,0,3,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,4,14,0,3,3,0,0,0,0,28,7,10,0,0,5,0,0,0,0,21,41,160,12,7,6,3,3,9,0,241,0,0,0,0,0,0,0,0,0,0,17,19,11,6,8,3,0,3,0,77,22,27,21,15,9,6,10,8,0,116,142,36,557,59,44,37,93,110,19,1101,0,0,3,5,3,7,8,13,0,46,7,3,5,6,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,5,5,0,10,9,0,3,13,12,9,60,275,311,622,120,87,73,128,162,26,1799,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,10,9,51,0,0,0,3,0,0,0,58,0,3,0,0,0,0,0,0,0,3
7000,4,3,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,31,68,102,14,23,18,3,3,5,4,240,6,7,3,0,0,0,0,0,0,18,23,81,6,11,4,0,0,0,3,125,11,14,3,5,3,0,3,0,0,40,203,579,75,112,55,16,19,53,10,1123,3,0,5,3,0,0,0,0,0,14,93,99,51,60,23,12,17,19,3,375,141,99,127,168,53,18,24,36,13,669,541,274,2116,309,139,94,470,488,98,4532,27,42,33,60,23,13,22,65,13,302,32,41,59,60,22,12,31,50,17,325,6,11,14,9,6,3,8,18,3,78,77,70,85,74,27,22,69,140,105,661,1244,1440,2585,898,360,179,677,876,275,8529,0,15,0,0,0,0,0,0,0,23,3,32,0,0,4,0,0,0,0,41,61,247,3,35,28,4,0,10,0,388,3,14,0,0,3,3,0,0,0,27
7001,3,3,0,0,0,0,0,0,0,5,16,46,5,0,3,0,0,0,0,68,59,146,10,15,20,9,3,5,4,270,0,11,0,0,0,0,0,0,0,9,19,55,4,8,0,0,0,0,0,91,11,13,3,8,3,0,0,0,0,37,129,475,59,118,54,11,25,38,14,920,0,0,3,4,0,0,0,0,0,3,40,70,38,59,21,4,11,5,13,258,75,71,62,116,35,17,27,21,4,426,242,93,801,255,83,61,138,147,56,1873,5,4,6,16,3,10,6,10,0,66,14,12,13,29,0,5,12,17,5,107,8,16,4,7,3,7,4,4,3,52,15,15,27,20,5,3,26,17,9,133,630,1011,1020,658,226,131,245,260,116,4316,0,8,0,0,0,0,0,0,0,17,3,40,0,4,0,0,0,0,0,56,56,266,7,30,35,7,0,0,3,402,0,18,0,3,3,0,0,0,0,27
7002,5,12,0,0,0,0,0,0,0,21,49,244,9,0,11,3,0,0,0,318,358,700,89,135,127,57,32,45,15,1559,13,33,0,9,7,0,0,0,3,70,95,244,20,26,36,3,0,3,0,436,39,70,9,20,11,0,3,0,5,161,974,2227,529,400,391,189,191,284,64,5244,5,0,10,4,0,0,0,7,3,27,281,256,248,168,79,42,65,52,20,1200,410,335,487,445,181,64,106,114,35,2184,1105,433,5895,872,465,296,889,857,249,11059,30,50,82,87,31,40,56,62,3,429,89,53,99,88,42,25,74,75,13,564,34,51,79,23,20,7,20,37,13,286,81,79,183,65,32,47,103,117,108,816,3570,4790,7731,2343,1434,785,1540,1656,531,24381,4,31,0,4,3,0,0,0,0,46,36,241,3,5,11,0,0,0,3,295,279,916,29,112,207,49,0,27,11,1627,23,61,0,3,7,0,0,0,0,92
8000,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,13,14,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,31,3,3,5,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,18,3,3,4,6,0,0,0,0,3,19,21,3,52,13,7,3,6,13,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,56,60,63,24,19,7,8,18,13,276,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,12,3,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
8001,30,102,0,4,7,0,0,0,3,149,652,2808,52,30,186,10,9,12,46,3811,3342,5755,293,388,1215,216,110,186,315,11806,78,194,4,10,43,3,4,8,12,360,783,1689,88,118,282,38,19,30,67,3104,304,363,32,60,138,9,3,3,29,943,5391,12989,1273,1417,2760,768,318,703,643,26262,18,14,9,15,4,5,7,3,8,84,1051,1186,589,489,555,212,117,162,113,4472,1508,1517,1128,856,897,295,193,282,182,6855,2617,1400,9258,1537,1450,788,1173,1467,415,20100,110,86,128,192,123,103,69,128,15,945,232,211,137,179,150,97,101,129,34,1262,154,280,120,57,58,45,34,57,25,832,151,190,259,103,102,79,90,175,198,1345,16412,28771,13374,5450,7969,2674,2241,3350,2095,82338,31,123,0,3,20,4,0,0,3,181,419,1737,32,22,181,3,0,13,35,2448,2302,5571,150,575,1412,222,11,99,255,10600,67,245,0,18,48,4,0,10,5,404
9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,6,36,41,4,16,4,3,3,4,8,118,0,0,0,0,0,0,0,0,0,0,15,7,7,3,0,5,3,3,0,41,10,8,10,14,3,0,0,3,0,50,55,15,195,25,11,4,30,33,11,385,0,3,5,7,0,0,3,7,0,26,8,0,5,3,0,0,4,3,0,32,0,0,3,0,0,0,0,0,3,6,12,6,8,5,3,0,10,13,3,53,152,87,248,68,28,20,57,77,21,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3
