SUA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
1010,308,57,3,8,372,0,3,9,382,39,0,424,800,146,5,12,968,6,4,9,979,13,0,992,189,23,22,0,236,5,0,12,247,3,0,249,5,0,0,9,19,3,0,3,20,0,0,19,1308,225,30,25,1590,24,8,33,1621,55,4,1682,6,6,0,0,14,8,3,9,23,0,0,22,37,8,0,0,43,8,5,9,53,7,0,60,40,16,0,0,56,15,5,20,75,8,0,81,1352,242,29,25,1652,33,18,51,1700,65,4,1767,624,116,12,18,780,36,12,53,829,108,8,944,4,0,0,4,8,0,0,0,8,0,8,20,1982,365,44,50,2441,66,30,102,2540,171,21,2731,541,90,7,7,639,14,7,20,666,56,3,717,1003,177,11,19,1215,18,8,25,1240,43,0,1282,47,9,11,0,67,0,0,0,67,0,0,70,13,0,0,5,18,3,0,3,20,0,0,20,1605,275,29,32,1936,34,13,49
1011,298,32,0,0,336,3,0,3,336,16,0,354,595,55,7,5,654,0,0,3,658,7,0,665,170,14,11,0,199,0,0,0,202,0,0,202,5,0,0,3,8,0,0,0,8,3,0,11,1067,102,20,6,1198,4,5,11,1206,25,0,1225,11,6,4,0,17,0,0,0,23,0,0,25,27,0,0,3,27,0,0,0,27,0,0,27,33,6,4,3,49,0,0,0,50,0,0,50,1100,107,24,14,1241,8,5,10,1251,24,0,1278,352,38,14,8,410,21,0,16,431,35,0,469,4,0,0,0,4,0,0,0,4,0,0,3,1454,147,38,20,1657,27,6,29,1689,61,0,1745,437,33,0,0,472,10,4,10,483,32,0,517,606,61,5,3,676,3,0,3,680,7,0,691,26,3,0,0,36,0,0,3,39,0,0,35,3,0,0,8,8,0,0,0,8,0,0,15,1081,96,5,14,1196,10,4,16
1012,44,11,3,0,56,0,0,0,56,7,3,62,157,18,3,3,178,4,3,9,182,9,0,192,30,4,0,0,41,0,0,0,41,0,0,41,3,0,0,0,3,0,0,0,3,0,0,3,226,34,8,5,274,4,3,9,279,18,3,301,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,3,10,0,0,10,4,3,0,0,4,3,0,3,10,0,0,11,235,33,8,5,275,9,3,10,285,17,3,311,96,44,0,8,144,11,0,11,158,31,0,187,3,0,0,0,3,0,0,0,3,0,0,3,327,78,7,16,428,13,3,19,444,53,3,498,90,17,3,3,114,0,0,0,114,9,3,122,139,25,3,3,165,4,0,8,174,18,0,190,8,3,0,0,9,0,0,0,9,0,0,10,3,0,0,5,8,0,0,0,8,0,0,8,236,50,3,8,300,4,0,8
1013,137,18,0,0,159,4,0,5,162,4,0,175,286,40,3,3,338,3,3,7,343,10,0,356,70,14,0,3,90,3,0,3,94,4,0,94,9,3,0,4,17,0,0,0,17,0,0,17,504,77,9,14,601,12,3,13,615,21,0,636,3,3,0,0,7,0,0,0,7,0,0,3,23,3,0,0,27,3,0,3,25,0,0,25,24,8,0,0,32,3,0,3,36,0,0,31,524,83,13,14,627,12,3,22,649,20,0,667,188,44,7,9,242,9,0,9,253,45,0,293,3,0,0,0,3,0,0,0,3,0,3,8,719,118,15,22,874,24,3,29,900,66,7,973,212,27,4,3,245,3,3,7,248,15,0,263,318,35,5,0,366,6,0,7,375,12,0,384,24,3,3,0,30,0,0,0,30,3,0,30,0,4,0,5,10,0,0,0,10,0,0,14,554,67,11,7,644,7,6,13
1014,75,14,0,0,85,0,0,0,85,8,0,92,184,29,3,4,214,3,3,4,223,4,0,230,47,12,3,0,62,0,0,0,59,0,0,60,0,0,0,0,0,0,0,0,0,0,0,6,296,56,7,4,363,3,3,10,370,15,0,391,4,0,0,0,4,4,0,4,13,0,0,12,15,0,3,0,15,3,0,3,20,5,0,25,18,0,3,0,18,6,0,8,28,8,0,32,313,56,10,6,386,16,6,16,403,19,0,423,183,44,3,4,233,14,3,13,248,25,0,274,3,3,0,0,4,0,0,0,4,0,0,4,498,107,13,9,626,21,4,29,654,49,0,700,158,22,0,0,182,6,0,4,186,9,0,196,214,44,0,0,256,4,0,4,261,8,0,275,10,3,3,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,376,68,3,3,460,11,0,10
1015,128,12,0,0,147,0,0,0,148,14,0,163,365,14,0,3,387,0,4,4,390,9,0,395,66,3,8,0,74,0,0,0,74,0,0,74,6,0,0,3,7,0,0,0,7,0,0,8,568,36,13,11,618,0,4,4,628,23,3,646,0,0,0,0,0,3,0,0,7,0,0,7,12,0,0,0,12,4,0,3,20,0,0,20,13,0,0,0,13,3,3,10,22,0,0,22,582,36,13,11,637,5,5,10,644,23,3,673,256,14,3,6,283,15,0,15,297,35,0,331,3,0,0,3,6,0,0,0,6,0,0,6,836,50,14,21,922,23,5,29,951,57,3,1009,150,29,4,0,183,3,4,5,185,15,3,205,355,25,0,0,384,5,5,15,396,18,0,413,8,0,4,0,12,0,0,0,12,0,0,12,4,0,0,0,5,0,0,0,5,0,0,8,518,49,7,0,583,7,9,21
1016,44,17,0,3,62,0,0,0,62,8,0,67,113,12,6,3,132,3,0,3,133,7,5,141,21,5,0,0,30,0,0,0,30,0,0,30,0,0,0,4,4,0,0,0,4,0,0,4,179,29,6,9,224,3,0,3,233,15,5,245,0,0,0,0,3,0,0,0,3,0,0,5,10,0,0,0,7,0,0,0,8,0,0,8,8,0,0,0,12,0,0,0,9,0,0,16,183,35,6,9,236,5,0,5,244,16,5,261,84,19,3,7,103,10,3,16,123,57,0,178,0,0,0,0,0,0,0,0,0,0,0,0,268,49,10,18,342,13,3,16,360,75,4,437,86,19,0,0,105,3,0,3,106,7,0,118,137,29,3,0,171,3,0,3,171,18,0,191,9,3,4,0,16,0,0,0,16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,4,237,50,9,3,296,4,0,4
1017,123,21,0,4,145,0,7,4,154,16,0,166,325,56,9,0,390,0,0,0,392,11,0,404,59,5,8,0,77,0,0,0,79,0,0,78,3,0,0,3,6,0,0,0,6,0,0,6,512,80,16,8,618,4,9,13,627,32,0,660,4,3,0,0,10,0,0,0,7,0,0,7,15,0,0,0,12,0,0,0,17,0,0,16,13,5,0,0,20,0,0,0,25,0,0,23,524,89,16,8,637,5,9,13,651,30,0,677,217,66,0,7,291,12,7,22,312,38,0,354,0,0,0,0,0,0,0,0,0,4,3,6,745,156,17,13,927,16,17,37,965,71,3,1038,224,25,0,0,255,4,0,3,261,20,0,278,362,50,3,0,415,3,3,6,422,18,0,442,8,0,0,3,12,0,0,0,12,0,0,14,3,0,0,3,5,0,0,0,5,0,0,5,600,81,4,8,689,11,5,15
1018,32,5,0,0,32,0,0,0,32,5,0,41,154,15,0,0,171,3,0,3,171,6,0,178,47,7,3,4,64,3,0,3,65,0,0,65,3,0,0,0,3,0,0,0,3,0,0,3,237,24,4,6,266,3,0,3,271,7,0,284,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,8,0,0,0,8,0,0,8,8,3,3,0,8,0,0,0,8,0,0,14,239,30,9,6,276,3,0,3,285,9,0,295,102,18,11,4,133,23,0,26,153,29,0,181,0,0,0,0,0,0,0,0,0,0,3,3,341,48,18,6,408,25,0,31,438,39,3,476,64,0,0,3,70,0,0,0,70,3,0,72,164,12,4,3,181,3,0,3,187,12,0,201,10,0,3,3,16,0,0,0,19,0,0,19,4,0,0,3,3,0,0,0,3,0,0,3,243,19,7,9,276,3,0,3
1019,87,19,0,0,106,0,0,0,104,5,0,116,320,32,4,6,364,3,0,3,367,9,3,379,50,3,0,3,60,0,0,0,61,3,0,67,3,0,0,0,6,0,0,0,6,0,0,6,458,61,9,11,537,8,0,8,540,25,3,569,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,11,0,0,0,10,0,0,10,3,6,0,0,15,0,0,0,15,0,0,15,463,66,9,8,545,6,0,6,556,25,3,581,234,36,11,11,291,12,3,13,305,44,0,348,0,0,0,0,0,0,0,0,0,0,3,3,698,99,22,17,839,19,3,20,858,64,3,927,134,28,0,0,163,4,3,6,166,17,3,182,327,37,4,3,368,11,0,11,379,17,0,394,15,5,0,0,19,0,0,0,19,3,0,30,4,0,0,3,6,0,0,0,6,0,0,6,483,67,8,9,559,10,3,16
1020,72,7,0,0,76,0,0,0,75,0,0,76,227,15,3,8,253,5,0,5,256,4,0,260,42,0,8,0,55,0,0,0,55,0,0,51,5,0,0,3,5,0,0,0,5,0,0,5,340,27,14,9,386,3,0,3,389,9,0,396,6,0,0,0,7,0,0,0,7,0,0,7,6,3,0,0,10,3,0,3,10,0,0,10,15,3,0,0,18,3,0,3,17,0,0,17,357,29,14,9,400,3,0,3,406,9,0,417,204,28,16,7,247,10,0,10,256,23,0,282,0,0,0,0,0,0,0,0,0,0,0,0,562,50,25,11,652,13,0,13,664,28,0,697,122,9,0,0,137,3,0,3,139,0,0,139,257,19,4,5,285,0,0,0,286,9,0,290,6,0,3,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,387,34,7,5,430,3,0,3
1021,44,3,3,0,49,7,0,7,58,0,0,57,155,19,3,3,186,0,0,0,183,5,0,186,43,7,0,0,50,0,0,0,56,0,0,56,3,0,0,0,6,0,0,0,6,0,0,7,251,27,6,7,294,3,0,3,295,7,0,309,7,0,0,0,7,3,0,3,11,4,0,16,10,3,0,3,14,0,0,0,14,0,0,14,15,3,0,3,25,3,0,3,27,4,0,30,267,32,6,10,314,6,0,6,319,13,0,337,196,18,9,5,229,27,0,24,250,41,0,293,0,0,0,0,0,0,0,0,0,0,8,8,465,50,15,12,544,36,0,33,576,59,8,639,98,3,0,3,105,0,0,0,105,7,0,116,226,8,0,3,239,0,0,0,238,0,0,238,3,3,6,0,10,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,3,0,0,8,334,17,7,7,363,0,0,0
1022,86,12,6,0,102,0,0,0,102,14,0,115,268,37,8,4,315,3,3,4,316,14,0,335,39,0,10,0,48,0,0,0,48,0,0,48,3,0,0,4,7,0,0,0,12,0,0,12,392,48,19,10,471,5,3,11,477,29,0,508,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,9,0,0,0,9,0,0,9,17,0,0,0,17,0,0,0,17,0,0,17,406,49,19,10,488,5,3,11,497,29,0,523,197,35,6,11,251,10,3,11,262,21,0,286,4,0,0,0,4,0,0,0,4,0,0,6,608,90,23,23,739,16,4,20,760,49,0,812,181,24,5,0,209,3,3,4,217,15,0,229,362,49,3,0,414,0,0,0,415,20,0,437,18,0,5,0,23,0,0,0,23,0,0,23,4,0,0,4,11,0,0,0,11,0,0,11,554,77,12,5,651,3,3,5
1023,2407,351,30,15,2809,46,27,71,2885,158,4,3049,7833,770,92,62,8753,79,14,92,8845,174,7,9023,1793,187,171,15,2162,26,5,37,2204,39,4,2250,82,6,0,55,146,0,0,0,148,9,0,158,12119,1313,293,151,13870,157,45,206,14079,381,15,14479,96,21,0,3,125,23,9,26,153,13,0,165,322,46,6,4,381,25,11,36,418,17,4,441,422,70,6,11,509,49,14,65,570,27,4,604,12540,1382,296,154,14374,207,65,269,14649,415,20,15083,4550,586,152,110,5400,237,69,313,5706,571,16,6297,26,3,0,14,41,0,0,0,41,8,28,80,17113,1970,449,278,19816,445,133,579,20396,993,66,21455,3836,484,59,24,4404,87,20,106,4506,291,5,4802,8215,853,102,58,9230,136,19,155,9381,226,6,9611,331,35,69,0,434,11,5,14,448,15,0,462,68,4,3,67,143,0,0,0,143,6,3,148,12450,1384,226,148,14205,228,46,271
1024,167,18,6,0,190,3,4,5,194,12,0,212,457,52,0,0,505,3,0,3,507,15,0,528,90,9,7,0,109,0,0,0,112,4,3,121,0,0,0,8,9,0,0,0,9,0,0,12,714,75,15,7,819,8,4,14,827,35,3,869,11,3,0,0,10,0,0,0,10,0,0,12,12,7,0,0,22,0,0,0,22,3,0,28,21,8,0,0,32,0,0,0,32,5,0,42,742,87,15,10,851,8,4,14,864,38,3,904,395,54,6,7,470,25,0,31,495,71,0,570,3,0,0,0,3,0,0,0,3,0,4,7,1134,139,25,21,1319,39,6,43,1359,112,13,1489,248,41,6,3,293,5,0,9,306,22,0,325,504,63,15,3,584,10,0,6,591,26,0,617,28,3,4,0,31,6,0,6,39,7,0,43,0,0,0,14,16,0,0,0,16,0,0,15,791,99,19,15,929,21,0,18
1025,270,41,0,8,316,5,0,10,322,22,3,350,695,63,0,3,765,3,0,8,769,23,0,789,162,13,25,0,193,0,0,0,197,0,0,195,3,0,0,12,12,0,0,0,12,0,0,12,1129,115,29,20,1289,13,0,16,1306,43,3,1349,16,5,0,0,16,0,0,0,16,0,0,16,40,0,3,0,40,3,0,3,43,0,0,43,55,5,3,0,56,3,0,3,62,0,0,62,1186,118,29,20,1348,14,0,18,1364,43,3,1414,453,57,14,13,540,21,3,20,562,58,0,615,3,0,0,3,7,0,0,0,7,0,0,4,1639,179,41,36,1892,34,4,42,1936,99,7,2040,452,53,5,6,521,13,6,14,533,18,3,556,744,72,9,0,822,3,0,3,827,19,3,853,24,3,7,0,34,0,0,0,33,0,0,39,9,0,0,14,24,0,0,0,24,0,0,24,1226,129,20,20,1400,19,6,20
1026,57,11,3,0,70,0,0,0,70,10,0,75,161,8,0,3,172,0,0,0,168,0,0,172,40,0,0,0,40,0,0,0,40,0,0,40,0,0,0,5,5,0,0,0,5,0,0,5,257,17,4,10,289,0,0,3,290,11,0,299,3,3,0,0,5,0,0,0,5,0,0,5,7,0,0,0,4,0,0,0,7,0,0,7,5,0,0,0,9,0,0,0,14,0,0,14,264,18,4,10,297,0,0,3,299,11,0,307,119,19,3,0,140,17,4,16,155,16,3,181,0,0,0,3,3,0,0,0,3,0,0,3,381,39,6,11,438,14,3,22,461,30,3,489,120,15,0,0,138,5,0,5,144,7,0,150,208,16,0,0,220,0,0,0,224,3,0,228,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,336,30,0,7,374,7,0,7
1027,192,52,0,0,241,0,4,6,249,10,0,258,569,81,5,8,665,3,0,3,668,11,0,681,80,15,17,0,115,0,0,0,120,3,0,120,5,7,0,3,15,0,0,0,15,0,0,14,846,154,28,13,1030,9,3,15,1046,25,0,1069,5,3,0,0,12,7,0,7,10,0,0,10,23,0,0,0,21,0,0,0,21,3,0,28,27,4,0,0,32,3,0,3,40,3,0,42,871,161,28,8,1064,13,3,15,1086,26,0,1108,379,76,12,9,475,18,8,26,501,38,3,541,8,0,0,7,14,0,0,0,14,0,0,13,1255,233,36,26,1547,32,12,44,1596,59,5,1666,441,66,3,0,507,10,4,12,519,27,0,551,655,85,8,0,748,13,0,11,766,22,0,785,15,10,10,0,37,0,0,0,37,0,0,37,10,0,0,3,15,0,0,0,15,0,0,17,1116,161,24,4,1306,21,6,24
1028,70,10,3,0,78,3,3,5,85,5,0,88,281,20,0,3,307,3,0,3,307,10,0,319,42,0,0,0,48,0,0,0,48,0,0,47,8,3,0,3,11,0,0,0,11,0,0,11,399,38,4,4,447,8,3,7,453,12,0,467,3,0,0,0,3,0,0,0,3,0,0,3,24,3,0,3,28,0,0,0,31,4,0,37,27,3,0,3,34,4,0,4,34,4,0,38,429,41,4,11,476,7,3,8,485,18,0,501,275,27,13,7,314,17,0,17,331,23,0,351,0,0,0,0,0,0,0,0,0,0,0,0,699,61,15,14,794,23,3,22,819,33,0,853,112,6,3,3,126,3,3,8,130,5,0,135,295,15,3,10,324,0,0,0,323,7,0,331,17,0,0,4,17,0,0,0,17,0,0,17,0,0,0,3,3,0,0,0,3,3,0,6,423,28,5,15,471,6,3,9
1029,50,8,0,0,59,0,0,0,61,18,0,74,156,32,3,0,189,0,0,0,193,5,0,197,40,6,3,0,48,0,0,0,49,0,0,51,3,0,0,0,3,0,0,0,3,0,0,3,248,41,10,0,296,5,0,5,306,28,0,333,4,0,0,0,4,5,3,8,12,0,0,12,15,0,0,0,13,0,0,0,15,0,0,15,15,0,0,0,17,10,3,10,29,0,0,29,266,44,10,0,316,12,3,14,333,28,0,355,156,39,0,12,205,3,0,4,209,25,0,235,0,0,0,0,0,0,0,0,0,0,0,0,419,79,10,12,526,16,4,15,541,48,0,592,99,24,0,0,119,3,0,3,121,21,0,142,216,28,0,3,247,8,3,8,258,10,0,272,6,0,7,0,17,0,0,0,17,0,0,17,0,0,0,3,7,0,0,0,7,0,0,10,319,51,5,3,388,11,3,9
1030,39635,3895,439,277,44249,797,215,1019,45271,2151,34,47455,58771,6147,560,428,65906,643,137,780,66685,1349,58,68100,15865,1367,1439,159,18830,215,16,229,19056,354,22,19430,1040,112,31,767,1947,25,9,36,1984,98,82,2163,115309,11524,2465,1633,130928,1687,377,2065,132996,3955,196,137146,2002,246,27,34,2308,272,27,299,2609,119,7,2733,3391,452,23,74,3941,214,66,282,4223,174,8,4402,5392,700,50,109,6248,485,98,581,6835,293,11,7140,120702,12221,2519,1742,137178,2171,474,2651,139830,4249,209,144286,60563,11134,1332,1925,74957,2671,671,3343,78295,10463,290,89052,317,75,6,335,732,13,6,19,752,82,704,1539,181582,23424,3855,4003,212867,4860,1154,6009,218876,14792,1200,234873,50918,5364,374,324,56986,1155,334,1494,58474,2869,67,61408,66184,6852,582,536,74153,892,199,1094,75244,1825,64,77125,2843,324,521,37,3719,43,3,45,3769,120,3,3894,865,126,17,880,1885,32,18,48,1939,117,73,2126,120808,12657,1489,1786,136738,2124,554,2683
1031,254,31,4,0,286,8,3,7,293,22,0,314,595,59,11,7,670,7,0,12,680,16,0,695,130,13,14,0,165,0,0,0,163,0,0,166,16,0,0,12,23,0,0,0,23,0,0,27,991,101,28,14,1141,16,6,24,1162,37,0,1203,12,0,0,0,12,0,0,0,12,0,0,15,32,3,0,0,28,3,0,5,31,0,0,33,39,3,0,0,41,4,0,3,48,0,0,51,1036,109,28,14,1183,24,6,29,1209,39,0,1251,383,47,6,14,451,18,8,25,477,55,0,538,3,0,0,4,10,0,0,0,10,0,0,9,1422,158,36,30,1640,43,8,50,1694,98,8,1799,420,58,6,0,487,10,0,10,492,18,0,515,584,68,12,7,674,11,0,12,683,26,0,705,39,7,6,0,46,0,0,0,46,3,0,53,3,0,0,11,14,0,0,0,14,0,0,18,1044,124,28,18,1217,16,0,17
1032,94,9,8,4,110,0,0,0,113,11,0,122,230,31,3,3,273,4,3,8,280,16,0,303,29,3,3,0,35,0,0,0,35,7,0,42,0,0,0,5,5,0,0,0,5,0,0,8,353,51,10,13,426,5,3,9,433,32,0,471,0,0,0,0,3,3,0,3,3,0,0,3,7,0,5,0,17,0,0,3,15,0,0,19,12,3,5,0,19,7,0,8,23,0,0,26,359,57,16,9,440,12,3,15,457,35,0,497,179,61,9,12,260,23,9,35,301,85,0,380,0,0,0,0,0,0,0,0,0,0,8,4,538,113,27,30,705,39,15,54,757,122,9,884,151,42,6,3,200,0,0,3,200,16,0,214,247,45,9,0,301,7,0,7,307,32,0,333,8,0,3,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,413,87,16,3,512,9,0,6
1033,44,14,0,0,56,3,0,0,63,4,0,66,138,30,0,0,166,0,5,5,174,7,0,179,27,10,3,0,34,0,0,0,39,4,0,43,3,0,0,7,15,0,0,0,15,0,0,15,207,49,11,6,277,3,3,4,278,14,0,293,4,0,0,0,4,0,0,0,3,3,0,3,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,8,0,0,0,8,3,0,14,219,49,11,7,281,4,3,8,287,16,0,306,130,41,0,4,167,6,0,6,178,30,0,202,3,0,0,0,3,0,0,0,3,0,3,8,349,86,11,8,454,10,3,12,472,43,3,517,81,26,3,0,105,4,0,4,112,4,0,111,177,31,3,0,218,0,0,5,217,12,0,232,9,6,0,0,12,0,5,5,14,5,0,19,3,0,0,0,6,0,0,0,6,0,0,6,260,65,9,4,337,5,3,9
1034,402,44,12,0,463,6,3,12,468,32,0,500,863,92,9,8,966,6,0,6,975,10,0,983,213,26,26,4,267,0,0,0,267,6,0,269,7,3,0,0,5,0,0,0,5,0,0,13,1483,157,44,10,1698,7,3,12,1714,50,3,1761,16,3,0,0,22,0,0,0,20,0,0,18,26,0,0,0,32,0,0,0,32,0,0,29,41,3,0,0,51,0,0,0,49,3,0,53,1530,163,44,9,1744,7,6,15,1766,53,3,1817,541,66,22,11,635,34,4,34,672,95,4,771,0,0,0,0,3,0,0,0,3,3,8,7,2067,227,61,25,2384,38,6,52,2437,146,11,2592,658,70,11,4,740,14,10,22,761,39,0,800,922,66,7,7,1005,4,0,7,1012,19,0,1032,47,0,12,0,66,0,0,0,66,3,0,71,9,0,0,0,7,0,0,0,7,3,4,16,1642,138,29,11,1819,19,13,36
