SUA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
4006,34,3,0,0,42,0,0,0,39,4,0,42,119,9,0,0,130,0,0,5,139,0,0,137,39,13,7,0,62,0,0,0,64,0,0,66,5,0,0,3,10,0,0,0,10,0,0,10,195,28,12,8,240,3,3,4,250,5,0,255,7,0,0,0,8,0,0,0,8,3,0,4,12,0,0,0,12,3,0,3,14,0,0,19,18,0,0,0,18,3,0,3,19,3,0,24,214,31,12,8,261,4,3,10,265,10,0,278,95,19,4,7,126,13,4,20,149,33,0,177,3,0,0,0,3,0,0,0,3,0,0,3,314,54,9,7,387,23,7,33,415,41,0,459,60,3,0,0,68,5,0,5,73,3,0,77,165,17,0,0,185,4,0,4,190,5,0,195,14,7,0,0,20,0,0,0,19,5,0,22,0,0,0,4,3,0,0,0,3,0,0,3,237,27,0,7,274,8,0,10
4007,41,18,0,0,53,0,0,0,57,0,0,60,204,34,0,3,245,3,0,4,245,7,0,258,36,10,3,0,45,3,0,3,50,0,0,51,6,0,0,0,3,0,0,0,3,0,0,3,283,61,4,6,355,5,0,8,363,10,0,371,3,0,0,0,3,0,0,0,4,3,0,3,5,0,0,3,8,0,0,3,7,3,0,11,3,0,0,3,9,4,0,3,15,4,0,16,291,64,4,6,360,7,4,12,371,18,0,385,149,70,9,8,231,10,0,13,249,42,0,285,0,0,0,0,0,0,0,0,0,0,0,0,439,128,14,7,591,19,3,25,620,59,0,679,80,34,0,3,121,4,0,4,124,14,0,133,257,61,3,0,326,5,0,5,334,14,3,354,18,3,6,0,30,0,0,0,30,0,0,34,5,0,0,3,6,0,0,0,6,0,0,4,366,103,8,5,480,6,0,11
4008,70,3,3,0,73,3,0,7,77,11,0,86,193,23,3,0,219,3,4,5,230,9,0,233,55,9,9,0,67,3,0,3,75,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,317,34,14,3,365,9,5,15,378,21,0,405,8,0,3,3,10,0,0,0,7,0,0,7,19,0,0,0,19,0,0,3,17,0,0,17,25,0,3,3,27,5,0,3,29,0,0,29,340,34,16,3,395,9,7,17,411,21,0,429,227,28,0,9,269,38,6,37,307,39,0,347,0,0,0,0,0,0,0,0,0,0,3,3,565,64,12,18,665,47,7,57,719,59,3,779,141,7,4,0,157,8,0,8,159,14,0,170,288,32,5,8,332,7,3,13,338,6,0,351,19,0,0,0,24,3,0,3,26,6,0,28,3,0,0,0,7,0,0,0,7,0,0,7,453,41,6,9,513,14,3,20
5000,1052,126,23,6,1210,21,3,25,1233,110,0,1343,3100,358,83,34,3580,42,10,50,3628,98,5,3729,525,65,75,7,674,8,0,13,687,17,0,704,40,8,3,36,90,0,0,0,90,3,0,93,4722,558,189,80,5550,70,13,88,5631,227,4,5866,50,4,3,0,60,44,3,46,106,13,0,122,130,26,6,0,160,18,9,26,188,11,3,203,182,27,9,0,220,66,11,75,292,26,3,327,4904,589,194,80,5772,135,25,161,5929,251,10,6188,3635,435,245,98,4414,299,30,335,4751,675,22,5437,27,7,4,8,43,7,0,7,49,5,84,140,8572,1031,445,184,10229,443,59,497,10727,933,108,11772,2095,244,33,17,2388,48,6,54,2436,143,7,2591,4289,562,129,54,5038,70,16,84,5121,137,5,5263,126,27,72,0,228,5,0,4,239,10,0,246,63,3,0,66,143,0,0,0,143,0,0,141,6576,843,238,137,7794,127,21,148
5001,94,16,4,3,119,3,3,5,127,12,0,137,359,43,11,4,421,8,0,9,430,10,0,440,58,7,13,0,87,0,0,0,87,0,0,82,7,0,0,0,9,0,0,0,7,0,0,7,520,72,26,4,633,14,3,15,647,24,0,674,9,3,0,0,12,0,0,0,12,0,0,12,9,0,0,0,5,9,0,9,16,3,0,17,13,0,0,0,14,9,0,9,22,3,0,29,537,80,26,4,644,17,3,21,666,27,0,695,414,84,20,12,539,20,13,30,570,34,0,601,0,0,0,0,0,0,0,0,0,0,0,0,955,161,48,20,1182,35,12,54,1237,66,0,1301,185,36,3,4,233,8,4,13,246,21,0,267,563,90,14,3,668,13,0,13,678,26,0,699,9,8,5,0,17,0,0,0,17,0,0,17,4,0,0,4,11,3,0,3,9,0,0,9,758,133,25,14,931,19,4,22
5002,100,18,9,0,124,4,0,8,129,7,0,138,208,22,16,0,248,5,0,5,253,8,0,257,53,4,10,4,70,0,0,0,70,3,0,74,10,0,0,0,11,3,0,3,15,0,3,13,361,54,31,5,455,13,0,8,463,19,3,487,0,0,0,0,0,3,0,3,7,3,3,10,7,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,7,3,0,3,9,3,3,14,368,53,31,5,461,11,0,17,472,23,5,498,154,11,5,0,172,9,0,9,181,11,0,196,0,0,0,0,0,0,0,0,0,0,0,3,523,67,35,7,633,26,0,21,661,33,3,697,174,34,10,0,220,3,0,3,219,8,0,230,234,27,8,3,270,3,0,4,274,20,0,297,14,0,5,0,18,0,0,0,18,3,0,18,0,0,0,3,4,0,0,0,3,0,0,7,422,68,16,5,508,5,0,8
5003,251,48,7,3,299,15,3,17,321,30,0,352,995,91,20,11,1126,28,3,31,1156,20,0,1175,164,13,31,0,210,3,0,8,215,4,0,224,22,0,0,9,33,0,0,0,33,3,3,39,1436,155,58,31,1676,41,8,52,1725,56,3,1789,20,4,0,0,19,13,0,13,31,6,0,35,83,3,0,0,84,7,0,7,93,6,0,101,100,7,0,0,107,18,0,21,129,7,0,139,1533,162,60,33,1781,63,7,71,1855,65,8,1931,1115,121,56,19,1319,67,3,75,1390,90,0,1481,3,0,0,0,4,0,0,0,4,0,8,10,2654,280,115,51,3107,130,10,144,3253,161,12,3420,412,53,22,7,489,23,9,25,519,33,0,556,1278,131,48,21,1474,34,3,38,1514,41,4,1557,44,0,17,0,65,3,0,3,66,3,0,70,5,0,0,11,16,0,0,0,16,0,0,21,1747,189,81,35,2051,53,13,68
5004,109,24,5,0,134,0,0,3,140,13,0,149,518,82,27,7,630,8,0,8,637,8,0,644,71,6,15,0,96,0,0,0,96,0,0,96,6,0,0,3,12,0,0,0,12,0,0,12,701,117,48,9,877,5,0,6,886,19,3,904,4,0,0,0,5,4,0,4,8,3,0,15,13,4,0,0,25,0,0,0,21,7,0,29,21,4,3,0,27,7,0,7,33,9,0,37,725,125,46,9,899,11,0,10,912,24,3,944,453,87,32,16,590,15,3,18,610,35,0,643,3,0,0,0,4,0,0,0,4,0,3,4,1181,210,83,29,1497,31,7,32,1529,63,6,1593,260,39,3,0,304,0,5,5,310,10,0,324,721,114,32,10,878,14,4,14,891,16,3,908,17,0,7,0,28,0,0,0,28,0,0,28,8,0,3,0,10,0,0,0,10,0,0,10,1002,153,49,20,1214,14,6,21
5005,28,3,3,0,31,0,0,0,33,0,0,33,172,13,3,0,192,3,0,3,196,4,0,194,23,0,4,0,26,0,0,0,26,0,0,26,3,3,0,0,3,0,0,0,3,0,0,3,223,19,10,0,257,3,0,6,258,4,0,263,0,0,0,0,0,4,0,4,4,0,0,4,7,0,0,0,7,3,0,3,8,0,0,8,7,0,0,0,7,3,0,3,13,0,0,13,228,19,10,0,259,11,0,6,272,4,0,274,170,14,13,3,194,3,0,8,199,13,0,209,3,0,0,0,3,0,0,0,3,0,4,7,399,32,26,3,461,11,4,11,477,11,4,492,64,10,0,0,78,0,0,0,80,0,0,80,204,13,8,6,227,7,0,7,229,0,0,233,8,0,4,0,10,0,0,0,14,0,0,14,4,0,0,3,8,0,0,0,8,0,0,8,275,17,17,10,321,4,0,4
5006,152,22,3,0,176,0,0,0,183,19,0,197,423,49,11,0,488,11,3,9,497,16,0,516,109,9,25,0,136,0,0,0,139,0,0,139,6,0,0,4,11,0,0,0,11,0,0,13,694,78,38,10,813,17,3,13,830,29,0,864,10,4,0,0,8,0,0,0,15,3,0,14,10,0,3,0,12,3,0,3,15,5,0,20,19,4,3,0,29,4,0,4,30,5,0,34,715,82,40,11,841,18,3,18,861,34,0,896,462,50,28,4,553,40,13,59,610,74,4,691,7,0,0,0,7,0,0,3,10,0,3,7,1180,126,73,16,1398,61,16,82,1477,116,9,1600,226,36,5,3,267,12,0,8,276,28,0,307,623,64,18,7,709,18,5,20,733,16,0,747,31,3,7,0,40,0,0,0,42,0,0,42,8,0,0,5,15,0,0,0,15,0,0,15,879,101,29,17,1028,30,9,36
5007,230,18,5,0,254,7,0,7,261,7,0,269,467,11,7,7,497,3,0,3,496,8,0,508,109,11,14,0,133,0,0,0,130,0,0,136,10,0,0,7,16,0,0,0,16,0,0,16,816,44,26,20,900,11,0,11,909,15,0,925,22,3,0,0,23,0,0,0,23,0,0,28,41,7,0,0,44,0,0,0,44,0,0,44,59,7,0,0,71,0,0,0,71,0,0,71,874,52,26,20,970,11,0,11,981,16,0,997,704,31,22,19,775,17,0,17,801,49,3,854,0,0,0,0,3,0,0,0,3,0,3,8,1580,86,40,40,1748,32,0,32,1782,69,6,1852,313,17,10,8,347,14,0,14,359,14,0,373,584,16,7,12,613,10,0,8,628,4,0,631,24,8,3,0,32,0,0,0,36,0,0,36,3,0,0,15,16,0,0,0,16,0,0,16,926,40,18,33,1011,22,3,25
5008,127,4,0,0,133,10,0,10,139,7,0,148,306,10,5,0,333,0,0,0,334,5,0,337,53,6,6,0,70,3,0,3,70,0,0,70,4,0,0,0,4,0,0,0,4,0,0,4,497,21,13,4,535,8,0,8,546,16,0,564,22,4,0,0,25,5,0,5,27,0,0,27,29,4,0,0,30,0,0,0,36,0,0,35,48,8,0,0,57,5,0,6,60,0,0,58,542,28,15,8,594,17,0,12,608,17,0,624,485,30,25,15,554,7,5,11,567,19,0,590,7,0,0,0,8,0,0,0,8,0,0,8,1031,57,42,16,1153,24,3,29,1180,39,0,1218,182,21,4,0,211,14,0,16,228,8,0,231,359,18,7,0,384,4,0,4,386,9,0,394,13,0,13,0,25,0,0,0,26,3,0,30,6,0,0,4,14,0,0,0,14,0,0,14,563,38,21,6,634,16,0,17
5009,9212,1443,179,81,10921,471,89,560,11485,788,17,12287,26625,2999,443,225,30287,566,62,626,30916,615,17,31551,5733,611,674,56,7068,151,19,171,7235,155,13,7404,316,52,15,243,628,22,0,29,657,29,19,700,41890,5106,1309,602,48907,1208,182,1387,50293,1584,62,51939,894,141,21,14,1071,179,18,194,1261,83,4,1348,2000,226,65,43,2331,212,27,243,2574,85,3,2657,2891,366,88,56,3406,384,48,429,3837,165,4,4000,44779,5476,1398,660,52308,1591,226,1820,54131,1749,66,55941,28571,3499,971,665,33704,1788,237,2024,35727,2937,82,38745,103,21,3,67,193,9,4,14,210,39,227,467,73459,8991,2368,1390,86207,3391,460,3855,90065,4720,370,95162,13578,1988,227,114,15910,635,142,777,16687,1095,17,17796,31537,3332,462,251,35577,826,87,914,36496,800,31,37330,1131,156,208,22,1520,38,0,44,1563,47,7,1615,299,44,5,271,626,19,3,21,647,36,21,703,46554,5524,905,651,53632,1523,235,1756
5010,117,18,3,3,136,3,0,3,138,15,0,156,206,8,3,3,221,0,0,0,221,7,0,230,46,6,13,4,73,0,0,0,73,3,0,80,7,0,0,0,7,0,0,0,7,0,0,10,375,30,18,12,442,3,0,3,447,19,0,472,8,0,0,0,8,0,0,0,8,0,0,8,23,0,0,3,27,0,0,0,26,0,3,28,24,0,0,3,31,0,0,0,28,0,3,36,399,30,23,14,474,4,0,4,473,19,7,501,354,13,15,19,408,4,0,4,410,17,3,432,3,0,0,0,3,0,0,0,3,0,3,9,757,50,34,40,883,9,0,9,889,40,8,934,172,15,3,0,190,7,0,7,196,14,0,205,255,10,3,5,276,3,0,3,278,0,0,276,20,0,4,0,23,0,0,0,20,3,0,32,0,0,0,8,5,0,0,0,5,3,0,8,443,26,8,8,493,11,0,11
5011,44,17,0,0,61,5,0,5,71,3,0,75,190,20,3,3,214,4,0,6,222,8,0,227,30,3,5,0,40,0,0,0,38,0,0,38,0,4,0,4,7,0,0,0,7,0,0,7,263,39,6,6,323,10,0,13,336,11,0,349,3,0,0,0,3,3,0,3,9,3,0,9,16,0,0,0,16,0,0,0,15,0,0,15,17,0,0,0,20,3,0,3,27,3,0,27,282,38,6,12,340,17,0,19,359,12,0,374,182,23,20,12,231,23,0,23,252,17,0,267,0,0,0,0,0,0,0,0,0,0,0,3,462,61,30,25,577,38,0,44,618,29,0,652,63,7,0,0,78,4,0,6,80,5,0,87,221,28,6,9,261,7,0,7,265,8,0,276,11,0,3,0,15,0,0,0,11,0,0,12,0,6,0,3,10,0,0,0,10,0,0,10,290,42,9,10,359,12,0,17
6000,434,70,15,6,530,10,3,12,542,57,3,595,1627,269,34,32,1961,11,13,27,1988,88,3,2077,326,49,53,3,426,8,3,11,436,21,0,458,29,3,0,16,41,0,0,0,41,5,3,56,2413,393,94,54,2957,33,20,55,3014,169,6,3183,13,7,0,0,21,9,3,11,29,4,0,31,52,8,3,4,72,5,0,10,78,7,0,91,71,13,3,4,89,16,6,22,104,11,0,122,2483,406,95,61,3045,46,25,75,3115,184,6,3304,1359,257,56,49,1728,120,6,128,1852,319,7,2173,21,0,3,3,28,0,0,0,28,3,19,48,3865,662,153,112,4802,170,31,196,4996,498,31,5531,839,153,21,9,1018,27,15,41,1052,87,0,1144,2163,395,49,34,2649,29,19,46,2691,164,3,2862,86,7,27,3,120,0,0,0,126,12,0,139,25,0,3,31,53,0,0,0,54,12,0,66,3108,557,94,77,3840,60,31,89
6001,86,11,0,0,102,0,0,3,106,8,0,113,319,41,4,0,368,3,0,5,370,22,0,396,73,11,8,4,91,0,0,0,91,4,0,93,6,0,0,0,12,0,0,0,12,0,0,12,480,66,10,10,569,5,3,8,582,33,0,614,5,0,0,0,4,3,0,3,8,3,0,14,9,0,0,0,8,0,3,3,15,7,0,16,10,0,0,0,18,7,3,5,19,10,0,31,492,72,10,6,585,9,3,15,598,37,0,644,227,52,17,7,301,20,5,32,329,69,0,398,3,0,0,0,3,0,0,0,3,0,0,3,719,122,27,18,888,36,12,46,933,104,0,1044,131,20,3,3,154,8,0,8,163,14,0,175,342,41,5,3,390,11,0,13,408,17,3,427,20,3,3,0,27,0,0,0,27,0,0,27,4,0,0,0,5,0,0,0,5,0,0,5,498,70,8,10,583,22,0,22
6002,100,13,0,3,114,3,0,3,120,3,0,120,308,45,7,7,360,3,0,4,367,8,0,379,57,10,8,3,77,0,0,0,78,0,0,83,8,0,0,0,10,0,0,0,10,0,0,10,476,68,15,9,570,6,3,11,576,14,3,591,3,0,0,0,3,0,0,0,3,0,0,7,21,0,0,3,21,3,0,3,24,0,0,24,25,3,0,3,28,3,0,3,30,0,0,34,498,67,18,15,600,10,3,15,608,12,3,626,260,62,5,3,330,41,3,41,372,68,4,443,0,0,0,0,0,0,0,0,0,0,4,3,759,125,25,14,927,53,6,55,980,80,8,1071,155,20,7,3,183,3,0,3,185,16,3,202,414,53,8,3,471,5,3,11,483,17,0,499,20,0,6,0,26,5,0,5,30,0,0,30,0,0,0,3,4,0,0,0,4,0,0,4,590,72,20,10,682,15,3,18
6003,868,170,30,8,1072,22,0,29,1099,78,0,1181,2910,500,59,20,3496,36,6,44,3537,108,7,3648,779,123,59,9,971,12,3,14,983,24,0,1008,39,3,0,25,65,0,0,0,67,7,0,73,4604,793,146,63,5609,71,12,82,5692,220,9,5911,34,5,4,0,40,3,0,3,48,14,0,63,89,16,0,4,107,5,0,5,114,3,0,124,121,22,4,4,155,12,0,11,166,19,0,184,4725,817,147,72,5759,84,12,96,5856,236,9,6099,1631,307,38,35,2011,103,28,134,2140,337,9,2485,15,4,0,4,24,0,4,4,28,8,11,44,6368,1128,187,108,7791,191,43,229,8020,578,31,8626,1521,308,29,10,1864,38,5,40,1904,119,7,2025,3355,559,43,34,3988,44,12,58,4043,132,8,4186,155,22,23,9,208,8,0,5,213,14,0,225,16,3,0,19,42,0,0,0,42,3,0,44,5042,889,93,71,6097,88,13,103
6004,284,59,7,0,347,8,0,11,358,24,0,385,1130,148,16,5,1299,20,3,21,1319,34,0,1357,258,44,19,4,321,11,0,11,330,13,0,336,11,3,0,6,22,3,0,3,24,3,0,31,1670,253,43,19,1987,40,5,45,2036,73,0,2108,6,4,0,0,15,4,0,4,21,3,0,21,33,6,0,0,41,4,0,9,42,3,0,45,43,9,0,0,50,9,0,12,60,9,0,69,1713,270,43,19,2039,46,9,59,2098,82,0,2179,791,138,25,29,983,63,10,75,1053,225,3,1285,11,5,0,0,16,0,0,0,16,0,3,21,2516,413,66,45,3038,111,22,132,3172,306,13,3485,467,99,3,4,577,21,11,26,605,50,0,652,1367,180,15,12,1573,22,4,29,1601,63,0,1664,63,8,10,0,72,3,0,4,82,6,0,91,5,0,0,10,12,0,0,0,17,0,0,18,1907,285,29,21,2242,44,11,57
6005,35,6,3,0,50,3,0,3,51,6,0,59,196,16,0,0,212,0,0,0,212,10,0,221,31,8,3,0,33,0,0,0,33,0,0,40,4,0,0,0,4,0,0,0,4,0,0,4,260,28,5,0,298,3,0,3,300,18,0,320,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,5,0,0,8,5,4,0,0,7,0,0,0,12,0,0,10,264,34,10,0,306,6,0,4,310,21,0,330,112,32,0,0,146,9,3,12,157,29,0,186,4,0,0,0,4,0,0,0,4,0,0,4,384,58,10,0,453,16,4,18,470,47,0,513,75,15,0,0,94,3,0,3,96,3,0,98,226,39,3,0,269,3,0,3,272,9,0,283,5,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,7,0,0,7,320,52,3,0,375,3,0,3
7000,553,72,10,11,647,20,3,20,664,75,0,741,519,79,19,5,618,24,8,30,645,58,0,704,109,14,36,0,161,4,0,3,166,13,0,176,7,6,0,34,41,0,0,0,47,13,0,57,1186,167,64,51,1472,43,11,53,1527,157,0,1682,24,15,3,3,39,145,6,150,191,21,7,220,23,3,0,0,26,13,24,37,65,17,0,80,49,19,3,3,68,154,33,185,254,38,7,297,1233,187,64,57,1543,204,41,239,1785,192,7,1978,646,170,24,37,877,192,45,235,1106,1034,13,2153,6,6,0,6,19,0,0,0,18,10,94,126,1888,363,89,94,2440,394,80,473,2912,1237,117,4262,774,88,10,17,890,33,7,43,932,119,0,1053,553,138,23,8,724,49,14,63,784,101,0,889,39,6,28,0,71,3,0,3,74,7,0,81,9,3,0,28,42,8,0,5,50,17,3,65,1369,240,62,50,1731,91,24,112
7001,280,41,5,3,327,0,0,0,332,15,3,351,262,35,7,0,311,0,0,0,311,7,0,319,94,4,3,0,110,0,0,0,110,0,0,111,6,0,0,6,9,0,0,0,9,0,4,15,652,78,22,11,759,0,0,3,759,26,3,788,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,4,7,0,0,7,5,0,0,0,5,0,4,4,7,0,0,7,656,78,22,11,763,0,4,5,769,26,3,798,303,34,10,9,351,3,4,12,360,73,0,432,0,0,0,0,0,0,0,0,0,0,9,12,959,112,25,15,1114,6,7,14,1127,95,18,1246,396,42,12,0,448,8,0,8,450,20,0,470,317,39,5,5,365,0,0,0,365,4,0,368,22,0,0,0,21,0,0,0,21,3,0,27,5,0,0,4,11,0,0,0,11,0,0,15,738,78,12,13,843,5,0,8
7002,1438,124,26,17,1610,26,3,36,1643,67,0,1706,1410,118,33,10,1576,20,3,25,1601,30,0,1628,494,43,67,5,598,6,3,13,614,7,0,620,37,3,0,34,73,0,0,0,73,7,0,83,3369,289,124,74,3853,60,7,74,3923,114,0,4042,65,4,3,0,70,13,0,13,82,5,0,89,89,5,0,3,99,4,0,4,106,0,0,108,151,8,3,3,171,14,0,14,185,11,0,194,3528,296,128,77,4024,76,7,89,4111,124,0,4237,1960,181,81,56,2276,46,7,50,2326,187,4,2516,11,6,0,8,20,0,0,0,20,0,21,42,5496,478,212,138,6318,124,13,140,6458,311,24,6794,1817,156,28,13,2012,43,7,48,2066,98,3,2164,1508,144,29,10,1691,19,6,25,1714,31,0,1745,109,20,23,4,150,3,3,3,159,6,0,164,25,0,0,24,59,0,0,0,60,4,0,59,3465,322,80,50,3913,70,13,81
8000,3,0,0,0,3,0,0,0,3,0,0,6,20,3,0,0,23,0,0,0,23,0,0,23,7,0,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,41,0,0,0,41,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,41,0,0,0,41,0,0,39,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,5,3,0,46,0,0,0,46,0,0,49,13,0,0,0,11,0,0,0,11,0,0,14,30,0,3,0,33,0,0,0,33,0,0,33,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,4,3,0,57,0,0,0
