SUA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
3008,104,19,22,23,26,22,14,9,265,0,0,0,0,0,0,0,0,0,0,0,123,68,178,37,37,32,47,55,21,25,618,284,84,97,16,17,13,11,10,4,23,551,50,44,108,14,19,12,15,3,3,6,276,3,0,7,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,54,46,110,15,22,10,13,7,3,7,296,0,0,0,0,0,0,0,0,0,0,3,342,132,210,33,33,21,23,19,7,30,850,702,118,120,11,11,10,10,6,0,19,1010,108,54,58,3,3,0,3,3,0,13,241,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,110,61,59,3,3,0,4,5,0,13,257,3,0,0,0,0,0,0,0,0,0,3,811,175,179,16,16,9,9,17,3,33,1268,1078,95,58,12,13,3,4,3,5,28,1307,157,22,13,0
3009,22,6,3,11,8,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,24,13,31,3,5,13,10,13,0,3,108,36,8,3,0,0,0,0,0,0,3,59,4,5,27,3,6,3,3,3,0,0,53,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,5,28,7,6,3,3,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,42,16,36,7,6,3,3,3,0,6,117,86,10,12,4,0,0,0,0,0,5,115,9,12,10,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,101,16,22,4,7,0,0,0,0,8,156,70,6,3,0,0,0,0,0,0,9,88,13,0,9,0
3010,397,71,110,72,78,59,33,18,963,0,0,0,0,0,0,0,0,0,0,4,247,185,626,139,185,106,102,82,51,47,1775,375,148,169,69,50,23,12,11,7,25,880,71,104,480,76,105,41,47,29,11,8,977,3,3,30,3,3,4,3,3,0,3,62,0,0,4,4,0,0,0,0,0,0,6,77,106,511,86,106,44,53,32,19,6,1042,0,0,0,0,0,0,0,0,0,3,5,454,255,682,153,163,61,62,43,20,35,1927,770,156,252,56,34,22,15,8,3,25,1338,133,122,298,30,37,22,11,7,0,14,676,5,3,28,0,3,0,0,0,3,3,47,0,0,3,0,0,0,0,0,0,0,4,141,130,328,36,46,24,11,5,3,19,729,0,0,0,0,0,0,0,0,0,0,0,908,285,577,90,77,47,23,13,8,44,2062,882,88,103,14,15,6,7,0,0,18,1139,153,39,58,6
3011,28,5,5,0,7,7,0,0,62,0,0,0,0,0,0,0,0,0,10,8,35,15,36,5,8,3,10,11,0,16,141,103,18,10,0,3,0,3,0,0,5,149,16,11,31,0,6,0,3,6,3,0,81,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,11,33,5,6,0,3,6,3,0,85,0,0,0,0,0,0,0,0,0,10,10,120,31,46,5,8,3,4,6,3,15,239,224,17,14,3,0,4,0,3,0,20,275,22,11,10,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,10,0,0,3,0,0,0,4,54,3,0,0,0,0,0,0,0,0,9,10,250,24,23,3,0,9,0,3,0,32,345,368,22,14,3,3,0,0,0,0,13,418,52,0,3,0
3012,99,26,31,24,24,23,19,6,286,0,0,0,0,0,0,0,0,0,0,0,97,51,180,66,63,46,39,34,25,16,617,103,54,46,26,19,12,11,4,3,8,285,24,40,104,27,35,16,13,7,0,3,279,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,24,42,108,27,38,16,13,8,5,4,297,0,0,0,0,0,0,0,0,0,0,0,131,97,156,47,62,34,26,11,9,16,583,169,24,44,19,7,14,3,3,3,22,305,57,20,76,8,8,6,0,0,0,3,189,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,62,20,76,12,8,7,5,0,0,6,194,0,0,0,0,0,0,0,0,0,0,0,225,41,123,30,19,19,6,4,5,23,502,162,9,13,0,7,0,0,3,3,3,214,62,8,18,0
3013,354,64,124,102,68,76,36,19,942,0,0,0,0,0,0,0,0,0,7,10,176,116,452,87,157,120,77,88,40,40,1353,254,62,77,11,20,15,12,6,5,15,476,64,102,334,45,66,45,37,52,13,10,767,3,21,109,9,25,4,3,6,0,8,185,0,0,0,0,0,0,0,0,0,0,6,70,119,442,59,91,51,33,61,10,20,960,0,0,4,0,0,0,0,0,0,12,17,326,182,525,69,112,66,46,61,17,45,1453,446,82,90,26,14,3,3,8,5,21,696,119,84,146,17,13,10,10,3,4,6,409,7,27,61,7,14,7,0,0,4,0,123,0,0,0,0,0,0,0,0,0,0,0,124,116,206,25,20,15,10,10,4,5,539,0,0,0,0,0,0,0,0,0,15,18,576,203,298,52,33,17,18,15,11,38,1249,529,30,37,6,7,0,3,7,0,18,636,103,26,26,3
3014,830,140,206,259,283,270,134,81,2499,0,0,0,0,0,0,0,0,0,6,14,1224,734,1779,349,451,474,445,464,215,205,6336,2633,1181,1405,217,224,189,146,146,71,164,6377,366,410,753,115,123,115,97,112,55,31,2184,4,23,43,12,8,16,23,22,12,5,166,3,5,3,0,3,3,0,0,0,0,14,380,441,803,127,130,131,117,129,64,38,2359,0,0,0,0,0,0,0,0,0,5,6,3009,1614,2205,344,354,326,270,278,137,206,8748,5351,1459,1523,211,166,115,92,89,56,196,9272,772,294,343,34,57,42,36,25,16,13,1643,19,9,20,4,4,8,8,0,6,8,73,4,3,3,0,0,0,0,0,0,0,9,798,307,366,38,60,51,43,26,23,24,1727,6,0,0,0,0,0,0,0,0,3,15,6156,1761,1894,255,231,166,139,120,75,225,11015,6409,738,601,83,90,69,53,39,17,177,8277,875,121,80,10
3015,630,113,151,234,191,219,132,38,1946,0,0,0,0,0,0,0,0,0,0,3,370,306,800,155,204,276,230,248,146,62,2805,582,159,184,27,34,33,23,17,10,31,1101,129,242,566,57,81,101,76,88,44,19,1385,0,13,70,5,9,23,25,12,8,4,186,0,0,0,0,0,0,0,0,0,0,3,129,260,638,63,87,120,104,102,46,22,1574,0,0,0,0,0,0,0,0,0,0,3,704,418,815,88,120,154,131,127,57,57,2674,1062,180,151,30,20,18,13,11,6,42,1544,235,192,219,25,35,32,13,9,12,14,790,19,18,41,9,7,7,7,9,6,11,132,5,0,3,0,0,0,0,0,0,0,15,255,204,268,34,46,38,26,17,17,26,934,0,0,0,0,0,0,0,0,0,0,3,1326,388,421,66,65,59,39,25,24,65,2477,1180,105,79,9,13,9,9,4,0,32,1441,232,59,49,11
3016,609,154,152,187,179,165,84,57,1931,0,0,0,0,0,0,0,0,0,12,16,789,428,1016,268,256,276,278,255,137,127,3821,972,328,396,59,59,58,49,33,27,60,2048,207,274,736,116,113,60,83,78,37,26,1731,7,10,60,16,17,24,14,16,5,16,172,0,8,3,0,0,0,0,0,0,4,14,213,292,803,130,122,83,95,92,42,43,1918,0,0,3,0,0,0,0,0,0,20,19,1187,616,1197,190,186,144,142,124,73,127,3989,1973,274,360,59,53,34,21,12,7,60,2857,436,188,402,57,35,23,25,9,11,14,1195,36,16,41,12,4,9,6,8,6,6,141,12,0,3,0,0,0,0,0,0,0,18,479,208,440,64,46,31,33,13,19,23,1351,0,0,0,0,0,0,0,0,0,9,12,2446,478,805,127,98,69,54,28,23,92,4225,1998,147,104,15,23,10,6,15,8,52,2369,473,62,89,5
3017,37,0,5,12,10,11,6,3,96,0,0,0,0,0,0,0,0,0,0,0,27,17,45,7,14,19,11,8,6,8,155,55,16,8,3,3,0,0,0,0,0,82,18,3,13,4,6,6,4,0,0,0,64,0,0,3,0,0,0,0,0,0,0,14,0,0,0,3,3,0,0,0,0,0,5,16,7,18,3,5,9,4,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,72,19,28,6,10,9,8,0,0,7,160,91,12,13,3,0,3,0,0,0,11,132,16,10,11,3,0,0,0,0,0,0,46,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,7,16,3,3,0,3,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,114,22,29,6,4,5,0,0,0,11,191,125,13,4,0,0,3,0,0,4,6,155,18,5,0,0
3018,23,3,3,3,10,3,4,3,57,0,0,0,0,0,0,0,0,0,0,0,57,19,71,5,17,13,15,11,9,4,220,97,40,35,5,15,5,7,3,7,3,226,8,14,28,3,5,3,9,10,0,0,87,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,14,13,36,3,5,3,9,8,0,0,99,0,0,0,0,0,0,0,0,0,0,0,112,55,67,14,19,12,17,11,10,6,323,208,42,59,12,12,3,3,0,0,7,345,19,19,19,0,0,3,0,0,0,6,62,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,20,17,21,0,0,3,0,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0,226,64,79,12,12,3,4,0,0,10,419,266,39,17,6,5,0,3,4,0,10,343,28,5,0,0
4000,384,88,119,135,130,199,99,103,1404,0,0,0,0,0,0,0,0,0,29,33,355,197,604,144,181,189,188,262,136,175,2427,754,201,273,37,47,27,18,18,8,79,1466,144,114,338,67,82,63,59,38,30,26,966,10,22,46,13,41,17,12,7,9,9,186,0,0,3,0,0,0,0,0,0,0,6,154,133,392,82,122,82,69,49,39,36,1157,0,0,0,0,0,0,0,0,0,28,29,915,332,663,118,164,112,91,62,50,143,2650,3028,269,267,23,28,18,17,13,6,137,3819,314,95,113,27,27,23,13,4,0,19,651,24,9,39,13,40,9,0,6,4,12,174,3,0,0,0,0,0,0,0,0,0,15,342,114,153,42,73,35,18,19,8,37,838,7,0,0,0,0,0,0,0,0,28,35,3379,378,418,73,99,56,36,32,12,206,4690,4738,138,84,9,13,9,5,3,8,183,5193,518,46,29,8
4001,13571,2246,2854,3258,3439,3854,2162,857,39564,10,6,12,0,0,0,0,0,0,83,114,7786,5358,15717,2786,3462,3750,3866,4300,2450,1307,50779,7561,2012,2850,488,652,404,362,308,168,384,15190,6045,4514,9713,1291,1545,1410,1160,1301,709,397,28079,507,537,1270,288,363,451,323,301,246,143,4430,38,36,73,8,4,16,8,11,8,15,211,6593,5082,11059,1587,1916,1872,1487,1609,956,554,32718,10,0,11,0,0,3,3,0,0,62,94,14162,7102,13916,2074,2564,2279,1854,1920,1130,1001,48001,20401,2381,3205,397,378,229,175,160,58,625,28021,8535,2368,3130,396,424,300,269,216,110,284,16032,1642,613,1209,253,265,286,188,189,164,206,5005,59,14,27,7,4,4,0,0,3,11,130,10236,2994,4357,649,695,592,455,405,273,500,21167,29,6,4,0,0,3,0,0,0,73,110,30669,5386,7569,1049,1074,820,632,567,339,1195,49304,27332,852,605,87,85,67,46,41,25,623,29763,10832,691,484,79
4002,56,10,11,17,19,17,3,6,159,0,0,0,0,0,0,0,0,0,0,0,31,33,73,20,13,25,20,22,5,15,251,79,16,25,0,11,3,0,7,0,3,147,20,28,72,11,8,12,3,8,6,0,169,0,0,20,0,3,8,5,3,0,5,47,0,0,0,0,0,0,0,0,0,0,0,21,26,100,10,10,19,12,12,6,3,218,0,0,0,0,0,0,0,0,0,0,0,99,39,129,10,19,24,9,14,7,6,361,225,20,21,3,3,0,5,3,0,14,299,32,17,17,3,3,6,8,0,0,3,93,3,3,15,0,0,6,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,34,23,35,4,7,9,10,4,3,6,135,0,0,0,0,0,0,0,0,0,0,0,266,42,54,5,8,15,12,8,3,18,432,320,11,8,0,0,0,0,5,0,12,367,69,4,3,0
4003,103,20,31,25,92,127,50,78,541,0,0,0,0,0,0,0,0,0,31,31,18,29,121,17,27,32,93,124,61,106,633,32,13,13,3,3,6,0,3,0,0,78,12,27,109,11,26,20,19,22,0,4,256,3,4,25,0,0,3,15,12,4,4,69,0,0,0,0,0,0,0,0,0,0,0,18,33,137,15,28,24,34,32,4,10,322,0,0,0,0,0,0,0,0,0,12,12,50,43,149,15,27,29,38,35,3,21,411,136,15,22,0,7,3,0,0,3,3,183,21,14,42,9,3,8,6,3,3,0,108,3,15,25,0,3,0,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,21,32,61,12,8,8,7,3,4,3,156,0,0,0,0,0,0,0,0,0,14,10,154,44,83,12,8,8,6,3,9,18,352,159,7,9,0,3,0,0,0,0,4,185,31,4,10,0
4004,47,5,4,8,10,11,3,3,92,0,0,0,0,0,0,0,0,0,19,20,8,5,57,5,4,8,14,11,5,23,126,21,3,10,3,0,0,0,0,0,3,43,3,10,35,3,3,0,6,4,0,0,73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,14,35,3,4,3,6,7,0,0,73,0,0,0,0,0,0,0,0,0,9,9,25,15,39,7,4,3,13,6,0,11,122,78,4,3,0,0,0,0,0,0,0,88,9,8,7,5,3,0,0,3,0,3,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,8,5,3,0,0,3,0,3,40,0,0,0,0,0,0,0,0,0,4,4,87,12,12,5,3,0,0,3,0,13,137,116,3,0,0,0,0,0,0,0,3,129,11,5,0,0
4005,20,12,8,3,0,0,3,3,61,0,0,0,0,0,0,0,0,0,0,0,15,10,33,11,9,9,3,9,4,8,106,32,15,14,5,3,0,0,3,0,3,76,7,10,19,4,3,3,7,3,3,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,9,19,4,3,7,7,3,3,0,54,0,0,0,0,0,0,0,0,0,8,8,42,25,30,5,8,7,4,8,3,6,133,127,7,14,0,0,0,0,0,0,8,160,14,3,17,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,17,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,4,4,144,16,24,0,5,0,3,4,0,14,209,175,7,0,0,0,0,0,0,0,4,192,33,3,4,0
4006,21,4,14,4,5,5,0,0,69,0,0,0,0,0,0,0,0,0,0,0,9,11,31,13,15,9,8,5,3,4,109,30,3,10,0,0,0,0,0,0,0,48,11,8,18,7,3,7,3,3,0,8,69,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,13,20,5,3,7,3,3,0,8,74,0,0,0,0,0,0,0,0,0,0,0,41,15,29,7,3,8,5,3,0,8,118,84,4,8,3,0,0,0,0,0,5,113,17,8,13,4,4,5,0,3,0,4,44,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,4,10,4,4,5,0,3,0,4,52,0,0,0,0,0,0,0,0,0,0,0,98,12,26,5,6,10,0,3,0,6,163,117,4,9,0,0,0,0,0,0,3,132,26,3,3,0
4007,25,7,14,5,7,7,0,3,66,0,0,0,0,0,0,0,0,0,0,0,36,3,28,7,12,11,5,10,0,10,121,120,16,27,5,4,0,0,3,0,5,186,11,13,14,3,6,0,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,15,3,6,0,0,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,130,32,42,4,14,0,0,5,0,15,244,362,35,31,3,3,0,0,3,0,16,455,22,11,5,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,23,11,5,0,0,0,3,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,388,49,36,3,5,3,4,4,0,18,510,736,18,12,0,0,3,0,0,0,22,796,62,3,3,0
4008,52,17,20,21,5,8,3,3,140,0,0,0,0,0,0,0,0,0,0,0,37,12,72,21,22,20,11,11,7,3,218,77,9,9,4,3,0,4,0,0,0,116,11,32,102,17,13,8,9,13,0,3,208,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,32,104,17,18,8,10,16,3,3,221,0,0,0,0,0,0,0,0,0,0,0,96,42,116,22,20,14,14,13,3,3,340,596,13,6,0,0,0,3,0,0,18,637,42,16,44,5,5,3,3,3,0,3,128,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,47,16,52,5,12,3,4,3,0,3,141,0,0,0,0,0,0,0,0,0,0,0,640,26,59,5,12,4,6,3,0,23,781,752,6,3,0,0,0,0,0,3,26,798,66,3,6,4
5000,687,224,257,277,314,370,247,233,2957,5,0,3,0,0,0,0,0,0,363,372,1129,573,1699,605,678,498,512,534,355,772,7340,2198,729,854,128,175,108,83,57,16,184,4537,333,352,827,148,211,187,101,113,54,71,2398,32,17,73,13,18,20,19,23,8,12,226,7,7,9,0,0,3,0,0,0,4,31,366,377,908,158,230,211,121,134,60,85,2653,10,0,3,0,0,0,0,0,0,237,254,2570,1110,1763,288,411,312,208,188,73,506,7439,5588,743,753,105,144,84,63,41,10,304,7833,520,224,495,78,82,58,31,33,13,32,1565,56,15,71,6,16,11,9,6,10,24,222,8,0,5,3,3,0,0,0,0,5,19,582,241,565,86,106,70,37,40,16,58,1809,13,3,10,0,0,0,0,0,0,198,220,6183,990,1321,196,250,161,97,73,32,564,9859,6490,363,331,68,80,34,24,30,24,299,7734,647,72,95,8
5001,96,10,24,40,25,19,18,15,291,0,0,0,0,0,0,0,0,0,21,21,129,49,159,30,51,47,37,29,23,44,591,218,59,69,12,10,7,7,10,9,14,413,30,68,149,11,19,13,9,10,3,3,312,0,4,18,0,3,4,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,3,32,69,167,11,22,19,10,5,3,10,355,0,0,0,0,0,0,0,0,0,15,17,254,131,237,23,31,26,15,17,10,39,779,590,60,58,5,13,8,7,0,3,19,756,57,43,77,7,8,4,3,3,0,7,212,3,3,7,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,66,48,80,8,8,9,3,3,0,11,234,0,0,0,0,0,0,0,0,0,12,12,653,105,139,14,26,17,5,8,6,42,1008,837,37,16,10,10,0,0,0,0,18,924,84,7,13,0
5002,62,26,23,24,39,52,20,27,300,0,0,0,0,0,0,0,0,0,6,6,65,30,160,50,49,34,56,71,34,43,586,113,34,68,8,15,4,3,3,0,14,264,25,16,89,12,10,14,10,7,0,3,184,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,30,16,96,12,10,14,8,12,0,5,194,3,0,0,0,0,0,0,0,0,0,5,142,48,163,17,23,20,12,18,3,19,465,200,19,26,0,15,6,3,3,0,12,283,37,21,27,6,9,3,0,0,0,3,101,3,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,46,21,30,9,9,3,0,0,0,3,114,0,0,0,0,0,0,0,0,0,0,0,242,42,55,8,23,7,3,3,0,14,398,215,14,9,3,5,3,3,0,0,5,261,20,3,9,0
5003,288,68,94,125,117,112,47,57,1011,0,0,0,0,0,0,0,0,0,11,12,309,174,535,144,177,187,158,152,67,101,1991,597,194,298,77,55,50,26,24,10,38,1371,77,123,424,60,89,100,57,34,12,10,978,4,3,22,4,4,10,3,0,4,0,52,0,0,3,0,0,0,0,0,0,0,3,82,125,443,61,92,108,63,36,18,12,1040,0,0,0,0,0,0,0,0,0,10,13,674,321,741,141,151,161,87,54,30,59,2420,1273,241,336,48,52,31,28,14,3,59,2080,145,81,220,25,27,19,14,11,4,15,565,22,3,14,0,3,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,9,170,85,237,33,32,22,17,15,5,15,626,0,0,3,0,0,0,0,0,0,14,17,1439,326,571,75,83,54,45,30,9,85,2729,1440,133,119,17,27,9,8,0,0,37,1786,183,43,40,11
5004,101,17,36,42,40,26,14,12,331,0,0,0,0,0,0,0,0,0,3,3,147,65,201,36,56,69,78,48,14,26,735,360,111,130,16,29,14,15,12,0,21,710,43,35,97,12,20,12,11,8,6,8,261,0,0,5,0,3,3,0,3,0,3,27,3,0,0,0,0,0,0,0,0,0,6,48,35,104,19,21,17,11,15,6,8,290,0,4,0,0,0,0,0,0,0,0,9,411,150,237,33,52,35,28,19,6,28,1000,685,98,99,19,10,12,11,5,0,29,965,46,29,45,5,3,11,3,0,4,8,162,3,0,5,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,48,38,48,9,10,9,3,0,4,7,173,0,0,0,0,0,0,0,0,0,0,0,731,127,148,26,21,22,11,5,4,39,1144,836,50,37,5,5,4,0,3,0,25,964,54,10,6,0
5005,21,6,7,8,12,0,3,9,72,0,0,0,0,0,0,0,0,0,0,0,37,30,43,13,20,22,13,10,5,15,204,86,26,34,11,3,0,0,3,0,8,178,11,15,23,3,0,3,3,0,0,3,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,15,27,3,3,3,3,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,93,43,60,18,5,3,5,3,0,11,240,183,18,24,5,3,4,0,3,0,19,245,14,7,12,4,3,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,12,4,0,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,192,22,35,7,5,7,3,3,0,19,289,183,19,17,3,3,3,0,0,0,7,238,20,4,6,0
