SUA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
4005,71,214,575,584,587,404,52,10,3,2507,141,77,131,100,126,158,76,8,3,815,5,3,29,20,34,32,13,0,0,139,4,12,21,12,16,8,3,4,0,77,226,304,749,717,760,607,149,19,4,3537,14,34,30,31,53,30,3,0,0,191,14,10,10,6,12,11,4,0,0,67,26,42,40,29,62,42,6,0,0,253,255,344,795,751,820,644,155,19,4,3793,194,52,141,123,151,301,566,350,132,2005,28,41,62,57,77,77,58,46,10,449,470,431,995,928,1046,1022,784,415,149,6241,36,125,261,258,344,220,24,6,0,1273,195,128,338,416,399,311,67,12,0,1867,11,9,44,18,30,31,3,0,0,146,11,4,9,9,3,15,0,0,0,56,243,269,660,701,781,573,93,15,0,3342,11,22,19,16,17,6,0,0,0,85,30,12,19,17,15,16,3,0,0,112,35,33,36,36,32,23,3,0,0,196
4006,43,189,391,413,555,321,50,0,0,1965,105,63,85,74,81,84,35,3,0,540,3,0,11,12,19,20,3,0,0,66,3,3,12,12,16,9,5,0,0,61,156,263,502,508,671,441,91,5,0,2635,43,66,61,67,42,39,0,0,0,323,32,15,8,10,16,13,0,0,0,93,75,82,68,81,59,51,0,0,0,415,229,345,568,590,728,490,96,5,0,3044,238,59,92,127,195,345,592,393,120,2173,21,21,50,45,71,57,40,33,16,356,486,421,715,765,988,896,727,435,141,5574,15,92,186,176,259,155,21,0,0,906,162,127,201,298,339,247,45,0,0,1409,6,13,47,20,13,22,0,0,0,126,3,7,8,6,3,11,0,4,0,43,187,237,449,502,613,428,63,4,3,2485,13,20,27,23,30,15,0,0,0,127,28,22,21,30,19,6,0,0,0,129,47,37,55,54,47,23,3,0,0,256
4007,45,125,405,511,591,550,95,6,0,2326,144,134,163,192,239,321,199,30,0,1414,11,11,11,42,23,41,11,3,0,159,3,5,16,10,13,13,9,4,0,77,198,273,594,748,865,928,319,40,3,3975,22,37,53,44,61,38,3,0,0,264,28,11,16,10,13,27,5,3,0,116,47,55,69,47,76,67,16,7,0,376,246,325,663,800,942,1001,327,47,3,4355,240,63,100,163,219,686,2091,1439,498,5503,24,24,38,69,73,97,127,115,57,624,507,411,810,1033,1237,1784,2553,1596,558,10475,18,61,163,255,359,319,40,3,0,1219,200,156,311,439,587,583,162,14,3,2448,16,14,54,38,35,59,18,3,0,239,5,9,8,8,15,9,5,8,3,75,244,240,533,741,1002,976,230,25,3,3987,13,20,16,18,17,15,0,0,0,98,25,18,17,25,22,28,4,0,0,136,38,33,35,46,38,46,9,0,0,240
4008,36,252,781,769,942,517,55,3,4,3358,134,127,118,118,126,119,43,6,0,798,5,22,22,38,42,45,4,0,0,178,9,9,15,21,28,15,0,0,0,98,180,404,942,948,1135,694,111,13,3,4421,54,99,123,101,115,82,3,0,0,566,54,29,23,19,25,20,3,0,0,174,105,126,151,120,137,96,3,0,0,739,280,529,1087,1067,1271,797,114,13,3,5161,383,85,140,167,319,465,748,508,145,2970,38,54,105,89,108,85,81,46,17,625,699,678,1338,1322,1699,1347,946,568,165,8758,14,132,399,350,454,233,28,5,0,1613,191,199,361,394,461,323,52,5,0,1992,13,19,67,31,34,28,5,0,0,195,7,3,9,12,10,9,4,0,0,65,225,355,834,794,962,593,89,8,0,3860,19,45,53,38,55,23,0,0,0,230,50,29,53,36,21,19,0,0,0,202,68,71,102,75,73,36,0,0,0,434
5000,1310,3548,11938,12662,14049,10109,2531,374,49,56575,1206,830,1463,1598,1959,2407,1609,390,42,11504,101,205,763,742,922,921,284,56,11,4005,108,172,300,300,348,276,114,53,13,1682,2720,4757,14459,15299,17281,13715,4547,869,113,73765,361,552,846,778,832,672,61,0,0,4094,209,127,134,116,126,213,78,4,0,1004,566,677,977,896,953,881,142,5,0,5097,3292,5436,15433,16194,18233,14598,4685,878,118,78865,4022,1441,2675,2510,2710,4897,9000,4524,1203,32978,765,920,3202,2981,3032,2508,1541,748,246,15946,8080,7795,21312,21685,23974,22006,15227,6148,1563,127785,632,2115,4954,4955,6824,4750,865,100,8,25206,1693,1331,3817,5526,5723,4814,1509,208,30,24650,87,156,726,490,603,671,197,28,3,2965,92,83,174,197,259,183,82,41,9,1125,2501,3686,9673,11166,13416,10422,2653,376,48,53946,198,277,383,430,460,243,4,3,0,1998,243,114,333,330,264,236,23,0,0,1553,442,391,715,766,727,479,26,4,0,3551
5001,190,464,993,1137,1246,928,188,14,3,5160,274,131,211,213,277,365,207,38,3,1719,17,19,50,44,76,78,28,4,0,314,15,12,26,24,30,15,7,9,3,141,492,623,1288,1419,1630,1381,432,59,6,7328,40,57,70,63,42,53,4,0,0,337,54,13,13,14,13,27,8,0,0,145,100,75,88,79,63,78,9,0,0,480,584,695,1371,1502,1691,1460,440,62,6,7810,481,157,307,248,303,499,1205,859,356,4418,62,38,121,91,112,152,117,91,57,846,1133,894,1804,1837,2100,2111,1763,1011,424,13079,99,288,534,549,777,511,56,4,0,2823,403,212,520,802,832,728,200,17,3,3719,16,18,68,52,75,93,21,3,0,347,8,4,23,21,27,17,3,4,0,110,527,525,1148,1420,1710,1351,287,33,4,7000,30,24,24,31,25,19,0,0,0,154,25,8,33,35,16,24,6,0,0,160,56,36,55,65,40,43,6,0,0,309
5002,47,133,686,681,566,386,69,8,0,2579,83,52,127,99,91,103,38,3,0,601,0,3,36,32,35,34,5,0,0,148,8,13,14,5,17,15,3,0,0,76,143,203,866,819,709,540,112,15,0,3406,17,20,43,29,38,19,0,0,0,163,17,3,3,5,7,6,0,0,0,46,33,29,44,35,44,24,5,0,0,207,172,230,913,855,751,566,118,15,0,3618,184,56,110,127,120,170,204,82,9,1066,39,35,166,132,110,98,62,17,10,671,400,318,1190,1117,979,833,391,115,19,5354,28,138,590,458,437,304,31,3,0,1990,79,69,245,336,199,139,41,3,0,1114,3,10,65,42,39,20,4,0,0,175,12,13,13,13,21,8,0,0,0,80,119,228,910,851,697,481,73,6,0,3362,6,10,23,18,17,7,3,0,0,83,4,12,19,13,3,11,0,0,0,66,9,19,39,31,15,21,6,0,0,146
5003,335,1048,2884,3160,3189,2071,286,13,3,12984,603,292,436,382,337,468,290,44,3,2852,28,41,131,153,200,161,36,10,0,762,34,32,70,68,63,23,13,3,0,307,1000,1419,3526,3758,3789,2728,623,61,6,16907,110,172,263,214,208,173,14,0,0,1160,162,57,38,34,31,54,20,0,0,391,269,225,304,244,241,227,34,0,0,1551,1269,1649,3830,4005,4024,2954,656,66,8,18457,1033,231,382,404,470,951,2168,1240,420,7306,140,125,315,330,365,308,246,147,50,2035,2448,2003,4528,4747,4860,4206,3073,1453,478,27803,170,663,1383,1265,1667,967,83,0,0,6202,873,525,1364,1912,1838,1297,293,22,5,8132,39,44,185,114,116,145,26,0,0,666,26,20,51,39,43,34,6,3,0,229,1105,1258,2981,3326,3670,2447,407,23,5,15231,54,88,130,127,118,58,3,0,0,584,152,64,168,144,100,87,11,0,0,723,205,152,298,267,219,149,16,0,0,1306
5004,159,386,1109,1555,1503,904,175,22,0,5811,285,122,248,269,311,416,230,38,3,1925,23,23,56,97,86,106,42,0,0,429,18,13,28,24,30,18,13,3,3,156,484,544,1450,1944,1934,1442,456,65,5,8321,51,48,70,68,76,88,5,0,0,400,48,9,17,16,11,30,15,0,0,141,99,56,82,83,85,122,20,0,0,541,579,597,1528,2028,2021,1562,473,66,5,8863,460,79,114,134,206,506,1462,827,278,4056,64,51,161,169,186,173,160,105,50,1110,1101,720,1805,2334,2413,2236,2094,993,339,14025,91,239,527,649,788,447,55,7,0,2804,387,244,624,1123,1018,790,205,20,5,4403,32,17,96,68,71,77,31,3,0,388,11,16,16,27,26,13,8,3,0,122,524,509,1261,1863,1903,1329,291,35,7,7723,14,26,34,40,33,44,0,0,0,182,48,21,48,53,38,33,9,0,0,242,64,45,77,92,68,76,7,0,0,426
5005,77,203,410,462,574,358,82,7,3,2177,99,43,53,52,77,79,68,19,5,502,3,4,27,25,30,38,16,4,0,153,3,6,8,13,18,11,8,0,0,69,190,264,492,550,705,489,165,29,6,2897,8,21,28,25,36,18,3,0,0,137,18,3,0,3,6,4,0,0,0,34,23,20,24,28,43,20,4,0,0,166,216,283,524,578,746,509,172,29,6,3063,184,24,38,39,58,161,363,235,76,1170,47,39,83,83,107,85,73,29,7,558,446,342,648,700,911,756,606,293,91,4796,40,103,198,205,295,164,17,8,0,1028,134,84,215,289,298,231,65,8,0,1322,10,5,31,20,26,38,16,3,0,143,3,3,7,11,8,9,0,0,0,38,190,191,445,523,622,435,103,19,0,2526,13,7,8,12,12,5,0,0,0,56,17,0,11,11,9,4,0,0,0,53,26,6,21,19,20,13,0,0,0,106
5006,182,535,1279,1432,1569,1017,178,17,3,6218,304,133,200,198,261,264,127,22,4,1516,16,25,85,65,98,96,23,4,0,412,10,12,30,35,35,20,10,7,0,160,512,713,1602,1724,1962,1408,345,46,9,8309,67,110,161,129,149,109,15,0,0,735,53,29,30,32,21,33,8,4,0,212,123,138,191,161,169,144,22,4,0,951,637,845,1792,1886,2128,1549,366,49,9,9259,585,175,279,263,298,496,1073,667,211,4039,110,77,180,204,235,203,131,109,53,1310,1327,1104,2256,2348,2667,2242,1574,829,270,14611,126,361,706,766,1022,592,67,7,0,3647,461,234,592,801,848,603,139,12,0,3700,10,28,114,70,74,65,15,3,0,389,7,10,17,26,30,25,6,3,0,130,613,639,1429,1667,1970,1285,231,25,0,7861,31,54,67,64,60,36,0,0,0,321,85,30,42,49,56,33,8,3,0,303,114,89,112,117,115,67,6,3,0,616
5007,182,616,1855,1639,1520,1006,161,7,4,6986,189,98,143,99,134,125,59,5,0,848,8,27,57,59,61,46,16,0,0,281,18,21,50,47,37,22,7,0,0,208,399,764,2109,1843,1756,1192,240,16,4,8325,44,71,77,68,63,53,7,0,0,370,33,14,10,12,9,9,3,0,0,90,73,85,89,80,69,64,9,0,0,464,474,850,2195,1921,1823,1257,253,16,4,8793,361,141,174,158,159,248,452,201,45,1933,65,107,302,249,247,222,85,28,4,1316,904,1096,2668,2323,2234,1723,789,251,49,12039,105,368,887,819,849,453,46,8,0,3529,312,155,538,595,478,344,68,4,0,2503,9,27,114,54,47,36,12,0,0,289,13,11,25,26,25,16,4,3,0,118,438,559,1564,1495,1402,845,124,11,0,6442,28,40,67,45,41,21,0,0,0,244,43,23,53,44,31,24,0,0,0,206,70,57,117,92,70,42,5,0,0,449
5008,72,265,1177,1136,755,429,59,3,6,3908,97,41,91,80,70,45,13,3,0,434,10,15,68,46,48,27,5,0,0,217,3,8,24,22,19,5,4,0,0,89,184,335,1359,1285,891,509,80,6,6,4653,21,36,43,42,35,27,5,0,0,209,16,3,5,4,0,3,0,0,0,34,31,40,53,45,31,34,5,0,0,241,222,372,1415,1329,923,540,82,6,6,4896,202,42,62,56,41,63,62,13,3,550,36,63,235,210,166,86,21,3,0,823,457,483,1713,1599,1136,688,173,21,11,6273,49,221,605,486,402,201,14,0,0,1987,106,79,338,344,212,79,7,3,0,1172,3,16,89,38,20,21,4,0,0,184,6,5,9,15,8,5,0,0,0,43,163,325,1041,875,646,304,31,8,0,3389,14,15,41,36,27,16,0,0,0,133,12,13,23,24,12,11,3,0,0,97,26,23,68,55,40,20,3,0,0,230
5009,5316,24272,93703,90617,82745,50807,8894,561,78,356982,14802,17704,18673,12147,11939,13190,8460,1424,123,98465,646,1229,3415,2950,2966,2853,869,112,7,15055,524,1145,2333,1803,1490,903,288,75,18,8585,21285,44352,118126,107516,99136,67755,18502,2180,230,479080,2219,4455,7376,6066,6041,4614,412,30,3,31224,4806,2827,1762,851,737,1096,525,62,3,12664,7024,7279,9140,6918,6779,5704,929,94,5,43885,28309,51633,127258,114439,105920,73462,19436,2278,235,522968,29165,11318,11932,9482,11057,21109,48225,30867,10474,183635,2698,4149,11469,8766,7958,6352,4754,3308,1825,51271,60176,67101,150661,132686,124933,100918,72412,36448,12534,757873,2658,18622,57693,41155,47154,27719,3449,163,28,198644,20090,21916,36303,44743,40997,29675,8209,724,63,202726,758,1337,6059,3682,2650,2616,726,65,6,17892,534,892,1498,1138,1145,714,238,73,28,6279,24046,42758,101558,90725,91946,60726,12622,1034,121,425534,1373,2400,4248,3360,3215,1586,85,19,9,16286,4880,2775,3978,3850,2593,1679,241,20,5,20023,6253,5174,8223,7211,5802,3269,325,41,10,36312
5010,55,205,1058,863,682,401,53,3,4,3326,58,34,91,51,57,40,8,0,0,346,6,14,59,43,43,31,3,0,0,196,3,9,26,22,20,16,0,0,0,102,116,264,1238,982,806,490,70,8,4,3967,11,25,39,33,27,22,3,0,0,163,4,3,4,3,3,4,0,0,0,29,14,29,40,37,34,27,3,0,0,187,137,296,1274,1017,839,513,73,6,4,4152,148,43,79,63,86,72,87,38,7,608,37,60,240,188,177,124,37,14,3,874,315,397,1588,1273,1102,707,193,56,18,5638,37,186,576,369,348,176,20,0,0,1711,85,71,269,235,141,67,7,0,0,869,4,20,76,44,28,20,3,0,0,187,0,7,15,9,13,6,0,0,0,56,127,283,933,657,529,259,37,3,0,2830,11,19,29,23,34,12,0,0,0,120,17,4,28,16,6,4,0,0,0,72,19,21,61,45,37,13,0,0,0,190
5011,43,153,488,567,506,222,37,0,0,2012,61,49,70,65,72,77,35,4,0,434,9,6,29,27,24,15,6,0,0,117,3,7,29,7,12,5,0,0,0,61,115,210,614,667,617,318,77,4,0,2627,17,27,44,52,42,31,0,0,0,215,23,12,10,4,6,7,4,0,0,61,37,39,52,58,51,41,4,0,0,282,153,251,664,723,669,358,83,6,0,2908,176,36,36,52,72,120,334,185,28,1032,23,19,84,85,75,52,50,57,26,472,345,302,786,860,819,528,465,242,56,4410,19,101,261,213,259,134,19,0,0,995,87,89,245,260,254,148,42,0,0,1122,13,7,37,28,14,14,3,0,0,119,3,10,10,10,4,3,0,0,0,50,122,207,554,511,537,300,61,0,0,2290,14,18,25,24,27,17,0,0,0,123,27,8,33,33,16,13,3,0,0,125,45,28,55,51,42,26,3,0,0,256
6000,618,1704,3999,4745,6000,4800,934,134,21,22953,743,545,756,996,1430,1866,878,182,22,7411,47,79,195,204,324,397,115,28,7,1396,59,78,143,150,186,137,60,26,3,843,1470,2409,5100,6088,7938,7195,1985,372,50,32608,221,309,329,352,408,429,25,3,4,2077,138,73,76,70,105,147,33,10,0,659,357,380,400,425,513,577,58,8,4,2733,1832,2792,5501,6507,8451,7770,2046,377,58,35339,2335,504,692,1005,1881,4348,7755,3690,892,23096,256,268,487,550,805,962,873,430,141,4760,4412,3560,6683,8066,11138,13077,10677,4501,1088,63194,232,886,1762,2117,3426,2260,345,40,8,11071,1176,946,2216,3254,3807,3300,770,90,12,15562,80,92,339,240,324,425,95,14,0,1605,54,43,61,90,144,91,53,21,5,571,1548,1967,4372,5696,7710,6077,1263,161,28,28813,116,126,169,172,245,165,9,0,3,1001,182,75,171,160,187,176,13,3,0,968,295,208,339,331,426,341,27,3,3,1971
6001,118,365,819,810,963,631,85,9,3,3795,218,121,146,142,201,224,85,12,0,1144,18,11,29,33,39,55,13,0,0,200,9,7,22,20,18,13,10,0,0,92,357,506,1018,998,1211,924,188,19,9,5226,49,73,85,89,86,60,0,0,0,449,48,14,25,10,19,18,6,0,0,138,103,86,111,95,106,78,7,0,0,584,455,591,1121,1093,1316,998,189,26,5,5812,449,125,170,229,302,563,1106,743,218,3901,31,47,72,72,109,87,108,65,26,621,935,766,1372,1395,1724,1649,1404,831,251,10331,61,208,373,393,596,389,31,0,0,2043,311,244,465,551,619,452,85,11,0,2746,8,16,67,33,42,55,12,0,0,244,17,3,16,9,13,24,8,3,0,92,390,474,922,990,1271,916,129,16,0,5121,19,34,39,38,40,18,0,0,0,192,57,24,49,34,35,25,0,0,0,219,78,55,89,75,73,39,0,0,0,416
6002,115,322,931,984,1022,732,109,12,0,4223,203,143,191,157,209,247,144,19,6,1320,11,23,31,42,52,53,12,0,0,227,8,12,24,12,24,26,7,3,3,118,334,491,1188,1200,1301,1055,271,33,8,5885,44,102,90,72,81,59,4,0,0,449,49,21,20,16,19,26,5,0,0,151,94,116,112,85,100,81,5,3,0,599,427,612,1293,1284,1403,1141,275,33,8,6480,434,98,181,209,321,620,1227,754,251,4099,38,39,92,86,90,127,125,76,24,698,894,748,1567,1582,1821,1888,1622,864,286,11278,55,210,425,460,631,368,53,3,0,2213,357,253,547,644,699,502,110,17,0,3126,10,24,65,59,60,64,15,0,0,287,8,9,16,18,17,11,6,3,0,88,432,484,1052,1181,1414,945,179,21,0,5720,25,48,26,42,49,24,0,0,0,210,63,35,47,29,32,21,0,0,0,232,89,76,73,74,79,41,0,0,0,443
6003,510,2147,7396,7712,8073,5420,832,52,8,32158,1502,1703,1942,1479,1567,1819,995,171,8,11193,92,118,240,245,279,329,94,4,4,1401,58,81,179,124,131,91,35,15,8,727,2164,4049,9753,9567,10055,7658,1952,244,33,45480,207,461,613,400,327,235,8,0,0,2260,473,276,213,91,95,124,37,3,0,1313,678,737,826,486,421,358,50,7,0,3573,2844,4792,10585,10054,10475,8018,2006,251,33,49052,3248,1510,1714,1412,1756,3811,6875,4323,1625,26260,249,344,732,626,742,726,647,403,161,4639,6347,6641,13027,12093,12968,12559,9526,4976,1824,79951,251,1645,4568,4240,5274,3347,331,17,3,19673,2182,2287,3959,5050,4663,3818,974,100,5,23034,118,189,716,468,351,368,79,8,3,2298,58,64,124,83,106,90,27,13,7,565,2608,4185,9365,9838,10393,7622,1404,133,24,45572,98,184,287,188,168,89,3,0,0,1021,454,249,298,222,179,161,21,4,0,1595,554,437,585,409,339,259,28,6,0,2608
6004,272,1141,2919,2981,3327,2193,299,13,3,13152,690,676,674,554,603,699,392,75,7,4366,37,63,108,85,103,125,50,7,0,579,27,37,62,59,53,49,17,3,0,308,1025,1917,3766,3681,4088,3059,761,99,10,18401,107,240,264,191,178,148,9,0,0,1133,218,146,81,48,43,56,7,0,0,610,328,383,346,241,225,206,10,0,0,1738,1356,2298,4108,3922,4310,3262,774,99,10,20143,1417,714,642,570,687,1287,2882,1735,666,10601,151,203,318,296,341,314,309,161,84,2170,2917,3215,5073,4787,5339,4865,3965,1995,763,32912,156,719,1582,1476,2032,1298,124,4,0,7389,984,1015,1532,2047,2003,1543,361,24,3,9520,53,73,275,175,151,158,33,5,0,911,32,37,36,40,47,36,13,3,0,250,1228,1847,3423,3745,4224,3032,537,38,7,18073,81,123,94,87,118,57,3,0,0,567,196,118,105,117,84,65,3,0,0,698,281,250,197,210,208,118,11,0,0,1269
6005,61,176,383,437,566,411,57,4,0,2094,94,57,74,73,97,158,65,19,0,633,9,9,10,11,33,30,8,0,0,117,8,5,3,7,10,5,5,5,0,45,170,251,470,528,698,601,136,25,0,2888,23,28,32,30,29,27,4,0,0,181,27,11,9,5,13,17,3,0,0,85,48,45,43,39,45,45,7,0,0,268,222,292,512,565,743,650,145,21,0,3158,208,57,75,83,122,336,693,448,121,2155,22,23,27,26,43,41,42,40,13,281,445,370,620,678,910,1028,883,510,139,5595,30,77,181,192,340,207,25,0,0,1052,157,110,216,338,360,316,54,8,0,1552,8,11,35,27,35,26,3,0,0,146,8,3,3,11,10,8,3,0,0,49,203,209,435,560,742,558,87,8,4,2798,8,14,17,13,19,9,0,0,0,79,19,9,15,18,19,17,0,0,0,99,30,20,32,23,41,20,0,0,0,176
7000,273,911,2488,2298,2327,1506,364,34,5,10205,235,201,433,409,419,334,140,18,0,2191,17,39,115,146,148,131,20,5,0,613,45,69,142,101,91,66,22,3,0,536,571,1216,3175,2959,2980,2038,545,56,4,13545,217,327,506,369,298,131,17,3,0,1864,47,76,122,83,67,45,6,0,0,445,261,396,625,448,374,182,20,3,0,2309,838,1621,3801,3405,3352,2217,564,59,4,15857,1805,1131,2015,1532,1321,1187,1200,370,54,10608,494,555,1052,840,922,671,331,101,15,4978,3135,3306,6873,5777,5594,4073,2092,532,80,31446,184,639,1863,1591,1825,1092,185,18,0,7407,232,228,745,862,675,449,148,9,3,3359,13,34,190,137,120,105,21,0,0,621,40,64,101,82,94,39,17,8,0,436,470,968,2897,2674,2718,1688,367,38,4,11819,174,232,347,274,224,68,20,0,0,1338,45,53,132,107,79,38,9,0,0,468,223,280,481,384,304,105,23,0,0,1809
7001,111,368,1250,1112,1163,922,157,8,0,5081,195,75,154,121,120,123,79,9,0,880,17,18,45,44,45,50,18,0,0,227,9,10,37,22,18,16,3,0,0,109,325,461,1479,1295,1347,1109,259,24,0,6302,19,36,36,36,41,22,3,0,0,191,18,4,11,11,3,10,3,0,0,60,44,39,45,45,46,32,6,0,0,254,366,504,1528,1335,1391,1140,266,24,0,6553,349,89,163,173,180,179,327,167,46,1675,77,98,284,207,249,182,102,30,6,1236,790,691,1976,1713,1810,1502,700,224,53,9458,100,302,1022,890,1066,721,113,5,0,4223,181,106,372,372,302,244,72,12,0,1663,13,18,101,55,54,46,11,3,0,298,10,16,37,26,22,15,5,0,0,129,301,445,1522,1346,1455,1022,207,15,0,6307,7,18,31,14,19,10,0,0,0,102,20,10,18,15,5,10,0,0,0,73,21,21,51,30,26,23,0,0,0,182
