SUA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
3003,2430,3041,7443,8396,8189,5286,1066,94,16,35956,1632,852,2101,1911,1756,2660,3924,1988,957,17779,337,448,1029,959,897,763,528,344,193,5496,4394,4340,10573,11262,10845,8701,5521,2421,1166,59225,797,3144,9297,10240,10575,6569,1101,70,14,41791,2784,2005,3690,4507,4056,3237,1193,125,15,21604,117,161,654,496,425,385,108,15,0,2365,85,138,292,263,236,135,58,13,10,1219,3773,5441,13932,15503,15292,10324,2461,222,33,66979,314,462,748,634,732,514,48,3,0,3466,601,278,369,331,254,231,80,8,0,2152,915,746,1119,960,986,744,125,7,0,5617,4692,6182,15050,16467,16280,11069,2585,229,40,72594,3635,1449,2992,2756,2893,4689,7780,3873,1458,31525,708,896,2080,1896,1946,1582,1108,639,288,11143,9037,8531,20124,21117,21114,17335,11474,4746,1778,115263
3004,260,328,785,728,676,356,49,10,0,3201,119,67,264,167,113,170,143,77,22,1133,56,65,140,105,113,67,27,16,8,592,434,461,1193,995,899,590,215,102,33,4922,127,463,1177,1021,1004,537,89,3,0,4418,283,169,370,406,313,203,53,12,4,1820,16,23,88,52,33,31,9,0,0,249,7,6,33,33,21,15,9,0,0,121,432,666,1670,1514,1372,789,156,18,5,6615,41,39,53,44,53,30,4,0,0,259,37,11,34,25,19,13,0,0,0,134,71,52,88,66,67,43,8,0,0,395,506,717,1755,1578,1443,828,160,19,5,7008,266,96,302,199,145,256,259,135,38,1691,106,117,279,259,257,143,47,27,12,1255,876,933,2333,2036,1845,1232,466,180,55,9951
3005,778,1040,2266,2237,2214,1061,171,12,0,9772,452,271,932,748,607,930,949,575,236,5703,91,110,243,207,182,145,89,59,23,1145,1324,1416,3439,3190,3009,2132,1211,641,261,16618,321,1273,3200,3196,3205,1677,196,5,0,13088,872,561,1038,1135,1071,688,185,20,0,5579,43,42,228,140,148,138,21,0,0,767,32,30,70,68,66,28,3,3,0,309,1272,1914,4542,4537,4489,2539,414,27,4,19736,162,334,401,367,369,219,10,0,0,1865,184,80,130,125,92,55,14,0,0,674,348,416,525,499,461,275,22,0,0,2544,1614,2335,5066,5035,4951,2809,432,33,4,22281,1031,384,1103,928,881,1510,1834,1038,369,9087,183,217,480,444,436,345,161,93,38,2395,2831,2933,6655,6406,6268,4664,2430,1165,411,33764
3006,11040,15078,31275,32544,32880,22522,5036,393,57,150832,6589,3720,8024,8263,7725,13890,24740,15246,7223,95417,1092,1565,3246,2777,2860,2714,2395,1945,1797,20394,18717,20357,42542,43591,43456,39133,32173,17584,9082,266641,3090,13552,39518,41517,41664,25846,4798,296,32,170311,12827,12094,17740,19450,18338,15259,6333,773,61,102885,482,669,2348,1732,1413,1468,457,56,6,8631,444,671,1199,1018,904,681,225,84,32,5252,16840,26987,60804,63716,62316,43247,11813,1214,134,287079,1264,1920,2477,2130,2303,1768,139,17,5,12023,2967,1422,1456,1293,1083,1067,304,34,6,9628,4229,3343,3930,3424,3384,2839,440,46,14,21652,21072,30331,64740,67134,65704,46087,12259,1265,144,308726,14468,6838,11281,11355,11938,22336,45282,28425,11744,163671,2313,3099,6567,5709,5772,5363,4769,3423,2753,39779,37853,40260,82587,84205,83415,73790,62313,33109,14645,512177
3007,384,372,778,812,921,647,126,6,0,4048,231,178,360,326,407,682,1018,701,287,4185,20,35,74,67,78,100,115,128,126,745,639,582,1216,1198,1408,1428,1256,837,418,8980,126,399,924,936,1035,691,100,7,3,4225,396,244,461,504,568,466,141,12,6,2791,12,23,76,35,62,74,18,0,0,311,20,19,26,33,17,14,9,10,0,143,545,684,1488,1504,1684,1246,269,29,5,7464,68,88,133,85,83,60,0,0,0,516,97,38,51,50,50,38,8,0,0,325,167,126,182,133,126,97,7,0,0,844,719,812,1676,1636,1812,1344,280,29,5,8309,520,262,495,504,637,1129,1870,1219,464,7105,55,64,160,132,158,181,215,216,200,1390,1298,1136,2326,2274,2610,2655,2365,1471,676,16800
3008,823,757,1597,2029,2377,1671,265,25,0,9551,497,271,625,671,839,2069,3800,2162,744,11672,85,94,155,190,231,266,329,215,153,1713,1411,1122,2377,2886,3448,4009,4388,2400,890,22935,210,678,1736,2170,2490,1635,223,11,0,9149,895,529,993,1237,1361,1196,339,34,3,6578,34,38,130,107,137,155,41,5,0,641,25,37,47,63,77,49,20,13,0,326,1160,1279,2898,3572,4063,3039,622,67,10,16694,180,212,266,250,279,237,7,5,0,1429,235,75,129,97,110,134,17,0,0,802,416,289,394,345,393,365,24,7,0,2230,1579,1569,3295,3917,4449,3404,647,67,10,18931,1118,419,868,1055,1437,3477,7196,4225,1262,21063,178,171,322,386,445,536,625,406,240,3323,2872,2160,4491,5358,6341,7420,8467,4703,1511,43314
3009,197,240,449,450,446,353,55,7,0,2193,93,86,193,149,130,257,432,294,148,1784,16,22,37,25,27,29,30,30,18,234,305,344,675,623,602,632,524,336,168,4215,88,287,562,533,585,412,55,10,0,2530,200,155,272,294,227,218,72,10,4,1450,18,10,39,21,22,50,9,3,0,167,14,11,10,8,14,9,11,8,0,79,325,461,881,859,859,683,140,22,4,4233,39,35,53,28,22,10,0,0,0,189,26,20,32,15,14,13,0,0,0,121,63,57,83,44,37,24,0,0,0,313,385,518,962,905,900,709,140,22,4,4542,243,123,248,219,208,427,795,527,243,3042,32,44,73,64,59,53,66,51,22,469,664,678,1286,1188,1167,1192,1005,600,268,8063
3010,1481,1824,4172,3982,4235,2582,406,41,10,18729,819,499,1216,958,949,1630,2199,1563,761,10595,111,162,362,305,351,265,220,134,67,1972,2412,2482,5749,5244,5530,4482,2824,1737,828,31301,603,2232,5773,5294,5860,3574,456,26,3,23820,1559,950,1922,2044,2057,1547,438,60,6,10578,62,85,377,244,244,235,56,4,3,1313,50,86,153,136,141,92,24,13,3,701,2275,3355,8224,7712,8298,5444,975,97,16,36408,257,424,528,433,434,317,17,0,0,2409,360,144,207,202,156,132,34,0,0,1241,619,569,739,636,591,449,51,0,0,3647,2892,3921,8964,8348,8889,5893,1029,102,16,40061,1798,705,1519,1289,1430,2641,4114,2769,1175,17439,230,369,944,872,971,728,462,264,109,4941,4919,4993,11430,10506,11288,9263,5598,3133,1296,62437
3011,422,394,764,977,1144,855,139,7,7,4714,317,193,405,421,488,982,1469,938,412,5627,36,30,85,89,85,125,150,101,60,759,773,618,1250,1496,1715,1956,1763,1051,479,11103,134,413,885,1111,1326,962,128,9,3,4970,441,280,447,598,662,579,154,17,3,3179,17,13,64,61,64,72,19,3,0,315,16,11,35,41,41,21,9,5,0,180,606,713,1429,1808,2093,1633,312,38,11,8648,101,166,171,144,133,111,0,0,0,826,111,44,60,45,43,57,12,0,0,370,216,208,232,188,175,169,15,0,0,1200,819,924,1659,2002,2265,1800,328,39,8,9843,699,397,786,833,933,1792,2907,1751,669,10760,82,76,163,216,194,244,292,185,89,1536,1601,1401,2605,3053,3396,3839,3524,1977,769,22145
3012,281,481,1182,910,888,453,91,10,0,4305,178,128,341,212,147,198,246,129,39,1620,60,72,188,128,154,90,47,17,11,768,519,682,1715,1253,1199,735,382,159,52,6693,180,716,1981,1423,1451,748,136,8,0,6655,280,165,364,356,274,195,79,16,0,1719,14,29,125,84,57,57,15,0,0,390,14,22,33,41,38,23,7,0,0,184,489,932,2495,1906,1814,1031,245,25,0,8941,40,77,99,75,72,40,3,0,0,413,50,12,33,37,16,21,4,0,0,165,91,91,126,104,92,60,9,0,0,577,583,1028,2624,2011,1908,1091,248,21,0,9519,382,186,423,288,238,355,522,262,62,2725,118,160,432,268,325,213,108,41,14,1676,1085,1376,3479,2564,2471,1660,873,325,81,13923
3013,1584,1913,3916,3539,3798,2423,392,45,5,17610,992,552,1148,876,924,1601,2353,1783,768,10991,189,214,311,292,317,295,244,226,203,2289,2765,2681,5373,4710,5035,4314,2983,2048,977,30886,513,2205,5292,4684,5009,3252,416,25,5,21408,1797,1130,1893,1829,1799,1362,443,64,4,10324,86,114,394,199,219,248,45,4,0,1313,53,70,123,95,99,46,15,8,4,516,2448,3528,7708,6800,7128,4914,913,106,13,33555,306,375,497,384,372,242,13,0,0,2192,305,162,223,157,110,107,13,3,0,1071,612,536,717,542,485,350,23,5,0,3267,3057,4062,8425,7344,7612,5262,937,113,13,36815,2080,929,1760,1415,1559,2719,4418,3095,1205,19179,324,411,771,689,795,677,478,405,304,4860,5455,5402,10963,9446,9966,8668,5830,3611,1519,60860
3014,5707,5985,12136,15358,17996,12048,2319,186,35,71773,2924,1246,3386,3756,4006,8506,15330,9302,4312,52768,387,502,921,1009,1161,1159,1158,927,843,8054,9029,7729,16444,20121,23157,21712,18813,10414,5192,132606,1573,5592,14843,18265,20753,12694,1950,99,14,75791,6772,4671,7335,10021,10856,9125,3190,336,30,52348,273,290,1056,829,939,954,243,29,9,4612,210,230,393,455,435,318,100,46,15,2214,8835,10790,23627,29566,32980,23098,5491,518,64,134972,632,824,933,961,1169,994,76,18,3,5597,1500,559,581,611,596,647,174,14,3,4686,2132,1386,1517,1573,1761,1638,252,34,4,10290,10975,12172,25142,31142,34743,24733,5739,547,69,145258,6479,2221,4606,5247,6085,14004,28185,17480,7079,91389,793,1020,1950,2229,2431,2316,2299,1630,1249,15906,18245,15411,31699,38614,43257,41057,36226,19660,8393,252559
3015,2524,3205,6141,6072,6658,4652,918,87,10,30275,1608,794,1964,1643,1490,2888,5090,3433,1552,20463,255,259,488,433,452,472,498,449,469,3781,4382,4261,8586,8153,8605,8019,6507,3972,2035,54519,972,3624,8364,7911,8682,5833,912,65,7,36376,2851,2014,3205,3431,3296,2884,1099,124,14,18916,131,166,590,299,348,396,123,10,0,2065,79,88,185,149,144,112,47,22,0,844,4033,5890,12348,11792,12472,9223,2188,227,23,58198,359,545,580,411,416,257,24,4,0,2589,602,290,301,239,183,149,33,7,0,1810,964,837,884,655,600,404,57,6,0,4402,4999,6719,13233,12443,13069,9629,2241,233,24,62596,3348,1393,2660,2370,2348,4597,8934,6038,2430,34130,529,594,1037,930,941,957,915,762,665,7333,8878,8708,16926,15745,16361,15189,12097,7033,3118,104061
3016,3611,5223,9700,9081,8756,5531,946,79,12,42940,2139,1543,2733,2120,1925,3054,4648,2848,1226,22229,357,532,858,705,732,600,502,298,139,4715,6116,7297,13284,11901,11415,9188,6087,3222,1381,69885,1162,5870,13422,11900,11870,6992,943,59,8,52229,3920,3508,4259,4325,3968,3047,991,120,9,24150,219,326,950,545,494,457,118,3,3,3119,129,199,288,264,180,167,51,14,3,1293,5431,9903,18917,17035,16513,10666,2106,196,25,80793,531,852,1122,907,854,645,34,6,0,4960,1090,522,436,333,246,251,55,7,0,2936,1618,1372,1558,1245,1102,895,87,10,0,7902,7054,11273,20469,18282,17614,11564,2200,212,25,88688,4757,2615,3976,3295,3238,5321,8884,5111,1959,39153,788,1376,2043,1558,1610,1286,985,540,233,10421,12604,15268,26490,23130,22461,18174,12067,5852,2214,138259
