SUA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1000,13286,14821,31968,41374,51725,41480,10314,1648,300,206913,13104,4938,11558,11354,13689,29402,46034,26456,11809,168346,2129,1822,3988,4518,5741,6262,5510,3886,2390,36251,28519,21579,47519,57250,71160,77147,61860,31990,14500,411518,6638,17688,40641,50639,64414,49148,11915,2179,354,243615,14383,9659,18638,25408,30493,30635,11887,2175,345,143626,960,966,3240,2598,3161,4138,1406,277,62,16812,951,924,1422,1675,1844,1657,841,476,124,9912,22933,29240,63941,80317,99915,85573,26058,5102,881,413955,1809,2394,3058,2936,3237,2683,144,34,11,16308,2081,1114,1440,1434,1493,1859,304,33,12,9771,3892,3502,4501,4367,4731,4542,446,73,24,26075,26821,32745,68444,84688,104646,90111,26497,5174,905,440031,27370,8376,16906,17731,23878,52601,90243,50910,19118,307139,4418,3968,8371,9443,12106,13285,11668,7411,3746,74418,58615,45086,93714,111863,140622,155996,128415,63495,23769,821578
1001,1671,2209,4430,4189,4438,3305,587,39,10,20885,995,566,1250,1105,1026,2032,3428,2248,1161,13809,157,224,395,330,317,357,295,313,137,2522,2824,3004,6076,5626,5782,5692,4309,2597,1311,37215,737,2515,5789,5242,5678,3829,543,26,6,24370,1825,1488,2450,2500,2425,2256,743,81,8,13781,89,111,433,255,221,300,97,5,0,1515,76,99,138,123,119,72,35,7,0,681,2727,4213,8814,8122,8447,6464,1419,124,19,40346,190,329,351,290,298,180,14,0,0,1648,358,183,161,162,131,146,25,0,0,1171,553,511,513,454,426,324,44,0,3,2826,3276,4727,9326,8576,8875,6791,1463,124,21,43168,2199,940,1700,1614,1729,3356,6188,3974,1808,23499,330,486,807,685,673,726,549,493,237,4984,5806,6152,11828,10870,11273,10866,8195,4591,2064,71651
1002,484,680,984,929,1096,881,173,13,3,5243,565,487,391,274,236,428,797,611,309,4105,83,129,111,81,115,82,74,83,42,796,1132,1300,1488,1281,1447,1396,1045,702,351,10141,121,463,1189,1118,1388,1025,161,15,3,5483,489,589,603,517,584,542,213,28,8,3564,63,72,74,50,47,79,17,3,0,410,30,42,29,27,30,20,9,4,0,186,702,1156,1887,1720,2045,1658,409,47,11,9636,45,82,91,63,64,41,5,0,0,398,146,139,73,41,34,36,4,0,0,475,190,224,164,105,101,74,7,3,0,876,895,1382,2057,1825,2147,1730,412,49,11,10515,1117,918,618,464,425,723,1430,1063,443,7205,158,241,218,149,217,177,144,131,69,1503,2171,2547,2894,2431,2794,2632,1989,1241,521,19225
1003,333,377,817,1104,1353,1124,223,16,3,5354,234,75,259,256,311,761,1397,1001,566,4868,28,29,66,81,110,128,135,155,206,944,595,481,1153,1449,1782,2015,1748,1174,779,11165,85,333,932,1225,1480,1112,171,12,3,5357,465,326,572,766,869,873,322,23,3,4228,18,15,73,63,52,91,23,3,4,339,15,14,16,46,40,42,21,3,6,211,585,694,1591,2101,2448,2119,538,40,16,10133,27,44,72,64,80,56,7,4,0,354,65,28,34,39,55,51,12,3,0,295,98,72,115,103,128,106,13,8,0,650,680,769,1708,2203,2580,2226,556,43,16,10785,531,139,366,378,537,1301,2564,1784,916,8520,59,64,142,161,203,279,261,257,310,1744,1275,973,2218,2742,3323,3807,3383,2087,1241,21046
1004,223,197,407,580,689,673,126,12,3,2912,119,64,162,177,210,631,1214,655,289,3529,21,20,39,55,46,90,138,112,101,624,371,279,614,811,944,1400,1479,777,384,7065,65,180,459,594,738,585,93,12,0,2723,283,162,308,386,455,548,175,18,0,2330,18,13,31,43,44,63,26,3,0,242,9,9,25,11,18,15,3,4,3,103,375,368,815,1036,1257,1209,297,35,7,5400,31,42,61,51,61,67,5,0,0,310,28,15,27,24,35,40,10,0,0,187,59,63,88,71,93,103,16,3,0,495,438,428,906,1114,1344,1312,311,36,7,5897,282,102,241,292,391,1123,2304,1270,477,6491,59,34,89,115,139,176,260,215,146,1232,775,568,1234,1516,1875,2615,2875,1523,631,13615
1005,605,958,1657,1626,1673,1248,237,15,5,8023,519,328,445,360,392,656,1222,883,443,5242,102,128,108,98,109,124,115,126,115,1017,1226,1405,2212,2079,2177,2025,1570,1023,561,14279,193,830,2263,2129,2256,1550,218,20,4,9455,675,742,907,863,763,732,272,52,4,4999,44,90,160,81,82,124,35,3,0,616,34,50,65,48,39,38,10,4,0,281,950,1706,3387,3115,3141,2438,526,78,12,15352,66,123,110,101,95,52,6,0,3,556,151,117,62,54,46,37,12,0,0,473,219,238,176,153,143,84,11,0,0,1033,1166,1946,3560,3267,3282,2527,544,78,17,16382,1190,660,877,685,678,1215,2244,1482,654,9671,185,258,247,207,228,240,231,193,150,1934,2546,2864,4676,4154,4189,3979,3014,1749,824,27995
1006,616,586,1202,1596,2022,1564,465,58,6,8104,641,117,362,418,464,966,2246,1481,651,7349,60,39,89,133,147,159,183,145,102,1068,1320,744,1651,2147,2630,2691,2895,1684,759,16515,237,732,1648,1999,2587,1812,378,41,4,9437,769,394,750,973,1104,1145,645,115,10,5906,46,22,96,85,96,103,51,3,0,502,16,30,46,45,58,47,18,11,0,267,1063,1180,2534,3095,3839,3102,1091,176,23,16110,45,59,47,53,66,55,9,4,0,334,84,27,37,36,55,45,26,8,0,321,132,92,83,90,116,94,35,6,0,651,1198,1268,2619,3190,3957,3204,1129,183,23,16761,1191,206,473,577,696,1528,3855,2718,1030,12282,117,87,207,249,304,285,346,271,160,2031,2507,1565,3302,4012,4965,5014,5327,3169,1209,31077
1007,231,329,750,689,845,683,129,9,4,3661,197,111,261,206,263,567,827,641,334,3406,16,39,89,61,61,100,85,67,55,571,437,486,1097,948,1167,1344,1038,716,398,7629,94,359,927,819,1051,855,118,7,0,4229,257,195,381,372,407,412,139,18,0,2178,18,23,72,41,58,86,18,3,0,324,10,18,25,27,28,30,6,4,8,164,379,601,1410,1259,1543,1386,280,33,11,6902,50,61,99,85,100,54,0,0,3,453,41,30,47,31,33,27,6,0,0,216,90,95,143,111,127,85,8,0,3,668,471,696,1556,1371,1676,1467,290,33,13,7572,443,195,396,353,514,1011,1592,1078,495,6078,32,75,166,131,161,184,171,109,85,1120,949,962,2114,1861,2356,2663,2049,1219,593,14767
1008,205,141,368,570,849,680,107,13,4,2937,167,51,132,160,248,688,1393,855,278,3984,12,7,27,37,62,79,111,83,73,496,382,202,527,768,1159,1448,1610,953,358,7412,74,153,396,658,920,608,75,5,3,2899,238,123,221,357,584,556,153,20,0,2249,28,12,40,27,48,54,11,0,0,229,7,17,19,21,25,16,12,3,3,115,349,302,674,1069,1578,1232,253,33,9,5492,22,26,49,36,55,66,4,0,0,267,44,16,27,20,33,40,6,0,0,188,67,48,71,53,89,108,15,0,0,453,417,349,752,1119,1661,1339,265,33,9,5945,405,88,188,252,434,1221,2726,1626,517,7457,35,25,64,74,126,139,223,175,106,966,856,463,997,1452,2227,2700,3214,1826,633,14367
1009,5516,6640,12840,14735,16516,11912,2154,164,23,70495,3626,1604,3999,4222,4344,8728,15554,10426,5187,57694,376,468,825,913,1013,1065,1237,1237,1147,8291,9515,8713,17663,19869,21874,21709,18945,11828,6360,136480,1873,6708,16927,18785,20678,13488,1825,101,14,80401,6010,5030,7101,8861,9478,8302,2829,289,29,47941,306,382,1221,920,868,980,231,15,9,4930,191,323,456,494,460,331,117,41,18,2427,8383,12436,25712,29057,31488,23108,4995,457,64,135701,760,1012,1114,923,1093,778,52,11,4,5746,1290,538,575,613,534,530,114,22,0,4214,2044,1551,1692,1541,1622,1309,162,28,4,9956,10425,13990,27405,30599,33110,24418,5163,485,69,145662,8116,2858,5450,5953,7032,14535,28249,18757,8422,99381,803,925,1710,1859,2068,2150,2296,2097,1687,15595,19349,17777,34566,38409,42205,41107,35704,21338,10176,260630
1010,1103,1216,2620,3047,3583,2723,467,38,8,14809,741,384,905,782,899,2110,3365,2171,922,12278,102,125,229,205,319,278,295,317,338,2211,1947,1721,3758,4038,4800,5116,4123,2528,1262,29292,316,1163,3129,3505,3970,2826,408,16,9,15326,1350,966,1664,1970,2153,2128,622,60,5,10916,65,73,225,157,165,207,65,4,0,969,48,56,103,77,104,63,22,12,3,495,1770,2256,5118,5701,6397,5233,1121,95,16,27704,182,213,247,224,207,188,10,0,0,1270,232,111,138,143,144,131,24,0,0,926,411,329,391,369,357,315,35,0,0,2193,2178,2586,5505,6067,6753,5551,1155,102,16,29900,1650,660,1262,1166,1560,3737,6327,3950,1522,21828,214,257,495,448,582,643,574,559,493,4268,4046,3498,7259,7683,8898,9925,8051,4609,2031,56007
1011,666,860,2053,1745,1793,1359,244,40,6,8757,439,263,517,357,380,719,1196,953,439,5251,60,81,196,138,148,146,123,119,61,1070,1160,1201,2762,2245,2318,2228,1562,1104,503,15084,291,1074,2752,2348,2512,1739,306,25,5,11058,712,433,899,848,751,726,287,68,3,4731,41,47,180,91,75,102,29,4,0,567,35,37,69,48,53,23,17,12,3,291,1080,1592,3908,3335,3398,2592,638,105,11,16647,79,132,146,120,96,53,4,0,0,631,114,58,70,44,36,46,4,3,0,370,189,193,217,165,127,97,10,3,0,1005,1264,1785,4126,3498,3523,2687,648,108,11,17649,890,409,701,550,610,1164,2091,1618,698,8726,121,176,385,295,293,281,229,182,90,2061,2274,2366,5214,4347,4431,4135,2972,1901,798,28440
1012,255,233,509,636,807,809,171,16,3,3435,178,92,204,200,290,773,1683,1213,602,5243,28,22,49,49,56,99,151,154,143,741,460,350,759,886,1151,1681,2005,1381,744,9415,79,213,532,632,831,701,110,9,0,3109,311,172,368,436,537,591,220,16,0,2659,25,17,47,33,51,97,17,3,0,295,18,16,18,23,31,23,11,10,4,156,425,418,959,1122,1454,1418,371,42,7,6214,45,51,56,59,70,69,3,0,0,358,45,25,31,27,34,51,3,0,4,223,89,71,91,93,103,117,8,0,4,579,517,489,1052,1217,1558,1533,378,42,7,6791,414,150,289,372,524,1404,3218,2280,998,9643,57,45,105,103,133,178,288,263,224,1391,989,683,1448,1696,2205,3113,3879,2580,1231,17828
1013,382,448,1065,972,1126,808,147,20,3,4958,234,121,311,272,280,590,961,656,295,3724,38,35,91,64,69,82,98,124,154,762,649,606,1466,1310,1475,1485,1206,803,445,9443,176,573,1339,1320,1449,1010,148,13,0,6028,426,283,553,517,581,537,191,22,3,3118,25,27,102,53,60,75,17,3,0,371,20,25,38,39,32,24,10,3,0,186,640,909,2031,1935,2125,1646,371,48,4,9708,52,73,94,75,83,56,3,0,0,439,70,31,55,35,36,37,7,0,0,266,119,103,154,115,118,84,12,0,0,708,764,1008,2179,2053,2239,1735,383,48,4,10415,530,301,650,561,562,967,1760,1145,457,6940,71,89,171,138,154,151,207,202,206,1391,1364,1400,2997,2756,2959,2855,2346,1395,667,18737
1014,285,290,605,758,799,665,112,15,3,3534,247,141,324,250,328,554,927,739,421,3935,27,30,53,61,57,68,87,83,56,527,563,465,990,1063,1186,1286,1127,832,485,7994,84,309,739,855,907,697,94,16,3,3703,280,223,367,473,468,450,158,32,6,2447,13,24,49,37,50,57,15,0,0,246,17,11,15,13,18,6,9,3,3,104,392,566,1177,1377,1436,1211,280,46,12,6499,66,77,103,72,72,49,4,0,0,438,92,27,56,50,31,35,3,0,0,286,153,102,156,122,100,83,6,0,0,731,552,673,1326,1499,1540,1295,288,46,12,7225,538,229,562,461,591,1003,1690,1262,629,6961,67,66,112,120,124,148,160,127,84,1003,1151,967,1998,2078,2256,2445,2138,1435,725,15191
1015,303,404,1006,808,879,599,145,15,0,4160,196,124,301,232,201,357,592,515,240,2762,36,54,118,101,91,100,97,111,142,846,538,587,1420,1145,1169,1058,828,642,381,7763,185,563,1474,1125,1212,842,150,5,3,5561,339,198,462,485,471,370,165,22,3,2505,24,23,64,42,37,38,25,5,0,259,19,26,38,22,30,23,8,3,0,173,561,805,2034,1675,1746,1271,348,42,8,8499,26,49,85,57,62,26,0,0,0,298,47,31,32,17,17,25,7,0,0,172,68,77,120,76,79,46,7,0,0,475,628,881,2157,1750,1825,1317,352,47,4,8971,455,195,425,368,323,603,970,912,385,4638,84,117,246,198,189,202,173,195,198,1605,1170,1194,2826,2315,2338,2125,1497,1155,596,15205
1016,199,203,426,461,567,464,88,5,5,2419,215,149,270,240,262,488,697,414,237,2974,29,34,68,61,71,105,87,90,88,638,441,383,765,771,900,1060,878,506,327,6031,59,179,443,511,607,425,82,7,5,2322,236,155,293,299,349,360,114,14,3,1816,15,13,45,23,38,39,16,0,0,186,17,21,28,22,27,20,11,3,0,148,320,373,800,850,1022,843,225,23,6,4467,46,51,85,49,45,39,3,0,0,309,38,19,29,24,28,28,4,0,0,170,79,67,114,69,73,63,11,0,0,480,403,439,911,925,1091,906,230,20,6,4945,452,321,606,504,535,897,1315,743,341,5708,69,65,126,132,156,208,161,160,136,1219,925,833,1640,1556,1784,2009,1713,929,480,11870
1017,478,645,1174,1218,1440,1093,222,16,3,6297,377,226,413,393,376,735,1132,884,564,5095,63,95,150,108,135,146,94,101,83,971,912,969,1733,1718,1951,1976,1451,999,655,12361,126,554,1309,1422,1629,1189,161,20,0,6410,547,507,800,790,848,753,269,28,0,4544,15,36,87,49,56,77,24,3,0,353,20,29,33,40,41,20,14,3,3,196,712,1119,2228,2301,2580,2035,466,52,9,11502,51,126,111,108,111,77,0,0,0,584,114,91,85,68,53,68,14,0,0,500,170,218,197,176,165,149,21,0,0,1086,880,1335,2428,2473,2744,2185,484,52,9,12588,788,403,629,618,716,1333,2052,1489,837,8864,120,203,282,217,250,309,217,165,124,1893,1789,1947,3335,3306,3711,3831,2753,1703,970,23341
1018,160,202,465,460,552,429,82,7,0,2345,163,91,181,176,196,390,643,472,205,2515,24,34,59,39,60,57,83,54,36,435,337,324,698,681,803,877,804,539,242,5298,76,256,546,537,658,498,76,7,0,2660,191,130,281,279,302,309,79,16,0,1587,21,8,53,23,42,38,10,3,0,195,6,12,18,11,18,12,3,3,4,80,290,410,906,856,1010,851,170,19,4,4523,25,51,66,56,51,39,0,0,0,289,17,21,34,19,29,16,4,0,0,137,39,69,101,74,79,54,4,0,0,423,334,479,1007,926,1089,907,172,23,3,4946,354,198,402,382,386,707,1267,840,323,4867,38,65,118,92,112,119,154,101,47,853,725,741,1530,1405,1595,1735,1594,965,381,10670
1019,358,504,832,948,1135,830,178,22,3,4802,316,165,295,273,330,734,1292,974,508,4894,19,26,41,44,58,89,102,66,37,489,692,693,1167,1267,1531,1649,1573,1062,548,10181,137,449,1081,1146,1433,974,150,11,3,5391,365,352,514,594,650,593,230,29,4,3331,19,46,82,44,55,76,19,0,0,341,12,30,32,44,39,17,11,3,0,192,542,880,1701,1835,2179,1658,413,46,6,9259,57,101,86,61,73,58,3,0,0,440,99,51,40,44,33,32,10,3,0,306,155,150,120,109,108,90,14,3,0,745,696,1028,1821,1942,2283,1747,426,50,6,10000,706,283,438,415,566,1273,2351,1823,843,8697,42,50,104,101,131,184,198,120,65,996,1443,1360,2363,2459,2985,3198,2975,1988,919,19686
1020,175,217,535,531,568,377,74,11,0,2491,126,70,197,149,144,214,433,333,181,1844,25,28,51,63,55,57,53,45,21,414,323,321,782,746,764,644,561,390,208,4751,94,300,800,713,727,439,62,15,0,3142,185,121,307,305,339,257,106,19,3,1630,18,9,66,29,33,25,3,0,0,185,10,7,11,19,11,9,5,3,0,82,303,434,1181,1064,1105,731,182,37,3,5040,24,36,52,38,28,23,0,0,0,190,18,21,17,21,8,17,0,0,0,109,42,53,65,59,35,39,0,0,0,297,343,488,1244,1126,1147,771,182,37,3,5339,265,101,241,196,240,361,750,579,269,3001,50,51,127,118,125,127,102,76,31,795,656,643,1612,1437,1509,1258,1034,690,304,9135
1021,180,254,556,498,539,305,45,7,0,2379,150,114,275,186,202,279,365,224,84,1876,17,26,48,40,52,41,38,27,8,292,344,392,882,727,790,621,446,254,96,4553,87,279,823,697,768,436,58,3,3,3155,176,138,302,277,276,186,46,10,5,1415,22,19,48,28,37,34,9,0,0,197,3,13,17,25,24,11,6,3,0,96,282,453,1185,1028,1096,672,115,10,5,4860,52,64,93,47,59,33,4,0,0,355,41,29,24,22,35,15,0,0,0,164,88,88,122,71,98,45,5,0,0,519,372,542,1309,1098,1192,720,122,10,5,5385,308,178,457,335,367,499,692,383,117,3335,32,47,105,93,101,85,65,41,15,594,714,771,1874,1527,1663,1307,876,439,138,9305
1022,446,428,762,1099,1316,1031,232,12,3,5333,247,99,206,274,336,901,1880,1092,539,5584,45,36,62,76,115,112,203,177,84,907,739,562,1031,1445,1771,2040,2325,1289,627,11828,133,394,940,1286,1574,1025,172,11,3,5528,531,334,462,687,831,803,322,44,0,4013,38,34,54,79,80,102,31,0,0,417,20,23,29,39,32,30,14,7,5,189,720,786,1489,2092,2510,1957,541,56,6,10151,55,53,76,59,93,92,3,0,0,425,82,37,40,45,54,55,24,0,0,339,137,92,112,105,146,147,28,0,0,765,858,872,1600,2193,2660,2100,564,57,6,10913,551,184,287,391,535,1531,3531,2138,848,9992,79,76,127,158,215,239,374,333,146,1749,1483,1137,2014,2743,3412,3870,4474,2530,1002,22658
1023,8093,11760,23285,22615,23018,15287,2410,214,34,106716,5027,3295,6143,5845,6214,12718,19393,12129,5815,76570,453,667,1393,1104,1272,1372,1355,1406,1627,10662,13579,15718,30819,29567,30511,29379,23153,13756,7477,193953,2506,10583,30265,28507,29497,18453,2102,144,18,122084,8971,9364,12543,13704,12940,10655,3171,394,36,71768,431,738,2264,1371,1172,1301,297,35,3,7604,274,464,729,608,583,364,126,66,24,3239,12188,21144,45799,44195,44191,30767,5694,636,81,204697,1174,1776,2011,1686,1603,1095,54,8,3,9410,2222,1282,1116,817,719,678,112,13,5,6966,3394,3062,3124,2508,2317,1770,166,23,11,16376,15586,24204,48928,46704,46513,32545,5865,655,92,221076,11521,6168,9312,8972,10405,21732,36121,21601,9083,134917,954,1359,2915,2421,2821,2821,2663,2366,2243,20563,28066,31734,61151,58095,59743,57093,44652,24621,11417,376562
1024,584,736,1420,1377,1496,1159,200,19,4,6991,399,257,569,482,572,1099,1643,973,421,6410,64,101,152,115,147,153,174,152,113,1176,1052,1096,2140,1977,2215,2408,2015,1146,534,14585,220,796,1891,1689,1813,1239,162,15,3,7822,646,524,821,859,914,891,278,36,4,4979,39,42,135,80,86,88,28,3,0,501,39,44,53,46,53,49,16,7,0,306,942,1406,2906,2670,2872,2260,483,57,9,13603,95,142,127,110,90,74,0,0,0,645,102,63,62,64,61,47,7,0,0,404,201,202,191,173,149,122,9,0,0,1046,1144,1608,3091,2841,3025,2383,494,61,5,14653,876,507,1028,914,1021,1924,3106,1855,695,11930,140,219,339,274,288,305,332,253,202,2353,2164,2339,4465,4033,4328,4604,3931,2161,904,28934
1025,617,848,2012,1908,1887,1325,273,32,6,8910,546,263,589,442,438,797,1452,1052,521,6101,66,76,168,138,150,121,126,111,67,1020,1229,1186,2769,2488,2476,2245,1852,1194,598,16033,286,952,2676,2545,2443,1639,255,23,4,10815,668,474,984,1006,890,812,329,45,7,5209,40,50,173,101,104,99,45,4,0,619,35,35,51,59,61,26,25,11,0,298,1025,1511,3885,3714,3503,2573,652,78,9,16944,96,109,162,142,126,95,12,0,0,733,126,62,91,60,53,42,14,0,0,441,218,172,252,202,176,132,19,3,0,1174,1244,1674,4137,3913,3679,2709,672,83,9,18118,1117,416,780,695,751,1398,2555,1850,795,10353,144,140,332,309,308,266,233,197,98,2024,2506,2233,5248,4912,4733,4373,3456,2131,903,30504
1026,213,220,421,452,504,336,68,7,3,2219,158,79,179,137,126,296,404,339,177,1894,30,25,41,47,57,48,65,81,50,441,394,323,642,635,686,680,538,428,223,4554,80,280,598,588,684,426,72,5,0,2728,203,109,233,242,237,244,72,16,3,1370,13,19,36,23,37,44,17,0,0,184,14,7,23,20,10,12,3,3,0,100,316,412,891,866,965,731,162,25,3,4376,33,51,56,35,24,20,0,0,0,224,30,13,18,22,19,13,0,0,0,124,65,68,75,54,46,41,3,3,0,342,379,481,964,921,1019,769,166,27,5,4724,333,121,233,186,218,463,746,569,268,3130,59,53,88,100,116,98,119,122,77,838,777,648,1280,1200,1347,1335,1030,727,344,8692
1027,757,687,1589,1965,2399,1733,305,30,0,9470,460,229,511,472,494,1323,2874,2046,1135,9536,48,58,121,94,136,161,257,220,115,1210,1270,970,2224,2531,3030,3222,3436,2293,1246,20219,210,679,1973,2368,2723,1801,250,17,3,10030,865,511,1002,1232,1378,1226,440,59,3,6714,59,42,131,88,101,138,40,3,0,598,32,32,50,53,59,40,19,9,0,289,1155,1258,3157,3749,4267,3204,746,83,7,17633,85,103,115,115,145,128,7,0,0,697,162,56,56,73,82,82,12,0,0,531,253,155,173,182,229,209,19,3,0,1230,1408,1418,3331,3934,4494,3412,765,86,7,18857,1027,360,682,703,878,2246,5222,3697,1769,16598,105,111,262,199,285,340,470,379,188,2345,2544,1889,4271,4834,5659,5997,6459,4167,1972,37799
1028,309,368,729,808,792,402,63,7,0,3478,201,102,300,227,243,392,420,288,175,2358,19,25,60,59,52,53,50,30,23,374,526,492,1087,1099,1091,849,534,326,201,6207,229,551,1153,1069,1176,642,79,8,0,4898,349,238,401,479,436,280,78,8,0,2271,15,23,63,41,50,37,6,4,0,237,16,26,31,39,27,12,3,0,0,161,602,834,1649,1626,1683,972,171,20,0,7570,50,59,52,67,60,32,0,0,0,321,81,28,44,47,25,24,6,0,0,242,123,86,96,112,83,54,7,0,0,560,730,928,1748,1737,1767,1020,177,20,0,8129,427,159,373,294,347,600,803,521,256,3776,52,52,133,123,117,103,80,52,29,740,1204,1143,2253,2151,2233,1721,1051,597,292,12640
1029,233,258,511,703,821,625,107,11,3,3267,220,80,243,237,264,738,1331,777,289,4180,14,26,32,44,70,68,96,105,81,538,476,365,785,978,1154,1433,1533,889,378,7984,103,269,612,791,879,624,68,3,0,3347,233,195,349,447,522,514,149,9,0,2425,17,15,47,47,43,62,15,0,4,252,20,13,18,22,32,25,6,7,4,135,371,493,1026,1304,1471,1223,241,24,11,6170,41,52,53,70,63,44,0,0,0,321,39,21,33,20,37,44,5,3,0,203,76,72,85,91,97,89,9,6,0,525,447,564,1113,1398,1573,1309,254,26,11,6694,466,124,316,367,469,1290,2566,1477,492,7555,47,50,87,96,145,145,185,182,119,1053,959,742,1520,1858,2182,2742,2999,1681,619,15301
1030,54182,108908,270568,238316,214096,135512,29651,2701,398,1054338,69305,39671,76777,72041,65333,96527,131197,87941,46647,685433,5535,9580,24460,17527,14660,12753,10492,8048,6956,110006,129026,158158,371803,327889,294081,244786,171343,98689,53998,1849776,16779,98440,390852,351547,307011,183510,31948,2127,306,1382523,63157,90981,119927,119727,106465,84716,35376,5070,541,625959,3364,4792,18287,13165,8081,8142,2854,381,67,59136,2520,5738,11579,8288,7301,4489,1382,381,143,41816,85823,199955,540644,492722,428851,280863,71557,7959,1057,2109429,4175,10358,19316,14213,13039,8779,718,80,29,70710,15579,13354,11434,8656,7318,6441,1336,161,34,64298,19752,23709,30745,22866,20356,15226,2051,241,61,135012,105577,223662,571394,515586,449215,296084,73608,8203,1114,2244442,147915,76469,112127,97893,97147,153420,237201,157794,73580,1153549,11735,19714,50036,36703,30580,25661,20287,14237,10309,219264,265224,319848,733560,650182,576942,475167,331099,180234,85000,3617260
