SUA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
1028,0,0,0,0,0,0,0,0,0,0,561,1037,1191,1856,926,707,402,211,80,6976,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,32,25,25,11,0,126,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,11,0,3,0,0,0,20,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,0,0,0,423,983,783,1380,794,958,914,491,150,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,10,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,5,0,21,8,0,36,0,0,0,0,0,0,3,0,0,3,0,4,6,31,55,113,156,81,25,482,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,9,29,14,0,52,0,0,0,0,0,3,19,15,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
1030,36,205,1558,3748,858,563,238,66,17,7287,132070,231185,197143,312514,131099,103062,66984,32069,13857,1219980,170,545,1260,8358,1452,922,175,17,7,12911,3,15,161,1039,654,606,324,228,36,3067,18,89,325,1752,1307,1032,571,179,66,5343,70,229,368,1901,797,503,245,85,29,4225,14,80,173,1720,1128,879,1063,329,33,5418,783,2749,18314,37256,14349,12725,6651,4020,1436,98290,7,29,112,773,963,1144,1425,1406,257,6115,80,414,385,2294,1240,1808,1736,957,353,9264,631,3733,3631,20404,14666,11084,10413,4946,1694,71195,28,320,958,5534,3186,2549,1192,458,79,14311,46,252,462,2755,674,340,274,111,40,4952,33,223,454,1949,1195,860,2053,988,321,8078,22,181,259,767,1065,1945,3278,3818,1176,12513,185,709,2458,6685,2674,4084,1775,570,119,19262,1515,4140,6812,41897,7027,4150,2335,1018,323,69217,87,398,2451,6294,1592,1230,914,345,94,13401,73,541,938,6184,1655,1227,716,301,98,11720,138,1332,2678,7607,3961,2400,1186,524,139,19965
1031,0,0,0,0,0,0,0,0,0,3,1356,2563,2263,3968,1932,1954,1469,813,263,16599,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,27,8,8,3,0,0,61,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,3,4,27,40,51,60,46,12,243,0,3,0,11,3,0,0,0,0,19,0,4,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,11,6,25,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,4,0,0,0,11,3,4,4,90,7,6,3,0,0,117,0,0,0,0,0,0,3,0,0,10,0,0,0,4,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3
1032,0,0,0,0,0,0,0,0,0,0,720,1500,1355,1982,1258,1378,1222,729,287,10420,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,0,6,3,3,3,0,15,0,3,3,16,44,41,103,49,16,281,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,10,8,8,3,37,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,3,33,4,4,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,366,754,584,1073,683,923,866,484,186,5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,3,0,0,8,0,9,0,23,36,50,135,82,22,359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,13,10,3,44,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,4,0,0,20,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,16,36,9,0,0,0,0,55,1827,3291,3554,5329,2546,2475,1713,918,358,22002,0,4,0,30,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,11,7,3,0,0,0,30,0,0,0,0,0,3,3,0,0,5,4,11,20,67,18,7,9,0,0,132,0,0,0,0,0,0,0,3,0,6,0,12,4,16,14,7,0,0,0,57,0,22,19,59,62,78,63,37,19,361,0,0,3,11,3,0,3,0,0,22,0,0,0,7,5,0,0,0,0,15,0,0,0,3,6,9,15,12,10,51,0,0,0,0,0,3,6,3,0,15,0,0,3,16,3,3,0,0,0,26,10,36,16,203,39,9,6,0,0,325,0,0,0,0,0,0,0,4,0,6,0,14,4,22,0,3,0,0,0,51,0,0,0,11,0,0,0,0,0,18
1035,0,3,3,3,0,0,0,0,0,14,8180,16463,16830,27159,12846,11057,7201,3648,1277,104663,4,3,21,36,4,3,0,0,0,72,0,0,11,48,38,36,25,21,3,176,0,0,0,7,0,3,6,0,0,19,3,17,23,80,41,19,13,5,4,204,0,0,3,67,93,47,94,34,6,341,6,33,677,841,82,74,39,18,5,1776,0,0,6,64,72,81,105,146,30,511,3,10,3,38,22,20,30,13,3,140,28,172,165,658,1244,1221,1252,752,244,5730,0,0,11,58,13,14,15,4,0,116,3,4,15,30,28,16,27,8,4,132,5,0,16,50,66,165,280,156,56,796,0,4,3,13,41,84,106,102,41,399,3,3,36,38,16,31,10,0,0,133,9,53,208,490,71,44,50,26,3,952,7,14,16,68,15,18,6,3,0,144,3,10,21,150,17,17,4,4,3,235,10,41,22,101,29,8,8,3,0,225
2000,0,5,0,21,9,0,0,0,0,36,17079,39166,32833,55878,38665,42466,33282,15123,4928,279420,0,4,0,23,7,3,0,0,0,42,0,0,0,7,6,12,7,6,0,44,0,10,4,36,15,14,3,0,0,83,8,30,10,105,72,57,44,10,3,334,0,0,4,12,13,15,11,6,0,71,4,32,234,161,51,57,33,15,3,586,0,0,0,17,54,59,96,74,9,315,0,6,4,25,12,44,51,24,5,165,18,191,233,928,1734,2258,3020,1540,424,10335,3,0,5,42,19,27,10,3,0,115,3,10,17,57,25,28,34,21,4,195,0,8,27,87,125,258,634,326,68,1538,0,5,6,26,48,94,158,81,14,426,0,8,24,53,17,15,8,7,0,136,21,53,64,684,93,63,77,43,6,1109,0,7,16,35,11,6,17,10,8,115,0,3,5,38,12,9,7,0,0,75,3,6,13,36,22,8,4,0,0,96
2001,0,0,0,0,0,0,0,0,0,0,719,1317,1197,2097,1069,831,578,208,65,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,3,3,0,0,17,0,0,0,0,0,3,0,0,0,3,0,15,7,46,76,60,72,43,10,318,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,5,3,13,26,5,0,56,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,9,65,3,4,3,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,400,771,708,1227,619,700,641,344,113,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,4,11,23,20,44,45,17,176,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,9,3,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,31,0,3,8,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2003,0,0,12,0,0,0,0,0,0,13,3168,5820,6135,9998,4933,4532,3308,1666,578,40137,0,9,0,20,5,0,0,0,0,39,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,6,8,12,8,4,3,0,45,0,0,0,8,0,0,0,0,0,7,4,15,150,120,39,13,9,0,0,342,0,0,0,0,7,10,13,20,3,55,0,4,0,7,4,0,3,0,0,24,8,52,36,156,143,200,209,122,38,959,0,4,4,6,7,3,0,0,0,29,0,0,4,3,5,0,0,3,0,16,3,3,3,11,9,16,63,9,7,125,0,0,0,0,0,3,13,6,5,34,0,5,6,0,3,3,3,0,0,26,6,37,39,322,40,18,13,0,0,474,0,0,3,10,3,4,0,0,0,20,0,3,3,25,5,0,0,0,0,31,0,3,0,11,9,0,0,0,0,21
2004,3,3,4,21,5,0,0,0,0,45,2936,5597,5645,9419,4543,4478,3315,1853,690,38470,0,3,0,16,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,17,6,6,8,0,3,42,0,0,0,0,0,0,0,0,0,0,0,8,24,59,16,9,4,3,0,117,0,0,0,0,0,0,4,7,0,14,0,4,0,12,4,0,7,0,0,25,4,18,27,94,145,147,188,86,30,736,0,5,3,7,3,3,0,0,0,23,0,0,0,3,0,3,8,0,0,12,0,0,3,10,11,18,37,8,3,91,0,0,0,0,9,3,4,11,0,18,0,0,3,6,3,3,3,0,0,23,11,31,28,235,21,14,14,3,0,352,0,0,4,0,3,0,3,0,0,9,0,5,0,4,3,0,0,0,0,19,0,0,3,3,0,0,3,0,0,8
2005,0,0,20,24,0,0,0,0,0,41,370,730,657,1173,609,632,491,285,123,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,15,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,11,13,19,20,10,0,83,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,532,1155,1005,1728,1058,1077,1040,573,174,8328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,3,20,15,42,57,50,7,181,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,11,4,3,22,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,0,26,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,36,97,117,28,9,0,0,0,293,7462,13786,13378,23952,11606,10489,7391,3533,1397,92986,0,9,7,25,10,0,0,0,0,49,0,0,18,53,34,54,23,26,3,209,0,0,3,5,7,5,4,0,0,23,6,16,13,48,41,18,15,3,0,148,0,0,0,10,3,9,6,0,0,30,15,61,164,316,75,66,33,10,3,740,0,3,8,62,98,131,151,156,29,628,0,0,8,18,4,16,12,5,3,76,26,181,182,647,708,796,868,531,186,4127,0,3,4,33,6,8,0,0,0,58,0,3,6,45,14,6,7,4,0,96,0,11,18,51,44,79,271,111,56,633,0,3,3,6,31,31,61,53,20,206,3,10,39,22,14,8,8,3,0,112,29,67,281,855,61,28,37,11,3,1378,0,3,18,27,13,5,3,5,0,83,5,33,34,104,35,15,7,4,3,243,13,19,11,51,18,3,5,0,0,122
2008,0,0,0,0,0,0,0,0,0,0,647,1531,1090,1794,1160,948,665,211,66,8110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,4,3,4,8,0,3,0,0,21,0,0,0,0,9,9,5,4,3,23,0,0,0,0,0,0,6,0,0,9,0,15,16,52,102,88,97,61,8,440,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,4,4,5,10,31,9,3,67,0,0,0,0,0,0,3,3,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,11,3,5,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,525,984,892,1536,836,862,644,418,155,6851,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,7,14,20,26,10,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,38,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2010,71,594,2445,4859,1111,485,176,42,16,9807,126557,213041,195499,339752,154120,115206,69961,33248,13979,1261363,53,231,457,2606,382,192,62,5,7,3999,3,21,252,1362,758,720,353,233,29,3728,27,142,605,2206,1320,1010,480,164,50,6002,72,262,287,1487,604,361,170,53,27,3323,19,55,73,1113,716,542,600,164,18,3303,652,2900,17606,26719,7940,6370,3095,1733,607,67630,8,27,100,770,1073,1303,1434,1298,203,6212,51,464,340,1272,759,1172,1225,684,242,6206,521,3245,3466,15257,12852,11028,10802,5849,2139,65149,12,130,368,1826,999,699,329,134,44,4545,38,173,326,1551,489,280,294,109,38,3294,44,199,442,1694,1110,1013,2701,1567,470,9235,30,302,368,1159,2222,3688,5650,6280,1670,21369,129,456,1586,3977,1146,1566,681,264,42,9843,1574,4758,10860,54286,6867,4388,2626,1058,329,86739,90,312,1893,3550,623,399,343,152,51,7420,84,772,940,4932,968,487,277,79,22,8569,102,747,1146,3699,1837,899,392,153,38,9016
2011,0,0,0,3,0,0,0,0,0,3,2370,3648,2948,5867,2114,1824,1099,313,96,20275,0,7,4,35,9,3,3,0,0,59,0,0,3,30,12,4,8,0,0,65,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,0,0,0,27,0,0,9,15,10,5,17,3,0,55,0,3,4,33,9,10,3,0,0,68,0,0,3,9,14,27,15,10,0,90,0,16,10,11,8,11,14,9,3,83,0,21,18,96,176,177,202,108,31,826,0,3,6,35,10,3,4,0,0,65,0,0,0,3,3,3,3,0,0,13,0,0,7,4,12,24,62,10,7,128,0,0,0,5,13,16,19,9,3,65,0,0,0,10,0,0,0,0,0,14,17,45,52,504,52,30,19,9,0,723,0,0,7,10,5,0,0,3,0,20,0,3,4,10,3,4,0,0,0,26,0,0,0,14,3,3,0,0,0,24
2012,0,9,34,64,35,20,10,0,0,170,1478,2957,2636,4379,2457,2470,1837,896,320,19430,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,3,0,6,5,3,0,0,0,19,0,0,3,8,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,13,19,3,6,3,4,0,54,0,0,0,0,0,4,11,15,3,35,0,0,0,6,0,0,0,0,0,9,3,9,18,56,54,72,91,41,12,347,0,0,0,12,0,0,0,0,0,19,0,0,4,3,3,0,0,0,0,15,0,0,0,3,0,5,33,8,0,51,0,0,0,0,11,10,22,21,7,74,0,0,0,15,0,4,0,0,0,20,4,15,9,122,17,9,10,0,0,189,0,0,0,3,0,3,0,0,0,12,0,0,4,11,3,0,0,0,0,24,0,5,3,14,12,0,0,0,0,29
2013,0,0,0,0,0,0,0,0,0,0,408,860,970,1495,839,864,486,242,81,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,4,0,0,16,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,61,73,48,23,246,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,63,8,5,86,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,266,565,586,934,650,622,470,243,80,4416,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,22,26,33,14,12,113,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,456,845,792,1307,688,682,477,261,114,5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,4,0,4,3,0,13,0,0,0,3,0,0,3,0,0,9,0,3,9,28,38,28,50,27,18,190,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,15,5,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,8,0,56,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,50,104,200,73,27,8,0,0,456,1533,2842,2485,4016,2230,2113,1587,853,295,17949,0,6,0,5,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,7,31,8,3,8,3,0,64,0,0,0,0,3,4,3,4,0,16,0,7,0,0,0,0,0,0,0,9,0,13,18,39,51,60,97,35,9,330,0,0,3,5,3,0,0,0,0,15,0,0,0,5,3,3,0,0,0,14,0,0,0,3,10,7,14,4,3,42,0,0,3,3,3,14,15,24,6,72,0,0,0,9,0,0,0,0,0,8,4,58,47,365,64,36,11,7,3,591,0,0,0,5,0,0,0,0,0,15,3,18,21,15,0,0,0,0,0,58,0,12,45,99,57,17,7,0,0,235
2017,0,5,18,34,28,12,0,0,0,105,345,574,557,941,493,473,375,244,103,4103,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,5,0,43,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,68,5,7,0,0,0,96,0,0,0,12,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
