SOSR_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SOSR401,0,0,9,134,132,183,165,131,46,794,25,198,180,901,252,114,72,52,6,1809,16,24,105,289,26,29,15,0,0,511,16,55,156,449,52,21,9,6,0,759,0,3,3,23,26,37,35,29,6,175,0,17,17,71,60,43,29,25,12,263,37,191,185,502,266,237,178,51,21,1661,46,175,508,1977,1332,1308,454,152,83,6032,3,43,58,197,196,225,187,129,39,1071,0,36,79,192,102,71,13,4,0,506,270,1441,2310,5850,2279,1805,1461,1091,533,17039,1541,2594,3391,8489,4443,4026,3214,2150,1067,30916,35571,67824,77645,157177,75689,66615,50334,27452,11384,569694,24,227,727,1001,254,84,40,8,0,2367,30439,53665,55652,102129,50972,46068,32331,16699,11032,398995,38,130,65,566,51,29,8,0,0,887,0,6,53,335,224,204,88,60,12,988,9,43,117,671,287,294,134,59,22,1634,19,58,70,372,147,130,58,23,18,892,3,9,16,117,74,65,48,24,5,353
SOSR412,0,0,0,0,5,8,4,12,0,24,0,4,0,14,3,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,4,31,22,5,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,18,13,7,4,0,4,54,0,0,0,6,10,3,0,0,0,20,0,3,0,6,19,18,8,10,0,61,0,7,16,15,7,6,0,0,0,50,11,35,14,71,55,71,64,48,20,387,112,198,244,559,355,341,242,159,86,2311,2326,4914,4702,8596,5101,4554,3299,1957,704,36154,0,0,0,0,0,0,0,0,0,0,2108,4311,4098,7573,3880,3211,2344,1387,633,29550,0,6,0,12,0,0,0,0,0,15,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,4,0,10,7,8,0,3,0,29,0,0,0,4,4,0,0,0,0,7
SOSR413,0,0,0,3,3,4,10,12,0,29,0,4,0,20,8,3,3,0,0,45,0,0,20,88,0,0,0,0,0,107,0,3,10,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,7,0,0,21,3,14,17,28,19,18,23,6,0,131,0,16,10,52,9,9,4,0,0,100,0,0,0,4,12,15,24,14,6,79,0,3,3,18,15,9,5,0,0,50,3,26,44,136,60,58,89,57,30,493,155,356,312,785,497,514,441,275,119,3455,3031,6642,6145,11746,6597,6503,6041,3235,1113,51065,0,0,0,6,0,0,0,0,0,3,2763,5712,5062,9517,5390,5385,4873,2507,1335,42546,0,6,0,15,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,4,0,0,3,10,3,0,0,0,0,14,0,7,6,22,10,14,10,3,3,68,0,0,0,0,3,0,0,0,0,6
SOSR414,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,8,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,9,9,0,0,23,0,0,0,11,3,0,0,0,0,21,0,0,0,0,0,5,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,3,11,23,3,22,20,16,10,107,23,59,55,171,93,109,134,85,35,757,582,1344,1139,2446,1336,1543,1750,1042,387,11566,0,3,10,26,0,0,0,0,0,35,542,1215,982,1974,1110,1321,1380,840,433,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,0,0
SOSR415,0,0,0,0,4,3,12,14,0,34,0,12,13,57,8,0,3,0,0,88,0,3,3,19,0,0,0,0,0,25,6,8,6,8,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,8,3,9,8,18,22,15,15,7,3,99,3,3,6,21,20,5,0,0,0,59,0,0,0,15,10,13,16,12,3,73,0,10,3,16,6,10,0,0,0,44,0,37,23,84,52,66,93,64,26,442,138,300,330,903,618,676,609,384,183,4150,3166,6878,5951,11515,7059,7420,6628,3674,1403,53696,0,3,12,17,7,0,0,0,0,38,2867,5846,4918,9824,5618,5650,4996,2884,1767,44368,0,3,0,11,0,0,0,0,0,12,0,0,0,3,3,3,3,0,0,12,0,0,0,6,3,0,0,0,0,13,0,0,3,19,14,9,9,0,0,53,0,0,0,7,3,0,0,0,0,7
SOSR421,0,0,0,0,0,4,3,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,5,10,0,0,0,0,0,17,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,4,3,5,0,0,24,0,0,0,12,7,7,0,0,0,32,0,0,0,0,3,3,3,3,0,20,0,3,0,3,0,0,0,0,0,11,0,3,9,24,18,20,16,5,5,98,57,98,112,255,178,221,193,108,51,1272,937,1991,1656,3316,2247,2586,2192,1079,383,16388,0,0,0,0,0,0,0,0,0,0,882,1717,1396,2883,1752,1887,1552,845,526,13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOSR422,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,6,12,24,29,20,3,96,18,55,64,143,149,151,172,64,16,834,541,1263,1074,2122,1488,1712,1532,700,195,10627,0,0,0,0,0,0,0,0,0,0,498,1056,921,1830,1112,1222,942,468,197,8246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0
SOSR431,0,0,0,0,3,5,10,3,0,32,0,0,0,24,6,3,0,0,0,34,0,0,8,5,0,3,0,0,0,16,0,4,10,13,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,0,0,17,0,12,19,25,27,28,24,10,0,147,0,4,10,71,63,62,18,7,5,239,0,0,7,9,15,22,25,6,3,86,0,6,3,11,13,9,4,3,0,43,3,18,30,108,99,132,104,56,18,576,185,488,535,1241,1051,1144,863,313,77,5897,3715,9589,8160,14913,12316,12995,9364,3263,754,75073,0,0,0,0,0,0,0,0,0,0,3209,8270,6243,11695,8890,8441,5311,1671,556,54297,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,6,16,4,15,7,0,0,51,0,3,3,34,8,17,7,0,0,81,0,3,0,0,0,3,0,0,0,7
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,23,3,3,5,0,0,54,3,12,29,73,55,39,23,0,0,231,50,56,259,626,282,239,168,43,13,1734,0,0,0,0,0,0,0,0,0,0,32,52,128,215,126,106,73,14,6,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SOSR501,0,0,18,206,150,229,195,144,48,989,38,348,343,1793,534,358,274,120,38,3843,22,25,133,1142,55,53,40,7,0,1474,103,403,534,629,102,54,27,10,4,1870,4,21,57,370,267,287,296,134,29,1457,6,17,62,309,127,56,33,21,3,632,101,530,473,1098,605,575,367,110,35,3888,61,234,610,2435,1484,1132,464,165,58,6647,15,148,202,743,581,452,431,200,79,2851,4,273,687,1734,951,659,234,75,16,4641,447,2529,3955,12766,4624,3339,2295,1187,392,31548,3397,5432,7025,20645,8562,6986,5168,3208,1588,62010,62987,120253,124837,279645,122291,98533,70572,35729,12346,927190,9,108,425,746,179,91,48,17,0,1635,53492,87470,78630,140262,60377,52578,35665,19836,10212,538537,31,121,89,711,74,55,23,5,4,1106,0,10,80,484,303,283,95,53,14,1324,13,21,41,309,114,101,28,15,9,658,37,175,242,1056,409,281,143,59,26,2436,0,29,46,260,165,139,89,36,5,772
SOSR511,0,0,0,3,0,4,0,0,0,6,0,3,0,17,5,0,0,0,0,40,0,0,4,25,0,0,0,0,0,30,3,6,4,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,11,10,24,18,12,14,6,0,96,0,0,5,7,11,0,6,0,0,24,0,0,3,10,7,18,10,0,0,54,0,7,27,72,45,52,13,0,0,222,9,38,35,125,58,50,46,18,9,393,156,292,266,687,394,354,273,155,58,2639,2546,5101,4378,9157,4762,4089,3003,1428,474,34939,0,0,0,0,0,0,0,0,0,3,2168,4106,3283,6598,3221,2996,2005,1094,503,25975,0,0,3,13,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,20,12,8,3,0,3,41,0,0,0,7,3,3,0,0,0,8
SOSR512,0,0,0,4,3,3,7,6,3,20,0,9,0,33,9,4,4,0,0,70,0,0,3,19,0,0,0,0,0,22,4,26,41,17,0,0,0,0,0,90,0,0,0,0,0,3,0,0,0,9,0,0,0,7,3,0,0,0,0,19,5,10,7,43,14,15,11,3,3,121,0,6,12,25,13,13,3,3,0,72,0,0,7,18,14,20,18,16,5,93,3,24,34,88,55,35,9,3,0,254,7,62,54,225,108,75,76,47,15,666,283,505,494,1349,753,716,466,293,119,4990,3954,8253,7242,14832,7820,6884,5088,2648,987,57714,0,3,9,4,3,0,0,0,0,24,3465,6644,5466,10552,5365,4834,3306,2017,921,42573,0,3,0,11,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,7,0,12,7,55,18,12,3,4,0,118,0,0,0,3,3,5,0,0,0,15
SOSR513,0,0,0,0,0,0,7,0,0,9,3,6,3,27,16,4,0,0,0,62,0,3,6,44,0,0,0,0,0,52,6,13,17,10,0,0,0,0,0,48,0,0,0,0,3,10,4,0,0,16,0,0,0,3,3,0,0,0,0,11,0,3,5,31,11,7,3,0,0,61,0,3,3,12,9,5,0,0,0,25,0,0,0,10,5,6,5,0,0,24,0,14,17,63,26,4,4,0,0,124,6,18,8,165,53,42,20,5,4,318,264,432,389,1419,622,431,195,59,21,3828,2411,4166,3037,9664,3951,2858,1278,449,126,27934,0,0,0,3,0,0,0,0,0,3,1980,3151,2133,5803,2046,1483,714,330,135,17766,0,0,5,9,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,10,0,0,7,33,10,7,3,0,0,60,0,0,0,8,0,0,0,0,0,10
SOSR514,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,0,0,0,11,0,0,6,36,0,0,0,0,0,44,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,6,20,9,7,3,69,0,0,0,7,3,0,0,0,0,22,0,3,0,14,11,9,8,11,0,51,0,0,5,19,9,4,0,0,0,39,3,16,7,81,25,26,20,14,3,193,112,191,143,496,247,217,156,102,39,1713,1456,2641,1829,4767,2206,1935,1545,710,227,17317,0,0,0,0,0,0,0,0,0,0,1172,1998,1359,3196,1306,1304,925,433,212,11908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,33,4,6,0,0,0,49,0,0,0,3,0,0,0,0,0,3
SOSR515,0,0,0,0,0,3,0,3,0,12,0,0,3,26,6,3,0,0,3,47,0,0,14,56,0,0,0,0,0,67,3,31,34,11,0,0,0,0,0,73,0,0,0,8,0,0,8,6,0,17,0,0,0,0,3,0,0,0,0,4,3,14,11,31,18,24,18,0,0,117,0,5,3,26,16,3,4,0,0,59,0,0,4,10,15,12,13,7,3,70,0,11,17,46,33,19,8,0,0,135,9,17,34,118,74,76,60,32,13,426,278,543,493,1550,774,709,478,284,96,5194,3251,6245,4863,11156,5899,5413,4003,1990,578,43402,0,7,10,25,0,0,0,0,0,45,2633,5020,3592,7884,3605,3403,2360,1317,555,30363,0,0,0,3,3,0,0,0,0,10,0,0,0,3,3,3,0,0,0,12,0,0,0,6,0,0,0,0,0,8,0,6,7,29,11,4,0,0,0,63,0,0,0,0,0,0,0,0,0,4
SOSR521,0,0,0,0,0,3,0,0,0,8,0,0,0,7,0,0,0,0,0,14,0,0,3,20,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,9,6,4,0,46,0,0,0,7,0,0,0,0,0,9,0,0,0,5,7,16,6,3,3,44,4,8,8,14,13,11,7,0,0,51,4,3,9,42,35,43,46,20,3,208,115,255,245,604,397,406,267,161,52,2498,1458,3116,2387,5182,3188,3202,2430,1101,317,22394,0,0,0,0,0,0,0,0,0,0,1231,2554,1836,3807,2056,1987,1363,736,272,15855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,3,14,4,6,3,0,0,32,0,0,0,0,0,0,0,0,0,0
SOSR522,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,14,0,0,0,3,3,3,4,0,0,11,0,0,0,22,7,4,14,17,3,81,74,111,101,357,189,233,162,88,20,1320,778,1399,1130,2611,1419,1504,1180,509,128,10665,0,0,0,0,0,0,0,0,0,0,670,1271,953,1962,986,979,604,330,100,7858,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3
SOSR531,0,0,0,6,7,9,13,6,0,38,0,0,4,40,15,12,4,0,0,75,0,0,7,41,0,4,0,0,0,47,4,13,10,15,4,0,3,0,0,47,0,0,0,3,3,11,3,3,0,23,0,0,0,5,0,0,0,0,0,13,0,17,20,71,58,68,49,20,3,296,3,7,16,115,60,37,9,3,0,244,0,3,4,33,38,32,28,7,5,144,0,7,9,118,65,69,32,3,3,305,6,25,65,424,274,236,191,55,13,1298,310,734,990,3895,2024,1672,1005,431,78,11152,4221,10271,9615,25838,15848,13957,9278,3230,659,92918,0,0,0,3,3,0,0,0,0,5,3428,8528,5956,12184,8082,7465,4320,1442,368,51782,0,0,0,3,0,0,0,0,0,9,0,0,0,5,4,5,3,0,0,11,0,0,0,5,4,0,0,0,0,10,0,7,10,63,30,45,15,3,0,164,0,0,0,5,0,0,0,0,0,6
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,19,0,0,0,38,17,8,0,0,0,62,0,0,17,245,94,43,8,3,3,408,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,3,3,3,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,13,44,16,17,12,0,0,95,17,16,57,216,104,85,55,7,3,548,81,120,341,1376,638,540,375,58,12,3532,0,0,0,0,0,0,0,0,0,0,56,95,160,447,205,255,140,20,7,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4
SOSR603,0,0,0,0,3,9,4,7,0,24,0,3,10,34,10,10,7,8,0,89,0,6,5,34,0,3,0,0,0,46,3,27,23,45,3,6,0,0,0,113,0,0,0,0,0,3,0,0,0,4,0,0,0,4,5,0,0,0,0,18,3,39,30,89,57,56,48,15,3,337,5,3,22,50,12,6,3,0,0,107,0,5,3,10,16,17,19,15,4,94,0,3,9,9,8,14,10,0,0,51,29,95,175,538,215,170,154,127,54,1551,270,448,538,1381,779,792,667,448,177,5496,5313,10830,11540,22185,11089,10747,8176,4416,1652,85960,0,3,13,48,13,3,3,0,0,79,4611,9158,9163,18190,9344,9278,6845,3846,2060,72495,0,3,0,26,0,0,0,0,0,30,0,0,0,13,9,4,3,3,0,33,0,0,0,5,3,0,0,0,0,11,0,3,11,67,34,22,28,0,0,174,0,0,0,19,16,7,3,3,0,57
SOSR611,0,0,0,0,0,0,0,0,0,5,0,3,3,24,6,7,0,0,0,42,0,0,0,9,0,0,0,0,0,9,0,7,14,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,8,3,25,11,14,6,6,4,78,0,8,8,18,3,0,0,0,0,43,0,0,0,7,6,8,9,0,6,38,0,0,3,3,4,5,0,3,0,19,6,41,88,269,105,66,44,41,28,683,125,211,328,639,361,339,348,176,95,2626,2222,4508,5562,8923,4705,4248,3504,1803,698,36174,0,0,20,51,8,0,0,0,0,74,1973,3877,4347,7492,4145,3872,2924,1788,969,31383,0,0,3,8,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,32,16,3,7,0,0,63,0,0,0,3,5,0,3,0,0,7
SOSR612,0,0,0,0,0,0,0,3,0,5,0,3,0,3,5,3,0,0,0,17,0,0,0,22,0,0,0,0,0,27,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,3,10,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,3,3,18,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,17,9,17,4,57,29,49,56,157,94,133,126,77,19,738,640,1403,1338,2425,1409,1439,1256,681,241,10829,0,0,0,0,0,0,0,0,0,0,646,1316,1280,2310,1370,1259,1137,656,333,10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,7,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,4
SOSR613,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,6,7,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,0,21,0,0,0,0,3,0,0,0,0,7,3,4,4,16,13,13,20,25,11,115,33,70,101,213,153,140,172,94,33,1008,886,1923,2035,3220,1983,1986,1684,1009,311,15036,0,0,0,0,0,0,0,0,0,0,859,1716,1776,3070,1874,1844,1442,947,433,13957,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,8,0,3,3,0,5,3,3,6,5,30,12,34,38,83,57,61,69,60,12,424,330,672,595,1095,641,726,668,419,105,5247,0,0,0,0,0,0,0,0,0,0,294,601,532,1047,647,638,548,342,147,4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SOSR615,0,0,0,0,4,0,0,3,0,10,0,0,0,7,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,13,8,10,8,6,3,69,0,0,0,3,0,0,0,0,0,6,0,0,0,3,6,3,10,3,0,33,0,0,0,4,4,0,3,0,0,13,0,16,16,34,33,34,50,23,9,208,88,176,183,421,310,379,364,231,83,2234,1809,3856,3199,6096,3803,4160,3791,1954,595,29257,0,0,0,0,0,0,0,0,0,0,1639,3389,2874,5788,3409,3497,2915,1564,760,25836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,16,10,0,0,44,0,0,0,3,3,0,0,0,0,11
