SOSR_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SOSR321,64,8,0,8,72,18,0,85,2749,339,55,36,3174,70,12,87,3261,262,8,3529,4027,663,130,68,4888,91,13,101,4994,329,3,5329,340,53,80,0,470,8,4,15,487,10,5,500,56,8,4,67,138,12,0,12,141,18,4,167,7179,1064,264,171,8671,172,34,212,8886,618,24,9528,151,28,7,10,197,111,4,119,314,59,0,373,198,37,14,4,253,27,19,44,293,36,0,325,343,63,21,17,443,137,26,161,604,93,0,695,7526,1127,285,186,9121,314,58,371,9488,707,24,10221,2473,448,109,107,3136,235,36,268,3406,974,25,4402,22,8,4,5,43,6,0,6,48,3,42,96,10021,1582,393,293,12297,551,92,643,12935,1688,93,14721
SOSR322,18,0,0,0,16,3,0,24,1051,117,19,14,1200,45,8,51,1250,83,3,1343,1516,237,46,18,1818,26,8,37,1850,122,0,1973,127,12,21,6,170,0,0,0,170,7,0,173,12,3,4,28,46,0,0,0,46,11,6,63,2706,374,91,64,3232,73,14,81,3314,231,7,3550,45,16,0,0,63,59,0,59,122,23,0,148,64,12,0,0,71,11,10,20,96,17,0,106,104,30,3,0,132,70,10,78,217,37,0,253,2809,400,93,62,3367,140,20,165,3530,268,4,3805,969,198,34,54,1244,102,39,147,1392,565,12,1971,18,0,0,6,23,5,0,5,24,10,32,72,3789,598,121,125,4639,248,62,311,4950,845,53,5846
SOSR331,558,14,0,9,571,79,0,650,16252,1518,292,120,18178,320,45,363,18535,1013,8,19556,22469,2877,405,260,26010,343,52,396,26405,1056,34,27497,1536,231,268,32,2062,40,4,45,2109,95,0,2207,333,36,17,410,796,11,0,11,809,74,18,900,40586,4665,983,822,47053,711,98,814,47862,2233,65,50161,442,65,15,20,538,148,6,156,690,100,0,788,746,129,29,22,937,81,19,106,1037,73,0,1113,1191,197,42,43,1471,226,29,257,1726,170,3,1900,41772,4860,1025,868,48523,938,127,1073,49591,2406,66,52067,12001,1664,475,398,14541,619,114,733,15271,2895,59,18227,126,23,0,29,179,3,0,3,181,12,152,348,53904,6539,1507,1294,63244,1561,243,1801,65047,5313,283,70640
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,5043,184,42,227,5274,957,12,6239,34431,5059,481,246,40215,1138,249,1393,41606,2737,13,44356,61824,8751,827,416,71818,1262,287,1547,73366,2690,62,76120,5522,816,874,63,7274,101,19,117,7398,244,6,7654,582,145,18,562,1303,29,16,48,1350,101,36,1489,102358,14770,2208,1287,120617,2534,571,3106,123718,5776,126,129618,1507,368,52,30,1962,582,56,640,2606,241,4,2847,2699,551,51,61,3361,346,104,451,3806,245,9,4061,4209,921,101,86,5323,936,162,1089,6410,481,15,6905,106562,15689,2310,1373,125935,3468,730,4194,130136,6255,139,136525,29644,6082,765,802,37293,2254,524,2782,40069,9785,116,49966,204,45,3,100,348,6,3,10,362,31,368,754,136411,21819,3080,2273,163575,5730,1259,6992,170569,16064,615,187249
SOSR412,90,3,0,3,96,17,0,109,2183,207,31,16,2432,58,4,63,2495,135,0,2634,3828,429,78,35,4368,52,11,64,4433,156,3,4599,345,47,33,3,423,12,0,12,439,8,0,451,43,7,0,43,92,3,0,3,95,4,0,101,6400,688,146,92,7321,130,21,146,7472,312,3,7785,84,15,3,6,110,18,0,18,128,13,3,143,169,19,0,14,202,21,5,23,222,4,0,228,253,36,3,17,304,42,5,45,351,18,3,371,6650,722,151,105,7630,171,21,193,7821,330,10,8157,1982,256,59,54,2350,150,17,167,2517,489,3,3006,6,13,0,10,30,3,0,3,31,0,13,45,8637,988,212,169,10007,320,41,366,10367,814,26,11209
SOSR413,204,4,0,4,209,34,0,238,2723,387,32,26,3175,100,17,117,3295,194,0,3483,5319,740,87,45,6202,122,14,138,6337,215,3,6557,440,78,91,6,620,4,0,5,624,29,0,652,75,5,3,45,131,5,0,5,138,8,0,150,8565,1214,219,122,10126,233,33,272,10396,446,8,10847,97,17,8,11,123,40,0,40,158,17,0,180,197,29,7,4,235,30,6,38,278,23,0,301,292,41,10,12,358,72,6,76,437,39,0,480,8860,1257,233,140,10484,308,41,342,10831,485,7,11324,2310,516,77,58,2958,163,29,195,3157,660,14,3828,17,10,0,0,27,0,0,0,27,4,50,78,11185,1783,314,192,13471,474,73,540,14015,1146,69,15232
SOSR414,14,0,0,0,17,4,0,16,475,70,9,4,560,9,3,11,571,48,0,619,1187,159,9,18,1378,15,0,13,1393,58,3,1455,102,10,16,0,131,0,0,0,131,13,0,149,3,0,0,12,11,0,0,0,11,0,0,11,1764,243,34,33,2074,23,6,24,2104,115,3,2225,19,3,0,0,18,8,0,8,28,6,0,32,42,6,0,0,50,3,4,6,55,0,0,63,58,10,0,0,70,11,4,19,88,6,0,94,1827,251,37,33,2147,29,11,46,2188,121,3,2315,573,119,20,29,744,12,0,14,761,122,0,882,12,0,0,0,12,0,0,0,12,0,10,20,2407,364,63,66,2896,48,10,55,2955,243,15,3214
SOSR415,132,0,3,3,140,10,0,147,2897,374,42,27,3335,57,13,71,3409,198,3,3609,5887,774,125,48,6836,81,11,94,6925,234,15,7172,513,41,126,6,681,3,0,4,689,23,0,712,69,4,4,71,151,0,0,0,151,10,0,161,9364,1190,298,153,11005,139,27,170,11167,471,18,11660,78,25,4,8,110,46,4,48,158,34,0,195,215,28,4,0,253,17,10,26,277,17,5,300,301,53,3,8,363,60,11,70,430,54,5,487,9664,1245,302,156,11365,193,42,239,11601,525,24,12148,2637,478,111,69,3293,163,34,196,3487,661,5,4153,14,10,0,6,31,0,0,0,31,0,26,60,12318,1723,420,230,14685,352,79,434,15115,1181,55,16357
SOSR421,50,3,0,4,55,3,0,58,790,117,16,8,925,7,7,12,936,58,0,997,1912,264,37,20,2236,29,4,36,2273,81,0,2355,129,18,24,0,167,3,0,4,172,3,0,176,15,9,3,26,51,0,0,0,51,3,0,58,2849,409,75,49,3383,43,14,55,3441,143,0,3580,9,0,0,0,9,10,0,10,24,12,0,40,38,15,4,4,56,8,6,13,69,3,0,73,52,15,4,4,68,19,6,26,93,18,0,106,2902,425,73,50,3448,62,18,83,3530,158,0,3688,794,191,19,14,1011,31,14,40,1051,169,11,1230,14,0,0,9,22,0,0,0,22,0,6,35,3709,611,91,73,4480,97,27,122,4605,329,15,4954
SOSR422,14,0,0,0,14,0,0,9,372,67,7,0,451,14,0,13,461,68,0,533,822,155,9,19,1006,22,0,23,1031,90,8,1125,77,18,14,3,111,0,0,0,111,3,0,116,0,0,0,9,8,0,0,0,9,3,0,14,1277,246,28,28,1574,35,4,39,1612,160,12,1789,13,8,3,0,23,33,3,38,59,8,0,71,35,0,0,0,35,10,0,10,44,0,0,44,50,8,3,0,55,43,3,45,103,9,0,115,1323,248,28,28,1631,80,5,89,1714,174,12,1897,471,82,19,11,580,18,3,25,608,227,0,834,4,0,0,0,6,0,0,0,6,0,19,26,1801,332,44,40,2217,107,10,110,2329,399,28,2761
SOSR431,301,0,0,0,299,31,0,329,5027,584,74,42,5730,56,23,81,5803,302,3,6114,9549,1211,151,80,10989,75,17,97,11088,331,16,11440,622,76,186,15,901,8,3,17,917,36,0,951,111,16,16,149,283,3,0,3,291,26,8,319,15311,1886,423,289,17907,150,41,191,18098,693,32,18826,101,24,6,4,136,38,0,41,179,25,0,204,211,16,12,3,242,12,14,24,270,29,0,301,313,41,21,5,383,56,14,69,445,55,0,500,15626,1922,445,294,18289,205,53,259,18547,748,34,19330,3976,488,130,105,4691,105,31,132,4827,711,14,5548,43,11,4,6,64,0,0,0,64,0,117,181,19642,2425,570,401,23044,309,86,390,23437,1459,167,25060
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,7337,343,74,412,7754,994,10,8763,57042,7508,985,408,65940,2644,475,3114,69054,4127,61,73245,104247,12307,1690,876,119131,2995,368,3360,122491,3418,93,126002,8036,981,1271,86,10368,263,26,294,10662,301,22,10983,1103,187,47,1049,2390,88,12,103,2494,158,79,2727,170436,20985,3996,2417,197833,5993,881,6867,204699,8001,252,212960,3507,434,94,64,4102,911,86,995,5098,364,10,5473,7045,890,232,132,8296,799,147,951,9242,385,12,9638,10550,1326,322,204,12399,1715,231,1943,14343,746,24,15113,180984,22309,4312,2622,210231,7700,1113,8817,219048,8754,275,228070,68753,8926,2217,1694,81589,4352,654,5013,86599,10453,211,97263,325,48,13,210,599,28,10,33,630,97,646,1380,250064,31284,6545,4524,292416,12084,1777,13861,306274,19305,1126,326707
SOSR511,60,0,0,0,60,6,0,63,1766,177,52,18,2016,67,15,84,2100,131,3,2237,4071,401,130,52,4648,121,9,124,4774,132,3,4913,250,21,58,0,331,9,0,9,342,10,0,350,43,3,0,41,85,0,0,0,85,6,9,97,6129,600,242,117,7089,194,22,217,7305,280,10,7598,82,9,6,9,106,44,0,48,149,18,0,173,293,15,11,5,326,29,3,27,356,13,0,375,376,24,15,16,431,71,4,78,509,33,0,541,6506,627,254,134,7517,271,28,293,7812,312,14,8140,2534,251,135,59,2983,138,3,147,3128,266,3,3397,11,0,0,12,19,0,0,0,19,0,12,34,9049,876,394,199,10521,408,31,442,10960,576,34,11572
SOSR512,42,0,0,3,47,8,0,49,3312,371,62,51,3806,111,20,129,3934,188,7,4121,6093,701,168,73,7036,125,24,151,7183,205,9,7397,457,53,86,7,596,6,0,6,601,5,0,607,59,14,3,83,159,6,0,6,161,7,0,171,9919,1141,320,219,11594,251,42,290,11882,404,15,12301,118,16,3,13,147,29,0,29,172,25,0,198,259,26,3,8,297,32,7,33,333,33,0,368,371,40,5,22,443,59,7,64,504,59,0,561,10292,1178,325,234,12040,306,45,353,12389,459,15,12864,3732,522,180,108,4542,206,50,255,4796,561,14,5373,24,0,0,6,27,0,3,3,34,0,25,64,14046,1705,510,356,16608,513,99,613,17221,1027,56,18300
SOSR513,9,0,0,0,9,0,0,9,1991,215,52,11,2273,57,15,67,2341,98,0,2440,2899,237,72,22,3235,34,0,37,3274,80,0,3352,257,24,77,14,377,8,0,8,385,18,0,400,55,4,0,44,105,3,0,3,111,3,6,116,5209,480,205,96,5991,105,14,115,6107,201,10,6315,85,5,0,0,90,45,0,45,138,7,0,148,142,13,11,8,172,18,3,21,190,3,3,192,226,15,12,10,265,59,3,62,323,16,3,341,5432,503,217,105,6254,162,19,177,6431,213,16,6659,2185,168,110,85,2547,53,12,63,2613,215,15,2844,33,8,0,3,42,0,0,0,42,0,36,81,7648,677,327,193,8842,218,28,244,9089,428,59,9577
SOSR514,20,0,0,0,20,3,0,23,720,138,13,7,884,28,5,42,927,48,0,979,1923,284,60,41,2307,31,9,41,2345,77,3,2428,119,21,24,3,164,10,0,10,174,0,0,172,24,10,0,26,67,0,0,0,67,0,3,70,2793,452,94,86,3424,69,15,87,3511,131,7,3648,45,0,3,0,46,28,0,28,78,10,0,84,97,13,0,0,114,16,5,14,129,6,0,137,143,13,3,0,153,46,5,47,203,17,0,215,2930,469,100,87,3580,112,20,129,3716,149,7,3863,1116,144,80,35,1369,116,18,126,1499,208,3,1716,6,0,3,3,8,0,0,0,8,0,17,27,4056,614,177,121,4962,225,31,260,5222,356,29,5606
SOSR515,29,0,0,0,29,0,0,29,2382,287,49,20,2737,81,10,97,2833,187,4,3026,3819,526,141,32,4527,72,6,84,4606,134,3,4748,319,47,91,4,463,7,7,13,473,12,3,488,57,8,0,73,136,5,0,5,142,10,0,149,6578,876,280,132,7861,166,28,191,8052,340,13,8409,132,6,11,3,152,49,5,54,209,21,0,227,185,12,11,0,207,33,0,33,239,20,3,266,308,14,20,7,353,86,5,91,446,42,3,496,6887,890,296,133,8215,256,27,282,8502,383,17,8900,2780,320,213,86,3401,232,24,252,3653,576,3,4233,23,3,0,12,39,0,0,0,38,8,47,90,9696,1214,515,229,11650,488,55,538,12194,966,66,13226
SOSR521,24,0,0,0,22,3,0,27,891,129,24,3,1057,15,0,15,1072,82,0,1150,1695,271,74,15,2055,45,4,51,2109,97,0,2204,131,26,30,4,188,4,0,4,188,15,0,206,29,3,0,23,54,0,0,0,54,5,0,56,2742,426,135,49,3349,73,6,75,3423,194,3,3621,40,6,0,0,42,42,0,42,87,23,6,112,58,11,3,4,78,11,12,27,104,16,0,119,101,16,3,4,121,55,12,66,189,32,6,226,2843,435,138,57,3474,121,20,141,3618,228,7,3848,1509,158,103,62,1826,151,18,164,1996,422,10,2428,3,0,0,0,5,5,0,5,8,3,44,58,4352,596,245,112,5305,279,37,312,5617,653,64,6332
SOSR522,6,0,0,0,6,0,0,6,314,57,8,0,379,7,0,7,387,58,3,446,606,111,20,11,746,31,8,38,785,68,3,855,60,9,8,0,73,6,0,6,81,0,0,77,3,0,0,28,28,0,0,0,28,4,0,36,978,180,32,41,1229,43,9,53,1277,126,7,1411,14,14,6,0,31,36,0,36,64,10,0,71,24,7,0,0,32,8,8,15,46,0,0,46,36,20,10,0,60,42,8,50,115,10,0,124,1020,195,36,40,1287,87,16,105,1391,137,7,1532,520,121,17,44,698,119,15,132,830,397,20,1248,11,3,0,0,15,3,0,3,23,5,31,55,1545,318,55,79,2007,204,33,233,2240,540,60,2837
SOSR531,211,3,0,7,220,21,0,239,4472,452,84,31,5043,100,21,121,5165,254,9,5428,8394,1132,210,96,9831,124,18,139,9974,278,13,10268,392,54,131,0,572,4,0,8,576,19,0,593,109,10,3,128,248,0,0,0,248,3,0,253,13369,1642,433,257,15700,232,38,271,15967,554,20,16544,108,22,0,3,136,53,3,54,194,34,0,220,275,30,7,7,318,61,22,79,398,34,0,435,383,55,12,7,454,111,24,133,588,68,0,652,13748,1701,444,262,16157,340,58,400,16554,619,20,17198,4578,569,310,114,5565,292,32,318,5887,811,20,6715,52,9,0,18,80,0,3,3,87,4,119,207,18380,2282,747,392,21802,630,94,722,22532,1435,159,24116
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,416,8,7,16,428,97,0,529,4960,815,112,21,5906,99,19,120,6029,406,7,6439,9335,1538,139,64,11085,130,24,155,11240,460,17,11716,931,146,108,20,1202,14,0,14,1215,53,0,1270,75,16,0,61,150,0,0,0,157,24,0,179,15303,2517,356,170,18349,244,50,295,18639,945,18,19611,114,26,4,3,146,43,3,48,195,28,4,222,258,49,3,16,322,22,7,28,351,24,0,384,374,71,9,15,472,66,12,75,544,59,4,609,15682,2587,366,182,18818,310,64,369,19186,1001,21,20217,3425,714,69,88,4297,224,59,291,4587,1240,19,5841,39,7,0,4,50,4,3,5,59,9,26,92,19143,3312,435,275,23168,538,127,667,23833,2256,62,26151
SOSR611,132,3,0,5,139,24,0,162,1716,297,28,10,2055,55,22,73,2128,140,8,2278,3770,548,56,26,4395,65,15,83,4476,205,4,4690,308,54,36,10,403,13,3,17,416,30,0,447,25,9,0,26,60,3,4,10,72,3,0,76,5820,905,120,75,6912,139,40,178,7098,375,15,7480,39,16,0,0,51,20,0,20,68,25,0,93,129,27,0,0,158,20,5,27,185,21,0,205,166,39,0,0,209,37,5,43,254,43,0,295,5986,949,120,72,7122,178,47,224,7345,420,15,7776,1791,350,39,63,2243,123,32,157,2399,706,9,3114,20,3,0,3,27,0,0,0,27,9,13,49,7793,1304,159,137,9396,296,83,378,9770,1132,37,10944
SOSR612,19,0,0,0,19,3,0,15,463,67,7,5,553,14,0,22,570,34,4,607,955,155,13,12,1132,18,3,28,1158,61,3,1218,66,8,16,0,97,0,0,0,94,0,0,94,9,0,0,7,19,0,0,0,19,0,0,19,1502,233,35,28,1792,37,7,45,1839,91,6,1941,15,3,4,0,18,10,0,10,28,3,0,34,38,8,3,3,48,5,0,11,60,0,0,60,49,9,7,3,69,22,0,19,86,3,0,91,1556,243,40,27,1862,60,11,67,1932,101,6,2038,527,133,10,19,688,85,5,92,784,230,9,1021,0,0,0,0,0,0,0,0,0,0,3,7,2080,374,52,51,2555,146,12,163,2712,330,16,3063
SOSR613,31,0,0,0,31,4,0,31,672,92,18,4,790,30,5,36,820,52,0,869,1365,198,25,11,1599,50,10,58,1660,90,7,1755,111,25,14,0,149,0,0,0,149,6,0,160,26,3,0,7,37,0,0,0,37,0,0,37,2172,321,57,20,2574,79,15,97,2665,145,7,2822,26,12,0,0,41,22,0,22,64,9,0,79,63,9,0,3,76,12,8,23,97,7,0,111,90,15,4,3,112,43,8,47,161,25,0,182,2262,339,61,28,2689,121,20,145,2830,165,7,3006,665,163,35,18,873,86,17,102,974,285,0,1259,5,4,0,0,12,0,0,0,12,0,6,16,2931,502,96,45,3568,206,36,240,3813,455,13,4278
SOSR614,8,0,0,0,8,3,0,9,186,28,7,3,225,3,0,3,231,26,0,249,390,47,6,3,450,16,5,17,468,45,0,510,54,8,4,4,65,0,0,0,65,0,0,62,8,0,0,3,9,0,0,0,9,0,0,9,639,77,15,15,745,18,3,27,767,69,0,837,0,9,0,0,11,8,0,8,13,0,0,13,17,0,0,5,24,0,5,9,30,10,0,36,18,11,0,5,31,5,5,9,47,10,0,51,658,89,15,18,779,31,9,38,816,76,0,888,252,65,4,16,343,31,4,37,379,117,0,489,0,0,0,0,0,0,0,0,0,0,0,0,912,158,21,34,1121,63,8,71,1193,194,0,1384
SOSR615,71,3,0,3,76,10,0,84,1230,225,17,12,1484,24,12,36,1520,112,3,1631,3062,462,45,51,3623,48,11,58,3681,183,0,3862,221,31,38,5,287,6,5,16,300,17,0,320,23,0,0,24,46,3,0,3,47,0,0,51,4533,717,102,94,5442,80,23,109,5547,306,3,5863,32,8,5,7,58,36,6,35,94,23,3,121,78,10,3,3,90,11,3,14,109,21,0,125,117,19,6,10,148,45,4,51,199,41,3,244,4646,736,107,99,5595,130,27,159,5749,347,3,6104,1579,260,91,67,2003,148,7,152,2151,413,3,2572,23,3,0,3,31,0,0,0,31,0,30,60,6257,1002,200,167,7628,277,37,307,7934,769,36,8739
SOSR621,17,0,0,0,17,4,0,18,388,108,3,5,509,8,0,8,516,36,0,554,963,131,17,12,1122,24,14,30,1154,66,0,1226,97,18,13,0,120,0,0,0,120,9,0,126,19,0,0,14,38,0,0,0,38,4,0,41,1460,252,29,41,1783,33,14,41,1825,115,0,1939,3,0,0,0,3,10,0,10,16,0,0,16,30,8,0,0,39,3,8,9,43,3,0,49,35,8,0,0,42,11,8,14,61,3,0,57,1490,265,29,41,1826,46,18,57,1883,117,0,2002,472,89,26,22,607,34,4,35,649,138,0,786,0,0,0,0,0,0,0,0,0,0,3,4,1968,351,55,59,2435,77,22,99,2534,250,4,2793
SOSR622,13,0,0,0,13,5,0,17,237,27,4,3,273,6,0,7,283,25,0,308,443,82,19,8,553,7,5,16,564,43,0,612,48,0,16,0,65,3,0,3,64,4,0,69,8,0,3,4,17,0,0,0,17,0,0,17,735,114,41,18,904,21,6,29,932,72,0,1007,15,0,0,0,15,14,0,14,26,3,0,32,20,3,0,3,30,0,0,0,30,0,0,30,33,3,0,3,46,14,0,14,59,6,0,64,773,119,41,25,953,27,6,35,992,73,0,1066,297,35,17,4,347,8,0,8,357,94,0,448,5,0,4,0,11,0,0,0,11,0,4,15,1073,153,63,24,1311,37,6,42,1353,166,4,1527
