SOSR_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SOSR331,88,21,39,3,145,8,0,6,151,12,0,166,50,10,0,84,142,0,0,0,144,12,0,156,6112,797,157,163,7229,131,21,149,7382,409,8,7794,63,11,0,0,77,28,0,28,105,28,0,132,95,16,3,0,113,5,3,10,118,13,0,129,156,25,5,3,191,34,3,37,227,33,0,259,6267,822,159,164,7413,165,25,193,7604,442,8,8054,1124,160,41,43,1377,48,8,62,1435,360,4,1799,17,0,0,3,19,0,0,0,19,3,21,41,7404,985,206,210,8811,219,32,251,9058,805,32,9899,542,48,6,7,600,11,0,11,616,38,0,652,460,88,3,9,556,9,0,9,560,36,0,599,18,5,8,0,32,0,0,0,28,4,0,30,8,0,0,4,11,4,0,4,18,3,3,21,1027,142,19,18,1202,23,0,26,1224,80,0,1305,10,0,0,0,10,3,0,3,7,0,0,13,10,0,0,0,10,0,0,0
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,195,37,53,0,290,7,0,7,294,22,0,319,73,18,3,63,156,5,3,4,161,23,3,187,13958,2012,278,173,16415,379,73,454,16868,888,12,17774,206,41,8,6,257,69,8,77,330,36,0,364,267,62,7,3,341,39,21,56,396,32,0,426,475,103,13,9,592,106,23,132,728,66,0,796,14433,2112,287,177,17012,492,93,588,17598,953,13,18565,2482,536,58,63,3144,178,50,227,3368,1235,12,4615,27,5,0,0,31,0,0,3,37,0,22,57,16944,2656,342,246,20186,668,148,811,21002,2192,46,23243,3444,427,59,23,3954,100,20,123,4071,293,0,4364,3566,604,64,28,4268,89,17,102,4367,263,3,4641,100,19,37,0,156,3,3,3,160,20,0,181,53,7,0,39,101,3,0,3,100,6,0,107,7159,1062,159,97,8477,196,37,229,8707,579,9,9293,93,25,3,3,121,36,5,36,165,21,0,179,105,33,5,0,149,19,6,31
SOSR412,11,5,0,0,14,0,0,0,19,0,0,14,8,3,0,8,11,0,0,0,11,0,0,11,1013,117,22,9,1160,19,0,26,1188,37,0,1224,15,3,5,0,22,3,0,3,27,3,0,31,14,0,0,4,20,5,0,5,29,0,0,29,34,6,5,5,41,9,0,9,55,3,0,56,1046,127,23,13,1203,30,0,31,1236,40,0,1279,158,20,3,4,190,15,0,14,207,58,0,265,0,0,0,0,4,0,0,0,4,0,0,7,1209,149,25,20,1399,50,4,52,1447,98,3,1552,118,11,0,3,131,0,0,0,134,13,0,148,122,21,3,0,148,3,0,4,153,6,0,160,3,3,4,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,245,36,6,3,292,3,4,6,302,23,0,321,4,0,0,0,4,0,0,0,3,0,0,5,8,0,0,0,8,0,0,0
SOSR413,16,3,8,3,27,0,0,0,27,3,0,29,7,0,0,8,17,0,0,0,19,3,0,22,1290,162,33,20,1496,52,10,59,1556,80,0,1636,10,0,0,3,13,5,0,5,23,3,0,26,24,4,0,0,29,7,0,7,33,3,0,35,35,6,0,3,45,14,0,14,55,3,0,59,1322,167,33,16,1536,64,10,71,1609,87,0,1694,187,38,3,3,230,6,5,10,241,96,0,339,0,0,0,0,0,0,0,0,0,0,4,4,1511,208,36,24,1768,64,9,78,1849,181,4,2035,162,17,0,0,180,6,0,5,185,11,0,195,169,31,3,0,208,7,0,8,214,17,0,232,8,0,0,0,8,0,0,0,8,3,0,11,3,0,0,0,3,0,0,0,3,0,0,3,340,56,8,0,398,7,3,11,406,35,0,445,3,0,0,0,3,0,0,0,4,0,0,4,5,3,0,0,11,0,0,0
SOSR414,7,0,0,0,5,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,242,36,11,5,298,3,0,5,304,18,0,319,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,8,0,0,0,8,0,0,8,252,36,7,5,302,3,0,3,313,18,0,330,33,11,5,3,52,0,0,0,53,16,0,69,3,0,0,0,3,0,0,0,3,0,0,4,291,44,12,13,361,5,0,7,368,35,0,397,17,0,0,0,21,0,0,0,21,3,0,24,34,8,0,0,42,0,0,0,42,0,0,42,5,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,0,65,0,0,0,65,4,0,70,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
SOSR415,31,0,12,0,42,0,0,0,42,6,0,48,11,0,0,8,17,0,0,0,17,0,0,21,1429,177,43,21,1671,18,8,30,1698,81,0,1783,6,5,0,0,12,6,0,6,23,5,0,29,23,3,0,0,26,0,0,0,27,3,0,27,25,11,0,0,36,7,0,7,45,10,0,56,1455,182,43,24,1708,28,8,39,1748,89,0,1835,200,51,12,7,271,10,5,17,292,96,0,385,0,0,0,0,3,0,0,0,3,0,4,4,1663,234,54,28,1983,41,16,57,2040,186,3,2227,130,14,3,0,146,6,0,4,150,8,0,158,168,31,8,0,213,0,0,3,213,13,0,230,5,0,7,0,6,0,0,0,6,0,0,8,7,0,0,4,10,0,0,0,10,0,0,10,306,47,16,6,371,3,3,5,383,29,0,407,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
SOSR421,8,3,3,0,12,0,0,0,15,3,0,15,4,0,0,8,14,0,0,0,14,3,0,11,414,56,10,7,496,10,0,13,507,36,0,538,3,0,0,0,3,3,0,3,5,3,0,7,5,0,0,0,12,3,3,6,12,0,0,12,10,0,0,0,13,3,3,4,18,3,0,22,427,56,10,9,506,11,4,15,521,35,0,558,56,17,3,0,75,7,0,7,83,20,0,100,3,0,0,0,3,0,0,0,3,0,0,0,484,79,16,15,588,20,4,20,607,58,3,664,44,0,4,0,52,0,0,0,52,6,0,60,42,10,0,0,58,0,0,0,61,3,0,60,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,14,4,4,117,0,0,0,114,7,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR422,3,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,195,41,8,0,235,5,0,5,241,19,3,264,5,3,0,0,9,4,0,4,10,0,0,11,4,0,0,0,4,0,0,0,4,0,0,4,6,3,0,0,10,4,0,4,12,0,0,16,202,37,8,0,250,11,0,11,255,21,3,280,32,3,0,3,33,0,0,3,37,14,0,55,0,0,0,0,0,0,0,0,0,0,0,3,231,43,8,3,286,7,0,10,299,33,7,337,23,0,0,0,23,0,0,0,23,0,0,22,24,12,0,0,33,0,0,0,33,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,57,0,0,0,57,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR431,39,11,17,3,69,0,0,3,70,7,0,81,13,3,3,27,43,0,0,0,43,3,0,53,2443,342,61,53,2895,46,8,47,2943,132,7,3090,16,4,0,0,25,6,0,6,30,4,0,32,25,0,0,0,22,4,0,4,24,0,0,27,42,6,0,0,48,5,0,5,55,4,0,60,2482,349,64,53,2946,49,8,55,3001,137,9,3148,381,41,15,18,457,8,0,13,463,102,3,573,8,4,0,0,7,0,0,0,7,0,5,18,2866,390,78,72,3413,59,6,68,3480,242,18,3740,299,28,3,4,329,0,0,4,327,15,0,348,286,48,6,0,341,3,0,3,337,20,0,360,15,3,8,0,26,0,0,0,26,0,0,33,6,3,0,3,11,0,0,0,11,0,0,11,597,83,11,12,703,3,0,3,708,34,3,748,4,0,0,0,7,3,0,3,7,3,0,10,7,0,0,0,7,0,0,0
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,341,45,101,3,488,22,0,27,510,21,0,537,160,38,6,156,354,9,0,5,362,28,5,401,23892,2981,514,339,27721,1000,146,1143,28863,1257,25,30141,409,50,19,14,485,135,12,153,634,49,0,689,624,92,28,15,764,98,18,114,873,64,3,940,1037,146,45,27,1246,232,31,261,1513,112,4,1631,24929,3124,553,368,28969,1230,169,1404,30374,1375,26,31774,5365,755,180,138,6433,352,74,428,6860,1224,18,8106,32,4,3,21,65,0,0,0,66,4,34,107,30328,3880,737,521,35469,1587,248,1836,37301,2597,77,39981,5301,588,74,29,5992,224,34,256,6254,337,4,6596,5397,856,104,48,6402,206,29,238,6636,336,5,6982,157,29,69,0,263,11,0,11,269,21,0,292,54,16,3,90,162,11,0,11,169,19,7,194,10905,1487,252,166,12817,450,65,516,13327,711,17,14059,219,19,7,0,249,60,8,62,309,22,0,335,220,38,4,5,267,42,6,41
SOSR511,16,0,6,0,28,0,0,0,28,0,0,28,11,0,0,4,8,0,0,0,8,0,0,10,1015,88,34,12,1148,23,3,25,1175,45,0,1222,10,0,0,0,15,0,0,0,16,0,0,19,33,3,6,0,44,0,0,0,45,0,0,51,48,3,6,0,58,3,0,3,64,7,0,73,1058,93,38,16,1206,27,3,34,1239,50,0,1293,188,17,10,3,225,11,0,11,238,30,0,270,0,0,0,3,4,0,0,0,4,0,0,4,1248,111,53,24,1442,41,3,40,1484,80,3,1564,45,6,0,0,57,3,0,3,59,3,0,62,58,17,0,0,78,3,0,3,78,6,0,82,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,4,105,25,6,3,133,8,0,8,138,9,0,151,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
SOSR512,27,6,9,3,35,0,0,0,35,0,0,35,5,4,0,18,25,0,0,0,25,0,0,22,1598,190,50,40,1877,41,10,48,1922,61,0,1990,11,0,0,0,12,0,0,0,13,5,0,20,23,4,0,0,27,0,0,0,28,3,0,31,32,3,0,0,41,4,0,4,41,9,0,51,1633,190,50,40,1919,41,10,49,1969,68,0,2039,242,39,3,13,300,8,0,11,306,54,3,364,3,0,0,0,3,0,0,0,3,0,0,3,1881,230,53,50,2213,49,5,59,2274,126,0,2406,62,6,3,0,68,3,0,3,76,0,0,80,75,10,3,0,83,0,3,4,87,8,0,92,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,134,15,10,4,167,3,3,4,167,8,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR513,14,3,7,0,20,0,0,0,21,0,0,27,10,0,0,8,21,0,0,0,21,0,0,16,666,64,20,13,765,8,0,13,778,21,0,797,9,0,0,0,9,6,0,6,19,0,0,19,3,0,3,0,10,0,0,0,7,0,0,7,16,0,3,0,21,8,0,8,28,0,0,28,684,66,20,13,786,14,0,16,804,21,0,820,101,9,5,7,123,3,0,4,123,17,0,146,5,0,0,0,5,0,0,0,5,0,3,9,792,77,22,16,909,18,3,18,928,41,3,974,20,0,0,0,23,0,0,0,22,3,0,24,6,4,0,0,9,0,0,0,9,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,31,0,0,0,33,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR514,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,3,13,0,0,0,13,0,0,10,334,67,8,13,428,14,0,14,438,29,3,468,0,0,0,0,0,5,0,5,5,0,0,5,9,0,0,0,9,0,0,3,12,0,0,12,8,0,0,0,8,7,0,9,16,0,0,16,341,67,8,13,436,17,0,20,453,29,3,489,62,7,4,3,81,3,0,3,83,15,0,101,3,0,0,0,3,0,0,0,3,0,0,3,409,81,14,17,518,21,0,21,540,51,3,592,14,3,0,0,22,3,0,3,20,0,0,20,19,3,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,46,3,0,3,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SOSR515,18,5,7,0,23,0,0,0,24,0,0,24,10,0,0,12,19,0,0,0,18,3,0,22,830,109,24,13,984,28,3,30,1008,61,0,1073,11,0,0,0,13,8,0,8,23,0,0,23,8,0,0,0,16,6,0,6,15,3,0,24,24,0,0,0,28,13,0,13,39,6,0,48,854,110,26,20,1007,41,3,42,1055,68,0,1116,128,23,8,7,161,15,3,11,180,57,0,239,0,0,0,0,3,0,0,0,3,0,0,4,981,137,39,23,1172,49,4,60,1230,126,0,1355,44,7,0,0,48,0,0,0,50,4,0,58,32,4,3,0,41,0,0,0,47,3,0,48,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,83,16,3,3,102,3,0,3,102,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR521,6,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,344,57,27,5,440,17,3,19,462,24,0,485,7,3,0,0,10,8,0,8,15,0,0,16,4,0,0,3,10,0,0,0,7,0,0,11,12,3,0,3,17,4,0,4,22,0,0,25,359,58,27,8,455,25,3,27,483,26,0,509,101,15,9,0,125,13,0,13,132,28,0,165,0,0,0,0,0,0,0,0,0,0,0,3,460,73,34,12,578,36,3,34,615,54,3,672,20,0,3,0,23,0,0,0,28,4,0,30,24,8,3,0,31,0,0,0,31,0,0,34,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,45,5,3,0,62,3,0,3,64,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR522,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,113,9,0,5,125,3,0,3,126,7,0,142,5,0,0,0,5,3,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,3,0,3,4,0,0,9,112,9,4,5,131,5,0,5,138,12,0,150,28,6,0,6,45,6,0,6,52,28,0,80,0,0,0,0,0,0,0,0,0,0,0,0,142,19,4,6,169,17,0,17,186,39,3,233,15,3,0,0,15,0,0,0,15,0,0,15,7,0,0,0,9,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR531,23,6,13,0,45,0,0,0,45,3,0,48,13,0,0,27,32,0,0,0,32,0,0,33,1838,282,69,48,2235,40,5,46,2282,99,0,2387,17,5,0,0,23,8,0,6,30,0,0,33,32,3,0,0,39,3,4,6,46,5,0,47,46,12,0,0,58,12,4,16,73,3,0,85,1883,299,73,46,2297,51,11,59,2360,106,0,2465,418,49,22,12,499,22,4,24,528,89,0,620,4,0,0,3,9,0,0,0,9,0,15,21,2306,343,93,60,2805,73,11,88,2890,195,14,3107,214,19,0,0,229,4,0,4,239,4,0,244,191,35,6,0,231,5,0,5,236,10,0,242,3,0,4,0,3,0,0,0,3,0,0,8,0,0,0,3,4,0,0,0,4,0,0,4,402,59,11,8,473,5,0,5,486,16,0,499,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,5,3,0,7
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,33,3,20,0,58,0,0,0,58,3,0,65,8,0,0,6,18,0,0,0,18,0,0,23,2118,342,49,20,2532,30,11,39,2570,147,0,2715,21,3,0,0,23,10,0,10,30,3,0,33,29,5,0,0,41,0,5,6,47,3,0,46,44,11,0,0,64,12,5,19,79,3,0,83,2168,356,49,17,2591,41,16,57,2648,157,0,2798,288,63,12,9,375,18,7,24,394,172,0,564,8,0,0,0,10,0,0,0,10,0,0,8,2460,424,63,29,2969,57,24,77,3045,326,4,3371,372,48,6,3,432,3,0,4,433,29,0,467,407,64,4,3,478,9,0,9,485,37,0,526,19,6,3,0,33,0,0,0,31,0,0,29,3,0,0,7,15,0,0,0,15,3,0,14,809,118,17,12,955,12,3,14,969,76,0,1045,5,0,0,0,5,3,0,3,10,0,0,11,13,5,0,0,14,0,0,0
