SOSR_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SOSR299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR301,72230,3003,24,24,3051,98,75379,4827,18628,886,97,19607,25,24453,93,2097,1269,32,3397,5,3489,45,105,6,59,168,3,223,4958,20824,2161,183,23173,29,28167,102,28,4,0,34,117,253,77292,23862,2190,209,26263,245,103794,73843,2455,30,26,2517,88,76441,4004,15342,784,88,16212,24,20243,78,1687,1323,16,3028,3,3107,46,82,9,52,140,3,182,4127,17111,2112,157,19377,27,23531,113,23,4,0,26,134,272,78077,19594,2144,191,21923,252,100247,41112,1150,14,7,1177,53,42339,1809,7470,471,41,7982,6,9798,45,893,885,8,1790,3,1836,23,43,7,32,83,0,105,1883,8407,1367,83,9851,12,11742,59,12,0,0,12,74,143,43052,9568,1381,95,11040,138,54227,25512,639,12,10,661,33,26202,1084,4384,325,22,4738,8,5830,29,555,612,5,1176,0,1204,13,19,4,15,38,0,54,1131,4965,944,45,5952,9,7089,22,5,0,0,6,35,64,26663,5607,959,54,6618,70,33357,33013,831,13,18
SOSR302,18692,682,7,3,689,30,19415,1252,2748,137,17,2896,12,4163,27,266,111,3,381,0,414,13,14,0,3,16,0,31,1293,3027,248,24,3301,12,4602,19,3,0,0,3,22,46,20001,3718,253,23,3995,66,24063,18861,595,4,5,605,37,19501,1138,2277,111,6,2400,9,3540,25,217,100,3,324,0,343,9,9,0,6,16,0,23,1171,2503,212,14,2735,9,3910,18,4,0,0,4,30,49,20046,3109,219,19,3347,79,23466,10563,312,4,3,319,15,10893,537,1154,70,0,1228,6,1775,20,101,63,0,161,0,178,3,10,0,3,13,0,19,564,1256,137,6,1404,6,1973,18,3,0,0,3,19,36,11142,1572,140,14,1724,37,12905,6606,178,3,0,178,14,6795,339,715,46,0,767,0,1106,6,70,41,0,107,0,116,0,0,0,0,3,0,4,342,789,85,0,874,0,1221,4,0,0,0,0,10,13,6957,963,89,4,1059,22,8034,8666,190,3,3
SOSR303,22749,494,11,5,516,39,23302,1160,2641,101,6,2750,0,3903,27,340,220,4,560,0,587,16,7,0,9,17,7,38,1203,2989,315,21,3328,4,4536,42,4,0,0,3,39,94,23998,3489,329,26,3846,83,27928,24019,476,5,13,492,36,24548,1017,2204,95,7,2308,7,3327,28,217,201,0,418,0,441,13,27,0,22,42,0,54,1054,2446,300,26,2770,7,3833,30,8,0,0,8,26,61,25102,2927,309,38,3272,64,28437,13739,260,9,3,266,16,14022,490,1167,49,3,1221,3,1718,7,121,142,0,262,0,268,9,3,0,12,16,0,24,507,1288,195,16,1494,3,2005,15,0,0,0,0,13,31,14269,1554,196,12,1767,29,16060,8703,135,6,8,145,11,8856,339,691,28,0,716,0,1061,5,60,96,0,153,0,159,5,3,0,4,9,0,7,349,746,122,5,879,0,1226,16,0,0,0,0,11,26,9067,885,127,12,1022,23,10112,11001,194,0,4
SOSR311,8147,162,0,0,162,14,8325,278,735,20,3,757,0,1035,9,57,47,0,105,0,114,6,8,0,0,8,0,12,289,798,69,3,871,0,1155,11,3,0,0,3,18,31,8453,961,69,3,1037,29,9513,8522,111,4,6,118,11,8646,239,646,24,0,673,0,911,3,57,34,0,90,0,97,4,4,0,0,3,0,10,252,703,55,3,767,0,1016,12,0,0,0,0,17,27,8783,812,62,8,877,28,9687,4804,62,0,0,63,4,4876,128,342,8,0,353,0,486,3,34,36,0,68,0,70,4,0,0,0,0,0,5,135,380,47,0,426,0,560,0,0,0,0,0,8,6,4938,443,50,0,490,14,5438,3115,40,0,0,42,8,3160,68,186,11,0,195,0,272,4,24,19,0,42,0,51,0,0,0,0,0,0,0,79,208,32,0,240,0,314,0,0,0,0,0,0,7,3194,249,32,3,280,9,3482,3962,55,0,0
SOSR312,2174,35,0,0,35,0,2211,74,253,3,0,257,0,330,3,22,0,0,18,0,21,0,3,0,0,3,0,3,76,274,3,0,278,0,354,0,0,0,0,0,8,14,2254,315,3,0,319,8,2575,2093,26,0,0,26,6,2125,67,240,0,0,242,0,306,3,16,0,0,15,0,21,0,3,0,0,3,0,3,64,256,4,0,262,0,327,5,0,0,0,0,4,6,2162,285,4,0,282,8,2460,1213,9,0,0,9,0,1224,30,97,3,0,103,0,134,0,9,0,0,7,0,8,0,5,0,0,5,0,5,32,111,3,0,118,0,152,3,0,0,0,0,4,8,1249,125,3,0,131,6,1385,807,13,0,0,13,10,825,19,52,4,0,54,0,71,0,3,0,0,5,0,5,0,3,0,0,3,0,3,19,53,3,0,56,0,84,0,0,0,0,0,4,4,833,67,3,0,71,13,911,949,7,0,0
SOSR313,6468,95,0,0,94,21,6580,211,405,9,0,416,3,628,3,15,3,0,16,0,19,0,0,0,5,8,0,8,216,421,17,5,442,3,660,22,0,0,0,0,14,39,6711,512,17,5,534,33,7277,6365,83,3,0,83,10,6459,146,396,8,0,405,0,549,6,17,13,0,27,0,29,4,0,0,10,10,0,13,155,414,19,7,442,0,593,22,0,0,0,0,4,32,6541,491,21,7,522,19,7078,3548,38,4,0,45,6,3600,73,199,6,0,210,0,283,3,5,0,0,3,0,5,4,0,0,4,4,0,5,77,205,6,3,220,0,293,12,0,0,0,0,6,22,3638,244,12,3,264,15,3912,2213,26,0,0,26,9,2238,45,125,7,0,132,0,177,0,7,3,0,10,0,10,0,0,0,0,0,0,0,45,130,13,0,138,0,183,6,0,0,0,0,0,7,2260,152,13,0,165,10,2430,2615,32,0,0
SOSR314,6633,107,3,0,108,23,6762,230,430,17,4,448,0,677,10,51,39,0,89,0,97,3,3,0,0,3,0,9,242,481,53,4,540,0,779,20,0,0,0,0,22,42,6894,587,54,9,650,39,7586,7107,103,3,0,108,23,7237,183,401,21,0,419,0,603,4,31,28,0,57,0,61,0,0,0,0,0,0,3,195,428,46,0,471,0,664,22,0,0,0,0,7,37,7329,530,47,0,578,32,7942,3919,51,0,0,53,19,3988,93,198,3,0,208,0,301,0,8,11,0,24,0,22,3,0,0,0,0,0,4,101,213,17,0,232,0,330,12,0,0,0,0,8,19,4029,263,17,0,281,26,4344,2394,29,4,0,34,3,2423,59,117,6,0,128,0,190,0,10,12,0,26,0,29,0,3,0,0,3,0,6,64,134,21,0,153,0,222,4,0,0,0,0,4,9,2464,163,20,0,183,7,2659,2843,42,0,3
SOSR315,10046,145,0,5,152,32,10223,273,596,15,0,618,4,886,9,18,12,0,34,0,44,10,3,0,9,10,0,23,284,625,33,8,659,4,948,25,0,0,0,0,19,40,10352,772,33,12,812,50,11216,10735,155,4,3,157,33,10928,258,655,26,0,676,0,936,9,24,21,0,44,0,49,3,13,0,0,12,0,18,268,686,43,0,734,0,1005,15,0,0,0,0,37,47,11022,841,49,3,891,68,11981,5888,77,0,0,78,26,5995,138,302,15,0,313,0,445,4,13,17,0,31,0,35,6,10,0,5,11,0,15,142,319,24,5,352,0,498,12,3,0,0,3,11,27,6047,398,27,9,432,36,6521,3565,57,0,0,59,15,3637,87,161,7,0,169,0,259,3,8,19,0,30,0,33,0,0,0,0,5,0,5,92,167,33,3,200,0,298,17,0,0,0,0,7,22,3669,219,35,5,262,19,3951,4053,38,0,0
SOSR321,3440,61,0,0,62,6,3511,108,298,4,0,308,0,413,5,9,11,0,18,0,18,0,0,0,5,5,0,11,113,306,13,8,329,0,441,3,0,0,0,0,13,12,3559,369,13,7,392,23,3971,3990,32,0,0,32,9,4036,102,337,9,3,348,0,448,0,8,9,0,20,0,22,3,0,0,3,3,0,8,103,347,22,6,379,0,482,10,0,0,0,0,5,17,4109,378,22,6,412,18,4538,2273,12,0,0,12,5,2283,49,167,9,0,177,0,223,0,9,6,0,9,0,13,0,0,0,0,0,0,3,49,173,7,3,187,0,236,0,0,0,0,0,5,6,2320,188,7,3,195,13,2531,1382,12,0,0,12,0,1398,23,80,4,0,83,0,110,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,79,3,0,89,0,116,4,0,0,0,0,3,8,1415,94,5,4,97,6,1520,1670,14,3,3
SOSR322,1180,11,0,3,13,11,1204,47,321,6,4,334,0,375,0,3,4,0,10,0,11,0,3,0,3,4,0,4,46,327,9,5,343,0,391,6,0,0,0,0,4,8,1233,340,9,4,363,10,1610,1484,17,0,0,17,13,1520,37,310,15,0,330,0,370,0,3,6,0,14,0,14,3,11,0,6,12,0,13,42,322,23,5,352,0,397,4,0,0,0,0,3,9,1532,342,23,5,375,18,1924,811,13,0,0,13,11,832,16,155,5,0,166,0,184,0,0,5,0,5,0,5,0,3,0,5,7,0,7,16,160,14,5,178,0,199,3,0,0,0,0,3,5,836,172,14,5,190,13,1034,486,12,0,0,12,0,496,12,49,0,0,53,0,66,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,52,3,0,55,0,71,4,0,0,0,0,3,6,500,61,3,0,65,5,571,555,13,0,0
SOSR331,15195,189,0,0,193,29,15412,422,423,16,0,440,0,863,9,21,12,0,30,0,42,3,0,0,0,4,0,7,441,441,33,3,475,0,917,37,3,0,0,3,30,71,15674,633,29,3,670,57,16400,19421,203,0,0,201,43,19665,403,481,12,0,497,0,905,12,28,15,0,42,0,55,4,6,0,0,6,0,12,417,509,29,0,546,0,967,46,3,0,0,3,37,85,19887,717,34,0,746,80,20712,12477,138,4,3,145,30,12652,208,277,9,0,288,3,495,3,22,16,0,35,0,37,3,10,0,0,10,0,8,216,302,29,0,329,3,543,35,0,0,0,0,31,75,12728,439,28,3,470,61,13266,7585,92,0,0,101,16,7701,141,179,3,0,179,0,322,3,17,3,0,21,0,25,0,3,0,0,4,0,5,145,201,12,0,207,0,354,22,0,0,0,3,14,36,7750,293,13,7,308,35,8095,9307,103,3,0
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,33746,1420,16,15,1453,46,35246,2120,12190,576,77,12839,0,14969,38,1587,904,17,2509,3,2543,28,60,9,35,106,0,139,2191,13840,1493,124,15456,6,17654,47,20,0,0,19,69,136,35977,15283,1509,141,16934,125,53029,33289,1179,33,8,1217,48,34557,1800,9738,452,50,10241,4,12043,32,1258,990,3,2250,3,2287,18,57,11,27,94,0,106,1850,11054,1446,83,12587,5,14442,53,23,0,0,23,73,149,35182,12259,1480,92,13830,124,49144,18610,611,11,3,629,26,19264,873,4786,267,27,5076,0,5956,11,628,684,0,1310,3,1332,14,23,6,19,51,0,68,904,5435,962,47,6441,7,7352,35,11,0,0,10,34,75,19549,6058,972,55,7083,56,26690,11969,351,14,6,371,11,12350,520,2798,147,15,2967,8,3487,9,433,452,9,892,0,903,0,16,0,14,35,0,31,525,3250,604,37,3889,6,4424,14,0,0,0,0,20,40,12507,3604,617,41,4263,41,16809,16508,496,12,3
SOSR412,2704,35,0,3,34,0,2740,70,163,6,0,164,0,239,0,20,17,0,39,0,44,0,0,0,0,0,0,0,70,180,25,0,205,0,278,3,0,0,0,0,9,13,2786,217,25,3,242,9,3037,2841,34,0,0,34,0,2879,64,149,7,0,149,0,215,0,14,39,0,47,0,49,0,3,0,0,4,0,4,68,163,41,0,207,0,267,5,0,0,0,0,3,12,2910,195,41,0,235,8,3153,1588,12,0,0,12,3,1602,42,85,9,0,92,0,133,0,10,22,0,28,0,31,0,0,0,0,0,0,0,42,96,27,0,123,0,165,0,0,0,0,0,3,0,1632,107,27,0,133,7,1769,1071,6,0,0,6,3,1081,21,61,3,0,63,0,88,0,4,10,0,12,0,12,0,0,0,0,0,0,0,21,66,15,0,77,0,103,0,0,0,0,0,0,0,1091,72,15,0,88,3,1185,1385,19,0,0
SOSR413,3627,66,0,0,67,6,3704,134,241,10,0,252,0,385,6,40,9,0,48,0,55,3,3,0,0,3,0,3,138,277,21,0,307,0,449,14,3,0,0,3,17,34,3786,347,27,0,380,21,4191,3869,65,0,0,65,6,3937,108,223,4,0,220,0,335,0,18,9,3,29,0,29,3,4,0,0,4,0,4,111,240,10,3,253,0,370,10,0,0,0,0,12,25,3990,308,10,3,317,19,4326,2172,33,0,0,33,0,2205,67,120,3,0,122,0,187,0,11,9,0,16,0,16,0,0,0,0,0,0,3,69,128,9,0,137,0,208,3,0,0,0,0,3,6,2246,162,9,0,167,3,2419,1321,24,0,0,24,0,1345,45,82,0,0,81,0,123,0,4,4,0,8,0,8,0,0,0,0,0,0,0,42,86,4,0,91,0,133,0,0,0,0,0,0,3,1367,107,4,0,109,3,1485,1841,26,0,0
SOSR414,802,6,0,0,6,0,812,16,32,0,0,32,0,51,0,10,9,0,22,0,22,0,0,0,0,0,0,0,19,48,9,0,55,0,69,4,0,0,0,0,4,5,825,56,9,0,65,7,890,878,5,0,0,5,0,889,22,43,0,0,47,0,65,0,9,19,0,29,0,29,0,0,0,0,0,0,0,22,56,19,0,69,0,93,3,0,0,0,0,4,10,900,63,16,0,80,4,986,480,3,0,0,5,0,479,6,22,0,0,22,0,27,0,3,3,0,11,0,11,0,0,0,0,0,0,0,6,25,3,0,32,0,39,3,0,0,0,0,0,4,487,30,8,0,35,3,521,283,0,0,0,0,0,286,3,14,0,0,14,0,17,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,15,3,0,17,0,20,0,0,0,0,0,0,0,290,10,3,0,12,0,306,373,0,0,0
SOSR415,4255,55,0,3,61,17,4326,83,209,9,3,223,0,310,0,21,7,0,24,0,28,0,0,0,0,0,0,0,85,231,12,3,252,0,332,9,0,0,0,0,9,14,4347,286,12,4,308,24,4680,4241,55,0,0,59,12,4315,79,174,6,0,185,0,259,3,12,6,0,18,0,23,0,0,0,0,0,0,0,81,191,13,0,201,0,284,13,0,0,0,0,4,20,4341,242,11,0,257,19,4616,2315,22,0,0,23,0,2336,45,96,3,0,101,0,143,0,12,15,0,22,0,22,0,3,0,0,3,0,3,45,108,21,0,127,0,175,6,0,0,0,0,3,9,2370,130,22,0,149,4,2518,1554,23,0,0,24,3,1581,29,55,5,3,60,0,87,0,4,10,0,14,0,14,0,0,0,0,0,0,3,29,59,15,3,72,0,99,3,0,0,0,0,0,7,1581,82,14,4,95,3,1684,2073,31,0,0
SOSR421,1302,12,0,0,15,5,1319,24,44,0,0,47,0,70,0,3,3,0,6,0,6,0,3,0,0,3,0,3,24,48,4,0,54,0,75,8,0,0,0,0,3,8,1333,65,4,0,68,3,1403,1297,7,0,0,8,3,1312,21,44,6,0,47,0,70,0,0,3,0,3,0,3,0,0,0,0,0,0,0,21,50,5,0,51,0,76,3,0,0,0,0,6,5,1326,57,5,0,64,5,1399,716,6,0,0,6,5,733,9,26,0,0,25,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,25,0,37,0,0,0,0,0,0,0,732,36,0,0,32,5,774,473,0,0,0,0,4,476,6,10,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,16,0,18,0,0,0,0,0,0,3,481,9,0,0,11,3,503,623,3,0,0
SOSR422,653,3,0,0,3,3,664,4,103,0,0,108,0,111,0,0,6,0,5,0,5,3,0,0,0,0,0,3,3,107,7,0,115,0,117,3,0,0,0,0,5,4,659,114,7,0,118,9,785,734,0,0,0,3,4,743,6,86,0,0,84,0,95,0,0,4,0,3,0,3,0,0,0,0,0,0,0,6,90,3,0,90,0,100,6,0,0,0,0,3,5,751,90,3,0,96,9,850,380,0,0,0,0,0,387,11,51,0,0,52,0,58,0,0,5,0,5,0,5,0,0,0,0,0,0,0,11,51,10,0,55,0,69,0,0,0,0,0,0,0,388,53,10,0,59,0,456,203,0,0,0,0,0,208,7,34,0,0,38,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,37,0,44,0,0,0,0,0,0,0,213,34,0,0,37,0,250,309,4,0,0
SOSR431,5268,61,0,3,57,15,5343,142,161,7,0,170,0,312,3,23,6,0,31,0,30,3,0,0,0,0,0,3,146,181,17,0,201,0,351,17,0,0,0,0,33,49,5431,238,17,5,263,47,5738,6483,57,0,7,68,20,6570,110,198,11,0,211,0,325,8,26,11,0,41,0,48,0,0,0,3,3,0,3,121,220,26,5,254,0,372,13,0,0,0,0,30,41,6619,283,30,13,317,50,6984,4147,37,3,3,43,7,4200,53,131,3,0,132,0,189,0,16,14,0,28,0,28,0,0,0,3,4,0,4,53,142,21,3,165,0,227,6,0,0,0,0,25,27,4211,180,23,3,209,29,4456,2717,24,0,0,27,11,2755,36,82,5,3,94,0,123,0,12,3,0,17,0,17,0,0,0,0,3,0,0,32,95,15,5,111,0,143,7,0,0,0,0,5,14,2755,124,15,3,136,17,2910,3470,35,0,0
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
