SOSR_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,310,18,0,325,438,56,16,3,511,100,13,106,621,41,0,664,11344,1547,265,173,13329,547,71,620,13951,753,21,14723,2271,418,89,51,2839,151,29,177,3017,673,3,3690,9,0,3,6,26,0,0,0,27,4,15,47,13626,1967,360,235,16192,702,100,801,16991,1427,44,18457,2414,296,39,11,2756,121,26,149,2907,233,0,3136,2279,460,55,20,2804,95,20,113,2919,231,0,3157,82,23,50,0,162,7,0,7,168,12,0,182,31,6,3,38,78,4,0,4,88,4,4,93,4805,785,141,73,5808,224,47,269,6075,485,7,6567,76,14,3,0,92,34,3,38,132,13,0,146,107,17,0,0,133,17,10,24,149,13,0,165,186,36,4,4,226,52,12,58,286,25,0,307,4988,818,149,77,6029,279,55,333,6359,508,9,6873,986,222,52,32,1289,67,20,86,1378,488,0,1860,4,0,0,8,13,0,0,0,13,3,3,22,5976,1040,199,117
SOSR511,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,109,25,6,3,142,8,0,8,145,9,0,152,25,0,0,0,32,0,0,0,32,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,136,28,6,4,171,8,0,8,178,9,0,186,20,0,0,0,19,0,0,0,19,0,0,23,20,3,0,0,23,0,0,0,21,0,0,25,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,38,3,0,0,48,0,0,0,49,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,48,0,0,0,48,0,0,53,13,0,0,0,13,0,0,0,13,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0
SOSR512,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,135,15,10,3,168,3,3,4,170,10,0,184,30,7,0,0,35,3,0,3,42,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,162,26,12,3,203,3,7,10,212,19,0,233,23,0,0,0,23,0,0,0,23,4,0,24,7,0,0,0,10,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,38,0,0,0,39,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,34,3,0,0,41,0,0,0,41,3,0,45,3,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0
SOSR513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,31,3,0,3,34,0,0,40,7,0,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,45,3,0,3,47,7,0,53,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
SOSR514,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,36,7,0,0,46,3,0,3,46,0,0,46,10,0,0,0,10,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,58,4,0,4,62,0,0,60,8,3,0,0,8,0,0,0,8,0,0,8,4,0,0,0,11,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,21,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,0,16,0,0,0,16,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0
SOSR515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16,3,3,102,3,0,3,107,4,0,111,14,0,3,0,20,0,0,0,20,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,98,17,6,3,124,3,0,3,125,15,0,134,7,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,15,0,0,0,15,0,0,15,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0
SOSR521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,3,0,62,3,0,3,64,3,0,64,9,4,0,0,11,0,0,0,11,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,57,10,5,0,71,3,0,3,73,8,0,80,3,0,0,0,3,0,0,0,4,0,0,4,9,3,0,0,10,0,0,0,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,17,0,0,0,22,3,0,22,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,13,3,3,0,18,0,0,0,19,3,0,24,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,0
SOSR522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,0,0,22,0,0,24,0,0,0,0,3,3,0,3,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,30,3,0,3,32,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SOSR531,9,0,0,10,10,0,0,0,6,3,0,7,12,0,0,15,413,59,11,4,484,11,0,11,494,16,0,516,70,8,4,0,80,0,0,0,88,16,0,97,0,0,0,0,0,0,0,0,0,0,4,3,487,63,13,4,571,10,0,15,585,35,4,621,69,16,4,0,83,0,0,0,83,9,0,94,69,9,0,0,83,5,0,5,86,4,0,86,0,0,7,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,137,25,13,0,170,5,0,5,171,9,0,187,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,3,0,0,4,141,24,13,3,178,5,0,3,183,12,0,195,28,6,3,0,33,3,0,3,40,10,0,46,0,0,0,0,0,0,0,0,0,0,0,0,164,28,9,3
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,20,3,0,22,21,5,0,0,24,0,0,5,27,4,0,34,827,119,17,12,974,13,3,17,991,77,0,1074,90,30,7,7,130,5,0,6,131,84,0,218,0,3,0,0,3,0,0,0,3,0,0,4,917,154,21,18,1109,16,3,21,1127,163,3,1294,138,21,6,0,169,4,3,8,173,20,0,190,141,28,0,0,165,0,0,3,166,22,0,182,8,0,4,0,9,0,0,0,9,3,0,10,4,0,0,3,4,0,0,0,4,0,0,4,284,49,8,3,350,4,7,10,358,43,0,395,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,5,0,4,3,0,0,0,5,0,0,0,5,5,0,13,287,52,8,3,349,3,7,11,365,40,0,407,49,13,3,0,62,5,0,4,71,53,0,120,0,0,0,0,0,0,0,0,0,0,0,0,341,66,13,3
SOSR611,4,0,0,7,3,3,0,0,9,3,0,3,11,0,0,9,293,49,11,4,346,9,3,14,359,25,0,382,46,9,3,0,64,3,0,3,67,42,0,106,0,0,0,0,0,0,0,0,0,0,0,0,342,61,7,4,413,9,3,11,427,67,3,492,47,10,3,0,57,0,0,0,61,3,0,62,36,6,4,0,51,0,0,0,47,4,0,53,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,4,4,0,0,0,4,0,0,4,86,18,4,4,111,3,0,5,111,4,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,22,4,4,110,3,0,5,112,4,0,124,16,6,0,0,20,0,0,0,20,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,96,27,4,4
SOSR612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,3,0,64,0,0,0,64,3,0,71,5,0,0,0,13,0,0,0,13,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58,14,3,0,78,0,0,0,78,11,0,90,9,0,0,0,7,0,0,0,7,0,0,12,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,11,0,0,0,11,0,0,14,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0
SOSR613,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,77,14,3,0,97,5,0,4,108,5,0,115,5,0,3,0,14,3,0,3,16,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,91,14,4,3,106,4,0,8,117,18,0,132,8,0,0,0,9,0,0,0,9,0,0,9,8,7,0,0,14,0,0,0,14,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,25,0,0,0,25,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,20,0,0,0,20,4,0,23,3,0,0,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,27,0,0,0,23,4,0,33,6,3,0,0,6,3,0,3,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,34,3,0,3,39,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
SOSR615,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,9,160,25,4,3,189,5,0,5,195,13,0,210,29,3,7,0,35,4,0,4,42,17,0,55,3,0,0,0,3,0,0,0,3,0,0,0,190,24,10,6,226,11,0,11,238,33,0,271,27,3,3,0,31,0,0,0,31,4,0,35,27,0,0,0,28,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,62,0,0,0,61,8,0,66,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,55,3,3,0,61,0,0,0,66,8,0,68,6,0,0,0,11,0,0,0,13,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,65,9,4,0
SOSR621,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,46,7,0,0,53,0,0,3,57,3,0,64,12,3,0,0,12,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,55,16,0,0,70,0,0,3,71,6,0,80,3,0,0,0,3,0,0,0,3,0,0,3,10,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,4,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,32,0,0,0,35,3,0,33,5,3,0,0,8,0,0,0,8,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,42,0,0,0,42,13,0,50,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
SOSR631,8,0,0,8,8,0,0,0,8,0,0,0,4,3,0,9,364,65,5,7,439,5,0,9,448,44,0,484,51,8,0,4,68,0,0,0,68,31,0,94,3,0,0,0,3,0,0,0,3,0,0,4,416,73,10,7,505,5,0,9,515,70,0,585,49,3,0,0,52,0,0,0,53,4,0,59,34,4,3,0,44,0,0,4,49,3,0,57,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,6,0,0,0,6,0,0,6,87,12,3,7,111,3,0,3,111,12,0,125,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,3,7,0,0,0,7,0,0,0,7,0,0,3,94,12,3,7,112,3,0,3,117,12,0,130,14,3,0,0,17,0,0,0,22,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,107,20,3,7
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,7,0,0,3,9,0,3,0,14,0,0,0,15,0,0,19,325,38,17,15,383,6,3,10,397,16,0,414,58,8,3,0,72,0,0,0,72,21,0,93,0,0,0,0,0,0,0,0,0,0,0,4,379,40,17,17,457,6,3,10,463,36,0,506,88,8,3,0,100,6,0,3,104,5,0,111,29,9,0,0,43,3,3,5,42,3,0,44,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,3,3,3,0,3,8,0,0,9,120,15,7,3,143,8,4,9,155,7,0,166,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,123,15,6,3,150,8,4,9,164,7,0,171,20,3,0,0,18,0,0,0,21,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,142,20,6,7
SOSR712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,38,0,0,0,38,3,0,39,6,0,0,0,6,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,49,0,0,0,49,4,0,49,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
