SOSR_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SOSR621,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,7,0,0,19,0,0,0,0,5,0,0,0,0,13,0,3,7,24,10,17,14,9,3,78,29,65,65,167,132,148,133,82,26,848,514,1155,888,2102,1298,1594,1284,624,210,9672,0,0,0,0,0,0,0,0,0,0,985,2093,1638,3357,2029,2375,1800,826,245,15356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,6,8,7,0,0,44,0,0,0,0,3,0,0,0,0,3,0,3,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,15,10,72,110,203,282,144,33,873,0,0,0,5,3,0,0,0,0,7,0,0,0,4,3,6,0,3,0,22,0,0,3,14,8,13,30,23,4,93
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,3,0,0,0,0,0,5,0,3,0,10,9,8,10,4,3,48,10,28,54,101,83,109,93,55,25,555,253,630,528,1148,882,1013,874,406,167,5901,0,0,0,0,0,0,0,0,0,0,490,1251,1022,1862,1348,1580,1262,537,187,9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,25,76,148,185,90,23,568,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,7,5,10,22,17,0,52
SOSR631,0,0,0,6,0,0,0,0,0,12,0,0,5,11,8,15,22,11,0,68,0,0,0,8,5,6,4,3,0,31,0,16,15,103,85,91,69,30,4,408,129,343,307,868,672,796,563,224,56,3961,2381,6106,4695,10266,8066,8438,5483,1856,456,47741,0,0,0,0,0,0,0,0,0,0,4589,11706,9064,16706,12774,13206,8278,2691,631,79644,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,11,7,46,32,39,34,12,3,180,0,0,0,8,0,0,0,0,0,23,3,13,8,36,12,19,6,6,0,109,0,0,0,0,3,3,4,3,0,17,0,0,0,0,0,5,9,0,0,13,0,64,93,332,866,1203,1347,517,95,4527,0,0,0,10,6,9,3,0,0,33,0,0,3,11,10,19,13,3,0,65,0,6,14,68,84,114,121,79,14,506
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,7,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,5,4,9,12,9,4,0,0,38,20,22,62,123,59,56,38,5,0,393,0,0,0,0,0,0,0,0,0,0,41,32,119,236,99,73,58,11,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,14,10,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
SOSR703,7,20,33,178,52,36,15,8,0,353,0,3,5,22,11,7,12,0,0,59,0,16,25,108,17,19,4,0,0,191,31,137,155,741,330,225,146,74,22,1868,399,623,717,2249,753,647,314,127,45,5875,4413,7184,6989,20671,7340,5533,2864,1098,323,56416,0,0,19,29,3,3,0,0,0,54,7537,11000,10272,23621,8894,6631,3130,947,270,72303,3,27,73,219,27,15,4,3,0,371,0,0,0,12,9,8,8,0,0,29,3,8,9,64,22,24,12,0,0,147,3,14,13,105,29,32,27,5,0,236,0,0,3,12,8,3,3,0,0,40,11,81,143,501,160,50,54,22,10,1039,0,0,3,3,3,6,8,6,0,29,3,12,3,15,7,4,5,0,0,41,37,191,255,1045,776,635,469,170,56,3627,3,12,28,110,38,26,7,0,3,224,3,16,29,124,33,13,20,7,0,248,5,12,35,201,76,76,105,61,9,570
SOSR712,0,0,7,21,11,3,0,0,0,46,0,0,0,0,0,3,0,0,0,12,0,13,7,57,11,3,0,0,0,91,0,15,24,106,46,21,8,6,0,227,77,152,148,512,213,186,97,27,21,1430,847,1592,1263,4078,1847,1468,645,255,106,12110,0,0,4,3,0,0,0,0,0,4,1481,2456,1884,4281,2158,1796,785,282,91,15205,0,0,0,17,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,16,0,0,3,21,5,17,3,3,0,55,0,0,0,3,3,0,0,0,0,8,0,3,4,32,13,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,5,33,21,136,152,142,92,39,6,623,3,11,12,50,22,5,3,0,0,99,0,0,3,17,3,10,7,3,0,44,0,0,4,35,22,23,22,9,10,115
SOSR714,0,0,0,7,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,6,0,0,3,3,4,0,0,0,0,9,0,0,0,10,3,3,0,0,0,19,27,70,75,212,95,58,35,16,8,592,237,405,406,1027,449,330,154,56,15,3081,0,0,0,0,0,0,0,0,0,0,427,664,594,1207,526,435,220,65,20,4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,18,29,25,16,10,0,107,0,3,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,5,3,0,3,0,0,19
SOSR715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,16,0,3,3,12,11,15,3,0,0,53,33,47,71,197,108,70,19,10,4,561,741,1506,1424,2933,1121,714,206,72,16,8741,0,0,0,0,0,0,0,0,0,0,1479,3061,2662,4975,1804,1045,345,92,13,15466,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,36,46,49,10,6,0,158,0,0,5,8,7,3,3,0,0,35,0,0,0,7,4,0,0,0,0,12,0,0,3,6,3,7,3,3,0,26
SOSR721,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,18,11,10,3,0,0,43,20,56,71,177,88,42,27,5,0,488,634,1223,1111,2375,927,538,209,59,19,7084,0,0,0,0,0,0,0,0,0,0,1195,2349,2088,3816,1427,876,313,85,25,12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,29,29,17,9,5,0,112,0,8,0,6,4,0,0,0,0,25,0,0,0,8,0,0,3,0,0,16,0,0,4,9,3,5,6,0,0,29
SOSR722,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,6,5,0,5,0,0,20,26,42,36,112,56,60,36,7,0,380,535,1045,1015,1797,782,606,280,91,19,6170,0,0,0,0,0,0,0,0,0,0,1044,2069,1905,3086,1289,913,417,150,31,10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,25,24,0,3,91,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,9,0,0,0,4,3,3,0,0,0,13
