SOSR_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
SOSR531,0,0,0,11,19,1519,40,25,0,0,8,5,3,3,57,1666,256,3,3,4,3,0,0,0,0,14,288,62,0,0,0,0,0,0,0,0,5,70,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,3,91,3,0,0,0,0,0,0,0,0,0,6,343,3,3,4,3,0,0,0,3,24,385,16051,2054,2446,552,568,376,286,232,78,836,23476,2065,609,1252,198,309,218,215,221,114,167,5368,225,36,63,18,33,23,33,54,39,66,591,21,12,7,0,0,0,0,0,0,9,61,2309,658,1320,227,342,238,250,275,159,238,6012,43,6,12,0,0,4,0,0,0,935,1004,18400,2725,3782,776,908,620,531,510,233,2003,30491
SOSR579,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,21,3,5,0,3,5,0,17,116,13,3,9,3,10,0,7,0,3,3,49,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,3,9,3,10,0,10,3,3,3,46,0,0,0,0,0,0,0,0,0,0,0,57,19,26,8,17,0,17,9,3,18,168
SOSR599,0,0,0,3,3,25,0,0,0,0,0,0,0,0,4,28,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,482,40,97,29,31,23,37,47,72,49,908,57,35,37,10,17,26,39,64,64,37,384,13,3,3,0,0,0,13,9,18,23,84,4,0,3,0,0,0,0,0,0,3,7,72,34,43,9,17,22,49,76,88,66,480,7,0,0,0,0,0,0,0,0,93,102,557,76,137,35,51,50,82,128,158,211,1484
SOSR603,0,0,0,9,13,2209,20,27,5,5,8,9,5,5,96,2392,606,6,6,0,0,0,0,0,0,68,684,239,0,0,0,0,0,0,0,0,21,261,62,4,3,0,0,5,0,0,0,14,81,3,0,0,0,0,0,0,0,0,0,8,299,3,0,0,0,6,0,0,0,29,350,0,0,0,0,0,0,0,0,0,4,7,908,4,11,3,4,6,0,0,0,105,1043,10415,1005,1063,243,216,209,215,204,141,453,14156,2883,1039,2089,418,566,674,753,862,553,293,10131,322,98,224,88,111,182,211,219,248,164,1872,30,6,13,3,0,8,9,12,7,15,106,3234,1150,2331,507,673,860,967,1094,810,471,12111,27,0,0,0,0,0,3,0,0,47,81,13674,2159,3393,749,895,1068,1189,1304,953,967,26346
SOSR611,0,0,0,3,7,725,6,9,4,3,4,3,0,7,28,791,239,0,0,0,0,0,0,0,0,18,262,71,0,0,0,0,0,0,0,0,4,81,14,0,3,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,93,0,3,3,0,0,0,0,0,8,105,0,0,0,0,0,0,0,0,0,0,0,334,0,4,4,0,0,0,0,0,24,371,3784,337,409,76,68,59,83,86,52,151,5092,712,304,740,187,205,298,300,271,224,99,3347,71,26,140,67,56,162,157,96,140,69,980,5,0,4,3,0,0,3,3,7,6,33,793,331,880,264,255,461,459,368,361,174,4356,16,0,3,5,0,0,0,0,0,11,38,4589,673,1291,341,324,522,539,452,412,339,9480
SOSR612,0,0,0,0,0,251,0,0,0,0,0,0,0,0,12,263,83,0,0,0,0,0,0,0,0,6,87,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,3,106,1185,74,84,14,9,3,10,7,0,37,1432,155,41,93,25,22,21,19,27,11,12,416,18,3,5,3,3,0,8,15,8,13,83,8,0,3,0,0,0,0,0,0,0,9,177,43,102,29,26,20,30,42,17,31,509,9,0,0,0,0,0,0,0,0,0,9,1368,116,191,39,32,24,35,47,17,72,1947
SOSR613,0,0,0,3,5,338,3,0,0,0,0,0,0,0,27,374,83,0,0,0,0,0,0,0,0,11,94,18,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,0,0,0,0,23,121,1510,85,89,29,27,21,12,24,7,87,1888,224,53,116,22,47,30,19,20,15,20,570,17,3,4,0,0,0,7,3,3,8,44,0,0,0,0,0,0,0,0,0,4,6,240,56,120,22,52,28,23,27,18,26,613,10,0,0,0,0,0,0,0,0,9,15,1760,142,213,51,77,52,37,46,27,123,2523
SOSR614,0,0,0,0,6,180,3,0,0,0,0,0,0,0,5,185,27,0,0,0,0,0,0,0,0,4,30,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,4,34,637,27,36,8,6,9,4,0,7,15,742,65,10,21,0,7,4,0,0,3,0,110,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,70,9,17,4,10,4,0,3,3,0,115,6,0,0,0,0,0,0,0,0,3,6,708,38,53,10,13,12,4,4,11,17,865
SOSR615,0,0,0,0,6,815,11,4,4,0,0,3,3,0,39,871,210,5,3,0,0,0,0,3,0,15,234,31,0,0,0,0,0,0,0,0,6,40,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,8,49,4,0,0,0,0,0,0,0,0,3,8,246,5,3,0,0,0,0,3,0,29,292,3815,234,286,45,48,40,32,40,13,176,4733,439,79,159,22,43,22,35,55,18,26,895,18,3,7,3,3,0,0,20,9,20,91,5,0,0,0,0,0,0,0,0,4,7,460,84,171,21,44,24,34,78,25,45,992,19,0,0,0,0,0,0,0,0,8,26,4288,316,453,66,92,71,71,116,42,235,5744
SOSR621,0,0,0,0,3,250,4,0,0,0,0,0,0,0,9,259,40,0,0,0,0,0,0,0,0,9,48,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,6,68,1381,95,84,20,14,12,18,11,10,67,1721,164,42,56,19,11,15,14,8,5,20,348,9,0,0,0,0,0,0,0,9,3,20,7,0,0,0,0,0,0,0,0,0,9,177,48,56,22,14,14,14,9,13,23,375,3,0,0,0,0,0,0,0,0,4,11,1563,141,140,44,29,26,28,23,19,90,2109
SOSR622,0,0,0,0,3,171,0,0,0,0,0,0,0,0,3,170,40,0,0,0,0,0,0,0,0,3,44,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,44,914,74,45,14,7,9,6,4,8,19,1105,92,16,15,3,3,5,5,7,4,0,141,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,93,16,15,3,3,9,7,7,8,0,144,4,4,0,0,0,0,0,0,0,0,4,1006,94,61,12,11,16,11,12,16,20,1261
SOSR631,0,0,0,0,3,951,19,9,0,3,0,0,0,3,44,1026,144,5,3,0,0,0,0,0,0,7,156,15,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,164,5,4,0,0,0,0,0,0,7,181,7226,610,588,78,71,85,72,76,42,332,9182,796,166,215,31,45,45,55,48,22,46,1461,40,4,3,4,4,4,9,15,21,15,120,4,3,3,0,0,0,0,0,0,0,15,841,174,224,32,47,49,65,65,46,58,1594,15,0,0,0,0,0,0,0,0,5,22,8082,779,811,116,120,132,132,136,86,405,10798
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,0,0,0,6,18
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,7,3,4,0,5,3,3,0,87,9,0,6,0,0,3,0,6,8,3,42,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,3,3,3,9,8,5,50,0,0,0,0,0,0,0,0,0,7,4,60,6,13,3,7,4,11,13,14,14,139
SOSR703,0,0,0,3,4,882,12,10,3,8,4,3,0,4,45,970,100,3,0,0,0,0,0,0,0,11,117,42,0,0,0,0,0,0,0,0,6,53,45,3,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,3,3,91,3,0,0,0,0,0,0,0,6,103,0,0,0,0,0,0,0,0,0,6,6,187,6,3,0,0,0,3,0,0,18,219,6418,994,1831,509,630,500,439,479,265,460,12529,4031,1319,4802,950,1143,1274,1252,1406,801,495,17467,779,106,369,74,102,161,177,236,219,191,2419,51,9,38,6,9,14,7,15,7,14,168,4863,1433,5213,1029,1250,1452,1434,1652,1032,696,20048,11,4,3,0,3,3,0,0,3,95,129,11293,2434,7047,1540,1880,1954,1875,2129,1299,1251,32703
SOSR712,0,0,0,0,0,110,3,0,0,0,0,3,0,4,4,128,20,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,37,1292,252,344,107,178,135,212,211,136,88,2951,354,289,854,134,180,168,165,178,84,70,2484,34,7,21,11,5,17,22,44,26,23,218,3,0,8,0,0,4,5,0,0,4,32,396,304,890,151,185,186,189,222,116,100,2733,3,3,0,0,0,0,0,0,0,3,13,1688,555,1233,255,364,320,401,432,252,191,5691
SOSR714,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,228,36,55,12,12,16,25,9,0,15,404,83,28,119,47,42,21,30,30,20,15,446,4,0,7,0,0,3,0,3,6,4,31,0,0,3,3,0,0,0,0,0,0,7,93,28,132,45,42,27,28,40,25,19,485,0,0,0,0,0,0,0,0,0,0,0,319,55,191,59,51,39,53,46,31,39,888
SOSR715,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,47,76,23,25,17,15,34,17,30,609,103,49,123,34,26,24,20,26,14,40,463,6,0,4,0,0,0,7,0,5,4,29,3,0,3,0,0,4,0,0,0,0,13,117,49,131,34,26,28,26,27,24,45,498,0,0,0,0,0,0,0,0,0,3,3,447,99,203,56,45,41,45,62,40,72,1112
SOSR721,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,43,88,16,25,21,20,14,6,32,511,78,35,100,24,27,26,18,33,38,27,396,0,0,4,3,0,3,4,9,3,7,34,0,0,0,0,0,0,0,0,0,0,3,82,34,103,24,30,26,24,42,37,32,432,0,0,0,0,0,0,0,0,0,0,0,323,84,191,42,57,47,37,57,49,70,948
SOSR722,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,197,24,29,8,8,4,8,7,9,17,303,21,21,25,4,6,10,5,9,0,15,112,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,21,23,4,6,10,9,12,3,12,121,0,0,0,0,0,0,0,0,0,0,0,215,43,53,15,8,14,11,20,11,32,424
SOSR731,0,0,0,0,0,110,0,3,0,0,0,0,0,0,7,125,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,17,1430,162,189,43,39,37,42,39,23,120,2115,339,68,128,19,26,27,29,54,21,66,780,91,15,23,10,5,25,6,9,7,45,236,0,0,0,0,0,0,6,0,0,0,10,433,83,146,23,30,53,40,66,37,112,1030,4,0,0,0,0,0,0,0,0,18,23,1866,244,335,64,75,93,82,102,59,248,3169
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,22,11,27,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,11,53
SOSR799,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,22,17,7,6,8,16,25,16,13,267,26,0,13,8,6,4,13,25,14,11,126,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,26,0,13,8,6,3,13,32,16,14,134,0,0,0,0,0,0,0,0,0,0,3,163,26,29,15,7,15,26,57,33,31,402
SOSR802,0,0,0,18,25,5214,71,87,15,17,14,16,12,3,166,5609,1011,8,5,0,0,0,0,0,0,69,1096,571,7,0,0,0,0,3,0,0,35,620,321,10,9,0,0,0,0,3,0,18,361,8,0,0,0,0,0,0,0,0,3,13,902,14,13,0,0,0,3,5,0,61,996,6,0,0,0,0,0,0,0,0,27,28,1920,25,17,0,0,0,3,3,0,151,2123,27230,3125,3232,991,970,800,881,900,501,1000,39638,18900,7607,11668,2340,2584,2839,3531,3947,2442,1209,57063,2383,564,1081,239,327,420,640,755,686,507,7600,151,38,66,8,11,17,23,17,17,22,371,21435,8220,12814,2583,2913,3278,4191,4716,3150,1737,65038,47,5,12,0,0,3,8,3,3,149,237,48706,11349,16060,3579,3888,4084,5076,5626,3651,2893,104916
SOSR822,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,31,3,3,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,0,0,0,0,0,0,40
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,7,0,0,0,0,3,0,0,54,8,0,3,0,0,0,5,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,46,12,13,0,3,0,4,3,4,3,86
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,12,0,0,3,4,7,0,0,51,8,3,10,4,0,0,9,3,11,3,55,0,0,0,0,0,0,0,5,4,0,16,3,0,0,0,0,0,0,0,0,0,3,12,7,12,4,0,3,9,7,12,3,71,0,0,0,0,0,0,0,0,0,6,6,42,7,18,5,4,3,7,14,12,6,130
SOSR915,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,75,8,16,4,3,0,3,3,0,3,115,162,29,40,10,11,10,9,3,12,10,298,157,4,14,0,0,4,3,4,0,12,200,3,0,0,0,0,0,0,0,0,0,3,322,37,49,15,9,16,11,8,13,21,498,0,0,0,0,0,0,0,0,0,0,0,391,43,66,15,10,15,15,11,14,28,615
SOSR921,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,74,11,14,0,0,0,5,3,6,11,133,25,8,21,0,0,3,7,8,8,21,111,0,0,3,0,0,0,4,4,0,5,10,0,0,0,0,0,0,0,0,0,0,0,25,8,28,0,0,3,11,11,7,29,122,0,0,0,0,0,0,0,0,0,3,3,102,26,40,0,3,7,12,15,11,39,262
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,3,0,0,0,0,0,0,32,13,6,3,3,0,0,0,0,0,0,26,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,22,7,10,3,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,38,12,9,4,0,0,0,0,0,3,73
SOSR931,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,19,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,101,16,11,0,3,4,3,3,3,6,159,61,5,7,0,0,0,6,8,0,20,115,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,4,60,8,7,0,0,0,6,6,3,24,122,0,0,0,0,0,0,0,0,0,228,229,167,26,23,0,5,4,9,11,3,263,507
