SOSR_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOSR531,..,109,126,77,159,176,113,26,11,798,..,112,200,220,513,865,851,533,204,3506,183,283,188,150,233,314,196,63,16,1632,12172,6006,5948,8349,10749,9946,6237,2167,549,62131,..,284,4582,10107,14143,14063,9803,3077,447,56500,..,885,2668,2551,2863,1913,718,140,20,11760,..,134,498,793,1078,541,256,186,121,3615,24995,..,..,..,..,..,..,..,..,24995,..,5061,..,..,..,..,..,..,..,5061,..,4466,1639,634,357,155,20,3,0,7269,..,595,308,162,209,330,340,272,136,2348,..,352,263,157,151,133,73,26,5,1159,..,241,344,227,349,391,252,76,22,1900,..,360,743,878,1770,2476,2173,1029,346,9779,404,588,529,420,537,641,437,127,32,3721,25396,12967,11560,15925,21461,20637,14075,4952,1122,128100
SOSR579,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SOSR599,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,74,125,164,88,86,134,70,14,3,755,74,125,164,88,86,134,70,14,3,755,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,160,270,433,273,261,272,169,29,7,1876,160,270,433,273,261,272,169,29,7,1876
SOSR603,..,1215,988,235,263,274,129,68,22,3210,..,437,991,890,1367,2434,2658,2274,1309,12363,301,476,319,182,188,265,240,135,49,2158,14509,10206,11222,10827,11130,10935,8331,4852,1994,84000,..,354,6635,10548,11207,11549,9084,4413,995,54789,..,1974,5208,3253,2713,1671,689,153,20,15676,..,426,1458,2270,2530,1231,540,351,229,9031,29298,..,..,..,..,..,..,..,..,29298,..,7845,..,..,..,..,..,..,..,7845,..,4355,2227,834,560,327,48,4,0,8353,..,889,470,195,247,453,351,277,142,3021,..,699,546,158,134,72,39,11,3,1666,..,2491,2360,611,536,565,289,134,38,7026,..,845,2143,2109,2935,4228,3986,3074,1750,21076,600,900,755,441,388,468,405,219,62,4240,29901,20763,21798,20423,21260,20567,15430,8632,3239,162026
SOSR611,..,503,269,72,91,123,73,36,7,1176,..,319,420,384,626,1057,1148,1041,547,5545,112,224,128,68,93,120,118,68,31,971,6219,4665,4388,4408,4775,4381,3458,2136,858,35284,..,251,2854,4324,4868,4725,3770,1785,430,23004,..,1013,1975,1217,948,477,222,51,8,5920,..,211,633,954,1046,448,205,173,95,3759,12379,..,..,..,..,..,..,..,..,12379,..,3202,..,..,..,..,..,..,..,3202,..,2010,804,361,250,127,21,0,0,3578,..,456,188,56,110,156,152,95,51,1268,..,271,131,54,43,36,9,3,5,544,..,1159,715,204,196,226,161,58,12,2726,..,602,970,933,1375,1788,1723,1410,736,9542,228,445,321,165,203,196,194,112,43,1899,12608,9623,8584,8265,9038,8172,6456,3686,1384,67815
SOSR612,..,76,62,20,40,39,20,7,4,266,..,65,108,89,213,353,411,381,195,1820,54,66,45,17,28,45,52,21,17,351,2008,1315,1253,1302,1513,1421,1307,770,299,11184,..,63,730,1121,1421,1532,1444,692,158,7157,..,301,573,378,312,180,79,26,0,1848,..,102,259,385,332,119,56,60,24,1329,3887,..,..,..,..,..,..,..,..,3887,..,910,..,..,..,..,..,..,..,910,..,673,241,85,76,51,5,0,0,1130,..,72,36,28,47,42,56,19,25,325,..,58,43,17,16,11,3,0,0,155,..,155,155,54,81,78,40,11,7,580,..,128,272,251,475,592,604,505,260,3092,93,114,103,47,61,78,86,43,15,646,3976,2570,2411,2375,2810,2673,2374,1364,494,21043
SOSR613,..,86,52,20,42,46,18,10,7,280,..,106,131,133,294,473,545,526,255,2477,59,86,53,26,47,66,65,30,11,452,2617,1781,1658,1703,2085,2034,1733,1082,382,15067,..,76,1035,1555,2015,2254,1962,1002,188,10094,..,469,805,493,446,234,88,29,7,2571,..,91,320,477,479,154,80,72,57,1729,5197,..,..,..,..,..,..,..,..,5197,..,1281,..,..,..,..,..,..,..,1281,..,966,276,151,108,71,14,0,0,1587,..,118,34,16,47,56,66,27,18,386,..,79,42,28,12,8,3,7,0,182,..,175,129,38,87,80,49,22,11,589,..,229,343,360,610,847,811,738,326,4263,119,174,134,63,100,112,107,54,18,893,5316,3668,3129,3193,3911,3813,3179,1949,621,28791
SOSR614,..,25,4,9,15,17,3,10,0,79,..,25,43,39,104,184,204,211,92,894,19,34,12,8,20,11,27,13,6,151,906,550,588,540,733,742,657,435,136,5289,..,32,336,440,646,808,753,402,69,3488,..,113,326,193,172,121,65,12,0,1003,..,39,141,144,151,50,38,31,16,615,1814,..,..,..,..,..,..,..,..,1814,..,370,..,..,..,..,..,..,..,370,..,337,115,68,55,16,3,0,0,595,..,56,15,17,14,22,23,16,0,167,..,25,15,4,7,7,0,0,0,65,..,35,19,19,39,39,20,12,0,184,..,41,101,119,208,311,293,286,121,1472,46,60,40,26,32,27,48,23,10,312,1862,1107,1117,1028,1325,1403,1246,784,218,10082
SOSR615,..,91,65,40,79,107,66,27,3,481,..,90,209,190,494,840,1043,892,376,4136,105,138,90,44,77,143,148,58,26,833,5094,2931,3100,3234,3836,4059,3559,1958,643,28418,..,183,2214,3209,3905,4614,4149,1928,352,20555,..,761,1549,1033,918,628,300,77,11,5278,..,144,535,752,749,304,169,125,81,2862,10256,..,..,..,..,..,..,..,..,10256,..,2077,..,..,..,..,..,..,..,2077,..,1713,544,263,208,105,17,0,0,2859,..,216,85,31,78,117,103,81,45,752,..,133,69,36,46,40,19,5,3,355,..,224,166,94,169,206,146,58,12,1072,..,200,482,548,1083,1558,1686,1251,539,7350,215,252,214,127,162,223,244,113,37,1582,10468,5905,5857,6105,7327,7785,6830,3645,1082,54998
SOSR621,..,40,25,9,21,47,34,15,3,196,..,35,49,49,117,252,270,222,102,1092,33,46,32,23,28,53,49,18,6,287,1571,813,891,1065,1186,1432,1132,542,152,8791,..,37,628,1122,1327,1634,1464,590,85,6891,..,193,499,365,323,270,108,25,4,1788,..,37,122,192,175,92,33,42,20,714,3099,..,..,..,..,..,..,..,..,3099,..,616,..,..,..,..,..,..,..,616,..,474,158,81,54,28,4,0,0,800,..,37,24,13,22,41,32,15,8,189,..,34,27,14,15,10,3,0,0,106,..,83,62,36,47,94,72,31,6,427,..,67,142,152,333,517,471,349,158,2189,65,81,69,50,55,99,103,35,4,559,3165,1667,1742,2019,2344,2784,2297,1080,281,17366
SOSR622,..,10,9,14,9,29,12,4,0,81,..,17,29,32,84,162,191,142,52,700,27,36,13,13,25,35,35,8,0,191,838,475,467,603,806,899,765,336,91,5261,..,15,297,563,846,1092,947,373,52,4193,..,108,238,229,210,175,91,20,0,1077,..,15,79,117,121,54,47,22,17,468,1709,..,..,..,..,..,..,..,..,1709,..,394,..,..,..,..,..,..,..,394,..,303,113,49,42,25,3,0,0,536,..,42,12,5,6,16,20,17,13,138,..,28,16,10,8,3,0,0,0,70,..,25,20,19,25,48,33,8,4,184,..,33,74,109,225,370,367,212,82,1471,44,64,33,28,48,77,69,14,3,383,1758,1031,890,1140,1526,1860,1573,673,164,10611
SOSR631,..,71,101,66,121,172,102,29,4,667,..,86,146,181,491,863,806,480,180,3233,142,201,123,80,141,255,171,73,10,1203,7953,4275,3928,5493,7411,7513,4814,1686,425,43505,..,196,3005,6303,9173,10208,7227,2223,308,38643,..,682,1870,2010,2194,1491,582,99,21,8954,..,104,390,678,800,470,202,186,94,2926,16211,..,..,..,..,..,..,..,..,16211,..,3920,..,..,..,..,..,..,..,3920,..,2967,1126,451,311,149,22,0,0,5026,..,224,118,51,105,206,163,153,79,1108,..,238,121,80,71,68,31,18,3,627,..,156,216,158,290,339,237,60,13,1464,..,210,471,671,1459,2183,1831,935,301,8065,281,470,310,232,334,473,364,127,19,2603,16487,9172,7615,10638,14739,15581,10660,3813,847,89552
SOSR679,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SOSR699,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,29,41,31,37,29,22,17,0,0,201,29,41,31,37,29,22,17,0,0,201,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,59,92,88,74,66,38,28,3,0,445,59,92,88,74,66,38,28,3,0,445
SOSR703,..,458,957,262,245,190,82,23,3,2223,..,153,496,527,558,825,633,367,96,3653,194,235,275,126,159,155,96,25,3,1269,10515,5962,10114,7927,6483,4767,2510,951,218,49437,..,506,7302,9088,7086,5216,2760,837,103,32901,..,1687,4975,2400,1857,981,308,52,3,12262,..,195,651,1072,1104,572,284,133,50,4066,21061,..,..,..,..,..,..,..,..,21061,..,3797,..,..,..,..,..,..,..,3797,..,2740,1260,434,226,65,15,0,0,4742,..,779,593,242,260,336,251,161,66,2702,..,593,1023,304,224,137,60,8,4,2346,..,1064,2236,759,627,448,215,54,15,5408,..,394,1305,1236,1430,1705,1202,581,153,8009,389,523,593,320,336,288,165,50,10,2663,21449,12289,19938,15861,13154,9748,5263,1867,395,99954
SOSR712,..,82,222,66,62,53,20,4,0,502,..,56,127,124,198,248,159,87,39,1031,44,52,66,54,46,39,13,10,0,325,2187,1065,1827,1558,1553,1193,491,204,63,10143,..,79,1169,1512,1525,1189,479,140,22,6117,..,262,773,490,403,249,57,13,0,2246,..,49,173,257,233,115,41,21,11,905,4380,..,..,..,..,..,..,..,..,4380,..,663,..,..,..,..,..,..,..,663,..,557,207,77,30,18,0,0,0,896,..,150,113,69,77,92,53,31,15,598,..,95,112,45,35,16,7,0,0,313,..,172,403,137,125,92,33,6,3,981,..,115,300,269,439,469,299,141,49,2073,85,113,131,85,87,78,34,8,0,632,4465,2257,3381,2953,2958,2318,1005,370,99,19806
SOSR714,..,31,30,5,11,11,7,0,0,90,..,14,39,15,33,59,37,20,3,212,16,26,15,10,15,14,0,0,0,97,546,317,436,337,310,256,108,37,3,2358,..,22,288,315,291,239,111,27,3,1301,..,95,224,130,115,66,18,0,0,642,..,31,39,75,53,25,9,3,3,236,1122,..,..,..,..,..,..,..,..,1122,..,147,..,..,..,..,..,..,..,147,..,126,43,9,7,0,0,0,0,187,..,56,34,20,18,16,17,7,0,167,..,30,18,13,8,6,3,0,0,76,..,48,69,11,15,20,14,0,0,178,..,29,83,45,77,113,85,44,3,482,37,44,31,15,23,20,9,0,0,179,1159,629,834,628,615,512,258,78,10,4719
SOSR715,..,12,29,17,13,18,0,0,0,80,..,14,53,44,73,76,34,8,0,296,59,40,46,31,38,30,9,0,0,247,2164,1321,1458,1134,954,625,171,53,4,7884,..,369,1081,1065,908,568,149,24,0,4174,..,168,452,367,210,87,19,7,0,1310,..,88,212,216,196,122,59,17,4,907,4495,..,..,..,..,..,..,..,..,4495,..,460,..,..,..,..,..,..,..,460,..,804,380,116,47,3,0,0,0,1344,..,592,389,255,259,161,64,32,3,1763,..,45,30,27,32,21,4,4,0,160,..,22,65,30,28,31,3,0,0,185,..,31,110,100,170,163,77,21,0,674,121,88,93,66,65,44,16,0,0,499,4615,2673,2807,2242,1912,1216,398,100,5,15969
SOSR721,..,43,50,10,12,9,0,0,0,124,..,22,65,46,66,65,24,3,0,299,36,31,33,14,25,17,3,0,0,152,1662,1003,1214,914,770,475,180,52,19,6281,..,372,965,895,692,428,167,23,4,3550,..,94,333,259,160,84,19,3,3,957,..,63,173,169,162,101,48,15,0,727,3331,..,..,..,..,..,..,..,..,3331,..,276,..,..,..,..,..,..,..,276,..,582,273,77,41,11,0,0,0,978,..,429,276,171,159,111,68,40,12,1266,..,38,21,20,12,12,3,0,0,118,..,81,98,25,26,18,3,0,0,252,..,73,161,120,156,147,49,11,0,725,68,62,56,38,51,30,3,0,0,316,3397,2074,2358,1783,1455,943,360,96,25,12485
SOSR722,..,4,12,9,10,12,5,3,0,56,..,3,28,30,37,67,41,14,3,227,38,48,29,23,28,16,8,0,0,209,1462,910,884,705,702,517,237,79,19,5507,..,335,705,569,576,422,157,37,7,2809,..,99,250,245,186,85,43,9,0,915,..,80,161,154,135,77,47,25,0,677,2938,..,..,..,..,..,..,..,..,2938,..,227,..,..,..,..,..,..,..,227,..,541,195,63,37,10,0,0,0,849,..,383,205,147,163,141,92,46,9,1181,..,31,12,19,16,11,10,0,0,91,..,17,25,20,30,23,19,8,0,140,..,15,60,79,126,154,98,29,7,567,86,79,71,52,50,32,11,7,3,384,3023,1803,1683,1345,1316,957,465,155,35,10779
SOSR731,..,34,43,24,38,45,27,8,3,221,..,23,57,46,109,158,110,31,6,533,60,85,64,40,46,40,28,10,0,375,3057,1555,1804,1933,2023,1456,752,207,38,12832,..,239,1320,2082,2242,1666,930,198,17,8697,..,320,885,725,767,417,131,19,3,3263,..,46,180,250,270,150,91,47,14,1046,6149,..,..,..,..,..,..,..,..,6149,..,858,..,..,..,..,..,..,..,858,..,1033,387,173,72,29,0,0,0,1696,..,373,233,157,186,171,138,74,22,1346,..,156,115,62,68,62,25,5,0,505,..,100,147,77,125,107,58,16,3,642,..,56,169,196,377,470,332,87,12,1703,139,178,118,94,88,104,54,16,0,793,6287,3359,3554,3818,4181,3175,1766,463,74,26685
SOSR779,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,35,21,29,27,29,47,19,3,0,209,35,21,29,27,29,47,19,3,0,209,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,66,40,58,50,57,77,40,4,0,397,66,40,58,50,57,77,40,4,0,397
SOSR802,..,3173,2829,441,372,438,185,92,16,7542,..,839,2845,2262,2498,3600,3826,2647,1403,19918,439,859,814,369,363,426,391,214,81,3957,34389,23186,30861,27551,24238,19612,13856,6780,2529,183006,..,983,23496,34137,29143,23494,16704,6914,1505,136370,..,3927,12191,6600,4844,2611,959,189,37,31367,..,347,1623,3579,4470,2280,901,570,338,14110,70115,..,..,..,..,..,..,..,..,70115,..,18407,..,..,..,..,..,..,..,18407,..,9556,5156,1602,898,411,73,3,0,17705,..,2043,1505,490,541,842,736,485,330,6965,..,1830,1678,526,253,156,45,15,7,4519,..,6276,6555,1278,922,850,373,173,41,16463,..,1680,6007,4964,5341,6232,5643,3588,1909,35356,931,1595,1687,882,741,761,647,320,117,7670,71044,46634,59907,54061,47148,37628,26090,12256,4278,359056
SOSR822,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,3,3,0,13,0,3,0,0,0,0,0,0,0,3,27,17,6,19,25,21,12,6,0,134,..,0,0,20,25,25,30,15,0,122,..,0,3,3,5,0,0,0,0,15,..,0,0,0,3,0,0,0,0,7,56,..,..,..,..,..,..,..,..,56,..,13,..,..,..,..,..,..,..,13,..,10,0,9,0,0,0,0,0,11,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,5,3,8,0,22,0,3,3,0,0,0,0,0,0,7,56,28,13,30,45,33,29,22,4,261
SOSR831,..,0,0,0,0,0,3,0,0,7,..,0,0,3,3,3,3,3,0,17,3,0,0,0,0,0,0,0,0,6,67,39,43,57,46,32,14,8,0,304,..,0,45,89,67,38,16,3,0,258,..,4,15,15,19,7,3,0,0,66,..,0,3,4,5,3,0,0,0,16,156,..,..,..,..,..,..,..,..,156,..,39,..,..,..,..,..,..,..,39,..,26,3,0,3,0,0,0,0,31,..,3,3,0,0,3,3,0,0,12,..,0,4,0,0,0,0,0,0,9,..,0,3,0,0,0,7,0,0,11,..,0,4,4,7,13,3,7,0,32,6,5,5,0,0,3,0,0,0,16,157,76,85,113,98,68,33,13,0,646
SOSR879,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,32,24,23,13,19,3,0,0,114,13,32,24,23,13,19,3,0,0,114,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,26,57,61,56,35,30,8,0,0,276,26,57,61,56,35,30,8,0,0,276
SOSR915,..,3,4,0,0,0,0,0,0,5,..,3,5,7,0,10,4,0,0,29,4,0,7,3,9,10,0,0,0,24,134,46,64,86,82,71,27,9,3,521,..,5,65,112,110,99,50,8,0,453,..,8,12,19,19,7,5,0,0,60,..,0,3,3,14,5,7,3,0,38,253,..,..,..,..,..,..,..,..,253,..,39,..,..,..,..,..,..,..,39,..,34,24,3,6,0,0,0,0,63,..,7,10,0,0,0,3,0,0,21,..,0,0,0,0,0,0,0,0,3,..,3,12,3,4,0,0,0,0,17,..,7,16,15,13,23,17,0,0,96,9,4,7,7,10,18,3,0,0,60,261,108,132,161,173,160,86,21,3,1099
SOSR921,..,0,0,0,3,0,0,0,0,6,..,0,3,4,0,20,20,13,4,62,0,0,0,3,0,3,0,4,0,10,48,20,35,47,55,66,50,19,7,354,..,0,17,41,46,54,60,15,7,236,..,6,21,24,19,19,5,0,0,101,..,0,0,11,8,6,3,0,0,33,112,..,..,..,..,..,..,..,..,112,..,21,..,..,..,..,..,..,..,21,..,14,0,3,0,0,0,0,0,17,..,0,0,0,3,0,4,0,0,10,..,4,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,4,0,8,..,5,4,11,21,31,28,22,7,125,0,0,3,3,0,4,5,6,0,17,112,45,50,95,108,113,101,44,15,685
SOSR922,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,0,0,0,6,3,0,3,0,5,0,0,3,0,16,73,31,43,49,46,46,22,12,0,326,..,10,58,69,54,69,45,11,0,315,..,0,0,12,8,7,0,0,0,23,..,0,3,7,0,0,0,0,0,17,145,..,..,..,..,..,..,..,..,145,..,17,..,..,..,..,..,..,..,17,..,31,4,3,3,0,0,0,0,41,..,6,0,0,0,5,3,11,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,3,8,6,0,0,0,19,0,6,3,0,9,3,3,3,0,28,150,61,73,96,87,87,56,23,0,631
SOSR931,..,0,0,0,0,3,0,0,0,4,..,0,7,11,7,17,18,11,9,75,0,3,0,0,0,4,3,0,0,14,108,35,46,73,90,87,79,39,10,562,..,3,26,72,73,88,82,36,9,394,..,6,11,27,35,25,5,0,0,115,..,0,3,15,15,13,3,3,3,61,217,..,..,..,..,..,..,..,..,217,..,39,..,..,..,..,..,..,..,39,..,22,16,10,10,0,0,0,0,63,..,3,3,4,14,4,6,0,0,39,..,0,0,0,0,3,0,0,0,12,..,0,0,0,0,4,0,3,0,6,..,3,7,9,20,38,27,18,11,132,0,3,0,0,0,7,3,3,0,24,220,79,72,138,169,178,134,72,25,1087
SOSR979,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,15,0,0,0,3,0,3,3,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,3,0,8,4,8,4,0,0,25,3,3,0,8,4,8,4,0,0,25
