SOSR_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SOSR379,3,3,3,9,8,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,52,223,564,324,310,212,59,3,0,1743,10,85,93,3,3,20,3,0,0,216,0,0,4,3,10,3,0,0,0,19,3,3,16,5,6,3,0,0,0,37,0,0,0,0,3,0,0,0,0,3,0,3,4,0,6,3,0,0,0,23,0,3,7,0,0,3,0,0,0,12,5,20,23,9,16,20,0,0,0,89,21,56,85,15,20,27,3,0,0,230,0,3,3,3,10,10,0,0,0,28,3,0,6,0,3,0,0,0,0,9,0,0,0,7,0,3,0,0,0,17,0,0,4,0,3,6,0,0,0,16,0,6,23,8,7,14,0,0,0,63,0,19,28,7,17,15,0,0,0,85,3,6,16,10,13,9,3,0,0,56,0,3,30,23,12,14,3,0,0,88,0,14,55,28,39,38,8,0,0,171,0,7,15,7,3,4,0,0,0,33,3,10,15,9,5,12,0,0,0,50
SOSR401,11172,25294,62695,59604,57787,41766,10550,1234,155,270266,43,100,236,306,332,190,87,16,0,1308,3,33,256,205,178,73,19,0,0,766,530,704,1983,2279,2627,1661,308,19,6,10116,5,88,560,487,401,186,23,3,0,1760,102,407,1128,1148,1237,819,219,23,4,5094,92,299,953,1060,1183,702,155,12,0,4456,4897,5937,6168,4552,5455,3508,725,60,5,31293,5080,4466,3935,2213,1966,1158,249,17,4,19088,59,323,956,1001,1150,692,133,13,0,4317,170,336,916,653,500,336,97,8,0,3010,66,541,2526,2565,2416,1334,192,14,5,9668,81,339,886,757,831,620,203,30,3,3746,180,1170,4086,3880,3151,1979,515,46,0,15008,146,725,2299,2202,2589,1827,426,29,5,10232,77,758,4297,5187,4986,3360,408,12,0,19082,521,1891,6464,7240,8043,6342,1186,83,6,31769,618,4662,14769,13613,15538,12419,2088,86,14,63817,420,606,829,712,655,445,133,19,0,3820,352,1119,2406,1984,2130,1432,363,27,0,9814
SOSR412,851,1509,3365,3290,3805,2802,543,77,11,16248,8,34,39,44,41,31,11,8,0,214,0,9,44,36,26,7,0,0,0,114,46,55,118,151,177,102,9,0,0,654,0,3,12,8,26,6,0,0,0,58,9,15,64,81,74,37,6,0,0,285,4,13,28,59,62,45,3,0,0,214,366,308,420,434,498,333,42,0,0,2409,420,254,224,164,217,131,21,0,0,1431,3,18,49,47,95,66,13,3,0,298,14,17,34,29,22,10,3,0,0,126,3,26,102,85,90,43,4,0,0,351,10,33,55,51,61,40,6,0,0,253,5,46,119,114,106,69,16,0,0,473,9,44,102,115,173,124,19,0,0,595,8,40,198,242,285,142,14,0,0,933,29,122,446,494,552,366,55,3,0,2073,62,280,698,719,997,811,102,6,0,3669,16,25,32,38,26,11,13,0,0,167,26,62,138,106,121,86,21,0,0,550
SOSR413,1230,1986,4165,4362,4853,3830,1108,142,22,21695,10,30,74,65,62,66,19,5,0,331,0,0,15,20,14,13,0,0,0,67,85,82,168,179,203,113,27,0,0,855,0,7,15,21,22,11,0,0,0,75,13,30,68,86,102,84,22,3,0,404,10,40,95,74,89,48,8,3,0,374,472,419,510,511,605,393,92,6,0,3013,517,340,309,239,284,152,24,0,0,1860,4,15,37,59,75,60,24,0,0,272,19,22,35,41,31,31,4,0,0,190,12,31,110,138,148,76,13,0,0,523,6,23,62,71,89,41,9,0,0,296,20,72,188,239,235,142,49,4,0,957,10,46,120,173,230,155,51,8,0,798,13,65,269,404,430,244,30,0,3,1457,24,149,474,658,730,638,123,8,0,2805,53,330,877,1013,1329,1232,179,0,0,5022,12,28,41,54,44,34,11,3,0,223,29,70,158,157,147,107,36,0,0,702
SOSR414,246,394,984,975,1039,942,294,46,8,4929,3,11,27,17,29,25,18,8,0,140,0,0,3,3,3,0,0,0,0,8,28,30,97,79,90,56,10,0,0,387,0,0,0,4,6,4,0,0,0,14,0,3,11,15,10,19,3,5,0,70,0,3,13,13,7,7,4,0,0,56,93,54,94,111,135,123,23,0,0,633,96,56,71,87,75,52,7,0,0,448,4,3,9,16,19,12,7,0,0,80,0,6,6,8,7,0,3,0,0,20,0,3,28,16,13,17,3,0,0,92,4,9,12,14,25,12,3,0,0,78,5,16,41,31,43,35,9,0,0,181,4,18,38,43,53,38,7,0,0,202,0,6,33,47,48,46,6,0,0,188,4,19,102,105,109,113,12,3,0,478,14,66,166,189,292,258,67,0,0,1059,7,8,8,9,5,9,7,0,0,51,7,19,33,30,41,24,8,0,0,164
SOSR415,1251,2034,4493,4723,5290,4495,1235,219,43,23775,13,49,96,96,142,145,100,24,3,662,3,23,77,42,61,21,3,3,0,242,93,116,247,330,318,218,34,4,3,1367,0,5,12,17,21,11,3,0,0,77,6,24,78,101,128,68,29,0,0,444,17,23,60,79,99,43,8,0,0,329,440,373,466,487,652,446,80,11,3,2959,487,292,326,316,356,282,74,4,0,2136,6,26,57,79,107,79,29,3,0,377,4,21,45,35,36,34,4,0,0,170,7,32,126,140,127,61,10,0,0,512,8,21,55,72,83,55,12,6,0,306,3,35,160,181,186,111,32,3,0,724,11,49,177,177,292,193,42,0,0,956,12,45,207,309,317,173,31,0,0,1095,25,143,593,708,697,548,93,3,4,2818,91,351,811,962,1423,1217,198,9,3,5053,18,37,43,48,40,19,5,0,0,206,42,85,154,179,149,117,21,8,0,744
SOSR421,345,556,1309,1379,1744,1573,456,78,9,7455,8,27,57,46,75,64,47,17,0,340,0,0,4,3,18,3,0,0,0,29,26,23,57,55,103,60,10,0,0,335,0,0,6,4,6,3,0,0,0,21,3,8,30,25,31,26,9,0,0,128,8,11,26,37,33,24,3,0,0,148,131,92,128,170,194,158,24,3,0,902,127,91,90,97,125,79,20,0,0,629,0,9,22,22,44,47,6,0,0,153,0,4,4,7,10,12,0,0,0,38,3,15,29,44,40,16,3,0,0,155,0,10,10,18,17,10,6,0,0,73,5,9,47,65,45,37,18,3,0,225,4,23,52,52,75,56,9,0,0,272,9,16,73,91,84,58,10,0,0,343,6,40,161,215,231,197,41,0,0,896,22,73,222,275,456,423,58,3,0,1537,7,11,9,19,8,10,5,0,0,66,4,17,53,51,45,30,4,0,0,210
SOSR422,189,323,706,758,993,951,296,54,7,4285,4,21,23,32,39,46,22,11,0,201,0,0,6,4,8,7,0,0,0,27,6,6,33,39,56,33,6,0,0,179,3,0,0,3,3,3,0,0,0,12,0,4,11,20,33,26,8,0,0,98,3,7,8,9,15,13,0,0,0,56,55,37,72,77,97,94,14,0,0,450,65,38,44,72,98,56,15,0,0,391,0,5,7,16,33,22,5,0,0,92,3,3,4,0,0,3,0,0,0,20,0,3,18,16,23,15,0,0,0,71,0,3,4,4,12,3,3,0,0,34,3,4,22,34,23,29,4,0,0,123,3,5,31,30,52,32,9,0,0,173,0,10,22,34,45,38,4,0,0,145,8,35,121,106,142,117,19,0,0,557,16,43,127,137,235,217,30,4,0,802,3,7,3,8,15,14,6,0,0,56,3,14,29,30,26,18,4,0,0,129
SOSR431,1792,2602,4938,6814,9679,8756,3096,608,113,38398,101,161,493,844,1176,1218,752,195,28,4967,0,4,32,33,30,22,4,0,0,122,121,123,187,355,463,339,80,11,3,1681,0,7,15,29,33,33,3,0,0,122,18,27,106,170,242,154,37,3,0,758,12,33,91,108,146,91,27,0,0,511,516,336,425,524,850,502,110,3,4,3270,561,266,279,289,390,321,63,8,3,2176,9,39,58,121,236,182,46,3,0,701,6,23,34,29,37,25,10,0,0,166,11,42,109,170,141,85,17,0,0,576,18,19,45,91,93,74,26,3,0,370,23,92,232,324,366,260,62,5,0,1361,29,38,133,199,321,230,50,6,0,1001,9,48,218,430,495,282,46,3,0,1531,43,177,484,893,1137,977,183,7,5,3902,99,325,712,1080,1836,1690,220,9,3,5974,30,46,48,61,102,59,13,3,0,365,49,92,116,202,249,141,38,4,0,890
SOSR479,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,13,52,160,87,76,62,14,0,0,465,3,15,17,3,3,0,0,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,11,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,3,0,6,4,0,0,0,23,5,4,8,5,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,15,0,0,3,3,5,7,0,0,0,17,0,0,5,7,6,4,0,0,0,19,0,0,12,6,16,13,0,0,0,51,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3
SOSR501,20813,43547,116825,106040,97042,66169,17985,2087,215,470715,51,172,464,424,489,330,155,34,0,2123,34,503,3396,2604,1805,700,78,4,3,9132,799,1018,2917,3039,3055,1858,325,35,3,13051,5,139,879,785,661,334,41,3,4,2852,204,953,3722,3290,2816,1595,326,22,0,12926,164,650,1895,1736,1871,1125,226,20,0,7685,7759,9200,9975,7894,8857,5716,1200,87,4,50689,8270,6460,7262,3757,3133,1833,324,33,3,31076,189,857,2374,2142,2266,1491,287,23,0,9630,297,500,1006,752,623,400,120,17,0,3717,106,898,3894,3318,2971,1599,263,29,4,13075,185,832,2153,1803,1916,1324,432,55,3,8706,324,2250,8507,6992,5636,3012,813,70,9,27618,265,1325,4007,3586,3358,2244,531,38,3,15354,191,1324,6290,6578,6909,4627,747,30,11,26702,1032,3174,10490,13620,15952,10910,1971,129,12,57291,1266,7218,21169,19008,20003,15689,3184,160,18,87715,783,1175,1821,1479,1250,797,227,23,3,7562,865,2052,4763,3415,3329,1952,446,47,8,16869
SOSR511,973,1397,3488,3703,3701,2650,605,61,6,16584,3,8,21,18,23,17,9,4,0,105,0,10,68,52,51,19,3,0,0,211,35,55,153,136,118,80,17,0,0,591,0,5,30,11,24,16,0,0,0,90,3,38,127,107,128,67,13,0,0,490,10,11,30,47,40,24,3,3,0,161,423,271,486,445,516,314,43,3,0,2503,358,177,224,181,169,90,10,0,0,1203,8,23,43,52,63,58,13,0,0,257,8,16,32,21,19,15,3,0,0,119,8,22,98,96,80,24,3,0,0,329,10,41,47,69,67,34,7,0,0,275,7,42,114,137,126,73,22,0,0,530,11,32,94,109,130,98,20,0,0,497,19,62,172,221,253,135,22,0,0,867,20,65,323,554,669,446,62,7,0,2143,62,227,602,737,836,688,110,6,0,3259,25,25,45,37,42,24,6,0,0,193,52,77,168,131,139,82,22,0,0,677
SOSR512,1620,2344,5621,5763,5982,4483,1179,151,22,27166,12,20,47,48,69,67,31,15,0,301,8,61,284,227,151,60,8,0,0,803,44,42,115,128,114,87,16,0,0,551,0,0,10,21,24,10,3,0,0,81,12,52,116,177,164,78,14,0,0,618,14,35,70,65,72,37,10,3,0,304,721,384,590,615,767,479,82,0,0,3651,495,319,482,448,422,260,56,7,0,2492,16,37,86,111,170,119,33,3,0,580,41,34,45,29,29,16,5,0,0,202,19,44,155,88,131,50,9,0,0,487,24,78,107,91,103,76,19,3,0,495,24,64,214,207,249,149,32,5,0,948,23,77,184,241,256,165,26,4,0,977,20,75,273,356,361,243,34,3,0,1365,36,133,527,950,1055,662,109,5,3,3473,115,308,944,1095,1253,1084,179,5,0,4985,33,30,69,72,62,51,18,3,0,337,87,131,195,213,219,136,38,3,0,1019
SOSR513,605,1026,3914,3548,2963,1947,396,55,18,14473,6,10,20,17,21,14,12,3,0,108,6,52,276,172,84,20,4,0,0,608,17,17,53,35,25,13,3,0,0,159,0,12,29,25,24,11,0,0,0,100,3,26,104,92,60,43,11,0,0,326,9,19,45,26,24,3,4,0,0,130,233,145,287,239,264,164,27,7,0,1350,132,144,321,191,160,108,14,3,0,1075,4,43,164,124,117,57,9,0,0,520,9,8,28,20,21,8,0,0,0,92,0,15,48,34,37,16,3,0,0,166,15,52,91,77,75,39,3,0,0,345,3,23,117,102,83,47,14,0,0,396,11,48,167,132,128,64,14,0,0,552,11,44,237,236,181,122,12,0,0,858,18,92,450,537,389,228,27,3,0,1742,50,138,559,501,473,327,57,6,0,2115,12,8,39,47,27,21,3,0,0,168,19,56,145,111,82,51,3,3,0,464
SOSR514,365,590,1749,1961,1659,1147,299,25,3,7792,4,20,39,20,22,14,9,0,0,124,0,11,46,35,23,7,0,0,0,119,18,20,99,80,54,30,5,0,0,306,0,0,13,10,11,5,0,0,0,41,3,11,69,65,52,26,9,0,0,239,7,11,26,15,20,12,0,0,0,90,125,107,187,202,199,158,22,0,0,997,153,82,231,136,127,81,12,0,0,824,0,3,18,28,41,29,3,0,0,122,0,3,6,14,4,3,0,0,0,33,4,12,51,39,25,17,4,0,0,151,4,18,26,37,40,25,9,0,0,166,9,29,76,99,66,49,10,0,0,327,4,11,70,75,67,36,16,0,0,291,5,14,79,76,92,54,10,0,0,334,5,37,163,297,259,160,37,3,0,956,25,92,262,299,289,282,42,0,0,1283,8,9,22,27,24,12,4,0,0,106,10,36,71,82,61,30,10,3,0,299
SOSR515,891,1525,4146,4209,4329,3339,930,144,18,19521,24,50,117,82,75,71,39,12,0,463,3,54,215,221,173,78,3,0,0,751,50,43,128,96,106,67,9,0,0,504,0,6,14,17,13,11,0,0,0,70,3,24,92,95,98,76,19,0,0,416,14,37,50,54,60,31,11,3,0,264,324,181,368,439,471,344,61,8,0,2194,226,178,292,282,298,205,45,3,0,1530,8,38,99,85,126,100,31,0,0,495,5,10,10,12,20,13,3,0,0,70,11,44,84,60,54,38,3,0,0,294,6,30,54,71,65,54,23,3,0,304,20,35,119,116,99,79,25,3,0,490,20,56,131,178,193,130,35,6,0,750,22,80,278,314,302,180,31,3,0,1210,25,131,484,664,665,428,77,5,0,2483,65,196,524,635,746,703,130,10,0,3008,16,20,54,45,47,37,10,0,0,224,41,92,142,126,101,68,13,0,0,578
SOSR521,411,656,1708,1924,2287,1883,564,90,8,9530,10,24,86,53,72,44,33,11,0,339,5,12,70,84,88,32,7,0,0,291,21,16,46,50,74,46,6,0,0,266,0,0,6,8,12,0,0,0,0,28,13,17,40,50,39,33,4,0,0,197,5,19,31,23,31,21,3,0,0,137,103,63,140,171,248,155,24,0,0,916,98,78,141,117,144,105,31,0,0,711,3,14,33,65,79,58,16,0,0,261,0,7,7,5,14,7,3,0,0,40,3,15,41,36,31,28,0,0,0,150,3,9,28,23,23,23,3,0,0,106,3,19,47,56,62,43,16,0,0,238,6,14,38,53,85,69,18,3,0,294,16,27,114,155,165,144,26,0,0,651,15,75,213,288,360,248,43,0,0,1241,18,79,231,240,368,357,79,3,0,1379,8,14,23,21,25,13,0,0,0,108,19,32,53,54,55,41,4,0,0,260
SOSR522,135,257,837,756,921,851,297,45,6,4109,9,20,26,23,28,26,13,6,0,149,4,5,25,23,33,12,4,0,0,104,3,6,9,11,26,12,3,0,0,68,0,0,3,3,0,3,0,0,0,15,3,6,15,9,28,16,0,0,0,69,3,4,10,10,15,10,3,0,0,48,22,29,62,55,79,69,11,3,0,328,36,33,67,45,61,59,12,0,0,321,0,3,11,18,35,36,13,0,0,118,0,0,4,3,5,4,0,0,0,15,3,0,14,11,9,4,0,0,0,44,0,0,5,8,5,7,0,0,0,29,3,4,23,22,25,20,4,0,0,105,0,6,23,32,38,21,5,4,0,137,9,14,62,64,76,51,12,0,0,292,15,49,143,144,144,130,25,0,0,654,13,40,98,85,140,148,31,0,0,564,0,8,5,9,13,11,3,0,0,53,4,15,30,20,27,24,6,0,0,137
SOSR531,1822,2980,8359,9590,12023,9319,3365,714,101,48266,88,181,564,896,1180,1216,783,177,22,5104,13,81,431,265,329,128,7,0,0,1259,78,51,174,223,276,218,50,6,0,1084,0,10,32,31,48,25,0,0,0,151,21,57,242,282,334,229,38,4,0,1205,19,39,97,91,147,74,17,0,0,489,496,310,341,518,782,525,101,11,0,3076,403,249,369,313,456,329,82,13,0,2212,20,48,103,185,249,229,61,3,3,902,11,13,29,28,33,25,10,0,0,149,12,32,92,120,134,73,3,0,0,480,12,43,60,102,141,104,34,0,0,498,38,76,272,405,363,274,66,8,0,1503,25,58,160,204,350,274,54,5,3,1132,34,109,265,415,556,388,58,3,0,1836,66,163,522,1052,1447,1032,161,8,0,4454,101,288,561,815,1295,1195,211,13,0,4482,48,53,76,98,119,113,18,0,0,524,72,100,183,234,289,170,37,3,0,1081
SOSR579,0,11,91,97,73,33,4,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,6,101,376,230,211,157,34,0,0,1128,0,15,25,5,3,4,0,0,0,49,0,3,9,14,5,3,0,0,0,39,0,3,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,6,0,0,0,17,0,0,5,0,0,0,0,0,0,4,5,12,16,10,12,10,0,0,0,62,4,26,52,14,17,24,0,0,0,136,0,0,13,9,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,7,7,4,0,0,0,38,0,10,15,6,9,10,0,0,0,53,0,0,8,0,0,9,0,0,0,17,0,4,5,10,9,10,3,0,0,41,0,9,21,9,14,15,0,0,0,67,0,0,9,0,3,0,0,0,0,20,0,0,8,3,0,3,0,0,0,15
SOSR603,1845,3581,8590,8224,8494,6480,1626,207,31,39080,3,13,60,56,71,49,8,0,0,265,0,0,0,4,7,0,0,0,0,14,97,102,160,181,196,159,33,4,0,929,0,18,115,141,103,45,3,0,0,426,10,36,97,142,129,102,27,0,0,537,22,32,73,66,107,70,6,4,0,382,718,858,938,752,794,523,128,8,0,4725,823,773,792,429,382,242,58,3,0,3502,21,51,116,147,161,111,24,0,0,630,46,83,190,126,125,74,14,3,0,665,17,76,344,328,240,154,18,0,0,1176,8,61,105,105,114,92,33,7,0,515,36,106,505,511,467,308,84,8,0,2025,29,100,261,270,270,251,51,11,0,1243,36,148,935,1304,1296,780,93,3,0,4597,52,246,987,1330,1500,1191,186,14,0,5502,114,698,1904,1887,2275,1943,311,16,6,9158,71,101,184,190,158,114,23,10,0,859,52,139,334,333,297,184,68,10,0,1418
SOSR611,883,1719,3417,3227,3543,2637,648,93,6,16182,4,10,29,40,25,13,7,3,0,125,0,0,0,4,0,3,0,0,0,9,47,46,80,95,107,78,6,0,0,466,0,4,34,30,21,17,0,0,0,105,0,8,41,57,55,40,10,0,0,212,11,16,34,61,62,46,9,0,0,240,350,393,391,345,423,283,55,0,0,2247,414,343,305,202,187,129,25,0,0,1606,7,22,29,41,61,59,14,0,0,240,4,20,39,40,35,34,0,0,0,170,10,49,159,145,116,76,10,3,0,568,10,35,53,55,46,26,12,0,0,242,19,71,167,172,131,81,18,0,0,668,4,32,84,117,143,81,23,0,0,497,8,43,184,265,258,167,19,0,0,944,12,94,371,608,665,472,73,8,0,2303,64,342,822,765,1075,907,129,7,0,4110,30,39,55,58,54,30,9,0,0,278,32,79,143,114,140,79,19,3,0,614
SOSR612,252,392,923,877,992,791,196,26,5,4454,3,22,32,34,32,17,3,0,0,132,0,0,3,4,3,0,0,0,0,7,15,17,23,59,59,48,4,0,0,225,0,0,4,9,4,0,0,0,0,16,0,13,13,10,19,14,4,0,0,75,0,3,16,12,13,10,4,0,0,53,113,89,109,104,146,58,10,0,0,631,129,64,98,52,57,26,3,0,0,430,3,6,22,26,43,32,0,0,0,139,7,3,7,9,8,6,0,0,0,40,0,7,23,12,24,15,0,0,0,81,3,7,15,14,22,9,3,0,0,75,3,10,51,35,26,28,6,0,0,165,4,8,31,37,46,24,6,0,0,163,0,10,37,67,63,39,3,0,0,225,0,14,90,128,157,106,26,4,0,528,20,69,178,180,282,232,36,0,0,992,12,8,4,3,5,9,5,0,0,48,12,29,48,43,38,23,12,0,0,205
