SOSR_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SOSR412,17,3,1400,34,79,3,0,80,0,116,0,8,20,0,28,0,28,0,0,0,0,0,0,0,34,84,28,0,111,0,146,0,0,0,0,0,0,0,1413,106,27,0,129,3,1552,351,3,0,0,4,0,361,5,24,3,0,27,0,32,0,3,6,0,11,0,11,0,0,0,0,0,0,0,5,29,10,0,38,0,41,0,0,0,0,0,0,4,360,34,11,0,45,0,402,94,3,0,0,3,0,99,3,8,0,0,8,0,5,0,5,0,0,3,0,3,0,0,0,0,0,0,0,3,9,0,0,11,0,14,0,0,0,0,0,0,0,101,9,0,0,14,0,109,10040,111,0,3,115,12,10163,234,564,35,0,594,0,825,3,61,117,0,177,0,182,0,3,0,0,4,0,4,239,630,147,0,774,0,1013,19,0,0,0,0,12,27,10291,743,147,4,891,24,11209
SOSR413,26,0,1872,39,97,0,0,97,0,137,0,13,8,0,23,0,23,0,0,0,0,0,0,0,41,106,8,0,118,0,158,7,0,0,0,0,3,7,1885,131,8,0,144,3,2035,474,9,0,0,9,0,484,5,44,0,0,44,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,42,0,52,5,3,0,0,3,0,5,483,51,0,0,57,0,541,207,9,0,0,9,0,214,9,10,0,0,9,0,22,0,3,3,0,5,0,5,0,0,0,0,0,0,0,9,12,3,0,20,0,29,0,0,0,0,0,0,0,214,17,3,0,25,0,238,13513,223,0,0,229,18,13757,412,801,22,0,825,0,1233,5,89,47,3,138,0,142,6,3,0,0,3,0,15,425,896,67,4,963,0,1390,43,6,0,0,7,36,85,13982,1124,68,6,1200,50,15232
SOSR414,0,0,377,6,8,0,0,9,0,16,0,0,3,0,5,0,5,0,0,0,0,0,0,0,6,11,3,0,14,0,23,0,0,0,0,0,0,0,381,12,3,0,14,0,397,84,0,0,0,0,0,83,0,0,0,0,0,0,4,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,7,3,0,6,0,7,0,0,0,0,0,0,0,82,3,3,0,8,0,91,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,16,2916,17,3,0,25,4,2939,57,122,0,0,129,0,183,0,32,37,0,66,0,66,4,0,0,0,0,0,4,62,150,39,0,193,0,251,11,0,0,0,0,9,19,2985,174,44,0,215,10,3214
SOSR415,30,11,2113,23,58,0,0,59,0,79,0,7,9,0,20,0,20,0,3,0,0,4,0,6,25,65,12,0,76,0,105,12,0,0,0,0,6,18,2111,93,12,0,110,17,2227,444,0,0,0,0,0,445,9,18,0,0,18,0,19,0,3,7,0,7,0,7,0,0,0,0,3,0,3,9,22,11,0,28,0,31,3,0,0,0,0,0,6,448,20,11,0,27,0,478,126,3,0,0,3,0,133,0,4,0,0,4,0,4,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,10,3,0,12,0,10,0,0,0,0,0,0,0,130,10,3,0,14,0,147,15007,188,3,3,199,45,15248,263,608,20,10,641,0,907,6,62,53,0,115,0,118,3,9,0,0,10,0,14,273,681,78,10,769,0,1042,46,0,0,0,0,29,70,15321,869,86,11,967,71,16357
SOSR421,3,3,630,8,18,0,0,18,0,26,0,0,3,0,4,0,4,0,0,0,0,0,0,0,9,19,3,0,24,0,30,5,0,0,0,0,0,5,636,20,3,0,27,3,664,143,0,0,0,0,0,143,0,9,0,0,9,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,12,0,13,0,0,0,0,0,0,0,147,6,0,0,12,0,160,58,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,58,4626,36,0,0,39,16,4686,70,152,3,0,154,0,223,0,5,14,0,19,0,19,5,4,0,0,4,0,5,77,160,13,0,173,0,247,14,0,0,0,0,4,22,4713,199,13,6,213,28,4954
SOSR422,4,3,315,5,15,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,0,21,0,20,3,0,0,0,0,0,3,314,18,3,0,23,3,337,68,0,0,0,0,0,68,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,70,3,0,0,3,0,73,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,2364,14,0,3,11,9,2387,35,294,8,0,303,0,338,0,4,15,0,23,0,23,3,0,0,0,0,0,4,35,304,22,0,321,0,356,10,0,0,0,0,9,16,2410,312,22,5,339,14,2761
SOSR431,33,16,3524,56,109,4,0,113,0,165,0,21,10,0,30,0,29,0,0,0,3,3,0,3,59,129,15,3,144,0,201,9,3,0,0,3,5,17,3538,164,15,3,180,23,3740,801,9,0,0,5,0,804,15,46,4,0,48,0,65,0,7,17,0,22,0,22,0,0,0,4,4,0,4,15,54,17,4,73,0,93,3,0,0,0,0,0,5,821,60,21,4,79,0,903,292,3,0,0,3,0,293,4,24,0,0,24,0,29,0,3,5,0,6,0,6,0,0,0,0,0,0,0,4,28,5,0,30,0,34,0,0,0,0,0,0,0,293,30,5,0,34,0,329,23179,226,5,12,239,68,23482,422,742,38,10,791,3,1211,7,102,71,0,176,0,184,3,3,0,17,13,0,19,435,852,112,25,985,3,1417,55,3,0,0,3,93,155,23668,1077,120,29,1230,163,25060
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,821,19,29195,1524,6985,336,35,7351,5,8880,58,824,904,7,1732,3,1793,14,34,4,19,55,0,74,1596,7841,1241,56,9138,4,10744,33,0,0,0,0,11,39,29980,8648,1249,70,9959,39,39981,11815,357,3,6,371,11,12191,724,4088,220,16,4319,0,5051,15,553,588,5,1147,0,1165,10,21,3,8,34,0,44,754,4659,809,24,5501,0,6253,14,3,0,0,3,3,20,12575,5026,816,29,5868,9,18457,5328,175,0,0,180,0,5508,341,2126,103,9,2233,0,2579,8,319,319,0,643,0,652,0,17,0,3,18,0,20,350,2457,423,15,2891,0,3243,3,0,0,0,0,3,11,5681,2634,421,15,3070,6,8763,219597,7602,91,62,7758,234,227587,15063,65929,2568,308,68807,53,83924,374,7563,5806,50,13425,9,13808,138,369,47,151,566,3,714,15580,73861,8418,515,82801,66,98446,319,93,4,10,112,256,683,235490,81557,8518,583,90662,554,326707
SOSR511,26,0,1365,36,145,3,0,143,0,186,0,10,0,0,14,0,12,0,0,0,0,0,0,0,41,153,8,0,158,0,194,3,0,0,0,0,0,3,1383,173,8,0,182,0,1564,145,3,0,0,3,0,148,5,25,0,0,25,0,34,0,0,4,0,3,0,3,0,0,0,0,0,0,0,5,31,4,0,36,0,40,0,0,0,0,0,0,0,151,33,4,0,37,0,186,49,0,0,0,0,0,53,0,14,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,13,0,0,0,0,0,0,0,50,13,0,0,13,0,63,9766,159,0,0,159,11,9939,352,1137,15,8,1162,4,1516,11,59,16,0,72,0,84,3,0,0,3,4,0,6,363,1198,34,10,1243,4,1610,16,0,0,0,3,3,21,10147,1358,35,10,1398,21,11572
SOSR512,32,5,2082,59,223,9,3,228,0,292,0,14,6,0,22,0,22,0,0,0,0,0,0,0,59,235,17,3,253,0,317,3,0,0,0,0,0,7,2109,272,17,3,292,5,2406,180,0,0,0,0,0,181,10,31,0,0,31,0,41,0,3,3,0,6,0,6,0,0,0,0,0,0,0,10,32,4,0,39,0,54,0,0,0,0,0,0,0,192,35,4,0,38,0,233,33,0,0,0,0,0,38,0,8,0,0,8,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,14,0,0,17,0,15,0,0,0,0,0,0,0,36,11,0,0,16,0,49,15299,266,4,4,274,30,15606,582,1791,35,7,1831,8,2424,14,99,77,0,182,0,192,8,24,3,8,31,0,39,607,1913,118,10,2041,8,2656,28,0,0,0,0,12,39,15937,2183,119,16,2323,48,18300
SOSR513,7,3,782,33,140,0,0,136,0,171,0,13,0,0,13,0,13,0,0,0,0,0,0,0,34,148,4,0,152,0,184,0,0,0,0,0,9,12,807,157,4,0,160,13,974,35,0,0,0,0,0,35,3,15,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,13,0,15,0,0,0,0,0,0,0,37,15,0,0,13,0,53,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,7912,124,3,0,124,15,8055,377,1008,4,5,1015,3,1390,12,41,11,3,54,0,62,7,4,0,8,6,0,11,385,1053,15,14,1076,3,1469,22,0,0,7,7,27,50,8322,1173,11,16,1209,52,9577
SOSR514,9,0,536,12,36,0,0,36,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,44,0,54,3,0,0,0,0,0,3,546,48,0,3,49,0,592,54,0,0,0,0,0,53,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,51,8,0,0,8,0,60,14,0,0,0,0,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,20,3,0,0,3,0,23,4945,94,0,4,96,11,5050,140,362,0,0,357,3,498,3,16,10,0,20,0,24,0,0,0,3,3,0,3,138,374,10,3,386,3,531,23,0,0,0,0,7,29,5106,472,10,7,481,21,5606
SOSR515,15,0,1208,31,90,3,0,94,0,121,0,9,14,0,27,0,27,0,0,0,0,0,0,0,34,104,15,0,118,0,151,0,0,0,0,0,0,3,1222,117,17,0,132,4,1355,109,3,0,0,3,0,115,6,19,0,0,19,0,24,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,15,0,0,20,0,23,0,0,0,0,0,0,0,113,16,0,0,19,0,134,18,3,0,0,3,0,20,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,7,0,0,7,0,29,11416,151,0,0,151,17,11581,401,958,14,3,973,3,1381,7,70,92,0,160,0,169,3,3,0,13,16,0,20,412,1032,110,13,1153,8,1575,30,3,0,0,8,30,71,11862,1186,112,13,1305,56,13226
SOSR521,7,3,611,11,44,0,0,44,0,55,0,3,0,0,3,0,3,0,0,0,0,3,0,6,11,51,0,0,54,0,60,0,0,0,0,0,0,0,611,57,0,0,64,3,672,67,4,0,0,4,0,75,3,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,11,0,0,0,0,0,0,0,73,13,0,0,13,0,80,28,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,3,0,27,5466,62,4,0,63,21,5552,148,535,15,0,547,3,697,6,16,7,0,20,0,31,0,4,4,10,14,0,15,154,553,25,10,582,3,742,13,0,0,3,3,20,34,5638,611,30,11,653,47,6332
SOSR522,0,0,177,3,37,0,0,41,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,41,0,51,0,0,0,0,0,0,0,188,38,0,0,46,3,233,28,0,0,0,0,0,28,4,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,0,0,0,0,0,0,0,30,4,0,0,4,0,33,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2040,38,0,0,38,8,2090,55,588,29,3,615,0,666,0,16,19,0,39,0,39,0,3,4,9,14,0,14,51,604,49,8,669,0,720,15,0,0,0,0,18,33,2106,643,49,8,703,29,2837
SOSR531,47,7,2884,59,111,5,3,117,0,181,3,10,14,0,20,0,25,0,0,0,0,0,0,4,61,116,20,4,145,0,202,11,0,0,0,0,3,13,2903,163,20,5,188,15,3107,557,7,0,0,7,0,564,7,28,0,0,27,0,34,0,0,6,0,11,0,11,0,0,0,0,0,0,0,7,28,10,3,43,0,45,0,0,0,0,0,3,3,568,33,10,3,44,3,621,212,3,0,0,3,0,218,3,10,0,0,12,0,18,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,16,3,0,18,0,20,0,0,0,0,0,0,0,217,19,3,0,20,0,239,21420,359,0,4,367,76,21862,681,1195,54,12,1265,7,1962,10,60,77,3,138,0,152,3,3,0,17,20,0,22,701,1257,135,29,1424,7,2132,77,0,0,0,0,53,125,22195,1621,134,31,1788,141,24116
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,56,3,3035,54,181,13,0,200,0,250,0,21,55,3,77,0,77,4,0,0,0,0,0,4,54,205,70,3,280,0,338,3,0,0,0,0,3,3,3035,260,72,6,333,4,3371,1105,7,0,0,7,0,1112,23,93,4,0,102,0,129,0,8,38,0,55,0,55,0,0,0,0,0,0,0,23,100,45,0,152,0,176,0,0,0,0,0,0,0,1130,115,45,0,162,0,1294,420,12,0,0,12,0,427,8,56,5,0,61,0,68,0,6,25,0,29,0,29,0,0,0,0,0,0,0,8,59,31,0,91,0,103,0,0,0,0,0,0,0,427,69,31,0,98,0,529,22412,448,4,3,458,24,22893,675,1852,104,9,1966,3,2638,17,229,312,3,536,0,554,7,0,0,0,0,0,7,696,2079,411,14,2501,3,3202,18,0,0,0,0,31,54,23125,2528,413,17,2959,65,26151
SOSR611,14,3,1311,23,52,3,0,58,0,83,0,20,51,0,68,0,73,0,0,0,0,0,0,0,29,74,54,0,124,0,156,7,0,0,0,0,0,6,1324,83,54,0,137,5,1472,410,3,0,0,3,0,414,12,19,0,0,19,0,35,0,10,34,0,40,0,40,0,0,0,0,0,0,0,11,29,34,0,65,0,76,0,0,0,0,0,0,0,426,34,34,0,64,0,492,123,7,0,0,7,0,130,7,12,0,0,14,0,14,0,6,15,0,20,0,20,0,0,0,0,0,0,0,7,15,15,0,32,0,33,0,0,0,0,0,0,0,127,19,15,0,36,0,162,9414,121,0,3,121,10,9549,227,550,35,3,588,0,815,12,127,399,0,522,0,533,0,3,0,3,3,0,5,239,678,432,7,1114,0,1356,22,0,0,0,0,22,36,9671,804,432,9,1238,35,10944
SOSR612,4,0,426,15,18,0,0,18,0,26,0,0,3,0,3,0,3,0,0,0,0,0,0,0,15,13,3,0,17,0,29,3,0,0,0,0,0,0,433,22,3,0,20,4,458,87,0,0,0,0,0,87,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,88,0,0,0,0,0,90,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,2873,17,0,3,18,11,2898,58,88,0,7,91,0,147,0,4,10,0,14,0,14,0,0,0,0,0,0,0,59,87,10,7,100,0,157,3,0,0,0,0,3,6,2930,101,10,5,116,14,3063
SOSR613,6,0,584,7,22,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,22,0,29,0,0,0,0,0,3,3,593,20,0,0,26,3,621,128,0,0,0,0,3,132,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,128,0,0,0,0,3,132,31,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,3,0,31,4037,27,0,0,27,18,4080,66,108,3,0,112,0,176,3,4,3,0,7,0,9,0,0,0,0,0,0,0,68,116,7,0,121,0,188,3,3,0,0,3,8,12,4109,141,7,0,149,27,4278
SOSR614,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,165,0,0,0,4,0,164,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,1328,6,0,0,6,9,1349,19,9,0,0,9,0,25,0,0,9,0,9,0,9,0,0,0,0,0,0,0,19,9,9,0,11,0,32,0,0,0,0,0,0,3,1352,13,9,0,23,9,1384
SOSR615,13,0,1000,23,17,0,0,17,0,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,21,4,0,21,0,42,3,0,0,0,0,0,8,1015,28,4,0,34,3,1048,258,4,0,0,4,0,262,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,263,4,0,0,4,0,271,80,0,0,0,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,3,3,84,8267,82,0,0,85,22,8374,149,155,0,0,155,0,303,0,10,6,0,14,0,16,3,0,0,0,0,0,4,157,165,6,0,172,0,324,34,0,0,0,0,7,40,8458,245,6,0,255,28,8739
