SOSR_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOSR422,8,34,0,45,447,78,565,57,34,4,96,375,37,508,352,51,10,412,522,74,1008,549,46,26,625,404,88,1118,289,89,5,384,975,131,1488,61,166,0,235,1334,143,1712,6,118,3,125,1232,179,1532,0,16,0,19,597,79,700,0,0,0,4,156,39,195,1326,556,60,1939,6040,848,8818,15,66,4,88,396,54,538,84,44,12,142,268,41,454,546,56,35,641,319,72,1033,583,56,49,683,313,87,1084,234,177,17,436,914,108,1461,24,289,8,318,1188,118,1627,6,168,3,183,987,146,1314,3,22,3,27,522,87,630,3,0,0,4,207,59,269,1496,894,135,2525,5110,782,8413,20,103,4,130,845,136,1106,140,82,16,240,641,78,958,901,105,51,1055,837,151,2040,1126,102,75,1306,717,172,2203,521,269,29,816,1889,243,2952,88,456,11,554,2528,266,3344,20,289,3,309,2221,321,2850,4,36,3,47,1119,163,1332,4,0,0,6
SOSR431,28,226,0,251,3761,598,4608,135,125,7,262,2928,367,3554,2014,198,45,2261,3349,771,6383,4590,202,126,4917,2698,924,8533,3259,477,91,3827,7370,1121,12316,613,1151,24,1795,10086,1117,12995,113,1048,7,1171,7269,922,9364,7,160,0,173,2675,413,3263,15,3,0,25,617,117,754,10779,3596,304,14679,40741,6351,61775,37,378,0,424,3235,495,4147,271,255,7,537,2078,210,2823,2899,288,170,3357,2093,401,5851,5230,301,298,5830,1914,533,8278,2647,1083,133,3862,6794,778,11439,216,2542,23,2779,7856,890,11525,70,1409,5,1486,5427,693,7601,14,145,3,163,2132,354,2649,11,14,0,27,651,117,796,11400,6413,648,18457,32182,4472,55110,65,605,3,674,6993,1087,8754,404,384,18,798,5005,573,6381,4918,479,217,5618,5440,1179,12234,9821,502,422,10748,4611,1457,16817,5900,1561,222,7685,14165,1900,23752,828,3692,51,4569,17938,2011,24519,182,2465,12,2657,12696,1610,16965,23,309,3,329,4807,769,5909,30,15,3,52
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,3,0,3,70,19,95,7,0,0,12,112,34,161,62,15,0,70,204,71,349,53,8,3,64,128,81,280,18,5,0,27,155,103,282,8,10,0,17,165,58,239,0,11,0,11,122,36,168,0,3,0,3,33,3,43,0,0,0,0,10,0,13,151,60,7,210,1004,409,1627,4,9,0,17,50,14,80,20,11,0,30,56,13,99,37,6,0,48,127,36,209,38,15,3,54,49,35,140,16,19,0,30,112,49,192,0,8,0,15,127,25,164,0,14,0,16,68,17,97,0,0,0,0,17,0,21,0,0,0,0,7,0,7,111,83,5,201,615,202,1016,8,8,0,15,119,31,173,24,11,0,43,171,55,266,97,23,0,121,326,111,556,92,20,6,117,185,120,421,33,27,3,57,263,150,474,9,21,0,26,290,87,403,0,26,0,26,191,49,271,0,3,0,3,52,5,59,0,0,0,0
SOSR501,263,2677,29,2968,51680,4266,58919,2029,2098,80,4201,56684,5027,65921,33026,3754,674,37450,98251,13150,148852,63950,2421,1443,67813,52870,10108,130795,36395,3468,785,40650,72689,8951,122291,5977,8331,160,14467,76923,7140,98533,980,10228,56,11271,53482,5825,70572,165,2288,13,2470,28893,4360,35729,35,124,3,159,9852,2336,12346,142818,35401,3234,181451,501332,61163,743945,518,4434,49,5008,47589,3847,56441,5015,4087,233,9330,49440,4345,63114,52953,6511,2531,61987,77167,10763,149926,77895,4502,4129,86536,38362,7777,132670,34418,9200,1457,45075,72830,7304,125204,2808,22555,263,25627,73095,6669,105395,677,16957,125,17760,51407,6256,75422,174,2849,15,3041,34564,6110,43707,47,152,7,202,16784,4578,21571,174507,71251,8810,254567,461235,57644,773447,782,7114,78,7975,99272,8108,115359,7042,6180,313,13539,106121,9372,129031,85977,10261,3206,99444,175420,23914,298774,141842,6924,5575,154346,91235,17889,263462,70814,12673,2244,85727,145518,16252,247498,8787,30888,425,40100,150019,13812,203928,1663,27186,176,29023,104889,12080,145991,339,5142,28,5508,63461,10468,79433,79,279,6,361
SOSR511,15,115,3,134,2050,216,2397,129,82,5,214,1595,171,1981,1444,135,47,1628,2398,454,4484,2442,93,65,2604,1599,466,4671,1206,158,42,1406,2891,462,4762,166,387,8,559,3166,364,4089,33,336,0,370,2317,314,3003,7,47,0,56,1167,211,1428,3,3,0,5,393,72,474,5437,1365,178,6976,17581,2732,27292,39,197,3,234,1824,184,2243,320,129,15,460,1288,135,1886,2369,228,135,2728,1744,317,4793,2976,155,163,3301,1214,307,4817,1136,492,53,1679,2944,332,4955,100,1025,9,1131,2957,321,4414,20,533,0,555,2300,317,3167,8,73,0,86,1379,285,1748,3,5,0,10,713,122,846,6960,2835,374,10172,16360,2328,28863,49,314,5,367,3870,395,4639,445,208,19,679,2880,308,3867,3807,361,183,4355,4143,776,9274,5420,251,233,5899,2814,775,9491,2339,649,97,3084,5834,793,9712,264,1413,19,1692,6126,689,8508,53,871,4,923,4619,630,6174,15,127,0,140,2542,495,3177,4,5,0,11
SOSR512,28,218,0,247,3189,419,3860,213,149,3,372,2661,357,3385,2235,215,63,2517,3991,941,7443,3504,187,124,3816,2758,820,7391,1930,260,54,2239,4766,820,7820,319,498,8,825,5319,739,6884,48,412,0,464,4090,539,5088,13,72,0,84,2162,406,2648,9,3,0,9,760,220,987,8296,2002,257,10564,29689,5255,45506,55,379,3,434,2876,378,3689,494,230,33,751,2072,299,3119,3515,378,234,4131,2804,621,7547,4368,301,289,4960,2174,573,7704,1794,737,66,2597,4797,620,8011,155,1337,13,1501,4998,604,7107,42,680,8,729,3914,553,5196,23,117,0,140,2511,549,3204,0,3,0,10,1120,343,1473,10438,4169,649,15256,27258,4536,47056,87,592,6,684,6062,803,7552,705,374,38,1121,4733,652,6503,5749,596,304,6644,6789,1559,14989,7867,489,414,8773,4932,1389,15092,3720,994,119,4835,9564,1440,15833,476,1828,23,2330,10320,1348,13991,89,1100,12,1199,8005,1090,10289,36,187,0,222,4671,951,5848,5,8,0,15
SOSR513,17,79,0,94,1180,264,1538,94,61,4,156,1113,237,1502,1340,118,35,1489,2802,791,5081,1949,103,59,2112,1783,693,4585,889,126,27,1039,2318,592,3951,127,170,3,302,2138,420,2858,10,80,3,96,973,205,1278,4,16,0,19,336,93,449,6,0,0,11,97,22,126,4427,752,132,5307,12733,3318,21358,26,157,3,187,964,222,1375,241,119,14,380,964,218,1565,1936,224,128,2288,2239,694,5218,2163,177,153,2488,1219,485,4199,617,299,42,958,2006,458,3425,46,339,5,384,1660,330,2383,11,128,3,140,785,169,1097,5,25,0,32,359,98,486,3,0,0,3,156,43,194,5034,1479,349,6862,10350,2719,19933,44,237,3,280,2142,482,2907,338,181,23,536,2075,451,3066,3269,342,160,3776,5039,1480,10295,4109,281,209,4602,2999,1184,8781,1501,424,67,1996,4331,1052,7377,173,508,7,682,3801,749,5240,20,211,3,238,1757,379,2375,5,41,0,48,696,189,933,4,0,0,13
SOSR514,7,50,0,59,781,126,964,65,42,0,107,675,82,862,679,62,20,762,1270,227,2261,1293,55,37,1390,888,237,2506,609,82,15,703,1290,211,2206,100,180,3,285,1460,198,1935,8,162,0,167,1189,181,1545,6,26,0,27,534,146,710,3,0,0,3,161,60,227,2770,659,72,3500,8245,1472,13218,9,74,0,88,719,138,945,156,61,9,226,556,83,863,1174,104,73,1348,1008,212,2569,1562,93,102,1762,613,209,2583,568,207,26,794,1224,180,2208,40,431,3,481,1410,177,2070,12,264,0,280,1150,176,1601,4,45,0,47,559,144,751,3,0,0,3,252,112,366,3530,1283,217,5030,7492,1426,13950,17,132,0,145,1505,262,1909,223,104,9,335,1231,160,1726,1848,168,96,2113,2283,440,4828,2854,149,146,3145,1499,438,5086,1177,284,32,1499,2517,393,4418,149,615,9,766,2870,371,4007,23,420,3,448,2337,361,3145,8,64,0,76,1091,296,1460,3,0,0,5
SOSR515,20,134,3,154,1957,398,2512,195,98,5,300,1755,299,2347,1713,185,53,1953,2818,777,5550,2613,148,90,2848,2046,715,5605,1329,228,36,1585,3584,729,5899,206,366,10,575,4165,667,5413,35,264,0,304,3186,514,4003,8,52,0,59,1594,338,1990,5,12,0,12,449,117,578,6114,1476,192,7787,21560,4557,33899,44,238,7,292,1658,355,2306,407,196,29,626,1341,243,2212,2659,241,195,3095,2079,649,5819,3105,251,220,3574,1561,568,5705,1103,528,60,1694,3350,612,5656,80,853,11,940,3708,556,5208,17,456,0,474,2895,495,3866,10,72,0,82,1688,424,2194,5,8,0,16,705,204,923,7423,2848,519,10790,18991,4098,33880,62,372,10,442,3624,754,4814,604,290,33,926,3090,544,4562,4368,427,242,5048,4900,1424,11374,5716,399,307,6419,3607,1281,11307,2432,760,93,3284,6935,1342,11555,284,1219,14,1516,7872,1223,10612,52,720,0,772,6082,1010,7870,15,124,0,135,3284,762,4189,7,20,0,26
SOSR521,8,76,0,88,978,212,1281,105,52,3,161,821,124,1104,799,97,23,919,1297,294,2512,1143,88,26,1261,1111,305,2673,694,148,15,850,1971,373,3188,148,248,0,402,2424,379,3202,16,178,3,195,1958,280,2430,4,28,0,32,885,195,1101,0,0,0,6,232,80,317,2920,917,73,3916,11673,2225,17817,34,133,0,167,824,194,1179,212,107,11,335,603,116,1053,1263,147,108,1523,914,281,2720,1376,171,89,1632,786,259,2674,589,359,31,989,1873,314,3180,52,572,0,625,2094,322,3039,19,243,3,260,1660,259,2180,4,41,0,46,881,214,1137,0,3,0,8,311,110,427,3551,1781,249,5578,9935,2065,17583,41,210,0,256,1800,403,2457,317,158,15,489,1424,240,2159,2068,248,134,2444,2208,572,5231,2518,260,114,2895,1898,561,5345,1283,506,45,1836,3841,689,6371,203,821,4,1031,4519,693,6244,36,414,8,459,3612,538,4605,9,71,0,78,1763,408,2242,4,6,0,11
SOSR522,9,46,0,59,413,138,605,65,39,8,107,350,69,527,393,61,22,482,680,211,1374,484,47,27,555,481,202,1240,247,86,17,355,872,193,1419,58,93,0,152,1139,209,1504,11,82,0,85,910,180,1180,0,13,0,15,383,108,509,0,0,0,0,105,25,128,1269,477,80,1820,5328,1331,8480,24,71,3,97,327,92,516,127,69,18,212,309,74,597,584,91,68,741,482,222,1442,533,80,53,665,379,159,1203,229,181,19,427,812,147,1386,26,217,3,249,1038,156,1445,7,121,0,125,689,148,960,4,18,0,21,378,114,512,0,5,0,5,106,28,136,1529,858,157,2549,4521,1132,8205,28,122,5,157,737,228,1123,187,106,18,321,654,145,1122,979,154,89,1221,1163,435,2819,1017,126,74,1224,860,357,2444,480,272,33,787,1686,340,2809,87,312,3,404,2180,367,2949,16,200,3,215,1599,321,2141,3,33,3,45,764,218,1024,3,5,0,5
SOSR531,22,258,3,282,3902,771,4957,195,168,13,376,3260,1021,4662,2676,340,92,3105,6187,3214,12506,5492,301,178,5975,4561,2796,13329,3627,493,97,4217,9191,2439,15848,601,1013,22,1634,10626,1700,13957,100,752,3,851,7314,1113,9278,11,114,0,125,2624,481,3230,12,9,0,21,527,107,659,12736,3442,408,16582,48196,13650,78428,48,361,6,413,3124,586,4125,321,270,33,628,2134,367,3124,3198,431,239,3867,2881,903,7644,5539,396,345,6269,2458,940,9668,2779,1081,144,4006,7298,1166,12472,218,2299,20,2542,7984,1055,11581,52,1135,7,1191,5177,801,7171,16,137,0,150,1954,359,2457,6,4,0,13,510,106,633,12169,6110,797,19078,33518,6283,58873,66,616,10,691,7021,1362,9078,516,439,40,1004,5396,1393,7782,5878,765,325,6969,9070,4116,20155,11029,693,520,12245,7017,3728,22994,6401,1576,242,8225,16489,3606,28322,824,3314,42,4180,18612,2751,25541,145,1884,11,2037,12494,1915,16447,27,248,0,278,4571,843,5691,18,14,0,31
SOSR579,0,0,0,0,0,0,0,0,0,0,0,16,3,17,13,0,0,16,80,26,124,25,0,0,28,77,18,120,9,0,0,9,70,17,94,0,0,0,0,29,5,43,0,0,0,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0,3,0,3,51,3,0,59,277,70,408,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,6,0,0,0,0,3,0,3,0,0,0,0,3,3,8,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,26,0,0,0,0,0,0,0,0,0,0,0,15,3,20,12,0,0,17,87,29,127,25,0,0,28,80,18,127,9,0,0,16,75,15,105,0,0,0,0,37,5,43,0,0,0,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0
SOSR599,0,4,0,8,56,26,84,4,10,0,15,183,64,254,67,23,5,96,452,224,773,99,12,8,109,282,211,606,46,3,0,54,339,241,638,8,6,0,17,396,122,540,3,11,0,12,283,82,375,0,0,0,0,44,9,58,0,0,0,0,11,0,12,233,73,10,318,2046,972,3336,4,3,0,3,47,19,65,6,6,0,15,171,62,242,52,15,0,67,315,149,534,60,14,0,67,134,102,305,15,18,0,33,193,101,325,3,36,0,35,319,81,442,0,11,0,10,197,49,254,0,5,0,5,26,14,37,0,0,0,0,6,5,11,142,93,5,241,1398,581,2220,3,3,0,10,97,41,151,14,12,4,29,351,123,503,119,38,7,165,772,373,1306,154,23,7,178,415,313,910,66,24,0,87,528,345,957,13,40,0,52,717,200,977,3,22,0,25,476,133,633,0,5,0,3,70,23,98,0,0,0,0
SOSR603,26,252,0,282,4860,396,5540,241,198,10,444,5109,445,6000,2871,371,82,3324,7391,946,11661,5212,244,166,5625,4152,747,10524,3160,369,105,3640,6647,804,11089,612,976,22,1608,8338,803,10747,88,1211,0,1303,6170,701,8176,12,288,0,304,3601,509,4416,6,20,0,24,1408,225,1652,12237,3929,386,16552,47674,5582,69810,75,442,3,519,4424,400,5343,585,390,36,1004,4561,361,5926,4336,641,272,5243,6141,696,12079,6435,473,437,7340,3540,626,11514,3026,933,159,4118,7174,645,11935,252,2536,21,2804,8421,773,12000,61,2014,8,2086,6536,793,9417,20,377,0,404,4492,747,5643,8,23,0,33,2519,449,2999,14791,7828,939,23560,47808,5482,76850,103,697,7,804,9284,793,10883,821,584,46,1456,9668,804,11926,7209,1009,352,8567,13535,1637,23740,11647,716,604,12968,7689,1378,22036,6190,1299,264,7755,13821,1449,23022,861,3504,46,4417,16756,1573,22751,152,3228,10,3386,12707,1497,17594,36,667,0,706,8097,1257,10056,13,40,0,60
SOSR611,23,109,5,131,2265,210,2610,146,96,3,250,2479,222,2951,1319,152,46,1514,2804,347,4667,2124,97,66,2283,1657,306,4251,1244,156,25,1428,2921,356,4705,195,388,3,582,3339,328,4248,29,402,0,433,2693,377,3504,8,79,0,83,1477,235,1803,4,3,0,3,586,113,698,5083,1477,150,6716,20231,2495,29439,39,191,3,238,1992,219,2449,305,224,20,554,2021,195,2764,1945,274,120,2340,2082,320,4749,2626,195,129,2948,1499,294,4737,1175,412,37,1632,3193,343,5165,82,968,12,1055,3455,364,4874,30,613,8,650,2907,447,4002,7,118,0,124,1982,353,2464,3,3,0,10,1125,226,1359,6218,3005,328,9549,20262,2757,32562,57,296,6,368,4255,435,5056,457,325,21,804,4498,414,5720,3263,423,169,3860,4889,667,9414,4747,290,193,5238,3159,603,8993,2424,572,67,3060,6117,693,9872,277,1350,12,1636,6793,689,9120,59,1014,11,1085,5604,822,7504,12,197,0,213,3464,589,4264,3,11,0,12
SOSR612,8,36,0,47,619,64,725,68,32,3,106,477,35,613,403,43,16,460,708,85,1247,589,41,18,646,452,77,1174,327,74,12,409,905,90,1409,45,138,0,183,1126,122,1439,12,96,0,105,1006,141,1256,0,31,0,29,569,90,681,0,3,0,3,190,48,241,1455,485,51,1988,6049,742,8785,23,85,0,101,584,45,740,137,62,4,200,423,28,646,611,77,43,730,520,60,1316,775,65,43,880,421,68,1366,310,163,7,482,1050,83,1611,10,305,0,320,1150,109,1581,0,180,0,181,1132,184,1502,3,26,0,25,704,158,886,0,3,0,3,361,82,443,1867,960,103,2932,6355,818,10103,26,122,0,151,1201,114,1466,203,92,6,307,901,57,1263,1015,123,58,1198,1226,144,2571,1361,97,58,1522,875,146,2546,637,232,22,893,1958,171,3022,58,445,3,503,2277,235,3018,14,273,0,290,2138,331,2755,0,52,0,51,1274,244,1572,0,3,0,3
SOSR613,9,46,0,60,946,88,1097,75,44,3,126,755,58,933,598,46,22,667,833,100,1603,797,47,21,872,647,104,1615,446,91,15,545,1314,127,1983,68,175,6,244,1610,132,1986,17,117,3,132,1382,174,1684,3,26,0,29,850,134,1009,4,0,0,3,256,51,311,2013,592,67,2676,8590,966,12225,16,83,4,94,837,85,1015,165,72,10,248,614,42,899,889,82,65,1032,634,107,1774,981,77,59,1120,579,89,1783,400,253,19,676,1426,129,2224,33,408,6,446,1638,147,2220,8,224,3,237,1490,207,1941,3,37,0,42,1024,192,1259,4,6,0,7,466,89,562,2502,1236,163,3902,8696,1074,13679,25,130,4,160,1786,174,2114,247,117,7,372,1363,100,1832,1485,127,82,1697,1474,205,3370,1778,126,87,1994,1224,189,3406,843,341,37,1222,2737,253,4213,101,580,8,692,3246,275,4211,25,337,3,370,2872,384,3620,6,58,0,69,1878,323,2273,3,8,0,15
SOSR614,6,12,0,11,284,40,333,31,4,0,42,205,17,259,249,21,7,280,252,34,572,258,12,9,282,217,31,526,110,23,3,134,458,51,641,23,59,3,82,590,51,726,5,48,0,53,535,80,668,0,8,0,7,340,71,419,0,0,0,0,89,19,105,684,199,18,900,2960,383,4245,10,27,0,37,248,29,315,53,25,0,82,172,17,266,361,34,29,418,174,41,637,310,32,21,371,169,39,580,99,96,0,196,525,49,776,11,159,0,172,576,49,798,10,78,0,85,575,82,744,0,16,0,16,398,85,504,0,3,0,3,154,28,185,852,474,57,1378,3001,422,4803,14,36,0,51,532,64,651,87,36,0,122,371,34,527,614,58,33,705,425,79,1208,573,50,33,647,384,72,1105,212,114,9,334,986,97,1412,30,220,0,254,1166,101,1522,14,127,0,139,1113,156,1412,0,30,0,31,731,153,915,0,3,0,5
SOSR615,8,84,0,93,1412,138,1648,134,64,3,203,1234,119,1553,1160,108,50,1315,1470,204,2992,1672,81,45,1793,1110,203,3107,882,174,22,1077,2457,271,3803,176,360,6,541,3296,322,4160,29,291,0,322,3057,411,3791,4,50,0,58,1624,269,1954,3,0,0,9,484,104,595,4070,1215,122,5405,16152,2044,23598,25,141,0,172,1294,163,1627,278,145,14,437,972,112,1522,1728,191,90,2010,1092,197,3305,2025,129,121,2276,957,195,3431,768,434,35,1237,2643,246,4126,71,865,10,945,3209,349,4499,25,473,0,500,3138,387,4019,4,88,0,90,1796,391,2280,3,5,0,13,852,170,1039,4938,2474,274,7683,15961,2207,25850,34,229,0,262,2704,306,3275,415,211,17,641,2208,230,3074,2888,300,140,3326,2561,402,6297,3699,210,168,4072,2070,395,6540,1657,608,51,2316,5098,518,7936,245,1224,16,1480,6510,666,8658,52,765,4,818,6196,794,7815,10,134,0,148,3419,663,4234,9,5,0,21
SOSR621,9,11,3,18,422,74,517,24,16,0,36,338,29,403,328,40,6,380,475,58,914,544,26,17,594,358,61,1012,310,40,12,359,820,101,1284,57,136,5,196,1204,130,1528,13,95,0,109,1084,143,1334,3,19,0,23,490,84,604,4,3,0,5,114,29,156,1294,389,43,1723,5303,718,7740,8,38,3,43,372,53,477,70,26,4,102,278,40,418,447,63,40,546,348,59,960,662,56,42,753,320,78,1150,283,119,21,416,777,104,1298,23,288,4,307,1178,109,1594,6,160,0,168,979,132,1284,0,20,0,22,476,125,624,0,0,0,3,167,36,210,1490,768,103,2372,4892,742,8003,10,50,6,66,796,131,988,94,42,4,137,611,69,820,776,107,44,924,826,118,1869,1207,84,58,1346,676,138,2163,593,157,32,778,1594,204,2577,80,418,6,505,2383,234,3124,18,257,0,272,2058,284,2619,3,45,0,46,968,208,1227,4,5,0,12
SOSR622,0,19,0,19,302,34,354,22,6,0,30,208,16,249,172,13,3,195,236,33,458,296,18,10,326,225,43,592,180,38,3,227,517,70,807,40,62,0,109,875,99,1083,7,57,0,60,775,107,947,3,6,0,8,331,79,425,0,0,0,0,88,30,117,723,221,18,964,3555,515,5029,7,22,0,31,236,43,306,42,15,3,64,137,20,220,251,23,16,294,170,41,506,376,21,22,415,191,36,645,141,95,16,248,565,67,882,16,155,0,172,764,81,1013,3,93,0,100,661,111,874,3,13,0,16,329,64,406,3,0,0,3,127,31,167,843,443,50,1338,3189,495,5021,7,42,0,49,534,75,659,61,27,3,91,348,36,476,430,33,21,484,407,72,964,671,36,29,738,415,79,1237,321,137,20,472,1079,138,1696,57,217,0,278,1642,180,2093,5,151,0,158,1435,219,1819,3,22,0,28,660,149,829,3,0,0,3
