SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR201,106,42,21,43,11,126,0,126,50,8473,107,9104,28,80,14,32,0,60,11,350,57,2875,46,3539,15,112,3,33,4,99,9,775,55,1723,26,2857,11,14,0,11,0,109,3,642,48,870,6,1726,58,377,31,91,4,319,39,1382,141,12493,181,15122,65,433,20,185,13,926,45,2207,210,4032,66,8195,238,1296,94,469,39,2312,120,3072,293,30823,498,39253,360,1649,83,1178,87,4337,131,3625,399,11850,180,23882,1092,2601,139,3544,200,5765,223,3294,466,12850,198,30375,3529,2263,202,6141,369,4677,258,2385,361,8470,189,28846,3963,1121,128,5403,306,4122,172,1375,253,2743,62,19660,6830,1095,190,5303,442,3425,201,1079,217,3008,77,21864,22432,1581,428,9280,997,5435,327,1548,347,3888,111,46376,18412,817,300,6327,790,1987,188,814,156,1820,51,31666,12500,443,197,3182,515,878,98,359,64,1024,30,19288,8173,199,124,1188,303,1977,44,343,82,703,18,13161,15004,971,298,4309,589,2598,151,1167
SOSR203,6,3,0,0,0,3,0,0,0,170,0,182,0,3,0,0,0,3,0,6,0,83,0,98,0,8,0,0,0,3,0,28,4,63,3,103,0,0,0,0,0,0,0,13,0,40,0,53,3,24,4,3,0,10,4,67,3,621,3,742,3,27,0,12,0,31,3,88,3,200,0,371,6,55,4,31,3,91,5,177,19,1673,37,2099,18,77,4,60,3,183,10,212,13,661,6,1252,37,110,4,171,12,229,9,171,23,689,13,1472,154,126,7,301,22,170,8,127,17,427,8,1370,162,50,7,265,16,135,11,46,5,125,0,833,261,48,11,273,19,130,11,43,3,120,0,926,859,70,18,437,39,151,15,59,7,149,8,1806,592,28,14,300,31,50,12,32,8,43,3,1114,325,8,5,101,14,31,4,15,0,31,0,543,184,9,4,33,12,36,0,6,7,20,0,315,247,25,8,141,13,62,3,30
SOSR211,4,3,3,0,0,7,0,9,3,223,3,263,3,4,0,3,0,3,0,21,3,133,0,173,0,4,0,4,0,7,0,34,3,92,3,153,0,0,0,0,0,3,0,15,3,50,0,79,8,26,3,10,0,19,0,114,10,853,8,1058,3,30,0,20,0,51,6,164,21,350,3,654,17,97,6,46,0,164,8,303,33,3081,42,3805,33,141,9,121,7,343,15,343,40,1131,11,2197,104,198,8,363,27,434,25,308,42,1196,17,2717,370,167,12,655,37,374,19,214,36,716,6,2626,392,71,9,535,33,289,18,89,20,198,3,1668,590,75,24,425,44,233,23,70,17,179,3,1680,1481,118,30,741,95,301,29,88,22,216,11,3128,869,46,28,397,66,76,17,30,6,80,7,1618,505,16,13,187,20,29,5,16,3,37,0,828,211,6,11,44,5,57,4,14,3,14,0,380,266,30,10,176,16,66,11,30
SOSR212,6,0,0,6,0,5,0,0,0,190,4,211,3,5,0,4,0,3,0,15,0,75,7,112,0,3,0,3,0,8,0,20,3,47,0,86,0,0,0,0,0,0,0,23,0,37,0,60,9,9,6,8,0,8,0,57,3,591,21,716,3,20,3,10,0,47,7,96,5,229,6,424,17,48,3,37,3,98,9,185,21,1920,37,2392,23,69,4,69,7,191,3,193,32,726,11,1324,75,115,3,214,18,260,6,164,28,793,7,1694,262,84,6,398,24,195,19,110,26,461,13,1596,234,54,7,300,10,162,13,57,12,90,0,936,374,61,16,292,30,123,9,46,13,126,4,1087,952,51,16,461,52,196,28,52,33,143,3,1983,600,37,16,313,33,76,12,20,3,60,6,1174,325,15,4,109,16,16,5,11,0,19,0,526,148,11,3,34,8,51,0,3,3,8,0,281,205,29,8,110,7,53,5,22
SOSR213,10,3,0,3,0,3,0,3,3,292,0,323,6,6,0,0,0,0,0,12,4,140,3,177,0,3,0,7,0,3,0,42,4,96,0,164,0,0,0,0,0,10,0,27,7,54,0,102,12,25,0,7,0,14,9,106,13,1038,25,1262,0,27,3,13,0,55,3,159,11,382,7,667,19,82,9,59,0,142,10,313,33,3312,62,4040,50,121,7,136,10,244,12,342,39,1374,29,2368,107,206,19,342,18,342,29,303,39,1416,22,2849,340,178,23,547,28,266,25,188,28,798,16,2443,336,100,14,433,29,227,17,108,29,180,7,1479,474,75,17,448,42,182,18,61,26,262,6,1613,1268,111,37,672,71,305,34,79,32,274,20,2911,803,49,20,416,50,94,21,40,12,94,6,1618,469,28,13,169,32,35,5,15,0,41,3,803,197,7,10,54,16,78,7,14,9,35,0,411,306,31,15,189,11,82,13,37
SOSR214,7,3,3,0,0,3,0,5,0,152,7,188,4,3,0,0,0,0,0,14,0,102,3,135,3,3,0,3,0,7,0,28,0,57,0,104,0,0,0,0,0,7,0,13,0,43,0,58,6,25,0,6,0,15,0,85,10,705,12,872,12,24,0,12,0,29,3,115,9,250,0,448,19,59,6,32,3,74,9,210,30,2389,42,2876,26,72,9,76,7,163,12,214,21,921,21,1537,71,140,11,191,11,206,21,216,32,881,18,1793,169,118,12,295,39,165,17,125,27,548,10,1525,166,37,13,270,17,116,15,47,18,125,3,829,255,53,15,236,16,92,9,34,16,151,3,869,508,66,19,365,40,135,15,47,10,165,11,1372,362,39,16,180,25,39,11,22,6,50,0,735,216,10,6,90,14,25,6,9,0,32,0,408,71,6,4,29,5,20,0,8,0,18,0,158,132,10,4,71,8,29,3,15
SOSR215,12,9,0,9,3,3,0,7,3,229,7,281,12,10,0,4,4,3,0,15,3,177,5,232,8,16,0,4,0,4,0,46,0,91,3,163,0,0,0,0,0,5,0,36,4,60,0,104,18,42,5,9,0,17,3,119,13,991,20,1231,8,31,4,18,4,55,4,167,15,346,8,661,31,95,18,44,0,111,19,315,43,3330,62,4059,52,153,8,113,4,269,13,338,45,1228,23,2240,122,215,20,337,20,318,39,284,39,1299,28,2718,338,177,26,482,33,261,25,188,38,755,27,2357,259,88,19,380,27,208,13,95,32,166,4,1301,404,92,27,347,40,177,24,68,17,216,7,1420,1037,95,34,569,76,252,27,73,39,232,18,2451,614,49,23,325,53,90,14,36,3,95,5,1301,322,24,17,151,25,30,10,16,0,47,0,634,165,6,8,44,15,52,3,15,3,19,0,342,213,25,14,130,13,58,6,32
SOSR221,4,0,0,6,0,3,0,0,0,66,3,83,0,4,3,3,0,3,0,4,0,53,0,66,0,3,0,6,0,3,0,5,0,23,0,44,0,0,0,3,0,0,0,7,0,28,3,42,9,11,0,12,0,8,3,52,3,318,3,412,0,24,0,4,0,19,0,70,7,130,3,256,21,39,8,16,4,60,0,129,17,1085,20,1393,19,34,0,30,3,71,6,108,14,366,9,664,32,50,8,105,15,111,18,92,16,365,4,816,82,58,10,156,12,89,8,44,9,232,4,705,73,20,4,109,10,59,7,28,8,41,3,375,91,27,3,110,9,57,5,16,3,59,3,380,243,32,5,163,23,58,12,18,7,69,8,645,164,14,7,100,8,26,6,6,5,16,0,356,100,6,4,40,8,12,0,4,0,9,0,175,44,0,0,9,0,23,0,3,0,6,0,94,42,6,5,36,11,8,0,9
SOSR222,0,3,3,0,0,0,0,0,0,52,3,59,0,0,0,0,0,3,0,4,0,29,0,44,0,0,0,0,0,0,0,6,0,25,0,39,0,0,0,0,0,0,0,14,0,16,0,30,6,7,0,0,0,0,0,23,3,193,7,246,0,14,0,4,0,7,0,44,5,65,0,142,9,19,3,12,0,28,8,60,3,593,11,750,16,33,4,25,0,44,0,72,19,177,0,393,39,50,7,65,7,74,3,43,6,197,3,495,64,26,3,92,0,64,3,34,7,120,3,420,48,8,3,77,4,51,0,14,0,36,0,255,82,10,3,65,10,37,3,14,0,42,0,270,187,14,8,97,10,43,8,16,6,32,0,422,105,10,8,48,6,9,0,7,0,16,0,212,40,5,3,22,3,8,0,3,0,10,0,92,16,0,0,10,0,10,0,4,3,3,0,50,30,0,7,19,3,10,3,9
SOSR231,132,30,22,61,7,42,6,25,12,542,16,890,91,47,12,40,8,37,0,54,4,353,12,650,31,24,4,35,5,23,3,100,14,209,7,454,13,12,0,5,3,24,3,43,3,123,6,224,160,100,28,126,6,86,6,231,40,1653,32,2469,71,72,7,95,11,134,7,335,44,591,18,1388,264,312,40,238,22,305,33,592,102,4342,76,6318,327,372,41,423,36,529,53,641,103,1694,40,4253,567,535,78,785,48,683,53,541,87,1792,56,5236,767,455,72,1144,76,582,72,363,66,1139,48,4788,517,188,23,792,57,422,41,206,36,292,11,2570,956,245,46,852,65,392,37,146,52,362,28,3186,2030,312,103,1370,153,565,71,216,64,450,46,5367,1282,159,43,819,117,196,38,83,19,190,19,2959,831,87,37,422,59,95,30,35,14,108,8,1734,418,37,17,138,28,173,7,34,19,67,9,941,846,179,62,555,65,221,28,82
SOSR279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR301,50,11,10,26,3,45,3,47,14,2546,35,2792,28,36,4,7,0,23,4,138,8,974,5,1227,17,40,5,21,0,36,4,303,30,696,3,1160,3,5,0,8,0,46,4,212,26,448,5,760,42,144,11,52,0,119,23,655,67,4796,56,5976,37,189,7,98,10,381,25,1047,83,2248,21,4149,132,642,41,259,15,1025,37,1560,164,15755,230,19878,211,849,30,610,58,2220,70,1898,216,6836,76,13077,599,1382,59,1933,92,3113,133,1745,233,7403,90,16795,2101,1157,104,3453,208,2642,156,1197,222,4709,80,16024,2427,551,67,3126,196,2275,111,676,172,1529,21,11148,4060,580,79,3099,255,1877,110,565,140,1589,22,12362,12603,770,238,5330,631,3020,177,740,219,1798,54,25582,9715,441,186,3536,440,1001,107,349,88,804,14,16676,6645,272,127,1759,296,487,66,177,37,426,13,10301,4045,89,68,651,174,1064,20,145,57,289,8,6604,6777,377,130,2167,323,1187,69,378
SOSR302,12,4,4,11,0,18,0,19,9,742,12,827,3,7,3,7,0,13,3,38,0,292,0,372,8,12,0,4,0,6,3,89,10,222,3,357,3,4,0,3,0,18,0,66,0,161,0,259,9,59,0,16,0,33,0,217,11,1686,19,2060,18,72,0,20,5,108,12,358,28,717,4,1351,61,229,9,79,11,306,16,565,44,5348,69,6727,73,329,14,211,17,615,26,686,49,2048,30,4087,236,573,23,658,42,782,43,607,60,2290,31,5344,799,429,30,1256,61,693,42,375,54,1443,29,5212,748,209,20,1043,61,555,43,212,41,425,9,3365,1218,230,26,1010,81,457,36,153,25,605,16,3854,3275,286,71,1599,140,699,48,211,53,641,18,7040,2183,149,44,913,111,227,29,94,20,297,4,4069,1294,72,24,419,73,124,16,47,10,175,5,2257,624,31,16,159,35,248,5,39,12,126,4,1283,1125,122,24,505,59,267,28,119
SOSR303,31,0,9,3,0,23,3,18,3,689,7,789,11,13,3,4,0,11,3,33,3,339,9,422,4,12,0,3,0,4,0,96,8,280,4,422,3,4,0,0,0,7,0,77,3,183,0,276,30,59,3,21,3,60,7,239,25,2041,23,2510,19,83,0,45,4,135,13,439,26,918,13,1700,63,233,14,111,11,367,16,736,66,6893,87,8607,85,341,23,276,21,705,36,850,87,3076,35,5535,297,543,18,820,39,1013,46,680,100,3372,40,6970,962,479,34,1462,90,842,71,466,76,2201,40,6718,937,219,31,1171,78,673,42,256,67,731,6,4200,1420,192,32,1172,90,559,48,170,59,741,19,4492,3927,302,82,1894,214,859,68,272,84,836,15,8548,2678,164,74,1093,157,326,60,130,28,393,7,5110,1616,75,45,506,89,136,33,65,8,177,7,2756,819,41,14,199,38,275,8,45,33,113,3,1585,1269,159,27,620,82,315,27,114
SOSR311,16,0,0,0,0,5,0,5,3,248,3,279,6,3,0,3,0,3,0,13,0,174,0,206,0,3,0,3,0,12,0,33,0,137,3,199,0,0,0,0,0,3,0,21,0,65,3,92,8,23,0,9,0,21,3,85,5,1125,21,1300,8,28,0,16,0,64,4,159,9,432,9,728,25,74,5,45,3,155,8,308,32,3849,48,4557,45,73,3,100,10,312,9,330,38,1263,15,2200,96,137,9,269,18,364,13,250,35,1411,21,2623,331,131,19,494,26,341,27,157,33,767,14,2327,318,64,12,393,15,279,21,79,14,180,3,1374,460,69,15,352,24,212,15,48,8,205,3,1410,1149,73,18,596,74,291,27,78,43,241,13,2593,758,38,26,363,44,104,17,36,4,66,3,1459,536,18,15,157,31,35,11,8,0,46,0,853,262,3,4,52,9,84,3,4,4,25,0,465,411,29,18,183,32,98,8,20
SOSR312,0,0,0,0,0,0,0,0,0,63,0,66,0,0,0,0,0,0,0,3,0,46,0,50,0,0,0,0,0,0,0,11,0,31,0,45,0,0,0,0,0,0,0,0,0,16,0,24,3,7,0,3,0,7,0,19,0,235,3,276,0,3,0,0,0,12,0,38,4,100,0,160,4,24,0,11,0,32,4,45,0,759,10,883,11,20,0,20,3,60,0,73,4,279,4,485,16,37,0,54,3,86,0,62,11,249,0,520,43,20,4,82,8,79,9,43,11,150,5,457,50,10,0,77,0,76,0,16,9,29,0,272,85,5,0,63,4,76,0,17,5,35,0,284,218,11,4,134,17,142,10,20,10,50,5,611,201,9,8,119,13,19,6,12,6,15,0,402,157,7,3,45,8,13,0,3,0,9,0,245,76,0,3,14,5,65,0,3,5,6,0,171,158,12,4,51,16,32,0,4
SOSR313,8,3,4,7,0,5,0,3,4,160,4,184,3,3,0,0,0,3,0,12,0,121,3,147,0,7,0,3,0,0,0,24,0,70,0,107,0,0,0,0,0,3,0,13,0,62,0,77,4,8,0,11,0,5,0,57,3,665,9,763,5,15,0,15,3,37,3,110,8,293,9,508,19,57,8,25,3,109,6,170,15,2589,29,3020,25,59,3,73,6,205,3,179,25,890,12,1485,66,98,6,207,5,242,3,162,38,893,14,1728,233,104,12,326,22,180,19,93,24,537,6,1553,186,50,11,255,10,186,10,71,16,139,4,932,337,52,14,256,23,134,9,49,13,149,3,1038,775,59,17,418,45,260,18,50,25,161,9,1823,545,36,26,285,37,65,11,17,3,51,0,1077,446,16,18,115,29,24,4,10,0,36,0,699,213,3,4,38,23,69,0,3,3,20,0,379,377,16,11,121,22,47,8,23
SOSR314,10,3,0,0,4,3,0,5,0,161,4,193,9,6,0,0,0,0,4,7,0,94,4,123,4,0,0,0,0,3,0,29,3,56,0,94,0,0,0,0,0,3,0,14,0,46,0,60,8,22,4,6,0,9,0,56,3,551,8,672,0,20,0,15,0,33,3,83,7,213,0,375,20,53,9,26,5,75,4,157,22,1967,36,2370,36,67,4,74,4,182,10,179,20,683,17,1264,100,96,8,197,15,247,17,140,33,677,11,1542,238,100,12,321,20,194,19,110,33,442,10,1495,223,35,8,286,25,176,5,48,19,112,0,936,348,52,8,262,13,146,13,45,12,129,7,1038,819,58,15,419,49,279,14,43,30,127,7,1872,538,41,10,260,36,62,10,16,3,50,3,1029,385,17,17,124,32,16,14,11,0,32,0,657,192,3,13,34,12,79,0,9,10,22,0,373,340,21,12,133,19,62,3,17
SOSR315,8,4,0,3,0,13,0,6,3,250,10,301,3,12,0,7,0,3,0,15,8,149,4,198,5,3,0,0,0,9,0,25,3,104,3,157,0,0,0,0,0,5,0,25,3,107,0,147,23,30,8,11,4,23,3,93,10,1190,21,1414,10,33,4,11,4,55,0,187,21,479,10,807,39,73,5,37,6,141,6,306,36,3910,62,4632,48,124,8,104,8,315,16,367,47,1230,18,2291,165,182,20,319,19,385,28,245,34,1223,27,2639,372,159,24,500,33,299,26,165,34,785,20,2419,322,67,12,424,25,251,19,92,39,198,12,1457,534,77,27,358,43,239,12,51,19,180,6,1543,1234,94,37,622,80,326,32,71,32,193,18,2720,791,46,22,378,56,68,21,20,11,75,3,1495,552,19,13,164,34,44,9,6,4,30,0,873,245,5,12,45,14,103,4,12,10,26,0,464,376,22,13,133,22,68,8,13
SOSR321,16,0,0,3,0,3,0,3,3,124,0,153,7,4,0,3,0,3,0,4,0,86,0,114,0,3,0,0,0,4,0,23,7,53,0,98,3,0,0,0,0,3,0,6,0,32,0,48,9,24,4,5,0,13,0,54,6,554,8,677,3,11,0,6,3,29,0,87,5,235,3,386,31,52,0,41,4,76,8,129,24,1650,33,2042,48,70,4,49,3,158,4,152,11,551,8,1055,67,80,6,128,15,174,23,136,20,499,12,1159,134,90,13,224,11,178,15,68,16,302,8,1049,119,32,8,154,13,101,3,40,15,80,4,566,217,32,9,168,11,77,10,33,11,78,3,647,446,46,12,274,31,122,15,24,18,93,3,1075,316,20,4,166,24,43,3,11,0,36,3,629,189,10,3,70,15,17,3,4,0,13,0,331,86,7,0,17,10,26,0,3,5,11,3,171,124,11,3,61,12,15,5,19
SOSR322,9,0,0,0,0,3,0,3,0,63,3,85,3,0,0,0,0,0,0,3,0,42,0,50,3,3,0,0,0,3,3,11,0,34,0,58,0,0,0,0,0,0,0,10,0,17,0,27,8,3,0,8,0,15,0,28,5,270,3,336,4,12,0,10,0,19,0,36,0,112,3,194,18,16,6,21,0,41,0,74,7,852,4,1045,19,28,0,22,4,67,4,85,20,268,3,508,43,41,8,51,3,90,7,63,11,288,6,609,90,24,7,110,4,64,7,30,7,149,3,501,62,6,3,77,7,58,3,10,4,31,0,266,86,8,4,79,4,37,5,11,4,40,0,280,206,25,15,124,8,61,0,7,7,48,0,502,120,9,6,60,11,10,7,6,7,5,0,236,71,0,5,24,7,4,0,3,0,8,0,121,32,4,0,9,0,12,0,0,0,4,0,65,69,4,3,17,4,7,0,3
SOSR331,240,25,17,49,5,56,3,27,14,554,23,1013,99,25,8,26,5,32,5,54,16,383,9,660,37,20,7,18,4,35,0,85,6,275,9,504,5,8,0,11,0,27,0,45,8,183,3,290,193,116,20,108,11,87,10,225,37,1961,53,2823,60,79,8,72,6,144,13,365,35,809,9,1604,318,251,40,237,17,354,34,568,79,5362,92,7346,324,270,32,322,32,640,24,631,81,1802,51,4213,653,418,51,743,52,810,39,487,100,1875,55,5272,939,341,68,1019,90,687,49,301,64,1099,33,4672,602,156,23,735,51,483,29,161,47,314,9,2605,1051,200,35,775,60,431,41,140,48,364,11,3156,2153,218,74,1189,156,642,59,190,71,420,21,5185,1477,127,58,780,121,202,45,70,32,165,11,3083,964,64,26,388,57,104,15,19,10,87,3,1734,494,30,13,122,33,195,5,20,17,49,0,991,1007,115,43,428,66,186,33,83
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
