SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,13,0,0,0,0,0,0,0,4,0,13,0,20,0,3,0,3,0,5,0,7,3,16,0,33,0,3,0,6,3,18,0,17,7,22,0,72,6,7,0,23,0,27,3,23,0,21,0,107,10,6,0,40,8,34,0,4,0,22,0,126,11,3,0,43,0,12,4,9,0,4,0,87,11,3,0,28,4,19,0,4,3,3,0,81,39,3,0,65,4,13,0,3,0,5,0,140,26,3,3,33,3,8,3,3,0,8,0,86,15,0,0,16,4,3,0,3,0,0,0,40,10,0,0,0,4,3,0,0,0,0,0,17,12,0,0,8,3,4,0,0
SOSR615,0,0,0,0,0,3,0,0,0,9,0,18,0,0,0,0,0,3,0,3,0,4,0,10,0,0,0,0,0,5,0,4,0,16,0,23,0,0,0,0,0,0,0,0,0,4,0,9,7,3,0,3,0,3,0,5,0,45,0,67,5,0,0,3,0,5,0,15,0,30,0,67,4,15,0,10,0,26,4,50,4,79,0,192,8,23,0,36,3,97,4,53,19,75,3,319,16,51,0,132,17,191,10,62,10,86,0,570,40,56,6,248,16,171,12,34,15,53,0,659,50,39,5,262,23,127,9,22,12,33,4,587,83,27,6,258,20,99,9,17,16,23,3,556,201,41,11,408,38,121,13,21,11,35,7,905,150,14,3,254,28,44,6,11,3,8,4,530,122,11,6,110,20,12,3,4,0,3,0,290,65,0,0,38,3,15,0,0,3,0,0,129,70,3,0,67,12,14,4,3
SOSR621,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,18,0,3,0,6,0,4,0,8,0,10,0,32,0,0,0,6,0,9,0,15,3,19,0,56,5,5,0,13,0,26,3,21,3,27,0,101,8,14,0,22,3,52,0,23,8,22,3,155,10,9,3,59,3,46,0,16,4,17,0,164,15,12,3,83,8,34,4,10,4,14,3,176,12,11,0,81,9,32,5,7,3,8,0,167,49,18,9,109,12,48,4,15,4,15,0,280,46,10,0,102,10,13,0,0,0,4,0,181,42,7,0,34,9,4,0,0,0,0,0,102,27,3,0,23,0,20,0,0,0,0,0,71,46,4,0,39,3,9,4,3
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,3,0,5,0,12,0,23,3,0,0,0,0,4,0,4,0,7,0,25,0,5,0,6,0,18,0,13,3,14,0,61,5,14,0,22,0,41,0,9,3,10,0,112,10,11,5,39,7,30,3,5,3,8,3,116,9,6,0,35,9,33,0,6,3,3,3,99,14,9,3,43,3,23,4,7,0,3,0,104,36,4,3,51,8,26,4,5,3,0,0,143,34,3,3,52,4,10,0,0,0,0,0,109,22,0,0,23,5,0,0,0,0,4,0,54,10,0,0,4,3,5,0,0,0,0,0,19,15,0,3,11,4,0,0,0
SOSR631,9,0,0,7,0,3,0,0,0,20,0,36,8,0,0,6,0,0,0,9,0,10,0,28,9,0,0,6,0,0,0,3,0,10,0,33,0,3,0,0,0,0,0,3,0,7,0,22,15,5,0,12,0,3,0,26,5,53,3,120,3,17,3,15,0,20,3,34,6,62,0,168,15,21,3,32,3,48,4,77,7,129,5,343,31,55,3,92,6,136,19,108,21,133,4,609,60,69,7,203,19,244,10,110,16,161,7,910,105,85,16,341,23,246,11,82,21,108,9,1045,108,60,5,435,27,180,23,51,18,48,6,963,141,65,9,371,36,158,18,28,8,55,8,899,397,90,17,726,68,211,25,52,5,49,12,1660,315,53,15,481,48,97,19,27,4,16,3,1089,234,21,11,263,24,31,12,8,0,16,3,623,151,13,3,108,21,44,8,3,3,6,0,348,216,16,12,218,18,62,8,5
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,4,0,0,0,0,3,0,0,3,22,0,39,0,0,0,3,0,0,0,0,0,9,0,15,0,0,0,4,0,3,0,7,3,10,0,21,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,0,0,0,0,11,0,32,0,51,3,3,0,0,0,20,0,22,0,31,0,83,4,9,0,9,3,44,0,27,0,51,0,145,3,16,4,17,6,90,3,41,3,48,3,229,25,25,0,66,4,207,0,43,14,56,0,435,53,30,3,113,15,246,5,47,13,46,5,582,82,11,5,175,17,253,0,27,14,48,0,627,151,27,5,216,21,251,12,26,25,32,4,767,576,52,22,453,101,487,20,41,36,59,4,1851,639,32,19,467,76,169,19,20,7,38,3,1497,627,21,22,337,79,89,8,10,6,24,0,1235,509,17,8,141,78,401,8,14,29,11,0,1216,1216,34,42,600,154,240,29,29
SOSR712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,5,0,3,0,14,0,24,0,3,0,3,0,12,0,7,3,16,0,42,5,6,0,17,0,22,0,8,0,5,0,64,4,4,3,27,0,40,3,3,0,13,0,95,27,0,0,44,3,42,0,4,3,6,0,137,28,9,0,43,9,45,0,5,5,3,0,145,149,13,3,108,19,90,6,0,3,3,0,402,146,8,5,124,17,27,7,5,3,3,0,347,129,8,3,59,29,12,3,0,0,0,0,237,120,3,0,25,11,20,0,0,0,0,0,187,189,3,0,60,14,16,5,3
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,5,0,13,0,0,0,0,0,0,0,4,0,8,0,10,4,0,0,3,3,3,0,3,0,5,0,23,4,0,0,13,0,18,0,0,0,3,0,41,4,0,0,12,0,14,0,0,0,0,0,38,5,0,0,12,0,19,0,0,0,3,0,36,34,0,0,25,9,12,0,0,0,0,0,88,51,0,3,15,6,3,0,0,0,0,0,84,23,0,0,13,5,4,0,0,0,0,0,46,18,0,0,4,0,3,0,0,0,0,0,29,28,0,0,9,4,8,0,0
SOSR715,0,0,0,0,0,3,0,0,0,11,0,13,0,0,0,0,0,3,0,0,0,49,0,57,0,0,0,0,0,0,0,3,3,92,0,102,0,0,0,0,0,3,0,0,0,21,0,24,0,5,3,0,0,8,0,22,3,172,3,217,0,0,3,0,0,31,0,12,4,68,0,121,0,6,0,0,0,26,0,15,0,66,0,130,3,3,0,0,0,36,0,16,3,78,7,152,6,7,0,12,0,23,0,13,0,41,0,104,12,3,0,3,0,22,0,8,3,21,0,76,8,0,3,10,0,20,0,4,0,15,0,64,13,0,3,15,0,23,0,4,0,5,0,71,39,0,0,33,3,24,0,3,5,5,0,116,40,3,3,44,6,6,4,0,0,0,0,106,35,3,0,19,0,10,0,0,0,0,0,70,36,0,0,7,3,10,3,0,0,0,0,51,52,3,7,22,7,5,0,3
SOSR721,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,32,3,38,0,0,0,0,0,4,0,3,0,32,0,44,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,3,0,13,0,11,4,113,3,147,0,4,0,4,0,15,0,7,0,36,3,70,0,5,3,3,0,10,3,11,0,40,0,75,10,0,0,3,0,25,0,13,3,29,0,88,3,3,3,4,0,20,0,4,0,29,0,72,8,3,3,3,0,18,0,4,3,11,0,60,6,4,0,13,0,15,0,3,0,3,0,47,8,0,0,10,0,8,0,0,0,6,0,41,25,5,3,11,5,26,0,0,3,8,0,88,24,3,0,22,3,4,0,0,3,4,0,59,27,3,0,15,3,0,0,0,3,0,0,56,21,0,0,3,8,10,0,0,3,0,0,46,39,0,0,24,6,4,3,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,26,0,32,0,0,0,0,0,5,0,5,0,40,0,54,0,0,0,0,0,0,0,0,0,8,0,10,3,0,0,0,0,12,0,7,0,147,3,177,0,0,0,0,0,7,0,6,3,47,0,72,0,3,3,0,0,18,0,14,3,71,0,115,3,3,0,3,0,28,0,23,3,51,5,124,6,5,0,9,3,29,0,17,0,32,3,103,7,5,0,18,3,27,0,8,4,18,0,89,8,0,0,6,0,18,0,6,0,10,0,47,13,4,0,4,0,10,0,0,0,11,0,40,15,4,0,15,0,12,0,0,3,8,0,51,14,4,0,14,4,3,0,0,0,3,0,38,12,0,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,0,0,0,0,0,0,12,10,0,0,4,3,0,0,0
SOSR731,4,0,0,0,0,3,0,0,0,7,0,15,0,0,0,0,0,3,0,3,0,21,0,32,0,0,0,0,0,0,0,3,0,31,0,41,0,0,0,0,0,0,0,0,0,8,0,16,0,3,3,0,0,6,0,10,0,100,4,129,0,3,0,0,0,7,0,12,0,36,3,63,4,0,0,4,0,21,0,19,5,60,0,114,6,7,0,3,0,26,5,19,0,61,0,125,15,8,3,14,0,32,0,17,7,47,3,149,24,11,0,29,0,37,4,11,6,26,3,148,21,0,0,35,8,37,3,4,6,21,0,135,29,10,4,48,7,42,0,5,0,9,0,157,142,15,13,122,21,86,3,6,8,6,0,421,150,11,9,104,14,26,3,10,0,5,0,339,162,13,3,71,19,16,5,5,0,8,3,299,116,5,5,44,6,38,3,3,0,6,0,230,248,14,10,91,37,39,11,5
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,5,0,0,8,3,4,0,10,0,81,0,114,5,0,0,3,0,0,0,10,3,25,0,43,0,0,0,4,0,3,0,19,0,33,0,64,0,3,0,0,0,9,0,25,0,21,0,56,0,8,0,0,0,9,0,35,3,98,0,162,8,9,0,17,0,46,0,75,15,91,0,252,10,35,7,26,6,109,7,103,14,126,3,443,21,58,3,50,10,269,11,135,22,144,8,722,51,102,8,235,14,515,8,172,33,193,7,1345,146,126,10,414,46,649,26,141,36,196,4,1789,194,105,13,534,54,711,22,125,43,162,6,1977,318,112,27,730,63,664,34,109,31,146,9,2243,1345,221,55,1900,319,1482,81,177,63,324,18,5980,1770,254,74,2321,434,554,92,126,29,205,5,5877,1979,219,72,1983,396,375,68,81,17,140,16,5343,1965,114,56,1266,352,664,52,73,24,78,9,4648,5815,248,122,3255,668,1006,106,150
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,5,8,0,0,4,4,0,0,0,0,0,0,20,3,4,0,7,0,0,0,0,0,0,0,15,3,0,0,3,0,3,0,0,0,0,0,10,12,0,0,8,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,5,0,3,0,0,0,19,10,0,0,3,0,8,0,0,0,3,0,28,8,0,0,9,4,3,0,0,0,0,0,27,12,0,0,5,0,0,0,0,0,0,0,19,3,0,0,3,0,0,0,0,0,0,0,10,7,0,0,10,3,3,0,0
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3,0,0,0,10,6,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,0,6,0,0,0,0,0,13,6,3,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,14,7,3,0,9,3,0,0,0,0,0,0,18,3,0,0,10,0,4,0,0,0,3,0,21,8,0,0,3,0,0,0,0,0,0,0,12,10,0,0,3,0,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
