SOSR_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SOSR513,372,2006,1682,18364,442,22864,0,50,29,1222,23,1324,444,41,44,174,9,703,77,28,15,66,4,190,332,137,82,224,7,788,4065,1528,1308,10206,328,17419,1089,15,80,44,18,1244,200,16,19,58,5,303,468,134,104,1060,17,1779,68,25,16,76,5,188,34,7,8,12,0,62,567,31,26,26,3,648,997,284,262,2703,74,4313,276,160,74,776,28,1318,87,9,3,0,0,93,16,3,0,3,0,29,47,3,3,7,0,62,28,20,3,39,0,90,753,80,57,44,22,951,495,140,86,57,13,782,115,36,34,83,3,271,34,5,9,19,0,72,1072,342,277,2442,56,4193,26,0,3,10,0,41,377,15,42,25,3,461,123,15,6,32,3,178,105,3,11,6,3,127,21,0,0,0,0,24,61,0,4,0,0,69,127,34,35,83,8,282,2486,371,368,850,60,4133,170,50,34,510,6316,7077,11950,3303,2764,28850,7195,54065
SOSR514,260,1626,1296,10310,301,13807,0,5,0,175,6,189,193,13,21,24,0,256,40,23,13,43,0,119,288,85,68,155,4,607,5211,1404,1215,7146,276,15248,271,3,25,8,0,308,139,16,25,40,3,218,432,113,87,579,34,1238,45,14,11,32,0,100,33,9,5,7,0,46,196,23,3,10,0,238,864,274,227,1857,51,3275,382,127,66,598,21,1193,60,0,0,0,0,57,7,4,0,3,0,10,10,3,8,11,3,32,22,4,3,18,0,50,330,45,24,14,18,431,287,102,61,32,10,493,255,27,29,100,6,413,25,4,0,19,0,55,1060,300,287,1589,49,3277,23,3,3,7,0,36,285,25,22,7,0,342,57,6,13,31,0,107,22,0,0,6,0,30,4,0,0,0,0,4,40,0,0,0,0,44,211,40,32,106,10,393,1229,196,198,277,21,1918,97,24,29,212,2783,3149,9794,2667,2153,17000,3415,35029
SOSR515,648,3438,2883,28480,737,36178,3,36,18,2086,33,2176,587,36,23,112,10,771,130,36,13,106,3,292,657,204,162,373,12,1411,8084,3090,2598,18602,655,33027,1043,7,61,31,14,1163,208,30,26,119,11,394,723,213,176,1588,44,2740,74,39,13,120,3,236,66,16,5,28,0,116,401,27,16,36,7,492,1471,530,434,4560,138,7139,912,384,143,1684,63,3188,60,0,3,3,0,74,18,4,3,7,0,33,91,22,10,65,3,193,28,22,16,34,0,97,795,110,82,48,16,1048,648,236,173,65,17,1141,243,64,41,146,10,499,59,9,15,23,3,103,1976,703,525,4087,123,7407,37,0,3,9,7,55,383,37,33,14,4,475,125,13,8,59,4,216,76,5,3,3,0,88,13,3,3,6,0,21,138,3,10,0,0,151,287,59,46,185,9,592,2981,473,398,941,71,4858,209,48,48,659,8223,9186,18626,5884,4679,47247,9776,86204
SOSR521,292,1771,1408,14258,369,18097,0,24,4,2682,44,2761,178,8,14,40,4,239,28,11,7,40,0,89,431,128,81,218,5,861,4554,1545,1297,9415,304,17123,528,3,25,6,11,578,94,15,12,59,5,188,378,113,103,708,19,1319,47,14,7,37,0,101,39,8,4,17,0,70,180,16,10,19,3,232,735,231,179,2119,53,3308,333,135,49,624,24,1168,20,0,0,0,0,19,6,3,0,5,0,13,6,3,0,10,0,23,21,8,3,5,0,38,357,36,41,31,13,480,316,115,72,31,8,538,130,25,15,65,0,237,26,9,8,12,0,57,1023,348,246,1928,55,3598,20,0,3,6,0,28,214,25,19,6,0,265,81,10,4,30,4,130,28,7,3,0,0,34,8,0,0,0,0,11,28,0,0,0,0,31,156,31,20,98,8,309,1076,209,187,375,18,1867,111,20,21,375,3808,4337,9259,2927,2266,25282,4569,44304
SOSR522,107,711,566,5547,140,7075,4,31,3,3839,49,3917,40,0,0,20,3,64,30,6,3,30,0,67,158,33,32,67,3,292,1797,625,515,3798,156,6889,120,0,14,4,0,136,51,0,6,12,0,74,156,51,26,348,5,583,13,3,0,9,0,34,20,0,0,3,0,19,65,3,5,8,0,84,282,91,95,926,32,1435,127,63,29,214,15,451,9,0,0,0,0,8,0,0,0,0,0,3,7,5,0,24,0,35,4,3,0,0,0,9,183,10,21,8,8,230,123,46,25,10,0,199,52,8,6,22,0,86,11,0,0,9,0,18,364,119,119,775,23,1399,6,0,0,0,0,12,63,5,8,3,3,78,14,0,9,12,0,29,6,3,0,0,0,11,0,0,0,0,0,3,10,0,0,0,0,10,61,13,9,32,4,118,402,74,55,169,9,704,40,18,12,236,2270,2572,3457,1172,923,12844,2625,21030
SOSR531,1043,6488,5570,48310,926,62342,8,33,17,4283,63,4400,827,29,58,144,11,1071,381,104,67,349,12,914,1845,501,363,728,32,3471,19270,6001,5138,35722,1006,67141,775,4,101,34,16,928,471,46,38,228,10,778,1752,404,455,3027,83,5723,150,70,34,190,3,454,143,34,20,39,3,233,512,54,35,56,9,669,3369,966,778,8487,203,13801,2235,810,413,3181,94,6734,89,0,11,3,0,100,49,6,11,23,0,88,130,15,11,69,3,229,124,41,23,80,9,271,979,79,90,47,27,1230,1203,360,271,100,21,1960,482,84,75,256,5,905,151,18,25,43,4,239,4149,1269,1031,8284,194,14927,75,13,4,16,3,111,857,71,79,31,7,1037,237,28,38,144,3,440,62,11,16,16,0,101,12,3,0,0,0,12,394,6,10,4,19,441,652,127,72,368,7,1227,4607,704,737,1294,97,7442,362,80,66,944,18878,20320,37821,10985,9273,86030,21070,165175
SOSR579,5,9,7,48,0,72,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,3,80,7,11,69,3,169,3,0,0,0,0,5,0,0,0,0,0,0,10,3,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,3,3,22,0,54,7,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,4,21,3,4,23,0,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,8,36,5,0,3,0,43,4,0,0,0,73,73,193,18,21,128,76,434
SOSR599,41,167,117,1354,37,1716,0,0,0,63,6,70,127,0,0,11,0,134,7,0,0,4,0,14,74,8,8,26,0,116,650,131,106,825,35,1752,20,0,0,0,0,25,32,0,0,5,0,40,94,20,13,102,5,231,3,3,0,6,0,13,3,0,0,0,0,7,41,4,5,0,0,42,155,24,11,301,4,501,72,13,4,50,0,139,11,0,0,0,0,11,0,0,3,0,0,3,0,3,0,3,0,10,3,0,3,0,0,13,58,4,0,0,0,65,53,8,10,0,0,72,21,0,0,9,0,29,7,0,0,3,0,12,157,26,34,234,3,459,0,3,0,0,0,4,32,3,0,3,0,35,9,0,0,5,0,16,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,10,29,0,3,7,0,34,296,35,17,73,4,426,22,0,0,23,1519,1561,1619,277,198,2263,1587,5950
SOSR603,592,6050,3981,58581,1201,70405,0,26,13,487,4,529,3954,108,150,310,27,4556,308,82,24,163,7,591,1307,511,327,1000,27,3180,9958,6153,3961,56928,1378,78382,610,30,181,19,3,854,347,64,60,386,8,861,1676,562,344,4088,86,6760,815,182,85,515,24,1620,185,96,18,118,5,422,1480,83,60,97,4,1721,1906,1410,780,17156,318,21578,1150,498,155,1567,46,3413,353,14,23,15,3,418,93,41,9,31,0,170,22,11,5,6,0,40,78,44,14,82,4,221,150,50,40,69,7,326,385,231,151,131,7,905,979,264,103,580,14,1936,214,34,25,88,4,376,2430,1488,927,12055,202,17105,116,21,8,35,0,184,324,61,40,23,0,452,341,45,21,108,0,517,163,13,5,8,3,195,47,10,10,6,0,73,265,12,13,16,0,305,430,135,69,490,9,1131,7403,1279,782,1799,93,11362,264,57,53,1382,9491,11257,31881,11315,7162,115352,12294,178009
SOSR611,227,2257,1637,26613,501,31236,0,12,9,263,4,286,1015,30,51,177,18,1294,54,18,5,30,0,104,692,257,182,673,20,1817,3425,2179,1575,25346,605,33126,289,8,94,14,4,416,74,22,15,124,0,237,455,236,112,1737,28,2569,85,46,12,92,3,242,45,36,10,35,0,128,475,35,22,13,0,549,652,426,272,6493,119,7957,338,191,44,621,13,1209,115,4,21,7,0,147,18,3,0,13,0,39,8,0,0,0,0,9,28,13,8,35,0,82,62,29,31,22,0,141,148,89,70,48,0,350,205,74,24,141,4,450,90,9,8,32,3,134,847,520,349,5199,100,7023,21,0,0,5,0,28,122,25,13,10,0,166,83,14,8,54,3,164,82,7,0,0,0,92,16,9,0,0,0,26,91,6,3,3,0,110,135,29,38,153,10,365,3197,338,296,608,40,4482,109,26,32,678,4492,5335,11217,4018,2866,51556,5667,75329
SOSR612,62,532,469,9585,263,10903,0,0,0,82,0,88,111,3,3,28,0,142,11,11,0,3,0,17,144,40,34,106,0,327,994,539,425,8287,222,10463,90,0,29,7,3,127,18,3,0,34,3,60,77,61,27,550,11,721,21,12,0,23,3,65,14,9,0,5,0,24,82,3,9,9,0,100,131,87,46,2150,34,2451,42,28,4,113,0,200,11,0,0,5,0,15,3,4,0,0,0,6,3,0,0,0,0,6,14,8,3,11,0,32,16,9,4,7,0,39,41,15,21,9,3,84,37,10,4,29,0,85,19,0,0,8,0,26,272,108,71,1577,23,2051,3,0,0,0,0,3,34,4,5,0,0,40,23,5,0,15,0,43,35,3,3,0,0,39,7,3,0,0,0,7,12,0,0,0,3,20,59,12,8,49,7,135,341,79,80,172,11,679,18,10,4,268,1202,1501,2284,944,723,17424,1671,23046
SOSR613,63,771,507,13384,325,15047,0,3,0,108,0,116,128,4,4,58,3,201,25,7,0,9,0,44,267,88,58,200,8,628,1292,675,529,11409,275,14189,100,0,26,8,0,134,25,3,8,47,0,87,159,52,50,637,18,925,10,7,0,13,0,36,14,12,6,12,0,43,118,5,8,20,3,156,219,160,106,2717,65,3257,54,42,16,178,6,298,3,0,0,0,0,3,11,0,4,5,0,23,0,0,0,0,0,0,13,9,3,20,0,49,28,9,7,10,3,55,67,33,20,11,0,137,30,7,4,34,0,85,12,4,0,7,0,24,342,179,137,2098,47,2803,13,0,0,3,0,14,37,10,0,3,0,50,23,0,4,26,0,56,20,3,0,3,0,25,0,4,0,0,0,8,15,0,3,0,0,18,62,13,7,65,0,149,455,124,90,236,13,918,33,12,7,367,1402,1819,3039,1332,956,24078,2015,31416
SOSR614,19,209,154,4794,110,5290,0,0,0,46,4,48,23,0,0,19,0,44,3,5,0,3,0,13,77,16,13,33,0,145,547,200,160,4020,140,5068,23,0,6,0,0,28,9,0,0,8,0,22,57,29,6,219,10,311,13,3,0,6,0,16,3,0,0,0,0,14,9,3,0,7,0,13,86,31,29,782,28,956,15,11,3,48,0,84,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,10,14,4,4,5,0,35,15,7,15,3,0,39,15,3,3,4,0,23,0,0,0,7,0,12,133,47,48,615,19,855,3,0,0,0,0,3,7,0,0,0,0,7,8,0,3,7,0,21,0,0,0,0,0,0,3,0,0,4,0,5,5,0,0,0,0,5,21,4,4,11,0,47,116,24,17,68,6,232,9,5,0,138,574,730,1033,373,274,8489,833,11004
SOSR615,161,1603,1133,24653,575,28124,0,8,6,185,3,204,168,9,22,95,3,295,29,19,3,26,0,77,595,165,137,402,9,1310,3528,1494,1071,20859,584,27528,153,3,49,16,0,216,66,8,9,111,4,194,430,158,98,1389,29,2102,51,21,3,42,3,120,59,13,8,8,0,95,103,10,16,24,0,159,558,258,173,5017,101,6114,181,120,32,375,11,713,36,0,0,3,0,42,14,5,0,8,0,27,0,0,0,6,0,5,34,8,3,24,0,75,63,37,20,24,0,140,134,54,45,33,3,273,84,39,20,84,3,233,36,6,3,8,0,52,788,353,237,3947,102,5429,14,3,0,0,0,21,60,5,7,4,0,83,47,4,4,25,0,76,13,0,0,0,0,16,12,0,0,0,0,12,13,4,0,0,0,20,137,28,13,129,0,317,899,244,157,430,23,1753,66,18,15,707,3179,3985,6904,2766,1927,44511,4340,60455
SOSR621,68,540,378,7295,187,8469,0,0,0,60,0,62,47,3,17,25,0,87,13,5,0,4,4,26,199,50,33,113,6,400,1291,534,377,6205,188,8594,60,0,10,0,0,74,42,0,3,21,0,75,185,53,42,421,12,718,19,10,4,14,0,40,20,4,0,6,0,28,34,5,3,5,0,51,171,110,52,1641,38,2013,60,28,16,130,3,234,5,0,0,0,0,4,4,0,3,3,0,13,0,0,0,0,0,0,7,0,4,4,0,15,16,3,3,7,0,28,46,19,17,19,0,102,42,26,6,24,0,100,24,4,4,12,0,36,303,144,96,1256,22,1820,4,0,0,0,0,4,40,3,0,3,0,53,20,6,0,16,0,38,0,0,0,3,0,5,3,0,0,0,0,5,6,0,0,0,0,3,71,19,6,42,0,143,387,105,77,174,6,752,17,16,6,192,1104,1336,2561,1010,680,13353,1502,19103
SOSR622,49,318,221,4803,92,5477,0,3,0,45,0,51,28,3,0,16,0,49,3,0,0,0,0,3,95,24,19,50,6,188,792,306,195,4008,117,5420,15,0,9,0,0,23,17,4,0,18,0,37,121,38,18,251,7,436,5,3,0,5,0,17,14,5,0,4,0,18,23,4,4,7,0,35,132,50,39,915,24,1154,38,23,6,69,0,143,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,8,15,5,3,0,0,23,22,3,4,3,0,36,24,8,3,15,0,39,8,0,0,6,0,11,201,58,53,796,16,1117,0,0,0,3,0,4,10,0,0,0,0,11,6,3,0,5,0,16,0,0,0,0,0,0,3,0,5,0,0,4,0,0,3,0,0,5,39,7,3,31,3,84,168,53,32,100,3,351,16,6,0,139,740,909,1469,534,354,8602,954,11910
SOSR631,299,2692,2129,39058,879,45067,0,9,3,271,6,283,233,25,40,130,5,435,40,22,0,33,0,99,1083,311,243,620,12,2266,6888,2551,1933,31734,867,43971,206,0,62,16,3,290,160,36,14,140,8,352,976,290,214,2255,65,3798,101,38,17,76,3,229,111,28,20,57,3,220,78,10,13,17,0,123,1148,502,385,7906,190,10128,289,172,52,521,21,1058,53,0,9,7,0,75,15,9,0,11,0,32,3,3,0,3,0,11,76,19,12,55,3,167,165,34,14,34,11,262,290,125,98,66,11,584,269,69,30,154,7,526,101,15,17,35,3,168,1527,569,443,6593,139,9272,20,9,0,3,0,31,170,9,17,17,0,222,90,10,10,59,0,168,20,4,0,3,0,30,10,3,3,0,0,11,15,0,10,0,0,22,294,56,35,241,3,632,1826,417,312,838,31,3423,115,50,34,1026,5808,7026,13209,4757,3616,69523,7603,98715
SOSR679,0,4,0,13,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,9,5,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,3,24,11,3,36,4,68
SOSR699,3,25,14,279,19,337,0,0,0,3,0,5,24,0,0,0,0,28,0,0,0,0,0,3,7,0,0,3,0,17,61,17,7,213,14,314,3,0,0,0,0,3,8,0,0,9,0,8,13,3,4,27,0,44,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,6,7,69,0,91,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,7,3,4,52,0,71,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,10,33,0,3,13,0,52,0,0,0,12,163,170,145,35,29,517,190,912
SOSR703,1066,3665,3576,27790,631,36726,6,97,51,1693,55,1897,3943,219,264,735,50,5208,97,43,16,70,3,233,659,253,150,436,19,1516,7488,2932,2586,19593,432,33032,4944,63,401,122,63,5602,411,47,56,187,11,711,1169,413,349,3133,56,5131,2121,578,226,795,45,3764,155,30,18,45,3,256,3149,54,47,55,24,3320,2248,808,634,7569,117,11374,895,347,164,1301,44,2750,324,7,18,14,3,362,65,9,5,23,0,110,29,7,3,11,0,46,70,42,14,126,4,253,600,109,73,80,12,870,638,205,159,83,7,1087,253,60,37,200,8,555,147,18,30,62,0,248,1869,670,630,5712,82,8961,74,13,3,14,3,106,332,40,21,29,3,423,547,35,33,90,9,708,537,23,8,24,0,592,67,4,0,14,0,80,798,23,58,18,16,904,271,54,58,268,9,653,11654,834,1085,1402,193,15168,519,66,46,668,13238,14541,39560,6946,6271,50938,14733,118456
SOSR712,144,698,614,6168,130,7762,0,16,11,1367,36,1435,298,10,11,57,3,383,9,3,0,7,0,19,172,44,30,86,5,335,1690,591,504,4051,87,6923,508,11,44,17,10,592,82,15,4,40,3,145,419,91,75,743,20,1346,17,21,3,21,0,66,16,9,3,15,0,41,822,11,3,15,0,851,489,159,116,1572,30,2364,211,56,28,214,5,519,50,3,3,0,0,55,8,4,0,9,0,27,10,0,0,0,0,5,11,4,0,16,0,29,336,45,28,21,4,439,147,37,37,13,3,239,70,19,8,24,0,123,31,3,0,8,0,48,453,155,130,1192,29,1961,12,3,0,0,0,13,74,12,6,6,0,96,65,3,3,17,3,85,99,0,3,3,0,104,5,0,0,0,0,11,81,0,3,0,0,86,55,14,3,46,0,120,1922,177,150,224,26,2500,90,14,15,203,2712,3027,6681,1279,1050,11709,3012,23726
SOSR714,32,152,139,2068,76,2468,0,3,6,397,3,417,53,0,0,45,0,105,3,0,0,0,0,8,23,4,3,13,0,44,221,105,92,1040,29,1487,181,3,15,0,10,212,9,3,3,12,0,20,36,22,10,168,6,245,0,0,0,7,0,12,3,0,0,4,0,10,121,0,0,3,0,120,68,20,22,320,7,437,13,11,6,47,0,77,4,0,0,0,0,4,7,0,0,3,0,6,0,0,0,3,0,3,3,3,0,8,0,18,25,3,5,0,0,32,28,9,11,3,0,52,6,3,0,3,0,18,3,0,0,6,0,9,88,31,28,277,3,426,3,0,0,0,0,3,6,0,0,0,0,8,7,0,0,3,3,16,22,0,0,0,0,20,0,0,0,0,0,0,19,0,0,0,0,22,9,0,0,5,0,17,227,22,27,73,3,350,12,3,3,69,1223,1314,1030,243,221,3465,1348,6303
SOSR715,41,182,164,2270,67,2721,3,15,4,10663,162,10842,60,4,5,19,0,85,6,0,0,12,0,14,28,18,10,21,0,72,372,143,110,1184,47,1849,131,3,17,7,3,159,26,3,0,3,0,36,59,17,15,154,3,241,29,9,3,13,0,56,4,0,0,4,0,5,75,0,3,0,0,84,78,25,23,424,13,562,30,15,9,54,0,105,5,0,0,0,0,4,3,0,0,0,0,5,3,0,0,3,0,7,3,3,0,8,0,11,66,11,8,3,0,82,44,16,4,7,0,72,10,3,0,11,0,26,3,0,0,6,0,9,99,47,20,316,14,496,3,0,0,0,0,3,18,7,4,7,0,32,14,0,3,0,0,22,3,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,10,4,0,10,0,25,337,34,39,168,8,589,20,4,8,197,1512,1737,1304,324,268,14128,1791,17812
SOSR721,32,179,136,1842,45,2232,0,11,3,8123,117,8260,62,0,3,23,0,89,5,0,0,3,0,12,42,14,7,30,0,94,273,123,96,1031,29,1539,62,0,9,0,0,74,23,0,0,16,0,43,50,8,12,155,0,223,7,7,0,16,0,29,9,0,3,0,0,8,79,0,3,0,0,80,77,36,21,433,9,573,44,13,3,64,3,127,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,4,0,8,44,8,3,8,0,58,61,5,6,4,0,72,17,7,3,3,0,28,3,0,0,0,0,7,76,32,21,264,5,396,0,0,0,0,0,0,17,0,0,0,0,23,11,0,0,6,0,19,8,3,0,0,0,5,0,0,0,0,0,3,14,0,0,0,0,14,5,6,3,16,0,26,341,43,40,114,15,547,15,3,4,110,1203,1339,1131,303,224,11090,1405,14150
SOSR722,15,93,66,1285,44,1504,4,18,3,8099,105,8222,16,3,0,28,0,52,3,0,0,0,0,3,16,7,5,5,3,28,184,70,70,704,29,1060,17,0,3,0,0,20,13,3,0,6,0,24,29,12,5,93,4,141,5,0,0,9,0,12,3,0,0,0,0,3,4,0,0,0,0,9,44,24,21,268,7,353,8,8,0,20,0,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,21,0,0,3,0,27,20,7,0,6,5,33,7,0,0,5,0,12,0,0,0,0,0,0,49,15,13,219,10,311,0,0,0,0,0,0,9,0,0,0,0,13,10,0,0,7,0,15,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,9,3,3,0,8,0,12,103,14,18,130,5,273,7,0,0,119,973,1092,476,165,122,10194,1164,12119
SOSR731,124,836,748,9162,221,11098,0,20,11,6349,55,6434,153,11,26,104,6,299,17,5,3,7,0,39,184,52,41,106,3,398,1541,630,590,5542,176,8477,190,8,56,21,11,285,76,6,7,57,0,148,263,88,69,880,23,1318,39,18,16,65,3,144,29,0,3,6,0,39,44,3,3,7,4,63,345,143,147,1950,50,2634,141,72,28,259,10,505,16,0,3,3,0,21,3,0,0,3,0,6,0,4,0,0,0,8,18,13,3,17,0,56,72,16,24,10,0,125,123,47,45,32,0,250,46,9,10,33,0,104,17,3,12,16,0,53,398,183,129,1521,26,2263,7,0,0,0,3,7,31,7,4,12,6,60,30,0,0,15,0,56,4,5,0,6,0,16,9,0,0,0,0,8,273,0,8,0,3,284,45,9,14,49,0,122,708,126,132,305,24,1303,62,8,13,280,5274,5641,4006,1402,1262,21275,5767,33706
SOSR779,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,5,0,0,0,4,11,51,0,0,17,4,70
