SOSR_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SOSR511,0,16,12,72,21,17,12,5,0,162,0,0,3,9,4,11,62,57,24,184,0,5,0,5,8,3,0,0,0,20,0,3,31,79,0,0,0,0,0,123,0,0,0,4,9,3,0,3,0,22,0,8,10,24,6,8,7,3,0,61,0,0,0,0,0,3,0,0,0,6,0,0,0,3,6,5,3,0,3,22,0,3,3,4,6,0,0,0,0,16,0,3,0,17,0,0,0,0,0,20,0,0,0,16,13,23,62,10,7,143,14,142,136,405,267,190,87,25,6,1273,0,0,3,9,7,11,18,3,0,49,3,3,4,28,0,0,3,0,0,41,0,0,0,6,11,0,0,0,0,21,5,75,54,142,58,3,0,0,0,336,0,0,0,9,3,13,8,6,8,52,0,9,16,44,37,39,47,17,3,214,3,3,3,19,12,3,3,3,0,45,7,87,118,187,136,60,29,13,4,647
SOSR512,0,12,5,87,16,21,19,16,0,175,4,0,0,29,17,22,51,53,26,196,0,4,0,4,4,3,0,0,0,19,0,4,8,18,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,7,0,3,8,34,18,16,4,3,0,87,0,0,0,0,0,3,6,3,0,17,0,0,0,9,3,0,0,0,0,12,0,4,15,20,10,6,3,3,0,57,0,3,0,15,3,0,0,0,0,19,0,4,7,16,20,28,84,34,10,208,21,189,201,732,405,374,165,26,10,2124,0,0,7,20,12,14,5,10,0,61,0,8,0,29,3,3,0,0,0,46,0,17,12,30,18,5,0,0,0,81,19,134,134,317,119,27,3,0,0,754,0,4,3,13,3,0,4,7,5,44,0,10,4,56,64,75,77,43,8,341,0,3,7,15,17,4,0,3,0,50,6,107,126,234,184,79,25,16,3,779
SOSR513,0,5,9,79,10,6,7,4,0,111,0,0,5,18,7,6,5,0,0,36,0,0,3,7,0,0,0,0,0,17,0,0,6,29,0,0,0,0,0,42,0,0,0,6,3,0,0,0,0,4,0,7,3,25,4,7,5,4,0,47,0,0,0,3,0,3,0,0,0,3,0,0,0,18,0,0,0,0,0,20,0,0,0,6,4,0,0,0,0,12,0,0,0,15,0,0,0,0,0,14,0,0,3,9,6,10,16,3,0,50,10,101,87,514,229,247,50,12,0,1246,0,0,0,10,4,5,0,0,0,25,0,0,0,20,8,0,0,0,0,33,0,0,0,7,9,3,0,0,0,20,12,97,86,216,83,28,0,3,0,524,0,0,0,5,3,3,0,0,0,16,0,3,4,28,44,25,9,6,3,120,0,0,0,11,4,3,4,0,0,28,0,24,50,123,70,30,9,3,0,315
SOSR514,0,8,3,26,7,6,8,4,0,65,0,3,4,32,0,0,14,21,6,77,0,0,4,5,0,0,0,0,0,9,0,3,3,21,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,5,25,5,0,54,4,49,49,230,124,92,31,16,0,598,0,0,0,10,4,0,8,0,0,19,0,0,0,6,0,0,0,0,0,5,0,0,0,4,3,3,0,0,0,11,5,20,8,46,10,8,0,0,0,101,0,0,0,3,0,8,8,8,4,28,3,15,6,38,24,21,24,4,3,144,0,0,0,3,3,3,0,0,0,12,0,19,30,84,43,13,16,5,0,223
SOSR515,0,9,4,54,26,11,15,12,4,128,0,0,9,26,7,17,61,62,19,206,0,0,5,6,0,0,0,0,0,14,3,4,6,18,3,0,0,0,0,31,0,0,0,0,0,3,3,0,0,3,0,0,4,27,17,13,3,3,0,74,0,0,0,0,0,3,3,0,0,11,0,0,0,0,3,0,0,0,0,4,0,3,19,39,19,11,3,4,0,99,0,3,0,7,0,0,0,0,0,8,0,5,4,5,13,20,56,25,10,141,21,80,125,492,301,286,127,32,3,1467,0,0,0,10,3,8,7,11,0,46,0,0,3,5,3,0,0,0,0,16,0,11,0,15,14,7,3,0,0,54,13,77,61,210,63,17,3,0,0,442,0,0,3,10,0,6,3,5,5,29,0,3,11,37,52,45,60,36,5,252,0,0,13,9,3,7,4,0,0,31,0,24,30,106,55,36,17,3,0,277
SOSR521,0,0,0,26,0,9,13,4,0,62,0,0,0,7,0,15,25,18,12,75,0,0,3,3,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,12,3,5,3,0,0,27,0,0,0,0,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,5,9,17,43,17,3,95,3,24,37,208,167,150,61,20,0,673,0,0,0,5,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,7,4,0,0,0,0,17,6,56,25,119,31,7,0,0,0,256,0,0,0,0,0,0,5,0,4,12,0,3,8,15,26,21,35,15,3,119,0,0,5,5,10,7,0,0,0,24,0,11,15,53,42,24,7,9,0,160
SOSR522,0,0,0,19,3,0,0,6,0,30,0,0,0,3,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,19,3,0,44,3,15,18,83,55,67,22,9,3,277,0,0,0,3,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,7,25,4,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,5,3,46,0,0,0,0,4,0,0,0,0,4,4,4,8,20,11,3,3,0,0,56
SOSR531,0,6,18,256,43,36,59,14,3,427,0,3,10,31,33,76,155,88,28,423,0,3,3,12,3,0,3,0,0,22,0,0,7,39,16,4,0,0,0,72,0,0,0,8,3,5,0,0,0,21,0,3,7,88,30,28,10,6,0,182,0,0,0,0,3,10,16,4,0,34,0,0,0,15,9,3,5,0,0,28,0,0,9,17,11,12,8,4,0,62,0,0,0,12,0,0,0,0,0,14,0,4,4,40,46,73,150,49,16,382,13,72,186,1269,757,642,274,49,3,3267,0,0,4,19,21,22,14,6,3,94,0,0,3,21,4,0,0,0,0,32,0,0,3,45,37,15,3,0,0,99,9,31,23,261,122,28,6,0,0,472,0,0,5,28,3,21,14,7,0,72,0,8,19,128,153,162,101,42,8,618,0,4,5,29,24,21,9,9,3,100,3,71,91,278,195,102,66,16,10,826
SOSR579,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SOSR599,0,0,3,20,7,0,0,0,0,31,0,0,3,10,0,0,4,0,0,24,0,0,4,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,0,23,0,4,8,59,31,36,20,3,0,165,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,6,13,7,4,5,0,0,34
SOSR603,0,7,7,43,18,23,12,16,3,136,0,0,3,19,15,38,65,68,38,252,0,14,14,32,6,4,4,0,0,74,0,15,37,66,21,14,7,0,0,159,0,0,0,13,4,4,8,0,0,29,3,5,139,103,17,25,22,10,3,326,0,0,0,3,3,5,3,7,0,22,0,0,0,3,0,0,0,0,0,8,0,4,8,23,10,10,0,4,0,57,8,61,88,98,4,0,0,0,0,263,0,3,7,19,18,48,112,61,15,286,8,39,41,218,147,148,85,30,3,730,0,0,0,9,12,10,20,9,0,61,3,17,21,93,3,6,0,0,0,150,0,3,3,16,15,5,7,0,0,44,0,19,42,67,32,17,7,0,0,181,3,0,6,25,14,18,30,19,19,131,0,9,9,57,63,77,107,74,21,419,0,6,46,44,9,12,6,0,3,119,0,19,33,124,60,37,49,18,8,340
SOSR611,0,4,3,15,9,6,6,4,0,52,0,0,0,8,3,11,16,26,13,77,0,4,4,7,3,0,3,0,0,20,0,11,17,20,5,4,0,0,0,62,0,0,0,0,0,0,0,0,0,3,4,11,141,45,12,6,5,0,0,221,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,10,12,33,4,3,0,0,0,68,13,56,65,18,3,0,0,0,0,159,0,0,3,9,7,28,58,30,20,153,3,16,28,87,64,55,32,15,0,304,0,4,0,3,6,4,12,4,0,26,5,12,4,24,0,0,0,0,0,42,0,0,0,4,5,3,0,0,0,15,0,6,19,22,8,5,0,0,0,63,0,0,0,5,5,6,0,3,12,37,0,4,3,15,30,33,44,21,11,162,3,9,21,29,3,0,0,0,0,71,0,8,16,30,19,17,8,6,0,96
SOSR612,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,6,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,7,4,37,0,3,4,16,27,21,19,6,0,103,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,8,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,8,20,10,3,57,3,0,0,0,0,0,0,0,0,3,0,0,0,9,5,5,3,0,0,25
SOSR613,0,0,0,3,3,0,3,4,0,18,0,0,0,0,3,0,0,4,0,9,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,0,0,0,13,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,26,18,10,68,0,5,12,24,22,26,18,11,4,120,0,0,0,0,3,0,4,3,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,6,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,3,8,11,23,6,0,59,0,0,0,3,0,0,0,0,0,8,0,3,3,11,3,3,0,3,0,31
SOSR614,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,0,22,0,0,3,17,4,16,11,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,3,7,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12
SOSR615,0,5,0,3,5,4,6,3,0,34,0,0,0,3,0,6,5,8,10,41,0,0,0,3,0,0,0,0,0,3,0,7,3,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,4,5,0,18,0,0,0,0,0,4,4,0,3,9,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,12,10,24,73,34,8,175,0,18,23,76,60,66,44,15,3,309,0,0,0,3,0,0,7,0,0,16,0,3,0,3,4,0,0,0,0,14,0,0,0,10,9,4,0,0,0,20,0,7,3,10,3,0,0,0,0,24,0,0,0,0,0,3,4,3,3,20,0,3,0,5,8,27,34,32,6,124,0,0,0,3,4,0,0,0,0,6,0,8,4,15,5,4,7,8,0,56
SOSR621,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,20,13,3,52,0,3,0,19,24,31,29,6,0,105,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,0,9,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,7,4,12,15,5,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,13,8,6,4,0,0,28
SOSR622,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,10,0,29,0,6,0,22,12,17,16,3,0,80,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,17,7,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8
SOSR631,0,3,0,13,12,18,15,11,0,69,0,0,0,4,4,20,20,14,3,67,0,0,3,5,3,3,0,0,0,15,3,0,3,12,3,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,8,7,9,4,0,0,34,0,0,0,0,3,7,12,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,26,27,64,128,38,5,293,5,17,36,157,132,176,85,39,4,656,0,0,0,7,3,5,14,9,3,40,0,0,3,0,3,0,0,0,0,9,0,0,0,9,16,8,3,3,0,36,0,7,5,14,0,4,3,0,0,36,0,0,0,8,0,6,10,3,3,31,0,6,4,18,37,53,82,30,4,228,0,3,0,7,9,8,3,0,0,28,0,7,10,28,23,39,27,3,4,141
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,8,22,12,359,19,21,22,10,0,456,0,3,7,53,20,35,38,31,10,194,15,26,4,106,45,11,4,0,0,214,3,13,18,99,11,3,0,0,0,157,0,0,8,18,3,0,0,0,0,33,0,19,16,102,39,30,26,21,0,260,0,0,0,0,0,4,0,3,0,9,0,0,0,9,7,4,0,0,0,27,3,5,3,52,18,8,0,6,0,95,0,19,88,398,17,8,0,0,0,533,0,3,0,29,19,25,33,7,3,114,14,63,105,490,300,283,119,26,6,1411,3,0,3,27,7,9,4,3,0,59,3,19,25,130,13,10,0,0,0,194,0,3,14,74,51,15,6,3,0,178,37,318,307,1005,316,128,36,11,0,2154,0,0,0,22,0,14,9,0,0,42,3,17,13,64,52,50,38,13,0,261,0,6,3,51,17,19,7,3,0,102,4,29,39,133,54,32,9,6,0,308
SOSR712,0,0,0,22,3,3,8,3,0,46,0,0,0,6,0,7,12,8,3,31,0,0,4,3,0,0,0,0,0,10,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,23,3,0,0,0,0,27,0,0,0,9,3,11,5,4,4,34,16,52,52,126,74,61,17,0,0,398,0,3,0,0,0,0,0,0,0,4,0,3,3,16,0,0,0,0,0,20,0,0,0,7,3,6,0,0,0,18,0,26,45,83,39,12,0,0,0,206,0,0,0,0,0,7,0,0,0,6,0,0,0,3,3,10,5,6,0,28,0,0,0,10,3,0,0,0,0,14,0,6,5,30,11,3,0,0,0,64
SOSR714,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,19,0,0,0,0,0,0,7,0,0,4,0,3,0,13,15,17,8,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,7,19,20,7,5,8,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,15
SOSR715,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,7,9,12,41,21,26,8,0,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,11,4,3,8,12,8,0,0,0,0,36,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,12
SOSR721,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,3,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,7,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,17,0,0,0,3,0,0,3,0,0,6,0,7,7,35,14,21,4,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,9,3,3,0,0,0,14,0,9,0,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,6,3,3,0,0,0,21
SOSR722,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,17,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,12
SOSR731,0,0,4,6,4,3,9,0,0,27,0,0,4,4,6,6,3,5,0,28,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,5,4,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,7,4,4,17,5,0,38,0,3,17,75,57,76,50,3,0,293,0,3,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,12,5,5,0,0,0,31,0,6,4,33,11,5,0,0,0,66,0,0,0,3,0,3,0,0,0,5,0,0,4,3,11,20,15,0,0,54,0,0,0,5,3,0,0,0,0,11,0,0,3,11,10,3,3,0,0,32
