SOSR_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SOSR399,37,12,146,0,0,7,0,11,0,19,0,0,3,0,3,0,4,0,0,3,3,5,0,11,0,0,0,0,3,0,5,4,0,27,5,9,0,48,3,0,21,3,15,0,47,0,5,20,4,16,0,44,16,9,28,5,13,0,76,9,5,69,33,27,7,153,3,0,8,0,6,0,24,5,0,7,6,15,0,36,0,0,12,9,4,14,37,52,28,371,157,227,57,894,6,0,120,37,57,27,249,6,0,11,10,31,5,58,7,3,15,10,47,3,76,0,0,0,3,11,0,20,4,4,13,4,150,17,194,0,0,9,8,11,3,29,3,5,30,14,36,3,83,6,3,80,44,82,16,238,0,0,13,11,50,6,82,3,0,4,3,8,0,20,3,0,6,4,3,0,23,0,3,5,0,9,0,24,7,3,49,18,19,5,101,3,0,29,16,35,6,85,6,6,36,12,32,3,97,32
SOSR401,3375,393,7619,125,57,509,473,911,126,2201,147,114,791,275,491,51,1876,383,216,1738,1577,1831,215,5954,113,62,651,596,941,91,2456,1463,758,5192,1837,1985,297,11530,282,134,1440,1230,2195,310,5600,1668,1224,5515,2733,3129,331,14608,4740,2717,12089,4014,3379,448,27382,4539,2965,20068,10315,12326,1602,51811,195,98,767,458,686,85,2290,273,180,1230,1351,3684,242,6960,278,88,910,545,937,631,3391,16070,9273,60097,31325,45672,6072,168503,154,57,547,340,718,122,1942,370,93,1062,338,1185,60,3112,1346,364,4915,3478,12588,888,23588,423,176,1297,795,1923,120,4728,513,179,2998,2560,18782,985,26018,527,171,2099,1431,3896,313,8433,1211,368,6209,3868,11443,1167,24267,976,162,3888,2589,6845,745,15193,685,220,2102,2039,5343,610,11002,442,204,1857,928,1695,153,5277,947,502,3673,3225,2751,361,11454,268,138,1366,1233,1956,199,5164,4041,1595,13310,4101,4121,657,27827,623,226,2541,2070,4785,584,10832,3551,2087,10434,6127,8447,768,31411,8206
SOSR412,338,27,467,3,0,14,21,62,11,115,3,0,14,8,31,3,65,3,0,20,67,96,5,191,0,0,10,37,95,4,150,17,13,73,75,110,16,305,0,3,24,72,167,21,292,37,44,189,162,235,10,675,152,137,760,321,352,34,1759,90,115,823,679,1050,119,2878,0,0,9,24,60,3,100,3,3,18,64,278,14,379,0,3,21,29,75,36,169,353,336,2213,1871,3888,381,9045,13,7,66,48,306,34,470,25,3,87,63,461,26,672,54,20,234,234,1511,78,2132,5,0,12,21,137,6,181,6,3,62,98,1229,62,1450,3,3,28,54,295,15,398,10,7,111,190,985,70,1371,3,0,64,83,542,45,739,10,4,42,80,415,47,602,4,3,33,24,99,4,161,11,0,40,116,121,12,293,3,3,23,49,165,10,253,47,26,192,140,235,27,667,3,5,40,109,333,34,522,77,73,308,356,617,36,1462,233
SOSR413,428,58,662,3,6,22,23,60,4,121,6,9,39,21,35,3,110,13,11,62,90,136,14,327,4,6,33,43,96,6,189,78,53,255,122,183,28,724,4,10,62,114,183,30,401,91,74,310,234,346,29,1077,270,244,1070,390,391,50,2408,239,226,1295,831,1319,118,4014,11,7,44,21,49,6,148,23,8,66,85,297,14,489,9,3,57,39,94,49,251,819,698,3779,2445,4624,550,12913,30,13,118,98,393,79,729,24,9,81,46,300,21,481,60,31,250,206,1124,109,1782,16,5,53,48,235,8,371,16,15,147,156,1679,91,2101,26,9,135,96,360,49,679,32,31,259,237,1226,138,1921,16,4,132,151,765,92,1166,13,8,61,116,504,61,757,12,12,84,51,119,11,296,45,24,132,189,181,22,590,13,14,56,89,195,19,379,208,100,657,264,324,60,1620,13,18,99,158,406,52,748,167,129,549,507,863,72,2283,424
SOSR414,117,14,174,0,0,3,10,19,0,31,0,0,0,4,8,0,15,3,3,9,16,22,0,59,0,0,0,15,30,4,56,8,0,35,31,43,0,124,0,4,12,24,46,7,97,14,9,37,38,49,5,143,36,45,176,83,70,5,412,30,24,202,208,346,35,843,0,0,9,7,15,3,31,0,0,17,16,73,6,117,0,3,11,3,25,16,58,100,102,617,586,1191,148,2751,6,3,30,36,153,41,266,0,0,8,11,48,3,71,10,12,98,84,440,58,703,3,0,3,7,38,3,58,0,0,18,28,377,19,437,0,0,17,10,71,6,108,6,8,55,64,314,39,485,0,3,30,36,194,23,289,0,0,11,21,119,15,166,0,0,3,7,19,3,36,3,3,22,38,35,3,103,0,0,8,29,48,4,93,21,6,76,57,81,4,247,0,4,23,38,118,16,209,17,16,65,77,123,18,310,45
SOSR415,475,65,760,0,0,18,34,92,13,157,6,8,39,13,33,4,95,9,6,45,80,128,12,283,0,3,19,65,86,13,180,31,19,169,101,170,20,513,6,6,64,102,231,38,450,46,44,217,219,266,27,830,182,263,1102,412,423,45,2422,147,169,1060,1017,1460,133,3991,4,9,34,32,55,5,133,3,5,38,107,369,20,546,6,5,53,44,107,67,275,501,585,3413,2795,5185,646,13135,15,17,170,148,717,142,1213,32,7,136,82,683,38,982,50,33,388,284,1606,149,2516,11,5,36,57,276,17,396,15,5,96,145,1936,96,2295,3,9,81,114,417,29,659,24,15,257,257,1290,136,1983,14,14,141,202,836,111,1322,5,5,48,97,532,60,753,7,14,58,30,95,13,216,18,15,78,143,168,23,444,3,5,35,101,153,17,313,71,35,360,208,325,42,1039,18,10,93,159,513,67,858,97,93,383,513,753,69,1902,272
SOSR421,138,21,210,0,0,13,13,27,9,62,3,0,5,7,9,0,25,0,0,14,15,44,7,86,0,0,4,17,18,3,42,8,9,46,37,44,12,160,3,0,13,24,74,9,134,16,18,76,44,91,13,262,52,77,320,156,128,17,753,43,46,310,362,408,47,1213,0,0,8,8,21,3,38,3,4,21,22,109,5,164,0,0,13,16,38,13,85,141,170,1020,893,1572,217,4018,7,11,92,71,382,57,612,0,0,13,18,123,12,163,9,5,60,86,421,29,611,0,0,10,10,83,0,104,0,8,33,41,636,29,745,3,7,23,41,165,11,241,8,3,82,77,401,50,619,0,0,31,44,229,37,343,0,4,28,38,223,35,329,3,0,6,16,32,3,67,0,3,24,39,49,8,127,0,7,3,22,38,9,79,29,22,92,72,101,14,329,3,0,31,39,167,21,256,33,33,127,130,233,23,581,76
SOSR422,74,21,134,3,0,0,4,24,7,37,0,0,0,0,6,0,7,0,0,3,15,22,0,39,0,0,3,3,7,0,9,3,5,16,21,37,6,83,3,3,3,16,48,12,85,0,10,33,21,40,7,108,25,37,179,76,103,23,435,21,15,164,186,221,29,641,0,0,6,3,14,5,26,0,0,9,18,52,5,89,0,0,5,8,15,15,46,63,86,507,470,876,154,2155,9,3,45,52,261,37,401,0,0,6,15,84,3,107,5,7,36,30,250,19,348,0,0,7,3,46,6,60,0,0,14,17,353,11,407,0,3,10,7,64,14,99,3,6,22,49,196,29,299,5,3,23,26,138,25,227,3,0,8,18,96,16,136,0,0,3,3,13,0,18,0,0,7,22,33,7,56,0,0,4,4,20,0,26,11,10,29,32,59,6,147,7,3,7,19,98,15,153,11,9,58,62,129,9,270,38
SOSR431,472,67,798,3,3,31,68,150,33,298,8,5,28,30,25,6,95,3,3,76,116,148,17,359,3,0,31,68,103,18,222,68,56,358,172,317,39,1008,10,9,79,119,218,36,467,87,78,341,281,311,35,1143,279,330,1368,638,608,91,3314,242,278,1500,1221,1434,204,4876,14,8,60,43,84,6,219,9,11,56,112,397,24,610,14,24,92,107,166,89,495,856,956,5302,4251,6524,1063,18953,142,130,1275,1433,3827,659,7465,26,6,119,68,627,35,885,74,61,492,414,1844,177,3060,10,6,43,53,327,19,463,16,13,180,278,2586,187,3259,14,5,119,136,506,51,846,24,19,283,312,1251,148,2028,15,10,186,171,819,98,1303,11,11,95,173,776,128,1195,9,12,60,55,114,6,253,16,11,136,185,198,27,583,7,6,60,113,204,24,422,201,98,730,332,514,72,1941,17,9,135,185,540,65,958,154,132,553,577,780,96,2297,414
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,3,0,0,3,12,0,0,3,3,0,0,16,3,3,9,3,3,0,21,0,0,11,8,10,0,33,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,4,0,3,0,7,9,11,65,33,45,14,168,0,3,22,8,18,6,65,0,0,0,3,10,0,12,0,0,11,3,18,3,31,0,0,0,0,5,0,6,0,0,3,3,34,3,44,0,0,3,3,6,0,11,0,0,4,0,3,0,12,0,0,4,5,13,0,32,0,0,3,3,12,3,19,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,4,0,6,3,7,0,28,0,0,3,3,8,3,12,3,0,6,10,9,0,30,10
SOSR501,4705,746,13478,287,138,1289,1123,1891,284,5017,197,136,1066,396,480,95,2371,632,338,2907,2128,2036,338,8381,256,181,1483,1451,1939,395,5704,2898,1203,10653,3234,3259,630,21879,484,247,2615,2074,2851,534,8805,2273,1496,7966,3498,3921,641,19790,6210,6268,20892,6604,7947,1283,49205,5935,4001,28677,14289,15247,2656,70808,341,226,1703,868,1309,186,4636,465,270,2280,2578,5959,425,11979,612,243,2512,1644,2028,1303,8338,24756,16366,104151,52694,69689,12023,279688,197,64,847,455,1007,182,2749,3817,1055,10395,3820,13873,913,33873,1722,527,6774,4676,16851,1093,31651,885,252,2259,1074,2706,185,7357,1543,576,8377,7378,38869,2071,58819,870,277,3590,2340,5690,543,13322,2251,636,11272,7022,15926,2035,39140,1376,329,7721,6009,9979,1330,26745,1312,417,4844,4655,9766,1191,22184,583,261,2485,1322,1914,251,6815,1680,821,6656,4198,3179,599,17129,592,345,3222,2640,3765,632,11195,8199,2571,27379,7759,7202,1476,54584,1036,424,4811,3474,6624,941,17317,4704,2789,14526,8408,10863,1344,42633,10729
SOSR511,265,32,455,0,0,17,32,66,11,125,3,5,11,19,35,5,75,3,3,31,59,83,11,190,3,0,14,33,101,13,166,18,17,143,72,140,5,399,5,5,42,48,126,21,236,20,24,161,113,240,22,578,97,218,762,261,468,54,1854,121,133,861,544,851,87,2583,3,3,22,22,50,3,108,11,9,65,88,289,15,479,10,8,38,48,70,48,226,346,455,2533,1723,3804,436,9294,13,0,40,34,112,17,216,37,20,168,175,918,47,1365,61,19,254,213,1295,77,1917,17,10,63,82,301,17,487,14,6,131,235,1771,88,2253,4,0,26,43,161,10,247,29,13,222,211,1051,89,1619,16,8,103,120,429,50,727,16,4,54,111,389,50,619,6,8,26,31,93,10,170,15,7,55,110,105,17,307,4,3,27,68,174,16,302,54,34,339,169,266,24,878,13,8,62,70,247,30,417,55,58,280,232,421,33,1083,134
SOSR512,520,67,989,6,4,35,55,142,17,257,3,17,23,18,40,5,104,3,0,31,79,125,22,267,0,3,28,57,164,25,276,43,36,226,155,220,27,698,5,5,62,111,259,35,474,64,63,264,204,312,31,947,147,337,1172,407,690,90,2852,193,201,1194,887,1181,158,3813,13,3,55,38,98,10,209,9,8,53,153,421,25,674,5,3,58,75,125,100,361,567,731,3816,2941,5660,785,14502,14,9,87,96,404,54,666,113,47,492,367,2192,120,3329,25,15,155,155,948,60,1360,6,3,28,41,251,9,339,19,7,150,257,2524,107,3065,3,9,55,57,406,20,556,31,22,254,349,1407,119,2182,36,15,271,285,919,105,1634,18,11,94,211,846,86,1267,6,20,49,33,100,12,213,12,8,69,158,162,30,437,3,3,60,112,306,37,524,89,61,467,298,407,55,1377,11,10,93,155,516,53,842,143,113,489,504,816,75,2136,268
SOSR513,213,46,543,4,5,63,83,116,17,285,5,7,19,14,18,0,68,5,3,25,27,39,10,99,3,0,27,57,84,16,187,31,10,104,68,61,11,281,6,4,44,69,114,34,274,38,47,193,135,219,29,653,97,162,651,182,293,40,1422,118,140,591,366,371,69,1654,4,6,28,25,52,3,118,9,10,38,75,178,11,320,10,4,52,48,90,49,249,381,417,2297,1537,2506,431,7559,4,3,37,45,122,25,232,76,41,353,290,1739,78,2585,17,3,95,57,422,17,614,8,3,42,45,197,8,301,15,0,87,127,1209,59,1494,8,8,42,52,222,10,345,25,9,158,133,519,86,929,40,3,208,206,438,92,988,30,19,172,252,739,70,1276,5,6,29,30,40,4,119,3,3,36,33,49,14,136,6,0,50,77,195,24,355,57,12,210,125,167,25,598,16,7,82,105,258,51,518,70,76,342,293,453,53,1286,133
SOSR514,187,31,387,0,0,11,9,23,3,53,0,0,9,3,8,0,19,0,0,19,23,43,3,87,0,0,17,28,44,11,102,10,9,84,43,83,16,246,4,4,37,30,67,13,157,19,10,84,54,72,10,249,39,85,336,117,199,26,794,32,49,290,237,331,43,984,3,0,22,11,26,0,65,3,3,23,52,138,12,232,0,0,31,18,54,22,130,146,180,1233,901,1695,262,4408,3,0,48,44,108,14,212,5,4,65,71,559,24,725,12,17,140,85,344,15,621,0,0,17,23,191,12,241,7,0,68,95,970,55,1192,0,4,21,32,99,8,160,19,10,102,103,367,47,644,9,7,135,137,337,47,676,3,3,32,33,126,16,218,0,0,13,5,32,3,58,5,5,41,35,51,3,139,0,0,35,50,77,14,179,30,10,181,87,130,26,468,10,4,69,41,143,25,287,37,21,117,126,185,27,513,56
SOSR515,306,71,631,5,0,32,49,105,30,222,3,0,14,5,17,5,43,0,0,24,31,95,15,165,5,0,16,45,76,22,170,22,17,120,41,118,13,333,10,5,55,57,205,41,374,27,46,247,164,310,34,820,83,250,825,252,463,64,1944,96,121,730,517,678,119,2265,6,6,38,28,57,11,135,6,4,40,84,249,18,398,0,6,33,55,80,63,235,314,510,2662,1821,3784,689,9788,16,8,117,109,473,94,813,58,30,303,307,2202,120,3020,8,13,172,113,763,78,1147,8,0,24,19,228,15,295,11,9,71,146,1549,86,1878,3,4,39,62,298,26,432,20,14,185,175,808,113,1323,16,10,163,185,544,111,1024,8,8,80,141,533,69,836,3,0,26,14,52,3,94,4,0,42,53,117,15,238,3,6,32,73,150,30,287,46,27,249,85,259,29,697,15,8,82,84,421,60,683,73,75,430,407,649,79,1702,134
SOSR521,151,34,294,0,4,10,21,65,8,112,0,0,3,3,16,0,25,0,0,16,21,32,12,85,0,3,5,14,36,5,66,6,8,48,33,56,3,160,0,0,16,21,66,18,121,27,17,93,93,165,25,416,55,93,388,123,258,34,954,42,42,227,237,345,65,959,0,0,23,9,26,10,61,4,0,14,26,109,7,157,0,0,33,21,53,36,150,158,192,1092,852,1817,363,4465,3,6,103,59,299,96,560,28,9,103,131,741,54,1072,3,0,65,69,419,37,597,0,3,11,10,86,3,113,3,7,35,66,757,53,927,6,0,31,23,150,18,227,10,3,77,83,273,57,505,11,3,70,70,265,46,469,0,8,21,40,292,37,400,0,0,9,5,24,0,37,4,0,17,26,50,13,118,0,3,10,26,65,8,114,17,13,101,65,94,14,304,7,0,21,32,148,26,236,36,42,176,218,367,47,889,68
SOSR522,69,10,126,0,3,13,10,21,3,53,0,0,0,0,3,0,12,0,0,0,9,15,0,24,0,0,4,3,9,0,16,0,7,21,17,19,3,62,3,0,14,12,29,13,71,7,5,29,39,56,11,153,22,47,217,50,126,28,492,12,19,106,95,125,32,399,0,0,8,4,14,0,29,0,0,11,8,50,5,76,0,0,3,17,21,11,59,63,93,529,353,726,150,1925,5,3,54,38,189,33,327,9,3,40,33,243,16,340,3,0,20,22,135,15,188,3,0,3,0,53,3,61,0,0,17,26,228,16,282,0,3,16,13,48,6,86,0,4,25,34,125,19,207,5,3,35,37,131,17,223,0,4,17,20,108,17,168,5,0,0,0,8,0,15,0,0,7,12,22,0,36,0,0,4,6,13,0,23,3,5,48,30,40,6,132,3,0,16,28,71,11,136,16,13,64,104,181,29,404,34
SOSR531,430,87,893,0,12,60,90,183,36,386,3,9,19,24,25,3,85,8,5,67,84,106,13,278,8,12,44,84,131,24,306,85,47,429,177,304,51,1098,9,17,105,128,241,41,553,93,60,412,251,389,59,1268,226,399,1492,603,792,137,3655,161,176,1138,854,986,196,3512,10,12,74,59,127,22,303,23,10,98,160,384,33,708,29,19,128,144,197,118,635,815,1021,5815,4150,6604,1283,19690,137,159,1632,1311,3246,625,7108,225,96,958,734,4165,165,6345,55,39,346,287,1570,127,2425,7,11,78,66,348,20,528,47,36,479,602,4173,222,5549,14,13,121,129,473,41,786,23,24,295,313,1128,127,1908,31,24,287,263,870,123,1600,13,28,131,246,932,104,1456,4,7,43,40,85,10,197,18,12,125,144,172,29,490,7,12,92,145,320,50,630,199,83,981,424,835,94,2613,20,22,166,197,644,77,1121,153,90,611,568,1068,98,2587,304
SOSR579,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,13,0,0,0,3,7,0,14,4,0,8,11,51,3,82,0,0,0,0,6,0,11,0,0,0,0,3,0,5,0,0,0,3,14,0,15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,24,22,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0
SOSR599,34,0,81,0,0,6,3,10,0,17,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,12,4,9,4,26,0,0,5,10,9,0,26,0,0,10,4,0,0,12,3,4,21,3,5,0,40,5,5,15,12,17,0,60,0,0,5,0,4,0,10,0,0,0,0,9,0,12,0,0,4,3,10,7,25,29,13,163,64,142,20,427,3,0,24,9,25,5,76,3,0,39,10,104,9,171,0,0,13,4,28,3,47,0,0,0,4,13,0,15,3,0,9,5,101,7,121,0,0,0,0,10,0,13,0,0,15,7,28,3,52,9,0,35,18,67,0,129,0,0,19,12,35,3,71,0,0,3,0,4,0,11,0,0,3,3,3,0,7,0,0,3,0,3,0,12,10,0,33,4,25,4,71,5,0,12,15,25,3,58,0,0,12,4,16,3,40,5
SOSR603,628,93,1472,7,7,59,67,152,17,305,30,28,168,66,124,3,425,44,25,169,188,249,28,711,11,13,65,79,130,18,311,259,129,699,185,247,42,1568,40,25,141,122,232,40,599,423,394,1205,518,689,85,3312,1045,436,2069,459,613,75,4701,639,534,2566,1275,2097,262,7378,81,46,208,69,139,11,551,74,38,174,188,533,39,1041,44,6,113,55,120,109,445,2949,1801,8929,4024,7327,978,26012,56,29,215,97,260,23,682,8,3,23,8,70,4,121,93,34,352,284,1372,90,2219,142,48,425,231,363,23,1237,45,21,241,271,3051,100,3735,22,14,127,113,411,27,710,115,47,765,479,1824,193,3417,198,39,761,386,1367,157,2905,56,20,202,245,686,76,1281,67,49,346,175,359,24,1013,98,69,420,402,378,42,1412,29,27,145,157,239,41,635,694,277,1950,489,560,93,4064,87,37,258,211,513,64,1176,766,663,2121,1041,1576,172,6338,1746
SOSR611,336,34,562,3,0,17,23,58,5,110,0,4,36,25,39,3,108,8,5,52,80,132,19,296,3,3,16,33,54,14,130,34,30,184,81,112,7,450,7,4,48,45,121,16,234,51,66,303,117,143,18,694,271,130,1017,209,324,35,1991,220,196,1130,602,995,127,3260,4,8,50,23,57,4,152,15,6,47,65,312,8,446,11,0,32,24,62,42,179,692,487,3326,1610,3433,392,9939,23,3,58,41,124,16,256,3,0,11,18,61,3,106,44,20,197,135,701,44,1137,14,8,67,64,127,7,285,7,14,83,113,1351,31,1608,16,7,71,62,267,25,446,39,20,273,190,886,80,1494,35,7,182,129,662,55,1075,17,9,81,101,362,37,606,10,8,80,69,117,8,297,18,18,109,155,211,24,530,4,5,43,66,117,19,252,92,65,524,182,245,25,1139,19,10,80,80,245,26,455,99,110,468,224,390,28,1323,486
SOSR612,129,16,175,0,0,6,10,30,10,57,0,0,7,11,8,0,22,0,0,4,16,22,3,41,0,0,3,15,18,0,41,5,5,33,28,37,3,115,0,3,8,17,53,3,83,11,6,52,38,58,3,166,30,32,207,77,88,4,439,23,28,165,193,342,35,780,0,0,9,4,15,0,28,4,0,8,22,104,0,139,0,0,9,11,18,8,48,79,80,572,522,1192,128,2582,7,7,26,27,98,19,180,0,0,3,4,56,4,73,6,0,40,44,299,26,421,0,0,11,14,45,3,71,3,0,13,27,413,14,466,3,0,10,19,81,6,120,3,3,34,56,286,33,413,4,3,13,35,213,30,294,0,0,21,38,206,21,287,0,0,9,10,14,0,39,4,3,9,27,23,3,74,0,3,6,17,44,3,71,15,16,73,49,74,10,234,0,3,8,26,92,10,140,12,18,76,66,124,9,306,46
