SOSR_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
SOSR331,194896,..,..,..,..,194896,..,407,6,413,3,411,..,62,6,68,3,71,..,340,46,385,39,419,..,86,13,103,3,108,..,216,87,302,0,307,..,5,3,9,0,11,..,309,109,415,4,427,..,84,6,95,0,96,..,334,8,334,5,343,..,272,16,286,3,290,..,747,19,762,3,763,..,96,3,99,0,101,..,10,0,11,0,11,..,98,0,105,0,105,..,139,16,157,3,156,..,39,0,39,0,38,..,19,0,17,0,17,..,48,4,56,0,53,..,357,24,382,3,385,..,865,63,922,19,944,..,118,39,161,0,160,..,53,45,97,0,96,..,15,0,12,0,12,..,113,9,119,4,120,..,21,3,21,0,21,..,61,7,70,3,70,..,67,8,73,3,74,..,40,3,48,0,48,..,28,4,29,0,29,..,127,7,131,0,131,..,52,3,53,0,56,..,138,4,145,3,146,..,26
SOSR379,56,..,..,..,..,56,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR399,4759,..,..,..,..,4759,..,11,0,11,0,9,..,15,3,12,0,16,..,9,3,17,0,17,..,15,5,18,0,18,..,49,39,89,0,89,..,4,0,4,0,4,..,67,45,107,0,107,..,0,0,0,0,0,..,17,0,17,0,17,..,53,7,56,0,59,..,38,0,43,0,43,..,3,3,7,0,7,..,0,0,0,0,0,..,10,0,12,0,12,..,5,0,6,0,6,..,7,0,7,0,7,..,5,0,5,0,5,..,13,0,13,0,13,..,34,0,40,0,40,..,45,6,48,3,50,..,7,9,17,0,14,..,7,11,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,3,6,0,6,..,9,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,3,0,3,0,3,..,6
SOSR401,421402,..,..,..,..,421402,..,786,5,798,9,807,..,3936,767,4704,34,4738,..,282,14,297,17,311,..,3581,960,4546,39,4588,..,9611,2877,12493,67,12560,..,739,310,1052,7,1057,..,13935,4152,18090,115,18202,..,1130,155,1283,11,1298,..,794,20,818,8,822,..,952,48,998,10,1008,..,1987,62,2051,17,2064,..,8785,1210,9993,103,10095,..,1096,70,1164,4,1173,..,3450,190,3636,33,3666,..,4116,417,4531,45,4570,..,1147,65,1212,9,1219,..,1349,135,1489,16,1501,..,4098,807,4902,42,4942,..,15249,1685,16930,148,17079,..,10807,1378,12178,176,12359,..,707,101,805,9,809,..,1179,424,1602,10,1612,..,279,19,302,0,302,..,310,20,334,12,344,..,1898,487,2387,18,2405,..,2068,241,2311,19,2327,..,1172,182,1352,7,1355,..,56,5,57,0,62,..,1582,382,1968,11,1975,..,1132,45,1176,15,1190,..,667,82,744,3,751,..,1714,49,1769,13,1782,..,650
SOSR412,32317,..,..,..,..,32317,..,116,0,116,0,116,..,33,3,41,0,41,..,20,0,17,0,17,..,12,7,19,0,22,..,47,13,63,0,61,..,3,0,3,0,3,..,64,25,85,0,92,..,31,5,37,0,37,..,42,0,42,0,44,..,32,5,35,0,35,..,83,4,90,0,90,..,102,9,107,0,107,..,18,0,19,0,19,..,46,0,48,0,48,..,27,0,27,0,29,..,14,0,14,0,14,..,22,0,26,0,26,..,8,0,12,0,12,..,138,7,148,0,143,..,191,16,209,7,212,..,12,0,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,3,0,3,..,8,0,8,0,8,..,31,0,35,0,35,..,14,0,14,0,14,..,0,0,0,0,0,..,15,0,14,0,14,..,62,3,66,3,65,..,13,0,13,0,13,..,85,5,90,3,91,..,9
SOSR413,44327,..,..,..,..,44327,..,88,0,84,0,84,..,38,3,37,0,37,..,102,14,110,0,114,..,26,11,37,0,38,..,161,189,352,5,351,..,13,23,38,0,38,..,204,226,428,7,432,..,47,4,53,0,52,..,74,0,72,0,72,..,62,0,61,3,67,..,172,5,181,5,183,..,85,5,91,0,91,..,27,3,34,0,34,..,39,3,38,0,44,..,96,6,96,0,102,..,36,0,37,0,39,..,35,0,41,0,37,..,19,0,19,0,19,..,251,15,263,5,271,..,220,17,240,0,241,..,34,3,38,3,42,..,8,0,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,13,..,28,0,33,0,33,..,31,0,30,0,30,..,7,0,9,0,9,..,17,0,17,0,17,..,113,0,117,0,114,..,15,0,19,0,19,..,144,7,149,0,154,..,18
SOSR414,10302,..,..,..,..,10302,..,3,0,3,0,3,..,4,0,3,0,3,..,8,0,5,0,5,..,3,0,3,0,3,..,24,16,42,0,42,..,0,0,0,0,0,..,31,16,48,0,48,..,0,0,0,0,0,..,8,0,8,0,13,..,7,0,7,0,7,..,40,0,39,0,42,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,24,3,28,0,28,..,5,3,11,0,11,..,7,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,11,15,28,0,28,..,20,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,35,0,37,0,37,..,3,0,3,0,3,..,32,0,38,0,38,..,5
SOSR415,47667,..,..,..,..,47667,..,81,0,79,0,82,..,23,0,24,0,27,..,50,5,55,0,57,..,21,8,34,0,34,..,66,25,89,0,90,..,3,3,3,0,3,..,89,35,122,0,128,..,27,4,34,0,34,..,55,0,55,0,50,..,60,0,57,0,57,..,132,3,139,3,138,..,286,50,335,14,342,..,11,0,11,0,11,..,33,0,31,0,36,..,121,23,144,3,150,..,45,0,45,0,46,..,13,0,13,0,13,..,16,0,16,0,16,..,243,25,274,7,276,..,236,24,258,7,268,..,25,4,23,0,23,..,18,6,24,0,24,..,7,0,7,0,7,..,4,0,4,0,4,..,19,14,27,0,27,..,38,0,37,0,37,..,6,0,9,0,9,..,0,0,0,0,0,..,26,3,30,3,33,..,67,5,73,0,73,..,5,0,5,0,5,..,71,4,78,0,78,..,16
SOSR421,14853,..,..,..,..,14853,..,22,0,22,0,22,..,8,0,9,0,7,..,19,0,19,0,19,..,5,3,12,0,12,..,15,19,32,0,34,..,0,3,3,0,3,..,25,20,49,0,49,..,3,0,3,0,3,..,20,0,20,0,17,..,14,0,14,0,14,..,40,0,45,0,45,..,36,0,38,0,38,..,0,0,0,0,0,..,4,0,7,0,7,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,26,0,28,0,28,..,56,3,61,0,61,..,5,0,5,0,5,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,5,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,16,0,16,..,0,0,0,0,0,..,17,0,22,0,22,..,0
SOSR422,8942,..,..,..,..,8942,..,9,0,9,0,9,..,0,0,0,0,0,..,572,147,726,3,730,..,3,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,9,3,12,0,12,..,12,0,10,0,10,..,14,0,14,0,14,..,0,0,0,0,3,..,22,0,22,0,22,..,14,0,14,0,14,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,20,0,20,..,25,0,24,0,24,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR431,65665,..,..,..,..,65665,..,53,0,61,0,61,..,33,10,43,3,45,..,322,33,356,13,364,..,13,3,15,0,13,..,46,24,70,3,70,..,3,0,3,0,3,..,65,24,90,3,93,..,39,0,38,0,38,..,98,0,98,3,101,..,54,3,56,0,56,..,244,5,254,3,258,..,440,44,485,13,497,..,9,0,9,0,9,..,18,0,18,0,18,..,131,18,148,3,146,..,3,0,5,0,5,..,0,0,0,0,0,..,18,0,18,0,18,..,175,18,191,3,196,..,458,42,498,11,508,..,21,0,20,0,20,..,3,0,3,0,3,..,5,0,12,0,12,..,15,0,12,0,14,..,11,8,16,0,16,..,54,3,56,0,56,..,35,0,36,0,41,..,0,0,0,0,0,..,28,3,28,0,28,..,35,4,43,0,43,..,19,4,19,0,25,..,27,3,32,0,31,..,11
SOSR479,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
SOSR499,1167,..,..,..,..,1167,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,4,0,4,..,5,6,6,0,6,..,11,14,25,0,24,..,0,0,3,0,3,..,15,20,30,0,31,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,3,6,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,20,0,26,0,26,..,14,0,14,0,14,..,3,0,3,0,3,..,0,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,3,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3
SOSR501,679918,..,..,..,..,679918,..,5286,93,5380,41,5417,..,6053,1080,7132,81,7215,..,314,19,330,15,349,..,6963,1737,8700,49,8746,..,16166,4899,21065,113,21179,..,1625,347,1968,11,1982,..,24749,6984,31735,169,31903,..,2135,258,2396,34,2430,..,1720,28,1746,17,1761,..,3789,193,3983,38,4019,..,3231,100,3334,39,3375,..,1987,169,2155,11,2170,..,1502,74,1574,7,1585,..,5137,227,5366,43,5407,..,5995,533,6533,50,6582,..,2204,103,2303,12,2314,..,2758,184,2944,23,2972,..,5657,330,5989,36,6023,..,23256,1457,24708,172,24888,..,11090,1141,12227,162,12394,..,1812,339,2154,16,2178,..,2204,1045,3253,21,3272,..,2463,258,2721,28,2751,..,150,3,151,3,152,..,2854,485,3336,17,3355,..,2138,203,2342,21,2364,..,1005,105,1113,8,1121,..,410,26,432,8,443,..,2003,381,2380,26,2403,..,3477,133,3611,33,3647,..,4040,305,4348,30,4378,..,5393,180,5579,50,5627,..,2583
SOSR511,29438,..,..,..,..,29438,..,317,11,325,3,329,..,46,7,56,0,56,..,16,0,16,0,16,..,28,13,36,0,36,..,112,39,157,3,159,..,3,0,3,0,3,..,144,53,197,3,201,..,12,0,12,0,12,..,60,0,60,3,65,..,45,0,52,0,52,..,57,3,58,3,59,..,24,4,28,0,28,..,20,0,24,0,24,..,38,0,39,0,40,..,47,4,54,5,58,..,27,0,26,0,26,..,36,3,44,0,44,..,63,3,67,0,67,..,239,17,261,7,269,..,260,14,273,3,274,..,44,4,41,0,41,..,55,57,112,0,111,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,30,0,35,..,38,0,38,0,39,..,19,3,26,0,26,..,4,0,3,0,3,..,9,0,12,0,12,..,138,0,140,0,140,..,31,9,39,0,39,..,168,3,173,3,172,..,75
SOSR512,48199,..,..,..,..,48199,..,448,4,453,3,453,..,49,3,54,0,54,..,120,8,131,0,134,..,45,20,62,5,61,..,168,49,217,0,220,..,5,5,10,0,10,..,222,68,289,6,294,..,26,0,29,0,25,..,77,3,79,3,77,..,83,3,90,0,90,..,162,3,166,0,166,..,31,8,37,0,32,..,20,3,21,0,21,..,102,3,107,0,104,..,81,6,85,3,86,..,44,0,44,0,44,..,45,5,43,0,43,..,71,3,78,0,78,..,357,19,372,6,379,..,224,25,246,4,248,..,36,0,38,0,38,..,16,8,22,0,22,..,16,0,16,0,16,..,5,0,5,0,5,..,29,0,31,0,31,..,38,3,44,0,44,..,22,0,27,0,27,..,24,0,24,0,28,..,8,0,8,0,8,..,263,11,279,3,276,..,82,11,91,0,91,..,353,16,374,0,372,..,173
SOSR513,21589,..,..,..,..,21589,..,140,3,145,0,145,..,27,0,32,0,32,..,223,10,236,11,243,..,28,4,34,0,34,..,91,36,125,0,125,..,0,0,3,0,3,..,123,42,167,0,169,..,17,0,17,0,17,..,22,3,27,0,27,..,84,3,84,0,84,..,79,6,84,0,84,..,21,0,26,0,26,..,30,0,37,0,37,..,69,3,70,0,76,..,32,0,35,0,35,..,53,0,53,3,56,..,32,0,32,0,32,..,73,7,80,0,84,..,291,7,299,8,311,..,54,9,58,3,60,..,17,6,25,0,25,..,24,19,39,0,39,..,21,3,27,0,27,..,0,0,0,0,0,..,8,0,8,0,8,..,16,0,16,0,16,..,11,0,11,0,13,..,8,5,14,0,14,..,13,0,13,0,13,..,196,4,198,4,202,..,58,7,70,0,69,..,260,9,274,0,275,..,156
SOSR514,14717,..,..,..,..,14717,..,105,3,106,0,106,..,14,0,14,0,14,..,11,0,11,0,11,..,11,7,19,0,19,..,33,33,71,0,71,..,0,3,3,0,3,..,51,40,90,0,90,..,3,0,10,0,10,..,18,0,23,0,23,..,48,3,50,0,50,..,70,0,72,0,71,..,5,0,5,0,5,..,3,0,3,0,3,..,11,0,11,0,11,..,23,0,24,0,24,..,3,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,50,0,55,0,55,..,77,8,84,0,88,..,23,6,31,0,31,..,13,11,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,35,0,35,0,35,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,17,0,22,0,22,..,25,0,29,0,29,..,64,8,69,0,70,..,6
SOSR515,35280,..,..,..,..,35280,..,110,4,115,0,115,..,17,0,20,0,20,..,511,34,543,28,573,..,38,11,51,0,51,..,107,87,199,3,196,..,26,16,43,0,43,..,175,116,291,3,288,..,23,0,24,0,24,..,60,4,59,0,59,..,69,7,80,0,81,..,109,3,111,0,112,..,17,0,16,0,18,..,18,0,18,0,18,..,37,0,35,0,35,..,26,4,30,0,30,..,23,0,24,0,24,..,9,0,9,0,9,..,26,0,24,0,24,..,133,11,139,0,139,..,224,26,248,3,259,..,18,6,27,0,27,..,19,10,25,0,25,..,32,0,34,4,42,..,3,0,3,0,3,..,15,6,21,3,23,..,26,0,26,0,26,..,11,3,17,0,17,..,14,0,14,0,14,..,7,0,7,0,7,..,177,5,187,0,186,..,35,9,45,0,45,..,217,7,224,3,224,..,108
SOSR521,18450,..,..,..,..,18450,..,70,0,70,0,70,..,9,0,9,0,9,..,619,51,665,48,715,..,9,3,11,0,11,..,39,21,65,0,65,..,0,3,3,0,3,..,46,32,74,0,74,..,4,0,4,0,4,..,42,0,46,0,47,..,21,0,18,0,18,..,52,0,55,0,56,..,7,0,7,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,10,3,12,0,12,..,24,3,24,0,24,..,80,6,87,3,90,..,6,3,11,0,7,..,0,5,7,0,7,..,0,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,18,0,18,..,3,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,109,3,118,0,118,..,26,0,27,0,27,..,121,5,124,0,127,..,23
SOSR522,7656,..,..,..,..,7656,..,23,3,27,0,27,..,3,0,3,0,3,..,1111,188,1298,54,1354,..,3,0,3,0,3,..,4,9,8,0,8,..,3,0,3,0,3,..,13,9,13,0,15,..,11,0,12,0,12,..,16,0,16,0,16,..,18,3,21,0,25,..,12,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,14,0,16,0,16,..,30,0,30,0,30,..,0,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,6,0,6,0,6,..,18,0,24,0,24,..,0
SOSR531,73210,..,..,..,..,73210,..,361,8,367,5,372,..,66,6,74,7,78,..,1345,159,1507,63,1571,..,43,14,58,0,58,..,224,83,307,3,308,..,20,3,22,0,22,..,291,98,384,3,388,..,95,3,102,3,99,..,145,0,147,0,148,..,142,5,147,3,154,..,335,13,341,0,345,..,40,5,43,0,44,..,13,0,13,0,13,..,57,0,57,0,52,..,34,3,40,0,36,..,15,0,16,0,16,..,19,0,19,0,23,..,38,0,39,0,39,..,166,3,173,3,179,..,565,38,599,15,613,..,31,7,41,3,45,..,43,10,60,0,60,..,45,0,45,0,46,..,9,0,9,0,9,..,29,0,29,0,29,..,83,0,81,0,81,..,30,0,30,0,30,..,15,0,15,0,15,..,35,3,42,0,42,..,151,4,155,0,156,..,81,4,88,0,88,..,239,9,248,0,247,..,52
SOSR579,288,..,..,..,..,288,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,13,0,13,..,3,0,3,0,3,..,0
SOSR599,2258,..,..,..,..,2258,..,7,0,7,0,7,..,8,0,8,0,8,..,19,0,19,0,19,..,5,7,10,0,12,..,18,23,36,0,36,..,0,0,0,0,0,..,17,28,50,0,47,..,0,0,0,0,3,..,16,0,16,0,16,..,25,3,26,0,26,..,16,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,18,3,20,0,20,..,15,3,18,5,19,..,4,3,7,0,7,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,8,0,8,..,3,0,3,0,3,..,4
SOSR603,73024,..,..,..,..,73024,..,77,0,73,0,73,..,247,34,284,0,284,..,8,0,8,0,8,..,253,62,312,5,315,..,1024,195,1215,11,1228,..,83,29,112,3,112,..,1353,280,1638,19,1650,..,86,12,94,0,94,..,120,0,119,0,119,..,198,3,199,0,206,..,278,6,287,3,289,..,414,48,464,0,468,..,53,3,55,0,55,..,200,10,209,3,211,..,185,17,204,0,206,..,39,4,41,0,41,..,113,9,116,0,122,..,340,158,497,6,500,..,931,202,1130,7,1141,..,296,26,318,0,318,..,127,21,147,0,147,..,106,43,150,0,154,..,3,0,3,0,4,..,0,0,0,0,0,..,111,49,158,0,161,..,167,15,185,0,186,..,53,0,51,0,51,..,19,0,19,0,20,..,33,6,36,3,41,..,33,0,33,0,33,..,57,0,56,0,56,..,83,3,80,3,85,..,51
